"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","CV","FC","FF","FS","PE","RB","SG","FD","I","DD","DP","GS","A","G","FT","PP","GC"
"406","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2019/05/28/31576151f911825460540e32249a6735_FORMATO.png",89493,17,282,"zag","Provável",1.9,9.39,0.03,2.99,"Atlético-MG",NA,NA,16,4,12,22,23,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"407","João Pedro Maturano dos Santos","joao-pedro","João Pedro ","https://s.glbimg.com/es/sde/f/2019/07/30/795572e7a0b1c89ba19f9af6ad365216_FORMATO.png",89273,17,265,"lat","Nulo",0,5,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","Igor Cássio Vieira dos Santos","igor-cassio","Igor Cássio","https://s.glbimg.com/es/sde/f/2019/03/22/7c87ddae633eb2c51a6c053054e56a1a_FORMATO.png",99661,17,263,"ata","Nulo",0,1.29,0,-0.5,"Botafogo",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","Gustavo Henrique Ferrareis","gustavo-ferrareis","Gustavo Ferrareis","https://s.glbimg.com/es/sde/f/2019/07/02/fda6a393b916b8422ff410f559b39735_FORMATO.png",89815,17,314,"mei","Nulo",0,3.32,0,1.47,"Avaí",2,NA,6,9,8,14,3,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"410","Bruno de Jesus Pacheco","bruno-pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2018/05/24/bcba131b890d61329d3dd3d53d25182e_FORMATO.png",90061,17,315,"lat","Provável",5.7,13.59,-0.47,3.82,"Chapecoense",2,1,30,1,32,43,34,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"411","Douglas Moreira Fagundes","dodi","Dodi","https://s.glbimg.com/es/sde/f/2018/04/20/9dae8b824d6d7c1a316a903af9b3740e_FORMATO.png",89883,17,266,"mei","Nulo",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","Yago da Silva Rocha","yago-rocha","Yago Rocha","",90118,17,290,"lat","Suspenso",-5.8,0.77,-0.54,-0.85,"Goiás",NA,1,4,NA,3,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Pedro Rocha Neves","pedro-rocha","Pedro Rocha","https://s.glbimg.com/es/sde/f/2019/08/10/ee42a8e4d56c93201de03d1c37091827_FORMATO.png",90302,17,283,"ata","Provável",0.4,10.19,-0.65,3.22,"Cruzeiro",1,NA,10,4,19,40,9,NA,5,1,NA,NA,NA,2,2,NA,NA,NA
"414","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2019/04/26/195ab3662b5fad11e635fd74d6a2f401_FORMATO.png",90285,17,262,"ata","Suspenso",6.8,20.09,0.98,6.46,"Flamengo",3,NA,21,21,32,20,4,NA,14,3,NA,NA,NA,2,7,2,NA,NA
"415","Crysan da Cruz Queiroz Barcelos","crysan","Crysan","https://s.glbimg.com/es/sde/f/2018/07/16/c97cfd12cf2775988f29481bc61824a1_FORMATO.png",90406,17,293,"ata","Nulo",0,3,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2018/05/18/9c8442508cec9bf9dc9f0af8f306e11b_FORMATO.png",90309,17,283,"ata","Provável",5.4,5.6,0.43,1.63,"Cruzeiro",NA,NA,19,8,12,23,8,NA,7,4,NA,NA,NA,2,NA,NA,NA,NA
"417","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2019/02/27/931ddb4d808eb623c3d496fb36bea54e_FORMATO.png",90444,17,265,"lat","Provável",6.6,13.44,1.59,5.08,"Bahia",3,1,27,7,6,25,33,6,4,NA,NA,NA,NA,1,NA,NA,NA,NA
"418","Lucas da Silva Izidoro","lucas-mineiro","Lucas Mineiro","https://s.glbimg.com/es/sde/f/2019/02/04/8c21d6c085c35c5d92e3380a55b2f833_FORMATO.jpeg",90634,17,267,"mei","Nulo",0,5.12,0,1.36,"Vasco",4,NA,17,8,11,22,15,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA
"419","Elias Martello Curzel","elias","Elias","https://s.glbimg.com/es/sde/f/2019/08/27/71c266576a9e933563a3edce07354030_FORMATO.png",90843,17,315,"gol","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","Leonardo de Souza Sena","leo-sena","Léo Sena","https://s.glbimg.com/es/sde/f/2019/03/26/dbb9320b8d6aae993c9a2f2f65c761ee_FORMATO.png",90572,17,290,"mei","Provável",0,6.68,0,4.44,"Goiás",2,1,8,3,42,31,34,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2018/05/17/555bb7e98091372b0b633a3623d5b40d_FORMATO.png",90715,17,263,"mei","Provável",1,4.29,-0.02,1.7,"Botafogo",1,NA,9,5,16,19,7,NA,4,1,NA,NA,NA,NA,1,1,NA,NA
"422","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2019/02/04/d5a1e093c0e8dfd5ead943946e093661_FORMATO.png",90768,17,283,"zag","Dúvida",7.7,5.69,1.06,4.14,"Cruzeiro",NA,NA,1,NA,4,6,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Yuri Oliveira Lima","yuri-lima","Yuri Lima","https://s.glbimg.com/es/sde/f/2019/08/06/16f2189da0bf99090e0ae2773d4076eb_FORMATO.png",90569,17,266,"mei","Dúvida",0,1.56,0,0.21,"Fluminense",3,NA,14,2,4,12,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","Lucas Fernandes da Silva","lucas-fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2018/08/23/9551a9d9ca9245ef1e854e865d0e50bd_FORMATO.png",94931,17,276,"mei","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Carlos Eduardo Ferreira de Souza","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2019/01/14/065996f5e53a936d45d1b737405dfb27_FORMATO.jpeg",90917,17,275,"ata","Nulo",0,3.67,0,-0.25,"Palmeiras",1,NA,2,1,2,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"426","Jean Paulo Fernandes Filho","jean","Jean","https://s.glbimg.com/es/sde/f/2019/04/01/0ed07c98bf47b8fa29fdb379eabb0c31_FORMATO.png",90933,17,276,"gol","Nulo",0,3.32,0,-2,"São Paulo",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","Iago Antônio Silva Santos","iago","Iago","https://s.glbimg.com/es/sde/f/2019/02/27/dcc88b58ec19a30c867de346a51af9ba_FORMATO.png",90894,17,265,"ata","Contundido",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Everaldo Silva do Nascimento","everaldo","Everaldo ","https://s.glbimg.com/es/sde/f/2019/05/23/6fff5abfbfbd6b07376f8891759f2538_FORMATO.png",91151,17,264,"ata","Contundido",0,3.91,0,2.62,"Corinthians",2,NA,15,8,15,7,8,NA,2,3,NA,NA,NA,1,1,NA,NA,NA
"429","Flávio Medeiros da Silva","flavio","Flávio","https://s.glbimg.com/es/sde/f/2019/03/29/b6aab56d50cf29e0e2a267d04614f4a1_FORMATO.png",91102,17,265,"mei","Provável",4.7,3.44,0.38,1.87,"Bahia",1,NA,12,NA,7,16,17,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"430","Fernando José Marques Maciel","fernandinho","Fernandinho","https://s.glbimg.com/es/sde/f/2019/03/29/062ea204ed60f2b4c3bdbcb2c506b6c1_FORMATO.png",91130,17,265,"ata","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Willian Klaus","klaus","Klaus","https://s.glbimg.com/es/sde/f/2018/04/09/213245ee05c1b0ca97f32c728f20bd6b_FORMATO.png",90846,17,285,"zag","Nulo",0,2.64,0,1.02,"Internacional",1,NA,8,NA,1,12,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Leandro Barcia Montero","leandro-barcia","Leandro Barcia","https://s.glbimg.com/es/sde/f/2019/03/26/eb34e430eaaff21dcd5c4c680505c910_FORMATO.png",91242,17,290,"ata","Nulo",-1.1,8.49,-0.24,3.8,"Goiás",4,NA,24,12,20,24,18,NA,6,3,NA,NA,NA,1,3,1,NA,NA
"433","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,17,284,"ata","Nulo",0,4.79,-0.52,2.83,"Grêmio",1,NA,6,10,7,18,7,NA,4,7,NA,NA,NA,NA,3,NA,NA,NA
"434","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2018/05/26/5818d20df4c7c3248d9dc04c6864aa03_FORMATO.png",91260,17,276,"gol","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","Antônio Josenildo Rodrigues de Oliveira","rodriguez","Rodriguez","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,17,284,"zag","Nulo",0,5.01,0,6.94,"Grêmio",NA,NA,1,1,1,7,11,3,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"436","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2018/05/07/6ac39bf60c88040543dee78fc133c427_FORMATO.png",91191,17,282,"mei","Contundido",0,9,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","Brenner Souza da Silva","brenner","Brenner","https://s.glbimg.com/es/sde/f/2019/05/25/2d0ecae03a030c68b426c28eb59b2222_FORMATO.png",99789,17,266,"ata","Dúvida",0,3.14,0,2.3,"Fluminense",NA,NA,2,4,4,6,4,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"438","Leonardo Felipe Valencia Rossel","leonardo-valencia","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2019/03/22/92598d9c96fb60c7bb5e624f97b32f21_FORMATO.png",91508,17,263,"mei","Nulo",0,3.74,0,-0.48,"Botafogo",2,NA,2,3,NA,5,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"439","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2019/04/01/8b22d106ccba1278e3e4a6b89e76eab0_FORMATO.png",91573,17,276,"zag","Provável",7.4,7.17,1.02,1.76,"São Paulo",3,NA,12,2,6,16,9,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"440","Fernando Peixoto Costanza","fernando","Fernando","https://s.glbimg.com/es/sde/f/2019/03/28/0e1597e7f7c233c1663c9739a327843b_FORMATO.png",99550,17,263,"lat","Nulo",-1.7,3.65,-1.12,2.89,"Botafogo",1,NA,16,NA,7,20,6,5,2,NA,NA,NA,NA,1,NA,NA,NA,NA
"441","Lucas da Silva Ribeiro Campos","lucas-campos","Lucas Campos","https://s.glbimg.com/es/sde/f/2019/08/23/de2cbd55d0f687fecdd4b8346fddf148_FORMATO.png",99903,17,263,"ata","Provável",2.2,2.2,0.23,1.83,"Botafogo",1,NA,5,3,7,6,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Ricardo Queiroz de Alencastro Graça","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2019/05/22/83cc3161d01d982a7f019f88e1a24064_FORMATO.png",99881,17,267,"zag","Nulo",0.2,7.1,-0.75,3.3,"Vasco",1,NA,8,3,7,21,19,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"443","Ronielson da Silva Barbosa","rony","Rony","https://s.glbimg.com/es/sde/f/2019/03/30/e3a2125216bf497937a96f974e95aacd_FORMATO.png",91607,17,293,"ata","Provável",3.2,13.09,-1.03,5.67,"Athlético-PR",3,NA,28,14,26,24,10,NA,10,2,NA,NA,NA,2,4,1,NA,NA
"444","Yimmi Javier Chará Zamora","chara","Chará","https://s.glbimg.com/es/sde/f/2018/06/12/141a8b4188cba969d63627e1e52b336e_FORMATO.png",99891,17,282,"ata","Provável",-1.2,10.87,-1.38,4.32,"Atlético-MG",NA,NA,8,9,19,44,19,NA,10,4,NA,NA,NA,NA,3,1,NA,NA
"445","Richard Darío Franco Escobar","richard-franco","Richard Franco","https://s.glbimg.com/es/sde/f/2019/07/08/98c83dbd47f71c1647528ee395d26781_FORMATO.png",99802,17,314,"mei","Provável",1.2,4.64,-1.48,3.97,"Avaí",NA,NA,9,6,9,17,11,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA
"446","Ezequiel Santos da Silva","ezequiel","Ezequiel","https://s.glbimg.com/es/sde/f/2019/09/03/63e30529976c3bdc71e7dde293b3ca20_FORMATO.png",99915,17,283,"ata","Nulo",0,4,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Luan Martins Pereira","luan-pereira","Luan Pereira","https://s.glbimg.com/es/sde/f/2019/03/26/4ea943857c8fd654cdc1fe1f3e802748_FORMATO.png",99900,17,314,"mei","Nulo",0,2.54,0,0.97,"Avaí",4,NA,7,2,10,12,8,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"448","Júnior Nazareno Sornoza Moreira","sornoza","Sornoza","https://s.glbimg.com/es/sde/f/2019/05/23/f57131336fd4986cab54d1401667dbf8_FORMATO.png",87877,17,264,"mei","Nulo",0,5.07,0,2.5,"Corinthians",2,NA,12,8,12,13,12,NA,5,NA,NA,NA,NA,1,NA,NA,NA,NA
"449","Marcílio Florêncio Mota Filho","nino","Nino","https://s.glbimg.com/es/sde/f/2019/03/31/828e2021812c049027270d8bec818205_FORMATO.png",91708,17,266,"zag","Provável",2,3.34,-0.02,2.12,"Fluminense",5,NA,18,3,9,15,22,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA
"450","Patrick Machado Ferreira ","patrick","Patrick","https://s.glbimg.com/es/sde/f/2017/08/16/34305aca84639e95caaf29addb016bab_FORMATO.png",99918,17,284,"mei","Nulo",2.5,2.19,0.29,1.57,"Grêmio",NA,NA,1,1,9,6,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","Luiz Antonio Ferreira Rodrigues","felipe","Felipe","https://s.glbimg.com/es/sde/f/2019/03/22/4ef6aa2bd0c3f910bdb023b63225bec1_FORMATO.png",91733,17,356,"mei","Provável",1.8,6.43,0.37,2.97,"Fortaleza",4,NA,25,1,14,47,42,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Matheus Alves da Silva Cardoso","matheus-alves","Matheus Alves","https://s.glbimg.com/es/sde/f/2019/03/26/de03c48f1b1b556b4876bcb937977dfa_FORMATO.png",91712,17,290,"gol","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","David de Duarte Macedo","david-duarte","David Duarte","https://s.glbimg.com/es/sde/f/2019/03/26/cfafe9f57bd3c0e32edd4416b3449331_FORMATO.png",91772,17,290,"zag","Contundido",0,8.03,0,2.92,"Goiás",NA,NA,2,3,3,10,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Rickson Barbosa Sá da Conceição","rickson","Rickson","https://s.glbimg.com/es/sde/f/2019/08/16/72f22e08c825e7a916e81c6fcfe40189_FORMATO.png",100002,17,263,"mei","Nulo",0,1.99,0,1.63,"Botafogo",NA,NA,1,1,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Ruan Tressoldi Netto","ruan","Ruan",NA,100842,17,284,"zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Michael Matias Fracaro","michael","Michael","https://s.glbimg.com/es/sde/f/2018/05/07/b00362ea5028e43dae1152d78fbf5ccc_FORMATO.png",93659,17,282,"gol","Contundido",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Emanuel Leone Moura","emanuel","Emanuel","https://s.glbimg.com/es/sde/f/2017/12/01/e2a85d715ac397898197228bac470497_FORMATO.jpeg",100840,17,284,"zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Mauro Joel Carli","joel-carli","Joel Carli","https://s.glbimg.com/es/sde/f/2019/03/22/5b148a93fa4bc73fb9ad91009dde28c2_FORMATO.png",93414,17,263,"zag","Provável",-0.9,6.5,-0.96,2.08,"Botafogo",4,NA,13,2,10,39,13,5,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"459","Wanderson Felippe Cardoso dos Santos","felippe-cardoso","Felippe Cardoso","https://s.glbimg.com/es/sde/f/2019/07/16/0e97ab882ccb46151e687ca118809f7c_FORMATO.png",100963,17,354,"ata","Provável",5.4,4.02,0.78,3.02,"Ceará",1,NA,31,5,14,6,6,NA,5,7,NA,NA,NA,1,2,NA,NA,NA
"460","Lucas Esteves de Souza","esteves","Esteves","https://s.glbimg.com/es/sde/f/2019/07/08/cd984c932e6f6d7e51df1e0963c5513e_FORMATO.jpeg",100846,17,275,"lat","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Rony Fernandes da Silva","rony","Rony","https://s.glbimg.com/es/sde/f/2019/06/20/cf0dbe27f075457db8f6dabc6fb405d3_FORMATO.png",101040,17,276,"zag","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Alan Cardoso de Andrade","alan-cardoso","Alan Cardoso","https://s.glbimg.com/es/sde/f/2019/03/28/5f3fd4c09cb41da699f94b30e6bd4600_FORMATO.png",93785,17,277,"lat","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Gustavo Nonato Santana","nonato","Nonato","https://s.glbimg.com/es/sde/f/2019/05/09/08cbb57fc00b07a7ca892ea09b8dc8e5_FORMATO.png",100987,17,285,"mei","Nulo",0.5,8.32,-0.2,3.79,"Internacional",2,NA,32,3,12,18,35,NA,4,1,NA,NA,NA,1,2,NA,NA,NA
"464","Felipe Albuquerque Felippi","felipe","Felipe",NA,100843,17,284,"lat","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Igor Henrique Pereira de Campos","igor-campos","Igor Campos","https://s.glbimg.com/es/sde/f/2019/08/27/593bfd8ab98c93828dfa3825e6c21584_FORMATO.png",101421,17,315,"gol","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Gustavo Alcindo (Alcino)","gustavo","Gustavo","https://s.glbimg.com/es/sde/f/2019/02/18/2d52dcaf120ebbe0826308ada2b51f8d_FORMATO.png",101316,17,314,"zag","Nulo",0,3,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Claudio Rodrigues Gomes","guga","Guga","https://s.glbimg.com/es/sde/f/2019/03/29/fb13c66ae9c72ffe321570f916f5d250_FORMATO.png",101319,17,282,"lat","Nulo",0,7.81,0,4.22,"Atlético-MG",NA,NA,7,3,6,33,21,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA
"468","Martín Nicolás Sarrafiore","sarrafiore","Sarrafiore","https://s.glbimg.com/es/sde/f/2018/07/05/ce690031c364aa0119c415809e422cf0_FORMATO.png",101315,17,285,"mei","Nulo",0,3.83,0,1.72,"Internacional",3,NA,12,6,6,18,8,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA
"469","Bruno da Silva Costa","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2019/07/08/b382b801cec6400c54c7c9f971b5b35f_FORMATO.png",101422,17,282,"ata","Nulo",0,2.8,0,-0.3,"Atlético-MG",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Jean Hebert de Freitas","jo","Jô","https://s.glbimg.com/es/sde/f/2018/01/23/b7dbfe9b201891a0b82bad50c8db0b21_FORMATO.png",101317,17,314,"ata","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Thonny Anderson da Silva Carvalho","thonny-anderson","Thonny Anderson","https://s.glbimg.com/es/sde/f/2019/05/18/9c926f399fb16f3629089771a4b5a9b6_FORMATO.png",101484,17,293,"mei","Nulo",2.7,4.1,0.54,2.8,"Athlético-PR",NA,NA,13,2,6,14,6,NA,6,2,NA,NA,NA,NA,2,NA,NA,NA
"472","Andrey Ramos do Nascimento","andrey","Andrey","https://s.glbimg.com/es/sde/f/2018/09/27/8599b503c16e7576611774a756e2e106_FORMATO.png",93787,17,267,"mei","Dúvida",0,5.47,0,2.83,"Vasco",NA,NA,10,3,5,14,14,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA
"473","Ricardo Thalheimer","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2019/03/26/d6db02ce94eb23f6a9e0090158f1d7e8_FORMATO.png",101491,17,314,"zag","Nulo",2,4.29,-0.11,2.55,"Avaí",2,NA,8,1,1,17,8,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"474","Joelson dos Santos Ferreira Júnior","joelson","Joelson","https://s.glbimg.com/es/sde/f/2019/03/23/55d863f2d8452ddc265570df15a5f65c_FORMATO.png",101512,17,341,"mei","Nulo",0,1,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Daniel Sampaio Simões","daniel","Daniel","https://s.glbimg.com/es/sde/f/2019/03/21/a5343d1cb58ce6999a4b7c00ec34ac1f_FORMATO.png",93791,17,266,"mei","Nulo",0,4.58,0,1.47,"Fluminense",2,NA,10,3,21,40,10,NA,6,NA,NA,NA,NA,1,NA,NA,NA,NA
"476","Matheus de Jesus Dantas","matheus-dantas","Matheus Dantas","https://s.glbimg.com/es/sde/f/2019/04/26/598e69e78ec9ae7d5fe95d527c68781b_FORMATO.png",101592,17,262,"zag","Nulo",0,1.25,0,-0.6,"Flamengo",NA,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"477","Márcio Almeida de Oliveira","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2019/03/22/73ff5646586a9145ea6768297b10ac7d_FORMATO.png",93797,17,263,"lat","Provável",14.9,8.74,2.45,4.22,"Botafogo",2,NA,16,8,7,22,9,4,3,NA,NA,NA,NA,2,1,NA,NA,NA
"478","Keiller da Silva Nunes","keiller","Keiller","https://s.glbimg.com/es/sde/f/2018/04/08/2b0ef7e6d3eca3c4d867a530c5f5993a_FORMATO.png",93834,17,285,"gol","Nulo",0,2,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Lucas Lourenço Andrade","lucas-lourenco","Lucas Lourenço","https://s.glbimg.com/es/sde/f/2018/03/21/f7982f701870b51a5c2699877f0f30c6_FORMATO.png",101580,17,277,"mei","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Hugo de Souza Nogueira","hugo-souza","Hugo Souza","https://s.glbimg.com/es/sde/f/2018/08/17/0d62f2b958751f0744942f9328f49c39_FORMATO.png",101574,17,262,"gol","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Vitor Gabriel Claudino Rego Ferreira","vitor-gabriel","Vitor Gabriel","https://s.glbimg.com/es/sde/f/2019/04/26/1625dafb7038f8b8c6201f97b0f5730d_FORMATO.png",101596,17,262,"ata","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Hugo Moura Arruda da Silva","hugo-moura","Hugo Moura","https://s.glbimg.com/es/sde/f/2019/04/26/715d1c48df5b307209cb6157de7d8965_FORMATO.png",101594,17,262,"mei","Nulo",0,2.97,0,0.3,"Flamengo",1,NA,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"483","Robson Alves de Barros","robson-bambu","Robson Bambu","https://s.glbimg.com/es/sde/f/2019/05/13/b7c71f1c725b014eefb9e6f275824bbd_FORMATO.png",101579,17,293,"zag","Nulo",5.5,4.97,0.22,3.12,"Athlético-PR",NA,NA,7,2,1,6,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Cleiton Schwengber","cleiton","Cleiton","https://s.glbimg.com/es/sde/f/2018/05/07/8a0462ed1a379da917d8f4b4fa8cc04a_FORMATO.png",93882,17,282,"gol","Nulo",3.7,3.01,-0.3,2.68,"Atlético-MG",NA,NA,NA,NA,NA,5,NA,2,NA,NA,9,NA,7,NA,NA,NA,NA,NA
"485","Ramon Ramos Lima","ramon","Ramon",NA,101597,17,262,"lat","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Lucas Oliveira de França","lucas-franca","Lucas França","https://s.glbimg.com/es/sde/f/2018/05/18/e628010513e2e9e40d44eb43c1387f0e_FORMATO.png",93869,17,354,"gol","Nulo",0,2,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Marcos Antonio Candido Ferreira Júnior","marcos-junior","Marcos Júnior","https://s.glbimg.com/es/sde/f/2019/04/17/da657b0e54ff1131824ec12cb5ae13c2_FORMATO.png",93893,17,267,"mei","Provável",0,3.54,-0.18,2.35,"Vasco",3,NA,18,4,15,31,15,NA,3,NA,NA,NA,NA,NA,1,1,NA,NA
