"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FS","G","PE","RB","SG","FD","FF","I","A","DD","GS","FT","CV","DP","PP","GC"
"391","Robert Ayrton Piris da Motta","piris-da-motta","Piris da Motta","https://s.glbimg.com/es/sde/f/2019/04/26/28247a3afb9c8e95c1956b2bea9f5c5e_FORMATO.png",95802,8,262,"mei","Provável",-0.8,3.22,-0.29,0.56,"Flamengo",1,4,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","Victor Andrade Santos","victor-andrade","Victor Andrade","https://s.glbimg.com/es/sde/f/2018/08/03/f380d4813f712ab88644cb0ed0972599_FORMATO.png",80536,8,315,"ata","Nulo",0,3,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","Everaldo Stum","everaldo","Everaldo","https://s.glbimg.com/es/sde/f/2019/03/28/06c711b652c1c301dcb21fa9dc4a4b81_FORMATO.png",78117,8,315,"ata","Provável",2.3,16.47,-1.18,6.49,"Chapecoense",NA,17,8,4,13,3,NA,7,13,NA,1,NA,NA,NA,NA,NA,NA,NA
"394","Lincoln Corrêa dos Santos","lincoln","Lincoln","https://s.glbimg.com/es/sde/f/2019/04/26/255d9bff72ac266df10afb5e3a477f23_FORMATO.png",100065,8,262,"ata","Nulo",0,4.16,0,3.04,"Flamengo",1,3,8,1,5,1,NA,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"395","Kleber Augusto Caetano Leite Filho","kleber","Kleber","https://s.glbimg.com/es/sde/f/2019/04/26/1059963db07b0f577d52843428be99d5_FORMATO.png",100126,8,262,"lat","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","Lucas da Silva de Jesus","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2019/04/26/688eee515ba3a5aad11e8f9d0b719f66_FORMATO.png",98515,8,262,"ata","Nulo",0,2,0,1.1,"Flamengo",NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","Matheus Soares Thuler","thuler","Thuler","https://s.glbimg.com/es/sde/f/2019/04/26/95196820b7c23e6db6715208a1fd4ea6_FORMATO.png",100125,8,262,"zag","Nulo",0,1.99,0,-0.63,"Flamengo",1,2,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","Marcos Vinícius de Jesus Araújo","marcos-vinicius","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2019/05/13/158e2a7f1c6d280fee1a1bd3cf12b6fc_FORMATO.png",73721,8,315,"mei","Nulo",0,5,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","Aylon Darwin Tavella","aylon","Aylon","https://s.glbimg.com/es/sde/f/2019/03/28/1f6770e6c240b90a3423b20187192bc6_FORMATO.png",85930,8,315,"ata","Nulo",0,3.15,0,1.53,"Chapecoense",1,NA,2,NA,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"400","Rafael Santos de Sousa","rafael","Rafael","https://s.glbimg.com/es/sde/f/2019/04/26/64d0a13b8e06be6354ab0abfb3a8b449_FORMATO.png",97902,8,262,"zag","Nulo",0,0.73,0,-1.2,"Flamengo",1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","Joílson de Jesus Cardoso","joilson","Joílson","https://s.glbimg.com/es/sde/f/2019/03/28/c399a208d27940ebedbddfb51a1ec884_FORMATO.png",80779,8,315,"zag","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","Gabriel Batista de Souza","gabriel-batista","Gabriel Batista","https://s.glbimg.com/es/sde/f/2019/04/26/69ee9fb82966a6aed84c07e074991f1a_FORMATO.png",98333,8,262,"gol","Nulo",0,4,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","Moisés Ribeiro Santos","moises-ribeiro","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,8,315,"mei","Suspenso",0,3,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","Bruno de Jesus Pacheco","bruno-pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2018/05/24/bcba131b890d61329d3dd3d53d25182e_FORMATO.png",90061,8,315,"lat","Nulo",-4.9,12.2,-1.88,3.53,"Chapecoense",2,14,19,NA,22,17,1,NA,1,NA,2,NA,NA,NA,1,NA,NA,NA
"405","Lourency do Nascimento Rodrigues","lourency","Lourency","https://s.glbimg.com/es/sde/f/2017/04/24/31a53361a6013019b911ee81b38648a9_FORMATO.png",94249,8,315,"ata","Nulo",0,2.84,0,2.4,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","Pedro Henrique Perotti","perotti","Perotti","https://s.glbimg.com/es/sde/f/2018/05/24/7a6258cfd7a8c2d933e2e742f3c6f783_FORMATO.png",94286,8,315,"ata","Nulo",0,1.66,0,0.5,"Chapecoense",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","Thiago Nascimento dos Santos","thiago-santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2019/05/08/d6ea24feb54f6ea2b6f7eb5c8ed0c4da_FORMATO.png",93151,8,315,"ata","Contundido",0,3,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","Vitor Gabriel Claudino Rego Ferreira","vitor-gabriel","Vitor Gabriel","https://s.glbimg.com/es/sde/f/2019/04/26/1625dafb7038f8b8c6201f97b0f5730d_FORMATO.png",101596,8,262,"ata","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","Matheus de Jesus Dantas","matheus-dantas","Matheus Dantas","https://s.glbimg.com/es/sde/f/2019/04/26/598e69e78ec9ae7d5fe95d527c68781b_FORMATO.png",101592,8,262,"zag","Nulo",0,1.25,0,-0.6,"Flamengo",NA,NA,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"410","Hugo Moura Arruda da Silva","hugo-moura","Hugo Moura","https://s.glbimg.com/es/sde/f/2019/04/26/715d1c48df5b307209cb6157de7d8965_FORMATO.png",101594,8,262,"mei","Nulo",0,2.97,0,0.3,"Flamengo",1,1,NA,NA,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"411","Hiago Corrêa Silveira Cena","hiago","Hiago","https://s.glbimg.com/es/sde/f/2018/05/24/290a6f9eadad6684596a861f850734aa_FORMATO.png",97535,8,315,"zag","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","Reinier Jesus Carvalho","reinier","Reinier","https://s.glbimg.com/es/sde/f/2019/02/26/a408b122a7bad435686da050ed61909e_FORMATO.jpeg",105068,8,262,"mei","Nulo",0,3,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Charles Luis Reiter","charles","Charles","https://s.glbimg.com/es/sde/f/2019/03/28/8a9cbcec424be180e39b85d96fb5ec47_FORMATO.png",84187,8,354,"zag","Nulo",0,4,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","Bryan Borges Mascarenhas","bryan","Bryan","https://s.glbimg.com/es/sde/f/2017/06/07/423798cbfcbd349a861fc146b3a5c1e9_FORMATO.png",97536,8,315,"lat","Provável",-0.9,1.03,0,-0.32,"Chapecoense",2,5,4,NA,7,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","Vinícius de Souza Costa","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2019/03/26/a514a8787d2c34f1210e22825eabfc2c_FORMATO.png",105199,8,262,"mei","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","Fabricio Rodrigues da Silva Ferreira","bill","Bill","https://s.glbimg.com/es/sde/f/2019/03/26/72599168f208c77a0fcbc5f5c1bd7fb4_FORMATO.png",105272,8,262,"ata","Nulo",0,0.73,0,-0.3,"Flamengo",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Giovanni Silva Tiepo","tiepo","Tiepo","https://s.glbimg.com/es/sde/f/2018/05/24/032ba79a6516fa519217f825972c92b9_FORMATO.png",98412,8,315,"gol","Provável",-3.3,12.84,-0.93,3.32,"Chapecoense",NA,NA,2,NA,8,NA,1,NA,NA,NA,NA,14,13,NA,NA,1,NA,NA
"418","Agenor Detofol","agenor","Agenor","https://s.glbimg.com/es/sde/f/2019/04/28/250bbbb44b3bc7a9a330aa4be2da6f11_FORMATO.png",71724,8,266,"gol","Provável",8.5,3.05,2.3,0.23,"Fluminense",NA,NA,2,NA,1,NA,1,NA,NA,NA,NA,2,3,NA,1,NA,NA,NA
"419","Kendy Tateishi Berbel","kendy","Kendy","https://s.glbimg.com/es/sde/f/2018/05/24/523e1089d0afe7b92de643fefef0ec55_FORMATO.png",98421,8,315,"mei","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","Marcos Felipe de Freitas Monteiro","marcos-felipe","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2018/05/18/72317ca5c12be51354f8792ab39b37d8_FORMATO.png",85004,8,266,"gol","Nulo",0,2,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Edgardo Daniel Orzusa Cáceres","orzusa","Orzusa","https://s.glbimg.com/es/sde/f/2019/03/28/f097d7229e237a4c8f098bd3ee11656a_FORMATO.png",99160,8,315,"mei","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Yann Del Pino Rolim","yann-rolim","Yann Rolim","https://s.glbimg.com/es/sde/f/2018/08/01/42e8f3434bff7d6238a0dca11f2239f8_FORMATO.png",102892,8,315,"mei","Contundido",0,4,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Rodolfo Alves de Melo","rodolfo","Rodolfo","https://s.glbimg.com/es/sde/f/2018/05/18/5f872890e2cb0764d6ab01fa87c80a2b_FORMATO.png",63082,8,266,"gol","Nulo",0,2.22,0,-0.67,"Fluminense",NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,7,12,NA,NA,NA,NA,NA
"424","Ezequiel Jacinto de Biasi","ezequiel","Ezequiel ","https://s.glbimg.com/es/sde/f/2019/05/07/9db851eba6d52f43af59baaf6fc0aa8e_FORMATO.png",80318,8,265,"lat","Nulo",0,4.11,0,4.4,"Bahia",NA,2,2,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Tharlis Sartori","tharlis","Tharlis","https://s.glbimg.com/es/sde/f/2019/04/18/f819791c50769c7bd2a9f1e7f5a77afa_FORMATO.png",102997,8,315,"mei","Nulo",0,3.43,0,2.9,"Chapecoense",NA,2,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","Diego Fabián Torres","diego-torres","Diego Torres","https://s.glbimg.com/es/sde/f/2019/03/28/a16774fba850b0c0dafc5cb1c27fbb4f_FORMATO.png",98794,8,315,"mei","Nulo",0,4.46,-0.48,3.42,"Chapecoense",NA,1,3,1,9,4,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","Bruno da Silva Costa","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/05/24/c08c1ffb51c09b59126c4f9ae3771ec7_FORMATO.png",101422,8,315,"ata","Nulo",0,2.8,0,-0.3,"Chapecoense",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Airton Ribeiro Santos","airton","Airton","https://s.glbimg.com/es/sde/f/2019/03/21/d608f479e030bba9eaacc9453619b564_FORMATO.png",61985,8,266,"mei","Nulo",0,1.57,0,-1.75,"Fluminense",2,5,3,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"429","Matheus Ferraz Pereira","matheus-ferraz","Matheus Ferraz","https://s.glbimg.com/es/sde/f/2019/03/21/153f5cacc7a34ba4806328a24f5a1750_FORMATO.png",38632,8,266,"zag","Contundido",0,6.23,0,3.56,"Fluminense",1,7,2,1,6,11,NA,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"430","Bruno César Pereira da Silva","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2019/03/21/555c62e4a3cee5e6cbe3931eb000ac6f_FORMATO.png",68698,8,266,"mei","Contundido",0,9.58,0,5.33,"Fluminense",NA,4,7,NA,6,9,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Vinicius Farias Locatelli","vini-locatelli","Vini Locatelli","https://s.glbimg.com/es/sde/f/2019/04/03/dd414ff9b71a2dad41b8695b82517f67_FORMATO.png",102998,8,315,"mei","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Vagner Silva de Souza","vagner-love","Vagner Love","https://s.glbimg.com/es/sde/f/2019/05/23/baafa063aa2addaba5bf9bcfb361129f_FORMATO.png",38959,8,264,"ata","Nulo",0,4.27,0,1.08,"Corinthians",1,8,7,1,10,1,NA,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA
"433","Fernando Diniz Silva","fernando-diniz","Fernando Diniz","https://s.glbimg.com/es/sde/f/2019/03/31/d5e12d0aeac958061862829b9b8a6b61_FORMATO.png",72391,8,266,"tec","Provável",3.4,6.4,0.46,2.81,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Régis Tosatti Giacomin","regis","Régis","https://s.glbimg.com/es/sde/f/2019/04/18/bad714f682461e54632caf1faf4cc374_FORMATO.png",102999,8,315,"mei","Nulo",0,4.34,0,2.04,"Chapecoense",NA,4,2,NA,7,6,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"435","Henrique Adriano Buss","henrique","Henrique","https://s.glbimg.com/es/sde/f/2019/05/23/1e0958bf111e04ccbaa5075e15678a5a_FORMATO.png",50856,8,264,"zag","Provável",4.5,7.83,-0.02,4.45,"Corinthians",NA,2,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2018/07/05/1283cc320b56be7f4661388346c1aeba_FORMATO.png",80287,8,266,"ata","Provável",4.6,6.83,-0.23,4.33,"Fluminense",3,12,8,2,16,7,NA,6,7,3,1,NA,NA,NA,NA,NA,1,NA
"437","Jadson Rodrigues da Silva","jadson","Jadson","https://s.glbimg.com/es/sde/f/2019/05/23/45121fe0ca2edcaff01e4403c67f4d71_FORMATO.png",38315,8,264,"mei","Provável",0,3.59,-0.5,-0.35,"Corinthians",2,3,1,NA,10,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"438","Rodrigo Júnior Paula Silva","digao","Digão","https://s.glbimg.com/es/sde/f/2018/07/05/108a277374dbf9d6964a4440bd9ef43e_FORMATO.png",68886,8,266,"zag","Contundido",0,7,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Igor de Carvalho Julião","igor-juliao","Igor Julião","https://s.glbimg.com/es/sde/f/2018/10/10/c1027d589069c95376f433aa4ccfbe1a_FORMATO.png",81951,8,266,"lat","Dúvida",4.8,4.01,0.72,2.98,"Fluminense",NA,6,5,NA,3,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","Walter Leandro Capeloza Artune","walter","Walter","https://s.glbimg.com/es/sde/f/2019/05/23/e07f02ef4a79d6525b03ab26a352738b_FORMATO.png",51413,8,264,"gol","Provável",20.5,9.89,2.89,20.5,"Corinthians",NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
"441","Pablo Dyego da Silva Rosa","pablo-dyego","Pablo Dyego","https://s.glbimg.com/es/sde/f/2018/09/20/013c4c3e1dffe0fb41e29461871427f3_FORMATO.png",86444,8,266,"ata","Nulo",0,2.17,0,0,"Fluminense",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Francisco Hyun Sol Kim","chico","Chico","https://s.glbimg.com/es/sde/f/2019/03/28/591cde68116bac7ca7031a2f73847987_FORMATO.png",82407,8,354,"mei","Nulo",0,4.27,0,0.75,"Ceará",NA,11,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Andrevaldo de Jesus Santos","valdo","Valdo","https://s.glbimg.com/es/sde/f/2019/03/28/45578b3cbd48709822cd22573ff790b6_FORMATO.png",84509,8,354,"zag","Provável",7.7,3.89,1.62,2.28,"Ceará",NA,4,2,NA,7,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","Richard Cândido Coelho","richard","Richard","https://s.glbimg.com/es/sde/f/2019/05/23/71d16937452022159fb5e9c22fa4a299_FORMATO.png",86711,8,264,"mei","Nulo",0,3.78,-0.33,1.3,"Corinthians",NA,2,2,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Paulo Ricardo Ferreira","paulo-ricardo","Paulo Ricardo","https://s.glbimg.com/es/sde/f/2018/08/07/40535dad7f23b1a420480a49910c5680_FORMATO.png",88224,8,266,"zag","Contundido",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Mauro Boselli","boselli","Boselli","https://s.glbimg.com/es/sde/f/2019/05/23/6a353db88a96b39b63e2ff4a5b79226d_FORMATO.png",69161,8,264,"ata","Nulo",0,3.06,0,0.07,"Corinthians",1,NA,3,NA,5,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"447","João Lucas Cardoso","joao-lucas","João Lucas","https://s.glbimg.com/es/sde/f/2019/03/28/eb379c8f9ca40adb24afd4216819a3c1_FORMATO.png",86740,8,354,"lat","Nulo",0,10.25,0,2.82,"Ceará",1,4,2,1,8,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Fábio Gonçalves","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2019/03/28/8130912c9c6386df9e0982c031fd0299_FORMATO.png",80393,8,354,"mei","Provável",3.9,6.53,0.45,2.33,"Ceará",1,9,8,NA,7,15,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Ralf de Souza Telles","ralf","Ralf","https://s.glbimg.com/es/sde/f/2019/05/23/6bb1b3455b09de07ffee5ece7a922ca8_FORMATO.png",52190,8,264,"mei","Provável",4.7,10.42,0.13,3.59,"Corinthians",1,8,15,NA,13,17,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Leandro Carvalho da Silva","leandro-carvalho","Leandro Carvalho","https://s.glbimg.com/es/sde/f/2019/05/30/7d4922940f5a9f9151b4ed1421f520e9_FORMATO.png",88669,8,354,"ata","Nulo",1.1,10.12,-0.55,2.94,"Ceará",1,6,11,1,11,5,NA,1,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"451","Matheus Matias Ferreira","matheus-matias","Matheus Matias","https://s.glbimg.com/es/sde/f/2019/05/03/4950f0f0b7885ba14d08911b25c080c1_FORMATO.png",100430,8,314,"ata","Nulo",0,1.79,0,-0.1,"Avaí",NA,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Fernando Pereira do Nascimento","fernando-sobral","Fernando Sobral","https://s.glbimg.com/es/sde/f/2019/03/28/2036fe932766e953f14ef5fc5ed37a53_FORMATO.png",84428,8,354,"mei","Provável",5.7,6.08,1.21,2.78,"Ceará",1,10,10,NA,18,16,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Cristovam Roberto Ribeiro da Silva","cristovam","Cristovam","https://s.glbimg.com/es/sde/f/2019/03/28/65f57e09b155b5b3a44d895928edeeca_FORMATO.png",82930,8,354,"lat","Nulo",0,3,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Marlon Rodrigues Xavier","marlon","Marlon","https://s.glbimg.com/es/sde/f/2018/05/18/957dc9c05196688e737761b957122b5e_FORMATO.png",91706,8,266,"lat","Nulo",0,4,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Marcílio Florêncio Mota Filho","nino","Nino","https://s.glbimg.com/es/sde/f/2019/03/31/828e2021812c049027270d8bec818205_FORMATO.png",91708,8,266,"zag","Provável",0,2.41,0,1.79,"Fluminense",3,9,6,1,9,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Leonardo Cittadini","leo-cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2019/03/30/475167cdad7e826c64f4a0a999f8aef9_FORMATO.png",70986,8,293,"mei","Provável",3.4,5.82,0.66,3.16,"Athlético-PR",NA,9,8,NA,6,7,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Luis Oscar González","lucho-gonzalez","Lucho González","https://s.glbimg.com/es/sde/f/2019/03/30/53d81b4d0fe0473120e74c998cbcd3bc_FORMATO.png",71479,8,293,"mei","Nulo",0,6.41,0,3.5,"Athlético-PR",NA,5,1,1,3,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Leonardo da Silva Vieira","leo","Leo","https://s.glbimg.com/es/sde/f/2018/03/01/5f4bc547ea7572a6909432c0c03d529b_FORMATO.png",71043,8,293,"gol","Nulo",0,3,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Manoel Messias Silva Carvalho","manoel","Manoel","https://s.glbimg.com/es/sde/f/2019/05/23/8ef54147edc589e8e177c09584065867_FORMATO.png",69014,8,264,"zag","Provável",0,11.77,0,5.84,"Corinthians",1,3,NA,NA,8,9,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Daniel Sampaio Simões","daniel","Daniel","https://s.glbimg.com/es/sde/f/2019/03/21/a5343d1cb58ce6999a4b7c00ec34ac1f_FORMATO.png",93791,8,266,"mei","Provável",0.8,4.5,-0.41,2.13,"Fluminense",1,4,9,NA,18,5,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"461","Marco Gastón Rubén Rodríguez","marco-ruben","Marco Ruben","https://s.glbimg.com/es/sde/f/2019/03/31/f20966ed6b70c83b4d440ca5028a8ee4_FORMATO.png",73741,8,293,"ata","Nulo",0,16.1,0,6.35,"Athlético-PR",NA,6,2,1,4,3,NA,4,1,1,1,NA,NA,2,NA,NA,NA,NA
"462","Pedro Guilherme Abreu dos Santos","pedro","Pedro","https://s.glbimg.com/es/sde/f/2018/09/20/c439d4a824c7f1fd8ec63ecd4e10983e_FORMATO.png",94583,8,266,"ata","Nulo",0,12.31,0,5.9,"Fluminense",NA,3,3,3,NA,2,NA,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA
"463","Bruno dos Santos Nazário","bruno-nazario","Bruno Nazário","https://s.glbimg.com/es/sde/f/2019/03/30/23a1a1c9b0e58f10ebf65e3a02139cd9_FORMATO.png",81776,8,293,"mei","Nulo",0.2,2.05,-0.16,0.1,"Athlético-PR",NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2019/03/30/53ad5d19d960420d8a169d449092cfdf_FORMATO.png",78077,8,293,"lat","Provável",-0.3,3.81,-1.11,2.77,"Athlético-PR",NA,6,5,NA,8,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Leonardo Rodrigues dos Santos","leo-santos","Léo Santos","https://s.glbimg.com/es/sde/f/2019/03/31/c0546b8f7369bd0b592729269c138b03_FORMATO.png",95820,8,266,"zag","Contundido",0,6,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Marcos Vinícius Silva Rocha Calazans","marcos-calazans","Marcos Calazans","https://s.glbimg.com/es/sde/f/2019/05/23/afef447f016eefff05fad8b9101e4ecb_FORMATO.png",97452,8,276,"ata","Provável",-0.1,2.02,0.08,-0.7,"São Paulo",1,4,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Ronielson da Silva Barbosa","rony","Rony","https://s.glbimg.com/es/sde/f/2019/03/30/e3a2125216bf497937a96f974e95aacd_FORMATO.png",91607,8,293,"ata","Provável",-0.8,12.94,-2.57,7.45,"Athlético-PR",1,15,16,3,5,5,NA,2,6,2,2,NA,NA,NA,NA,NA,NA,NA
"468","Jony Alexander González Copete","yony-gonzalez","Yony González","https://s.glbimg.com/es/sde/f/2019/02/04/afa77024bd6f197dd7f02d24bb8ea775_FORMATO.png",97080,8,266,"ata","Contundido",0,11.25,0,4.9,"Fluminense",NA,6,12,2,7,5,NA,NA,13,1,NA,NA,NA,NA,NA,NA,NA,NA
"469","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2019/03/30/201871306b5a466590adf1665d431285_FORMATO.png",83528,8,293,"zag","Provável",-1.6,8.65,-1.57,3.54,"Athlético-PR",2,7,3,1,18,9,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"470","Allan Rodrigues de Souza","allan","Allan","https://s.glbimg.com/es/sde/f/2019/03/31/cbe0d021382b1f6ac6db1fdd5f232dbc_FORMATO.png",96652,8,266,"mei","Provável",-2.5,1.74,-0.59,0.22,"Fluminense",4,17,8,NA,26,10,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","William Oliveira dos Santos","william-oliveira","William Oliveira","https://s.glbimg.com/es/sde/f/2019/03/28/a3452277d99839a5fd7add732b5aa132_FORMATO.png",94297,8,354,"mei","Contundido",0,3,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
