"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FF","FS","G","I","PE","RB","A","DD","GS","SG","CV","FT","GC","PP","DP"
"396","Claudinei dos Santos Oliveira","claudinei-oliveira","Claudinei Oliveira","https://s.glbimg.com/es/sde/f/2018/04/27/01600179bedbd202493bb520c8123ae3_FORMATO.png",84761,16,"SPO","tec","Provável",2.98,8.91,0.21,3.85,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","Andrés Lorenzo Ríos","andres-rios","Andrés Ríos","https://s.glbimg.com/es/sde/f/2018/04/09/a213504115cbd52377112523e461faa7_FORMATO.png",81684,16,"VAS","ata","Provável",3.1,7.39,-1.05,3.6,"Vasco",4,37,6,6,26,5,1,24,8,1,NA,NA,NA,NA,1,NA,1,NA
"398","Alan Luciano Ruschel","alan-ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2018/05/24/ddefa1a922260aeb7a1835dd4a8117f5_FORMATO.png",63110,16,"CHA","mei","Nulo",0.5,3.37,-0.33,0.25,"Chapecoense",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","Erik Nascimento Lima","erik","Erik","https://s.glbimg.com/es/sde/f/2018/05/07/908c232e4f8376d6e594daa923ee4c6a_FORMATO.png",84848,16,"ATL","ata","Nulo",0,1.78,0,-0.34,"Atlético-MG",NA,5,NA,1,4,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2018/05/24/c8acdd3d52f83d6831096e90f46b3d69_FORMATO.png",84855,16,"SPO","lat","Dúvida",-1.3,8.14,-0.58,2.78,"Sport",2,15,2,2,15,NA,NA,42,24,NA,NA,NA,3,1,NA,NA,NA,NA
"401","Sergio Antonio Soler de Oliveira Junior","serginho","Serginho","https://s.glbimg.com/es/sde/f/2018/05/07/91dac514dd0507957d36fa511bb7b5e7_FORMATO.png",88002,16,"AME","mei","Nulo",0,16.58,0,5.34,"América-MG",1,17,6,8,14,4,1,30,11,3,NA,NA,NA,NA,NA,NA,NA,NA
"402","Malcoon Silva","malcoon","Malcoon","https://s.glbimg.com/es/sde/f/2015/05/07/69c5d890c1338b62d5a46963c3c32ab1_FORMATO.jpeg",86615,16,"AME","lat","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","Lenon Fernandes Ribeiro","lenon","Lenon","https://s.glbimg.com/es/sde/f/2018/06/30/06bb020b952c06c73bffe368df65fc09_FORMATO.png",63122,16,"VAS","lat","Contundido",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","Lucas Cândido Silva","lucas-candido","Lucas Cândido","https://s.glbimg.com/es/sde/f/2018/05/07/19488c44e682165da72638af463246ff_FORMATO.png",84851,16,"ATL","mei","Dúvida",0,0.8,0,-2,"Atlético-MG",NA,2,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"405","Douglas Silva Bacelar","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/05/24/4db663cbb6a8ecaa23942948844e63ac_FORMATO.png",63128,16,"CHA","zag","Provável",2.2,8.08,0.62,3.67,"Chapecoense",2,17,NA,3,9,NA,NA,11,24,NA,NA,NA,5,NA,1,NA,NA,NA
"406","Moisés Lima Magalhães","moises","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,16,"PAL","mei","Provável",2.6,5.56,-0.72,2.24,"Palmeiras",4,17,3,4,14,1,NA,28,18,NA,NA,NA,NA,NA,1,NA,NA,NA
"407","Evanildo Borges Barbosa Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/03/21/a365ec393385db562f884705537218a4_FORMATO.png",63119,16,"VIT","lat","Contundido",0,3.44,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","Josué de Oliveira Almeida","josue","Josué","https://s.glbimg.com/es/sde/f/2018/05/02/e08455fd7336e190c23092bc3f442699_FORMATO.png",81543,16,"VIT","zag","Nulo",0,2,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2018/08/01/32bbffbc4731c16e4700b820b4ccdb68_FORMATO.png",63172,16,"AME","zag","Nulo",0,4.23,0,0.92,"América-MG",1,7,1,3,3,NA,1,5,8,NA,NA,NA,NA,NA,NA,1,NA,NA
"410","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2018/05/07/3497662bc32f7504a1fa070ddc56cce4_FORMATO.png",63194,16,"AME","lat","Provável",3.7,11.08,-0.49,4.11,"América-MG",2,14,5,2,5,1,1,16,8,1,NA,NA,2,NA,NA,NA,NA,NA
"411","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2018/06/26/02233ae225cab9372a6605f57b41a861_FORMATO.png",75295,16,"FLA","ata","Nulo",0,11.23,-0.41,3.9,"Flamengo",NA,9,3,5,10,1,2,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"412","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2018/05/07/2952d9583a363deaf38934dd9c4cd382_FORMATO.png",81682,16,"ATL","mei","Nulo",-0.9,9.27,-0.77,3.46,"Atlético-MG",1,7,6,13,3,2,NA,40,7,2,NA,NA,NA,NA,NA,NA,NA,NA
"413","Luan Madson Gedeão De Paiva","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/c8cafabc87bc7ef4d50c8f18eafa05ce_FORMATO.png",63219,16,"ATL","ata","Provável",3,14.51,-1.16,5.38,"Atlético-MG",3,23,4,9,11,2,2,39,45,2,NA,NA,NA,NA,NA,NA,NA,NA
"414","José Luis dos Santos Pinto","zezinho","Zezinho","https://s.glbimg.com/es/sde/f/2018/03/21/20af82e27e6699c69e9458932cd76ae4_FORMATO.png",63208,16,"PAR","mei","Contundido",0,4.47,0,0.2,"Paraná",NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2018/04/08/b8c17a1d807dace07b81afcb28a3438d_FORMATO.png",63289,16,"INT","mei","Provável",3.6,8.79,0.29,2.35,"Internacional",2,7,1,6,12,NA,NA,24,14,2,NA,NA,NA,NA,NA,NA,NA,NA
"416","Ramon Menezes Roma","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/03/21/64085a03b9eafec964b531667b296fe5_FORMATO.png",88087,16,"VIT","zag","Suspenso",-4.5,2.94,-2.43,2.48,"Vitória",3,18,2,3,10,1,NA,15,11,NA,NA,NA,3,NA,NA,NA,NA,NA
"417","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2018/03/20/e5bb6257009bf74098a367b4c1b9e53d_FORMATO.png",63354,16,"INT","zag","Provável",0,12.16,0,5.96,"Internacional",2,13,1,4,10,1,1,11,21,NA,NA,NA,5,NA,NA,NA,NA,NA
"418","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2018/07/24/c9cda271bd6eed85cf205a243d3d2912_FORMATO.png",81677,16,"SAN","mei","Nulo",0,13,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","Jucilei da Silva","jucilei","Jucilei","https://s.glbimg.com/es/sde/f/2018/05/26/6ec50553602c7380485a79fa43cc7366_FORMATO.png",63422,16,"SAO","mei","Contundido",0,7.83,0,3.34,"São Paulo",2,21,NA,2,17,NA,NA,18,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2018/03/01/8027daac99864e85d92bbd292cec641c_FORMATO.png",68696,16,"ATL","ata","Nulo",0,3.22,0,0.18,"Atlético-PR",3,7,3,4,11,NA,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Bruno dos Santos Nazário","bruno-nazario","Bruno Nazário","https://s.glbimg.com/es/sde/f/2018/07/11/458954576596e510c2e5c6668d407c5b_FORMATO.png",81776,16,"ATL","mei","Nulo",0,2.72,0,0.95,"Atlético-PR",NA,NA,NA,NA,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Rosicley Pereira da Silva","rossi","Rossi","https://s.glbimg.com/es/sde/f/2018/03/21/ffe95cb4c3f0bed01a941972e52ec9ed_FORMATO.png",81798,16,"INT","ata","Nulo",0,4.39,0,1.85,"Internacional",2,8,NA,2,9,1,NA,13,7,1,NA,NA,NA,NA,1,NA,1,NA
"423","André Felipe Ribeiro de Souza","andre","André","https://s.glbimg.com/es/sde/f/2018/05/18/0ca56cb5450f85a99dc8b875b05f9c86_FORMATO.png",68690,16,"GRE","ata","Nulo",0,8.09,0,1.97,"Grêmio",3,32,5,10,23,3,11,27,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","Carlos Alberto Carvalho da Silva Júnior","carlos","Carlos","https://s.glbimg.com/es/sde/f/2018/04/20/e4df417626fe465bd2a41d300e43856f_FORMATO.png",85027,16,"PAR","ata","Contundido",-0.1,5.05,-0.43,1.66,"Paraná",3,14,6,8,16,1,11,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Henrique Silva Milagres","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/04/09/a2a38f9417ef984a6dc682daa29dbadd_FORMATO.png",84893,16,"VAS","lat","Nulo",0,6.14,0,1.85,"Vasco",4,19,1,2,17,NA,1,23,16,1,NA,NA,2,1,NA,NA,NA,NA
"426","Marcos Felipe de Freitas Monteiro","marcos-felipe","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2018/05/18/72317ca5c12be51354f8792ab39b37d8_FORMATO.png",85004,16,"FLU","gol","Nulo",0,2,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,16,"GRE","mei","Dúvida",0,7.73,0,4.3,"Grêmio",NA,NA,3,4,5,NA,NA,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Marcelo Machado dos Santos ","marcelo","Marcelo","https://s.glbimg.com/es/sde/f/2018/03/20/05f475c48e922f2e6d24615603f85935_FORMATO.png",85400,16,"BOT","mei","Nulo",0,3.3,0,2.65,"Botafogo",NA,2,NA,2,4,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Bruno César Pereira da Silva","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/05/18/c5296c34cd5096c635acc7874899ab65_FORMATO.png",68698,16,"CRU","mei","Nulo",0,6.9,0,2.51,"Cruzeiro",2,11,1,9,2,1,NA,9,10,1,NA,NA,NA,NA,NA,NA,NA,NA
"430","Jeferson de Araújo de Carvalho","jeferson","Jeferson","https://s.glbimg.com/es/sde/f/2018/04/13/b82201ef35f9d51daf417ce9f8294859_FORMATO.png",84917,16,"VIT","lat","Nulo",0,4.51,0,2.52,"Vitória",4,13,1,1,7,NA,1,24,18,1,NA,NA,3,NA,NA,NA,NA,NA
"431","João Ricardo Riedi","joao-ricardo","João Ricardo","https://s.glbimg.com/es/sde/f/2018/05/07/ed2c39f18fe6fdbf2db79d29a7d46eae_FORMATO.png",81881,16,"AME","gol","Provável",11,6.98,2.29,4.06,"América-MG",NA,NA,NA,NA,1,NA,NA,7,NA,NA,14,11,2,NA,NA,NA,NA,NA
"432","Orlando Enrique Berrío Meléndez","berrio","Berrío ","https://s.glbimg.com/es/sde/f/2018/05/04/1dca4f3eecabeea66a9817cd0722f76f_FORMATO.png",85300,16,"FLA","ata","Nulo",0,5,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Uilson Pedruzzi de Oliveira","uilson","Uilson","https://s.glbimg.com/es/sde/f/2018/05/07/9c69736d87e93ac80d7f38013cb1c1e7_FORMATO.png",85418,16,"ATL","gol","Contundido",0,2,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Osman de Menezes Venâncio Junior","osman","Osman","https://s.glbimg.com/es/sde/f/2018/05/24/3d7f1fd9657bef546dec60dda0555868_FORMATO.png",81898,16,"CHA","ata","Provável",3.1,4.12,0.44,3.77,"Chapecoense",NA,1,1,2,3,1,NA,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","Aylon Darwin Tavella","aylon","Aylon","https://s.glbimg.com/es/sde/f/2018/05/07/5a02ebebae94350f74b0622d02730891_FORMATO.png",85930,16,"AME","ata","Contundido",0,7.06,0,2.16,"América-MG",2,14,5,9,14,NA,5,12,7,1,NA,NA,NA,NA,1,NA,NA,NA
"436","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2018/05/23/1ca235953ef1a22b3961956b96191dc1_FORMATO.png",85425,16,"SAN","gol","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","Adilson dos Anjos Oliveira","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/05/07/a121caba22a2560ebe0698009aa2a45f_FORMATO.png",82381,16,"AME","mei","Suspenso",1.4,8.55,-1.84,4.19,"América-MG",3,19,1,4,16,2,1,37,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","Alex Paulo Menezes Santana","alex-santana","Alex Santana","https://s.glbimg.com/es/sde/f/2018/03/21/0b541e5882ecfea594b9f526c908601d_FORMATO.png",85465,16,"PAR","mei","Dúvida",0,2.6,-0.35,1.44,"Paraná",1,4,3,3,7,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Leonardo Pinheiro da Conceição","leo","Léo","https://s.glbimg.com/es/sde/f/2018/03/21/c6572fbc65cb9ee9ad6f2d3e068ccbd1_FORMATO.png",85626,16,"BAH","lat","Provável",1.1,9.31,-1.38,4,"Bahia",NA,16,2,3,14,NA,3,36,27,1,NA,NA,3,NA,NA,NA,NA,NA
"440","José Henrique da Silva Dourado","henrique-dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2018/05/04/d9413dcc3e693b62854a22d1a1f58501_FORMATO.png",81905,16,"FLA","ata","Dúvida",0,10.34,0,1.44,"Flamengo",2,17,1,6,16,3,4,9,2,NA,NA,NA,NA,1,NA,NA,NA,NA
"441","Thales Natanael Lira de Matos","thales","Thales ","https://s.glbimg.com/es/sde/f/2018/04/09/2db919a21f74604ec39c31b47a427a70_FORMATO.png",82626,16,"INT","zag","Contundido",0,4,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Wanderson Santos Pereira","wanderson","Wanderson","https://s.glbimg.com/es/sde/f/2018/05/08/ebbd8503f27be0857e0c6fbad5884636_FORMATO.png",86143,16,"ATL","zag","Nulo",0,3.73,0,1.8,"Atlético-PR",NA,12,NA,2,NA,NA,1,19,10,NA,NA,NA,2,NA,NA,NA,NA,NA
"443","Miguel Ángel Borja Hernández","borja","Borja","https://s.glbimg.com/es/sde/f/2017/04/23/4b0f5cd460ee874344bfbfd4e3eef9a6_FORMATO.png",86120,16,"PAL","ata","Contundido",0,12.68,0,5.08,"Palmeiras",3,11,2,10,4,1,4,7,7,1,NA,NA,NA,NA,NA,NA,NA,NA
"444","José Rodolfo Pires Ribeiro","dodo","Dodô","https://s.glbimg.com/es/sde/f/2018/05/23/bed8c47807867724de1462e2c2e094cc_FORMATO.png",68727,16,"SAN","lat","Provável",4.3,11.69,0.31,3.88,"Santos",2,6,2,4,21,NA,1,50,31,NA,NA,NA,3,NA,1,NA,NA,NA
"445","Calyson Rubens Santiago Rosa","calyson","Calyson","https://s.glbimg.com/es/sde/f/2018/07/15/1f150f4d934c5bea8831eafc53efaf4e_FORMATO.png",82630,16,"CEA","mei","Nulo",2.3,2.1,0.39,1.4,"Ceará",NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Hyoran Kaue Dalmoro","hyoran","Hyoran","https://s.glbimg.com/es/sde/f/2017/02/19/1ec83086a8ae2fe33a1e88113fff1ac1_FORMATO.png",85931,16,"PAL","mei","Nulo",3.8,5.12,0.43,3.26,"Palmeiras",2,17,4,3,11,1,1,14,5,5,NA,NA,NA,NA,NA,NA,NA,NA
"447","Clayton Silveira da Silva","clayton","Clayton","https://s.glbimg.com/es/sde/f/2018/05/07/8fe76994aa87ac2d5c935c8683104cb4_FORMATO.png",81770,16,"ATL","ata","Nulo",0,6,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Andrew Erik Feitosa","morato","Morato","https://s.glbimg.com/es/sde/f/2018/05/26/f933a6b863ea2c091247cadde03b31c0_FORMATO.png",86227,16,"SAO","ata","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Márcio Passos de Albuquerque","emerson-sheik","Emerson Sheik","https://s.glbimg.com/es/sde/f/2018/05/18/64c04239bb8fc608b9061c8f7833750c_FORMATO.png",68744,16,"COR","ata","Nulo",6.5,7.66,0.55,2.52,"Corinthians",NA,4,1,NA,11,NA,NA,2,2,2,NA,NA,NA,NA,1,NA,NA,NA
"450","Aderllan Leandro de Jesus Santos","aderllan","Aderllan","https://s.glbimg.com/es/sde/f/2018/05/03/60b2990a0f82b23d2ecc835331dbb9a7_FORMATO.png",93296,16,"VIT","zag","Nulo",0,3.64,0,3.5,"Vitória",1,14,2,4,4,1,NA,12,9,NA,NA,NA,4,NA,NA,1,NA,NA
"451","Pablo Dyego da Silva Rosa","pablo-dyego","Pablo Dyego","https://s.glbimg.com/es/sde/f/2018/01/21/438b2556ee9ffdf26099d9eb3ecbe28a_FORMATO.png",86444,16,"FLU","ata","Nulo",0,5.75,0,3.29,"Fluminense",NA,4,4,6,12,2,NA,14,3,NA,NA,NA,NA,NA,1,NA,NA,NA
"452","José Rafael Vivian","ze-rafael","Zé Rafael ","https://s.glbimg.com/es/sde/f/2018/05/12/09a8cb904cc431ca446de5378e6cde58_FORMATO.png",82455,16,"BAH","mei","Provável",0,20.72,0,7.88,"Bahia",3,27,15,16,48,2,1,33,37,1,NA,NA,NA,NA,3,NA,NA,NA
"453","Jandrei Chitolina Carniel","jandrei","Jandrei","https://s.glbimg.com/es/sde/f/2018/05/24/a6bbeb6a5b1860ac8642a8ba43cd525e_FORMATO.png",86508,16,"CHA","gol","Provável",1,5.65,0.36,2.41,"Chapecoense",1,NA,NA,NA,2,NA,NA,10,1,NA,20,22,5,NA,NA,NA,NA,NA
"454","Emiliano Gabriel Vecchio","vecchio","Vecchio","https://s.glbimg.com/es/sde/f/2018/05/23/580db24e5f5f2179cb2757fc3a0e8286_FORMATO.png",68745,16,"SAN","mei","Nulo",0,4.54,0,0.55,"Santos",NA,2,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Luiz Otávio da Silva Santos","luiz-otavio","Luiz Otávio ","https://s.glbimg.com/es/sde/f/2018/05/24/e8b83c81c541dabe3a815f0473d550fa_FORMATO.png",86863,16,"CHA","zag","Nulo",0,4.05,0,1.37,"Chapecoense",1,3,NA,1,NA,NA,NA,4,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"456","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2018/03/01/113fa00f0f462e50c76f0f74fab0f3aa_FORMATO.png",68770,16,"ATL","mei","Nulo",0,4.49,0,1.61,"Atlético-PR",1,19,2,3,8,NA,NA,30,24,NA,NA,NA,NA,1,NA,NA,NA,NA
"457","Sérgio Dutra Júnior","junior-dutra","Júnior Dutra","https://s.glbimg.com/es/sde/f/2018/07/20/a1efc5a279c303352851a3d68a6e7465_FORMATO.png",68784,16,"FLU","ata","Contundido",1.5,4.59,-0.48,1.25,"Fluminense",1,10,NA,1,8,NA,NA,11,7,1,NA,NA,NA,NA,NA,NA,NA,NA
"458","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,16,"GRE","zag","Provável",0,6.75,-1.62,5.33,"Grêmio",NA,3,NA,2,5,NA,NA,11,8,NA,NA,NA,2,NA,NA,NA,NA,NA
"459","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2018/05/02/6971ebec7f9c3c38db9490eb58f746f3_FORMATO.png",68808,16,"BAH","lat","Contundido",0,14.23,0,6.53,"Bahia",2,10,3,3,14,NA,NA,24,28,1,NA,NA,3,NA,NA,NA,NA,NA
"460","Maximiliano Gastón López","maxi-lopez","Maxi López","https://s.glbimg.com/es/sde/f/2018/07/18/23344242c4a903e79b613d54605d7acb_FORMATO.png",68800,16,"VAS","ata","Nulo",0,9,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Renato de Araújo Chaves Júnior","renato-chaves","Renato Chaves","https://s.glbimg.com/es/sde/f/2018/05/18/06623512e1b55ebe6fb8640b1303d37d_FORMATO.png",68827,16,"FLU","zag","Nulo",0,8.16,0,4.32,"Fluminense",2,12,2,NA,6,NA,NA,22,23,1,NA,NA,3,NA,NA,NA,NA,NA
"462","Rafael Galhardo de Souza","rafael-galhardo","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2018/04/09/dd10c890ac24ce82978a7b585a33b7df_FORMATO.png",68821,16,"VAS","lat","Nulo",0,2.76,0,0.85,"Vasco",1,6,2,4,7,NA,1,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Bruno Gomes de Oliveira Conceição","bruno-gomes","Bruno Gomes","https://s.glbimg.com/es/sde/f/2018/07/10/f67ff2e9bd4eb7be0afc9c0c683d5e0f_FORMATO.png",86512,16,"VIT","ata","Nulo",0,3,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Richardson Fernandes dos Santos","richardson","Richardson","https://s.glbimg.com/es/sde/f/2018/05/25/c51f78e8b84b9bb14c67fc3bcd7d69af_FORMATO.png",86536,16,"CEA","mei","Provável",0,7.06,0,3.1,"Ceará",3,18,3,2,27,NA,NA,19,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2018/04/08/c6db42e2a46652d39dfdaf203267d223_FORMATO.png",68872,16,"INT","gol","Nulo",0,7.47,0,6.1,"Internacional",NA,NA,NA,NA,1,NA,NA,1,NA,NA,3,1,1,NA,NA,NA,NA,NA
"466","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,16,"GRE","gol","Provável",-1,5.35,-1.57,0.35,"Grêmio",1,NA,NA,NA,NA,NA,NA,1,NA,NA,3,3,NA,NA,NA,NA,NA,NA
"467","Richard Cândido Coelho","richard","Richard","https://s.glbimg.com/es/sde/f/2018/05/18/2e439bad8d914c893045a080a41aee13_FORMATO.png",86711,16,"FLU","mei","Provável",7.1,16.48,0.9,5.35,"Fluminense",3,20,4,3,25,1,NA,38,50,1,NA,NA,NA,NA,NA,NA,NA,NA
"468","Everton Felipe de Oliveira Silva","everton-felipe","Everton Felipe","https://s.glbimg.com/es/sde/f/2018/05/24/9b7d49c4816ade1b2d3d6b4e3856ff9e_FORMATO.png",86519,16,"SPO","mei","Nulo",0,5.47,0,2.92,"Sport",NA,3,3,1,9,1,NA,18,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Everton Sousa Soares","everton","Everton","https://s.glbimg.com/es/sde/f/2018/05/18/997feae679bb584848d2ef5197f0b406_FORMATO.png",86757,16,"GRE","ata","Nulo",0,18.24,0,8.12,"Grêmio",3,16,9,20,22,4,2,23,19,3,NA,NA,NA,NA,2,NA,NA,NA
"470","Rodrigo Júnior Paula Silva","digao","Digão","https://s.glbimg.com/es/sde/f/2018/07/05/108a277374dbf9d6964a4440bd9ef43e_FORMATO.png",68886,16,"FLU","zag","Provável",3.4,5.27,-0.22,2.33,"Fluminense",NA,7,2,NA,3,NA,NA,7,4,NA,NA,NA,1,NA,NA,NA,NA,NA
"471","Welington Pereira Rodrigues","gum","Gum","https://s.glbimg.com/es/sde/f/2018/01/21/fad3eca69c2c4704602fb3e8c9aa074f_FORMATO.png",68887,16,"FLU","zag","Provável",5,5.92,-0.44,2.63,"Fluminense",NA,15,1,3,4,NA,NA,25,14,1,NA,NA,3,NA,NA,NA,NA,NA
"472","João Lucas Cardoso","joao-lucas","João Lucas","https://s.glbimg.com/es/sde/f/2018/06/08/cba36b9e183d6b8a55c6361787adf089_FORMATO.jpeg",86740,16,"CEA","lat","Provável",9.6,4.6,2.01,3.44,"Ceará",NA,2,1,3,2,NA,NA,13,5,NA,NA,NA,2,NA,NA,NA,NA,NA
"473","Matheus Rossetto","matheus-rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2018/05/08/036cf29144ee81b7e52eaed8486c6718_FORMATO.png",86766,16,"ATL","mei","Dúvida",1.7,8.96,-0.52,2.06,"Atlético-PR",1,10,NA,3,4,1,2,21,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/04/09/f08ba4306c8c31eccc5e4d58f1a65e07_FORMATO.png",68896,16,"VAS","lat","Provável",0.5,7.7,-0.62,3.56,"Vasco",1,4,2,1,1,1,NA,13,6,NA,NA,NA,1,NA,NA,NA,NA,NA
"475","Luan Guilherme de Jesus Vieira","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/21/c01a0fcc9657bf0df6cfde4356ece5bc_FORMATO.png",86759,16,"GRE","ata","Nulo",0,16.24,0,5,"Grêmio",1,16,8,19,41,NA,3,46,12,3,NA,NA,NA,NA,2,NA,1,NA
"476","Lucas Macanhan Ferreira","lucas-macanhan","Lucas Macanhan","https://s.glbimg.com/es/sde/f/2016/05/13/222c790995cc7292f07b0dc4db7cc5f4_FORMATO.png",86760,16,"ATL","gol","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
