"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FS","G","RB","A","CA","FD","FF","FT","I","PE","SG","GC","DD","GS","CV","DP","PP"
"419","Adilson dos Anjos Oliveira","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/05/07/a121caba22a2560ebe0698009aa2a45f_FORMATO.png",82381,32,"AME","mei","Provável",-3.7,7.5,-0.63,3.06,"América-MG",47,28,3,63,NA,4,4,8,NA,1,77,NA,NA,NA,NA,NA,NA,NA
"420","Wanderson Santos Pereira","wanderson","Wanderson","https://s.glbimg.com/es/sde/f/2018/05/08/ebbd8503f27be0857e0c6fbad5884636_FORMATO.png",86143,32,"ATL","zag","Nulo",-0.1,3.67,0.01,1.6,"Atlético-PR",19,2,NA,12,NA,2,NA,2,NA,1,25,4,NA,NA,NA,NA,NA,NA
"421","José Rafael Vivian","ze-rafael","Zé Rafael ","https://s.glbimg.com/es/sde/f/2018/05/12/09a8cb904cc431ca446de5378e6cde58_FORMATO.png",82455,32,"BAH","mei","Provável",6.4,18.98,1.4,6.52,"Bahia",55,85,2,63,3,6,26,36,3,4,64,NA,NA,NA,NA,NA,NA,NA
"422","Thales Natanael Lira de Matos","thales","Thales ","https://s.glbimg.com/es/sde/f/2018/04/09/2db919a21f74604ec39c31b47a427a70_FORMATO.png",82626,32,"INT","zag","Nulo",0,4,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Calyson Rubens Santiago Rosa","calyson","Calyson","https://s.glbimg.com/es/sde/f/2018/07/15/1f150f4d934c5bea8831eafc53efaf4e_FORMATO.png",82630,32,"CEA","mei","Provável",1.2,2.53,0.06,1.58,"Ceará",10,15,1,7,NA,2,4,10,NA,1,19,NA,NA,NA,NA,NA,NA,NA
"424","Rodrigo Pimpão Viana","rodrigo-pimpao","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2018/05/17/eb369a54700edd67173154dd1a72cf7b_FORMATO.png",68901,32,"BOT","ata","Nulo",0.4,3.96,-0.37,1.41,"Botafogo",19,23,1,24,NA,7,5,12,NA,NA,41,NA,NA,NA,NA,NA,NA,NA
"425","Marcelo Hermes","marcelo-hermes","Marcelo Hermes","https://s.glbimg.com/es/sde/f/2018/05/07/bedbd7a85b9260c4086c631ade9244cd_FORMATO.png",82639,32,"CRU","lat","Nulo",0,3.26,0,1.94,"Cruzeiro",16,8,NA,20,NA,4,1,4,NA,NA,37,2,NA,NA,NA,NA,NA,NA
"426","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2018/08/21/2c1ebd16cc103b0bd5a7224c74e03f01_FORMATO.png",68911,32,"SAO","mei","Provável",9.4,13.09,1.62,4.45,"São Paulo",38,38,11,7,3,NA,11,18,2,12,53,NA,NA,NA,NA,1,NA,NA
"427","Andrew Erik Feitosa","morato","Morato","https://s.glbimg.com/es/sde/f/2018/08/10/f20dbfb85cf291b37dab5689f90e2f2c_FORMATO.png",86227,32,"SPO","ata","Nulo",0,1.75,0,1.35,"Sport",6,5,NA,5,NA,1,4,2,NA,3,6,NA,NA,NA,NA,NA,NA,NA
"428","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2018/05/17/2b140006a6546ccb3c5fbb067a9e8b93_FORMATO.png",82634,32,"ATL","mei","Suspenso",-1.1,2.97,-0.2,1.22,"Atlético-MG",19,21,1,19,1,6,4,7,NA,1,41,NA,NA,NA,NA,1,NA,NA
"429","Ruy Franco de Almeida Junior","ruy","Ruy","https://s.glbimg.com/es/sde/f/2018/03/17/e5c923c2884a22666c9fa588105d9986_FORMATO.png",82939,32,"AME","mei","Dúvida",8.1,5.32,1.45,1.87,"América-MG",6,27,1,11,1,NA,9,9,1,1,71,NA,NA,NA,NA,NA,NA,NA
"430","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2018/05/07/074f3b8960ae6ea7711fa17be1c27cac_FORMATO.png",86797,32,"CRU","ata","Provável",1.3,6.66,0.03,2.7,"Cruzeiro",43,40,4,16,1,1,10,19,NA,7,22,NA,NA,NA,NA,NA,NA,1
"431","Vinícius Vasconcelos Araújo","vinicius-araujo","Vinícius Araújo","https://s.glbimg.com/es/sde/f/2018/09/27/6ddf98420b08a50c32c74472f3b962b3_FORMATO.png",82767,32,"VAS","ata","Nulo",0,3.75,0,-0.03,"Vasco",3,4,NA,2,NA,2,NA,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"432","Vinicius Santos Silva","vinicius","Vinicius","https://s.glbimg.com/es/sde/f/2018/05/24/0cbf8c93ebf616fd456c58a062f7fb7b_FORMATO.png",68917,32,"CHA","ata","Nulo",0,3.03,0,0.64,"Chapecoense",6,9,NA,2,NA,NA,2,5,NA,NA,15,NA,NA,NA,NA,NA,NA,NA
"433","Jean Roberto Souza da Silva","jean-roberto","Jean Roberto","https://s.glbimg.com/es/sde/f/2018/08/03/a07616383dec21597806430f34779a1d_FORMATO.png",83204,32,"CHA","mei","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Rafael Thyere Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2018/05/24/918318ba9c18b6913e11cb5688852591_FORMATO.png",83048,32,"CHA","zag","Nulo",0,5.02,0,2.36,"Chapecoense",16,16,1,28,NA,7,3,3,NA,1,43,7,NA,NA,NA,NA,NA,NA
"435","Victor Luis Chuab Zamblauskas","victor-luis","Victor Luis","https://s.glbimg.com/es/sde/f/2018/03/01/1bfd94d7a93e4d5f7f21981109f79c87_FORMATO.png",86410,32,"PAL","lat","Provável",8.2,9.44,1.29,4.72,"Palmeiras",19,21,1,31,NA,4,5,7,NA,1,46,9,NA,NA,NA,NA,NA,NA
"436","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2018/03/01/8a057cef4a095e67d1314d0ff4bff05a_FORMATO.png",83528,32,"ATL","zag","Provável",0,3.15,-0.75,2.79,"Atlético-PR",7,5,1,6,NA,2,1,3,NA,NA,41,6,NA,NA,NA,NA,NA,NA
"437","Eduardo Pereira Rodrigues","dudu","Dudu","https://s.glbimg.com/es/sde/f/2017/04/18/5268d6ef98c67a25b1dabf90d489a37f_FORMATO.png",68920,32,"PAL","ata","Suspenso",11.6,16.67,0.64,5.7,"Palmeiras",24,96,6,15,11,9,18,13,2,3,76,NA,NA,NA,NA,1,NA,1
"438","Leonardo Fabiano da Silva e Silva","leonardo-silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2018/05/07/76bcd627f9b56262f6ad6cce8983b430_FORMATO.png",68925,32,"ATL","zag","Provável",0.3,9.5,-0.89,4.78,"Atlético-MG",20,23,4,31,NA,7,2,6,1,3,46,6,1,NA,NA,NA,NA,NA
"439","Bruno da Silva Barbosa","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/09/27/b17da0820a3b1e8337a588d2eac239bc_FORMATO.png",83626,32,"VAS","mei","Contundido",0,0.99,0,-0.12,"Vasco",12,4,NA,6,NA,1,NA,2,NA,NA,19,NA,NA,NA,NA,NA,NA,NA
"440","Milton Mendes","milton-mendes","Milton Mendes","https://s.glbimg.com/es/sde/f/2018/09/28/04be6943362ba72962775e0bf4c9ccfa_FORMATO.png",86486,32,"SPO","tec","Provável",5.25,8.84,0.07,3.81,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2018/04/08/ecdf20e0263f65cb7a63bf0e68ebd3b6_FORMATO.png",83433,32,"INT","mei","Provável",5.7,17.61,0.38,6.2,"Internacional",51,40,5,91,3,6,11,15,NA,NA,64,NA,NA,NA,NA,NA,NA,NA
"442","Pablo Dyego da Silva Rosa","pablo-dyego","Pablo Dyego","https://s.glbimg.com/es/sde/f/2018/01/21/438b2556ee9ffdf26099d9eb3ecbe28a_FORMATO.png",86444,32,"FLU","ata","Contundido",0,5.39,0,3.24,"Fluminense",4,12,2,5,NA,NA,4,6,1,NA,15,NA,NA,NA,NA,NA,NA,NA
"443","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2018/05/07/950b9601003125498cffc38c229783f4_FORMATO.png",68928,32,"CRU","gol","Nulo",0,6.45,0,5,"Cruzeiro",1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,11,7,NA,NA,NA
"444","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/23/867503e41e09367e5f12e0f5e8a10322_FORMATO.png",83257,32,"SAN","ata","Suspenso",1.4,14.77,-1.45,6.26,"Santos",38,52,16,24,2,5,17,31,NA,20,80,NA,NA,NA,NA,NA,NA,NA
"445","Neilton Meira Mestzk","neilton","Neilton","https://s.glbimg.com/es/sde/f/2018/03/21/a77d395d25e1b65d85306670c5ae5c09_FORMATO.png",83772,32,"VIT","ata","Nulo",2.1,11.38,-0.06,3.84,"Vitória",40,51,6,35,4,7,7,18,2,4,87,NA,NA,NA,NA,1,NA,NA
"446","Jeferson de Araújo de Carvalho","jeferson","Jeferson","https://s.glbimg.com/es/sde/f/2018/04/13/b82201ef35f9d51daf417ce9f8294859_FORMATO.png",84917,32,"VIT","lat","Provável",0,5.92,0,2.71,"Vitória",28,22,NA,41,1,7,1,3,NA,3,70,8,NA,NA,NA,NA,NA,NA
"447","Welker Marçal de Almeida","kieza","Kieza","https://s.glbimg.com/es/sde/f/2018/03/20/f5b2dcceef9857c0dab3479a2ec2d946_FORMATO.png",68930,32,"BOT","ata","Nulo",0,7.81,0,4.26,"Botafogo",26,50,7,8,2,NA,15,12,NA,9,35,NA,NA,NA,NA,NA,NA,NA
"448","Jandrei Chitolina Carniel","jandrei","Jandrei","https://s.glbimg.com/es/sde/f/2018/05/24/a6bbeb6a5b1860ac8642a8ba43cd525e_FORMATO.png",86508,32,"CHA","gol","Provável",3.7,5.49,-0.14,1.45,"Chapecoense",1,4,NA,1,NA,2,NA,NA,NA,NA,27,7,NA,34,45,NA,1,NA
"449","Giovanni Augusto Oliveira Cardoso","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2018/09/27/5624d936fa15082ca3007edf65acc718_FORMATO.png",68938,32,"VAS","mei","Nulo",0,5.36,0,1.62,"Vasco",17,18,NA,17,2,3,8,10,NA,1,52,NA,NA,NA,NA,NA,NA,1
"450","Charles Luis Reiter","charles","Charles","https://s.glbimg.com/es/sde/f/2018/03/21/c6be1b00e5922e5a5cb8a8f78031dc24_FORMATO.png",84187,32,"PAR","zag","Nulo",0,4.63,0,1.65,"Paraná",3,6,NA,1,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"451","Luiz Otávio da Silva Santos","luiz-otavio","Luiz Otávio ","https://s.glbimg.com/es/sde/f/2018/05/24/e8b83c81c541dabe3a815f0473d550fa_FORMATO.png",86863,32,"CHA","zag","Nulo",0,4.05,0,1.37,"Chapecoense",3,NA,NA,2,NA,1,NA,1,NA,NA,4,1,NA,NA,NA,NA,NA,NA
"452","Clayson Henrique da Silva Vieira","clayson","Clayson","https://s.glbimg.com/es/sde/f/2018/03/19/8d90e0a2771563f6cb02d576edbed6ed_FORMATO.png",83817,32,"COR","ata","Nulo",-0.6,8.4,0.02,1.44,"Corinthians",16,17,1,13,1,3,6,4,NA,5,30,NA,NA,NA,NA,NA,NA,NA
"453","Glauco Tadeu Chaves","glauco","Glauco","https://s.glbimg.com/es/sde/f/2018/05/07/1fe49ae80180a4b6e896021ef63976ff_FORMATO.png",84555,32,"AME","gol","Nulo",0,4,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Ronaldo Luiz Alves","ronaldo-alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2018/05/24/596fc62c2e66a9ab2b5119f565e42576_FORMATO.png",68950,32,"SPO","zag","Nulo",5.5,7,1.03,2.4,"Sport",29,28,NA,33,NA,9,1,9,NA,2,30,7,NA,NA,NA,NA,NA,NA
"455","Marcos Felipe de Freitas Monteiro","marcos-felipe","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2018/05/18/72317ca5c12be51354f8792ab39b37d8_FORMATO.png",85004,32,"FLU","gol","Nulo",0,2,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Richardson Fernandes dos Santos","richardson","Richardson","https://s.glbimg.com/es/sde/f/2018/05/25/c51f78e8b84b9bb14c67fc3bcd7d69af_FORMATO.png",86536,32,"CEA","mei","Provável",0,7.1,0,3.42,"Ceará",52,60,NA,55,1,8,4,8,NA,1,36,NA,NA,NA,NA,NA,NA,NA
"457","Carlos Alberto Carvalho da Silva Júnior","carlos","Carlos","https://s.glbimg.com/es/sde/f/2018/04/20/e4df417626fe465bd2a41d300e43856f_FORMATO.png",85027,32,"PAR","ata","Nulo",0,4.51,0,1.52,"Paraná",19,24,1,16,NA,6,6,15,NA,11,24,NA,NA,NA,NA,NA,NA,NA
"458","Andrevaldo de Jesus Santos","valdo","Valdo","https://s.glbimg.com/es/sde/f/2018/05/25/cf9d979ab326b302465984bc2feb021f_FORMATO.png",84509,32,"CEA","zag","Nulo",0,6.34,0,3.39,"Ceará",5,6,1,11,NA,NA,NA,3,NA,NA,6,3,NA,NA,NA,NA,NA,NA
"459","Richard Cândido Coelho","richard","Richard","https://s.glbimg.com/es/sde/f/2018/05/18/2e439bad8d914c893045a080a41aee13_FORMATO.png",86711,32,"FLU","mei","Provável",0.7,15.08,-0.92,4.48,"Fluminense",40,36,2,81,1,4,7,10,NA,NA,63,NA,NA,NA,NA,NA,NA,NA
"460","Orlando Enrique Berrío Meléndez","berrio","Berrío ","https://s.glbimg.com/es/sde/f/2018/05/04/1dca4f3eecabeea66a9817cd0722f76f_FORMATO.png",85300,32,"FLA","ata","Nulo",0,4.09,0,0.8,"Flamengo",2,2,NA,2,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"461","Malcoon Silva","malcoon","Malcoon","https://s.glbimg.com/es/sde/f/2015/05/07/69c5d890c1338b62d5a46963c3c32ab1_FORMATO.jpeg",86615,32,"AME","lat","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Aderbar Melo dos Santos Neto","santos","Santos","https://s.glbimg.com/es/sde/f/2018/05/08/cb128a5e04beb3653bf1847b06c72545_FORMATO.png",69012,32,"ATL","gol","Provável",0,11.83,0,4.93,"Atlético-PR",1,4,NA,NA,NA,3,NA,NA,NA,NA,18,12,NA,42,24,NA,NA,NA
"463","Marcelo Machado dos Santos ","marcelo","Marcelo","https://s.glbimg.com/es/sde/f/2018/03/20/05f475c48e922f2e6d24615603f85935_FORMATO.png",85400,32,"BOT","mei","Contundido",0,3.28,0,2.13,"Botafogo",4,5,NA,6,NA,1,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"464","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2018/09/12/106c488eaa868da0a0f225ef6776a226_FORMATO.png",68952,32,"GRE","ata","Nulo",0,10.37,0,3.42,"Grêmio",15,21,1,12,1,3,6,10,NA,1,17,NA,NA,NA,NA,NA,NA,NA
"465","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,32,"GRE","zag","Provável",5.6,8.14,0.66,5.38,"Grêmio",11,13,NA,21,NA,1,NA,4,NA,1,30,7,NA,NA,NA,NA,NA,NA
"466","Uilson Pedruzzi de Oliveira","uilson","Uilson","https://s.glbimg.com/es/sde/f/2018/05/07/9c69736d87e93ac80d7f38013cb1c1e7_FORMATO.png",85418,32,"ATL","gol","Contundido",0,2,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Patrick de Carvalho Brey","patrick","Patrick","https://s.glbimg.com/es/sde/f/2018/05/01/5df01eaeeaf7a0d6c2326886a6199cbe_FORMATO.png",93482,32,"CRU","lat","Nulo",0,1.17,0,-0.17,"Cruzeiro",3,2,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"468","João Lucas Cardoso","joao-lucas","João Lucas","https://s.glbimg.com/es/sde/f/2018/06/08/cba36b9e183d6b8a55c6361787adf089_FORMATO.jpeg",86740,32,"CEA","lat","Nulo",0,4.12,0,2.95,"Ceará",6,4,NA,8,NA,1,2,6,NA,1,27,5,NA,NA,NA,NA,NA,NA
"469","Everton Sousa Soares","everton","Everton","https://s.glbimg.com/es/sde/f/2018/05/18/997feae679bb584848d2ef5197f0b406_FORMATO.png",86757,32,"GRE","ata","Provável",6.3,16.51,0.52,7.24,"Grêmio",23,31,8,27,3,4,19,25,3,5,42,NA,NA,NA,NA,NA,NA,NA
"470","Manoel Messias Silva Carvalho","manoel","Manoel","https://s.glbimg.com/es/sde/f/2018/05/07/6cf5cf190985e20f0a42a7408e164e10_FORMATO.png",69014,32,"CRU","zag","Provável",0,4.09,0,2.69,"Cruzeiro",10,8,1,5,NA,1,NA,1,NA,1,12,3,NA,NA,NA,NA,NA,NA
"471","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2018/05/23/1ca235953ef1a22b3961956b96191dc1_FORMATO.png",85425,32,"SAN","gol","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Everton Felipe de Oliveira Silva","everton-felipe","Everton Felipe","https://s.glbimg.com/es/sde/f/2018/08/21/4d64454f19345aa1913dc5a20c3bd0d2_FORMATO.png",86519,32,"SAO","mei","Contundido",0,4.07,0,1.51,"São Paulo",9,14,1,8,NA,NA,4,2,NA,1,34,NA,NA,NA,NA,NA,NA,NA
"473","Alex Paulo Menezes Santana","alex-santana","Alex Santana","https://s.glbimg.com/es/sde/f/2018/03/21/0b541e5882ecfea594b9f526c908601d_FORMATO.png",85465,32,"PAR","mei","Provável",20.3,7.79,2.91,4.19,"Paraná",22,31,3,33,NA,5,9,28,1,NA,27,NA,NA,NA,NA,NA,NA,NA
"474","Rafael Galhardo de Souza","rafael-galhardo","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2018/09/27/9a2a4526dd6f2e06c81972b3048b1034_FORMATO.png",68821,32,"VAS","lat","Nulo",0,2.65,0,0.85,"Vasco",8,9,NA,7,NA,2,4,7,NA,1,28,NA,NA,NA,NA,NA,NA,NA
"475","Paulo Roberto da Silva","paulo-roberto","Paulo Roberto","https://s.glbimg.com/es/sde/f/2018/03/20/24dcab97bac1e830cd13938c4beb81ea_FORMATO.png",69047,32,"COR","mei","Nulo",0,3.06,0,2.17,"Corinthians",5,2,NA,13,NA,2,1,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
"476","Leandro Damião da Silva dos Santos","leandro-damiao","Leandro Damião","https://s.glbimg.com/es/sde/f/2018/04/08/c1c8646acc0c6d9b787e0bcd4ce2303c_FORMATO.png",68953,32,"INT","ata","Provável",2.3,8.17,-1.12,4.19,"Internacional",29,24,8,6,1,3,17,20,NA,7,35,NA,NA,NA,NA,NA,NA,1
"477","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2018/04/08/c714e94cf7e83d9faed670b675e6ec25_FORMATO.png",69051,32,"INT","gol","Contundido",0,10,0,4.01,"Internacional",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,14,10,NA,NA,NA
"478","Hélio Hermito Zampier Neto","neto","Neto","https://s.glbimg.com/es/sde/f/2018/08/01/51a34fdddb000e59403320c7aa8b8db4_FORMATO.png",69008,32,"CHA","zag","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","José Welison da Silva","jose-welison","José Welison","https://s.glbimg.com/es/sde/f/2018/07/11/1d923ab86aabd29245dae5fd1338d9bd_FORMATO.png",86859,32,"ATL","mei","Contundido",0,4.91,0,2.68,"Atlético-MG",36,17,NA,50,NA,4,2,7,NA,NA,39,NA,NA,NA,NA,NA,NA,NA
"480","Jordi Almeida","jordi","Jordi","https://s.glbimg.com/es/sde/f/2018/09/27/02d931c984006234affadfc727274e72_FORMATO.png",86776,32,"VAS","gol","Nulo",0,1.07,0,-2,"Vasco",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Deivid Willian da Silva","deivid","Deivid","https://s.glbimg.com/es/sde/f/2018/05/18/9314a887ee8d5d3501ea45d244b7f947_FORMATO.png",69018,32,"SPO","mei","Nulo",0,2.59,0,1.05,"Sport",25,25,NA,22,NA,6,1,2,NA,NA,23,NA,NA,NA,NA,NA,NA,NA
"482","Reginaldo Lopes de Jesus","reginaldo","Reginaldo ","https://s.glbimg.com/es/sde/f/2018/07/20/591136c613faa29b99fb60147d6e557c_FORMATO.png",86820,32,"ATL","lat","Nulo",0,3,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Pablo Felipe Teixeira","pablo","Pablo","https://s.glbimg.com/es/sde/f/2018/05/08/cf32acce95d925ec92b7e084202c7e06_FORMATO.png",69138,32,"ATL","ata","Provável",0,12,0,5.43,"Atlético-PR",55,19,11,31,2,5,14,24,2,20,25,NA,NA,NA,NA,NA,NA,NA
"484","Luan Guilherme de Jesus Vieira","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/21/c01a0fcc9657bf0df6cfde4356ece5bc_FORMATO.png",86759,32,"GRE","ata","Nulo",0,14.47,0,5.22,"Grêmio",22,55,1,24,6,3,12,24,2,3,70,NA,NA,NA,NA,NA,NA,2
"485","Marcelo Cirino da Silva","marcelo-cirino","Marcelo Cirino","https://s.glbimg.com/es/sde/f/2018/07/04/f7efbd8bc7d99caaa2afc7125162b6c9_FORMATO.png",69022,32,"ATL","ata","Provável",0,5.79,-0.05,3.19,"Atlético-PR",9,8,3,7,NA,1,2,4,NA,NA,19,NA,NA,NA,NA,NA,NA,NA
"486","Luís Vinícius da Silva Matos","vinicius","Vinicius","https://s.glbimg.com/es/sde/f/2018/04/20/41282578700a83d0c3505f577dfbac5c_FORMATO.png",86861,32,"VIT","zag","Nulo",0,3,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Dênis De Oliveira Aguiar Junior ","denis","Dênis","https://s.glbimg.com/es/sde/f/2018/11/06/d7c525671eaac3c0317710548f1d3988_FORMATO.png",103662,32,"SAO","gol","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Matheus Rossetto","matheus-rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2018/05/08/036cf29144ee81b7e52eaed8486c6718_FORMATO.png",86766,32,"ATL","mei","Nulo",-2.1,7.37,-0.26,1.24,"Atlético-PR",16,5,1,15,NA,1,NA,3,NA,2,23,NA,NA,NA,NA,NA,NA,NA
"489","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2018/05/17/abf9ba69358d2452db077b1bf905fa24_FORMATO.png",89493,32,"BOT","zag","Provável",9.3,11.89,1.72,3.43,"Botafogo",23,27,2,44,NA,4,3,12,1,5,62,8,1,NA,NA,NA,NA,NA
"490","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2018/05/23/afd45cb890c4f9430cd273e7bdb9cb72_FORMATO.png",69040,32,"SAN","gol","Nulo",0,6,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Caio Vinicius da Conceição","caio","Caio","https://s.glbimg.com/es/sde/f/2018/09/20/f970b4dfcb039c351e6e0f6bd9a64edb_FORMATO.png",101601,32,"FLU","mei","Nulo",0,2,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Giovanny Bariani Marques","giovanny","Giovanny ","https://s.glbimg.com/es/sde/f/2018/03/01/72a50af56d0244ff54802620b95b68a1_FORMATO.png",92085,32,"ATL","ata","Nulo",0,4,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Demethryus Maciel Areias Nascimento","demethryus","Demethryus","https://s.glbimg.com/es/sde/f/2018/03/01/0f3f1131a4b2d04a041450038b87c286_FORMATO.png",101678,32,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Luiz Eduardo Teodora da Silva","dudu","Dudu","https://s.glbimg.com/es/sde/f/2018/05/18/7b74c65bf803e82f16b311a50552621a_FORMATO.png",101627,32,"FLU","ata","Nulo",0,1.28,0,-1.1,"Fluminense",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"495","Ricardo Bueno da Silva","ricardo-bueno","Ricardo Bueno","https://s.glbimg.com/es/sde/f/2018/08/27/324fdaf114a76011c149428db4428725_FORMATO.png",69141,32,"CEA","ata","Nulo",0,3.66,0,0.8,"Ceará",NA,NA,NA,NA,NA,NA,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"496","Felipe Jonatan Rocha Andrade","felipe-jonatan","Felipe Jonatan","https://s.glbimg.com/es/sde/f/2018/05/25/20eec38c9eb77921a12931832e9c6a93_FORMATO.png",101708,32,"CEA","lat","Provável",-0.2,1.75,-0.53,4.24,"Ceará",4,10,NA,17,NA,1,NA,3,NA,NA,19,3,NA,NA,NA,NA,NA,NA
"497","Alerrandro Barra Mansa Realino de Souza","alerrandro","Alerrandro","https://s.glbimg.com/es/sde/f/2018/05/17/28dbb606b55029007f0519c4b90dcd6f_FORMATO.png",101715,32,"ATL","ata","Nulo",0,0.95,0,0.45,"Atlético-MG",3,1,NA,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"498","João Vitor Marques Matos","joao-vitor","João Vitor","https://s.glbimg.com/es/sde/f/2018/05/25/f7aa43a14e20e7aaba628ad5db52b438_FORMATO.png",101603,32,"FLU","lat","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Guilherme Ribeiro Rend","guilherme-ribeiro","Guilherme Ribeiro","https://s.glbimg.com/es/sde/f/2018/03/01/9477202e477dc732206a641b324c28dd_FORMATO.png",101686,32,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
