"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","FT","G","PE","RB","SG","I","DD","GS","CV","GC","DP","PP"
"428","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2018/05/17/841f78d103e083bd0e8af280fcb5ffe8_FORMATO.png",74061,25,"BOT","gol","Contundido",0,14.65,0,8.05,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,7,2,NA,NA,NA,NA
"429","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2018/05/04/5049d8a52c5a5f82e57248ab2ff94218_FORMATO.png",73992,25,"FLA","lat","Nulo",0,12.53,-0.78,4.86,"Flamengo",2,2,16,7,6,27,NA,NA,29,24,12,1,NA,NA,NA,NA,NA,NA
"430","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2018/05/23/3ee08dfe1559a120f4dcd89514b80775_FORMATO.png",73974,25,"SAN","mei","Provável",2.5,7.71,0.14,2.5,"Santos",NA,8,24,NA,3,15,NA,NA,24,42,NA,NA,NA,NA,NA,NA,NA,NA
"431","Luis Leandro Desábato","desabato","Desábato","https://s.glbimg.com/es/sde/f/2018/04/09/849b6dffedf69d16c97188a32027f6a9_FORMATO.png",73936,25,"VAS","mei","Provável",0,6.69,0,2.49,"Vasco",1,3,32,1,3,15,NA,NA,48,50,NA,NA,NA,NA,1,NA,NA,NA
"432","José Élber Pimentel da Silva","elber","Élber","https://s.glbimg.com/es/sde/f/2018/03/21/1b00098477bad4e60d3bc520dc464ab7_FORMATO.png",74140,25,"BAH","mei","Nulo",0,5.34,0.12,2.56,"Bahia",3,6,12,13,1,26,NA,1,36,16,NA,3,NA,NA,NA,NA,NA,NA
"433","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2018/08/14/11a728603cfca7e8c71e3fadccee1148_FORMATO.png",75295,25,"INT","ata","Suspenso",0,11.23,0,3.9,"Internacional",1,NA,9,3,5,10,NA,1,4,3,NA,2,NA,NA,NA,NA,NA,NA
"434","Romulo Borges Monteiro","romulo","Romulo","https://s.glbimg.com/es/sde/f/2018/05/04/567c4c3a4d23c2c7f9849ff47e10d98f_FORMATO.png",70009,25,"FLA","mei","Nulo",0,2.88,0,0.45,"Flamengo",NA,1,3,NA,NA,1,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA
"435","Edigar Junio Teixeira Lima ","edigar-junio","Edigar Junio","https://s.glbimg.com/es/sde/f/2018/03/21/9c46c9f1269d97acf20157efb70009cc_FORMATO.png",74271,25,"BAH","ata","Nulo",0,7.92,0,3.11,"Bahia",NA,NA,18,4,8,23,1,3,17,8,NA,2,NA,NA,NA,NA,NA,NA
"436","Alejandro Abraham Guerra Morales","guerra","Guerra","https://s.glbimg.com/es/sde/f/2017/02/19/fa873321a36da270244cf230ac534a50_FORMATO.png",74213,25,"PAL","mei","Nulo",0,7.89,0,2.23,"Palmeiras",NA,NA,5,1,1,1,NA,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA
"437","Aylon Darwin Tavella","aylon","Aylon","https://s.glbimg.com/es/sde/f/2018/05/07/5a02ebebae94350f74b0622d02730891_FORMATO.png",85930,25,"AME","ata","Nulo",0,7.06,0,2.16,"América-MG",1,2,14,5,9,14,1,NA,12,7,NA,5,NA,NA,NA,NA,NA,NA
"438","Claudio Winck Neto","claudio-winck","Claudio Winck","https://s.glbimg.com/es/sde/f/2018/04/12/c30228fd68db0c7f81326317ddc62ba6_FORMATO.png",74074,25,"SPO","lat","Contundido",0,3.66,0,2.36,"Sport",1,4,27,4,8,17,NA,2,37,9,2,2,NA,NA,NA,NA,NA,NA
"439","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2018/05/23/c1e09ae588439e79293d33881309f392_FORMATO.png",77959,25,"SAN","ata","Nulo",0,4.99,0,0.79,"Santos",NA,NA,4,NA,1,5,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA
"440","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2018/05/21/59123042289044af192df7b66ec997d5_FORMATO.png",78077,25,"GRE","lat","Nulo",0,6.27,0,3.9,"Grêmio",NA,NA,3,1,3,5,NA,NA,7,5,2,1,NA,NA,NA,NA,NA,NA
"441","Thiago Rodrigues de Oliveira Nogueira","thiago-rodrigues","Thiago Rodrigues","https://s.glbimg.com/es/sde/f/2018/03/21/d825409cc03f8e81e67ec76372f1b206_FORMATO.png",73414,25,"PAR","gol","Nulo",0,7.57,0,5.23,"Paraná",NA,NA,1,NA,NA,1,NA,NA,5,NA,4,NA,18,11,NA,NA,1,NA
"442","William de Oliveira Pottker","william-pottker","William Pottker","https://s.glbimg.com/es/sde/f/2018/04/08/06ddb3ee2ae6d52b98811b532e854970_FORMATO.png",77809,25,"INT","ata","Provável",-0.2,5.1,0.2,3.72,"Internacional",NA,4,24,15,14,35,1,5,50,24,NA,7,NA,NA,1,NA,NA,NA
"443","Marcos Vinícius de Jesus Araújo","marcos-vinicius","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2018/05/17/d29916588c79c99dd0a20debd0ea12bd_FORMATO.png",73721,25,"BOT","mei","Nulo",0,3.8,0,1.67,"Botafogo",NA,1,2,NA,3,5,1,NA,9,3,NA,NA,NA,NA,NA,NA,NA,NA
"444","Luiz Otávio Anacleto Leandro","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2018/05/25/415ca8e21d5dcca6c767a0485b2765a3_FORMATO.png",72359,25,"CEA","zag","Provável",3.4,8.39,-0.25,3.7,"Ceará",NA,5,10,NA,6,7,NA,NA,17,33,8,NA,NA,NA,NA,NA,NA,NA
"445","Douglas Ricardo Grolli","douglas-grolli","Douglas Grolli","https://s.glbimg.com/es/sde/f/2018/03/21/ea4ba4bd9ed18698a6dad571dfdddbf9_FORMATO.png",78407,25,"BAH","zag","Provável",2.2,2.57,0.57,1.28,"Bahia",NA,2,7,NA,NA,1,NA,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA
"446","Hernán Barcos","barcos","Barcos","https://s.glbimg.com/es/sde/f/2018/07/15/014627951a9b920652b82877cae3a55e_FORMATO.png",78379,25,"CRU","ata","Nulo",0,6.82,0,1.89,"Cruzeiro",1,1,12,4,6,6,NA,1,14,6,NA,3,NA,NA,NA,NA,NA,1
"447","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2018/05/23/600ec8ed7ab3b2e4b459743279ec4d6a_FORMATO.png",78248,25,"SAN","zag","Suspenso",2.4,5.82,-0.41,4.16,"Santos",NA,3,19,6,5,7,1,1,25,13,9,1,NA,NA,NA,NA,NA,NA
"448","César Bernardo Dutra","cesar","César","https://s.glbimg.com/es/sde/f/2018/05/04/f71b2fc3dc540b79567e4897bc155101_FORMATO.png",78086,25,"FLA","gol","Nulo",0,3.7,0,-1.3,"Flamengo",NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,3,6,NA,NA,NA,NA
"449","Renê Rodrigues Martins","rene","Renê","https://s.glbimg.com/es/sde/f/2018/05/04/d9cbd0281e5c54c7aeba457eb5b5c0b3_FORMATO.png",78445,25,"FLA","lat","Provável",4.8,13.97,-1.8,6.41,"Flamengo",3,4,26,4,2,24,NA,1,83,65,11,1,NA,NA,NA,NA,NA,NA
"450","Fernando Uribe Hincapié","uribe","Uribe","https://s.glbimg.com/es/sde/f/2018/06/26/45c70625ffaffe103edf398479ba754f_FORMATO.png",78415,25,"FLA","ata","Provável",-0.7,6.5,-0.58,2.41,"Flamengo",1,NA,5,1,8,1,1,1,8,5,NA,5,NA,NA,NA,NA,NA,NA
"451","Victor Vinícius Coelho dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2018/07/27/9ec5f19c97f40e2971bc97aaad240504_FORMATO.png",78435,25,"FLA","ata","Provável",1.1,14.21,0.09,5.59,"Flamengo",NA,2,16,10,11,11,1,1,30,23,NA,1,NA,NA,NA,NA,NA,NA
"452","Arnaldo Manoel de Almeida","arnaldo","Arnaldo","https://s.glbimg.com/es/sde/f/2018/04/12/b854b95f8d49d62715ce163bf535b942_FORMATO.png",78497,25,"CEA","lat","Nulo",5.5,5.63,-0.2,3.43,"Ceará",NA,1,6,NA,NA,13,NA,NA,14,8,5,NA,NA,NA,NA,NA,NA,NA
"453","Jean Mota Oliveira de Sousa","jean-mota","Jean Mota","https://s.glbimg.com/es/sde/f/2018/05/23/e95e3279b90476741de13a56e388d9e2_FORMATO.png",78548,25,"SAN","mei","Nulo",0,9.3,0,3.18,"Santos",NA,3,26,17,14,19,1,1,45,23,NA,NA,NA,NA,NA,NA,NA,NA
"454","Alex Broch Amado","alex-amado","Alex Amado","https://s.glbimg.com/es/sde/f/2018/05/25/055b1d0fb6c075db8e35833a078cc79a_FORMATO.png",78475,25,"CEA","ata","Nulo",0,4,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Willian Souza Arão da Silva","willian-arao","Willian Arão","https://s.glbimg.com/es/sde/f/2018/05/04/7eaa4c1c2e6b64b02a95ce12d0d027c4_FORMATO.png",78478,25,"FLA","mei","Dúvida",3.5,4.34,0.21,2.01,"Flamengo",1,1,12,2,2,3,NA,NA,13,16,NA,1,NA,NA,NA,NA,NA,NA
"456","Douglas Alan Schuck Friedrich","douglas-friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2018/05/16/a263b1371bc6737cc4e274a26a816460_FORMATO.png",78584,25,"BAH","gol","Provável",-2,2.81,-0.06,1.64,"Bahia",NA,2,1,NA,NA,2,NA,NA,7,1,4,NA,13,17,NA,1,1,NA
"457","Eduardo Schroeder Brock","eduardo-brock","Eduardo Brock","https://s.glbimg.com/es/sde/f/2018/07/09/c423c8ca4d7c6cdc1082532652fa4d73_FORMATO.png",78654,25,"CEA","zag","Nulo",4.5,5.26,0.77,3.68,"Ceará",NA,1,6,NA,NA,NA,NA,NA,3,2,5,NA,NA,NA,NA,NA,NA,NA
"458","Gabriel Girotto Franco","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/03/20/f7f3ef2aa7e013b4bf918f93353c9027_FORMATO.png",78605,25,"COR","mei","Provável",-0.1,11.17,0.1,4.16,"Corinthians",NA,5,38,2,4,24,NA,1,35,62,NA,NA,NA,NA,NA,NA,NA,NA
"459","Bryan Silva Garcia","bryan","Bryan","https://s.glbimg.com/es/sde/f/2018/03/21/a8f3ed5f7b584d647a494bae8c83e9f0_FORMATO.png",78632,25,"VIT","lat","Nulo",-0.7,4.9,-0.85,0.91,"Vitória",1,1,10,NA,3,11,NA,NA,25,2,2,NA,NA,NA,1,NA,NA,NA
"460","Ramiro Moschen Benetti","ramiro","Ramiro","https://s.glbimg.com/es/sde/f/2018/05/21/b542f6b29859cc988c01d38d2b6e75b2_FORMATO.png",78715,25,"GRE","mei","Provável",0,4.12,0,1.03,"Grêmio",NA,8,22,5,9,21,NA,NA,44,22,NA,2,NA,NA,NA,NA,NA,NA
"461","Ricardo Dias Acosta","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2018/05/25/d1aa684a9cd6db81f6b731e89f9ae993_FORMATO.png",78577,25,"CEA","mei","Nulo",0,4.73,0,2.12,"Ceará",1,1,14,4,5,9,NA,NA,26,18,NA,2,NA,NA,NA,NA,NA,NA
"462","João Gabriel da Silva Teles","joao-gabriel","João Gabriel","https://s.glbimg.com/es/sde/f/2018/07/18/cdb3198a3be8439cedd0ff7411245c64_FORMATO.png",78894,25,"VIT","gol","Nulo",0,2,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Reinaldo Manoel da Silva","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2018/08/22/8ff8975422f0d4acefd5a6051912fad9_FORMATO.png",78850,25,"SAO","lat","Provável",10.8,12.97,1.85,6.08,"São Paulo",1,3,31,11,20,21,NA,2,61,36,7,1,NA,NA,NA,NA,NA,NA
"464","Thiago dos Santos","thiago-santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2017/04/18/2d51cc56ccd1291d116060e00ca663b6_FORMATO.png",78855,25,"PAL","mei","Nulo",0,8.17,0,4.56,"Palmeiras",NA,2,32,2,3,16,1,1,23,51,NA,1,NA,NA,NA,NA,NA,NA
"465","Moisés Ribeiro Santos","moises-ribeiro","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,25,"CHA","mei","Suspenso",0,4,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2018/04/08/d62e4f24b1b01196c8a645026d8091b2_FORMATO.png",78865,25,"INT","mei","Dúvida",0,11.2,0,4.12,"Internacional",1,7,54,4,2,22,NA,1,36,75,NA,1,NA,NA,NA,NA,NA,NA
"467","Richard de Oliveira da Costa","richard","Richard","https://s.glbimg.com/es/sde/f/2018/03/21/dafe5b45d701a96a952c6fb9a210aff9_FORMATO.png",78851,25,"PAR","gol","Provável",2.5,4.04,1.09,1.6,"Paraná",NA,2,NA,NA,NA,4,NA,NA,1,NA,NA,NA,16,14,NA,NA,NA,NA
"468","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2018/05/23/eb04770f3da8a1f12c1c106ae49306e1_FORMATO.png",79035,25,"SAN","zag","Dúvida",0,2.98,0,0.23,"Santos",NA,2,6,NA,NA,1,NA,NA,6,3,1,1,NA,NA,NA,NA,NA,NA
"469","Leandro Marcos Pereira","leandro-pereira","Leandro Pereira","https://s.glbimg.com/es/sde/f/2018/04/20/66bf3e845077a9349722635410bed305_FORMATO.png",78968,25,"CHA","ata","Provável",16.9,9.31,2,3.64,"Chapecoense",NA,3,31,10,14,26,2,5,10,17,NA,11,NA,NA,1,NA,NA,NA
"470","Tiago Pagnussat","tiago","Tiago ","https://s.glbimg.com/es/sde/f/2018/03/21/d0b3cd897f4a410323886fb6d92bd822_FORMATO.png",79042,25,"BAH","zag","Nulo",0,10.1,0,4.1,"Bahia",NA,3,25,5,9,15,NA,2,38,26,5,2,NA,NA,NA,NA,NA,NA
"471","Marcos Antônio Almeida Silva","marcao-silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2018/09/03/366221777b27d47b3dd23d5c81443e9c_FORMATO.png",78856,25,"SPO","mei","Provável",3.8,3.47,0.95,2.2,"Sport",NA,NA,8,NA,NA,3,NA,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA
"472","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2018/04/08/b6cd86f9590fd3e82cb545ac74dc8c41_FORMATO.png",79113,25,"INT","zag","Suspenso",-4.5,16.55,-1.93,6.91,"Internacional",1,8,29,2,3,20,NA,2,44,67,13,1,NA,NA,1,NA,NA,NA
"473","Guilherme Bitencourt da Silva","guilherme-biteco","Guilherme Biteco","https://s.glbimg.com/es/sde/f/2018/03/21/99b739570272c9b1d4c9ce878c22407c_FORMATO.png",79064,25,"PAR","mei","Nulo",0,3.99,0,1.12,"Paraná",NA,3,3,1,2,1,NA,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA
"474","Nery Rubén Bareiro Zorrilla","nery-bareiro","Nery Bareiro","https://s.glbimg.com/es/sde/f/2018/05/24/0c06a4174eedc3d6995146e7fc6bd3b2_FORMATO.png",79276,25,"CHA","zag","Provável",0,3.61,-0.6,0.7,"Chapecoense",NA,NA,4,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"475","Fabiano da Silva Souza","fabiano","Fabiano","https://s.glbimg.com/es/sde/f/2018/09/04/dd622172f30483dda8563ef9249cdae1_FORMATO.png",79244,25,"VIT","lat","Provável",1.4,4.34,-0.24,2.8,"Vitória",NA,NA,4,NA,NA,1,1,NA,13,2,1,NA,NA,NA,NA,NA,NA,NA
"476","Romário Marques Rodrigues","romario-rodrigues","Romário Rodrigues","https://s.glbimg.com/es/sde/f/2018/05/25/9437477289ccd352c97a67ca86f16f82_FORMATO.png",79336,25,"CEA","ata","Contundido",0,2,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Neilton Meira Mestzk","neilton","Neilton","https://s.glbimg.com/es/sde/f/2018/03/21/a77d395d25e1b65d85306670c5ae5c09_FORMATO.png",83772,25,"VIT","ata","Provável",-2.2,10.94,-0.49,4.26,"Vitória",4,6,33,5,16,47,1,5,78,28,NA,3,NA,NA,NA,NA,NA,NA
"478","Ricardo César Dantas da Silva","ricardo-silva","Ricardo Silva","https://s.glbimg.com/es/sde/f/2018/04/20/295c4ab26ba72d42690b414ec721c2ea_FORMATO.png",79334,25,"AME","zag","Nulo",0,3,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Lucas Silva Borges","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2018/05/07/ca0ef33e042d0136838dfb74844f22a7_FORMATO.png",79701,25,"CRU","mei","Nulo",0,5.74,0,2.24,"Cruzeiro",NA,4,27,NA,8,17,NA,NA,31,33,NA,NA,NA,NA,NA,NA,NA,NA
"480","Odair Souza ","nenen","Nenén","https://s.glbimg.com/es/sde/f/2018/05/24/42f440f0883376df8bb747b658bbc47d_FORMATO.png",79892,25,"CHA","mei","Nulo",0,2.08,0,0.1,"Chapecoense",NA,NA,1,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Luiz Ricardo Alves","sassa","Sassá","https://s.glbimg.com/es/sde/f/2018/05/07/89b8e9b3d830ff681500c63572397636_FORMATO.png",79578,25,"CRU","ata","Nulo",1.9,2.34,0.03,0.93,"Cruzeiro",NA,3,20,1,9,17,NA,1,4,4,NA,7,NA,NA,NA,NA,NA,NA
"482","Fabiano Leissmann","fabiano","Fabiano","https://s.glbimg.com/es/sde/f/2018/03/21/80a060ad2737a4abce46a048d853c93e_FORMATO.png",79887,25,"INT","lat","Nulo",0,9,0,3.94,"Internacional",1,3,12,NA,4,2,NA,NA,37,16,9,NA,NA,NA,NA,NA,NA,NA
"483","Antônio Carlos Cunha Capocasali Júnior","antonio-carlos","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",79702,25,"PAL","zag","Nulo",3,8.19,-0.42,3.16,"Palmeiras",NA,4,15,3,3,6,2,1,20,13,6,1,NA,NA,NA,NA,NA,NA
"484","Jadson Alves dos Santos","jadson","Jadson","https://s.glbimg.com/es/sde/f/2018/09/20/310961d5d1d556ea066ca5837fbb7366_FORMATO.png",80129,25,"FLU","mei","Provável",-1.2,7.42,-0.56,1.89,"Fluminense",1,5,29,6,6,33,1,NA,68,35,NA,1,NA,NA,NA,NA,NA,NA
"485","Brenner Marlos Varanda de Oliveira","brenner","Brenner","https://s.glbimg.com/es/sde/f/2018/05/17/76f9aa43f58c549a5956db25ad0804f3_FORMATO.png",80080,25,"BOT","ata","Nulo",0,4.91,0,2.12,"Botafogo",NA,2,12,5,5,23,NA,1,15,9,NA,2,NA,NA,NA,NA,NA,NA
"486","Francisco Edson Moreira da Silva","edinho","Edinho","https://s.glbimg.com/es/sde/f/2018/07/11/59b9a2e2576d1e0ad1c80d50c7478422_FORMATO.png",80193,25,"ATL","ata","Nulo",0.5,2.79,-0.57,1.4,"Atlético-MG",NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"487","Gilberto Moraes Júnior","gilberto","Gilberto ","https://s.glbimg.com/es/sde/f/2018/09/20/3cfe538c9466e35f30d8caec3cdeb003_FORMATO.png",80313,25,"FLU","lat","Contundido",0,9.49,0,6.68,"Fluminense",2,3,20,4,7,17,NA,3,41,34,6,1,NA,NA,1,NA,NA,NA
"488","Marcos Junio Lima dos Santos","marcos-junior","Marcos Junior","https://s.glbimg.com/es/sde/f/2018/09/20/ff2dc345ff18c0761a0ddbd4e2edef76_FORMATO.png",80188,25,"FLU","ata","Nulo",0.8,6.15,0.31,2.5,"Fluminense",2,NA,12,5,5,22,NA,2,22,9,NA,6,NA,NA,NA,NA,NA,NA
"489","Gilsivan Soares da Silva ","ivan","Ivan","https://s.glbimg.com/es/sde/f/2018/05/24/1c2dd303026c2e02bbed35cfb1595918_FORMATO.png",80326,25,"CHA","gol","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Edson Felipe da Cruz","edson","Edson","https://s.glbimg.com/es/sde/f/2018/03/21/4e079be2718f82735191cef518c39bb2_FORMATO.png",80370,25,"BAH","mei","Nulo",1.5,5.82,0.07,3.52,"Bahia",NA,NA,3,NA,NA,7,NA,NA,3,11,NA,NA,NA,NA,NA,NA,NA,NA
"491","Nadson da Silva Almeida","nadson","Nadson","https://s.glbimg.com/es/sde/f/2018/07/13/57fe46961f3ba57ecb2e3e6368babd92_FORMATO.png",80140,25,"PAR","mei","Provável",6.1,3.36,0.1,2.52,"Paraná",NA,1,9,7,4,25,1,NA,31,13,NA,1,NA,NA,NA,NA,NA,NA
"492","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2018/07/05/1283cc320b56be7f4661388346c1aeba_FORMATO.png",80287,25,"FLU","ata","Dúvida",8.8,5.89,2.02,2.5,"Fluminense",NA,1,3,2,5,7,NA,1,8,2,NA,NA,NA,NA,NA,NA,NA,NA
"493","Ezequiel Jacinto de Biasi","ezequiel","Ezequiel ","https://s.glbimg.com/es/sde/f/2018/05/18/579600b8688378c79b2d26c49843ed6e_FORMATO.png",80318,25,"CRU","lat","Provável",6.4,4.6,0.3,2.36,"Cruzeiro",NA,4,17,NA,NA,13,NA,NA,21,15,3,NA,NA,NA,NA,NA,NA,NA
"494","Matheus Caldeira Vidotto de Oliveira","matheus-vidotto","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_FORMATO.png",80286,25,"COR","gol","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2018/03/21/5c1c52f3afc41a4404dd7b1c888f2124_FORMATO.png",80189,25,"BAH","zag","Provável",1.9,6.98,0.43,2.24,"Bahia",NA,4,14,2,4,20,1,NA,45,18,6,NA,NA,NA,NA,NA,NA,NA
"496","Norberto Pereira Marinho Neto","norberto","Norberto ","https://s.glbimg.com/es/sde/f/2018/05/07/f4e6cde34ab5662df2e3a0a657c5c30b_FORMATO.png",80374,25,"AME","lat","Contundido",-1.3,9.6,-1.83,3.92,"América-MG",1,3,17,2,1,12,NA,NA,21,28,4,1,NA,NA,NA,NA,NA,NA
"497","Fábio Gonçalves","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2018/06/01/b5bd22d1ec76e9e69427e3be73aadced_FORMATO.png",80393,25,"CEA","mei","Contundido",0,4,0,2.08,"Ceará",NA,1,9,NA,3,12,NA,NA,17,16,NA,NA,NA,NA,NA,NA,NA,NA
"498","Alejandro Ariel Cabral","ariel-cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2018/05/18/f33acc95e50fe26abc27ac1d525bb4a4_FORMATO.png",80363,25,"CRU","mei","Provável",4.6,4.89,0.18,1.81,"Cruzeiro",NA,7,17,NA,3,10,NA,NA,27,30,NA,NA,NA,NA,NA,NA,NA,NA
"499","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2018/04/09/abd9b0f5946442941bcc7ff393a5eee9_FORMATO.png",80196,25,"VAS","lat","Provável",0,17.27,0,7.28,"Vasco",1,1,11,23,16,70,2,7,43,21,3,7,NA,NA,1,NA,NA,NA
"500","Victor Andrade Santos","victor-andrade","Victor Andrade","https://s.glbimg.com/es/sde/f/2018/08/03/f380d4813f712ab88644cb0ed0972599_FORMATO.png",80536,25,"CHA","ata","Provável",7.7,4.88,1,4.37,"Chapecoense",NA,NA,1,2,2,9,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA
"501","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2018/08/29/ccbb091bbf9cc1637cc7e4a75a9b5d9f_FORMATO.png",81091,25,"SPO","mei","Provável",3.5,3.33,0.75,2.2,"Sport",NA,1,5,NA,NA,1,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA
"502","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",80692,25,"PAL","zag","Provável",0,4.76,-1.16,4.44,"Palmeiras",NA,3,10,1,NA,10,NA,NA,14,16,6,NA,NA,NA,1,NA,NA,NA
"503","Renato Vieira Rodrigues","renatinho","Renatinho","https://s.glbimg.com/es/sde/f/2018/03/20/612e75f9bc41ddd0a161e522aaee90ef_FORMATO.png",80395,25,"BOT","mei","Nulo",0,4.97,0,2.49,"Botafogo",NA,2,5,6,3,13,NA,NA,14,15,NA,1,NA,NA,NA,NA,NA,NA
"504","Fernando José da Cunha Neto","fernando-neto","Fernando Neto","https://s.glbimg.com/es/sde/f/2018/09/18/76d312b906b38b6d19ba0876493c1a51_FORMATO.png",80667,25,"FLU","mei","Nulo",0,2,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2017/05/19/0c4040195eb2210f37198e62876f4dc1_FORMATO.png",81150,25,"PAL","lat","Nulo",0,7.11,0,4.12,"Palmeiras",NA,2,16,NA,NA,2,NA,NA,9,17,6,1,NA,NA,NA,NA,NA,NA
"506","Johnath Marlone Azevedo da Silva","marlone","Marlone","https://s.glbimg.com/es/sde/f/2018/05/24/5d4936df04558a01a5eb71077e02edd5_FORMATO.png",80944,25,"SPO","mei","Nulo",0,8.33,0,2.74,"Sport",3,1,7,11,14,30,NA,2,62,10,NA,2,NA,NA,NA,NA,NA,NA
"507","Luiz Gustavo Tavares Conde","luiz-gustavo","Luiz Gustavo","https://s.glbimg.com/es/sde/f/2018/04/09/e1b71699a8daa2fdedb0782cd158c58b_FORMATO.png",80573,25,"VAS","zag","Provável",-3.6,3.47,-0.78,2.15,"Vasco",NA,3,16,1,5,17,NA,NA,36,24,3,1,NA,NA,NA,1,NA,NA
"508","Lucas Rafael Araujo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2018/03/01/8596087ee3b876941e59b282b29cfcb2_FORMATO.png",80583,25,"PAL","mei","Provável",-2.9,7.24,-0.98,3.3,"Palmeiras",2,5,38,4,9,35,1,4,49,29,NA,3,NA,NA,NA,NA,NA,NA
