"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FS","I","PI","SG","CV","DD","GS","A","FD","FF","FT","G","DP","GC","PP"
"406","Gabriel Davi Gomes Sara","gabriel-sara","Gabriel Sara","https://s.glbimg.com/es/sde/f/2020/11/05/d6c6115b5a030607c5a349c3c7265105_FORMATO.png",100763,27,276,"mei","Provável",2.3,4.62,-0.38,2.93,21,"276",5,27,25,25,4,134,NA,NA,NA,NA,1,7,18,NA,4,NA,NA,NA
"407","Maílson Tenório dos Santos","mailson","Maílson","https://s.glbimg.com/es/sde/f/2018/05/24/d5727b385d03345fbbfcdc75ebcdbe7c_FORMATO.png",98034,27,292,"gol","Nulo",0,0.98,0,-0.4,7,"292",1,1,1,1,NA,58,NA,NA,6,10,NA,NA,NA,NA,NA,NA,NA,NA
"408","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2019/03/30/e389d21dd5909e815633dfb6c0fffca7_FORMATO.png",69705,27,293,"mei","Provável",16.6,11.46,2.58,2.18,16,"293",2,12,21,25,8,103,NA,NA,NA,NA,2,8,12,2,1,NA,NA,1
"409","Marcos da Silva França","keno","Keno","https://s.glbimg.com/es/sde/f/2020/08/31/1c7eb530ff0944a5fb26c266c76aac9c_FORMATO.png",86485,27,282,"ata","Nulo",4.8,14.18,-0.15,7.11,23,"282",4,35,29,39,21,220,NA,NA,NA,NA,5,24,28,4,10,NA,NA,1
"410","Rodrigo Nestor Bertalia","rodrigo-nestor","Rodrigo Nestor","https://s.glbimg.com/es/sde/f/2019/12/07/0b3e5d02f629008714cf1410e53eb9b6_FORMATO.png",106822,27,276,"mei","Nulo",0,1.52,-0.27,0.32,4,"276",1,3,3,2,NA,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"411","Raphael Cavalcante Veiga","raphael-veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2020/10/05/eba17da38b8f96bc0a8b648fa5aa7acc_FORMATO.png",94509,27,275,"mei","Nulo",-0.4,9.12,-0.49,5.46,17,"275",2,17,18,25,1,90,NA,NA,NA,NA,1,6,12,NA,8,NA,NA,NA
"412","Roberto Pimenta Vinagre Filho","betinho","Betinho","https://s.glbimg.com/es/sde/f/2020/02/27/d7282d39e0f03cd1978cb07173ea3ead_FORMATO.png",82876,27,292,"mei","Nulo",1.6,4.37,0.17,1.56,14,"292",3,34,27,12,NA,67,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA
"413","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2020/08/07/30c87e07fe73b6315d5dd92b27e9ea12_FORMATO.png",90768,27,280,"zag","Provável",2.7,1.32,0.46,0.17,6,"280",1,10,5,2,NA,13,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"414","Jonas Gabriel da Silva Nunes","toro","Toró","https://s.glbimg.com/es/sde/f/2019/04/01/537547b0687a098437442f6632e753bc_FORMATO.png",101885,27,276,"ata","Nulo",0.9,3.15,-0.18,1.43,6,"276",NA,2,NA,1,NA,5,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA
"415","Leonardo Rech Ortiz","leo-ortiz","Léo Ortiz","https://s.glbimg.com/es/sde/f/2020/07/28/090452058da707cf73facf6249235bfb_FORMATO.png",97867,27,280,"zag","Provável",6,8.85,0.84,3.13,26,"280",3,46,15,11,NA,116,5,NA,NA,NA,NA,2,7,1,3,NA,1,NA
"416","Bruno Roberto Pereira da Silva","bruninho","Bruninho","https://s.glbimg.com/es/sde/f/2020/07/19/a8a4dd85c718d51ded9273e2453ecfd5_FORMATO.png",101716,27,292,"mei","Nulo",0,3.43,-0.05,1.09,12,"292",1,7,5,3,1,23,NA,NA,NA,NA,NA,3,3,2,NA,NA,NA,NA
"417","Alesandro dos Santos Pereira","ale-santos","Alê Santos","https://s.glbimg.com/es/sde/f/2020/02/27/5751271b660f08e0407f7ee70d3e829f_FORMATO.png",99256,27,292,"mei","Nulo",0,2,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","Guilherme Antonio Arana Lopes","guilherme-arana","Guilherme Arana","https://s.glbimg.com/es/sde/f/2020/08/31/cf251bf07d0350a8081b6b0e7bfb7950_FORMATO.png",87228,27,282,"lat","Nulo",9.9,17.61,0.73,5.16,24,"282",3,39,30,22,1,256,9,NA,NA,NA,4,15,17,NA,3,NA,NA,NA
"419","Joao Robin Rojas Mendoza","joao-rojas","Joao Rojas","https://s.glbimg.com/es/sde/f/2020/03/09/df53a31bb47d9ca7d71c5826b26910ea_FORMATO.png",70784,27,276,"ata","Nulo",0,6,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","João Igor Oliveira de Santana","joao-igor","João Igor","https://s.glbimg.com/es/sde/f/2020/02/27/e7e17a777e58973a249cd30a2e3df0f0_FORMATO.png",104217,27,292,"mei","Nulo",0,1.93,0,-0.37,3,"292",NA,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Cleiton Schwengber","cleiton","Cleiton","https://s.glbimg.com/es/sde/f/2020/08/11/56999db7c665007bbfe8c1e1b0e76f8d_FORMATO.png",93882,27,280,"gol","Provável",-2.4,0.78,-0.01,-0.25,20,"280",NA,NA,NA,2,NA,140,4,NA,8,22,NA,NA,NA,NA,NA,NA,NA,NA
"422","José Joaquim de Carvalho","zeca","Zeca","https://s.glbimg.com/es/sde/f/2020/08/26/44eafed43db0f7d9f5ef802ee7efa7aa_FORMATO.jpeg",94976,27,290,"ata","Nulo",0,0.75,0,-1.07,3,"290",1,1,3,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Claudio Luiz Rodrigues Parisi Leonel","claudinho","Claudinho","https://s.glbimg.com/es/sde/f/2020/07/28/552853b4ec9d01e9cfe52d7863da96fd_FORMATO.png",92630,27,280,"ata","Nulo",0.4,13.51,-1.14,5.16,23,"280",3,35,19,35,4,224,NA,NA,NA,NA,1,19,23,NA,8,NA,NA,1
"424","Everton Felipe de Oliveira Silva","everton-felipe","Everton Felipe","https://s.glbimg.com/es/sde/f/2020/07/16/8e57cefa124fc249fc9e07be0e3dc8bc_FORMATO.png",86519,27,373,"mei","Nulo",0,2.95,0,0.76,13,"373",2,10,6,17,NA,79,NA,1,NA,NA,1,4,2,NA,NA,NA,NA,NA
"425","Júlio César de Souza Santos","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2020/07/28/d011e4a2fb177d4a8669f9d5c77ef25e_FORMATO.png",38133,27,280,"gol","Nulo",0,4.47,0,0.75,6,"280",NA,NA,NA,NA,NA,55,1,NA,4,9,NA,NA,NA,NA,NA,1,NA,NA
"426","Bruno Nunes de Barros","bruno-tubarao","Bruno Tubarão","https://s.glbimg.com/es/sde/f/2020/07/28/463ff91ecdd216754f963fbe0244e831_FORMATO.png",93637,27,280,"mei","Nulo",0,3.8,0,2.59,19,"280",3,33,16,12,2,86,NA,NA,NA,NA,1,5,11,2,1,NA,NA,NA
"427","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2020/08/31/70a9b022ffebe02680755240aa4440cc_FORMATO.png",68928,27,282,"gol","Nulo",0,7.01,0,2,9,"282",NA,NA,1,NA,NA,65,4,1,6,7,NA,NA,NA,NA,NA,NA,NA,NA
"428","Matheus Rezende Assis","rezende","Rezende","https://s.glbimg.com/es/sde/f/2020/08/26/906a80a770a2e18eff41f8425cbd887a_FORMATO.jpeg",93798,27,290,"mei","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Weverton Guilherme da Silva Souza","weverton","Weverton","https://s.glbimg.com/es/sde/f/2020/07/28/98ed816e6bc98070a63fcc74d25eca77_FORMATO.png",104625,27,280,"lat","Nulo",0,0.99,0,0.16,5,"280",NA,2,1,NA,NA,15,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"430","Tadeu Antônio Ferreira","tadeu","Tadeu","https://s.glbimg.com/es/sde/f/2020/08/26/cf01a937d465c1d2b6417bf927da94c7_FORMATO.jpeg",82453,27,290,"gol","Provável",12.9,11.01,1.01,4.84,20,"290",NA,1,1,8,NA,191,7,NA,32,30,NA,1,NA,NA,NA,1,NA,NA
"431","Wisney Junio Dias Carvalho","wisney","Wisney","https://s.glbimg.com/es/sde/f/2020/10/26/5cb1e6fbf9b5ce0e0a160755d7befca2_FORMATO.png",107374,27,266,"lat","Nulo",0,2.64,0,2.45,2,"266",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Ytalo José Oliveira dos Santos","ytalo","Ytalo","https://s.glbimg.com/es/sde/f/2020/07/28/f5f19ab0ce1b02fc515f8bd18a88a815_FORMATO.png",53148,27,280,"ata","Nulo",7,6.85,1.28,3.13,19,"280",NA,13,17,12,5,32,NA,NA,NA,NA,3,10,11,1,2,NA,NA,NA
"433","Victor Hugo Santana Carvalho","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/07/28/51d0ea8bb18b7deb239ab41038d9cf2a_FORMATO.png",95770,27,280,"mei","Nulo",0,2.29,0,0,1,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Ligger Moreira Malaquias","ligger","Ligger","https://s.glbimg.com/es/sde/f/2020/07/28/255a365d2d791e29f34e34db72b286f4_FORMATO.png",61141,27,280,"zag","Nulo",0,4.08,0,2.44,19,"280",2,28,27,11,NA,49,5,NA,NA,NA,1,1,5,NA,NA,NA,NA,NA
"435","Luan Cândido de Almeida","luan-candido","Luan Cândido","https://s.glbimg.com/es/sde/f/2020/07/28/6e72b464ec47e25ee0d33c043677901a_FORMATO.png",100848,27,280,"lat","Nulo",0,2.35,0,2.42,6,"280",3,10,13,2,NA,44,2,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA
"436","Ronald dos Santos Lopes","ronald","Ronald","https://s.glbimg.com/es/sde/f/2020/08/11/efc2759a4d0d9b526fb58356150c1655_FORMATO.png",100969,27,356,"mei","Nulo",-1.6,2.31,-0.47,1.63,16,"356",2,25,18,18,NA,24,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA
"437","Pedro Henrique Naressi Machado","pedro-naressi","Pedro Naressi","https://s.glbimg.com/es/sde/f/2020/09/14/46ddb181165c7727e2b17d88bb13428e_FORMATO.png",98529,27,354,"mei","Nulo",0.9,1.44,-0.48,2.24,8,"354",3,14,12,8,NA,27,NA,NA,NA,NA,1,NA,2,NA,1,NA,NA,NA
"438","Thonny Anderson da Silva Carvalho","thonny-anderson","Thonny Anderson","https://s.glbimg.com/es/sde/f/2020/07/28/50ffd2282fd3da3693e850891d65327e_FORMATO.png",101484,27,280,"mei","Provável",-0.3,3.77,-0.22,0.03,8,"280",NA,3,4,2,NA,15,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,1
"439","Weverton Pereira da Silva","weverton","Weverton","https://s.glbimg.com/es/sde/f/2019/10/03/58aa0eddfe8c9c684344f4231a233ddf_FORMATO.png",71631,27,275,"gol","Nulo",7.6,8.98,1.28,2.19,21,"275",NA,1,NA,1,NA,172,8,NA,15,19,NA,NA,NA,NA,NA,NA,NA,NA
"440","Marcos Vinícius Sousa Natividade","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2020/02/27/636794bd55317612f53a95fc4663618f_FORMATO.png",102292,27,292,"ata","Provável",2.3,6.67,0.8,2.9,23,"292",7,34,31,80,NA,115,NA,NA,NA,NA,NA,2,9,NA,3,NA,NA,NA
"441","Filipe Cândido da Trindade","filipe-trindade","Filipe Trindade","https://s.glbimg.com/es/sde/f/2020/08/26/7532e21446b6281f1eb1d1a3d9e2a803_FORMATO.jpeg",105341,27,290,"mei","Nulo",0,2,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2020/07/28/add64224dcac666b23e193bb0505d8a5_FORMATO.png",62024,27,280,"lat","Provável",-0.3,3.73,-0.45,1.69,20,"280",4,34,26,12,1,183,4,NA,NA,NA,NA,2,14,NA,NA,NA,NA,NA
"443","Lucas Ribeiro dos Santos","lucas-ribeiro","Lucas Ribeiro","https://s.glbimg.com/es/sde/f/2020/08/11/93a36fa67c35580ef4e99cac7a12dff1_FORMATO.png",103088,27,285,"zag","Nulo",4,3.86,-0.17,2.5,3,"285",1,2,1,2,NA,8,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA
"444","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2020/02/27/ff4cfd7c9d5ee3bf7c1f281c6a05c147_FORMATO.png",68872,27,285,"gol","Provável",0,8.41,0,0.57,26,"285",3,1,NA,3,NA,296,10,NA,12,25,NA,NA,NA,NA,NA,NA,NA,NA
"445","Gustavo Raúl Gómez Portillo","gustavo-gomez","Gustavo Gómez","https://s.glbimg.com/es/sde/f/2020/03/09/d8945e5024344014b96d64adab91f4da_FORMATO.png",71684,27,275,"zag","Nulo",0,11.15,0,3.29,16,"275",3,27,21,15,9,52,6,1,NA,NA,1,2,5,NA,1,NA,NA,NA
"446","César Rafael Haydar Villarreal","haydar","Haydar","https://s.glbimg.com/es/sde/f/2020/08/28/ba3142fb0b8e45fc8ea4206aff5b19ea_FORMATO.png",108385,27,280,"zag","Nulo",0,2,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Carlos Eduardo Soares Mota","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2020/02/27/3e68131e760ca1e4bc68e176dfd5b5ec_FORMATO.png",90416,27,292,"gol","Nulo",0,2,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Francisco Hyun Sol Kim","chico","Chico","https://s.glbimg.com/es/sde/f/2020/08/04/13893a6365a1a9dc6fc1d57912718f8d_FORMATO.png",82407,27,373,"ata","Provável",1.1,4.7,-0.43,2.75,23,"373",2,23,28,41,1,151,NA,NA,NA,NA,3,13,11,2,1,NA,NA,NA
"449","Uillian Correia Granemann","uillian-correia","Uillian Correia","https://s.glbimg.com/es/sde/f/2020/07/28/0e53aa2f143ac0e5e0db6e7dbe0fce14_FORMATO.png",72007,27,280,"mei","Nulo",0,2.21,0,-0.67,7,"280",1,1,8,NA,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"450","Alex Alves de Lima","alex-alves","Alex Alves","https://s.glbimg.com/es/sde/f/2020/07/28/c80f00efef87f9644b9d9da2529b614c_FORMATO.png",77861,27,280,"gol","Nulo",0,1,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2020/02/27/add8047ee0515010dccf6e0d204c3bb0_FORMATO.png",79113,27,285,"zag","Provável",2.2,10.27,-0.44,2.42,25,"285",7,43,34,25,NA,178,10,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA
"452","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2020/08/11/a28703527589f89ea81cc09c82960ed6_FORMATO.png",62104,27,284,"mei","Nulo",0,4.19,0,0.93,11,"284",2,7,11,12,NA,68,NA,NA,NA,NA,2,1,3,NA,NA,NA,NA,NA
"453","Ricardo Ryller Ribeiro Lino Silva","ricardo-ryller","Ricardo Ryller","https://s.glbimg.com/es/sde/f/2020/07/28/7d5cee8aae697360315651bbeec6ac0b_FORMATO.png",85856,27,280,"mei","Provável",5.6,4.91,0.93,2.05,20,"280",8,52,52,23,NA,68,NA,NA,NA,NA,1,3,12,NA,1,NA,NA,NA
"454","Alan Steven Franco Palma","franco","Franco","https://s.glbimg.com/es/sde/f/2020/08/31/b9998b0398f68bde01652c40392cd3be_FORMATO.png",39656,27,282,"mei","Nulo",3.2,5.22,0.07,2.19,18,"282",1,22,27,14,1,63,NA,NA,NA,NA,NA,4,5,NA,3,NA,NA,NA
"455","Leonardo Javier Realpe Montaño","realpe","Realpe","https://s.glbimg.com/es/sde/f/2020/07/28/b2e83687d1e3ee5357f4fde25603a389_FORMATO.png",106299,27,280,"zag","Nulo",0,3.36,0,1.22,5,"280",1,9,1,1,NA,17,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"456","Luis Phelipe de Souza Figueiredo","luis-phelipe","Luis Phelipe","https://s.glbimg.com/es/sde/f/2020/08/28/603f9c40a4384779d4bf795d27336987_FORMATO.png",104500,27,280,"ata","Nulo",0,5.07,0,2.12,11,"280",1,9,5,12,NA,14,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA
"457","José Gabriel dos Santos Silva","ze-gabriel","Zé Gabriel","https://s.glbimg.com/es/sde/f/2020/02/28/406d8a9fc74d962738e649a8e390169e_FORMATO.png",105902,27,285,"mei","Nulo",0,2.67,0,1.52,19,"285",1,45,19,15,NA,87,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"458","Walter Kannemann","kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2018/05/21/7a4b8f949ed4d8b668d8c40a33e50edb_FORMATO.png",87342,27,284,"zag","Provável",0,8.71,0,3.66,9,"284",4,26,24,11,NA,34,5,1,NA,NA,NA,2,3,NA,NA,NA,NA,NA
"459","Pedro Henrique Alves Santana","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2020/02/27/f05e34f440e1b9e862786629262340fa_FORMATO.png",105840,27,285,"zag","Nulo",0,0.77,0,-1,1,"285",1,1,2,1,NA,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"460","Andrew Erik Feitosa","morato","Morato","https://s.glbimg.com/es/sde/f/2020/07/28/45ddb78d5fe4e30bced22de0add70650_FORMATO.png",86227,27,280,"ata","Nulo",0,2.12,0,0.22,16,"280",1,10,18,11,2,71,NA,1,NA,NA,NA,4,9,NA,NA,NA,NA,NA
"461","Vivaldo Borges dos Santos Neto","neto-borges","Neto Borges","https://s.glbimg.com/es/sde/f/2020/08/17/41d8394a0ac3ed1a3309fad199f7520d_FORMATO.png",106411,27,267,"lat","Dúvida",3.2,4.59,0.28,2.85,14,"267",3,31,17,14,1,84,3,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA
"462","Aderlan de Lima Silva","aderlan","Aderlan","https://s.glbimg.com/es/sde/f/2020/07/28/10421e422ea8a27f59d89f98423c8dab_FORMATO.png",88423,27,280,"lat","Provável",0.1,8.53,-0.38,2.57,24,"280",2,70,51,24,3,249,5,NA,NA,NA,NA,3,9,NA,NA,NA,NA,NA
"463","Jean Pyerre Casagrande Silveira Correa","jean-pyerre","Jean Pyerre","https://s.glbimg.com/es/sde/f/2019/07/09/c0831db56540c4e253fdd6affa63d176_FORMATO.png",98832,27,284,"mei","Provável",0,11.23,0,4.36,9,"284",NA,12,5,7,NA,54,NA,NA,NA,NA,1,3,15,1,1,NA,NA,NA
"464","Gabriel Bernard Conceição da Silva","gabriel-bernard","Gabriel Bernard","",109618,27,373,"gol","Nulo",0,1,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Heron Crespo da Silva","heron","Heron","https://s.glbimg.com/es/sde/f/2020/08/26/4c288b07196f199d01bf56867451c668_FORMATO.jpeg",105339,27,290,"zag","Provável",6.6,1.79,1,0.47,13,"290",3,10,12,4,NA,46,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"466","Artur Victor Guimarães","artur","Artur","https://s.glbimg.com/es/sde/f/2020/07/28/e1784a425e398f05dd3d8f178a3ddaf6_FORMATO.png",95799,27,280,"ata","Provável",1.2,11.7,-0.27,3.33,23,"280",1,29,17,48,5,210,NA,NA,NA,NA,4,13,25,2,NA,NA,NA,1
"467","Gustavo Henric da Silva","gustavo-mosquito","Gustavo Mosquito","https://s.glbimg.com/es/sde/f/2020/08/20/81a5c782b9fc85b4c16836aa362f34b8_FORMATO.png",97450,27,264,"ata","Nulo",7.3,4.19,0.24,2.44,15,"264",NA,9,10,18,1,46,NA,NA,NA,NA,1,3,5,NA,2,NA,NA,NA
"468","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2020/07/21/6ad752ca6185d76358f944dab95130fd_FORMATO.png",87863,27,262,"mei","Provável",3.1,16.91,-0.61,5.69,15,"Flamengo",NA,23,11,17,NA,146,NA,NA,NA,NA,4,8,12,1,4,NA,NA,NA
"469","Luis Manuel Orejuela García","orejuela","Orejuela","https://s.glbimg.com/es/sde/f/2020/07/19/2277b33232bf3b6a9c2e569271b9f87d_FORMATO.png",95352,27,284,"lat","Contundido",0,10.1,0,5.19,17,"284",1,49,27,23,1,164,8,NA,NA,NA,NA,3,7,1,1,NA,NA,NA
"470","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/07/21/6604f523718cb7a1b17424add935b9b8_FORMATO.png",83257,27,262,"ata","Provável",0,10.96,0,5.67,13,"Flamengo",2,4,4,11,9,68,NA,1,NA,NA,NA,11,18,1,7,NA,NA,NA
"471","Breno Washington Rodrigues da Silva","breno","Breno","https://s.glbimg.com/es/sde/f/2020/08/26/d2737704a379be01e8864b8345b30982_FORMATO.jpeg",106083,27,290,"mei","Provável",1.1,4.19,0.01,1.96,18,"290",4,54,42,22,NA,52,NA,1,NA,NA,NA,2,5,1,NA,NA,NA,NA
"472","Fagner Conserva Lemos","fagner","Fagner","https://s.glbimg.com/es/sde/f/2020/07/21/86994a3b5f98e1f43ef23a09d56aa65c_FORMATO.png",42500,27,264,"lat","Nulo",7.5,11.82,1.06,3.79,18,"264",2,51,22,16,2,203,6,1,NA,NA,NA,7,5,NA,1,NA,NA,NA
"473","Matheus Sousa de Jesus","matheus-jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2020/07/28/f6113500995af8a65418616d8f79fc39_FORMATO.png",95335,27,280,"mei","Nulo",0,4.03,0,0.95,11,"280",3,9,13,9,1,43,NA,NA,NA,NA,1,3,7,NA,NA,NA,NA,NA
"474","Fabio Augusto Luciano da Silva","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2020/08/18/1e267a7ff59ae5084d7ab501dbd5b9b7_FORMATO.png",101729,27,293,"ata","Nulo",0,2.28,0,1.98,12,"293",NA,12,5,6,2,57,NA,NA,NA,NA,NA,5,5,NA,1,NA,NA,NA
"475","Iago Pereira Mendonça","iago-mendonca","Iago Mendonça","https://s.glbimg.com/es/sde/f/2020/03/06/fbe3c389c73e71007b15dec8b347a229_FORMATO.png",105278,27,290,"zag","Nulo",0,1.53,0,4.6,2,"290",1,7,5,NA,NA,11,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA
"476","Leandro Henrique do Nascimento","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2020/08/21/0a104e26afc93ebbbf158e5bfc8a3400_FORMATO.png",91702,27,280,"ata","Nulo",-0.1,2.04,-0.21,0.76,7,"280",NA,2,2,6,NA,11,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"477","Aldemir dos Santos Ferreira","ferreira","Ferreira","https://s.glbimg.com/es/sde/f/2020/07/19/5e28328bd5d542110444e7c5562c21fe_FORMATO.png",101290,27,284,"ata","Nulo",0.5,4.86,-0.82,3.52,11,"284",NA,11,7,9,NA,29,NA,NA,NA,NA,NA,6,8,NA,2,NA,NA,NA
"478","Mauricio Aníbal Isla Isla","isla","Isla","https://s.glbimg.com/es/sde/f/2020/08/28/bfa17ba766cfaa70d4c11c51304fc336_FORMATO.png",69345,27,262,"lat","Provável",3.1,8.91,-1.13,3.49,17,"Flamengo",4,34,21,10,6,120,4,NA,NA,NA,5,NA,1,NA,1,NA,NA,NA
"479","Rafael Navarro Leal","rafael-navarro","Rafael Navarro","https://s.glbimg.com/es/sde/f/2020/07/20/893ac0fe6c55a42b91ef4744f6ca7d4b_FORMATO.png",105770,27,263,"ata","Nulo",0,2,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Vitor João Batista Santos","vitao","Vitão","https://s.glbimg.com/es/sde/f/2020/08/19/8d89e0782d31ffe143e665f63aca12a9_FORMATO.png",109318,27,354,"zag","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Gabriel Santos Cordeiro Lacerda","gabriel-lacerda","Gabriel Lacerda","https://s.glbimg.com/es/sde/f/2020/07/21/3dc2061d37b1f85d9dd8d9dd72cb35de_FORMATO.png",108176,27,354,"zag","Nulo",0,3.37,0,3.01,8,"354",NA,6,3,3,NA,32,3,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"482","Luciano Batista da Silva Junior","luciano-juba","Luciano Juba","https://s.glbimg.com/es/sde/f/2020/02/27/31b914c6b9a40f145d57b7006f20116e_FORMATO.png",107093,27,292,"lat","Nulo",0,3.25,0,2.38,15,"292",1,20,10,1,NA,109,3,NA,NA,NA,2,1,1,2,NA,NA,NA,NA
"483","Rodrigo dos Santos de Freitas","rodrigo-freitas","Rodrigo Freitas","https://s.glbimg.com/es/sde/f/2020/09/04/018d68fa1c6441d3b39970cfad8ee083_FORMATO.png",103261,27,276,"zag","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Nathanael Ananias da Silva","nathan-silva","Nathan Silva","https://s.glbimg.com/es/sde/f/2020/03/03/b83d40e4104fc0cb62636da75ac2daaa_FORMATO.png",95794,27,294,"mei","Nulo",0,1.56,0,0.17,9,"Coritiba",6,13,24,8,NA,26,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA
"485","Natanael Moreira Milouski","natanael","Natanael","https://s.glbimg.com/es/sde/f/2020/03/03/2c9e5951bc7a8dfb8ed3c7f7759e59f6_FORMATO.png",107554,27,294,"lat","Nulo",0.1,1.94,-0.74,2.08,12,"Coritiba",NA,21,19,12,1,48,3,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA
"486","Maicon Thiago Pereira de Souza","maicon","Maicon","https://s.glbimg.com/es/sde/f/2018/05/21/34502d57cb34fa46bd51d3bd901d38bb_FORMATO.png",38196,27,284,"mei","Nulo",0,3.39,0,0.7,10,"284",1,9,8,3,NA,35,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA
"487","Jaime Alberto Alvarado Hoyos","alvarado","Alvarado","https://s.glbimg.com/es/sde/f/2020/07/25/4a02063b707aa80eda6644030e78eaf9_FORMATO.png",107991,27,293,"mei","Nulo",0,3.07,0,0.36,9,"293",2,8,6,1,NA,12,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
