"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DD","DP","DS","FC","FD","FF","FS","G","GS","PI","SG","A","I","FT","PP","CV","GC"
"411","Kaio Magno Bacelar Martins","kaio-magno","Kaio Magno","https://s.glbimg.com/es/sde/f/2020/08/17/c109a1096391cd5858b3c928807a4cc9_FORMATO.png",106200,26,267,"ata","Nulo",0,2,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","Bruno Gomes da Silva Clevelário","bruno-gomes","Bruno Gomes","https://s.glbimg.com/es/sde/f/2020/08/17/76089d8528afa499ba3467eaa5e1b180_FORMATO.png",106202,26,267,"mei","Nulo",-1.6,2.28,-0.38,0.37,11,"267",2,NA,NA,18,18,1,2,20,NA,NA,37,NA,NA,NA,NA,NA,2,NA
"413","Maílson Tenório dos Santos","mailson","Maílson","https://s.glbimg.com/es/sde/f/2018/05/24/d5727b385d03345fbbfcdc75ebcdbe7c_FORMATO.png",98034,26,292,"gol","Nulo",0,0.98,0,-0.4,7,"292",1,6,NA,1,1,NA,NA,1,NA,10,58,NA,NA,NA,NA,NA,NA,NA
"414","Leandro Castan da Silva","leandro-castan","Leandro Castan","https://s.glbimg.com/es/sde/f/2020/08/17/49c8817c8d46dc60dc7ed4af79fa9953_FORMATO.png",38505,26,267,"zag","Provável",6.3,12.85,1.34,2.63,16,"267",2,NA,NA,32,19,1,1,16,NA,NA,64,4,NA,NA,NA,NA,NA,NA
"415","João Lucas Souza Cardoso","johnny","Johnny ","https://s.glbimg.com/es/sde/f/2020/02/27/fd6f78bc8647dd5e9fc9090d28654546_FORMATO.png",106002,26,285,"mei","Contundido",0,2.14,0,2.21,7,"285",NA,NA,NA,14,3,1,2,5,NA,NA,23,NA,NA,NA,NA,NA,NA,NA
"416","Sander Henrique Bortolotto","sander","Sander","https://s.glbimg.com/es/sde/f/2020/02/27/a37c5329c7b02ddb15c081c9d02ebed3_FORMATO.png",86391,26,292,"lat","Nulo",0,8.94,0,2.43,14,"292",3,NA,NA,41,15,1,3,28,NA,NA,111,1,NA,NA,NA,NA,1,NA
"417","João Igor Oliveira de Santana","joao-igor","João Igor","https://s.glbimg.com/es/sde/f/2020/02/27/e7e17a777e58973a249cd30a2e3df0f0_FORMATO.png",104217,26,292,"mei","Nulo",0,1.93,0,-0.37,3,"292",NA,NA,NA,NA,3,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"418","Guilherme Antonio Arana Lopes","guilherme-arana","Guilherme Arana","https://s.glbimg.com/es/sde/f/2020/08/31/cf251bf07d0350a8081b6b0e7bfb7950_FORMATO.png",87228,26,282,"lat","Provável",0,16.88,0,4.95,23,"282",3,NA,NA,38,27,15,16,20,3,NA,242,8,3,1,NA,NA,NA,NA
"419","Roberto Pimenta Vinagre Filho","betinho","Betinho","https://s.glbimg.com/es/sde/f/2020/02/27/d7282d39e0f03cd1978cb07173ea3ead_FORMATO.png",82876,26,292,"mei","Nulo",0.3,4.2,-0.02,1.56,13,"292",3,NA,NA,32,26,NA,3,12,NA,NA,60,NA,1,NA,NA,NA,NA,NA
"420","Rafael Thyere de Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2020/02/27/cd5877e8c279581d18c1826dd364a279_FORMATO.png",83048,26,292,"zag","Nulo",0,2.91,0,2.47,3,"292",1,NA,NA,1,1,NA,NA,NA,NA,NA,11,2,NA,NA,NA,NA,NA,NA
"421","Gabriel Veron Fonseca de Souza","gabriel-veron","Gabriel Veron","https://s.glbimg.com/es/sde/f/2020/01/20/4d926ee7edebf4a6823049ca2eb242a7_FORMATO.png",103764,26,275,"ata","Nulo",-0.2,5.4,-0.41,2.89,14,"275",1,NA,NA,15,14,2,3,12,3,NA,43,NA,1,2,NA,NA,NA,NA
"422","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2020/07/20/8da72cb158360ebe2e1e03b6c12b81dd_FORMATO.png",60969,26,292,"lat","Provável",1,8.42,-1.7,3.02,24,"292",2,NA,NA,41,35,2,13,28,1,NA,215,4,5,6,1,NA,1,NA
"423","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2020/02/27/9cee4ad663339179015a63de55e0cde2_FORMATO.png",84855,26,292,"lat","Nulo",-1,4.43,-1.44,5.23,4,"292",NA,NA,NA,6,2,1,NA,2,NA,NA,13,3,NA,NA,NA,NA,NA,NA
"424","Bruno Roberto Pereira da Silva","bruninho","Bruninho","https://s.glbimg.com/es/sde/f/2020/07/19/a8a4dd85c718d51ded9273e2453ecfd5_FORMATO.png",101716,26,292,"mei","Nulo",0,3.48,0,1.19,11,"292",1,NA,NA,7,5,3,3,3,NA,NA,23,NA,NA,1,2,NA,NA,NA
"425","Alexandre de Almeida da Silva Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2020/03/13/7c86524fe7de88fe7eaf75ee5df21eb2_FORMATO.png",107677,26,267,"mei","Nulo",-0.5,2.54,-0.5,1.45,7,"267",NA,NA,NA,6,3,NA,1,4,NA,NA,22,NA,1,NA,NA,NA,NA,NA
"426","Breno Vinícius Rodrigues Borges","breno","Breno","https://s.glbimg.com/es/sde/f/2020/08/17/b1730b6254a951e4bbb94d46fa7261ad_FORMATO.png",50408,26,267,"zag","Contundido",0,6,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","Alesandro dos Santos Pereira","ale-santos","Alê Santos","https://s.glbimg.com/es/sde/f/2020/02/27/5751271b660f08e0407f7ee70d3e829f_FORMATO.png",99256,26,292,"mei","Nulo",0,2,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Leonardo Javier Realpe Montaño","realpe","Realpe","https://s.glbimg.com/es/sde/f/2020/07/28/b2e83687d1e3ee5357f4fde25603a389_FORMATO.png",106299,26,280,"zag","Nulo",0,3.36,0,1.22,5,"280",1,NA,NA,9,1,NA,1,1,NA,NA,17,NA,NA,NA,NA,NA,NA,NA
"429","Gabriel Vinícius Menino","gabriel-menino","Gabriel Menino","https://s.glbimg.com/es/sde/f/2020/01/20/119d338ee09aacf08faae33fa7047de7_FORMATO.png",103767,26,275,"mei","Provável",1.9,6.09,-1.2,3.28,19,"275",6,NA,NA,48,28,5,14,40,NA,NA,149,NA,4,4,NA,NA,NA,NA
"430","Thonny Anderson da Silva Carvalho","thonny-anderson","Thonny Anderson","https://s.glbimg.com/es/sde/f/2020/07/28/50ffd2282fd3da3693e850891d65327e_FORMATO.png",101484,26,280,"mei","Nulo",0.7,3.99,-1.07,0.08,7,"280",NA,NA,NA,3,3,NA,1,1,1,NA,12,NA,NA,NA,NA,1,1,NA
"431","Carlos Eduardo Soares Mota","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2020/02/27/3e68131e760ca1e4bc68e176dfd5b5ec_FORMATO.png",90416,26,292,"gol","Nulo",0,2,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Ligger Moreira Malaquias","ligger","Ligger","https://s.glbimg.com/es/sde/f/2020/07/28/255a365d2d791e29f34e34db72b286f4_FORMATO.png",61141,26,280,"zag","Provável",-0.4,4.08,0.2,2.44,19,"280",2,NA,NA,28,27,1,5,11,NA,NA,49,5,1,NA,NA,NA,NA,NA
"433","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/08/17/c3880e0855085540096eb79ca1b203f2_FORMATO.png",68896,26,267,"lat","Contundido",0,7,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Everton Felipe de Oliveira Silva","everton-felipe","Everton Felipe","https://s.glbimg.com/es/sde/f/2020/07/16/8e57cefa124fc249fc9e07be0e3dc8bc_FORMATO.png",86519,26,373,"mei","Nulo",0,2.95,0,0.76,13,"373",2,NA,NA,10,6,4,2,17,NA,NA,79,NA,1,NA,NA,NA,1,NA
"435","Marcos Vinícius Sousa Natividade","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2020/02/27/636794bd55317612f53a95fc4663618f_FORMATO.png",102292,26,292,"ata","Provável",-3.2,5.87,-1.03,2.93,22,"292",7,NA,NA,31,27,2,8,77,3,NA,105,NA,NA,NA,NA,NA,NA,NA
"436","Wesley Ribeiro Silva","wesley","Wesley","https://s.glbimg.com/es/sde/f/2020/03/09/a109fbcc7f3230d816eba0d842c3c2fd_FORMATO.png",105811,26,275,"ata","Contundido",0,6.73,0,4.59,13,"275",2,NA,NA,16,16,9,11,22,2,NA,49,NA,2,4,2,NA,NA,NA
"437","Maxwell Lima Santos Silva","maxwell","Maxwell","https://s.glbimg.com/es/sde/f/2020/02/27/6dd964a64713673b192cdf5819becdb7_FORMATO.png",107092,26,292,"ata","Nulo",0,2.1,0,0.95,4,"292",NA,NA,NA,3,1,NA,1,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"438","Cristiano da Silva Vidal","vidal","Vidal","https://s.glbimg.com/es/sde/f/2020/07/19/36c40558e9926c8e0a5f84347d08142e_FORMATO.png",95540,26,290,"lat","Nulo",0,1.43,0,-0.7,1,"290",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"439","Luciano Batista da Silva Junior","luciano-juba","Luciano Juba","https://s.glbimg.com/es/sde/f/2020/02/27/31b914c6b9a40f145d57b7006f20116e_FORMATO.png",107093,26,292,"lat","Nulo",0,3.25,0,2.38,15,"292",1,NA,NA,20,10,1,1,1,NA,NA,109,3,2,NA,2,NA,NA,NA
"440","Victor Luis Chuab Zamblauskas","victor-luis","Victor Luis","https://s.glbimg.com/es/sde/f/2020/07/21/63b1b5162d56c5b17d785e530bc0fd50_FORMATO.png",86410,26,263,"lat","Provável",0,9.03,0,4.08,17,"263",1,NA,NA,50,17,5,4,16,2,NA,141,3,1,NA,NA,1,1,NA
"441","Ulisses Wilson Jeronymo Rocha ","ulisses","Ulisses","https://s.glbimg.com/es/sde/f/2020/08/17/0e567592573809f02b9880554b15c431_FORMATO.png",101647,26,267,"zag","Nulo",0,2,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Ytalo José Oliveira dos Santos","ytalo","Ytalo","https://s.glbimg.com/es/sde/f/2020/07/28/f5f19ab0ce1b02fc515f8bd18a88a815_FORMATO.png",53148,26,280,"ata","Provável",-0.7,5.57,-0.31,2.92,18,"280",NA,NA,NA,11,17,9,10,12,2,NA,32,NA,3,5,NA,NA,NA,NA
"443","Júlio César de Souza Santos","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2020/07/28/d011e4a2fb177d4a8669f9d5c77ef25e_FORMATO.png",38133,26,280,"gol","Nulo",0,4.47,0,0.75,6,"280",NA,4,1,NA,NA,NA,NA,NA,NA,9,55,1,NA,NA,NA,NA,NA,NA
"444","Luan Cândido de Almeida","luan-candido","Luan Cândido","https://s.glbimg.com/es/sde/f/2020/07/28/6e72b464ec47e25ee0d33c043677901a_FORMATO.png",100848,26,280,"lat","Dúvida",0,2.35,0,2.42,6,"280",3,NA,NA,10,13,NA,3,2,1,NA,44,2,NA,NA,NA,NA,NA,NA
"445","Matheus dos Santos Miranda","miranda","Miranda","https://s.glbimg.com/es/sde/f/2020/08/17/1cbd279a52f1e6ab977c059e6068442a_FORMATO.png",101720,26,267,"zag","Nulo",0,3.34,0,1.56,17,"267",1,NA,NA,30,18,NA,1,11,NA,NA,91,2,NA,NA,NA,NA,NA,NA
"446","Francisco Alves da Silva Melo","chico","Chico","https://s.glbimg.com/es/sde/f/2020/02/27/091e13c92c44ecc1214f5f2ecd1f2b5d_FORMATO.png",99253,26,292,"zag","Nulo",0,2.78,0,2.74,11,"292",1,NA,NA,18,6,NA,1,2,NA,NA,47,4,NA,NA,NA,NA,NA,NA
"447","Leonardo Natel Vieira","leo-natel","Léo Natel","https://s.glbimg.com/es/sde/f/2020/07/21/75fe8f637b732326ab10856c62020124_FORMATO.png",98952,26,264,"ata","Nulo",0,4.01,-0.56,1.82,17,"264",1,NA,NA,16,26,5,8,11,2,NA,69,NA,1,4,NA,NA,NA,NA
"448","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2020/07/28/add64224dcac666b23e193bb0505d8a5_FORMATO.png",62024,26,280,"lat","Dúvida",2.2,4.18,-0.39,1.8,19,"280",4,NA,NA,34,26,2,14,11,NA,NA,175,4,NA,1,NA,NA,NA,NA
"449","Kevin Peterson dos Santos Silva","kevin","Kevin ","https://s.glbimg.com/es/sde/f/2020/07/22/3146ee098c41caa4d1ed2022bd3dc17e_FORMATO.png",91888,26,263,"lat","Provável",1.1,3.01,-0.45,1.36,18,"263",2,NA,NA,39,21,3,1,19,NA,NA,237,2,1,1,NA,NA,NA,1
"450","Weverton Guilherme da Silva Souza","weverton","Weverton","https://s.glbimg.com/es/sde/f/2020/07/28/98ed816e6bc98070a63fcc74d25eca77_FORMATO.png",104625,26,280,"lat","Nulo",0,0.99,0,0.16,5,"280",NA,NA,NA,2,1,NA,1,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA
"451","Tomás Esteban Cuello","cuello","Cuello","https://s.glbimg.com/es/sde/f/2020/07/28/1eeacbdffc5dd751f52728c41e6c3146_FORMATO.png",98909,26,280,"mei","Nulo",0,1.77,0,1.08,9,"280",2,NA,NA,9,9,4,3,4,NA,NA,30,NA,NA,NA,1,NA,NA,NA
"452","Lucas Andrés Mugni","lucas-mugni","Lucas Mugni","https://s.glbimg.com/es/sde/f/2020/02/27/30e6367d1c02b5a0bdbbafbd7689f58b_FORMATO.png",81121,26,292,"mei","Provável",8.4,6.01,1.28,3.17,21,"292",2,NA,NA,56,22,4,8,13,1,NA,132,NA,3,4,NA,NA,NA,NA
"453","Uillian Correia Granemann","uillian-correia","Uillian Correia","https://s.glbimg.com/es/sde/f/2020/07/28/0e53aa2f143ac0e5e0db6e7dbe0fce14_FORMATO.png",72007,26,280,"mei","Nulo",0,2.21,0,-0.67,7,"280",1,NA,NA,1,8,NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"454","Eric dos Santos Rodrigues","ramires","Ramires","https://s.glbimg.com/es/sde/f/2020/11/18/df8a0d80a74054663ff19ac2bd6c6799_FORMATO.png",103295,26,280,"mei","Provável",0.1,4.08,-0.07,-0.3,4,"280",NA,NA,NA,NA,3,NA,1,3,NA,NA,10,NA,NA,2,NA,NA,NA,NA
"455","Ronaldo Henrique Silva","ronaldo-silva","Ronaldo Silva","https://s.glbimg.com/es/sde/f/2020/07/19/6262a00677d1041e87f100faa6c04f45_FORMATO.png",71640,26,292,"ata","Nulo",0,0.81,0,-2.2,3,"292",1,NA,NA,1,1,1,NA,NA,NA,NA,3,NA,NA,2,NA,NA,1,NA
"456","Paulo Henrique Pereira da Silva","paulinho-boia","Paulinho Bóia","https://s.glbimg.com/es/sde/f/2020/07/21/b835e53eaf060e493f1fdd092c0174c6_FORMATO.png",100333,26,276,"ata","Nulo",0,4.79,0,3.1,9,"276",NA,NA,NA,11,8,4,6,18,NA,NA,22,NA,NA,3,2,NA,NA,NA
"457","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2020/03/09/dcd863bb1e191c65dfdeac7713a01704_FORMATO.png",81677,26,277,"mei","Contundido",0,5.65,0,1.66,12,"Santos",1,NA,NA,15,11,6,7,18,NA,NA,98,NA,1,1,NA,1,NA,NA
"458","Luan Silva dos Santos","luan-silva","Luan Silva","https://s.glbimg.com/es/sde/f/2020/03/07/9323f3231e0e80378421c98fe7c6b795_FORMATO.png",102295,26,275,"ata","Contundido",0,2,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Brenner Souza da Silva","brenner","Brenner","https://s.glbimg.com/es/sde/f/2020/07/23/08b2259246ad0fdc037dd11a4549d219_FORMATO.png",99789,26,276,"ata","Provável",0,6.36,0,4.86,17,"276",3,NA,NA,9,14,10,14,26,6,NA,30,NA,1,5,1,NA,NA,NA
"460","Lucas Esteves de Souza","esteves","Esteves","https://s.glbimg.com/es/sde/f/2019/07/08/cd984c932e6f6d7e51df1e0963c5513e_FORMATO.jpeg",100846,26,275,"lat","Nulo",0,1.4,0,-0.57,3,"275",1,NA,NA,3,4,NA,NA,2,NA,NA,17,NA,NA,NA,NA,NA,NA,NA
"461","Ángelo Giovanni Araos Llanos","araos","Araos","https://s.glbimg.com/es/sde/f/2020/07/21/e063b0d6307468bf5a905f24f53404ff_FORMATO.png",102352,26,264,"mei","Nulo",0,6.35,0,2.95,8,"264",2,NA,NA,7,8,2,4,9,1,NA,35,NA,2,NA,NA,NA,NA,NA
"462","Rafael Forster","rafael-forster","Rafael Forster","https://s.glbimg.com/es/sde/f/2020/07/25/45f0a542e4a96e80e8787fdca06ccec8_FORMATO.png",82764,26,263,"zag","Nulo",1.2,3.12,0.03,1.05,16,"263",2,NA,NA,15,15,1,6,14,NA,NA,86,3,NA,2,NA,NA,1,NA
"463","Ronald Eugenio de Carvalho","ronald","Ronald","https://s.glbimg.com/es/sde/f/2020/09/12/1bacb8a07309ad193ebc313bce31a3eb_FORMATO.png",109860,26,264,"zag","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Ramon Rodrigo de Carvalho","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/03/01/96275404d7db5a1ad2bda2053ea034fd_FORMATO.png",103515,26,265,"mei","Nulo",2.3,1.09,0.27,0.26,5,"265",1,NA,NA,4,5,1,NA,3,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
"465","Marcos Antônio Almeida Silva","marcao-silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2020/02/27/79ca1f19561511f316107b776b58d2e4_FORMATO.png",78856,26,292,"mei","Provável",-0.1,4.16,-0.32,1.81,14,"292",3,NA,NA,30,27,NA,4,11,1,NA,18,NA,NA,NA,NA,NA,NA,NA
"466","Lucas Lourenço Andrade","lucas-lourenco","Lucas Lourenço","https://s.glbimg.com/es/sde/f/2018/03/21/f7982f701870b51a5c2699877f0f30c6_FORMATO.png",101580,26,277,"mei","Nulo",2,2.52,0.25,0.74,12,"Santos",2,NA,NA,11,10,1,2,12,NA,NA,20,NA,NA,NA,NA,NA,NA,NA
"467","Mateus Eduardo Claus","mateus-claus","Mateus Claus","https://s.glbimg.com/es/sde/f/2020/07/20/20b5a80823c74d5c1a1dfcae3aca571b_FORMATO.png",90590,26,265,"gol","Nulo",0,3.77,0,7.9,2,"265",NA,6,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA
"468","Alex Alves de Lima","alex-alves","Alex Alves","https://s.glbimg.com/es/sde/f/2020/07/28/c80f00efef87f9644b9d9da2529b614c_FORMATO.png",77861,26,280,"gol","Nulo",0,1,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Geilson Cerqueira Almeida","geilson","Geilson","https://s.glbimg.com/es/sde/f/2020/09/13/5207c4706aaf2d2b36e55db1e5a4a7ae_FORMATO.png",107882,26,356,"mei","Nulo",0,1,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","César Coelho Campos Júnior","cesinha","Cesinha","https://s.glbimg.com/es/sde/f/2020/11/05/e2a81a7381cac3a02c6d73e7ba2e403c_FORMATO.png",107746,26,263,"mei","Nulo",0,1,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Iván Darío Angulo Cortés","ivan-angulo","Iván Angulo","https://s.glbimg.com/es/sde/f/2020/10/31/2d48ba4a777a29e1dda705093ee62984_FORMATO.png",105841,26,263,"ata","Contundido",0,2.09,0,-5.6,1,"263",NA,NA,NA,1,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"472","Leonardo Borges da Silva","leonardo-borges","Leonardo Borges","https://s.glbimg.com/es/sde/f/2020/07/26/c3a222558472978d707d1cf23e5f8139_FORMATO.png",105839,26,285,"lat","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Diego Henrique Costa Barbosa","diego","Diego","https://s.glbimg.com/es/sde/f/2020/08/31/f816dcd588832ba23a528a2a17f81b46_FORMATO.png",101728,26,276,"zag","Nulo",0,3.8,0,2.58,14,"276",2,NA,NA,27,29,3,4,14,NA,NA,62,4,NA,NA,NA,NA,NA,NA
"474","Carlos Eduardo da Silva Rodrigues Lima","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2020/07/20/e4dbbf8866206bb1c0611baf30621efc_FORMATO.png",107756,26,285,"zag","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Ruan de Oliveira Ferreira","ruan","Ruan","https://s.glbimg.com/es/sde/f/2020/08/18/46767ddb19cde394d78839a4e9182e63_FORMATO.png",104153,26,264,"mei","Contundido",0,1.22,0,0.77,4,"264",NA,NA,NA,3,2,NA,1,2,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"476","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2020/08/07/30c87e07fe73b6315d5dd92b27e9ea12_FORMATO.png",90768,26,280,"zag","Nulo",0,0.86,0,-0.34,5,"280",1,NA,NA,8,5,NA,NA,2,NA,NA,12,NA,NA,NA,NA,NA,1,NA
"477","Jaime Alberto Alvarado Hoyos","alvarado","Alvarado","https://s.glbimg.com/es/sde/f/2020/07/25/4a02063b707aa80eda6644030e78eaf9_FORMATO.png",107991,26,293,"mei","Nulo",-1.6,3.07,-0.34,0.36,9,"293",2,NA,NA,8,6,NA,NA,1,NA,NA,12,NA,NA,NA,1,NA,NA,NA
"478","Thiago Eduardo de Andrade","thiago-andrade","Thiago Andrade","https://s.glbimg.com/es/sde/f/2020/07/21/163c66fbf49410b2857a538d17b1b433_FORMATO.png",109404,26,265,"ata","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Alerrandro Barra Mansa Realino de Souza","alerrandro","Alerrandro","https://s.glbimg.com/es/sde/f/2020/07/28/e7ad33aff8b2ab2890e6f1e782d86362_FORMATO.png",101715,26,280,"ata","Nulo",0.2,10.04,-0.02,4.66,15,"280",NA,NA,NA,6,9,5,9,20,5,NA,42,NA,2,5,2,1,NA,NA
"480","Leonardo Ferreira Gonçalves","leo-ferreira","Léo Ferreira","https://s.glbimg.com/es/sde/f/2020/09/16/af972d3c671cad3d18f6cfdebf06700c_FORMATO.png",107760,26,285,"ata","Nulo",0,1.45,0,1.5,1,"285",NA,NA,NA,NA,1,NA,3,1,NA,NA,4,NA,NA,1,NA,NA,NA,NA
"481","Brenno Oliveira Fraga Costa","brenno","Brenno","https://s.glbimg.com/es/sde/f/2020/07/19/1748daa635dc775b9136f10307a95ab1_FORMATO.png",100830,26,284,"gol","Nulo",0,1,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Matheus Nascimento de Paula","matheus-nascimento","Matheus Nascimento","https://s.glbimg.com/es/sde/f/2020/08/31/21f8af047c8476ce2fe45bfe2b91e4ea_FORMATO.png",109114,26,263,"ata","Nulo",0,0.77,0,-0.5,1,"263",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Ezequiel Cerutti","cerutti","Cerutti","https://s.glbimg.com/es/sde/f/2020/10/20/4e7dc54de447fc159cc6c6d46dd571fe_FORMATO.png",91502,26,294,"ata","Contundido",0,6.01,0,-0.4,2,"Coritiba",NA,NA,NA,NA,3,NA,NA,3,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
"484","Francisco Hyun Sol Kim","chico","Chico","https://s.glbimg.com/es/sde/f/2020/08/04/13893a6365a1a9dc6fc1d57912718f8d_FORMATO.png",82407,26,373,"ata","Provável",0,5.13,0,2.83,22,"373",2,NA,NA,22,26,12,11,39,1,NA,140,NA,3,1,2,NA,NA,NA
"485","Cauê Vinicius dos Santos","caue","Cauê","https://s.glbimg.com/es/sde/f/2020/09/15/07d411e831c63fa81f7f5ce687416942_FORMATO.png",104664,26,264,"ata","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Ricardo Ryller Ribeiro Lino Silva","ricardo-ryller","Ricardo Ryller","https://s.glbimg.com/es/sde/f/2020/07/28/7d5cee8aae697360315651bbeec6ac0b_FORMATO.png",85856,26,280,"mei","Nulo",0,3.98,0,1.86,19,"280",8,NA,NA,48,52,3,10,22,1,NA,63,NA,1,NA,NA,NA,NA,NA
"487","Aderlan de Lima Silva","aderlan","Aderlan","https://s.glbimg.com/es/sde/f/2020/07/28/10421e422ea8a27f59d89f98423c8dab_FORMATO.png",88423,26,280,"lat","Provável",1.7,8.91,0.13,2.68,23,"280",2,NA,NA,69,50,3,8,24,NA,NA,242,5,NA,2,NA,NA,NA,NA
"488","Luis Manuel Orejuela García","orejuela","Orejuela","https://s.glbimg.com/es/sde/f/2020/07/19/2277b33232bf3b6a9c2e569271b9f87d_FORMATO.png",95352,26,284,"lat","Contundido",0,10.1,0,5.19,17,"284",1,NA,NA,49,27,3,7,23,1,NA,164,8,NA,1,1,NA,NA,NA
"489","Andrew Erik Feitosa","morato","Morato","https://s.glbimg.com/es/sde/f/2020/07/28/45ddb78d5fe4e30bced22de0add70650_FORMATO.png",86227,26,280,"ata","Nulo",-0.2,2.12,-0.03,0.22,16,"280",1,NA,NA,10,18,4,9,11,NA,NA,71,NA,NA,2,NA,NA,1,NA
"490","Mariano Ferreira Filho","mariano","Mariano","https://s.glbimg.com/es/sde/f/2020/08/31/50061e6cc612276277686e788cb0ac4c_FORMATO.png",38877,26,282,"lat","Nulo",0,7.98,0,2.64,7,"282",1,NA,NA,18,8,1,NA,5,NA,NA,72,1,1,NA,NA,NA,NA,NA
"491","Alan Steven Franco Palma","franco","Franco","https://s.glbimg.com/es/sde/f/2020/08/31/b9998b0398f68bde01652c40392cd3be_FORMATO.png",39656,26,282,"mei","Provável",0,5.15,0,2.13,17,"282",1,NA,NA,18,26,4,5,14,3,NA,60,NA,NA,1,NA,NA,NA,NA
"492","João Vitor Xavier de Almeida","xavier","Xavier","https://s.glbimg.com/es/sde/f/2020/11/03/e415b179b0e3eb537290404e84501353_FORMATO.png",102067,26,264,"mei","Nulo",-0.1,1.06,-0.04,1.42,6,"264",2,NA,NA,11,10,1,1,2,NA,NA,15,NA,1,NA,NA,NA,NA,NA
