"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FF","FS","PI","SG","A","FD","G","GS","CV","I","DD","DP","FT","GC","PP"
"374","Filipe Cândido da Trindade","filipe-trindade","Filipe Trindade","https://s.glbimg.com/es/sde/f/2020/08/26/7532e21446b6281f1eb1d1a3d9e2a803_FORMATO.jpeg",105341,20,290,"mei","Nulo",0,2,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2020/02/28/4d5c465a6fd405b025d4ca76e81d24a1_FORMATO.png",86972,20,275,"zag","Provável",0,3.14,0,0.1,1,"275",NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","Nathan Uilian Fogaça","nathan","Nathan ","https://s.glbimg.com/es/sde/f/2020/03/03/e6e59b655c3cc3a36d2dd52bda9b59d7_FORMATO.png",102667,20,294,"ata","Nulo",-0.1,0.79,0,0.17,7,"Coritiba",NA,1,4,NA,3,12,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"377","Leandro Castan da Silva","leandro-castan","Leandro Castan","https://s.glbimg.com/es/sde/f/2020/08/17/49c8817c8d46dc60dc7ed4af79fa9953_FORMATO.png",38505,20,267,"zag","Provável",0.8,12.47,-0.11,3.02,12,"267",2,27,12,NA,15,45,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","Raphael Cavalcante Veiga","raphael-veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2020/10/05/eba17da38b8f96bc0a8b648fa5aa7acc_FORMATO.png",94509,20,275,"mei","Provável",0.4,8.16,-1.81,3.97,12,"275",1,9,14,10,22,70,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA
"379","Muriel Gustavo Becker","muriel","Muriel","https://s.glbimg.com/es/sde/f/2020/08/11/37c640ec0cd77c476e2aeef745c5420f_FORMATO.png",69041,20,266,"gol","Provável",5.8,5.95,0.28,2.54,17,"266",NA,NA,NA,NA,5,132,4,NA,NA,NA,17,NA,NA,17,NA,NA,NA,NA
"380","Diego Santos Monteiro","diego-monteiro","Diego Monteiro","https://s.glbimg.com/es/sde/f/2020/03/03/59ea3fcf6b8099184e3d7afece30e0e5_FORMATO.png",107136,20,294,"gol","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","Matías Nicolás Viña Susperreguy","vina","Viña","https://s.glbimg.com/es/sde/f/2020/02/28/444cc845fe792b0fdd234c579e4c31de_FORMATO.png",98974,20,275,"lat","Suspenso",4,8.78,-1.24,4.97,12,"275",3,40,13,4,15,99,4,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"382","Weverton Pereira da Silva","weverton","Weverton","https://s.glbimg.com/es/sde/f/2019/10/03/58aa0eddfe8c9c684344f4231a233ddf_FORMATO.png",71631,20,275,"gol","Nulo",8.3,8.76,0.91,1.31,15,"275",NA,1,NA,NA,1,106,5,NA,NA,NA,14,NA,NA,8,NA,NA,NA,NA
"383","Christian Kendji Wagatsuma Ferreira","kazu","Kazu","https://s.glbimg.com/es/sde/f/2020/03/02/b1d4de6073f4457edbe7fd9443a4622d_FORMATO.png",107137,20,294,"lat","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","Gustavo Raúl Gómez Portillo","gustavo-gomez","Gustavo Gómez","https://s.glbimg.com/es/sde/f/2020/03/09/d8945e5024344014b96d64adab91f4da_FORMATO.png",71684,20,275,"zag","Suspenso",3,11.66,-1.22,3.21,12,"275",3,21,15,3,10,38,4,1,2,1,NA,1,6,NA,NA,NA,NA,NA
"385","Patrick de Paula Carreiro","patrick-de-paula","Patrick de Paula","https://s.glbimg.com/es/sde/f/2020/03/09/a9c14c249329965a83e2f3b2bda2642b_FORMATO.png",107172,20,275,"mei","Nulo",0,5.38,0,3.6,14,"275",1,32,21,8,17,72,NA,1,6,1,NA,NA,NA,NA,NA,1,NA,NA
"386","Luccas Claro dos Santos","luccas-claro","Luccas Claro","https://s.glbimg.com/es/sde/f/2020/08/11/1062c554fc9540ac0e4184be2cd0a557_FORMATO.png",73465,20,266,"zag","Provável",1.1,6.03,-0.76,2.8,14,"266",NA,18,6,3,11,70,3,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA
"387","Alexander Silva de Lucena","alexander","Alexander","https://s.glbimg.com/es/sde/f/2020/08/17/04dabf6e989b05faa5971fc2517b259a_FORMATO.png",105553,20,267,"gol","Nulo",0,3,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","Riquelme Carvalho Araújo Viana","riquelme","Riquelme","https://s.glbimg.com/es/sde/f/2020/08/17/26653830802f187c2488014a12698d4a_FORMATO.png",105566,20,267,"lat","Nulo",0,1,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2020/02/27/ff4cfd7c9d5ee3bf7c1f281c6a05c147_FORMATO.png",68872,20,285,"gol","Provável",-5,8.08,-0.71,0.94,20,"285",2,1,NA,NA,3,237,8,NA,NA,NA,18,NA,NA,10,NA,NA,NA,NA
"390","Wesley Ribeiro Silva","wesley","Wesley","https://s.glbimg.com/es/sde/f/2020/03/09/a109fbcc7f3230d816eba0d842c3c2fd_FORMATO.png",105811,20,275,"ata","Contundido",0,6.73,0,4.59,13,"275",2,16,16,11,22,49,NA,2,9,2,NA,NA,4,NA,NA,2,NA,NA
"391","Jurani Francisco Ferreira","ratinho","Ratinho","https://s.glbimg.com/es/sde/f/2020/08/26/6e025e8dfe1cf4c483ce1c8f215ff1f3_FORMATO.jpeg",101841,20,290,"mei","Provável",0,2.26,0,1.04,7,"290",2,14,10,2,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","Lucas Alexandre Galdino de Azevedo","lucao","Lucão","https://s.glbimg.com/es/sde/f/2020/08/17/899a8fa4b7264b8c6e7a1b11b8c3eec1_FORMATO.png",106160,20,267,"gol","Nulo",0,2,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","Kaio Magno Bacelar Martins","kaio-magno","Kaio Magno","https://s.glbimg.com/es/sde/f/2020/08/17/c109a1096391cd5858b3c928807a4cc9_FORMATO.png",106200,20,267,"ata","Nulo",0,2,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2020/02/27/add8047ee0515010dccf6e0d204c3bb0_FORMATO.png",79113,20,285,"zag","Provável",0.6,10.09,0.12,2.25,18,"285",7,31,29,NA,19,125,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","Gabriel Vinícius Menino","gabriel-menino","Gabriel Menino","https://s.glbimg.com/es/sde/f/2020/01/20/119d338ee09aacf08faae33fa7047de7_FORMATO.png",103767,20,275,"mei","Nulo",3.1,6.05,0.62,3.14,15,"275",3,36,21,11,27,113,NA,3,3,NA,NA,NA,4,NA,NA,NA,NA,NA
"396","Alexandre de Almeida da Silva Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2020/03/13/7c86524fe7de88fe7eaf75ee5df21eb2_FORMATO.png",107677,20,267,"mei","Nulo",0,3.39,0,2.57,3,"267",NA,2,NA,1,2,11,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","Cayo Henrique Nascimento Ferreira","cayo-tenorio","Cayo Tenório","https://s.glbimg.com/es/sde/f/2020/08/17/415411430f758b61b7efedd588700ad9_FORMATO.png",107367,20,267,"lat","Nulo",0,4.84,0,3.6,7,"267",3,8,7,2,13,26,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","José Gabriel dos Santos Silva","ze-gabriel","Zé Gabriel","https://s.glbimg.com/es/sde/f/2020/02/28/406d8a9fc74d962738e649a8e390169e_FORMATO.png",105902,20,285,"mei","Provável",1.1,2.71,-0.36,1.45,16,"285",1,39,17,1,13,76,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"399","Gabriel Veron Fonseca de Souza","gabriel-veron","Gabriel Veron","https://s.glbimg.com/es/sde/f/2020/01/20/4d926ee7edebf4a6823049ca2eb242a7_FORMATO.png",103764,20,275,"ata","Provável",2.1,5.96,0.09,3.87,10,"275",1,11,10,3,11,24,NA,1,1,3,NA,NA,2,NA,NA,NA,NA,NA
"400","Pedro Henrique Alves Santana","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2020/02/27/f05e34f440e1b9e862786629262340fa_FORMATO.png",105840,20,285,"zag","Nulo",0,0.77,0,-1,1,"285",1,1,2,NA,1,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","Bruno Gomes da Silva Clevelário","bruno-gomes","Bruno Gomes","https://s.glbimg.com/es/sde/f/2020/08/17/76089d8528afa499ba3467eaa5e1b180_FORMATO.png",106202,20,267,"mei","Nulo",0,2.66,0,0.57,10,"267",2,18,15,2,20,36,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"402","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/07/21/6604f523718cb7a1b17424add935b9b8_FORMATO.png",83257,20,262,"ata","Provável",-0.1,11.94,-1.52,6.25,10,"Flamengo",2,4,3,15,10,56,NA,NA,11,5,NA,NA,7,NA,NA,1,NA,NA
"403","Thiago Couto Wenceslau","thiago-couto","Thiago Couto","https://s.glbimg.com/es/sde/f/2017/05/25/dfcf4266572f7296e853252f68813195_FORMATO.png",97645,20,276,"gol","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","Alexandre Melo Ribeiro da Silva","alexandre-melo","Alexandre Melo","https://s.glbimg.com/es/sde/f/2020/08/17/816e4ba22b282f00dc85d55e8cc85662_FORMATO.png",106159,20,267,"lat","Nulo",0,2,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","Edson Fernando da Silva Gomes","edson","Edson","https://s.glbimg.com/es/sde/f/2020/07/20/233753207218d661601cf908cc94dc4f_FORMATO.png",105901,20,265,"mei","Nulo",0,1.14,0,1.4,6,"265",1,8,1,1,9,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2020/07/20/8da72cb158360ebe2e1e03b6c12b81dd_FORMATO.png",60969,20,292,"lat","Provável",0,9.15,0,2.92,18,"292",2,31,25,9,20,154,3,3,2,1,NA,1,4,NA,NA,1,NA,NA
"407","Igor de Carvalho Julião","igor-juliao","Igor Julião","https://s.glbimg.com/es/sde/f/2020/08/11/2b7fa1291409b9d4149ac8bd9c461eb7_FORMATO.png",81951,20,266,"lat","Provável",2,4.22,-0.02,2.46,14,"266",5,26,36,4,24,90,3,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA
"408","Jeferson Douglas dos Santos Souza","jeferson-douglas","Jeferson Douglas","https://s.glbimg.com/es/sde/f/2020/08/07/2e5a0516e3bbdabae1434dc44e1d8fd8_FORMATO.png",109405,20,265,"mei","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","Douglas do Espírito Santo Torres","douglas-borel","Douglas Borel","https://s.glbimg.com/es/sde/f/2020/02/28/b712535c02755e644522c63bcfa813af_FORMATO.png",104634,20,265,"lat","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","Yan Medeiros Sasse","yan-sasse","Yan Sasse","https://s.glbimg.com/es/sde/f/2020/08/18/02007417e97ff029ccbe7f0234bfffff_FORMATO.png",96055,20,294,"mei","Suspenso",0.3,0.86,0.01,-0.31,12,"Coritiba",3,10,14,5,5,30,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA
"411","Everson Bispo Pereira","everson","Everson","https://s.glbimg.com/es/sde/f/2020/08/07/bcee43b5a9d7f2a59fe420a61e728ec9_FORMATO.png",91929,20,265,"zag","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","Breno Vinícius Rodrigues Borges","breno","Breno","https://s.glbimg.com/es/sde/f/2020/08/17/b1730b6254a951e4bbb94d46fa7261ad_FORMATO.png",50408,20,267,"zag","Contundido",0,6,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Ytalo José Oliveira dos Santos","ytalo","Ytalo","https://s.glbimg.com/es/sde/f/2020/07/28/f5f19ab0ce1b02fc515f8bd18a88a815_FORMATO.png",53148,20,280,"ata","Provável",-1.4,5.24,-0.51,2.98,13,"280",NA,10,13,5,7,26,NA,3,7,1,NA,NA,2,NA,NA,NA,NA,NA
"414","Marcos Antônio Almeida Silva","marcao-silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2020/02/27/79ca1f19561511f316107b776b58d2e4_FORMATO.png",78856,20,292,"mei","Nulo",0,4.93,0,2.12,11,"292",3,24,19,4,10,14,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"415","Fabrício Oliveira de Souza","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2020/08/07/f8b289d5475ed46673e065e097cf09f6_FORMATO.png",104588,20,265,"gol","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","Ligger Moreira Malaquias","ligger","Ligger","https://s.glbimg.com/es/sde/f/2020/07/28/255a365d2d791e29f34e34db72b286f4_FORMATO.png",61141,20,280,"zag","Provável",2.4,4.25,0.57,2.35,14,"280",NA,20,20,2,7,33,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","João Pedro Sacramento da Silva","joao-pedro-silva","João Pedro Silva","https://s.glbimg.com/es/sde/f/2020/08/07/8e3a30b895c6926ff18476c75e799abc_FORMATO.png",109464,20,265,"ata","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","Lucas Andrés Mugni","lucas-mugni","Lucas Mugni","https://s.glbimg.com/es/sde/f/2020/02/27/30e6367d1c02b5a0bdbbafbd7689f58b_FORMATO.png",81121,20,292,"mei","Provável",5.7,5.28,0.03,3.29,15,"292",1,40,13,6,9,71,NA,1,3,1,NA,NA,2,NA,NA,NA,NA,NA
"419","Júlio César de Souza Santos","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2020/07/28/d011e4a2fb177d4a8669f9d5c77ef25e_FORMATO.png",38133,20,280,"gol","Nulo",0,4.47,0,0.75,6,"280",NA,NA,NA,NA,NA,55,1,NA,NA,NA,9,NA,NA,4,1,NA,NA,NA
"420","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2020/02/27/9cee4ad663339179015a63de55e0cde2_FORMATO.png",84855,20,292,"lat","Nulo",0,5.56,0,6.85,2,"292",NA,4,1,NA,2,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Cristiano da Silva Vidal","vidal","Vidal","https://s.glbimg.com/es/sde/f/2020/07/19/36c40558e9926c8e0a5f84347d08142e_FORMATO.png",95540,20,290,"lat","Nulo",0,1.43,0,-0.7,1,"290",NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2020/07/28/add64224dcac666b23e193bb0505d8a5_FORMATO.png",62024,20,280,"lat","Nulo",0,3.72,0,1.54,17,"280",4,31,26,13,10,162,3,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"423","Roberto Pimenta Vinagre Filho","betinho","Betinho","https://s.glbimg.com/es/sde/f/2020/02/27/d7282d39e0f03cd1978cb07173ea3ead_FORMATO.png",82876,20,292,"mei","Nulo",0,4.89,0,2,10,"292",3,30,22,3,10,54,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","Andrey Nascimento dos Santos","andrey-dos-santos","Andrey dos Santos","https://s.glbimg.com/es/sde/f/2020/08/07/7110e0dc72ef4aa7c5c69faef5d5a6a8_FORMATO.png",109591,20,267,"mei","Nulo",0,1,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Marcos Felipe de Freitas Monteiro","marcos-felipe","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2020/08/11/1e384aacfbb6566d7f8e26a14bdb07ed_FORMATO.png",85004,20,266,"gol","Nulo",0,0.77,0,-1.3,3,"266",NA,NA,NA,NA,1,34,NA,1,NA,NA,5,NA,NA,1,NA,NA,NA,NA
"426","Ivonei Júnior da Silva Rabelo","ivonei","Ivonei","https://s.glbimg.com/es/sde/f/2020/08/31/96a83c971710c2fbb389676007ab7e0d_FORMATO.png",105899,20,277,"mei","Nulo",0,0.93,0,0.56,5,"Santos",1,3,2,2,1,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","Uillian Correia Granemann","uillian-correia","Uillian Correia","https://s.glbimg.com/es/sde/f/2020/07/28/0e53aa2f143ac0e5e0db6e7dbe0fce14_FORMATO.png",72007,20,280,"mei","Nulo",0,2.21,0,-0.67,7,"280",1,1,8,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Rafael Thyere de Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2020/02/27/cd5877e8c279581d18c1826dd364a279_FORMATO.png",83048,20,292,"zag","Nulo",4.9,4.25,0.11,5.2,2,"292",NA,1,NA,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Luan Polli Gomes","luan-polli","Luan Polli ","https://s.glbimg.com/es/sde/f/2020/02/27/bd93895c12a44bedff2c8516452fc868_FORMATO.png",88916,20,292,"gol","Suspenso",5.2,5.29,0.28,1.66,13,"292",3,NA,NA,NA,2,175,4,NA,NA,NA,18,NA,NA,15,NA,NA,NA,NA
"430","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2020/07/19/41ce77506da0f68a1af80fc131b3ce50_FORMATO.png",89226,20,292,"zag","Provável",6.1,6.99,0.46,2.51,17,"292",4,21,17,5,12,119,3,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"431","Edilson Matos dos Santos Júnior","edilson","Edilson","https://s.glbimg.com/es/sde/f/2020/08/07/4702023125e4bec6010a1c079037e433_FORMATO.png",109406,20,265,"ata","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Leonardo Rech Ortiz","leo-ortiz","Léo Ortiz","https://s.glbimg.com/es/sde/f/2020/07/28/090452058da707cf73facf6249235bfb_FORMATO.png",97867,20,280,"zag","Provável",2.8,8.36,-0.09,3.17,20,"280",2,38,14,5,10,80,3,NA,1,3,NA,NA,NA,NA,NA,NA,1,NA
"433","Alex de Oliveira Nascimento","alex","Alex","https://s.glbimg.com/es/sde/f/2020/08/25/c7ba1be6aa6517cfd10dbc6c36264da4_FORMATO.png",101600,20,277,"zag","Nulo",0,2.02,0,2.4,5,"Santos",1,5,1,NA,2,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Jonathan Francisco Lemos","jonathan","Jonathan","https://s.glbimg.com/es/sde/f/2020/08/18/63c72daeb92b49638ecf5505f27b7806_FORMATO.png",86713,20,294,"lat","Provável",3.7,5.04,-0.51,3.33,11,"Coritiba",1,24,7,2,7,57,3,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA
"435","Ronaldo Henrique Ferreira da Silva","ronaldo-henrique","Ronaldo Henrique","https://s.glbimg.com/es/sde/f/2020/02/28/49ff6a8c8384889f57c57e2f5f29f69c_FORMATO.png",85149,20,292,"mei","Nulo",-0.3,2.73,-0.14,0.45,9,"292",2,11,10,1,6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","Adryelson Shawann Lima Silva","adryelson","Adryelson","https://s.glbimg.com/es/sde/f/2020/02/27/af95f24d59281d8062c7bb367417bce2_FORMATO.png",91664,20,292,"zag","Provável",6.1,4.26,0.51,1.21,18,"292",5,19,22,4,14,69,4,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA
"437","Alex Alves de Lima","alex-alves","Alex Alves","https://s.glbimg.com/es/sde/f/2020/07/28/c80f00efef87f9644b9d9da2529b614c_FORMATO.png",77861,20,280,"gol","Nulo",0,1,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","Sander Henrique Bortolotto","sander","Sander","https://s.glbimg.com/es/sde/f/2020/02/27/a37c5329c7b02ddb15c081c9d02ebed3_FORMATO.png",86391,20,292,"lat","Provável",3.8,8.56,0.06,2.34,11,"292",1,28,9,3,18,84,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"439","Ricardo Ryller Ribeiro Lino Silva","ricardo-ryller","Ricardo Ryller","https://s.glbimg.com/es/sde/f/2020/07/28/7d5cee8aae697360315651bbeec6ac0b_FORMATO.png",85856,20,280,"mei","Dúvida",0,3.84,0,1.75,17,"280",8,45,47,10,21,59,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"440","Fabrício do Rosário dos Santos","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2019/01/08/a1caa292583494d502e98f7521e81dd8_FORMATO.png",104134,20,284,"ata","Nulo",0,0.77,0,0,1,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Walisson Oliveira da Silva","walisson-pequeno","Walisson Pequeno","https://s.glbimg.com/es/sde/f/2020/08/26/8f968c585db3af26f26703f9fdfcefa7_FORMATO.jpeg",101696,20,290,"mei","Nulo",0,2,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Leonardo Silva Gomes","leo-gomes","Léo Gomes","https://s.glbimg.com/es/sde/f/2020/01/21/3e0e71a35bbe2b295b386c4161ad312c_FORMATO.png",101585,20,293,"mei","Nulo",0,1.29,0,4.45,2,"293",1,8,6,NA,4,11,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Leandro Barcia Montero","leandro-barcia","Leandro Barcia","https://s.glbimg.com/es/sde/f/2020/02/27/78521d3f41f6e49002ef62386b998bb7_FORMATO.png",91242,20,292,"ata","Nulo",0,6.19,0,2.33,13,"292",2,18,13,5,15,71,NA,NA,4,2,NA,NA,5,NA,NA,NA,NA,NA
"444","Aderlan de Lima Silva","aderlan","Aderlan","https://s.glbimg.com/es/sde/f/2020/07/28/10421e422ea8a27f59d89f98423c8dab_FORMATO.png",88423,20,280,"lat","Provável",2.5,8.79,0.45,2.29,18,"280",2,54,40,6,16,183,3,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"445","Andrew Erik Feitosa","morato","Morato","https://s.glbimg.com/es/sde/f/2020/07/28/45ddb78d5fe4e30bced22de0add70650_FORMATO.png",86227,20,280,"ata","Nulo",1.6,2.49,0.27,0.28,13,"280",NA,6,9,7,8,51,NA,NA,3,NA,NA,1,2,NA,NA,NA,NA,NA
"446","Daniel de Pauli Oliveira","daniel-oliveira","Daniel Oliveira","https://s.glbimg.com/es/sde/f/2020/08/26/973d074315b5691682ca28a7984cb91c_FORMATO.jpeg",106076,20,290,"lat","Nulo",0,1.64,0,1.16,5,"290",1,5,6,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Alesandro dos Santos Pereira","ale-santos","Alê Santos","https://s.glbimg.com/es/sde/f/2020/02/27/5751271b660f08e0407f7ee70d3e829f_FORMATO.png",99256,20,292,"mei","Contundido",0,2,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Lucas Evangelista Santana de Oliveira","lucas-evangelista","Lucas Evangelista","https://s.glbimg.com/es/sde/f/2020/08/28/cb89e54fa471354bad6c43cfca018a24_FORMATO.png",84674,20,280,"mei","Suspenso",0.9,4.96,-0.53,3.86,12,"280",3,20,18,6,25,36,NA,1,3,2,NA,NA,NA,NA,NA,1,NA,NA
"449","Bruno da Silva Costa Leite","bruno-leite","Bruno Leite","https://s.glbimg.com/es/sde/f/2020/02/28/0b11aa48b3f2ef3b333a9cf52a39e44e_FORMATO.png",102301,20,293,"mei","Nulo",0,0.77,0,-0.6,1,"293",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"450","Yago Felipe da Costa Rocha","yago-felipe","Yago Felipe","https://s.glbimg.com/es/sde/f/2020/08/11/547c3364c22efd6f4b6928ed120d64b9_FORMATO.png",87747,20,266,"mei","Nulo",0,4.72,0,2.18,15,"266",1,25,19,5,19,54,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,NA
"451","Maílson Tenório dos Santos","mailson","Maílson","https://s.glbimg.com/es/sde/f/2018/05/24/d5727b385d03345fbbfcdc75ebcdbe7c_FORMATO.png",98034,20,292,"gol","Provável",0,1.89,0,0.27,6,"292",1,1,1,NA,1,54,NA,NA,NA,NA,8,NA,NA,6,NA,NA,NA,NA
"452","Alerrandro Barra Mansa Realino de Souza","alerrandro","Alerrandro","https://s.glbimg.com/es/sde/f/2020/07/28/e7ad33aff8b2ab2890e6f1e782d86362_FORMATO.png",101715,20,280,"ata","Contundido",0,11.12,0,5.76,12,"280",NA,6,7,9,14,35,NA,2,5,5,NA,NA,4,NA,NA,2,NA,1
"453","João Igor Oliveira de Santana","joao-igor","João Igor","https://s.glbimg.com/es/sde/f/2020/02/27/e7e17a777e58973a249cd30a2e3df0f0_FORMATO.png",104217,20,292,"mei","Nulo",0,1.93,0,-0.37,3,"292",NA,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Artur Victor Guimarães","artur","Artur","https://s.glbimg.com/es/sde/f/2020/07/28/e1784a425e398f05dd3d8f178a3ddaf6_FORMATO.png",95799,20,280,"ata","Provável",4.6,12.24,0.44,2.96,18,"280",1,19,13,21,37,147,NA,2,10,NA,NA,NA,4,NA,NA,2,NA,1
