"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FF","FS","PI","A","FD","FT","G","I","SG","DD","GS","CV","DP","GC","PP"
"356","Sandro Raniere Guimarães Cordeiro","sandro","Sandro","https://s.glbimg.com/es/sde/f/2020/08/26/fe2e657982abf2a67f086ac44918fdad_FORMATO.jpeg",62111,8,290,"mei","Provável",0.9,3.28,0.07,0.07,4,"Goiás",2,10,9,NA,1,12,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"357","Yago Felipe da Costa Rocha","yago-felipe","Yago Felipe","https://s.glbimg.com/es/sde/f/2020/08/11/547c3364c22efd6f4b6928ed120d64b9_FORMATO.png",87747,8,266,"mei","Nulo",0,3.12,0,0.58,5,"Fluminense",NA,3,7,1,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","Henrique Almeida Caixeta Nascentes","henrique-almeida","Henrique Almeida","https://s.glbimg.com/es/sde/f/2020/08/26/e557abba11e4a7a58c8e280da1480703_FORMATO.jpeg",68773,8,290,"ata","Nulo",0,5,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","Jackson de Souza","jackson","Jackson","https://s.glbimg.com/es/sde/f/2020/03/06/d22e844f59f83a532bc261ec38a55da4_FORMATO.png",70934,8,356,"zag","Contundido",0,3.81,0,1.58,5,"Fortaleza",2,8,5,1,4,14,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"360","Fábio Pizarro Sanches","fabio-sanches","Fábio Sanches","https://s.glbimg.com/es/sde/f/2020/08/26/5756a4bae1a6bb1e484099d7ea94222d_FORMATO.jpeg",71604,8,290,"zag","Dúvida",-0.1,5.21,0.59,1.73,6,"Goiás",NA,9,2,2,3,19,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA
"361","Gilberto dos Santos Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2020/08/26/fdc588ab84ce9888cdb98fde023d0be2_FORMATO.jpeg",73789,8,290,"mei","Nulo",0,3.04,0,0.1,1,"Goiás",NA,1,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","Kevin Martín Quevedo Mathey","quevedo","Quevedo","https://s.glbimg.com/es/sde/f/2020/08/26/54867caab3aa189c69f2374c4489689d_FORMATO.jpeg",102197,8,290,"ata","Nulo",0,0.85,0,0.4,1,"Goiás",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","Paulo Roberto Valoura Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2019/09/03/f3c44a346794fb67a9084ef89211cd1c_FORMATO.png",71937,8,356,"mei","Provável",7.6,3.68,1.29,1.62,7,"Fortaleza",3,13,13,6,6,62,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"364","Marcílio Florêncio Mota Filho","nino","Nino","https://s.glbimg.com/es/sde/f/2020/08/11/672deb726c86fbc4b3c7a16153f7ec70_FORMATO.png",91708,8,266,"zag","Provável",0.7,3.63,0.42,0.1,7,"Fluminense",2,7,7,NA,9,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","Douglas Moreira Fagundes","dodi","Dodi","https://s.glbimg.com/es/sde/f/2020/08/11/87b4fea563db3d41db70885180069dfb_FORMATO.png",89883,8,266,"mei","Provável",0.8,11.12,-0.61,5.18,8,"Fluminense",1,31,11,3,13,26,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"366","Yuri Oliveira Lima","yuri-lima","Yuri Lima","https://s.glbimg.com/es/sde/f/2020/08/11/b2893fbcf5a6387a335f1fc33beb7f4d_FORMATO.png",90569,8,266,"mei","Dúvida",4.1,1.93,1.06,0.75,6,"Fluminense",3,11,10,3,4,23,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","Victor Andrade Santos","victor-andrade","Victor Andrade","https://s.glbimg.com/es/sde/f/2020/08/26/440d20f8bef7ed2efd9ebbb9c1b88e74_FORMATO.jpeg",80536,8,290,"ata","Dúvida",4.2,6.81,-0.08,4.82,5,"Goiás",2,9,13,7,24,12,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"368","Daniel Sartori Bessa","daniel-bessa","Daniel Bessa","https://s.glbimg.com/es/sde/f/2020/08/26/f8c7d3a76680619bf773e434179d4df4_FORMATO.jpeg",103591,8,290,"mei","Provável",0.4,7.22,-0.21,4.62,6,"Goiás",2,13,7,2,4,28,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"369","Odair Hellmann","odair-hellmann","Odair Hellmann","https://s.glbimg.com/es/sde/f/2020/07/19/059642474c6a0cb2fa9acebfe933df26_FORMATO.png",92273,8,266,"tec","Provável",2.92,8.54,0.15,3.12,8,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","Daniel Alberto Villalva Barrios","keko","Keko ","https://s.glbimg.com/es/sde/f/2020/08/26/b53fdb79b554fd3023712890b2802adc_FORMATO.jpeg",81683,8,290,"ata","Nulo",0,2.26,0,1.9,3,"Goiás",NA,5,3,NA,5,23,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"371","Marcelo Rangel da Rosa","marcelo-rangel","Marcelo Rangel","https://s.glbimg.com/es/sde/f/2020/08/26/a5be04058297823632c7065f9ceea2ae_FORMATO.jpeg",82730,8,290,"gol","Nulo",0,0.86,0,-2.45,2,"Goiás",NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
"372","Ignacio Andrés Jara Vargas","ignacio-jara","Ignacio Jara ","https://s.glbimg.com/es/sde/f/2020/08/26/37e5e42d57b218a1b99233cecb344897_FORMATO.jpeg",107318,8,290,"mei","Nulo",0.3,1.22,0.06,0.07,3,"Goiás",NA,NA,3,NA,2,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2020/08/18/3ca611370a41964d7e12a7d04a9474aa_FORMATO.png",80287,8,276,"ata","Provável",10.5,8.79,1.79,5.48,6,"São Paulo",1,10,8,2,8,19,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"374","Lucas Vinícius Gonçalves Silva","lucao-do-break","Lucão do Break","https://s.glbimg.com/es/sde/f/2020/08/26/327d8ca1e3d966621e0b1f2489f9b43a_FORMATO.jpeg",83199,8,290,"ata","Nulo",0,3,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","Breno Washington Rodrigues da Silva","breno","Breno","https://s.glbimg.com/es/sde/f/2020/08/26/d2737704a379be01e8864b8345b30982_FORMATO.jpeg",106083,8,290,"mei","Provável",1.9,4.29,-0.14,3.32,4,"Goiás",NA,13,4,2,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","Bruno Ferreira Melo","bruno-melo","Bruno Melo","https://s.glbimg.com/es/sde/f/2020/03/06/88d17bd8903f1e821665cdd49c0bf7d9_FORMATO.png",84339,8,356,"lat","Dúvida",0,4.08,0,2.47,7,"Fortaleza",2,8,11,1,4,34,NA,2,NA,1,2,2,NA,NA,NA,NA,NA,NA
"377","Francisco Evanilson de Lima Barbosa","evanilson","Evanilson","https://s.glbimg.com/es/sde/f/2020/08/11/05fff2d3b42f1fb6c7329aa46de38b43_FORMATO.png",101606,8,266,"ata","Provável",0,9.67,0,3.9,6,"Fluminense",3,3,8,2,23,13,NA,3,NA,2,2,NA,NA,NA,NA,NA,NA,NA
"378","Marcelo de Araújo Pitaluga Filho","marcelo-pitaluga","Marcelo Pitaluga ","https://s.glbimg.com/es/sde/f/2020/08/31/3c7ecdf87a233a597f39b95d57c610db_FORMATO.png",101478,8,266,"gol","Nulo",0,2,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","Tiago Pereira da Silva","tiago-orobo","Tiago Orobó","https://s.glbimg.com/es/sde/f/2020/07/16/4eb953e4438fcf9e228753c1ca7b4e48_FORMATO.png",87477,8,356,"ata","Nulo",0,1.7,0,0.03,3,"Fortaleza",NA,1,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,8,284,"mei","Provável",7.2,11.42,1.33,5.94,7,"Grêmio",NA,14,5,7,14,70,2,10,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"381","José Romário Silva de Souza","romarinho","Romarinho","https://s.glbimg.com/es/sde/f/2020/03/06/e4bf45811b6c858824a076c5f69c6ae0_FORMATO.png",84523,8,356,"ata","Provável",1.4,8.91,0.17,4.45,8,"Fortaleza",NA,9,3,8,11,29,NA,3,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"382","Marcos Paulo Costa do Nascimento","marcos-paulo","Marcos Paulo","https://s.glbimg.com/es/sde/f/2020/08/11/5b35d14db960f09dcadfc0f4d9b8d262_FORMATO.png",103645,8,266,"ata","Dúvida",0.2,5.62,-0.1,1.4,8,"Fluminense",NA,8,3,3,1,27,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"383","Ronaldo Henrique Ferreira da Silva","ronaldo-henrique","Ronaldo Henrique","https://s.glbimg.com/es/sde/f/2020/02/28/49ff6a8c8384889f57c57e2f5f29f69c_FORMATO.png",85149,8,292,"mei","Provável",2.4,3.87,0.68,2.07,3,"Sport",1,8,2,NA,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","Rafael Thyere de Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2020/02/27/cd5877e8c279581d18c1826dd364a279_FORMATO.png",83048,8,292,"zag","Nulo",0,4,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","Thiago Galhardo do Nascimento Rocha","thiago-galhardo","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2020/02/27/58765e09575aeed485460352a0980dad_FORMATO.png",71844,8,285,"mei","Provável",15,18.17,2.11,9.22,8,"Internacional",NA,8,10,3,15,36,3,2,NA,6,2,NA,NA,NA,NA,NA,NA,NA
"386","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2020/02/27/001cd019cd767eafa0c877ae4f8a27ab_FORMATO.png",73992,8,285,"lat","Nulo",-2.7,4.2,-1.39,2.6,3,"Internacional",1,5,4,NA,8,22,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"387","Lucas Andrés Mugni","lucas-mugni","Lucas Mugni","https://s.glbimg.com/es/sde/f/2020/02/27/30e6367d1c02b5a0bdbbafbd7689f58b_FORMATO.png",81121,8,292,"mei","Nulo",-0.6,2.33,-0.41,0.52,5,"Sport",NA,5,4,1,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","Caio Fernando de Oliveira","caio-paulista","Caio Paulista","https://s.glbimg.com/es/sde/f/2020/08/11/27269e07edef29d7ef1df8bb3900da5a_FORMATO.png",102318,8,266,"ata","Nulo",0,3.57,0,1.7,2,"Fluminense",NA,4,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2019/03/22/4d0e23087bc533d8757c980cbd598eee_FORMATO.png",88368,8,356,"lat","Provável",1.5,6.63,0.33,2.85,7,"Fortaleza",NA,7,7,1,6,18,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA
"390","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2020/02/27/9cee4ad663339179015a63de55e0cde2_FORMATO.png",84855,8,292,"lat","Contundido",0,5,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","Marcelo Boeck","marcelo-boeck","Marcelo Boeck","https://s.glbimg.com/es/sde/f/2019/03/22/4b4e1c64603c84d346f4ba4ad46fb562_FORMATO.png",37788,8,356,"gol","Nulo",0,4,0,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","Guilherme da Silva Azevedo","guilherme-azevedo","Guilherme Azevedo","https://s.glbimg.com/es/sde/f/2020/07/19/756f7ee69aa8fccdfd44fbbf534a60a0_FORMATO.png",105837,8,284,"ata","Nulo",0,0.86,0,0.4,1,"Grêmio",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","Osvaldo Lourenço Filho","osvaldo","Osvaldo","https://s.glbimg.com/es/sde/f/2019/03/22/cf67516d72742aa5e48694567a33d6b6_FORMATO.png",42222,8,356,"ata","Provável",4.4,5.67,1.01,2,8,"Fortaleza",1,9,4,5,6,47,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"394","Sander Henrique Bortolotto","sander","Sander","https://s.glbimg.com/es/sde/f/2020/02/27/a37c5329c7b02ddb15c081c9d02ebed3_FORMATO.png",86391,8,292,"lat","Nulo",-0.8,9.27,-1.19,3.17,7,"Sport",NA,21,4,1,13,53,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2020/03/06/c5ae2181227b8ce1cfaa3ff33c7d8ac0_FORMATO.png",90309,8,356,"ata","Provável",-0.1,3.15,0.14,0.98,8,"Fortaleza",1,9,20,7,10,23,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"396","Lucas Silva Borges","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2020/07/19/35677798312c58c5cc2c64f41b79a8dc_FORMATO.png",79701,8,284,"mei","Provável",4,5.61,0.89,1.73,7,"Grêmio",2,12,7,4,14,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","Roger de Carvalho","roger-carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2019/08/16/d8515ccddc1f7af2e574aa804762157c_FORMATO.png",51415,8,356,"zag","Contundido",0,4,0,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","Darlan Pereira Mendes","darlan","Darlan","https://s.glbimg.com/es/sde/f/2020/07/19/86f5908425375d7aa9007181ae00f69c_FORMATO.png",104593,8,284,"mei","Nulo",0.9,4.31,-0.65,1.83,3,"Grêmio",NA,6,2,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","Wanderley de Jesus Sousa","derley","Derley","https://s.glbimg.com/es/sde/f/2019/03/22/38fbbc852eaf7ac63811890c98f9ee2a_FORMATO.png",60791,8,356,"mei","Nulo",0,4.2,0,1.8,1,"Fortaleza",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","Rodrigo Oliveira Lindoso","rodrigo-lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2020/02/27/bc31f941c1bb5d6c26ada24af71bcf45_FORMATO.png",72362,8,285,"mei","Nulo",0,4.59,0,1.52,6,"Internacional",NA,13,16,NA,NA,21,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","Luiz Antonio Ferreira Rodrigues","felipe","Felipe","https://s.glbimg.com/es/sde/f/2019/03/22/4ef6aa2bd0c3f910bdb023b63225bec1_FORMATO.png",91733,8,356,"mei","Provável",0.9,5.19,-0.44,2.78,8,"Fortaleza",2,24,11,2,17,36,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","Roberto Pimenta Vinagre Filho","betinho","Betinho","https://s.glbimg.com/es/sde/f/2020/02/27/d7282d39e0f03cd1978cb07173ea3ead_FORMATO.png",82876,8,292,"mei","Provável",2.6,4.8,-0.21,1.89,8,"Sport",2,24,20,1,9,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","Luan Polli Gomes","luan-polli","Luan Polli ","https://s.glbimg.com/es/sde/f/2020/02/27/bd93895c12a44bedff2c8516452fc868_FORMATO.png",88916,8,292,"gol","Provável",-3,3.92,-0.97,-0.75,2,"Sport",1,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
"404","William de Oliveira Pottker","william-pottker","William Pottker","https://s.glbimg.com/es/sde/f/2020/02/27/68f7bbcf97cceeca373d56392e1eb5f7_FORMATO.png",77809,8,285,"ata","Contundido",0,3.36,0,-0.03,3,"Internacional",NA,1,3,2,5,11,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"405","Ewandro Felipe de Lima Costa","ewandro","Ewandro","https://s.glbimg.com/es/sde/f/2020/02/27/d5b995944c7d11fd5c7b2acaca3fa3f8_FORMATO.png",86842,8,292,"ata","Nulo",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","José Edson Barros da Silva","edson-carius","Edson Cariús","https://s.glbimg.com/es/sde/f/2020/03/06/a912afd225813af94fe04dd912cdb701_FORMATO.png",91750,8,356,"ata","Nulo",0,3.21,0,0.7,1,"Fortaleza",NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2020/02/27/12e542636d28c0dc887fe6ae967dbe52_FORMATO.png",78865,8,285,"mei","Nulo",0,6,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","Juan Sebastián Quintero Fletcher","quintero","Quintero","https://s.glbimg.com/es/sde/f/2019/03/22/df21f8c767acbe98de2f1a88be61c8e8_FORMATO.png",96382,8,356,"zag","Provável",-0.2,1.48,-0.12,0.93,6,"Fortaleza",1,3,4,2,3,15,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA
"409","Michel Daryl Araújo Villar","michel-araujo","Michel Araújo ","https://s.glbimg.com/es/sde/f/2020/08/11/5acb05c96172c81382ad77978909d458_FORMATO.png",107173,8,266,"mei","Provável",2.5,6.67,-0.09,3.61,8,"Fluminense",1,18,14,5,30,34,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"410","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2020/02/27/874b64215923c64744352951788dc4b4_FORMATO.png",60852,8,285,"lat","Nulo",4,4,0,4,1,"Internacional",NA,5,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","Matheus Henrique de Souza","matheus-henrique","Matheus Henrique","https://s.glbimg.com/es/sde/f/2020/07/19/2e4d9048adfe4f9650ef110a2758b57e_FORMATO.png",100742,8,284,"mei","Provável",0.8,6.67,-0.09,0.58,5,"Grêmio",2,8,7,1,10,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2020/07/19/41ce77506da0f68a1af80fc131b3ce50_FORMATO.png",89226,8,292,"zag","Provável",0.8,5.87,-1.11,2.5,8,"Sport",2,11,11,4,6,49,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"413","Renzo Saravia","saravia","Saravia","https://s.glbimg.com/es/sde/f/2020/03/02/2adf4c12427d0fca9fe94f89118bd866_FORMATO.png",96725,8,285,"lat","Provável",2.6,19.3,-1.11,8.58,6,"Internacional",1,30,11,1,12,40,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"414","Ronielson da Silva Barbosa","rony","Rony","https://s.glbimg.com/es/sde/f/2020/02/28/084ca5caaf485fd3cbf303cda6bbd8bf_FORMATO.png",91607,8,275,"ata","Nulo",0,10.08,0,1.27,6,"Palmeiras",1,9,14,3,14,27,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"415","Vinicius Silvestre da Costa","vinicius-silvestre","Vinicius Silvestre","https://s.glbimg.com/es/sde/f/2020/02/28/c700e89cfd0aa09a1bc96945a20848f3_FORMATO.png",85083,8,275,"gol","Nulo",0,3,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2020/02/27/848601c752c8fa58a805d78e5bad50db_FORMATO.png",62023,8,285,"mei","Provável",4.5,4.04,1,0.82,6,"Internacional",1,3,1,1,5,20,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"417","Marlon Adriano Prezotti","marlon","Marlon","https://s.glbimg.com/es/sde/f/2019/03/22/165ca899b89d297dde03eeab3ad9dee7_FORMATO.png",88427,8,356,"mei","Nulo",-1.2,2.3,-0.39,-0.23,3,"Fortaleza",NA,3,8,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","Martín Nicolás Sarrafiore","sarrafiore","Sarrafiore","https://s.glbimg.com/es/sde/f/2020/02/27/aa8eecdb34ba3f18a158a391960d4f2c_FORMATO.png",101315,8,285,"mei","Nulo",0,2.53,0,1.1,1,"Internacional",NA,NA,NA,1,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","Gabriel Davi Gomes Sara","gabriel-sara","Gabriel Sara","https://s.glbimg.com/es/sde/f/2020/03/09/322b799218aef5659e98620f3364e767_FORMATO.png",100763,8,276,"mei","Provável",0.6,1.54,0.07,0.04,7,"São Paulo",1,4,8,4,2,33,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"420","Mariano Vázquez","mariano-vazquez","Mariano Vázquez","https://s.glbimg.com/es/sde/f/2019/07/03/8893116eb5db26f6e34e68d817fe606d_FORMATO.png",98760,8,356,"mei","Nulo",0.3,1.19,0.43,-0.66,5,"Fortaleza",1,NA,4,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Gabriel Vinícius Menino","gabriel-menino","Gabriel Menino","https://s.glbimg.com/es/sde/f/2020/01/20/119d338ee09aacf08faae33fa7047de7_FORMATO.png",103767,8,275,"mei","Provável",8.4,6.59,1.62,3.5,7,"Palmeiras",1,15,5,3,15,51,2,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"422","Patrick de Paula Carreiro","patrick-de-paula","Patrick de Paula","https://s.glbimg.com/es/sde/f/2020/03/09/a9c14c249329965a83e2f3b2bda2642b_FORMATO.png",107172,8,275,"mei","Provável",5.3,5.26,0.49,3.67,7,"Palmeiras",NA,16,11,3,8,34,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"423","Raphael Cavalcante Veiga","raphael-veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2019/01/14/e85d3259b80c8d878e2b07eae90749ee_FORMATO.jpeg",94509,8,275,"mei","Nulo",0.8,7.48,-1.3,3.67,3,"Palmeiras",NA,3,6,3,3,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"424","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2020/02/27/dab4d223e4d736b3877f27a6b24a7a0e_FORMATO.png",63289,8,285,"mei","Provável",1.8,8,0.1,1.95,7,"Internacional",2,10,10,3,8,48,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"425","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2020/03/09/71bcf1e425e67e81c290c3dd92ade61c_FORMATO.png",70916,8,275,"lat","Nulo",0,8.08,0,4.5,5,"Palmeiras",NA,18,5,3,4,24,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"426","Rodrigo Nestor Bertalia","rodrigo-nestor","Rodrigo Nestor","https://s.glbimg.com/es/sde/f/2019/12/07/0b3e5d02f629008714cf1410e53eb9b6_FORMATO.png",106822,8,276,"mei","Nulo",0,2,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","Ruan de Oliveira Ferreira","ruan","Ruan","https://s.glbimg.com/es/sde/f/2020/08/18/46767ddb19cde394d78839a4e9182e63_FORMATO.png",104153,8,264,"mei","Contundido",0,1.22,0,0.77,4,"Corinthians",NA,3,2,1,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Luan Silva dos Santos","luan-silva","Luan Silva","https://s.glbimg.com/es/sde/f/2020/03/07/9323f3231e0e80378421c98fe7c6b795_FORMATO.png",102295,8,275,"ata","Contundido",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2020/03/09/dcd863bb1e191c65dfdeac7713a01704_FORMATO.png",81677,8,277,"mei","Provável",0.1,5.43,-0.49,1.26,8,"Santos",NA,12,7,4,16,75,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,1
"430","Marcos Antônio Almeida Silva","marcao-silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2020/02/27/79ca1f19561511f316107b776b58d2e4_FORMATO.png",78856,8,292,"mei","Nulo",-0.5,3.49,-0.11,-0.07,3,"Sport",NA,1,3,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Gabriel Veron Fonseca de Souza","gabriel-veron","Gabriel Veron","https://s.glbimg.com/es/sde/f/2020/01/20/4d926ee7edebf4a6823049ca2eb242a7_FORMATO.png",103764,8,275,"ata","Dúvida",12.5,6.73,1.73,12.5,1,"Palmeiras",NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"432","Reinaldo Manoel da Silva","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2019/04/01/6d2d1a24cd6dbf9313e0b6efedc5c055_FORMATO.png",78850,8,276,"lat","Provável",-0.6,13.13,-1.79,5.94,5,"São Paulo",2,15,12,1,8,55,1,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA
"433","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2020/02/27/887c825f63637b345d17570bf49d66fa_FORMATO.png",63354,8,285,"zag","Nulo",0,5.26,0.09,2.3,4,"Internacional",1,2,3,NA,2,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
