"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FF","FS","PI","SG","A","FD","FT","G","I","PP","GC","CV","DD","DP","GS"
"381","Felipe Alves Raymundo","felipe-alves","Felipe Alves","https://s.glbimg.com/es/sde/f/2019/03/22/c0caa3f398373f554d289ace20f955ec_FORMATO.png",72372,19,356,"gol","Provável",-2.9,3.19,-1.63,1.93,16,"356",NA,2,NA,NA,4,192,6,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,12
"382","Ronaldo Henrique Silva","ronaldo-silva","Ronaldo Silva","https://s.glbimg.com/es/sde/f/2020/07/19/6262a00677d1041e87f100faa6c04f45_FORMATO.png",71640,19,292,"ata","Nulo",0,0.81,0,-2.2,3,"292",1,1,1,NA,NA,3,NA,NA,1,NA,NA,2,NA,NA,1,NA,NA,NA
"383","Uillian Correia Granemann","uillian-correia","Uillian Correia","https://s.glbimg.com/es/sde/f/2020/07/28/0e53aa2f143ac0e5e0db6e7dbe0fce14_FORMATO.png",72007,19,280,"mei","Nulo",0,2.21,0,-0.67,7,"280",1,1,8,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","Fernando Diniz Silva","fernando-diniz","Fernando Diniz","https://s.glbimg.com/es/sde/f/2019/10/03/6d8ae397f0417ad0faa735bc5f9c21d5_FORMATO.png",72391,19,276,"tec","Provável",6.27,9.98,0.87,3.88,15,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","Alex Alves de Lima","alex-alves","Alex Alves","https://s.glbimg.com/es/sde/f/2020/07/28/c80f00efef87f9644b9d9da2529b614c_FORMATO.png",77861,19,280,"gol","Nulo",0,1,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","Luiz Adriano de Souza da Silva","luiz-adriano","Luiz Adriano","https://s.glbimg.com/es/sde/f/2019/08/09/03390afe55e2bf08d4cb4d0da02c7b39_FORMATO.png",72772,19,275,"ata","Provável",8.5,12.4,-0.39,4.62,14,"275",1,9,15,6,15,31,NA,1,3,NA,6,1,NA,NA,NA,NA,NA,NA
"387","Diogo José Gonçalves da Silva","diogo-silva","Diogo Silva","https://s.glbimg.com/es/sde/f/2020/08/31/33ea3d05a9df2f933210bccd17b4083b_FORMATO.png",71882,19,354,"gol","Nulo",0,4,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","Jailson Marcelino dos Santos","jailson","Jailson","https://s.glbimg.com/es/sde/f/2020/03/09/511303024e5679ad2b3ae40dd0b19d1d_FORMATO.png",72290,19,275,"gol","Nulo",0,1.35,0,-3.33,3,"275",1,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5
"389","Samuel Xavier Brito","samuel-xavier","Samuel Xavier","https://s.glbimg.com/es/sde/f/2020/03/02/c130a3239b5a95d8a3a8b13ede4b4ad1_FORMATO.png",73384,19,354,"lat","Contundido",0,5.42,0,2.69,12,"354",3,23,19,2,19,120,4,2,1,NA,NA,1,NA,NA,1,NA,NA,NA
"390","Luccas Claro dos Santos","luccas-claro","Luccas Claro","https://s.glbimg.com/es/sde/f/2020/08/11/1062c554fc9540ac0e4184be2cd0a557_FORMATO.png",73465,19,266,"zag","Provável",5.8,6.79,-0.27,2.93,13,"266",NA,17,6,3,10,66,3,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA
"391","Bruno Fabiano Alves","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2019/04/01/c8c4cd4fac733c4fba030044eefbd05a_FORMATO.png",73620,19,276,"zag","Provável",0.7,7.85,-1.28,2.92,9,"276",1,10,13,2,11,23,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","Danilo Fernando Avelar","danilo-avelar","Danilo Avelar","https://s.glbimg.com/es/sde/f/2020/08/17/aad01ff8fba4f807ccfdca075fa0d581_FORMATO.png",72142,19,264,"zag","Contundido",0,6.45,0,2.83,10,"264",1,10,15,2,4,39,2,NA,6,NA,2,NA,NA,NA,1,NA,NA,NA
"393","Mike dos Santos Nenatarvicius","mike","Mike","https://s.glbimg.com/es/sde/f/2020/08/26/358cf602cf5fba4ab21e7f61d2a02cf6_FORMATO.jpeg",72389,19,290,"ata","Nulo",0,3.2,0,1.13,7,"290",1,4,4,4,10,15,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","Juan Francisco Torres Belén","juanfran","Juanfran","https://s.glbimg.com/es/sde/f/2019/08/09/3bd5a8ba6743da05e2eefc2c5140722d_FORMATO.png",72620,19,276,"lat","Nulo",0,6.82,0,2.58,6,"276",1,8,6,2,5,28,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","Maurício Kozlinski","mauricio-kozlinski","Maurício Kozlinski","https://s.glbimg.com/es/sde/f/2020/02/27/c1afaadaf0bd3588434aa47a13df9b8a_FORMATO.png",72595,19,373,"gol","Nulo",0,1.56,0,-7.8,1,"373",NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"396","Hernane Vidal Souza","hernane","Hernane","https://s.glbimg.com/es/sde/f/2020/02/27/c02ceae587d8a1531bebb801e8072417_FORMATO.png",72386,19,292,"ata","Nulo",0,2.8,0,1.44,14,"292",2,3,7,3,16,17,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"397","Rodrigo Caio Coquette Russo","rodrigo-caio","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2020/07/21/235f42a8e045a0d3e49b97de151784b9_FORMATO.png",73800,19,262,"zag","Contundido",0,8.92,0,2.78,9,"Flamengo",1,18,9,3,3,16,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","Renê dos Santos Júnior","rene-junior","Renê Júnior","https://s.glbimg.com/es/sde/f/2020/03/02/5908e5d1c3f4f989e8bc1b27ccb7c65d_FORMATO.png",73281,19,264,"mei","Nulo",0,1.6,0,-0.7,3,"264",NA,4,5,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"399","Flávio Tenius","flavio-tenius","Flávio Tenius","https://s.glbimg.com/es/sde/f/2020/10/28/545aec061cb3eee29883390f93af30c3_FORMATO.png",73451,19,263,"tec","Provável",2.86,8.51,-0.55,2.86,1,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","Gabriel Santana Pinto","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/01/21/85aa563c123a60bd623ab6053d632f1d_FORMATO.png",73515,19,294,"mei","Nulo",0,3.9,0,0.76,8,"Coritiba",NA,6,5,1,9,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","Eber Henrique Ferreira de Bessa","eber-bessa","Éber Bessa","https://s.glbimg.com/es/sde/f/2020/10/09/d0b4288d6ca77be73b69212249656293_FORMATO.png",73624,19,263,"mei","Nulo",0,2.62,0,0.9,1,"263",NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","Philip Luiz Soares da Silva","philip","Philip","https://s.glbimg.com/es/sde/f/2020/07/19/d35545c86a24c04675e015ea4e5c9a34_FORMATO.png",73758,19,292,"mei","Nulo",0,1.38,0,-0.4,1,"292",NA,NA,1,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","José Rogério de Oliveira Melo","rogerio","Rogério","https://s.glbimg.com/es/sde/f/2020/08/31/ef8bbe5f855514c0e2f7ff55805eed3e_FORMATO.png",73540,19,292,"ata","Nulo",0,3.88,0,1.23,6,"292",1,3,4,1,7,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","Abel Mathías Hernández Platero","abel-hernandez","Abel Hernández","https://s.glbimg.com/es/sde/f/2020/08/28/4d9c29b23debc8be1dadcfe86a9cb017_FORMATO.png",74159,19,285,"ata","Provável",-0.4,7.34,-1.66,2.85,12,"285",1,11,10,6,5,24,NA,1,4,NA,2,1,NA,NA,NA,NA,NA,NA
"405","Gilberto dos Santos Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2020/08/26/fdc588ab84ce9888cdb98fde023d0be2_FORMATO.jpeg",73789,19,290,"mei","Nulo",0.8,2.55,0.13,0.22,5,"290",NA,5,6,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","Éderson Alves Ribeiro Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2019/03/22/24b700fe4f2c7138597131364bc2d2d4_FORMATO.png",73446,19,356,"ata","Nulo",0,2.59,0,-0.8,2,"356",NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"407","José Élber Pimentel da Silva","elber","Élber","https://s.glbimg.com/es/sde/f/2020/07/24/4a3f794325acc2d6bd02a0c556444c2d_FORMATO.png",74140,19,265,"ata","Provável",2.8,8.89,0.21,3.13,14,"265",NA,12,6,7,31,77,NA,1,7,1,1,6,NA,NA,NA,NA,NA,NA
"408","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2020/03/09/73ed5ab3cb9b56aecea70945f57d3adf_FORMATO.png",73974,19,277,"mei","Nulo",0,8.09,0,1.24,10,"Santos",2,27,16,NA,14,46,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"409","Geuvânio Santos Silva","geuvanio","Geuvânio","https://s.glbimg.com/es/sde/f/2020/07/11/aa08b8bb889d2e350b8c0e20f8570d70_FORMATO.png",73896,19,293,"ata","Nulo",0,4.57,0,2.37,11,"293",4,9,15,2,13,44,NA,2,7,1,1,1,NA,NA,NA,NA,NA,NA
"410","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2020/02/28/797ea157d220381c5808fcaa35ab969f_FORMATO.png",78077,19,277,"lat","Provável",5.7,6.82,0.45,4.11,14,"Santos",2,11,6,NA,10,98,2,3,2,NA,4,2,NA,NA,NA,NA,NA,NA
"411","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2020/07/21/d4798c52ed5bfaf33216dc0e08d30246_FORMATO.png",78248,19,262,"zag","Provável",-3.3,4.89,-0.15,2.2,10,"Flamengo",2,11,10,3,5,29,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"412","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2019/09/19/70ca98c30fcb2c5e072b2494089c9fa5_FORMATO.png",74061,19,263,"gol","Contundido",0,14.9,0,5.6,8,"263",1,NA,NA,NA,NA,62,3,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,7
"413","Victor Vinícius Coelho dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/07/21/01b5e26f1af011bdac8d661b9dd04e59_FORMATO.png",78435,19,262,"ata","Nulo",7.4,7.12,1.59,2.12,14,"Flamengo",2,14,17,11,9,66,NA,1,8,NA,1,2,NA,NA,NA,NA,NA,NA
"414","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2020/02/27/0b1fa1ff46564d7ca161a86233bf84de_FORMATO.png",75295,19,285,"ata","Contundido",0,20.81,0,11.2,3,"285",NA,2,7,3,5,15,NA,1,1,1,3,3,NA,NA,NA,NA,NA,NA
"415","Jorge de Moura Xavier","jorginho","Jorginho","https://s.glbimg.com/es/sde/f/2020/09/11/fa4f0fa959553267d0d1f02920de2e33_FORMATO.png",77544,19,293,"mei","Nulo",0,9.05,0,3.86,9,"293",NA,15,8,5,13,39,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"416","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2020/02/27/001cd019cd767eafa0c877ae4f8a27ab_FORMATO.png",73992,19,285,"lat","Nulo",0,5.33,0,2.16,7,"285",1,13,13,1,9,59,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Willian Souza Arão da Silva","willian-arao","Willian Arão","https://s.glbimg.com/es/sde/f/2020/07/21/69e4e139a1d867fc6fc3d06b46ffd68d_FORMATO.png",78478,19,262,"mei","Provável",0,7.29,0,1.29,16,"Flamengo",3,31,17,7,6,57,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","César Bernardo Dutra","cesar","César","https://s.glbimg.com/es/sde/f/2020/07/21/422618b5070192c3866d9dc58a74354a_FORMATO.png",78086,19,262,"gol","Nulo",0,3.38,0,1.2,4,"Flamengo",NA,NA,NA,NA,NA,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"419","Elton Júnior Melo Ataíde","elton","Elton","https://s.glbimg.com/es/sde/f/2020/07/23/6bddafb802eca51fa3ab23c76e52a1b1_FORMATO.png",71719,19,265,"mei","Nulo",0,3.66,0,1.3,3,"265",NA,4,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","Jean Mota Oliveira de Sousa","jean-mota","Jean Mota","https://s.glbimg.com/es/sde/f/2020/03/09/c51996a402c33b6efe07a6e733476941_FORMATO.png",78548,19,277,"mei","Provável",5.5,4.93,1.18,2.05,14,"Santos",NA,16,18,7,14,48,NA,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"421","Douglas Alan Schuck Friedrich","douglas-friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2020/07/23/8673aa3ad493dd8b6692cdcf7143b3e2_FORMATO.png",78584,19,265,"gol","Provável",5.5,9.4,0.8,2.94,10,"265",NA,NA,NA,NA,2,56,2,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,10
"422","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2019/03/28/8b877a8c4ad54095a090c72a16cdb129_FORMATO.png",77959,19,277,"ata","Nulo",0,4,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Eduardo Schroeder Brock","eduardo-brock","Eduardo Brock","https://s.glbimg.com/es/sde/f/2020/08/31/edc31727f12d73f44cc5aa5c7e609151_FORMATO.png",78654,19,354,"zag","Provável",0,3.15,-0.33,3.38,5,"354",NA,6,2,2,1,32,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"424","Reinaldo Manoel da Silva","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2019/04/01/6d2d1a24cd6dbf9313e0b6efedc5c055_FORMATO.png",78850,19,276,"lat","Provável",9.9,15.26,0.94,5.99,13,"276",3,29,18,4,13,164,5,1,7,NA,4,NA,NA,NA,NA,NA,NA,NA
"425","Ramiro Moschen Benetti","ramiro","Ramiro","https://s.glbimg.com/es/sde/f/2020/07/21/e0a5bdd5ef228e8a11c02f81d9776f1f_FORMATO.png",78715,19,264,"mei","Provável",1.4,6.11,0.33,2.21,12,"264",4,31,22,5,9,69,NA,NA,2,1,1,1,NA,NA,NA,NA,NA,NA
"426","Matheus Cotulio Bossa","matheuzinho","Matheuzinho","https://s.glbimg.com/es/sde/f/2020/02/27/b29083c8515a9ac734ff21095aeb1a72_FORMATO.png",78424,19,373,"mei","Nulo",-0.7,4.76,-0.26,2.17,15,"373",NA,8,5,8,9,41,NA,1,4,1,1,1,NA,NA,NA,NA,NA,NA
"427","Fernando Uribe Hincapié","uribe","Uribe","https://s.glbimg.com/es/sde/f/2019/05/30/b108b602d840b36b81509e4c29870b37_FORMATO.png",78415,19,277,"ata","Nulo",0,3.33,0,0.6,1,"Santos",NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"428","Renê Rodrigues Martins","rene","Renê","https://s.glbimg.com/es/sde/f/2020/07/21/60d54826cbdcb1e92c0ae4057efbd02c_FORMATO.png",78445,19,262,"lat","Nulo",0,5.23,0,3.2,6,"Flamengo",1,16,4,1,3,51,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Arnaldo Manoel de Almeida","arnaldo","Arnaldo","https://s.glbimg.com/es/sde/f/2020/10/01/9e64684a0ef33c9f748f305214999641_FORMATO.png",78497,19,373,"lat","Nulo",0,2.87,0,0.17,3,"373",NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Tiago Pagnussat","tiago","Tiago ","https://s.glbimg.com/es/sde/f/2020/03/02/65eb6383d1eef941a4b0e88084a8b4f4_FORMATO.png",79042,19,354,"zag","Provável",2.2,5.92,0.41,2.41,11,"354",4,24,10,1,11,60,3,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"431","Ricardo Dias Acosta","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2020/08/31/b0d32bee7d7194947d1c22e221afed3f_FORMATO.png",78577,19,354,"mei","Dúvida",0,2.85,0,0.39,8,"354",1,8,4,NA,NA,46,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA
"432","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2020/02/27/add8047ee0515010dccf6e0d204c3bb0_FORMATO.png",79113,19,285,"zag","Provável",-1.1,9.97,-0.84,2.35,17,"285",7,30,28,NA,18,121,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Patrick de Oliveira Vieira","patrick-vieira","Patrick Vieira","https://s.glbimg.com/es/sde/f/2020/03/02/1b0ea475d6d2bdd4a6d337fb781b4752_FORMATO.png",78635,19,294,"lat","Nulo",0,4.64,0,1.55,4,"Coritiba",1,5,5,1,3,35,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"434","Germán Ezequiel Cano","cano","Cano","https://s.glbimg.com/es/sde/f/2020/08/17/9596d26050cf4d5c6dfba8dbd7af4da9_FORMATO.png",79631,19,267,"ata","Nulo",0,12.8,0,4.81,15,"267",NA,6,16,7,8,28,NA,NA,10,1,7,7,NA,NA,NA,NA,NA,NA
"435","Ricardo Manuel Andrade Silva Sá Pinto","ricardo-sa-pinto","Ricardo Sá Pinto","https://s.glbimg.com/es/sde/f/2020/10/27/09390969de443470c5eaf0f134f150a0_FORMATO.png",79658,19,267,"tec","Provável",1.35,6.91,-1.21,1.35,1,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","Gabriel Girotto Franco","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/07/21/6007b8a8c3569c3a81dae7a64a598076_FORMATO.png",78605,19,264,"mei","Nulo",0.9,4.22,-0.13,1.64,12,"264",4,27,17,2,12,46,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","Richard de Oliveira da Costa","richard","Richard","https://s.glbimg.com/es/sde/f/2020/08/31/b4171a404ece6ec54f9a350c1f02f874_FORMATO.png",78851,19,354,"gol","Nulo",0,4,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2019/01/14/44f0336a3733e2e3fb4fccc9cf275f3a_FORMATO.jpeg",81150,19,275,"lat","Nulo",0,5.2,0,1.79,8,"275",1,17,7,1,4,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2020/02/27/12e542636d28c0dc887fe6ae967dbe52_FORMATO.png",78865,19,285,"mei","Nulo",0,4.14,0,-0.2,3,"285",1,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","Alex Roberto Santana Rafael ","alex-muralha","Alex Muralha","https://s.glbimg.com/es/sde/f/2020/03/02/5719413c4b962fbbd123ca79f634cf8a_FORMATO.png",79066,19,294,"gol","Nulo",0,5,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Alejandro Ariel Cabral","ariel-cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2020/10/20/b1c01f38bddf4e54ae2b51d649a3dd2e_FORMATO.png",80363,19,290,"mei","Provável",1.7,5.36,-0.17,2.47,3,"290",1,12,5,NA,2,23,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2020/03/09/981499da2df970e3aa062fabcbf2f745_FORMATO.png",79035,19,277,"zag","Nulo",0,3.54,0,0.17,3,"Santos",NA,1,1,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Fábio Gonçalves","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2020/08/31/481f6c89bdb858088d28d492b1b0c868_FORMATO.png",80393,19,354,"mei","Suspenso",-1.5,3.35,-0.39,1.75,14,"354",3,31,6,2,8,43,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2020/08/18/3ca611370a41964d7e12a7d04a9474aa_FORMATO.png",80287,19,276,"ata","Provável",8.3,9.21,1.11,4.76,13,"276",3,19,20,6,22,63,NA,1,2,1,5,2,NA,NA,NA,NA,NA,NA
"445","Mattheus Andrade Gama de Oliveira","mattheus","Mattheus","https://s.glbimg.com/es/sde/f/2020/09/30/38d8d1bd4dd6f381d7dcabac2692be19_FORMATO.png",79023,19,294,"mei","Nulo",0,3.44,0,1.2,1,"Coritiba",NA,1,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2020/08/17/563094d1d3dc45cf4923d8458d9eb999_FORMATO.png",80196,19,267,"lat","Nulo",-2,6.99,-1.05,2.36,11,"267",2,16,14,4,20,72,2,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA
"447","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2020/03/09/f29c869ccdfaa407340b9047dbf761fa_FORMATO.jpeg",80692,19,275,"zag","Provável",7.2,6.21,0.86,2.23,13,"275",4,23,10,3,5,48,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"448","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,19,284,"zag","Nulo",0,10.89,0,4.1,8,"284",2,30,8,4,5,49,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"449","Lucas Silva Borges","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2020/07/19/35677798312c58c5cc2c64f41b79a8dc_FORMATO.png",79701,19,284,"mei","Suspenso",-2.3,4.55,-0.47,1.38,17,"284",3,23,15,5,22,57,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Lucas Andrés Mugni","lucas-mugni","Lucas Mugni","https://s.glbimg.com/es/sde/f/2020/02/27/30e6367d1c02b5a0bdbbafbd7689f58b_FORMATO.png",81121,19,292,"mei","Provável",6.5,5.25,0.8,3.12,14,"292",1,34,11,4,9,62,NA,1,3,NA,1,2,NA,NA,NA,NA,NA,NA
"451","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2020/08/31/4322e71a5ba13c6f911158707a657254_FORMATO.png",81091,19,282,"mei","Provável",6.6,8.6,1.23,3.14,17,"282",4,44,36,6,34,59,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"452","José Roberto Assunção de Araújo Filho","ze-roberto","Zé Roberto","https://s.glbimg.com/es/sde/f/2020/09/24/92e625f2f61fcc7b47312d5c8e899f76_FORMATO.png",80076,19,373,"ata","Provável",0.6,3.81,-0.29,1.43,7,"373",2,3,13,5,13,31,NA,NA,3,NA,1,3,NA,NA,NA,NA,NA,NA
"453","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2020/07/23/c62b021ccea14898e0104605a648a450_FORMATO.png",80189,19,265,"zag","Nulo",0,3.83,0,0.42,6,"265",1,3,5,NA,2,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Franco Rodrigo Fragapane","fragapane","Fragapane","https://s.glbimg.com/es/sde/f/2020/08/13/6d413c7af901ddd4a2d29351eab858a8_FORMATO.png",79262,19,356,"ata","Nulo",0,1.53,0,0.27,9,"356",NA,4,2,NA,3,15,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"455","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2020/03/09/dcd863bb1e191c65dfdeac7713a01704_FORMATO.png",81677,19,277,"mei","Contundido",0,5.65,0,1.66,12,"Santos",1,15,11,7,18,98,NA,1,6,NA,NA,1,1,NA,NA,NA,NA,NA
"456","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2020/09/26/b400496767c5b2364514614c6837b344_FORMATO.png",81682,19,264,"mei","Provável",2.1,9.34,-0.21,1.17,6,"264",1,1,2,NA,3,17,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"457","Daniel Alberto Villalva Barrios","keko","Keko ","https://s.glbimg.com/es/sde/f/2020/08/26/b53fdb79b554fd3023712890b2802adc_FORMATO.jpeg",81683,19,290,"ata","Suspenso",1.7,2.78,0.03,1.7,11,"290",2,9,9,5,15,60,NA,2,1,1,NA,3,NA,NA,NA,NA,NA,NA
"458","Bruno dos Santos Nazário","bruno-nazario","Bruno Nazário","https://s.glbimg.com/es/sde/f/2020/03/01/e075c585ee5c2d864db961025f9ac952_FORMATO.png",81776,19,263,"mei","Provável",4.3,7.41,0.62,2.86,12,"263",1,14,18,7,15,94,NA,2,8,NA,1,NA,NA,NA,NA,NA,NA,NA
"459","Lucas Rafael Araújo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2019/01/14/3629dc12c2a7c9f0e4c6c53a4a2cbb61_FORMATO.jpeg",80583,19,275,"mei","Nulo",0,4.78,0,0.89,13,"275",3,17,15,2,21,102,NA,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA
"460","Victor Andrade Santos","victor-andrade","Victor Andrade","https://s.glbimg.com/es/sde/f/2020/08/26/440d20f8bef7ed2efd9ebbb9c1b88e74_FORMATO.jpeg",80536,19,290,"ata","Nulo",0,5.76,0,3.55,8,"290",4,9,17,9,28,25,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"461","Marcos Antônio Almeida Silva","marcao-silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2020/02/27/79ca1f19561511f316107b776b58d2e4_FORMATO.png",78856,19,292,"mei","Provável",4.3,4.93,0.84,2.12,11,"292",3,24,19,4,10,14,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
