"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","DS","FC","FD","FF","FS","G","I","PI","A","CA","DD","GS","SG","GC","PP","FT","DP","CV"
"358","Luiz Gustavo Tavares Conde","luiz-gustavo","Luiz Gustavo","https://s.glbimg.com/es/sde/f/2020/08/26/4abf50d8db8cafea0dd9a8130829ab3b_FORMATO.jpeg",80573,7,290,"zag","Nulo",0,2.42,0,0.87,3,"Goiás",8,6,1,NA,5,NA,NA,21,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"359","Luiz Antonio Ferreira Rodrigues","felipe","Felipe","https://s.glbimg.com/es/sde/f/2019/03/22/4ef6aa2bd0c3f910bdb023b63225bec1_FORMATO.png",91733,7,356,"mei","Provável",4.4,5.63,0.78,3.05,7,"Fortaleza",23,11,1,2,17,NA,NA,35,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"360","Matheus Bueno Batista","matheus-bueno","Matheus Bueno","https://s.glbimg.com/es/sde/f/2020/03/03/a159f5ccd62c81f4ada32db91977a6be_FORMATO.png",101832,7,294,"mei","Provável",2.1,1.96,0.2,1.2,6,"Coritiba",9,7,1,1,3,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","Yago da Silva Rocha","yago-rocha","Yago Rocha","https://s.glbimg.com/es/sde/f/2020/08/26/6622fc0f0b4563502290e852155ed20f_FORMATO.jpeg",90118,7,290,"lat","Nulo",0,3.06,0,1.9,1,"Goiás",1,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2020/03/06/c5ae2181227b8ce1cfaa3ff33c7d8ac0_FORMATO.png",90309,7,356,"ata","Provável",-1.6,3.01,-1.2,1.13,7,"Fortaleza",9,16,NA,6,6,NA,4,19,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"363","Daniel Alberto Villalva Barrios","keko","Keko ","https://s.glbimg.com/es/sde/f/2020/08/26/b53fdb79b554fd3023712890b2802adc_FORMATO.jpeg",81683,7,290,"ata","Provável",1.1,2.26,-0.46,1.9,3,"Goiás",5,3,NA,NA,5,NA,2,23,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"364","José Gabriel dos Santos Silva","ze-gabriel","Zé Gabriel","https://s.glbimg.com/es/sde/f/2020/02/28/406d8a9fc74d962738e649a8e390169e_FORMATO.png",105902,7,285,"mei","Nulo",0,2.63,0,1.46,5,"Internacional",9,6,NA,1,4,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","Lucas Vinícius Gonçalves Silva","lucao-do-break","Lucão do Break","https://s.glbimg.com/es/sde/f/2020/08/26/327d8ca1e3d966621e0b1f2489f9b43a_FORMATO.jpeg",83199,7,290,"ata","Nulo",0,3,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","Marcelo Rangel da Rosa","marcelo-rangel","Marcelo Rangel","https://s.glbimg.com/es/sde/f/2020/08/26/a5be04058297823632c7065f9ceea2ae_FORMATO.jpeg",82730,7,290,"gol","Nulo",0,0.86,0,-2.45,2,"Goiás",NA,NA,NA,NA,NA,NA,NA,29,NA,NA,1,3,NA,NA,NA,NA,NA,NA
"367","Mike dos Santos Nenatarvicius","mike","Mike","https://s.glbimg.com/es/sde/f/2020/08/26/358cf602cf5fba4ab21e7f61d2a02cf6_FORMATO.jpeg",72389,7,290,"ata","Nulo",5,4.06,0.81,2.23,3,"Goiás",2,2,1,3,5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","Thalles Gabriel Morais dos Reis","thalles","Thalles","https://s.glbimg.com/es/sde/f/2020/08/26/29ed45b9104e691d2e12cd4ecb6bbd0b_FORMATO.jpeg",95222,7,290,"mei","Nulo",0,3.27,0,0.7,1,"Goiás",1,NA,NA,NA,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","Carlos Eduardo Soares Mota","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2020/02/27/3e68131e760ca1e4bc68e176dfd5b5ec_FORMATO.png",90416,7,292,"gol","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2020/03/09/ebc79a97a8840c38c63b16446a1c84b5_FORMATO.png",63013,7,275,"lat","Contundido",0,8.07,0,2.35,4,"Palmeiras",9,7,NA,1,4,NA,NA,39,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"371","Matheus Alves da Silva Cardoso","matheus-alves","Matheus Alves","https://s.glbimg.com/es/sde/f/2020/08/26/9f0365f3162049e805c9b1b5188c50bf_FORMATO.jpeg",91712,7,290,"gol","Nulo",0,1,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","Vitor Hugo Franchescoli de Souza","vitor-hugo","Vitor Hugo","https://s.glbimg.com/es/sde/f/2019/08/01/10d95e2af722b1c1c76a7fe3c403de16_FORMATO.png",72605,7,275,"zag","Dúvida",0,5.49,0,0.7,1,"Palmeiras",1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","Jefferson Junio Antônio da Silva","jefferson","Jefferson","https://s.glbimg.com/es/sde/f/2020/08/26/1b4ff7917a54d469be132fbe58592256_FORMATO.jpeg",95220,7,290,"lat","Provável",2,5.64,-0.35,4.57,3,"Goiás",6,3,NA,NA,2,1,1,23,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"374","Vanderlei Luxemburgo da Silva","vanderlei-luxemburgo","Vanderlei Luxemburgo","https://s.glbimg.com/es/sde/f/2020/07/16/6f52df78da4ceb768cd3573de68fcd6f_FORMATO.png",41327,7,275,"tec","Provável",2.31,10.04,-0.17,2.88,6,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","Joao Robin Rojas Mendoza","joao-rojas","Joao Rojas","https://s.glbimg.com/es/sde/f/2020/03/09/df53a31bb47d9ca7d71c5826b26910ea_FORMATO.png",70784,7,276,"ata","Contundido",0,6,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","Miguel Silveira dos Santos","miguel","Miguel","https://s.glbimg.com/es/sde/f/2020/08/11/d3bc0d5856387f3aab09b5c23bc2f805_FORMATO.png",105612,7,266,"mei","Nulo",0,2.39,0,0.3,1,"Fluminense",NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","Lucas Rafael Araújo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2019/01/14/3629dc12c2a7c9f0e4c6c53a4a2cbb61_FORMATO.jpeg",80583,7,275,"mei","Provável",1.2,4.5,-0.02,0.27,6,"Palmeiras",7,6,NA,2,10,NA,NA,50,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"378","Wanderson de Jesus Martins","caju","Caju","https://s.glbimg.com/es/sde/f/2020/08/26/9ae21301cf0ce3eba973f67c403ec409_FORMATO.jpeg",89342,7,290,"lat","Nulo",0,3,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","Lucas Cavalcante Silva Afonso","lucao","Lucão","https://s.glbimg.com/es/sde/f/2020/08/26/263beb42c32d93d9e5717130da44281f_FORMATO.jpeg",84554,7,290,"zag","Nulo",0,3,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","Luciano Batista da Silva Junior","luciano-juba","Luciano Juba","https://s.glbimg.com/es/sde/f/2020/02/27/31b914c6b9a40f145d57b7006f20116e_FORMATO.png",107093,7,292,"lat","Provável",-2.7,0.76,0,-1.1,4,"Sport",4,7,NA,NA,NA,NA,NA,29,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"381","Maxwell Lima Santos Silva","maxwell","Maxwell","https://s.glbimg.com/es/sde/f/2020/02/27/6dd964a64713673b192cdf5819becdb7_FORMATO.png",107092,7,292,"ata","Nulo",0,2.54,0,1.5,1,"Sport",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","David de Duarte Macedo","david-duarte","David Duarte","https://s.glbimg.com/es/sde/f/2020/08/26/4978572126e19c8d360d62716fe78b26_FORMATO.jpeg",91772,7,290,"zag","Nulo",0,3,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","José Joaquim de Carvalho","zeca","Zeca","https://s.glbimg.com/es/sde/f/2020/08/26/44eafed43db0f7d9f5ef802ee7efa7aa_FORMATO.jpeg",94976,7,290,"ata","Nulo",0,0.75,0,-1.07,3,"Goiás",1,3,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"384","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2020/03/09/f29c869ccdfaa407340b9047dbf761fa_FORMATO.jpeg",80692,7,275,"zag","Suspenso",-2.6,4.48,-0.89,1.57,6,"Palmeiras",12,6,NA,2,4,NA,NA,22,NA,3,NA,NA,1,NA,NA,NA,NA,NA
"385","Ramires Santos do Nascimento","ramires","Ramires","https://s.glbimg.com/es/sde/f/2019/07/15/f7e7e1bc3ae4b0d7928b527e2e567bc1_FORMATO.png",50293,7,275,"mei","Nulo",2.6,5.42,0.36,0.87,6,"Palmeiras",13,2,NA,NA,4,NA,NA,18,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"386","José Rafael Vivian","ze-rafael","Zé Rafael","https://s.glbimg.com/es/sde/f/2020/03/09/ada4c949fbe8a7d69336cf1ccd4ad0e9_FORMATO.png",82455,7,275,"mei","Provável",-1.1,9.33,-1.74,3.82,5,"Palmeiras",5,11,1,1,16,1,NA,14,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"387","Miguel Ferreira Damasceno","miguel-figueira","Miguel Figueira","https://s.glbimg.com/es/sde/f/2020/08/26/3fa464ee6de9c64f2d753dc0dc419801_FORMATO.jpeg",102565,7,290,"mei","Nulo",2.3,2.02,0.3,1.33,3,"Goiás",2,6,NA,NA,1,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","Victor Luis Chuab Zamblauskas","victor-luis","Victor Luis","https://s.glbimg.com/es/sde/f/2020/07/21/63b1b5162d56c5b17d785e530bc0fd50_FORMATO.png",86410,7,263,"lat","Contundido",0,9.5,0,6.2,2,"Botafogo",7,NA,1,NA,2,NA,NA,18,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"389","Francisco Alves da Silva Melo","chico","Chico","https://s.glbimg.com/es/sde/f/2020/02/27/091e13c92c44ecc1214f5f2ecd1f2b5d_FORMATO.png",99253,7,292,"zag","Nulo",0,1.5,-0.1,0.3,3,"Sport",4,2,NA,NA,1,NA,NA,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"390","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2019/01/14/44f0336a3733e2e3fb4fccc9cf275f3a_FORMATO.jpeg",81150,7,275,"lat","Provável",0.7,5.42,-0.53,1.43,3,"Palmeiras",8,5,NA,NA,3,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","Bruno Conceição Praxedes","praxedes","Praxedes","https://s.glbimg.com/es/sde/f/2020/07/20/521eb9012cf96bba8e8c3b08e79b3138_FORMATO.png",107744,7,285,"mei","Provável",-1.7,0.76,0.01,-0.97,3,"Internacional",3,5,NA,3,1,NA,NA,23,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"392","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2020/03/09/71bcf1e425e67e81c290c3dd92ade61c_FORMATO.png",70916,7,275,"lat","Dúvida",-0.7,8.08,-1.59,4.5,5,"Palmeiras",18,5,NA,3,4,NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"393","Matheus Rezende Assis","rezende","Rezende","https://s.glbimg.com/es/sde/f/2020/08/26/906a80a770a2e18eff41f8425cbd887a_FORMATO.jpeg",93798,7,290,"mei","Nulo",0,1,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","Leonardo Natel Vieira","leo-natel","Léo Natel","https://s.glbimg.com/es/sde/f/2020/07/21/75fe8f637b732326ab10856c62020124_FORMATO.png",98952,7,264,"ata","Nulo",0.1,4.07,-0.47,3.16,5,"Corinthians",10,9,2,3,4,1,1,20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"395","Vinicius Silvestre da Costa","vinicius-silvestre","Vinicius Silvestre","https://s.glbimg.com/es/sde/f/2020/02/28/c700e89cfd0aa09a1bc96945a20848f3_FORMATO.png",85083,7,275,"gol","Nulo",0,3,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","Jailson Marcelino dos Santos","jailson","Jailson","https://s.glbimg.com/es/sde/f/2020/03/09/511303024e5679ad2b3ae40dd0b19d1d_FORMATO.png",72290,7,275,"gol","Nulo",0,3.06,0,-3.1,1,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"397","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2020/02/28/4d5c465a6fd405b025d4ca76e81d24a1_FORMATO.png",86972,7,275,"zag","Dúvida",0,4,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","Paulo Henrique Pereira da Silva","paulinho-boia","Paulinho Bóia","https://s.glbimg.com/es/sde/f/2020/07/21/b835e53eaf060e493f1fdd092c0174c6_FORMATO.png",100333,7,276,"ata","Provável",9,6.13,1.32,5.27,4,"São Paulo",8,5,3,1,15,NA,1,18,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"399","Ronielson da Silva Barbosa","rony","Rony","https://s.glbimg.com/es/sde/f/2020/02/28/084ca5caaf485fd3cbf303cda6bbd8bf_FORMATO.png",91607,7,275,"ata","Nulo",0.5,10.08,-0.56,1.27,6,"Palmeiras",9,14,2,3,14,NA,3,27,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"400","Gustavo Henrique Furtado Scarpa","gustavo-scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2019/10/03/47c21ed885c76c65fecede59c0ecf1e0_FORMATO.png",87999,7,275,"mei","Nulo",0,6.76,0,1.2,4,"Palmeiras",1,3,2,1,NA,NA,NA,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"401","João Lucas Souza Cardoso","johnny","Johnny ","https://s.glbimg.com/es/sde/f/2020/02/27/fd6f78bc8647dd5e9fc9090d28654546_FORMATO.png",106002,7,285,"mei","Nulo",4.2,2.51,0.51,4.2,1,"Internacional",4,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","Tadeu Antônio Ferreira","tadeu","Tadeu","https://s.glbimg.com/es/sde/f/2020/08/26/cf01a937d465c1d2b6417bf927da94c7_FORMATO.jpeg",82453,7,290,"gol","Provável",-0.7,7.12,-1.65,0.27,3,"Goiás",NA,NA,NA,NA,1,NA,NA,27,NA,NA,2,5,1,NA,NA,NA,NA,NA
"403","Patrick de Paula Carreiro","patrick-de-paula","Patrick de Paula","https://s.glbimg.com/es/sde/f/2020/03/09/a9c14c249329965a83e2f3b2bda2642b_FORMATO.png",107172,7,275,"mei","Provável",5.2,4.77,0.98,3.4,6,"Palmeiras",13,11,NA,2,7,1,NA,32,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"404","Ángelo Giovanni Araos Llanos","araos","Araos","https://s.glbimg.com/es/sde/f/2020/07/21/e063b0d6307468bf5a905f24f53404ff_FORMATO.png",102352,7,264,"mei","Nulo",-0.2,8.02,-0.4,4.52,6,"Corinthians",7,4,2,3,9,1,NA,32,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"405","Márcio Antônio de Sousa Júnior","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2020/08/26/52db5bc01e919c1a6c0171614f6052b0_FORMATO.jpeg",95332,7,290,"ata","Nulo",0,2.66,0,-0.9,1,"Goiás",NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","Kevin Peterson dos Santos Silva","kevin","Kevin ","https://s.glbimg.com/es/sde/f/2020/07/22/3146ee098c41caa4d1ed2022bd3dc17e_FORMATO.png",91888,7,263,"lat","Provável",6.8,3.57,1.4,2.63,3,"Botafogo",5,1,NA,NA,1,NA,NA,21,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"407","Guilherme da Trindade Dubas","guilherme-biro","Guilherme Biro","https://s.glbimg.com/es/sde/f/2020/03/03/894792f4de57714ecebf346073081a01_FORMATO.png",107555,7,294,"ata","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","Frederico Chaves Guedes","fred","Fred","https://s.glbimg.com/es/sde/f/2020/08/11/1546fc5edcfb41d2e8f79f6eca1f6899_FORMATO.png",38162,7,266,"ata","Provável",0.6,2.86,-0.7,0.98,4,"Fluminense",NA,4,NA,1,4,1,NA,9,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"409","Raphael Cavalcante Veiga","raphael-veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2019/01/14/e85d3259b80c8d878e2b07eae90749ee_FORMATO.jpeg",94509,7,275,"mei","Nulo",0,8.78,0,5.1,2,"Palmeiras",3,6,NA,3,1,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","José Sabino Chagas Monteiro","sabino","Sabino","https://s.glbimg.com/es/sde/f/2020/03/03/c40f55b88cf1db157380eee4013c9828_FORMATO.png",104075,7,294,"zag","Provável",7.8,7.84,-0.49,5.06,7,"Coritiba",10,4,NA,1,5,2,1,44,NA,NA,NA,NA,2,NA,NA,1,NA,NA
"411","Igor Jesus Maciel da Cruz","igor-jesus","Igor Jesus","https://s.glbimg.com/es/sde/f/2020/03/03/c8f7399669dc0f941ccc95229f9e768f_FORMATO.png",104528,7,294,"ata","Nulo",1,1.93,0.11,0.73,7,"Coritiba",3,7,1,2,12,NA,3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","Matías Nicolás Viña Susperreguy","vina","Viña","https://s.glbimg.com/es/sde/f/2020/02/28/444cc845fe792b0fdd234c579e4c31de_FORMATO.png",98974,7,275,"lat","Dúvida",3.8,7.03,-0.37,4,3,"Palmeiras",11,NA,NA,2,3,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Pablo Dyego da Silva Rosa","pablo-dyego","Pablo Dyego","https://s.glbimg.com/es/sde/f/2020/08/31/f7dd32a701b0a6198b97fcfb050814fa_FORMATO.png",86444,7,266,"ata","Contundido",0,2,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","Marcos Felipe de Freitas Monteiro","marcos-felipe","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2020/08/11/1e384aacfbb6566d7f8e26a14bdb07ed_FORMATO.png",85004,7,266,"gol","Provável",0.3,1.27,0.28,-0.9,2,"Fluminense",NA,NA,NA,NA,1,NA,NA,23,NA,NA,1,2,NA,NA,NA,NA,NA,NA
"415","Wesley Ribeiro Silva","wesley","Wesley","https://s.glbimg.com/es/sde/f/2020/03/09/a109fbcc7f3230d816eba0d842c3c2fd_FORMATO.png",105811,7,275,"ata","Nulo",-0.1,1.89,0.16,-0.3,3,"Palmeiras",1,2,1,NA,2,NA,1,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"416","Brenner Souza da Silva","brenner","Brenner","https://s.glbimg.com/es/sde/f/2020/07/23/08b2259246ad0fdc037dd11a4549d219_FORMATO.png",99789,7,276,"ata","Nulo",1.4,3.48,-0.87,4.8,2,"São Paulo",2,1,NA,1,3,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"417","Juan de Dios Pintado Leines","pintado","Pintado","https://s.glbimg.com/es/sde/f/2020/08/26/3e23be2578176d19f8b8926b55cb8cfd_FORMATO.jpeg",107565,7,290,"lat","Provável",2.7,2.64,-0.35,2.32,5,"Goiás",14,7,NA,NA,1,NA,1,19,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"418","Luan Silva dos Santos","luan-silva","Luan Silva","https://s.glbimg.com/es/sde/f/2020/03/07/9323f3231e0e80378421c98fe7c6b795_FORMATO.png",102295,7,275,"ata","Contundido",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","Iván Darío Angulo Cortés","ivan-angulo","Iván Angulo","https://s.glbimg.com/es/sde/f/2019/07/02/731398bec297fdd7b71603f1da8e4c61_FORMATO.jpeg",105841,7,275,"ata","Nulo",0,4,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","Douglas Moreira Fagundes","dodi","Dodi","https://s.glbimg.com/es/sde/f/2020/08/11/87b4fea563db3d41db70885180069dfb_FORMATO.png",89883,7,266,"mei","Provável",4.9,11.73,-0.99,5.8,7,"Fluminense",30,10,3,3,12,1,NA,24,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"421","Gustavo Raúl Gómez Portillo","gustavo-gomez","Gustavo Gómez","https://s.glbimg.com/es/sde/f/2020/03/09/d8945e5024344014b96d64adab91f4da_FORMATO.png",71684,7,275,"zag","Provável",8.5,13.77,1.39,4.76,5,"Palmeiras",8,8,NA,2,4,1,1,13,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"422","Weverton Pereira da Silva","weverton","Weverton","https://s.glbimg.com/es/sde/f/2019/10/03/58aa0eddfe8c9c684344f4231a233ddf_FORMATO.png",71631,7,275,"gol","Provável",-2.4,7.67,-0.56,-0.5,5,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,35,NA,NA,1,4,1,NA,NA,NA,NA,NA
"423","Gabriel Veron Fonseca de Souza","gabriel-veron","Gabriel Veron","https://s.glbimg.com/es/sde/f/2020/01/20/4d926ee7edebf4a6823049ca2eb242a7_FORMATO.png",103764,7,275,"ata","Nulo",0,5,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","Yago Felipe da Costa Rocha","yago-felipe","Yago Felipe","https://s.glbimg.com/es/sde/f/2020/08/11/547c3364c22efd6f4b6928ed120d64b9_FORMATO.png",87747,7,266,"mei","Nulo",3.1,3.12,0.53,0.58,5,"Fluminense",3,7,NA,1,8,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Matheus Ferraz Pereira","matheus-ferraz","Matheus Ferraz","https://s.glbimg.com/es/sde/f/2020/08/11/16fac49e8d3bba144b424d3a32ca55ad_FORMATO.png",38632,7,266,"zag","Nulo",0,6,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2020/03/09/dcd863bb1e191c65dfdeac7713a01704_FORMATO.png",81677,7,277,"mei","Provável",3.2,5.92,0.27,1.43,7,"Santos",12,7,2,4,15,NA,1,71,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"427","Filipe Cândido da Trindade","filipe-trindade","Filipe Trindade","https://s.glbimg.com/es/sde/f/2020/08/26/7532e21446b6281f1eb1d1a3d9e2a803_FORMATO.jpeg",105341,7,290,"mei","Nulo",0,2,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Lucas Esteves de Souza","esteves","Esteves","https://s.glbimg.com/es/sde/f/2019/07/08/cd984c932e6f6d7e51df1e0963c5513e_FORMATO.jpeg",100846,7,275,"lat","Nulo",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Gabriel Vinícius Menino","gabriel-menino","Gabriel Menino","https://s.glbimg.com/es/sde/f/2020/01/20/119d338ee09aacf08faae33fa7047de7_FORMATO.png",103767,7,275,"mei","Provável",2,4.97,0.37,2.68,6,"Palmeiras",11,4,1,3,13,NA,4,40,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"430","Rafael Forster","rafael-forster","Rafael Forster","https://s.glbimg.com/es/sde/f/2020/07/25/45f0a542e4a96e80e8787fdca06ccec8_FORMATO.png",82764,7,263,"zag","Dúvida",4.4,3.51,0.94,1.26,5,"Botafogo",3,3,NA,2,4,NA,NA,18,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"431","Yuri Oliveira Lima","yuri-lima","Yuri Lima","https://s.glbimg.com/es/sde/f/2020/08/11/b2893fbcf5a6387a335f1fc33beb7f4d_FORMATO.png",90569,7,266,"mei","Provável",0,0.87,0,0.08,5,"Fluminense",8,9,1,2,4,NA,NA,19,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"432","Jaime Alberto Alvarado Hoyos","alvarado","Alvarado","https://s.glbimg.com/es/sde/f/2020/07/25/4a02063b707aa80eda6644030e78eaf9_FORMATO.png",107991,7,293,"mei","Nulo",0,5,0,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Kaio Magno Bacelar Martins","kaio-magno","Kaio Magno","https://s.glbimg.com/es/sde/f/2020/08/17/c109a1096391cd5858b3c928807a4cc9_FORMATO.png",106200,7,267,"ata","Nulo",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Marcílio Florêncio Mota Filho","nino","Nino","https://s.glbimg.com/es/sde/f/2020/08/11/672deb726c86fbc4b3c7a16153f7ec70_FORMATO.png",91708,7,266,"zag","Provável",-2.4,3.21,-0.76,0,6,"Fluminense",5,6,NA,NA,9,NA,NA,25,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"435","Odair Hellmann","odair-hellmann","Odair Hellmann","https://s.glbimg.com/es/sde/f/2020/07/19/059642474c6a0cb2fa9acebfe933df26_FORMATO.png",92273,7,266,"tec","Provável",3.08,8.39,0.03,3.15,7,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
