"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DD","GS","PI","SG","A","CV","DS","FC","FD","FF","FS","G","I","FT","DP","GC","PP"
"396","Pedro Henrique Nunes Silva","pedrao","Pedrão","https://s.glbimg.com/es/sde/f/2020/08/03/ab4d9a5eefa053f8078426da8a7517ee_FORMATO.png",107541,34,292,"zag","Nulo",0,1,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","Rafael Martiniano de Miranda Moura","rafael-moura","Rafael Moura","https://s.glbimg.com/es/sde/f/2020/08/26/6c38445bf76b8b26d2b258cbcbf30a9d_FORMATO.jpeg",37655,34,290,"ata","Provável",-0.7,5.64,-0.61,2.2,23,"290",8,NA,NA,141,NA,NA,NA,12,42,6,23,19,8,19,NA,NA,NA,NA
"398","Matheus Purcelo Blecha de Moraes","matheus-moraes","Matheus Moraes","https://s.glbimg.com/es/sde/f/2020/08/03/a6f8905ccb70a6ebf11ac94c30c32c6a_FORMATO.png",109560,34,277,"mei","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","Gustavo Eliseo Morínigo Vázquez","gustavo-morinigo","Gustavo Morínigo","https://s.glbimg.com/es/sde/f/2021/01/19/05c63397c106ed15e25d65ccb735f00f_FORMATO.png",88881,34,294,"tec","Nulo",1.4,8.48,-0.13,3.34,6,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","Matheus Martinelli Lima","martinelli","Martinelli","https://s.glbimg.com/es/sde/f/2020/09/18/d91238c5e040d15b0c5835c7ca195014_FORMATO.png",109573,34,266,"mei","Provável",1.3,1.61,-3.17,3.48,8,"266",2,NA,NA,39,NA,NA,NA,20,12,2,1,5,2,NA,NA,NA,NA,NA
"401","Vinicius Alessandro Mingotti","vinicius-mingotti","Vinicius Mingotti","https://s.glbimg.com/es/sde/f/2019/07/19/72e2c4c729775230ecaf6dc50d64db45_FORMATO.png",105909,34,293,"ata","Nulo",0,7.3,0,2.1,5,"293",NA,NA,NA,9,NA,1,NA,3,2,NA,3,6,NA,2,NA,NA,NA,NA
"402","Andrew Erik Feitosa","morato","Morato","https://s.glbimg.com/es/sde/f/2020/07/28/45ddb78d5fe4e30bced22de0add70650_FORMATO.png",86227,34,280,"ata","Nulo",0,2.39,0,0.32,17,"280",1,NA,NA,71,NA,NA,1,10,18,5,10,11,NA,2,NA,NA,NA,NA
"403","Pablo Felipe Teixeira","pablo","Pablo","https://s.glbimg.com/es/sde/f/2019/04/01/2183894813bb5543356e56f459ac6b03_FORMATO.png",69138,34,276,"ata","Provável",0,7.12,0,1.62,22,"276",2,NA,NA,38,NA,2,NA,14,30,7,19,15,1,9,NA,NA,NA,NA
"404","Vanderlei Luxemburgo da Silva","vanderlei-luxemburgo","Vanderlei Luxemburgo","https://s.glbimg.com/es/sde/f/2020/12/31/a8308071841710b7b43c3c0f28ff6113_FORMATO.png",41327,34,267,"tec","Provável",2.19,10.04,-0.49,3.47,21,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","Renato Portaluppi","renato-gaucho","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2020/07/19/5604ae02dbe93c1893a6cdb31d2b0e90_FORMATO.png",41929,34,284,"tec","Provável",3.69,12.48,0.12,3.75,31,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","Pedro Henrique Rodrigues Bicalho","pedro-bicalho","Pedro Bicalho","https://s.glbimg.com/es/sde/f/2021/01/08/3ec8503326f8e51a9fe7bafc9265f01d_FORMATO.jpeg",103777,34,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","César Coelho Campos Júnior","cesinha","Cesinha","https://s.glbimg.com/es/sde/f/2020/11/05/e2a81a7381cac3a02c6d73e7ba2e403c_FORMATO.png",107746,34,263,"mei","Provável",0,0.78,0,-0.1,1,"263",NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"408","Anderson Hernanes de Carvalho Andrade Lima","hernanes","Hernanes","https://s.glbimg.com/es/sde/f/2019/04/01/9de4879116fa3172f964c37907406613_FORMATO.png",38648,34,276,"mei","Nulo",0,6.49,0,1.27,13,"276",4,NA,NA,32,NA,NA,NA,10,14,5,4,15,1,NA,NA,NA,NA,NA
"409","Brenno Oliveira Fraga Costa","brenno","Brenno","https://s.glbimg.com/es/sde/f/2020/07/19/1748daa635dc775b9136f10307a95ab1_FORMATO.png",100830,34,284,"gol","Nulo",0,1,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","Gustavo Garcia dos Santos","garcia","Garcia","https://s.glbimg.com/es/sde/f/2021/01/08/dc543a39a60bdbe5a80d40a3c386493d_FORMATO.jpeg",107225,34,275,"lat","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","Claudio Luiz Rodrigues Parisi Leonel","claudinho","Claudinho","https://s.glbimg.com/es/sde/f/2020/07/28/552853b4ec9d01e9cfe52d7863da96fd_FORMATO.png",92630,34,280,"ata","Provável",14.2,17.22,2.13,7,30,"280",4,NA,NA,288,NA,6,NA,44,26,21,30,46,15,5,NA,NA,NA,1
"412","Roberto Pimenta Vinagre Filho","betinho","Betinho","https://s.glbimg.com/es/sde/f/2020/02/27/d7282d39e0f03cd1978cb07173ea3ead_FORMATO.png",82876,34,292,"mei","Provável",0,4.42,0,1.53,20,"292",4,NA,NA,103,NA,1,NA,46,37,1,6,21,NA,NA,NA,NA,NA,NA
"413","Everson Bispo Pereira","everson","Everson","https://s.glbimg.com/es/sde/f/2020/08/07/bcee43b5a9d7f2a59fe420a61e728ec9_FORMATO.png",91929,34,265,"zag","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","Francisco Rodrigo de Sousa Barbosa","diguinho","Diguinho","https://s.glbimg.com/es/sde/f/2019/03/26/4c13e130e2f3f94ed262901e2ed530c9_FORMATO.png",105282,34,356,"zag","Nulo",0,2,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","Leonardo Borges da Silva","leonardo-borges","Leonardo Borges","https://s.glbimg.com/es/sde/f/2020/07/26/c3a222558472978d707d1cf23e5f8139_FORMATO.png",105839,34,285,"lat","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","Marthã Fernando Gonçalves Pimenta","martha","Marthã","https://s.glbimg.com/es/sde/f/2020/01/16/9b5adea073467ee84f68436f0d462a6f_FORMATO.png",107400,34,354,"mei","Nulo",0,0.83,0,-0.47,3,"354",1,NA,NA,4,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA
"417","Robson Santos Do Carmo Junior","robinho","Robinho","https://s.glbimg.com/es/sde/f/2021/01/08/dc98f472a63da73e4464f9d305f12343_FORMATO.jpeg",107976,34,275,"ata","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","Marcos da Silva França","keno","Keno","https://s.glbimg.com/es/sde/f/2020/08/31/1c7eb530ff0944a5fb26c266c76aac9c_FORMATO.png",86485,34,282,"ata","Contundido",0,13.86,0,6.51,27,"282",4,NA,NA,264,NA,5,NA,46,34,26,30,49,10,23,4,NA,NA,1
"419","Yan Medeiros Sasse","yan-sasse","Yan Sasse","https://s.glbimg.com/es/sde/f/2020/08/18/02007417e97ff029ccbe7f0234bfffff_FORMATO.png",96055,34,294,"mei","Nulo",-0.3,0.79,-0.03,-0.05,18,"Coritiba",3,NA,NA,36,NA,NA,1,14,18,1,5,8,NA,1,NA,NA,NA,NA
"420","Kelvyn Ramos da Fonseca","kelvyn","Kelvyn","https://s.glbimg.com/es/sde/f/2020/08/07/02c22a8c5d9e06f0f869d0ea30ebb496_FORMATO.png",102464,34,354,"lat","Nulo",-0.7,1.77,-0.15,2.69,14,"354",NA,NA,NA,24,4,NA,NA,3,5,NA,2,4,2,NA,NA,NA,NA,NA
"421","Danilo Gomes Magalhães","danilo-gomes","Danilo Gomes","https://s.glbimg.com/es/sde/f/2020/11/19/873fa1fcb351fcd70fb14f5d8cac13de_FORMATO.png",106826,34,373,"ata","Nulo",-0.4,1.14,-0.48,1.98,9,"373",1,NA,NA,26,NA,NA,NA,12,3,NA,3,7,1,4,NA,NA,NA,NA
"422","Leonardo Javier Realpe Montaño","realpe","Realpe","https://s.glbimg.com/es/sde/f/2020/07/28/b2e83687d1e3ee5357f4fde25603a389_FORMATO.png",106299,34,280,"zag","Nulo",0,2.74,0,0.97,6,"280",1,NA,NA,20,NA,NA,NA,9,1,NA,1,1,NA,NA,NA,NA,NA,NA
"423","Rodrigo Muniz Carvalho","rodrigo-muniz","Rodrigo Muniz","https://s.glbimg.com/es/sde/f/2020/11/20/9b79dad8501053b0a57fe5ff580c9d84_FORMATO.png",107112,34,262,"ata","Nulo",0,1.62,0,0.69,10,"Flamengo",1,NA,NA,6,NA,NA,NA,1,8,1,1,8,1,3,NA,NA,NA,NA
"424","Caio Santos Cunha","caio-cunha","Caio Cunha","https://s.glbimg.com/es/sde/f/2021/01/08/8cc2e4b16e19e4c5502dde94dce5bb57_FORMATO.jpeg",110885,34,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Isaque Elias Brito","isaque","Isaque","https://s.glbimg.com/es/sde/f/2020/07/19/ab7cfc831a0762107f21b7bd866d6bf1_FORMATO.png",101483,34,284,"ata","Dúvida",0,4.94,0,2.38,20,"284",NA,NA,NA,51,NA,1,NA,11,12,8,15,12,2,2,NA,NA,NA,NA
"426","Caio Lopes da Costa Schoell","caio-lopes","Caio Lopes","https://s.glbimg.com/es/sde/f/2020/03/13/51f9f527f429713ba11fb05d59c85b81_FORMATO.png",107678,34,267,"mei","Nulo",0,0.88,0,0.22,4,"267",1,NA,NA,9,NA,NA,NA,3,1,NA,1,1,NA,NA,NA,NA,NA,NA
"427","Thonny Anderson da Silva Carvalho","thonny-anderson","Thonny Anderson","https://s.glbimg.com/es/sde/f/2020/07/28/50ffd2282fd3da3693e850891d65327e_FORMATO.png",101484,34,280,"mei","Nulo",0,3.77,0,0.03,8,"280",NA,NA,NA,15,NA,NA,1,3,4,NA,1,2,1,NA,NA,NA,NA,1
"428","Ruan Tressoldi Netto","ruan","Ruan","https://s.glbimg.com/es/sde/f/2019/12/06/d2a238e1b58db291139f1714859cad33_FORMATO.png",100842,34,284,"zag","Nulo",0,0.83,0,0.43,3,"284",NA,NA,NA,4,NA,NA,NA,1,2,1,NA,1,NA,NA,NA,NA,NA,NA
"429","Weverton Guilherme da Silva Souza","weverton","Weverton","https://s.glbimg.com/es/sde/f/2020/07/28/98ed816e6bc98070a63fcc74d25eca77_FORMATO.png",104625,34,280,"lat","Nulo",0,0.79,0,-0.16,9,"280",NA,NA,NA,42,NA,NA,NA,4,5,NA,1,1,NA,NA,NA,NA,NA,NA
"430","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2020/08/26/07181c4e061a2e4a3daef524908f563b_FORMATO.png",62121,34,284,"gol","Provável",-2.6,6.36,0.17,1.17,23,"284",2,15,23,154,6,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"431","Leonardo Alves Chú Franco","leo-chu","Léo Chú","https://s.glbimg.com/es/sde/f/2020/03/02/485559baefe71f75a76a1d43fe678c8e_FORMATO.png",106820,34,354,"ata","Provável",0.5,3.3,-0.54,3.72,17,"354",3,NA,NA,73,NA,5,NA,32,14,5,9,19,1,8,NA,NA,NA,NA
"432","Dênis de Oliveira Aguiar Júnior","junior","Júnior","https://s.glbimg.com/es/sde/f/2019/04/01/f8a36e8e52088ffa0e8b4469629c46fe_FORMATO.png",103662,34,276,"gol","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Antonio Kennedy Sousa de Almeida","kennedy","Kennedy","https://s.glbimg.com/es/sde/f/2021/01/09/69378c479b670c9467d3ec5e62920c02_FORMATO.png",109347,34,356,"gol","Nulo",0,1,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Santiago Tréllez Vivero","trellez","Tréllez","https://s.glbimg.com/es/sde/f/2020/03/09/a26febfd7e5fd4366d0dbe0997ee0521_FORMATO.png",87679,34,276,"ata","Nulo",0,3.01,0,0.55,6,"276",NA,NA,NA,3,NA,NA,NA,1,NA,NA,2,2,NA,NA,NA,NA,NA,NA
"435","Lucas Araújo de Oliveira","lucas-araujo","Lucas Araújo","https://s.glbimg.com/es/sde/f/2020/07/19/42424bcbcec84f88078917af7eaa872f_FORMATO.png",100844,34,284,"mei","Nulo",0,1,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","Manoel Atanásio da Silva Neto","atanasio","Atanásio","https://s.glbimg.com/es/sde/f/2021/01/12/d9e3b692bc7efa3e5dde9a3b6c51d0c0_FORMATO.png",110913,34,373,"mei","Nulo",0,1,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","Rian Almeida Lopes","rian","Rian","https://s.glbimg.com/es/sde/f/2021/01/12/a5ccd9ba14a6740a00e92744275259b3_FORMATO.png",110914,34,373,"ata","Nulo",0,1,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","Ronald Pereira Martins","ronald","Ronald","https://s.glbimg.com/es/sde/f/2021/01/12/76434ad09187c46b5e092911f5f24e38_FORMATO.png",110916,34,373,"ata","Nulo",0,1,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Mateus Eduardo Claus","mateus-claus","Mateus Claus","https://s.glbimg.com/es/sde/f/2020/07/20/20b5a80823c74d5c1a1dfcae3aca571b_FORMATO.png",90590,34,265,"gol","Contundido",0,3.77,0,7.9,2,"265",NA,6,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","Matheus Henrique Teixeira","matheus-teixeira","Matheus Teixeira","https://s.glbimg.com/es/sde/f/2020/02/28/0be52fce88dbd641cee3e966d4765bbb_FORMATO.png",102907,34,265,"gol","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Carlos Henrique de Jesus Souza","carlos-henrique","Carlos Henrique","https://s.glbimg.com/es/sde/f/2021/01/12/c7f81f603e5f616507a536864e18ec2f_FORMATO.png",110917,34,373,"lat","Nulo",0,1,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","João Maria Gomes de Almeida","joao-maria","João Maria","https://s.glbimg.com/es/sde/f/2021/01/12/e140387b75c734addebe8c354bac648e_FORMATO.png",110915,34,373,"ata","Nulo",0,1,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Marcos Leonardo Santos Almeida","marcos-leonardo","Marcos Leonardo","https://s.glbimg.com/es/sde/f/2020/07/29/d6405e2f853358d16a3e6f9bcd899577_FORMATO.png",109497,34,277,"ata","Nulo",0,1.41,0,0.8,13,"Santos",2,NA,NA,7,NA,NA,NA,3,16,1,3,17,1,NA,NA,NA,NA,NA
"444","Diego Henrique Costa Barbosa","diego","Diego","https://s.glbimg.com/es/sde/f/2020/08/31/f816dcd588832ba23a528a2a17f81b46_FORMATO.png",101728,34,276,"zag","Nulo",0,2.64,0,2.05,16,"276",3,NA,NA,65,4,NA,NA,27,31,3,4,14,NA,NA,NA,NA,NA,NA
"445","Rildo Gonçalves de Amorim Filho","rildo","Rildo",NA,107798,34,284,"mei","Nulo",0,0.79,0,0.15,2,"284",NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"446","Matheus Bahia Santos","matheus-bahia","Matheus Bahia","https://s.glbimg.com/es/sde/f/2020/02/28/1a8f6f07fe040d69022f28f7575ba0a3_FORMATO.png",97899,34,265,"lat","Contundido",0,2.62,0,4.17,9,"265",1,NA,NA,65,1,1,NA,31,15,3,3,14,NA,1,NA,NA,NA,NA
"447","Roosewelt Souza Neto","neto","Neto","https://s.glbimg.com/es/sde/f/2021/01/13/18d0c98d9cff95ffe8c23bef74e055e9_FORMATO.png",110923,34,290,"mei","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Douglas Baggio de Oliveira Costa","douglas-baggio","Douglas Baggio","https://s.glbimg.com/es/sde/f/2020/08/18/1b11ac648b9f3aacd312e40873a191f0_FORMATO.png",88072,34,290,"ata","Nulo",-1.2,3.97,-0.42,2.07,21,"290",NA,NA,NA,72,NA,1,NA,26,20,7,5,29,NA,1,1,NA,NA,NA
"449","Lucas Emmanuel Araujo Macedo","lucao","Lucão","https://s.glbimg.com/es/sde/f/2021/01/13/6b4b833ff50644278040dc5e1c403821_FORMATO.png",110928,34,290,"ata","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Gabriel Pereira dos Santos","gabriel-pereira","Gabriel Pereira","https://s.glbimg.com/es/sde/f/2020/08/07/d0c9572f69b00f883407c3d28c757240_FORMATO.png",109588,34,264,"mei","Nulo",0,0.79,0,-0.7,3,"264",1,NA,NA,6,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA
"451","Neilton Meira Mestzk","neilton","Neilton","https://s.glbimg.com/es/sde/f/2020/07/30/cc647d1f9a8818aedd430516d1d61f68_FORMATO.png",83772,34,294,"ata","Nulo",0,6.41,0,3.61,21,"Coritiba",3,NA,NA,86,NA,4,NA,39,24,7,10,33,1,1,1,NA,NA,NA
"452","Aderlan de Lima Silva","aderlan","Aderlan","https://s.glbimg.com/es/sde/f/2020/07/28/10421e422ea8a27f59d89f98423c8dab_FORMATO.png",88423,34,280,"lat","Provável",9.4,10.36,0.1,3.18,29,"280",4,NA,NA,295,7,1,NA,93,60,5,11,27,NA,3,NA,NA,NA,NA
"453","Ramon Rodrigo de Carvalho","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/03/01/96275404d7db5a1ad2bda2053ea034fd_FORMATO.png",103515,34,265,"mei","Nulo",1.2,0.84,0.05,-0.21,10,"265",3,NA,NA,33,NA,NA,NA,6,9,1,NA,9,NA,NA,NA,NA,NA,NA
"454","Vanderley Ribeiro Correia Filho","vanderley","Vanderley","https://s.glbimg.com/es/sde/f/2019/08/17/8983f6e4a6bb89ad4e6548972209afc5_FORMATO.png",106077,34,290,"zag","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Wagner Leonardo Calvelo de Souza","wagner-leonardo","Wagner Leonardo","https://s.glbimg.com/es/sde/f/2020/08/31/fb5f96034ec98cf83f561f397865ca64_FORMATO.png",104994,34,277,"zag","Nulo",0,2.39,0,2.31,10,"Santos",NA,NA,NA,18,1,NA,NA,16,1,2,NA,4,NA,NA,NA,NA,NA,NA
"456","Artur Victor Guimarães","artur","Artur","https://s.glbimg.com/es/sde/f/2020/07/28/e1784a425e398f05dd3d8f178a3ddaf6_FORMATO.png",95799,34,280,"ata","Provável",3.4,12.29,0.11,3.67,29,"280",2,NA,NA,260,NA,5,NA,35,20,18,35,58,1,5,2,NA,NA,1
"457","Jeferson Douglas dos Santos Souza","jeferson-douglas","Jeferson Douglas","https://s.glbimg.com/es/sde/f/2020/08/07/2e5a0516e3bbdabae1434dc44e1d8fd8_FORMATO.png",109405,34,265,"mei","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Nathan Melo Silva","nathan","Nathan","",107261,34,290,"mei","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Lucas de Ramos Silveira","lucas-ramos","Lucas Ramos","https://s.glbimg.com/es/sde/f/2020/07/20/7b0e0156fc1cd2d84d7b0e0e46ddd001_FORMATO.png",106000,34,285,"mei","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Carlos Vinícius Santos de Jesus","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2020/08/17/5391bf0dc50dad3b0f7d2b294c2e38ad_FORMATO.png",87273,34,267,"mei","Nulo",0.4,3.85,0.02,1.36,22,"267",1,NA,NA,86,NA,1,NA,17,19,3,8,20,1,NA,NA,NA,NA,NA
"461","Nathan Uilian Fogaça","nathan","Nathan ","https://s.glbimg.com/es/sde/f/2020/03/03/e6e59b655c3cc3a36d2dd52bda9b59d7_FORMATO.png",102667,34,294,"ata","Nulo",0.7,0.79,0,-0.08,11,"Coritiba",NA,NA,NA,16,NA,NA,NA,1,13,4,NA,5,NA,2,NA,NA,NA,NA
"462","Harley D'Lincon Ribeiro da Rocha","lincon","Lincon","",107255,34,290,"mei","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Ricardo Ribeiro de Lima","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2020/08/25/003e596752a82b34bc103220faa3125d_FORMATO.png",68832,34,292,"mei","Nulo",0,3.17,0,1.38,24,"292",4,NA,NA,51,NA,NA,NA,32,21,6,2,34,NA,2,NA,NA,NA,NA
"464","Roni Medeiros de Moura","roni","Roni","https://s.glbimg.com/es/sde/f/2020/03/02/0d00667bccf8242613bacd6efe6acf18_FORMATO.png",105585,34,264,"mei","Nulo",0,0.78,0,-1.77,3,"264",2,NA,NA,6,NA,NA,NA,1,8,NA,1,3,NA,NA,NA,NA,NA,NA
"465","Rai Lopes de Oliveira","rai","Raí","https://s.glbimg.com/es/sde/f/2021/01/19/c5baff07db12d936ccda98b8dc228f7a_FORMATO.png",110956,34,266,"lat","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Gabriel Silva Vieira","gabriel-silva","Gabriel Silva","https://s.glbimg.com/es/sde/f/2020/08/31/0a2bee87b74c5aa4a5eb332b01b24185_FORMATO.png",103766,34,275,"mei","Nulo",0,0.9,0,0.22,10,"275",1,NA,NA,8,NA,NA,NA,3,6,1,6,2,NA,4,NA,NA,NA,NA
"467","Ângelo Samuel Chaves","angelo","Ângelo","https://s.glbimg.com/es/sde/f/2021/01/22/4db2407357bdfcb93f33bca761d2bde6_FORMATO.png",110969,34,294,"lat","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Fabrício Oliveira de Souza","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2020/08/07/f8b289d5475ed46673e065e097cf09f6_FORMATO.png",104588,34,265,"gol","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Kayque Luiz Pereira","kayque","Kayque","https://s.glbimg.com/es/sde/f/2021/01/19/31b3e50c66f1067bdb0213aac3f5be21_FORMATO.png",110962,34,263,"mei","Nulo",0,1,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Wellington Gonzaga de Assis Filho - Tim","wellington","Wellington","https://s.glbimg.com/es/sde/f/2021/01/21/bdc7c8b13d5a2998d9fe2ae7b9a9aeac_FORMATO.png",106629,34,277,"zag","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Matheus Sousa de Jesus","matheus-jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2020/07/28/f6113500995af8a65418616d8f79fc39_FORMATO.png",95335,34,280,"mei","Nulo",0,4.03,0,0.95,11,"280",3,NA,NA,43,NA,1,NA,9,13,3,7,9,NA,1,NA,NA,NA,NA
"472","Luiz Henrique Augustin ","luiz-henrique","Luiz Henrique","https://s.glbimg.com/es/sde/f/2020/03/03/1a216904bc60228576fbef1f7a6fece2_FORMATO.png",104526,34,294,"mei","Nulo",0.2,1.55,-0.38,1.94,11,"Coritiba",NA,NA,NA,28,NA,NA,NA,15,8,2,1,4,1,NA,NA,NA,NA,NA
"473","Samuel Salustiano de Jesus Silva","samuel","Samuel","https://s.glbimg.com/es/sde/f/2021/01/26/caa243870cabe2bb314126d7f6e2f16d_FORMATO.png",110994,34,266,"ata","Nulo",0,0.79,0,0,1,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Thiago Eduardo de Andrade","thiago-andrade","Thiago Andrade","https://s.glbimg.com/es/sde/f/2021/01/04/088106b3bde8cb0db9be7889fd3c61fe_FORMATO.png",109404,34,265,"ata","Provável",0.5,1.39,-0.37,3.82,6,"265",1,NA,NA,19,NA,NA,NA,10,3,NA,6,11,1,NA,NA,NA,NA,NA
"475","Ygor de Oliveira Ferreira","ygor-catatau","Ygor Catatau","https://s.glbimg.com/es/sde/f/2020/08/17/fd7a0d6eccfebe7256b429fbca413830_FORMATO.png",100977,34,267,"ata","Nulo",2,2.62,0.02,1.7,12,"267",1,NA,NA,34,NA,1,NA,6,6,2,3,11,1,1,NA,NA,NA,NA
"476","David Sousa Albino","david-sousa","David Sousa","https://s.glbimg.com/es/sde/f/2020/07/20/89a6c2853815cf3c62e0743e90ba3ee3_FORMATO.png",107509,34,263,"zag","Provável",0,0.86,0,0.38,6,"263",NA,NA,NA,9,NA,NA,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"477","Márcio Victor da Silva","marcio","Márcio","https://s.glbimg.com/es/sde/f/2021/01/28/b766352d6d7ffa86eccd7248414a6839_FORMATO.png",102885,34,290,"gol","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
