"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","A","FC","FD","FF","FS","FT","G","I","PE","PP","RB","CA","CV","SG","DD","DP","GS","GC"
"420","Carlos Miguel dos Santos Pereira","carlos-miguel","Carlos Miguel","https://s.glbimg.com/es/sde/f/2019/04/26/d8ee304d012b001ba32d480ec6788ead_FORMATO.png",104084,32,285,"gol","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Richard Cândido Coelho","richard","Richard","https://s.glbimg.com/es/sde/f/2019/06/21/d18aac5064ae47e2d3442017e04c4736_FORMATO.png",86711,32,267,"mei","Provável",4.6,4.92,1.52,1.85,"Vasco",1,33,4,5,26,NA,NA,NA,33,NA,35,6,NA,NA,NA,NA,NA,NA
"422","Everton Felipe de Oliveira Silva","everton-felipe","Everton Felipe","https://s.glbimg.com/es/sde/f/2019/09/06/afdf70fe63d0b05967709530960a4cf6_FORMATO.png",86519,32,293,"mei","Nulo",0,2.17,0,0.75,"Athlético-PR",NA,3,1,3,10,NA,NA,NA,12,NA,3,1,NA,NA,NA,NA,NA,NA
"423","André Luiz Ribeiro da Silva","andre","André",NA,104080,32,263,"gol","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","Danilo das Neves Pinheiro","tche-tche","Tchê Tchê","https://s.glbimg.com/es/sde/f/2019/05/06/fbb4319c2256b5cbf2fb558f6e3e9503_FORMATO.png",86686,32,276,"mei","Provável",6.1,6.06,0.73,2.18,"São Paulo",NA,36,12,15,37,NA,1,1,63,NA,40,5,NA,NA,NA,NA,NA,NA
"425","Everton Sousa Soares","everton","Everton","https://s.glbimg.com/es/sde/f/2019/07/01/ac71f3ebf82fb819599967ea8bff8513_FORMATO.png",86757,32,284,"ata","Provável",1.5,17.09,-0.69,7.22,"Grêmio",5,16,16,26,21,2,10,1,43,NA,31,3,NA,NA,NA,NA,NA,NA
"426","Bruno de Lara Fuchs","bruno-fuchs","Bruno Fuchs","https://s.glbimg.com/es/sde/f/2019/04/26/fff0d652b4ac6ce54ef47883b8b15162_FORMATO.png",104085,32,285,"zag","Nulo",0,2.2,0,2.36,"Internacional",NA,6,1,2,8,NA,NA,NA,27,NA,11,3,NA,3,NA,NA,NA,NA
"427","Eduardo Kunde","kunde","Kunde","https://s.glbimg.com/es/sde/f/2019/03/25/c4c9c869583e3c80724d1cea7d6dbbc9_FORMATO.png",95476,32,314,"zag","Nulo",2,0.91,0.13,-0.36,"Avaí",NA,9,NA,NA,3,NA,NA,NA,15,NA,6,2,1,1,NA,NA,NA,NA
"428","Lucas de Oliveira Teodoro Falcão","falcao","Falcão","https://s.glbimg.com/es/sde/f/2019/02/18/6a3faee3e0ccb1919d96bae0cb823728_FORMATO.png",104104,32,314,"mei","Nulo",0,2,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Pedro Lucas Schwaizer","pedro-lucas","Pedro Lucas","https://s.glbimg.com/es/sde/f/2019/09/18/dab1ac19931ad3dde410171291f2c48d_FORMATO.png",104087,32,285,"ata","Nulo",0,2.45,0,-0.45,"Internacional",NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Matheus Bungenstab Stockl","matheus-stockl","Matheus Stockl","https://s.glbimg.com/es/sde/f/2019/03/30/86011c733ddfa6a95f8ce320b63fab21_FORMATO.png",104088,32,282,"zag","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Luan Guilherme de Jesus Vieira","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/21/c01a0fcc9657bf0df6cfde4356ece5bc_FORMATO.png",86759,32,284,"ata","Contundido",0,11.16,0,5.3,"Grêmio",6,11,10,14,35,1,4,3,56,NA,16,NA,NA,NA,NA,NA,NA,NA
"432","João Lucas de Almeida Carvalho","joao-lucas","João Lucas","https://s.glbimg.com/es/sde/f/2019/05/09/5068741391b0dcdd7fef7972922e2b38_FORMATO.png",104257,32,262,"lat","Nulo",0,2.39,0,4.16,"Flamengo",NA,4,NA,NA,3,NA,NA,NA,4,NA,3,1,NA,4,NA,NA,NA,NA
"433","João Victor da Silva Marcelino","joao-victor","João Victor","https://s.glbimg.com/es/sde/f/2019/03/26/c13e38517c9406ec1c47b1cdd41eb68e_FORMATO.png",104250,32,264,"zag","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Jaques Bonfim Nazaré Neto","jaques","Jaques","https://s.glbimg.com/es/sde/f/2019/03/29/0aa6fcfbdf775616d09fa583d45fecee_FORMATO.png",104128,32,265,"zag","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","João Paulo da Silva Alves","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/02/18/e6b56502fd1ec5cd75f853c47b7df942_FORMATO.png",86770,32,314,"mei","Suspenso",-0.2,5.66,-1.63,2.91,"Avaí",NA,41,8,11,36,NA,4,NA,61,NA,37,5,1,NA,NA,NA,NA,NA
"436","Matheus Rossetto","matheus-rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2019/03/30/05eb59cd87f511f9e069941d777aa540_FORMATO.png",86766,32,293,"mei","Nulo",0,2.49,0,0.17,"Athlético-PR",NA,11,NA,NA,3,NA,NA,NA,15,NA,9,2,NA,NA,NA,NA,NA,NA
"437","Jordi Almeida","jordi","Jordi","https://s.glbimg.com/es/sde/f/2019/04/27/086fa2e4939cd7153795f155d02f6f52_FORMATO.png",86776,32,341,"gol","Nulo",0,10.48,0,6.1,"CSA",NA,3,NA,NA,3,NA,NA,NA,15,NA,NA,4,NA,8,57,2,33,NA
"438","Lucas Felipe Calegari","calegari","Calegari","https://s.glbimg.com/es/sde/f/2019/08/06/99c99a1dd012f1aa1c429e410f991c3b_FORMATO.png",104276,32,266,"lat","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Arthur Rosseto Henriques","arthur","Arthur","https://s.glbimg.com/es/sde/f/2019/08/27/78321860a47efceddb376c7d8a4cb66f_FORMATO.png",104325,32,315,"gol","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","José Welison da Silva","jose-welison","José Welison","https://s.glbimg.com/es/sde/f/2018/07/11/1d923ab86aabd29245dae5fd1338d9bd_FORMATO.png",86859,32,282,"mei","Provável",-3,3.45,-1.6,1.61,"Atlético-MG",NA,16,NA,5,8,NA,NA,NA,22,NA,21,2,NA,NA,NA,NA,NA,NA
"441","Ewandro Felipe de Lima Costa","ewandro","Ewandro","https://s.glbimg.com/es/sde/f/2019/09/17/ce3388e9c6a04c049bf26d2d4e89696b_FORMATO.png",86842,32,266,"ata","Nulo",0,2.26,0,-1.25,"Fluminense",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"442","Rodrigo Jardim dos Santos Almeida","rodrigo","Rodrigo","https://s.glbimg.com/es/sde/f/2019/03/26/ba2af494a1681ac20387f7fc39e21721_FORMATO.png",104328,32,314,"gol","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Acácio Nuno Boing","nuno","Nuno","https://s.glbimg.com/es/sde/f/2019/03/26/c1b1a18f433b957ac0690204c16bedca_FORMATO.png",104326,32,314,"zag","Nulo",0,2,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2019/07/10/b2a83db69e1af02d9bff2563564fa017_FORMATO.png",86797,32,276,"ata","Nulo",-0.5,5.71,-0.23,1.71,"São Paulo",1,15,7,8,18,2,1,5,14,NA,5,2,1,NA,NA,NA,NA,1
"445","Willian Popp","willian-popp","Willian Popp","https://s.glbimg.com/es/sde/f/2019/09/27/47e9584c49504ee10a3a5473853a0eed_FORMATO.jpeg",86890,32,354,"ata","Nulo",0,1.81,0,-1.8,"Ceará",NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Gustavo Henrique da Silva Sousa","gustavo","Gustavo","https://s.glbimg.com/es/sde/f/2019/05/23/e465cd357033b982d32052d767bea71d_FORMATO.png",86932,32,264,"ata","Nulo",0,3.82,0,1.84,"Corinthians",1,24,5,9,17,NA,2,5,7,NA,6,1,NA,NA,NA,NA,NA,NA
"447","João Vitor de Oliveira","joao-vitor","João Vitor","https://s.glbimg.com/es/sde/f/2019/03/26/bbbed8c4d42ead7dff816c8262ba62cf_FORMATO.png",104329,32,314,"gol","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Eduardo Luis Tapparo","dudu","Dudu","https://s.glbimg.com/es/sde/f/2019/02/18/802f542c5adf740551a1a6aec66a72ba_FORMATO.png",104327,32,314,"mei","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Mauro Joel Carli","joel-carli","Joel Carli","https://s.glbimg.com/es/sde/f/2019/03/22/5b148a93fa4bc73fb9ad91009dde28c2_FORMATO.png",93414,32,263,"zag","Provável",5.2,6.52,1.07,1.2,"Botafogo",NA,22,1,4,16,1,NA,1,47,NA,15,8,NA,6,NA,NA,NA,NA
"450","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2018/07/20/c87125fb04d89c8e72a797a7b0ceeddb_FORMATO.png",86972,32,285,"zag","Nulo",0,4.12,0,2.88,"Internacional",NA,13,2,NA,3,NA,1,1,22,NA,13,3,NA,4,NA,NA,NA,NA
"451","Lucas Vinícius Dias Costa","lucas-dias","Lucas Dias","https://s.glbimg.com/es/sde/f/2019/04/27/493ca5a8ac35c34ea0b93396ea486c56_FORMATO.png",104356,32,341,"zag","Nulo",0,2,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Julian Yoiti Suzuki Bicudo","julian","Julian","https://s.glbimg.com/es/sde/f/2019/02/08/db8844a962ff549d6afcfd7bdbaa321c_FORMATO.png",104333,32,314,"mei","Nulo",0,2,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Gustavo Coutinho Silva Lopes","gustavo-coutinho","Gustavo Coutinho","https://s.glbimg.com/es/sde/f/2019/03/22/219513fd22c061ae4c06d8ae536f7b6f_FORMATO.png",104362,32,356,"ata","Nulo",0,1,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Talison Ruan da Silva","talison","Talison","",104415,32,282,"lat","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Leonardo Gomes da Conceição Silva","leonardo","Leonardo","https://s.glbimg.com/es/sde/f/2018/05/21/15d96549307788253f2aba10bff0c973_FORMATO.png",86973,32,284,"lat","Contundido",0,5.41,0,2.7,"Grêmio",NA,9,4,3,1,NA,NA,NA,18,NA,7,2,NA,4,NA,NA,NA,NA
"456","Gabriel Alves da Cunha Borges","gabriel","Gabriel",NA,104404,32,282,"mei","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Igor Alves dos Reis","igor-reis","Igor Reis",NA,104408,32,282,"mei","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Michael Matias Fracaro","michael","Michael","https://s.glbimg.com/es/sde/f/2018/05/07/b00362ea5028e43dae1152d78fbf5ccc_FORMATO.png",93659,32,282,"gol","Contundido",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Vitor Mendes Alves","vitor-mendes","Vitor Mendes","https://s.glbimg.com/es/sde/f/2019/09/17/da9c2af9f1290a49d994c23c6513107f_FORMATO.png",104401,32,282,"zag","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Abner Vinícius da Silva Santos","abner-vinicius","Abner Vinícius","https://s.glbimg.com/es/sde/f/2019/07/19/34bb8790920b50acac56204efb61d6b5_FORMATO.png",104513,32,293,"lat","Nulo",0,5.07,0,2.06,"Athlético-PR",1,4,NA,NA,1,NA,NA,NA,9,NA,3,NA,NA,1,NA,NA,NA,NA
"461","José Carlos Cracco Neto","zeca","Zeca","https://s.glbimg.com/es/sde/f/2018/04/24/ef12015cf94f9b6c7ab39c4b092ba4a4_FORMATO.png",87192,32,285,"lat","Contundido",0,7.31,0,3.67,"Internacional",NA,13,1,3,6,NA,NA,NA,40,NA,39,4,NA,7,NA,NA,NA,NA
"462","Nathan Allan de Souza","nathan","Nathan","https://s.glbimg.com/es/sde/f/2018/07/25/2ebd70cae4e549a49e708c60abbee23a_FORMATO.png",87009,32,282,"mei","Contundido",0,5.95,0,2.98,"Atlético-MG",NA,24,5,6,8,1,4,NA,24,NA,20,2,NA,NA,NA,NA,NA,NA
"463","Tailson Pinto Gonçalves","tailson","Tailson","https://s.glbimg.com/es/sde/f/2019/10/04/51016f3c2ffa52aa0fd9c55311f7c8e6_FORMATO.png",104578,32,277,"ata","Provável",-0.1,1.12,-0.25,1.52,"Santos",NA,16,5,6,10,NA,1,3,17,NA,3,NA,NA,NA,NA,NA,NA,NA
"464","Rick Jhonatan Lima Morais","rick","Rick","https://s.glbimg.com/es/sde/f/2019/05/07/16dd4157b1d7457f46c1c3f0e15cfc70_FORMATO.png",104459,32,354,"ata","Nulo",0,1.82,0,0.82,"Ceará",NA,2,NA,1,1,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA
"465","Pedro Henrique Ribeiro Gonçalves","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2019/06/29/43b11555e62d7cd38934e44d0fccb5c9_FORMATO.png",87225,32,293,"zag","Nulo",0,8.45,0,4.46,"Athlético-PR",NA,2,2,3,13,NA,NA,NA,16,NA,15,NA,NA,6,NA,NA,NA,NA
"466","Darlan Pereira Mendes","darlan","Darlan","https://s.glbimg.com/es/sde/f/2019/06/16/7fd2d1907ddaceb40f1dacde40a11fa3_FORMATO.png",104593,32,284,"mei","Provável",1.9,1.99,-0.53,1.67,"Grêmio",1,11,1,3,2,NA,NA,NA,13,NA,11,NA,NA,NA,NA,NA,NA,NA
"467","Sandry Roberto Santos Goes","sandry","Sandry","https://s.glbimg.com/es/sde/f/2019/10/04/5665b8caac8b49b620f545b1d5f55aa1_FORMATO.png",104580,32,277,"mei","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Weverton Guilherme da Silva Souza","weverton","Weverton","https://s.glbimg.com/es/sde/f/2019/05/30/48a83901711e5cb65605aad4d0a20615_FORMATO.png",104625,32,283,"lat","Nulo",0,2.61,0,3.25,"Cruzeiro",NA,1,NA,1,3,NA,NA,NA,11,NA,3,NA,NA,2,NA,NA,NA,NA
"469","Hélio Júnior Rossi Francino","helio-junior","Hélio Júnior",NA,104622,32,282,"lat","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Walter Kannemann","kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2018/05/21/7a4b8f949ed4d8b668d8c40a33e50edb_FORMATO.png",87342,32,284,"zag","Nulo",4.4,12.54,0.78,4.59,"Grêmio",NA,26,NA,1,13,NA,1,NA,17,NA,31,7,NA,6,NA,NA,NA,NA
"471","Warley Leandro da Silva","warley","Warley","https://s.glbimg.com/es/sde/f/2019/09/06/814406b15c0df677f37a5ebd9ed7f3d4_FORMATO.png",104646,32,341,"lat","Provável",1.7,1.99,-0.15,0.9,"CSA",NA,5,1,1,20,NA,NA,NA,11,NA,2,1,NA,NA,NA,NA,NA,NA
"472","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2019/03/22/0dc3b607fbf0f1db6f328cdcfd7169d0_FORMATO.png",87393,32,263,"zag","Provável",1.8,8.95,0.84,3.13,"Botafogo",1,19,2,7,26,NA,1,1,41,NA,35,5,NA,8,NA,NA,NA,NA
"473","Yeferson Julio Soteldo Martínez","soteldo","Soteldo","https://s.glbimg.com/es/sde/f/2019/03/29/31e7873f19386d05456c38558b181df5_FORMATO.png",87258,32,277,"mei","Nulo",23.2,11.31,4.24,4.06,"Santos",3,23,17,19,39,3,8,16,61,NA,19,10,NA,NA,NA,NA,NA,NA
"474","Douglas do Espírito Santo Torres","douglas-borel","Douglas Borel","https://s.glbimg.com/es/sde/f/2019/03/29/191f49008e0f92039b6e04b7283da22b_FORMATO.png",104634,32,265,"lat","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Vinícius Lopes da Silva","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2019/03/27/5ed5059957839ba01890f61649b417e8_FORMATO.png",104660,32,290,"ata","Nulo",0,0.77,0,-1,"Goiás",NA,4,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"476","Caíque Silva Sá","caique-sa","Caíque Sá","https://s.glbimg.com/es/sde/f/2019/08/27/b28e2716f68ff79bd54f9af7394a8926_FORMATO.png",87437,32,315,"lat","Nulo",0,3.03,0,-0.25,"Chapecoense",NA,4,NA,NA,1,NA,NA,NA,5,NA,3,1,NA,NA,NA,NA,NA,NA
"477","Lucas Barros da Cunha","lucas-barros","Lucas Barros","https://s.glbimg.com/es/sde/f/2019/03/28/be4f63d854fc719f9e9072cf24e0d7f3_FORMATO.png",104650,32,263,"lat","Provável",0,0.87,0,0.63,"Botafogo",NA,7,NA,NA,2,NA,NA,NA,5,NA,4,1,NA,1,NA,NA,NA,NA
"478","Lucas Silva Alves","lucas-alves","Lucas Alves","https://s.glbimg.com/es/sde/f/2019/03/28/1ae8c43705f6dfd96f9cdfe68b4b8485_FORMATO.png",104651,32,263,"gol","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","João Pedro Celeri Machado","joao-celeri","João Celeri","https://s.glbimg.com/es/sde/f/2019/07/03/df3e2976f554f7c9bc6610fdaabf10be_FORMATO.jpeg",105866,32,264,"ata","Nulo",0,1,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Heitor Rodrigues da Fonseca","heitor","Heitor","https://s.glbimg.com/es/sde/f/2019/03/29/72b7f78855a5ecee46897bb061452400_FORMATO.png",104649,32,285,"lat","Provável",3.1,2.48,-0.05,2.83,"Internacional",1,16,4,5,27,NA,NA,NA,45,NA,18,4,NA,3,NA,NA,NA,NA
"481","Thaciano Mickael da Silva","thaciano","Thaciano","https://s.glbimg.com/es/sde/f/2018/05/21/8805a9e1e4f2ee609adb3d2576d5ff0a_FORMATO.png",87470,32,284,"mei","Contundido",0,4.83,0,2.73,"Grêmio",1,21,9,7,15,NA,2,3,18,NA,27,4,NA,NA,NA,NA,NA,NA
"482","Vitor Frezarin Bueno","vitor-bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2019/04/04/095c0e9c914b5540c22f639788f6324f_FORMATO.png",87552,32,276,"mei","Provável",4.1,6.66,0.39,3.24,"São Paulo",NA,12,4,13,23,2,3,NA,36,NA,21,NA,NA,NA,NA,NA,NA,NA
"483","Gerson José Laurentino Júnior","gerson-junior","Gerson Júnior","https://s.glbimg.com/es/sde/f/2019/03/23/78b41c44bdc88eb897869188f13f3715_FORMATO.png",104824,32,341,"ata","Nulo",0,0.75,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Tiago Rodrigues dos Reis","tiago-reis","Tiago Reis","https://s.glbimg.com/es/sde/f/2019/08/16/9104ad20d057e39846d6451e44b0e5b8_FORMATO.jpeg",104678,32,267,"ata","Nulo",0,3.6,0,1.43,"Vasco",1,15,1,4,4,1,1,1,4,NA,2,1,NA,NA,NA,NA,NA,NA
"485","Santiago Tréllez Vivero","trellez","Tréllez","https://s.glbimg.com/es/sde/f/2019/08/16/26ad03bb240f5418adc75a10567c1e3b_FORMATO.png",87679,32,285,"ata","Nulo",0,4.35,0,1.58,"Internacional",NA,5,3,6,4,NA,NA,5,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"486","Igo Gabriel Santos Pereira","igo","Igo","https://s.glbimg.com/es/sde/f/2019/03/23/7e728851fa1878378a93b877a8fb1a5c_FORMATO.png",104991,32,341,"gol","Nulo",0,1,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Reinier Jesus Carvalho","reinier","Reinier","https://s.glbimg.com/es/sde/f/2019/08/03/7e4d46ef01698d1e735b0ea1b228e4dc_FORMATO.png",105068,32,262,"mei","Nulo",8.3,4.86,1.53,4.86,"Flamengo",2,9,1,8,5,NA,4,NA,15,NA,5,1,NA,NA,NA,NA,NA,NA
"488","Wagner Leonardo Calvelo de Souza","wagner-leonardo","Wagner Leonardo","https://s.glbimg.com/es/sde/f/2019/03/28/fafba6bc079831779d2a86df19ebb06e_FORMATO.png",104994,32,277,"zag","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Caíque de Jesus da Silva","caique","Caíque","https://s.glbimg.com/es/sde/f/2019/03/29/3a73b6353572e78678dbadc5d6e657c2_FORMATO.png",104591,32,265,"ata","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Yago Felipe da Costa Rocha","yago-felipe","Yago Felipe","https://s.glbimg.com/es/sde/f/2019/04/25/b0af7a3c86be9b197bc4fe18084d69ca_FORMATO.png",87747,32,290,"mei","Contundido",4,5.87,0.46,3.42,"Goiás",2,31,4,5,45,2,1,2,36,NA,44,5,NA,NA,NA,NA,NA,NA
"491","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2019/04/26/85b7c7626785a66de96ac6b9008f4299_FORMATO.png",87863,32,262,"mei","Contundido",0,17.36,0,10.64,"Flamengo",9,19,5,15,33,NA,11,NA,68,NA,30,1,NA,NA,NA,NA,NA,NA
"492","Luis Henrique Tomaz de Lima","luis-henrique","Luis Henrique ",NA,105049,32,263,"ata","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Júnior Nazareno Sornoza Moreira","sornoza","Sornoza","https://s.glbimg.com/es/sde/f/2019/05/23/f57131336fd4986cab54d1401667dbf8_FORMATO.png",87877,32,264,"mei","Nulo",0,4.35,0,1.7,"Corinthians",1,20,7,12,16,1,NA,1,20,NA,14,4,NA,NA,NA,NA,NA,NA
"494","Bruno Henrique Marques Torres","bruninho","Bruninho","https://s.glbimg.com/es/sde/f/2019/03/01/996ce41379d22585409ba24981f56d01_FORMATO.png",105111,32,277,"ata","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Renato Vieira Rodrigues","renatinho","Renatinho","https://s.glbimg.com/es/sde/f/2019/03/26/4bc605d5a170ce1412fa7c8250432d85_FORMATO.png",80395,32,290,"mei","Contundido",0,2.11,0,0.91,"Goiás",NA,4,4,4,7,NA,NA,1,9,NA,2,1,NA,NA,NA,NA,NA,NA
"496","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2019/07/01/1eecca318970c97227763ef6d9c7a67b_FORMATO.png",75295,32,285,"ata","Nulo",-1.1,11.46,-0.12,3.95,"Internacional",1,26,12,22,37,1,5,10,33,1,9,2,1,NA,NA,NA,NA,NA
"497","Matheus de Vargas","matheus-vargas","Matheus Vargas","https://s.glbimg.com/es/sde/f/2019/09/06/28fc3ab9cc81a64bc647295224944e96_FORMATO.png",87929,32,356,"mei","Nulo",0,2.2,0,1.6,"Fortaleza",NA,3,NA,NA,4,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"498","Francisco Talison Cavalcante Da Silva","talison","Talison","https://s.glbimg.com/es/sde/f/2019/03/26/4ba6dd4e62dfc1753d3baf251b92078a_FORMATO.png",105173,32,356,"lat","Nulo",0,1,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Khellven Douglas Silva Oliveira","khellven","Khellven ","https://s.glbimg.com/es/sde/f/2019/09/20/ee145800d6e1353696905f1aea903802_FORMATO.png",105175,32,293,"lat","Nulo",0,0.77,0,-0.03,"Athlético-PR",NA,4,NA,NA,NA,NA,NA,NA,7,NA,4,1,NA,NA,NA,NA,NA,NA
"500","Derlis Alberto González Galeano","derlis-gonzalez","Derlis González","https://s.glbimg.com/es/sde/f/2018/08/02/82821b03d402e292e2c9436d34a6f1b3_FORMATO.png",75372,32,277,"ata","Nulo",0,0.78,0,0.39,"Santos",NA,17,2,4,17,NA,1,7,17,NA,9,4,1,NA,NA,NA,NA,NA
"501","Yago Fernando da Silva","yago","Yago","https://s.glbimg.com/es/sde/f/2019/03/26/32f1ef47f09a17579130bc990308fe11_FORMATO.png",77500,32,290,"zag","Contundido",0,2.95,0,1.27,"Goiás",NA,9,NA,1,2,NA,NA,1,11,NA,6,3,NA,4,NA,NA,NA,NA
"502","Jorge Marco de Oliveira Moraes","jorge","Jorge","https://s.glbimg.com/es/sde/f/2019/04/30/d5b0b482b84d690a1f796957d38dd952_FORMATO.png",88065,32,277,"lat","Provável",5.6,16.2,0.21,6.82,"Santos",4,29,13,12,45,NA,1,2,53,NA,52,4,NA,14,NA,NA,NA,NA
