"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FS","PE","RB","FD","FF","G","SG","CA","A","CV","I","FT","DD","GS","DP","PP","GC"
"423","Ramiro Moschen Benetti","ramiro","Ramiro","https://s.glbimg.com/es/sde/f/2019/05/23/74dd3815a00b56d9fc765cad761ff91c_FORMATO.png",78715,14,264,"mei","Nulo",0,10.07,-0.88,1.71,"Corinthians",10,7,9,8,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"424","Reinaldo Manoel da Silva","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2019/04/01/6d2d1a24cd6dbf9313e0b6efedc5c055_FORMATO.png",78850,14,276,"lat","Provável",8.9,14.82,-1.27,6.42,"São Paulo",15,14,24,21,4,6,3,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"425","Luiz Diallison de Souza Alves","apodi","Apodi","https://s.glbimg.com/es/sde/f/2019/03/30/b18585f6b8ae91f70811643eb4487638_FORMATO.png",51042,14,341,"lat","Provável",0,3.71,-0.95,0.67,"CSA",21,10,28,5,3,3,NA,3,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"426","Thiago dos Santos","thiago-santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2019/01/14/c215c66c4f1a435e26c1d93d00555071_FORMATO.jpeg",78855,14,275,"mei","Provável",-1.3,4.86,-0.35,1.33,"Palmeiras",17,4,4,13,1,1,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"427","Pedro Ken Morimoto Moreira","pedro-ken","Pedro Ken","https://s.glbimg.com/es/sde/f/2019/03/28/7a6cecf56bf5b7d343a126ff05454101_FORMATO.png",50877,14,354,"mei","Nulo",0,2.79,0,1.03,"Ceará",7,8,1,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Danilo Carvalho Barcelos","danilo-barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2019/02/04/9212d58ce4cacfc864eabd43e1aacd0e_FORMATO.jpeg",84382,14,267,"lat","Nulo",0,5,0,2.34,"Vasco",17,5,19,9,4,2,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA
"429","Richard de Oliveira da Costa","richard","Richard","https://s.glbimg.com/es/sde/f/2019/03/28/27b9b114a61039b0185e25a34be02245_FORMATO.png",78851,14,354,"gol","Contundido",0,4.73,0,1.2,"Ceará",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
"430","Fernando Pereira do Nascimento","fernando-sobral","Fernando Sobral","https://s.glbimg.com/es/sde/f/2019/03/28/2036fe932766e953f14ef5fc5ed37a53_FORMATO.png",84428,14,354,"mei","Nulo",0,5.28,0,2.11,"Ceará",14,10,22,20,2,5,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"431","Everton Augusto de Barros Ribeiro","everton-ribeiro","Everton Ribeiro","https://s.glbimg.com/es/sde/f/2019/04/23/cfa31f72beaf2822c06932837b119ffa_FORMATO.png",51772,14,262,"mei","Provável",8.7,13.06,1.84,3.83,"Flamengo",10,19,42,15,4,3,1,NA,1,3,NA,1,NA,NA,NA,NA,NA,NA
"432","Walter Leandro Capeloza Artune","walter","Walter","https://s.glbimg.com/es/sde/f/2019/05/23/e07f02ef4a79d6525b03ab26a352738b_FORMATO.png",51413,14,264,"gol","Dúvida",0,7.05,0,10.6,"Corinthians",NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6,1,NA,NA,NA
"433","Roger de Carvalho","roger-carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2019/03/22/d7e594d8f0b678708a852f3ee9178e96_FORMATO.png",51415,14,356,"zag","Provável",3.8,4.44,0.91,0.95,"Fortaleza",5,2,24,5,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Marinaldo dos Santos Oliveira","naldo","Naldo","https://s.glbimg.com/es/sde/f/2019/03/23/aac48c4f03031bbaf833ecb77aaca2e3_FORMATO.png",78897,14,341,"mei","Nulo",0,3.08,0,1.4,"CSA",15,5,19,18,2,4,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"435","Tiago dos Santos Alves","tiago-alves","Tiago Alves","https://s.glbimg.com/es/sde/f/2019/03/28/d9cac4a21775ee745faf095781d51f77_FORMATO.png",51495,14,354,"zag","Nulo",0,6.87,0,3.18,"Ceará",3,1,8,4,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"436","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2018/04/08/d62e4f24b1b01196c8a645026d8091b2_FORMATO.png",78865,14,285,"mei","Contundido",0,7.12,0,1.4,"Internacional",2,1,2,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","Andrevaldo de Jesus Santos","valdo","Valdo","https://s.glbimg.com/es/sde/f/2019/03/28/45578b3cbd48709822cd22573ff790b6_FORMATO.png",84509,14,354,"zag","Provável",0,4.18,-0.21,3.35,"Ceará",8,9,9,13,2,1,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"438","Ralf de Souza Telles","ralf","Ralf","https://s.glbimg.com/es/sde/f/2019/05/23/6bb1b3455b09de07ffee5ece7a922ca8_FORMATO.png",52190,14,264,"mei","Nulo",0,11.51,0,4.41,"Corinthians",9,17,16,25,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"439","Thiago Carleto Alves","thiago-carleto","Thiago Carleto","https://s.glbimg.com/es/sde/f/2019/03/28/e6019b20be4192e66ea436db383a8d95_FORMATO.png",51700,14,354,"lat","Contundido",0,7.44,0,2.6,"Ceará",4,2,16,2,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","José Romário Silva de Souza","romarinho","Romarinho","https://s.glbimg.com/es/sde/f/2019/03/22/1e91578796c67027f42f8dfaefafd24d_FORMATO.png",84523,14,356,"ata","Provável",5.6,5.64,0.59,3.02,"Fortaleza",10,29,23,11,NA,2,1,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA
"441","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2019/03/29/d49f2565289d4bf121348ef17d5a2cc2_FORMATO.png",52253,14,282,"zag","Provável",5.1,12.34,0.05,4.62,"Atlético-MG",2,4,16,21,2,4,NA,3,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"442","Anderson Vieira Martins","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2019/04/01/0024f435e5e19a93ff9b8b2d9efe929a_FORMATO.png",52618,14,276,"zag","Provável",0,2.8,0,0.6,"São Paulo",5,1,5,5,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Bruno César Zanaki","bruno-cesar","Bruno César","https://s.glbimg.com/es/sde/f/2019/03/31/3b9db9e833f13f65a65d1546e2608e81_FORMATO.jpeg",52558,14,267,"mei","Nulo",0,7.09,0,2.08,"Vasco",5,12,9,1,NA,1,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"444","Gilson Gomes do Nascimento","gilson","Gilson","https://s.glbimg.com/es/sde/f/2019/03/22/0f83ef7ddff9bb0d276ef1c978e96cee_FORMATO.png",52674,14,263,"lat","Provável",0.3,4.93,-0.93,2.07,"Botafogo",11,9,22,11,NA,1,NA,4,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"445","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2018/05/07/d890df905bbd3bb36a77d0ebf6a7ec0e_FORMATO.png",52950,14,282,"gol","Nulo",0,6.56,0,3.32,"Atlético-MG",NA,NA,7,NA,NA,NA,NA,1,1,NA,NA,NA,NA,17,11,NA,NA,NA
"446","José Fernando Viana de Santana","fernandao","Fernandão","https://s.glbimg.com/es/sde/f/2019/02/27/c71b608a8727463f7418750e4b406c48_FORMATO.png",62033,14,265,"ata","Nulo",0,6.31,0,2.58,"Bahia",4,10,6,5,5,9,2,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA
"447","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2019/04/26/1fb896f3ea8d1a587b57fffd9f5e313d_FORMATO.png",62023,14,285,"mei","Nulo",-2.9,6.15,-0.7,1.26,"Internacional",NA,6,33,1,4,4,1,NA,NA,1,NA,3,NA,NA,NA,NA,1,NA
"448","Anderson Vital da Silva","dede","Dedé","https://s.glbimg.com/es/sde/f/2018/05/18/868bcae1cfa32a1aa3c4c3e884f54c78_FORMATO.png",60819,14,283,"zag","Provável",3.2,15.47,0.53,5.19,"Cruzeiro",10,12,28,22,4,6,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Wanderley de Jesus Sousa","derley","Derley","https://s.glbimg.com/es/sde/f/2019/03/22/38fbbc852eaf7ac63811890c98f9ee2a_FORMATO.png",60791,14,356,"mei","Nulo",0,4.08,0,1.5,"Fortaleza",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/05/07/9ec32acd97931db6852cd1b099fca085_FORMATO.png",62104,14,283,"mei","Provável",-1.6,6.01,-0.26,1.12,"Cruzeiro",15,11,53,10,2,7,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"451","Elias Mendes Trindade","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/07/9cae85100fc013bc0d503fb2e82577ce_FORMATO.png",54395,14,282,"mei","Provável",7.4,10.32,1.47,2.31,"Atlético-MG",13,11,38,18,2,2,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA
"452","Jean Raphael Vanderlei Moreira","jean","Jean","https://s.glbimg.com/es/sde/f/2019/01/14/207e69e5aa0f7a726fd16599f889feec_FORMATO.jpeg",62047,14,275,"mei","Nulo",0,4.33,0,-1,"Palmeiras",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2019/08/06/9d5025e7dec263206b72d3a08d034ef9_FORMATO.png",62086,14,277,"lat","Nulo",0,5.42,0,2.43,"Santos",6,5,8,9,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Walter Henrique da Silva","walter","Walter","https://s.glbimg.com/es/sde/f/2019/05/09/07ab5db1f79c2241d47cf70bd2468e76_FORMATO.png",62128,14,290,"ata","Suspenso",0,5,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2018/04/08/54329b1f2e19497e40a10f2e289a5406_FORMATO.png",60852,14,285,"lat","Nulo",6.2,3.87,1.04,4.42,"Internacional",9,2,10,11,1,3,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"456","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2018/05/23/d1e78d7c4a4d2e68068e24cca6750439_FORMATO.png",62121,14,277,"gol","Nulo",0,22.89,0,7.97,"Santos",NA,2,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,15,6,NA,NA,NA
"457","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2018/05/07/1a92a6695f550a6074401fe61265d5db_FORMATO.png",60969,14,282,"lat","Suspenso",1.2,3.91,-0.36,1.66,"Atlético-MG",18,2,23,6,1,5,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"458","Enderson Alves Moreira","enderson-moreira","Enderson Moreira","https://s.glbimg.com/es/sde/f/2019/04/27/6b41336a5a8911ee8ee9b1b8ce87488f_FORMATO.png",62137,14,354,"tec","Provável",5.09,11.36,0.37,3.77,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Wellington Aparecido Martins","wellington","Wellington","https://s.glbimg.com/es/sde/f/2019/03/30/79dd4d1b071e14e833f4b54ceaba247a_FORMATO.png",62129,14,293,"mei","Provável",0,0.76,0,-1.34,"Athlético-PR",17,2,23,6,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Rodrigo Eduardo Costa Marinho","rodriguinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2019/05/08/aed67dfbed5ad1906c0e020b63389e1d_FORMATO.png",61033,14,283,"mei","Contundido",0,5.52,0,2.48,"Cruzeiro",3,7,9,4,1,3,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"461","Lucca Borges Brito","lucca","Lucca","https://s.glbimg.com/es/sde/f/2019/07/24/56b02ff991db7a46958a717d7e7bebcb_FORMATO.png",61149,14,265,"ata","Provável",-2.4,4.21,-1.06,1.22,"Bahia",6,6,7,2,3,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2018/09/27/100cf375e588a977ea2906da9ed2694f_FORMATO.png",62974,14,267,"zag","Nulo",0,0.75,0,-1.08,"Vasco",4,1,5,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1
"463","Fabrício Barros Santana","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2019/03/23/1c71c2070af8670cdc9e45e7d111715c_FORMATO.png",61228,14,341,"gol","Nulo",0,1,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Maicon Marques Bitencourt","maicon","Maicon","https://s.glbimg.com/es/sde/f/2019/03/29/32816f651b7a79f953bfbe551d47c80e_FORMATO.png",62968,14,282,"ata","Nulo",0,6.27,0,2.6,"Atlético-MG",2,2,3,2,NA,1,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA
"465","Gilberto Oliveira Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2019/03/29/e664bac2dfda2416beb75fb9615b8a4f_FORMATO.png",61188,14,265,"ata","Provável",19.1,18.43,0.48,7.65,"Bahia",7,6,14,8,4,10,7,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA
"466","Paulo Henrique Chagas de Lima","ganso","Ganso","https://s.glbimg.com/es/sde/f/2019/02/04/c331ee1720c436a925256baca5841194_FORMATO.png",62977,14,266,"mei","Provável",-2,7.44,-0.97,2.21,"Fluminense",8,14,30,9,5,8,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Rodolfo Alves de Melo","rodolfo","Rodolfo","https://s.glbimg.com/es/sde/f/2018/05/18/5f872890e2cb0764d6ab01fa87c80a2b_FORMATO.png",63082,14,266,"gol","Suspenso",0,2.22,0,-0.67,"Fluminense",NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,12,NA,NA,NA
"468","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2019/01/14/7f464fdea223af04dca8d52a2ac4d9d7_FORMATO.jpeg",63013,14,275,"lat","Provável",3.3,16.17,0.58,6.51,"Palmeiras",15,9,21,22,NA,3,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"469","Willian Roberto Farias","willian-farias","Willian Farias","https://s.glbimg.com/es/sde/f/2019/04/01/92b08d76fca5665f16a0fee09fbc07d2_FORMATO.png",63058,14,276,"mei","Nulo",0,3,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2019/04/26/195ab3662b5fad11e635fd74d6a2f401_FORMATO.png",90285,14,262,"ata","Provável",7.9,20.1,1.57,6.35,"Flamengo",19,29,15,3,10,19,6,NA,2,1,NA,3,1,NA,NA,NA,NA,NA
"471","Airton Ribeiro Santos","airton","Airton","https://s.glbimg.com/es/sde/f/2019/03/21/d608f479e030bba9eaacc9453619b564_FORMATO.png",61985,14,266,"mei","Nulo",0,2.46,0,-0.55,"Fluminense",6,9,6,4,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"472","Fernando Camilo Farias","camilo","Camilo","https://s.glbimg.com/es/sde/f/2019/06/14/c5f4be26e84f8c3952f53a185dfb8ea5_FORMATO.png",62009,14,315,"mei","Provável",-0.7,6.37,-1.27,3.33,"Chapecoense",9,10,24,7,6,8,NA,NA,1,3,NA,1,NA,NA,NA,NA,NA,NA
"473","Alan Luciano Ruschel","alan-ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2018/05/24/ddefa1a922260aeb7a1835dd4a8117f5_FORMATO.png",63110,14,315,"lat","Nulo",0,4.44,0,0.8,"Chapecoense",16,14,8,4,2,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Cícero dos Santos Bezerra","didira","Didira","https://s.glbimg.com/es/sde/f/2019/03/23/53d76a1f4b80cf6193e40d704877fbab_FORMATO.png",63178,14,341,"mei","Suspenso",-2.5,4.9,-0.38,1.38,"CSA",14,14,21,16,2,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Auremir Evangelista dos Santos","auremir","Auremir","https://s.glbimg.com/es/sde/f/2019/03/28/6abb09758933bfcad8f3734cd8fbe484_FORMATO.png",77570,14,354,"mei","Nulo",0,4.23,0,1.8,"Ceará",6,3,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","Douglas Silva Bacelar","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/05/24/4db663cbb6a8ecaa23942948844e63ac_FORMATO.png",63128,14,315,"zag","Nulo",0,3.12,0,0.3,"Chapecoense",15,2,9,6,NA,4,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2019/05/13/8694db2e75af48647f99b643845dac13_FORMATO.png",68696,14,354,"ata","Nulo",0,4.48,0,1.4,"Ceará",10,9,9,4,5,8,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA
"478","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2019/03/22/7da6584b8edbee8649acb25931c97e1e_FORMATO.png",63194,14,356,"lat","Provável",0,5.58,0,3.53,"Fortaleza",21,9,25,26,3,6,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA
"479","José Rodolfo Pires Ribeiro","dodo","Dodô","https://s.glbimg.com/es/sde/f/2019/02/04/ee21ad2d06f9472ebeac2c604d782d83_FORMATO.png",68727,14,283,"lat","Nulo",0.8,5.68,-0.3,2.73,"Cruzeiro",12,2,23,10,1,2,NA,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"480","Pedro Rocha Neves","pedro-rocha","Pedro Rocha","https://s.glbimg.com/es/sde/f/2019/08/10/ee42a8e4d56c93201de03d1c37091827_FORMATO.png",90302,14,283,"ata","Provável",9.7,11.82,1.6,3.54,"Cruzeiro",8,15,36,8,4,3,2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA
"481","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2019/02/27/931ddb4d808eb623c3d496fb36bea54e_FORMATO.png",90444,14,265,"lat","Provável",0.9,13.14,-1.44,5.85,"Bahia",26,6,22,31,4,7,NA,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"482","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2018/05/18/9c8442508cec9bf9dc9f0af8f306e11b_FORMATO.png",90309,14,283,"ata","Nulo",4.7,5.18,0.88,1.09,"Cruzeiro",15,10,12,3,7,4,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA
"483","Bruno César Pereira da Silva","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2019/08/13/20926f65de350a35d2b3122e69b68821_FORMATO.png",68698,14,285,"mei","Nulo",0,7.73,0,3.82,"Internacional",10,9,10,12,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2019/03/30/81d88455f0c9a28fc1bf58482da871c1_FORMATO.png",68770,14,293,"mei","Suspenso",0,4.3,0,1.2,"Athlético-PR",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Crysan da Cruz Queiroz Barcelos","crysan","Crysan","https://s.glbimg.com/es/sde/f/2018/07/16/c97cfd12cf2775988f29481bc61824a1_FORMATO.png",90406,14,293,"ata","Nulo",0,3,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Leonardo de Souza Sena","leo-sena","Léo Sena","https://s.glbimg.com/es/sde/f/2019/03/26/dbb9320b8d6aae993c9a2f2f65c761ee_FORMATO.png",90572,14,290,"mei","Suspenso",7.8,8.68,0.27,5.17,"Goiás",8,41,29,33,1,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Yuri Oliveira Lima","yuri-lima","Yuri Lima","https://s.glbimg.com/es/sde/f/2019/08/06/16f2189da0bf99090e0ae2773d4076eb_FORMATO.png",90569,14,266,"mei","Nulo",0,2.28,0,0.64,"Fluminense",13,4,11,9,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2019/02/04/d5a1e093c0e8dfd5ead943946e093661_FORMATO.png",90768,14,283,"zag","Nulo",0,4.35,0,3.05,"Cruzeiro",NA,1,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2018/05/17/555bb7e98091372b0b633a3623d5b40d_FORMATO.png",90715,14,263,"mei","Provável",10.1,5.63,2.01,1.82,"Botafogo",9,15,15,5,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Willian Klaus","klaus","Klaus","https://s.glbimg.com/es/sde/f/2018/04/09/213245ee05c1b0ca97f32c728f20bd6b_FORMATO.png",90846,14,285,"zag","Provável",0,3.05,0,1.3,"Internacional",4,NA,7,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Elias Martello Curzel","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/18/914d44f55072f4eb554217f96488b7ae_FORMATO.png",90843,14,315,"gol","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Iago Antônio Silva Santos","iago","Iago","https://s.glbimg.com/es/sde/f/2019/02/27/dcc88b58ec19a30c867de346a51af9ba_FORMATO.png",90894,14,265,"ata","Contundido",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Flávio Medeiros da Silva","flavio","Flávio","https://s.glbimg.com/es/sde/f/2019/03/29/b6aab56d50cf29e0e2a267d04614f4a1_FORMATO.png",91102,14,265,"mei","Provável",0.6,2.47,-0.07,1.08,"Bahia",7,6,10,7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"494","Fernando José Marques Maciel","fernandinho","Fernandinho","https://s.glbimg.com/es/sde/f/2019/03/29/062ea204ed60f2b4c3bdbcb2c506b6c1_FORMATO.png",91130,14,265,"ata","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Jean Paulo Fernandes Filho","jean","Jean","https://s.glbimg.com/es/sde/f/2019/04/01/0ed07c98bf47b8fa29fdb379eabb0c31_FORMATO.png",90933,14,276,"gol","Nulo",0,3.32,0,-2,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2018/05/07/6ac39bf60c88040543dee78fc133c427_FORMATO.png",91191,14,282,"mei","Contundido",0,9,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Andre Luis da Costa Alfredo","andre-luis","André Luís","https://s.glbimg.com/es/sde/f/2019/06/14/e5185b4b8ca27b490315869d17077e90_FORMATO.png",92146,14,356,"ata","Nulo",0,4.46,-0.14,3.12,"Fortaleza",4,21,10,1,4,2,2,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"498","Carlos Eduardo Ferreira de Souza","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2019/01/14/065996f5e53a936d45d1b737405dfb27_FORMATO.jpeg",90917,14,275,"ata","Nulo",0,3.67,0,-0.25,"Palmeiras",2,2,1,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"499","Everaldo Silva do Nascimento","everaldo","Everaldo ","https://s.glbimg.com/es/sde/f/2019/05/23/6fff5abfbfbd6b07376f8891759f2538_FORMATO.png",91151,14,264,"ata","Nulo",1.6,3.26,0.3,1.35,"Corinthians",8,9,4,4,NA,5,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA
"500","Leandro Barcia Montero","leandro-barcia","Leandro Barcia","https://s.glbimg.com/es/sde/f/2019/03/26/eb34e430eaaff21dcd5c4c680505c910_FORMATO.png",91242,14,290,"ata","Provável",4.7,9.8,-0.47,4.88,"Goiás",21,18,19,16,6,12,3,NA,3,1,NA,2,1,NA,NA,NA,NA,NA
"501","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,14,284,"ata","Provável",4.7,5.54,0.81,3.38,"Grêmio",6,4,15,5,4,10,3,NA,1,NA,NA,6,NA,NA,NA,NA,NA,NA
"502","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2019/04/01/8b22d106ccba1278e3e4a6b89e76eab0_FORMATO.png",91573,14,276,"zag","Suspenso",-2.3,5.6,-0.22,0.89,"São Paulo",12,4,13,6,NA,2,NA,2,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"503","Leonardo Felipe Valencia Rossel","leonardo-valencia","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2019/03/22/92598d9c96fb60c7bb5e624f97b32f21_FORMATO.png",91508,14,263,"mei","Nulo",0,3.74,0,-0.48,"Botafogo",2,NA,5,1,1,3,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"504","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2018/04/08/b8c17a1d807dace07b81afcb28a3438d_FORMATO.png",63289,14,285,"mei","Nulo",0,9.01,0,3.22,"Internacional",10,10,24,8,3,1,3,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
