"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FD","FF","FS","I","PE","RB","A","CA","G","SG","CV","DD","DP","GS","PP","GC","FT"
"396","Max Walef Araújo da Silva","max-walef","Max Walef","https://s.glbimg.com/es/sde/f/2019/03/22/a9f9fc2677cbf0f365db6054f150935d_FORMATO.png",84338,15,356,"gol","Nulo",0,1,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","Danilo Carvalho Barcelos","danilo-barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2019/02/04/9212d58ce4cacfc864eabd43e1aacd0e_FORMATO.jpeg",84382,15,267,"lat","Nulo",0,5,0,2.34,"Vasco",17,4,2,5,1,19,9,NA,NA,1,1,1,NA,NA,NA,NA,NA,1
"398","João Lucas de Almeida Carvalho","joao-lucas","João Lucas","https://s.glbimg.com/es/sde/f/2019/05/09/5068741391b0dcdd7fef7972922e2b38_FORMATO.png",104257,15,262,"lat","Nulo",0,2.61,0,4.7,"Flamengo",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"399","Bruno Ferreira Melo","bruno-melo","Bruno Melo","https://s.glbimg.com/es/sde/f/2019/03/22/5b57ab0df3cfe7250d2365f6149d1672_FORMATO.png",84339,15,356,"lat","Suspenso",-5.5,2.47,-3.5,3.7,"Fortaleza",4,NA,1,6,1,4,2,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA
"400","Fernando Pereira do Nascimento","fernando-sobral","Fernando Sobral","https://s.glbimg.com/es/sde/f/2019/03/28/2036fe932766e953f14ef5fc5ed37a53_FORMATO.png",84428,15,354,"mei","Nulo",0,5.28,0,2.11,"Ceará",14,2,5,10,1,22,20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","João Victor da Silva Marcelino","joao-victor","João Victor","https://s.glbimg.com/es/sde/f/2019/03/26/c13e38517c9406ec1c47b1cdd41eb68e_FORMATO.png",104250,15,264,"zag","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","Lucas Felipe Calegari","calegari","Calegari","https://s.glbimg.com/es/sde/f/2019/08/06/99c99a1dd012f1aa1c429e410f991c3b_FORMATO.png",104276,15,266,"lat","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","Cristovam Roberto Ribeiro da Silva","cristovam","Cristovam","https://s.glbimg.com/es/sde/f/2019/03/28/65f57e09b155b5b3a44d895928edeeca_FORMATO.png",82930,15,354,"lat","Nulo",0,3.56,0,6.2,"Ceará",1,NA,NA,3,NA,1,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","Matheus Antunes Ribeiro","matheus-ribeiro","Matheus Ribeiro","https://s.glbimg.com/es/sde/f/2019/03/28/3e3b672c196784b9afea72e85325a468_FORMATO.png",82943,15,277,"lat","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","José Romário Silva de Souza","romarinho","Romarinho","https://s.glbimg.com/es/sde/f/2019/03/22/1e91578796c67027f42f8dfaefafd24d_FORMATO.png",84523,15,356,"ata","Provável",1.8,5.12,-0.52,2.93,"Fortaleza",10,NA,3,31,1,28,12,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"406","Andrevaldo de Jesus Santos","valdo","Valdo","https://s.glbimg.com/es/sde/f/2019/03/28/45578b3cbd48709822cd22573ff790b6_FORMATO.png",84509,15,354,"zag","Provável",-1.6,3.81,-0.37,2.9,"Ceará",10,2,1,9,NA,11,13,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"407","Nicolás Federico López Alonso","nico-lopez","Nico López","https://s.glbimg.com/es/sde/f/2018/04/08/5bb6e14f65a15709391b32e0e4332d8c_FORMATO.png",84709,15,285,"ata","Nulo",0,13.18,0,2.35,"Internacional",12,5,11,7,4,19,11,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2
"408","Acácio Nuno Boing","nuno","Nuno","https://s.glbimg.com/es/sde/f/2019/03/26/c1b1a18f433b957ac0690204c16bedca_FORMATO.png",104326,15,314,"zag","Nulo",0,2,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","Luis Henrique Tomaz de Lima","luis-henrique","Luis Henrique ",NA,105049,15,263,"ata","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","Eduardo Luis Tapparo","dudu","Dudu","https://s.glbimg.com/es/sde/f/2019/02/18/802f542c5adf740551a1a6aec66a72ba_FORMATO.png",104327,15,314,"mei","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","Arthur Rosseto Henriques","arthur","Arthur",NA,104325,15,315,"gol","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","Reinier Jesus Carvalho","reinier","Reinier","https://s.glbimg.com/es/sde/f/2019/08/03/7e4d46ef01698d1e735b0ea1b228e4dc_FORMATO.png",105068,15,262,"mei","Nulo",0,2.3,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Marlon Adriano Prezotti","marlon","Marlon","https://s.glbimg.com/es/sde/f/2019/03/22/165ca899b89d297dde03eeab3ad9dee7_FORMATO.png",88427,15,356,"mei","Nulo",0,3.77,0,1.05,"Fortaleza",4,NA,NA,7,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","Rodrigo Jardim dos Santos Almeida","rodrigo","Rodrigo","https://s.glbimg.com/es/sde/f/2019/03/26/ba2af494a1681ac20387f7fc39e21721_FORMATO.png",104328,15,314,"gol","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2019/03/22/4d0e23087bc533d8757c980cbd598eee_FORMATO.png",88368,15,356,"mei","Provável",0,4.29,0,1.87,"Fortaleza",12,1,3,14,1,14,19,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","Bruno Henrique Marques Torres","bruninho","Bruninho","https://s.glbimg.com/es/sde/f/2019/03/01/996ce41379d22585409ba24981f56d01_FORMATO.png",105111,15,277,"ata","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Rómulo Otero Vásquez","otero","Otero","https://s.glbimg.com/es/sde/f/2018/05/07/51441cf2ec940cdfbdef8dd0ee853621_FORMATO.png",83004,15,282,"mei","Nulo",3.4,8.02,0.72,2.88,"Atlético-MG",8,6,7,13,NA,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","Francisco Talison Cavalcante Da Silva","talison","Talison","https://s.glbimg.com/es/sde/f/2019/03/26/4ba6dd4e62dfc1753d3baf251b92078a_FORMATO.png",105173,15,356,"lat","Nulo",0,1,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","Khellven Douglas Silva Oliveira","khellven","Khellven ","https://s.glbimg.com/es/sde/f/2019/03/08/91110929301e4f2e073c9610b9d9b036_FORMATO.jpeg",105175,15,293,"lat","Nulo",0,1.64,0,3.4,"Athlético-PR",1,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","Lucas Vinícius Gonçalves Silva","lucao","Lucão","https://s.glbimg.com/es/sde/f/2019/08/09/6e06407423393fbc94da344b644997d4_FORMATO.png",83199,15,266,"ata","Nulo",0,4,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2019/04/26/dd35120796b86e57f5dcbd4aec56cbce_FORMATO.png",83257,15,262,"ata","Provável",19,21.72,2.6,10.64,"Flamengo",9,14,13,10,6,24,5,2,3,11,NA,NA,NA,NA,NA,NA,NA,NA
"422","Leandro Carvalho da Silva","leandro-carvalho","Leandro Carvalho","https://s.glbimg.com/es/sde/f/2019/05/30/7d4922940f5a9f9151b4ed1421f520e9_FORMATO.png",88669,15,354,"ata","Provável",2,10.54,0.16,3.33,"Ceará",9,3,11,17,1,15,10,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"423","Vinicius Rodolfo de Souza Oliveira","vinicius-tanque","Vinícius Tanque","https://s.glbimg.com/es/sde/f/2017/04/18/d77f484c8720a893fbf5031c19fd6349_FORMATO.png",88651,15,263,"ata","Nulo",0,2,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","Luiz Fernando Ferreira de Souza","luiz-fernando","Luiz Fernando","https://s.glbimg.com/es/sde/f/2019/03/29/e24fbad9c5a59102582fe73677a63e71_FORMATO.png",105176,15,293,"ata","Nulo",0,2,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Alex da Silva","alex-silva","Alex Silva","https://s.glbimg.com/es/sde/f/2019/02/18/2ffd333de72b16a616330241a2857925_FORMATO.png",84861,15,314,"lat","Contundido",0,4.35,0,1.7,"Avaí",2,1,1,3,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","Bruno Sávio da Silva","bruno-savio","Bruno Sávio","https://s.glbimg.com/es/sde/f/2019/07/18/3c124f6b21b643f148772b78affd6772_FORMATO.png",89101,15,314,"ata","Nulo",-0.3,2.22,-0.43,1.63,"Avaí",2,1,2,1,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","Raphael Lopes Silva","raphael-lopes","Raphael Lopes",NA,105198,15,282,"ata","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Abner Felipe Souza de Almeida","abner-felipe","Abner Felipe","https://s.glbimg.com/es/sde/f/2019/04/01/18e6ddda5e7dd97a6c3c7e7a4ee0011d_FORMATO.png",84860,15,293,"lat","Nulo",0,6.3,0,8.4,"Athlético-PR",6,NA,NA,3,NA,9,4,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"429","Yuri Lima Lara","yuri","Yuri","https://s.glbimg.com/es/sde/f/2019/03/29/c48336f0e13db7ffdf11a89b7fc63ee9_FORMATO.png",83263,15,265,"mei","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Jean Carlos de Souza Irmer","jean","Jean","https://s.glbimg.com/es/sde/f/2019/03/22/8384f77b74efecba7c81cb62ba4392f6_FORMATO.png",89150,15,263,"mei","Nulo",0,3.57,0,0.93,"Botafogo",NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Alberto Valentim do Carmo Neto","alberto-valentim","Alberto Valentim","https://s.glbimg.com/es/sde/f/2018/03/20/c6b54edc93e180bf641056650be46611_FORMATO.png",84863,15,314,"tec","Provável",1.58,6.14,-0.25,2.82,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","João Vitor de Oliveira","joao-vitor","João Vitor","https://s.glbimg.com/es/sde/f/2019/03/26/bbbed8c4d42ead7dff816c8262ba62cf_FORMATO.png",104329,15,314,"gol","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Vinícius de Souza Costa","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2019/03/26/a514a8787d2c34f1210e22825eabfc2c_FORMATO.png",105199,15,262,"mei","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Julian Yoiti Suzuki Bicudo","julian","Julian","https://s.glbimg.com/es/sde/f/2019/02/08/db8844a962ff549d6afcfd7bdbaa321c_FORMATO.png",104333,15,314,"mei","Nulo",0,2,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","Elosman Euller Silva Cavalcanti","euller","Euller ","https://s.glbimg.com/es/sde/f/2019/08/12/f590fe14001d57c8f11af445ea74d86b_FORMATO.jpeg",84890,15,341,"lat","Nulo",0,3.33,0,0.9,"CSA",1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","Henrique Silva Milagres","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/09/27/b3280046d476aa241a694771fbe1b0cc_FORMATO.png",84893,15,267,"lat","Provável",2.7,4.45,-0.81,3.53,"Vasco",10,1,2,16,NA,12,11,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA
"437","Bento Matheus Krepski","bento","Bento","https://s.glbimg.com/es/sde/f/2019/03/29/a096644c26f754ef9d0aef6a0e3d62c0_FORMATO.png",105208,15,293,"gol","Nulo",0,1,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","Lucas Vinícius Dias Costa","lucas-dias","Lucas Dias","https://s.glbimg.com/es/sde/f/2019/04/27/493ca5a8ac35c34ea0b93396ea486c56_FORMATO.png",104356,15,341,"zag","Nulo",0,2,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Paulo Ricardo Ferreira","paulo-ricardo","Paulo Ricardo","https://s.glbimg.com/es/sde/f/2019/07/11/9fbdccae5a9a789cc905f7ed4051e2c3_FORMATO.png",88224,15,290,"zag","Nulo",0,2.22,0,-0.3,"Goiás",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","Leonardo Felipe Valencia Rossel","leonardo-valencia","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2019/03/22/92598d9c96fb60c7bb5e624f97b32f21_FORMATO.png",91508,15,263,"mei","Nulo",0,3.74,0,-0.48,"Botafogo",2,1,3,NA,1,5,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Gabriel Alves da Cunha Borges","gabriel","Gabriel",NA,104404,15,282,"mei","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Gustavo Coutinho Silva Lopes","gustavo-coutinho","Gustavo Coutinho","https://s.glbimg.com/es/sde/f/2019/03/22/219513fd22c061ae4c06d8ae536f7b6f_FORMATO.png",104362,15,356,"ata","Nulo",0,1,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Gerson Santos da Silva","gerson","Gerson","https://s.glbimg.com/es/sde/f/2019/07/12/fb77632343b3c3c741779b90b58cb74b_FORMATO.png",89256,15,262,"mei","Provável",5.4,9.18,0.36,5.62,"Flamengo",9,NA,1,24,NA,14,8,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2
"444","Vinícius Santana da Silva","vinicius-popo","Vinícius Popó","https://s.glbimg.com/es/sde/f/2019/03/28/4a8cc6dc2e1b9cb619a2da8fe306b9da_FORMATO.png",105201,15,283,"ata","Nulo",0,1.74,0,1,"Cruzeiro",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2018/05/07/211b2cfc9413080da0e36bac586628df_FORMATO.png",89226,15,282,"zag","Nulo",0,5.09,0,5.75,"Atlético-MG",2,NA,2,2,NA,7,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1
"446","Abner Vinícius da Silva Santos","abner-vinicius","Abner Vinícius","https://s.glbimg.com/es/sde/f/2019/07/19/34bb8790920b50acac56204efb61d6b5_FORMATO.png",104513,15,293,"lat","Nulo",0,4.49,0,2.1,"Athlético-PR",1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"447","Orlando Enrique Berrío Meléndez","berrio","Berrío ","https://s.glbimg.com/es/sde/f/2019/04/26/91363f5a07b1bf1bd53bc95cb9436ae9_FORMATO.png",85300,15,262,"ata","Nulo",-0.5,5.04,-0.11,0.89,"Flamengo",11,1,4,4,NA,12,7,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA
"448","Marcos Felipe de Freitas Monteiro","marcos-felipe","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2018/05/18/72317ca5c12be51354f8792ab39b37d8_FORMATO.png",85004,15,266,"gol","Nulo",0,2,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2018/04/08/ecdf20e0263f65cb7a63bf0e68ebd3b6_FORMATO.png",83433,15,285,"mei","Nulo",0,8.07,0,3.17,"Internacional",6,1,1,7,NA,10,11,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Rick Jhonatan Lima Morais","rick","Rick","https://s.glbimg.com/es/sde/f/2019/05/07/16dd4157b1d7457f46c1c3f0e15cfc70_FORMATO.png",104459,15,354,"ata","Nulo",0,1.82,0,0.82,"Ceará",2,NA,1,1,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","Uilson Pedruzzi de Oliveira","uilson","Uilson","https://s.glbimg.com/es/sde/f/2018/05/07/9c69736d87e93ac80d7f38013cb1c1e7_FORMATO.png",85418,15,282,"gol","Contundido",0,3,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Igor Alves dos Reis","igor-reis","Igor Reis",NA,104408,15,282,"mei","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Wanderson Ferreira de Oliveira","valdivia","Valdívia","https://s.glbimg.com/es/sde/f/2019/06/20/61242f36895eb1ce85680054317fbbf4_FORMATO.png",85423,15,267,"mei","Nulo",0,3.85,0,1.54,"Vasco",10,3,5,9,NA,14,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Darlan Pereira Mendes","darlan","Darlan","https://s.glbimg.com/es/sde/f/2019/06/16/7fd2d1907ddaceb40f1dacde40a11fa3_FORMATO.png",104593,15,284,"mei","Provável",0.7,1.31,0.19,0.84,"Grêmio",5,NA,1,1,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/03/28/55b6bd3285315d25077f61ea5d4a7fc9_FORMATO.png",85425,15,277,"gol","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Leonardo Pinheiro da Conceição","leo","Léo","https://s.glbimg.com/es/sde/f/2019/04/01/bbb9588c3dbac516f581a278fc277197_FORMATO.png",85626,15,276,"lat","Nulo",0,5,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2019/03/30/201871306b5a466590adf1665d431285_FORMATO.png",83528,15,293,"zag","Provável",3.4,9.26,-0.28,3.38,"Athlético-PR",13,3,2,5,1,30,11,NA,2,1,5,NA,NA,NA,NA,NA,NA,NA
"458","Weverton Guilherme da Silva Souza","weverton","Weverton","https://s.glbimg.com/es/sde/f/2019/05/30/48a83901711e5cb65605aad4d0a20615_FORMATO.png",104625,15,283,"lat","Nulo",0,3.08,0,4.43,"Cruzeiro",1,NA,1,3,NA,10,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"459","Caíque de Jesus da Silva","caique","Caíque","https://s.glbimg.com/es/sde/f/2019/03/29/3a73b6353572e78678dbadc5d6e657c2_FORMATO.png",104591,15,265,"ata","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Hélio Júnior Rossi Francino","helio-junior","Hélio Júnior",NA,104622,15,282,"lat","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Jonny Ferney Mosquera Mena","mosquera","Mosquera","https://s.glbimg.com/es/sde/f/2019/03/31/8ef2e2aca1a983bd2f770590e4a0aa91_FORMATO.png",86116,15,314,"mei","Nulo",0,2.69,0,0.5,"Avaí",2,NA,2,2,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Hyoran Kaue Dalmoro","hyoran","Hyoran","https://s.glbimg.com/es/sde/f/2019/01/14/160ad6a02501aba225a8ebd56873a2c7_FORMATO.jpeg",85931,15,275,"mei","Nulo",10.6,6.59,1.07,6.17,"Palmeiras",5,3,4,4,NA,6,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"463","Heitor Rodrigues da Fonseca","heitor","Heitor","https://s.glbimg.com/es/sde/f/2019/03/29/72b7f78855a5ecee46897bb061452400_FORMATO.png",104649,15,285,"lat","Nulo",0,1.2,0,1.25,"Internacional",1,1,NA,4,NA,9,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Guilherme Parede Pinheiro","guilherme-parede","Guilherme Parede","https://s.glbimg.com/es/sde/f/2019/04/29/a4e7ace9cd75f4187d56ba2fd7543a56_FORMATO.png",83438,15,285,"ata","Nulo",1.7,4.41,0.18,1.89,"Internacional",8,2,5,15,3,8,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Wanderson Santos Pereira","wanderson","Wanderson","https://s.glbimg.com/es/sde/f/2019/07/09/6be4c7e2f273ab0fb8db516f2e004ab7_FORMATO.png",86143,15,265,"zag","Nulo",0,1.68,0,-2.5,"Bahia",2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Aylon Darwin Tavella","aylon","Aylon","https://s.glbimg.com/es/sde/f/2019/03/28/1f6770e6c240b90a3423b20187192bc6_FORMATO.png",85930,15,315,"ata","Nulo",-1.5,2.15,-0.56,0.97,"Chapecoense",3,1,NA,6,NA,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Lucas Barros da Cunha","lucas-barros","Lucas Barros","https://s.glbimg.com/es/sde/f/2019/03/28/be4f63d854fc719f9e9072cf24e0d7f3_FORMATO.png",104650,15,263,"lat","Nulo",0,0.76,0,0.5,"Botafogo",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Miguel Ángel Borja Hernández","borja","Borja","https://s.glbimg.com/es/sde/f/2019/01/14/393ccccd62c119cd16a7237e06bb54bf_FORMATO.jpeg",86120,15,275,"ata","Nulo",2.1,5.88,-1.12,2.1,"Palmeiras",2,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Rafael Chagas Machado","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2019/03/23/6fa441d642d426cca217c6d7c843a2c0_FORMATO.png",83681,15,341,"lat","Nulo",0,3.92,0,2.95,"CSA",2,NA,NA,3,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Douglas do Espírito Santo Torres","douglas-borel","Douglas Borel","https://s.glbimg.com/es/sde/f/2019/03/29/191f49008e0f92039b6e04b7283da22b_FORMATO.png",104634,15,265,"lat","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Lucas Silva Alves","lucas-alves","Lucas Alves","https://s.glbimg.com/es/sde/f/2019/03/28/1ae8c43705f6dfd96f9cdfe68b4b8485_FORMATO.png",104651,15,263,"gol","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Alex Paulo Menezes Santana","alex-santana","Alex Santana","https://s.glbimg.com/es/sde/f/2019/03/22/18c2a6ba294467649a2ebdaf8c14b53a_FORMATO.png",85465,15,263,"mei","Nulo",0,10.99,0,4.66,"Botafogo",8,3,8,15,NA,14,8,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA
"473","Tiago Rodrigues dos Reis","tiago-reis","Tiago Reis","https://s.glbimg.com/es/sde/f/2019/08/16/9104ad20d057e39846d6451e44b0e5b8_FORMATO.jpeg",104678,15,267,"ata","Nulo",0.5,4.22,0.01,1.94,"Vasco",12,1,2,3,1,4,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"474","Neilton Meira Mestzk","neilton","Neilton","https://s.glbimg.com/es/sde/f/2019/03/29/640d511884279db90f11e5446270556b_FORMATO.png",83772,15,285,"ata","Nulo",-0.3,5.78,-0.53,2.27,"Internacional",2,1,2,8,NA,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Gerson José Laurentino Júnior","gerson-junior","Gerson Júnior","https://s.glbimg.com/es/sde/f/2019/03/23/78b41c44bdc88eb897869188f13f3715_FORMATO.png",104824,15,341,"ata","Nulo",0,0.75,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","João Pedro Maturano dos Santos","joao-pedro","João Pedro ","https://s.glbimg.com/es/sde/f/2019/07/30/795572e7a0b1c89ba19f9af6ad365216_FORMATO.png",89273,15,265,"lat","Provável",0,5,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Luanderson Johnala Marques da Silva","luanderson","Luanderson ","https://s.glbimg.com/es/sde/f/2019/05/07/da04fa8f12c10e89989965f7bf9d54ac_FORMATO.png",86380,15,314,"mei","Nulo",0,2.62,0,3,"Avaí",3,NA,1,5,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Vinícius Lopes da Silva","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2019/03/27/5ed5059957839ba01890f61649b417e8_FORMATO.png",104660,15,290,"ata","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
