"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FD","FF","FS","PE","RB","CA","SG","A","FT","I","CV","G","DD","GS","DP","PP","GC"
"386","César Bernardo Dutra","cesar","César","https://s.glbimg.com/es/sde/f/2019/04/26/c90b6f282ed66e95550b8b12c749706c_FORMATO.png",78086,9,262,"gol","Nulo",8,6.1,0.66,4.62,"Flamengo",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,7,4,NA,NA,NA
"387","Vagner Antônio Brandalise","vagner","Vagner","https://s.glbimg.com/es/sde/f/2019/05/08/f2f7ed3e3f857655c8c5e56733e7aa3d_FORMATO.png",78151,9,315,"gol","Contundido",0,4,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2019/03/28/1fb1aeab02e0006889fbd9ef7a4dd6e0_FORMATO.png",78248,9,277,"zag","Dúvida",2,5.94,-0.32,3.07,"Santos",8,2,NA,3,8,8,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","João Lucas Cardoso","joao-lucas","João Lucas","https://s.glbimg.com/es/sde/f/2019/03/28/eb379c8f9ca40adb24afd4216819a3c1_FORMATO.png",86740,9,354,"lat","Provável",4.1,10.13,-0.12,3.03,"Ceará",4,1,1,4,11,6,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"390","Cassiano Dias Moreira","cassiano","Cassiano","https://s.glbimg.com/es/sde/f/2019/03/23/a5334bd8099947da6320cfd492ef3519_FORMATO.png",72033,9,341,"ata","Nulo",-0.8,3.12,-0.38,0.89,"CSA",11,3,4,11,9,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"391","Luciano Castán da Silva","luciano-castan","Luciano Castán","https://s.glbimg.com/es/sde/f/2019/03/23/d6ed12c79b94b3fe8318cbe26edff531_FORMATO.png",68942,9,341,"zag","Provável",0,4.56,0,1.5,"CSA",6,NA,NA,NA,15,7,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","Alex Broch Amado","alex-amado","Alex Amado","https://s.glbimg.com/es/sde/f/2019/03/28/baad423e3d4f7d7ca9067444675bd599_FORMATO.png",78475,9,354,"ata","Nulo",0,2,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","Renê Rodrigues Martins","rene","Renê","https://s.glbimg.com/es/sde/f/2019/04/26/f7f5e18054dd2e487e3f2851ce8e28b7_FORMATO.png",78445,9,262,"lat","Provável",5,7.82,-0.3,4.47,"Flamengo",2,1,1,4,19,11,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","Willian Souza Arão da Silva","willian-arao","Willian Arão","https://s.glbimg.com/es/sde/f/2019/04/26/24196e5c70d2a4de33babf207cf06539_FORMATO.png",78478,9,262,"mei","Nulo",1.8,13.23,-0.57,5.59,"Flamengo",11,1,2,5,14,19,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","Marcos de Paula Dutra","marcos","Marcos","https://s.glbimg.com/es/sde/f/2019/03/26/97c014749e1bd594e9dc76f33b45a278_FORMATO.png",78495,9,290,"gol","Nulo",0,3,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","Paulo Oliveira de Souza Junior","paulinho","Paulinho","https://s.glbimg.com/es/sde/f/2019/05/07/d675dad7ddcb13ca96fcc4065ac3b404_FORMATO.png",78512,9,314,"lat","Provável",0,2.31,0,1.07,"Avaí",6,NA,1,3,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","Jean Mota Oliveira de Sousa","jean-mota","Jean Mota","https://s.glbimg.com/es/sde/f/2019/04/04/f6df9ba4f9ba25d9b872308e30c5baa9_FORMATO.png",78548,9,277,"mei","Nulo",0,11.55,0,3.46,"Santos",12,3,3,15,16,6,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA
"398","Douglas Alan Schuck Friedrich","douglas-friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2019/03/29/ef148b9e6c0fb1706902616959184e5b_FORMATO.png",78584,9,265,"gol","Provável",9,12.41,-0.16,7.62,"Bahia",NA,NA,NA,2,2,1,NA,4,NA,NA,NA,NA,NA,19,9,NA,NA,NA
"399","Gabriel Girotto Franco","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2019/05/23/2e7a0138d60a1418cacfcd315daf7491_FORMATO.png",78605,9,264,"mei","Nulo",0,7,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","Eduardo Schroeder Brock","eduardo-brock","Eduardo Brock","https://s.glbimg.com/es/sde/f/2019/03/28/27579304db4774273de16432633427c2_FORMATO.png",78654,9,354,"zag","Nulo",0,4,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","Claudinei dos Santos Oliveira","claudinei-oliveira","Claudinei Oliveira","https://s.glbimg.com/es/sde/f/2019/06/11/5f9280558b17c5755d828d0f3e87912c_FORMATO.png",84761,9,290,"tec","Provável",4.42,8.69,0.18,3.87,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","Ramiro Moschen Benetti","ramiro","Ramiro","https://s.glbimg.com/es/sde/f/2019/05/23/74dd3815a00b56d9fc765cad761ff91c_FORMATO.png",78715,9,264,"mei","Nulo",1.8,10.95,-0.68,1.95,"Corinthians",10,1,2,7,9,8,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","Richard de Oliveira da Costa","richard","Richard","https://s.glbimg.com/es/sde/f/2019/03/28/27b9b114a61039b0185e25a34be02245_FORMATO.png",78851,9,354,"gol","Contundido",0,4.73,0,1.2,"Ceará",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
"404","Thiago dos Santos","thiago-santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2019/01/14/c215c66c4f1a435e26c1d93d00555071_FORMATO.jpeg",78855,9,275,"mei","Nulo",-0.3,4.65,-0.39,0.47,"Palmeiras",5,NA,1,NA,3,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"405","Marinaldo dos Santos Oliveira","naldo","Naldo","https://s.glbimg.com/es/sde/f/2019/03/23/aac48c4f03031bbaf833ecb77aaca2e3_FORMATO.png",78897,9,341,"mei","Provável",0,3.23,0,1.43,"CSA",14,2,4,4,12,13,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"406","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2018/04/08/d62e4f24b1b01196c8a645026d8091b2_FORMATO.png",78865,9,285,"mei","Provável",0,7.12,0,1.4,"Internacional",2,NA,NA,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2019/03/28/8bb249c2111b49eff60737fd35c27a45_FORMATO.png",79035,9,277,"zag","Nulo",7,6.77,-0.23,7,"Santos",NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","Pedro Henrique de Castro Silva","pedro-castro","Pedro Castro","https://s.glbimg.com/es/sde/f/2019/03/25/cdc521cfa238c56aa9fb0eb73e4aca7a_FORMATO.png",78840,9,314,"mei","Provável",-0.9,3.5,-0.42,1.86,"Avaí",14,2,4,13,21,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","Reinaldo Manoel da Silva","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2019/04/01/6d2d1a24cd6dbf9313e0b6efedc5c055_FORMATO.png",78850,9,276,"lat","Provável",0.5,11.49,-1.31,4.32,"São Paulo",10,2,4,6,14,11,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","Moisés Ribeiro Santos","moises-ribeiro","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,9,315,"mei","Suspenso",0,3,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","Romário Marques Rodrigues","romario-rodrigues","Romário Rodrigues","https://s.glbimg.com/es/sde/f/2019/03/28/8a5fe5aa3179c4ff1643804412e0050b_FORMATO.png",79336,9,354,"ata","Nulo",1,1.76,0.03,1,"Ceará",1,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","Santiago Ernesto Romero Fernández","romero","Romero","https://s.glbimg.com/es/sde/f/2019/03/22/6f3e87cd0ea7dd0de1f8463bf7e216a1_FORMATO.png",79109,9,356,"mei","Nulo",0,4,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2018/04/08/b6cd86f9590fd3e82cb545ac74dc8c41_FORMATO.png",79113,9,285,"zag","Suspenso",3,13.35,-0.32,5.34,"Internacional",8,NA,NA,7,11,25,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","Roger Machado Marques","roger-machado","Roger Machado ","https://s.glbimg.com/es/sde/f/2019/04/29/8982a435477e1d2bde62d75552c4bbfe_FORMATO.png",79437,9,265,"tec","Provável",4.13,10.86,-0.02,4.64,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","Antônio Carlos Cunha Capocasali Júnior","antonio-carlos","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2019/06/04/82859093e0dc5964ab48dbe20839b60d_FORMATO.png",79702,9,275,"zag","Dúvida",6.5,8.16,0.76,4.4,"Palmeiras",3,NA,NA,2,3,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","Samuel Xavier Brito","samuel-xavier","Samuel Xavier","https://s.glbimg.com/es/sde/f/2019/03/28/a19b59f7d716d5610181d660801756b6_FORMATO.png",73384,9,354,"lat","Provável",-0.5,12.49,-1.33,4.64,"Ceará",7,2,5,19,29,12,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA
"417","Luiz Ricardo Alves","sassa","Sassá","https://s.glbimg.com/es/sde/f/2018/05/07/89b8e9b3d830ff681500c63572397636_FORMATO.png",79578,9,283,"ata","Nulo",9.2,7.37,1.57,2.78,"Cruzeiro",3,3,2,6,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"418","Francisco Edson Moreira da Silva","edinho","Edinho","https://s.glbimg.com/es/sde/f/2019/03/22/b196faf58ff8f5c11884a98aae52bb13_FORMATO.png",80193,9,356,"mei","Nulo",0,8.44,0,3.65,"Fortaleza",3,4,6,13,9,3,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"419","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2018/09/27/ade8af11f63aa15e4664fa86f8a48e0e_FORMATO.png",80196,9,267,"mei","Provável",0.4,9.25,-0.69,3.17,"Vasco",2,2,4,18,12,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"420","Brenner Marlos Varanda de Oliveira","brenner","Brenner","https://s.glbimg.com/es/sde/f/2019/05/15/1734697a213fcd54106cf09b1ea78a95_FORMATO.png",80080,9,314,"ata","Provável",0,4.52,0,1.57,"Avaí",9,1,1,8,6,1,3,NA,NA,1,3,NA,1,NA,NA,NA,NA,NA
"421","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2019/03/29/c40c54d7fdca6784ef754a182f9f81d0_FORMATO.png",80189,9,265,"zag","Provável",-0.6,4.86,-0.84,2.42,"Bahia",2,1,NA,2,18,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Fabiano Leissmann","fabiano","Fabiano","https://s.glbimg.com/es/sde/f/2019/01/14/ea7db8fa2a3e153ecdfb733b6c70c6c7_FORMATO.jpeg",79887,9,275,"lat","Nulo",0,4,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Jadson Alves dos Santos","jadson","Jadson","https://s.glbimg.com/es/sde/f/2019/02/04/fafc80986c9ff78c6b10c98b72c33190_FORMATO.png",80129,9,283,"mei","Nulo",2.7,3.67,0.48,0.74,"Cruzeiro",1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","Patrick Fabiano Alves Nóbrega Luz","patrick-fabiano","Patrick Fabiano","https://s.glbimg.com/es/sde/f/2019/03/23/5009c08e2e14b3fc4e2a17576710e6cd_FORMATO.png",80275,9,341,"ata","Nulo",-1.1,4.95,-0.58,1.3,"CSA",11,3,4,4,11,2,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA
"425","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2018/07/05/1283cc320b56be7f4661388346c1aeba_FORMATO.png",80287,9,266,"ata","Dúvida",0,6.83,0,4.33,"Fluminense",12,6,7,8,16,7,3,NA,1,NA,3,NA,2,NA,NA,NA,1,NA
"426","Alexandre Rosa Paschoalato","alexandre-cajuru","Alexandre Cajuru","https://s.glbimg.com/es/sde/f/2019/03/23/edb53fb0c37fc84723a26e49ce65dfa0_FORMATO.png",80276,9,341,"gol","Contundido",0,3,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","Gilberto Moraes Júnior","gilberto","Gilberto ","https://s.glbimg.com/es/sde/f/2018/09/20/3cfe538c9466e35f30d8caec3cdeb003_FORMATO.png",80313,9,266,"lat","Dúvida",0,6.14,0,1.23,"Fluminense",8,1,3,3,19,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Ezequiel Jacinto de Biasi","ezequiel","Ezequiel ","https://s.glbimg.com/es/sde/f/2019/05/07/9db851eba6d52f43af59baaf6fc0aa8e_FORMATO.png",80318,9,265,"lat","Nulo",0,4.11,0,4.4,"Bahia",2,NA,NA,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Arthur Caíke do Nascimento Cruz","arthur-caike","Arthur Caíke","https://s.glbimg.com/es/sde/f/2019/02/27/3388dd10ab1c840b939f315bb52195b8_FORMATO.png",80337,9,265,"ata","Nulo",7.5,11.43,0.8,4.07,"Bahia",5,3,8,2,10,NA,NA,NA,1,1,2,NA,2,NA,NA,NA,NA,NA
"430","Alejandro Ariel Cabral","ariel-cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2018/05/18/f33acc95e50fe26abc27ac1d525bb4a4_FORMATO.png",80363,9,283,"mei","Provável",0.5,2.68,-0.41,0.42,"Cruzeiro",5,NA,3,2,9,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Fábio Gonçalves","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2019/03/28/8130912c9c6386df9e0982c031fd0299_FORMATO.png",80393,9,354,"mei","Provável",3.2,6.52,-0.01,2.43,"Ceará",12,NA,1,10,8,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Lucas Rafael Araujo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2019/01/14/3629dc12c2a7c9f0e4c6c53a4a2cbb61_FORMATO.jpeg",80583,9,275,"mei","Provável",1.4,5.08,-0.21,1.3,"Palmeiras",8,1,1,3,6,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Matheus Francisco Inácio","matheus-inacio","Matheus Inácio","https://s.glbimg.com/es/sde/f/2019/04/23/0874eaa1c85dea23ae378fbf3d5e1768_FORMATO.png",80394,9,356,"gol","Contundido",0,2,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Renato Vieira Rodrigues","renatinho","Renatinho","https://s.glbimg.com/es/sde/f/2019/03/26/4bc605d5a170ce1412fa7c8250432d85_FORMATO.png",80395,9,290,"mei","Nulo",2.5,2.66,0.18,0.8,"Goiás",1,1,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","Michel Macedo Rocha Machado","michel","Michel","https://s.glbimg.com/es/sde/f/2019/05/23/d6ee8c1facd131fa22d648e2509f5cac_FORMATO.png",80664,9,264,"lat","Nulo",0,3.17,0,2.95,"Corinthians",1,NA,NA,1,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,9,284,"zag","Provável",0,14.75,0,6.57,"Grêmio",3,1,3,4,12,23,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","Joílson de Jesus Cardoso","joilson","Joílson","https://s.glbimg.com/es/sde/f/2019/03/28/c399a208d27940ebedbddfb51a1ec884_FORMATO.png",80779,9,315,"zag","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2019/01/14/a90df5771f9066a2c5babe59b575790d_FORMATO.jpeg",80692,9,275,"zag","Dúvida",0,10.57,0,5,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Johnath Marlone Azevedo da Silva","marlone","Marlone","https://s.glbimg.com/es/sde/f/2019/03/26/b8ec528564308c15c0bb71bc4f8a95ab_FORMATO.png",80944,9,290,"mei","Nulo",3.5,6.39,0.4,2.63,"Goiás",1,NA,1,3,5,3,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"440","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2019/03/29/ada175db5435512e91702370cd95d14f_FORMATO.png",81091,9,282,"mei","Nulo",0,6.73,0,2.93,"Atlético-MG",3,NA,NA,3,6,5,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"441","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2019/01/14/44f0336a3733e2e3fb4fccc9cf275f3a_FORMATO.jpeg",81150,9,275,"lat","Nulo",0,10,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Oswaldo José Henríquez Bocanegra","oswaldo-henriquez","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2018/09/27/93bdf7db4666448d0da5432a29006d5f_FORMATO.png",81241,9,267,"zag","Provável",10.4,4.39,2.27,4.9,"Vasco",NA,1,NA,NA,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2019/03/28/c138b40f3a1c3c5a30059c6bfeb61b3d_FORMATO.png",81677,9,277,"mei","Provável",-0.4,11.11,-1.54,4.03,"Santos",10,6,5,12,30,3,1,NA,1,2,1,NA,2,NA,NA,NA,NA,NA
"444","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2019/05/30/7e60ff2712f74e10b9a6bcf9661f2f8f_FORMATO.png",81682,9,282,"mei","Provável",7.1,11.17,0.68,6.28,"Atlético-MG",3,8,6,2,20,3,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA
"445","Bruno dos Santos Nazário","bruno-nazario","Bruno Nazário","https://s.glbimg.com/es/sde/f/2019/03/30/23a1a1c9b0e58f10ebf65e3a02139cd9_FORMATO.png",81776,9,293,"mei","Provável",6.2,3.3,1.25,2.13,"Athlético-PR",1,2,NA,3,5,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"446","Clayton Silveira da Silva","clayton","Clayton","https://s.glbimg.com/es/sde/f/2019/03/29/517eea2fd0045d94a6d18118ffe21008_FORMATO.png",81770,9,265,"ata","Nulo",0,5,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Rosicley Pereira da Silva","rossi","Rossi","https://s.glbimg.com/es/sde/f/2019/05/08/96abdb92d574fa62e402db3c5eb7fc0c_FORMATO.png",81798,9,267,"ata","Provável",3.5,5.06,0.43,1.83,"Vasco",9,5,7,11,20,5,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"448","Igor de Carvalho Julião","igor-juliao","Igor Julião","https://s.glbimg.com/es/sde/f/2018/10/10/c1027d589069c95376f433aa4ccfbe1a_FORMATO.png",81951,9,266,"lat","Dúvida",-4.1,2.38,-1.63,1.56,"Fluminense",9,NA,1,5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,9,284,"mei","Provável",2.5,6.86,0.04,3.87,"Grêmio",6,3,2,9,10,9,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Tadeu Antonio Ferreira","tadeu","Tadeu","https://s.glbimg.com/es/sde/f/2019/04/04/2c3f9d22de0dfd11ee1e9331d5fd85d9_FORMATO.png",82453,9,290,"gol","Provável",6.4,13.55,0.86,5.64,"Goiás",NA,NA,NA,3,8,NA,NA,2,NA,NA,NA,NA,NA,15,8,1,NA,NA
"451","João Ricardo Riedi","joao-ricardo","João Ricardo","https://s.glbimg.com/es/sde/f/2019/03/28/1dadcc46ba4eb0738815ddfca0b51a71_FORMATO.png",81881,9,315,"gol","Contundido",0,6,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Christian Alberto Cueva Bravo","cueva","Cueva","https://s.glbimg.com/es/sde/f/2019/07/01/98c25abacc555f17dc0d9530a7b16ab9_FORMATO.png",82411,9,277,"mei","Nulo",0,6.83,0,1.25,"Santos",2,NA,NA,3,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Geirton Marques Aires","gege","Gegê","https://s.glbimg.com/es/sde/f/2019/02/18/a6e6b20f53d3e64deddfd38a901450c0_FORMATO.png",82474,9,314,"mei","Nulo",-0.3,3.23,-1.08,3.54,"Avaí",9,2,2,4,6,10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"454","José Rafael Vivian","ze-rafael","Zé Rafael","https://s.glbimg.com/es/sde/f/2019/01/14/297712b048dce3da334c1701833a889a_FORMATO.jpeg",82455,9,275,"mei","Provável",6.8,10.48,0.99,3.6,"Palmeiras",11,3,2,16,6,5,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Francisco Hyun Sol Kim","chico","Chico","https://s.glbimg.com/es/sde/f/2019/03/28/591cde68116bac7ca7031a2f73847987_FORMATO.png",82407,9,354,"mei","Nulo",0,4.27,0,0.75,"Ceará",11,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Alan Henrique Costa","alan-costa","Alan Costa","https://s.glbimg.com/es/sde/f/2019/07/08/c18e945ceabcef57bb344a15aad28d10_FORMATO.png",82613,9,341,"zag","Provável",0,3,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Guilherme de Jesus da Silva","tinga","Tinga","https://s.glbimg.com/es/sde/f/2019/03/22/fa74caf8029ce11e791edd0d7fc03025_FORMATO.png",82628,9,356,"lat","Nulo",-0.8,0.75,0,-0.4,"Fortaleza",4,NA,1,1,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2019/04/01/eef015fc7bcd190caa8be7fd622aec04_FORMATO.png",82634,9,285,"mei","Contundido",0,5,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Erik Nascimento Lima","erik","Erik","https://s.glbimg.com/es/sde/f/2019/03/22/34b98d60cb3c91184594baa0f454b479_FORMATO.png",84848,9,263,"ata","Provável",-0.1,9.55,-0.66,2.83,"Botafogo",10,3,4,21,17,5,2,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA
"460","Leonardo Artur de Melo","leo-artur","Léo Artur","https://s.glbimg.com/es/sde/f/2019/04/12/681f8a45ee9c053eff9eb87402ae4e76_FORMATO.png",82644,9,266,"mei","Nulo",0,1.99,0,0.67,"Fluminense",1,3,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Marcelo Gazella Hermes","marcelo-hermes","Marcelo Hermes","https://s.glbimg.com/es/sde/f/2019/03/26/e5cbd69dfd6e038a31846473359d7246_FORMATO.png",82639,9,290,"lat","Nulo",0,3.14,0,-1.1,"Goiás",2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Marcelo Rangel da Rosa","marcelo-rangel","Marcelo Rangel","https://s.glbimg.com/es/sde/f/2019/03/26/eca12439d38b9fd1ddc8662b4872f0c4_FORMATO.png",82730,9,290,"gol","Contundido",0,4,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Victor Neves Rangel","victor-rangel","Victor Rangel","https://s.glbimg.com/es/sde/f/2019/06/20/68c92fea870e9b185df2fa94eff0bf62_FORMATO.png",82653,9,263,"ata","Nulo",0,3,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Vinícius Vasconcelos Araújo","vinicius-araujo","Vinícius Araújo","https://s.glbimg.com/es/sde/f/2018/09/27/6ddf98420b08a50c32c74472f3b962b3_FORMATO.png",82767,9,267,"ata","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Régis Augusto Salmazzo","regis","Régis","https://s.glbimg.com/es/sde/f/2019/05/23/42c4d6f669a802cc99bd19989a00b862_FORMATO.png",82647,9,264,"mei","Provável",0,3.81,0,0.5,"Corinthians",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
