"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FS","PE","RB","FF","A","CA","FD","G","DD","GS","DP","SG","I","PP","FT","CV","GC"
"394","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2018/07/20/c87125fb04d89c8e72a797a7b0ceeddb_FORMATO.png",86972,16,285,"zag","Provável",1.6,4.76,-0.44,3.56,"Internacional",10,3,21,12,NA,NA,3,2,1,NA,NA,NA,4,1,NA,NA,NA,NA
"395","Thaciano Mickael da Silva","thaciano","Thaciano","https://s.glbimg.com/es/sde/f/2018/05/21/8805a9e1e4f2ee609adb3d2576d5ff0a_FORMATO.png",87470,16,284,"mei","Provável",14.4,6.25,2.61,2.44,"Grêmio",14,9,15,17,3,1,4,4,1,NA,NA,NA,NA,3,NA,NA,NA,NA
"396","José Carlos Cracco Neto","zeca","Zeca","https://s.glbimg.com/es/sde/f/2018/04/24/ef12015cf94f9b6c7ab39c4b092ba4a4_FORMATO.png",87192,16,285,"lat","Provável",3.5,7.44,-0.47,4.12,"Internacional",9,4,22,27,NA,NA,3,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"397","Pedro Henrique Ribeiro Gonçalves","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2019/06/29/43b11555e62d7cd38934e44d0fccb5c9_FORMATO.png",87225,16,293,"zag","Nulo",0,9.78,0,5.56,"Athlético-PR",2,9,10,10,2,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
"398","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2019/03/22/0dc3b607fbf0f1db6f328cdcfd7169d0_FORMATO.png",87393,16,263,"zag","Provável",7.2,9.35,1.37,3.34,"Botafogo",7,11,22,20,NA,NA,3,1,NA,NA,NA,NA,6,1,NA,NA,NA,NA
"399","Yuri Antonio Costa da Silva","yuri","Yuri","https://s.glbimg.com/es/sde/f/2019/04/22/afe400fc89b6142fd695e234cd15be57_FORMATO.png",88125,16,263,"mei","Nulo",0,1.98,0,-0.28,"Botafogo",3,3,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","Caíque Silva Sá","caique-sa","Caíque Sá","https://s.glbimg.com/es/sde/f/2019/03/26/6150eb32c87f7d53142963b02f21a967_FORMATO.png",87437,16,315,"lat","Nulo",0,3.03,0,-0.25,"Chapecoense",4,1,5,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","Santiago Tréllez Vivero","trellez","Tréllez","https://s.glbimg.com/es/sde/f/2019/08/16/26ad03bb240f5418adc75a10567c1e3b_FORMATO.png",87679,16,285,"ata","Nulo",0,4.35,0,1.58,"Internacional",5,4,2,1,6,NA,NA,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
"402","Vitor Frezarin Bueno","vitor-bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2019/04/04/095c0e9c914b5540c22f639788f6324f_FORMATO.png",87552,16,276,"mei","Provável",-0.3,5.09,-0.23,2.25,"São Paulo",4,8,10,7,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2019/04/26/85b7c7626785a66de96ac6b9008f4299_FORMATO.png",87863,16,262,"mei","Provável",12.8,17.72,0.54,12.19,"Flamengo",9,21,33,13,5,6,1,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","Yago Felipe da Costa Rocha","yago-felipe","Yago Felipe","https://s.glbimg.com/es/sde/f/2019/04/25/b0af7a3c86be9b197bc4fe18084d69ca_FORMATO.png",87747,16,290,"mei","Provável",0.4,3.81,-0.38,2.21,"Goiás",14,10,15,17,2,1,4,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"405","Júnior Nazareno Sornoza Moreira","sornoza","Sornoza","https://s.glbimg.com/es/sde/f/2019/05/23/f57131336fd4986cab54d1401667dbf8_FORMATO.png",87877,16,264,"mei","Nulo",2,5.07,0.34,2.5,"Corinthians",12,12,13,12,8,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","Jorge Marco de Oliveira Moraes","jorge","Jorge","https://s.glbimg.com/es/sde/f/2019/04/30/d5b0b482b84d690a1f796957d38dd952_FORMATO.png",88065,16,277,"lat","Suspenso",11.6,16.29,1.66,7.18,"Santos",17,24,26,23,7,4,3,7,1,NA,NA,NA,7,1,NA,NA,NA,NA
"407","Gustavo Henrique Furtado Scarpa","gustavo-scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2019/01/14/ecfff46ca7c7e833694357f560f6c1c6_FORMATO.jpeg",87999,16,275,"mei","Provável",0,3.78,0,1.73,"Palmeiras",5,4,18,3,4,NA,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","Paulo Ricardo Ferreira","paulo-ricardo","Paulo Ricardo","https://s.glbimg.com/es/sde/f/2019/07/11/9fbdccae5a9a789cc905f7ed4051e2c3_FORMATO.png",88224,16,290,"zag","Nulo",0,2.22,0,-0.3,"Goiás",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2019/03/22/4d0e23087bc533d8757c980cbd598eee_FORMATO.png",88368,16,356,"mei","Provável",2.4,4.3,0.01,1.91,"Fortaleza",14,19,15,19,3,NA,3,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"410","Daniel Guedes da Silva","daniel-guedes","Daniel Guedes ","https://s.glbimg.com/es/sde/f/2019/03/27/36a8f752725a4c7a0f94522417d6cc98_FORMATO.png",88225,16,290,"lat","Nulo",0,4.89,0,2.32,"Goiás",17,6,31,17,2,NA,1,1,NA,NA,NA,NA,3,2,NA,NA,NA,NA
"411","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2018/05/07/211b2cfc9413080da0e36bac586628df_FORMATO.png",89226,16,282,"zag","Nulo",0,5.09,0,5.75,"Atlético-MG",2,2,7,2,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"412","João Paulo Queiroz Moraes","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/05/28/671c3b3efc5261759fafb29e693464ce_FORMATO.jpeg",91972,16,354,"ata","Contundido",0,3,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","José Welison da Silva","jose-welison","José Welison","https://s.glbimg.com/es/sde/f/2018/07/11/1d923ab86aabd29245dae5fd1338d9bd_FORMATO.png",86859,16,282,"mei","Nulo",2.2,4.52,-0.08,2.24,"Atlético-MG",8,4,11,14,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","Vinicius Rodolfo de Souza Oliveira","vinicius-tanque","Vinícius Tanque","https://s.glbimg.com/es/sde/f/2017/04/18/d77f484c8720a893fbf5031c19fd6349_FORMATO.png",88651,16,263,"ata","Nulo",0,2,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","Leandro Carvalho da Silva","leandro-carvalho","Leandro Carvalho","https://s.glbimg.com/es/sde/f/2019/05/30/7d4922940f5a9f9151b4ed1421f520e9_FORMATO.png",88669,16,354,"ata","Dúvida",4.5,10.91,0.37,3.41,"Ceará",12,20,19,13,11,1,2,4,2,NA,NA,NA,NA,1,NA,NA,NA,NA
"416","Bruno Sávio da Silva","bruno-savio","Bruno Sávio","https://s.glbimg.com/es/sde/f/2019/07/18/3c124f6b21b643f148772b78affd6772_FORMATO.png",89101,16,314,"ata","Nulo",0,2.22,0,1.63,"Avaí",2,1,6,4,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Jean Carlos de Souza Irmer","jean","Jean","https://s.glbimg.com/es/sde/f/2019/03/22/8384f77b74efecba7c81cb62ba4392f6_FORMATO.png",89150,16,263,"mei","Nulo",0,3.57,0,0.93,"Botafogo",NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","Bruno de Jesus Pacheco","bruno-pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2018/05/24/bcba131b890d61329d3dd3d53d25182e_FORMATO.png",90061,16,315,"lat","Provável",9.6,14.06,1.14,3.69,"Chapecoense",28,30,42,30,1,2,2,NA,NA,NA,NA,NA,4,NA,NA,NA,1,NA
"419","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,16,263,"gol","Nulo",0,3,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2019/05/28/31576151f911825460540e32249a6735_FORMATO.png",89493,16,282,"zag","Provável",1.5,9.36,-0.49,3.07,"Atlético-MG",16,10,20,22,4,NA,NA,1,NA,NA,NA,NA,3,1,NA,NA,NA,NA
"421","Gerson Santos da Silva","gerson","Gerson","https://s.glbimg.com/es/sde/f/2019/07/12/fb77632343b3c3c741779b90b58cb74b_FORMATO.png",89256,16,262,"mei","Dúvida",-1.9,7.73,-1.45,4.37,"Flamengo",13,26,17,8,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA
"422","Gustavo Henrique Ferrareis","gustavo-ferrareis","Gustavo Ferrareis","https://s.glbimg.com/es/sde/f/2019/07/02/fda6a393b916b8422ff410f559b39735_FORMATO.png",89815,16,314,"mei","Contundido",0,3.32,0,1.47,"Avaí",6,8,14,3,9,NA,2,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"423","Wanderson de Jesus Martins","caju","Caju","https://s.glbimg.com/es/sde/f/2018/05/23/d542d3f59d1525cd33fbcc9032b3f111_FORMATO.png",89342,16,277,"lat","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","Douglas Moreira Fagundes","dodi","Dodi","https://s.glbimg.com/es/sde/f/2018/04/20/9dae8b824d6d7c1a316a903af9b3740e_FORMATO.png",89883,16,266,"mei","Nulo",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Marlon Adriano Prezotti","marlon","Marlon","https://s.glbimg.com/es/sde/f/2019/03/22/165ca899b89d297dde03eeab3ad9dee7_FORMATO.png",88427,16,356,"mei","Nulo",0,3.77,0,1.05,"Fortaleza",4,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2018/05/18/9c8442508cec9bf9dc9f0af8f306e11b_FORMATO.png",90309,16,283,"ata","Provável",3.7,5.17,0.29,1.36,"Cruzeiro",18,12,21,7,8,1,NA,7,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
"427","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2019/02/27/931ddb4d808eb623c3d496fb36bea54e_FORMATO.png",90444,16,265,"lat","Provável",0,11.85,0,4.95,"Bahia",26,6,22,31,7,1,3,4,NA,NA,NA,NA,5,NA,NA,NA,1,NA
"428","Yago da Silva Rocha","yago-rocha","Yago Rocha","",90118,16,290,"lat","Provável",2.7,1.31,0.53,0.8,"Goiás",2,2,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Fernando José Marques Maciel","fernandinho","Fernandinho","https://s.glbimg.com/es/sde/f/2019/03/29/062ea204ed60f2b4c3bdbcb2c506b6c1_FORMATO.png",91130,16,265,"ata","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Pedro Rocha Neves","pedro-rocha","Pedro Rocha","https://s.glbimg.com/es/sde/f/2019/08/10/ee42a8e4d56c93201de03d1c37091827_FORMATO.png",90302,16,283,"ata","Provável",0,10.84,0,3.48,"Cruzeiro",9,16,38,9,4,2,1,5,2,NA,NA,NA,NA,1,NA,NA,NA,NA
"431","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2019/04/26/195ab3662b5fad11e635fd74d6a2f401_FORMATO.png",90285,16,262,"ata","Provável",0.6,19.11,-2.24,6.44,"Flamengo",21,30,19,3,19,1,2,14,7,NA,NA,NA,NA,3,NA,2,NA,NA
"432","Crysan da Cruz Queiroz Barcelos","crysan","Crysan","https://s.glbimg.com/es/sde/f/2018/07/16/c97cfd12cf2775988f29481bc61824a1_FORMATO.png",90406,16,293,"ata","Nulo",0,3,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Yuri Oliveira Lima","yuri-lima","Yuri Lima","https://s.glbimg.com/es/sde/f/2019/08/06/16f2189da0bf99090e0ae2773d4076eb_FORMATO.png",90569,16,266,"mei","Suspenso",0,1.56,0,0.21,"Fluminense",14,4,12,9,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2019/02/04/d5a1e093c0e8dfd5ead943946e093661_FORMATO.png",90768,16,283,"zag","Provável",2.5,4.63,-0.25,3.25,"Cruzeiro",NA,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"435","Lucas da Silva Izidoro","lucas-mineiro","Lucas Mineiro","https://s.glbimg.com/es/sde/f/2019/02/04/8c21d6c085c35c5d92e3380a55b2f833_FORMATO.jpeg",90634,16,267,"mei","Nulo",0,5.12,0,1.36,"Vasco",17,11,22,15,8,NA,4,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"436","Iago Antônio Silva Santos","iago","Iago","https://s.glbimg.com/es/sde/f/2019/02/27/dcc88b58ec19a30c867de346a51af9ba_FORMATO.png",90894,16,265,"ata","Contundido",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","Elias Martello Curzel","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/18/914d44f55072f4eb554217f96488b7ae_FORMATO.png",90843,16,315,"gol","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","Everaldo Silva do Nascimento","everaldo","Everaldo ","https://s.glbimg.com/es/sde/f/2019/05/23/6fff5abfbfbd6b07376f8891759f2538_FORMATO.png",91151,16,264,"ata","Nulo",1.6,3.91,-1.79,2.62,"Corinthians",15,15,7,8,8,1,2,2,1,NA,NA,NA,NA,3,NA,NA,NA,NA
"439","Carlos Eduardo Ferreira de Souza","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2019/01/14/065996f5e53a936d45d1b737405dfb27_FORMATO.jpeg",90917,16,275,"ata","Nulo",0,3.67,0,-0.25,"Palmeiras",2,2,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"440","Jean Paulo Fernandes Filho","jean","Jean","https://s.glbimg.com/es/sde/f/2019/04/01/0ed07c98bf47b8fa29fdb379eabb0c31_FORMATO.png",90933,16,276,"gol","Nulo",0,3.32,0,-2,"São Paulo",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Willian Klaus","klaus","Klaus","https://s.glbimg.com/es/sde/f/2018/04/09/213245ee05c1b0ca97f32c728f20bd6b_FORMATO.png",90846,16,285,"zag","Provável",-3.2,2.64,-1.33,1.02,"Internacional",8,1,12,2,NA,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"442","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2018/05/17/555bb7e98091372b0b633a3623d5b40d_FORMATO.png",90715,16,263,"mei","Provável",1.1,4.31,-0.09,1.75,"Botafogo",9,16,19,7,5,NA,NA,4,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"443","Flávio Medeiros da Silva","flavio","Flávio","https://s.glbimg.com/es/sde/f/2019/03/29/b6aab56d50cf29e0e2a267d04614f4a1_FORMATO.png",91102,16,265,"mei","Provável",3.3,3.06,0.24,1.52,"Bahia",10,7,15,13,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"444","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2018/05/07/6ac39bf60c88040543dee78fc133c427_FORMATO.png",91191,16,282,"mei","Contundido",0,9,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Leonardo de Souza Sena","leo-sena","Léo Sena","https://s.glbimg.com/es/sde/f/2019/03/26/dbb9320b8d6aae993c9a2f2f65c761ee_FORMATO.png",90572,16,290,"mei","Suspenso",-3.6,6.68,-2,4.44,"Goiás",8,42,31,34,3,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"446","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,16,284,"ata","Provável",3.2,5.31,0.54,3.07,"Grêmio",6,7,18,7,10,NA,1,4,3,NA,NA,NA,NA,7,NA,NA,NA,NA
"447","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2018/05/26/5818d20df4c7c3248d9dc04c6864aa03_FORMATO.png",91260,16,276,"gol","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Antônio Josenildo Rodrigues de Oliveira","rodriguez","Rodriguez","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,16,284,"zag","Nulo",0,5.01,0,6.94,"Grêmio",1,1,7,11,1,1,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA
"449","Leandro Barcia Montero","leandro-barcia","Leandro Barcia","https://s.glbimg.com/es/sde/f/2019/03/26/eb34e430eaaff21dcd5c4c680505c910_FORMATO.png",91242,16,290,"ata","Nulo",-0.5,8.73,-0.28,4.15,"Goiás",24,20,22,18,12,1,4,6,3,NA,NA,NA,NA,2,NA,1,NA,NA
"450","Matheus Alves da Silva Cardoso","matheus-alves","Matheus Alves","https://s.glbimg.com/es/sde/f/2019/03/26/de03c48f1b1b556b4876bcb937977dfa_FORMATO.png",91712,16,290,"gol","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","David de Duarte Macedo","david-duarte","David Duarte","https://s.glbimg.com/es/sde/f/2019/03/26/cfafe9f57bd3c0e32edd4416b3449331_FORMATO.png",91772,16,290,"zag","Contundido",0,8.03,0,2.92,"Goiás",2,3,10,7,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"452","Luiz Antonio Ferreira Rodrigues","felipe","Felipe","https://s.glbimg.com/es/sde/f/2019/03/22/4ef6aa2bd0c3f910bdb023b63225bec1_FORMATO.png",91733,16,356,"mei","Provável",-0.7,6.06,-1.11,3.07,"Fortaleza",21,13,43,39,1,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Matheus Fernandes Siqueira","matheus-fernandes","Matheus Fernandes","https://s.glbimg.com/es/sde/f/2019/01/14/6c44cb9987aece7b067a5e308a05a551_FORMATO.jpeg",94067,16,275,"mei","Nulo",0,4.27,0,2.05,"Palmeiras",1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2019/04/01/8b22d106ccba1278e3e4a6b89e76eab0_FORMATO.png",91573,16,276,"zag","Provável",2.2,6.15,0.55,1.05,"São Paulo",12,6,14,7,2,NA,3,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
"455","Giovanny Bariani Marques","giovanny","Giovanny ","https://s.glbimg.com/es/sde/f/2019/03/26/0622726518f8a75c36ac5bb8486510c4_FORMATO.png",92085,16,290,"ata","Nulo",0,1.24,0,-1.6,"Goiás",2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Ronielson da Silva Barbosa","rony","Rony","https://s.glbimg.com/es/sde/f/2019/03/30/e3a2125216bf497937a96f974e95aacd_FORMATO.png",91607,16,293,"ata","Provável",10.2,14.12,1.61,5.89,"Athlético-PR",27,25,19,9,13,2,3,8,4,NA,NA,NA,NA,2,NA,1,NA,NA
"457","Kevin Peterson dos Santos Silva","kevin","Kevin ","https://s.glbimg.com/es/sde/f/2019/03/26/c942f5741d6801ac46caaa38525ff433_FORMATO.png",91888,16,290,"lat","Nulo",0,6.04,0,1.97,"Goiás",1,2,13,5,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"458","Marcílio Florêncio Mota Filho","nino","Nino","https://s.glbimg.com/es/sde/f/2019/03/31/828e2021812c049027270d8bec818205_FORMATO.png",91708,16,266,"zag","Provável",0,3.36,0,2.13,"Fluminense",17,9,15,19,3,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Arthur Mendonça Cabral","arthur-cabral","Arthur Cabral","https://s.glbimg.com/es/sde/f/2019/01/14/59058b439e69f8a17e72d1a75aa3314a_FORMATO.jpeg",92171,16,275,"ata","Nulo",0,5.94,0,-0.6,"Palmeiras",4,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"460","Caíque França Godoy","caique-franca","Caíque França","https://s.glbimg.com/es/sde/f/2019/05/23/2fe6e1e07de6a69ffa395b217210bff4_FORMATO.png",91808,16,264,"gol","Nulo",0,3,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Andre Luis da Costa Alfredo","andre-luis","André Luís","https://s.glbimg.com/es/sde/f/2019/06/14/e5185b4b8ca27b490315869d17077e90_FORMATO.png",92146,16,356,"ata","Nulo",-0.3,4.26,-0.2,2.74,"Fortaleza",4,21,11,1,2,NA,2,4,2,NA,NA,NA,NA,1,NA,NA,NA,NA
"462","Ramón Martínez López","ramon-martinez","Ramón Martínez","https://s.glbimg.com/es/sde/f/2019/06/14/f452299e051661e5307fd72b085fcdcc_FORMATO.png",92155,16,282,"mei","Nulo",0,3.89,0,1.2,"Atlético-MG",3,2,5,7,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"463","Fernando Medeiros da Silva","fernando-medeiros","Fernando Medeiros","https://s.glbimg.com/es/sde/f/2019/02/27/d7d62e276bd5101031417c8ab4f7e691_FORMATO.png",92841,16,265,"mei","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Odair Hellmann","odair-hellmann","Odair Hellmann","https://s.glbimg.com/es/sde/f/2019/05/16/f54cba4fa38d6b6985012bc37f16a698_FORMATO.png",92273,16,285,"tec","Provável",1.82,10.47,-0.66,4.16,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Raul Lô Gonçalves","raul","Raul","https://s.glbimg.com/es/sde/f/2018/09/27/cff54b0c5b12cb5f18cd3ca9292e3511_FORMATO.png",92496,16,267,"mei","Provável",9.6,8.65,1.11,4.52,"Vasco",21,28,20,34,5,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Deyverson Brum Silva Acosta","deyverson","Deyverson","https://s.glbimg.com/es/sde/f/2019/01/14/3437ba3702c7494eee6e3469ceacfe97_FORMATO.jpeg",92708,16,275,"ata","Nulo",0,10.68,0,4.33,"Palmeiras",10,20,17,6,10,2,1,6,1,NA,NA,NA,NA,11,NA,NA,NA,NA
"467","José Carlos Ferreira Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2019/07/08/6bee46606625768114c3a7c4f48ecde5_FORMATO.png",92182,16,265,"zag","Provável",4.4,5.83,0.32,5.15,"Bahia",2,4,14,7,3,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"468","Mateus da Silva Vital Assumpção","mateus-vital","Mateus Vital","https://s.glbimg.com/es/sde/f/2019/05/23/3173cd42fd63f03aecc0aa9d2b3fb706_FORMATO.png",93108,16,264,"mei","Provável",0,7.44,0,3.95,"Corinthians",2,23,9,9,6,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Renato Kayzer de Souza","renato-kayzer","Renato Kayzer","https://s.glbimg.com/es/sde/f/2019/07/23/32064f0a35c4c96bb12531c867d36125_FORMATO.png",92696,16,315,"ata","Nulo",2.7,2.28,0.45,1.05,"Chapecoense",9,5,3,1,2,NA,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA
"470","Thiago Nascimento dos Santos","thiago-santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2019/05/08/d6ea24feb54f6ea2b6f7eb5c8ed0c4da_FORMATO.png",93151,16,315,"ata","Contundido",0,3,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Ronaldo da Silva Souza","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2019/07/19/83ab7827bcb96302e51df4217de3e45a_FORMATO.png",92981,16,265,"mei","Dúvida",2.8,4.62,-1.11,3.7,"Bahia",12,2,13,19,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Michael Matias Fracaro","michael","Michael","https://s.glbimg.com/es/sde/f/2018/05/07/b00362ea5028e43dae1152d78fbf5ccc_FORMATO.png",93659,16,282,"gol","Contundido",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Lucas Veríssimo da Silva","lucas-verissimo","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2019/05/09/77ef73e05fe5f4a5bcbf11b7577516d4_FORMATO.png",93368,16,277,"zag","Provável",5.6,10.1,0.14,4.86,"Santos",28,11,35,33,5,NA,3,1,1,NA,NA,NA,6,1,NA,2,1,NA
"474","Mauro Joel Carli","joel-carli","Joel Carli","https://s.glbimg.com/es/sde/f/2019/03/22/5b148a93fa4bc73fb9ad91009dde28c2_FORMATO.png",93414,16,263,"zag","Provável",4.8,7.46,0.45,2.31,"Botafogo",13,10,36,13,2,NA,4,1,NA,NA,NA,NA,5,NA,NA,1,NA,NA
