"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FD","FS","PE","RB","A","CA","FC","FF","FT","GC","I","DD","GS","G","CV","SG","DP","PP"
"372","Felipe Matheus Filgueira de Araújo","felipinho","Felipinho","https://s.glbimg.com/es/sde/f/2019/03/29/b815b1cd06738228903c58b06df8651f_FORMATO.png",94981,2,265,"mei","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","Artur Victor Guimarães","artur","Artur","https://s.glbimg.com/es/sde/f/2019/02/27/2eea5f20d7ca9c06beaf3b3e9c4f133c_FORMATO.png",95799,2,265,"ata","Provável",1.1,8.74,0.48,4.5,"Bahia",1,2,9,2,NA,NA,2,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"374","João Vitor de Oliveira","joao-vitor","João Vitor","https://s.glbimg.com/es/sde/f/2019/03/26/bbbed8c4d42ead7dff816c8262ba62cf_FORMATO.png",104329,2,314,"gol","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","Douglas do Espírito Santo Torres","douglas-borel","Douglas Borel","https://s.glbimg.com/es/sde/f/2019/03/29/191f49008e0f92039b6e04b7283da22b_FORMATO.png",104634,2,265,"lat","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","Eric dos Santos Rodrigues","ramires","Ramires","https://s.glbimg.com/es/sde/f/2019/03/29/c45004f6a309f5dfe660c3becb1ad077_FORMATO.png",103295,2,265,"mei","Provável",0.8,13.54,-0.82,5.25,"Bahia",1,1,1,2,1,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"377","Jaques Bonfim Nazaré Neto","jaques","Jaques","https://s.glbimg.com/es/sde/f/2019/03/29/0aa6fcfbdf775616d09fa583d45fecee_FORMATO.png",104128,2,265,"zag","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","Fernando Augusto de Castro Ribeiro","fernando-castro","Fernando Castro","https://s.glbimg.com/es/sde/f/2019/03/29/5d48e68e633e025554f7fb03e89b57cf_FORMATO.png",102609,2,265,"gol","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","Rodrigo Alves da Cruz","rodrigo-alves","Rodrigo Alves","https://s.glbimg.com/es/sde/f/2019/03/29/2fd96b3f1bb2dbf182a6dc5e85183537_FORMATO.png",98184,2,265,"ata","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","Aderbar Melo dos Santos Neto","santos","Santos","https://s.glbimg.com/es/sde/f/2019/03/30/e7ce05ddde9ec166606e95d579a152ba_FORMATO.png",69012,2,293,"gol","Provável",-1,4.29,-1.88,-0.05,"Athlético-PR",NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA
"381","Ignácio da Silva Oliveira","ignacio","Ignácio","https://s.glbimg.com/es/sde/f/2019/03/29/4aba5de37f22854b10a7562dc8d5cd4d_FORMATO.png",103523,2,265,"zag","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","Matheus de Barros da Silva","matheus-silva","Matheus Silva","https://s.glbimg.com/es/sde/f/2019/03/29/d3524f5f0d162ddeaf053afbf4fcff29_FORMATO.png",101035,2,265,"lat","Nulo",0,3,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","Alexandre Rodrigues Soares","xandao","Xandão","https://s.glbimg.com/es/sde/f/2019/03/29/af5d7ba38c3fbcc68c13b5fd2a8dd313_FORMATO.png",101626,2,265,"zag","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","Cícero Santos","cicero","Cícero","https://s.glbimg.com/es/sde/f/2019/03/22/127a99bc778de63bbb214dc7e6215725_FORMATO.png",37688,2,263,"mei","Provável",19.4,14.2,6.85,10.5,"Botafogo",1,9,5,2,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"385","João Paulo Mior","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/03/22/3b2ab0a4c2f206adcc40b24bfc972cbb_FORMATO.png",72168,2,263,"mei","Provável",12.5,10.08,3.97,6.65,"Botafogo",2,4,7,4,NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"386","Welker Marçal de Almeida","kieza","Kieza","https://s.glbimg.com/es/sde/f/2019/04/22/a6f002f3b99c385acbafd311e4b3da81_FORMATO.png",68930,2,356,"ata","Nulo",2.2,4.6,-0.12,1.5,"Fortaleza",1,3,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","Willean Bernardo Willemen","lepu","Lepu","https://s.glbimg.com/es/sde/f/2019/03/29/6db0e64df45a59f76114bfbac69d8b0f_FORMATO.png",97522,2,265,"mei","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","Caíque de Jesus da Silva","caique","Caíque","https://s.glbimg.com/es/sde/f/2019/03/29/3a73b6353572e78678dbadc5d6e657c2_FORMATO.png",104591,2,265,"ata","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","Diego Cavalieri","diego-cavalieri","Diego Cavalieri","https://s.glbimg.com/es/sde/f/2019/03/22/660661f23332e4ee9ccda585ec5cec21_FORMATO.png",38431,2,263,"gol","Nulo",0,6,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","Erik Nascimento Lima","erik","Erik","https://s.glbimg.com/es/sde/f/2019/03/22/34b98d60cb3c91184594baa0f454b479_FORMATO.png",84848,2,263,"ata","Provável",14.6,12.1,4.26,7.45,"Botafogo",NA,7,7,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"391","Gilson Gomes do Nascimento","gilson","Gilson","https://s.glbimg.com/es/sde/f/2019/03/22/0f83ef7ddff9bb0d276ef1c978e96cee_FORMATO.png",52674,2,263,"lat","Provável",-3.7,3.46,-3.54,-3.7,"Botafogo",NA,1,4,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","Alan Santos da Silva","alan-santos","Alan Santos","https://s.glbimg.com/es/sde/f/2019/03/22/1276ddf39afc2fbbc816f01fd6d4afb2_FORMATO.png",70132,2,263,"mei","Nulo",0,4,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","Rodrigo Pimpão Viana","rodrigo-pimpao","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2019/03/22/fb5c74a8057f05313adc6f9c2a6a4783_FORMATO.png",68901,2,263,"ata","Provável",2,2.11,-0.25,0.2,"Botafogo",2,NA,6,NA,1,2,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"394","Gustavo Henrique Ferrareis","gustavo-ferrareis","Gustavo Ferrareis","https://s.glbimg.com/es/sde/f/2019/03/22/26428f685d0f6779046837ace9c75bc4_FORMATO.png",89815,2,263,"mei","Nulo",0,3.61,0,0.2,"Botafogo",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","Alex Paulo Menezes Santana","alex-santana","Alex Santana","https://s.glbimg.com/es/sde/f/2019/03/22/18c2a6ba294467649a2ebdaf8c14b53a_FORMATO.png",85465,2,263,"mei","Nulo",-0.3,7.1,-2.9,-0.3,"Botafogo",NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","Marcelo da Conceição Benevenuto Malaquias","marcelo-benevenuto","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2019/03/22/0e2a859e1579e9ad52cd2edbc1297e88_FORMATO.png",95638,2,263,"zag","Nulo",0,6,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","Márcio Almeida de Oliveira","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2019/03/22/73ff5646586a9145ea6768297b10ac7d_FORMATO.png",93797,2,263,"lat","Dúvida",-1.6,4.85,-1.53,0.8,"Botafogo",NA,NA,4,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","Leonardo Felipe Valencia Rossel","leonardo-valencia","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2019/03/22/92598d9c96fb60c7bb5e624f97b32f21_FORMATO.png",91508,2,263,"mei","Nulo",0.8,5.76,-1.52,0.65,"Botafogo",NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","Jean Carlos de Souza Irmer","jean","Jean","https://s.glbimg.com/es/sde/f/2019/03/22/8384f77b74efecba7c81cb62ba4392f6_FORMATO.png",89150,2,263,"mei","Nulo",0,5,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2018/05/17/555bb7e98091372b0b633a3623d5b40d_FORMATO.png",90715,2,263,"mei","Nulo",-0.3,4.17,-1.38,0.35,"Botafogo",NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","Mauro Joel Carli","joel-carli","Joel Carli","https://s.glbimg.com/es/sde/f/2019/03/22/5b148a93fa4bc73fb9ad91009dde28c2_FORMATO.png",93414,2,263,"zag","Provável",3.3,7.06,-0.16,2.35,"Botafogo",NA,NA,6,6,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2019/03/22/0dc3b607fbf0f1db6f328cdcfd7169d0_FORMATO.png",87393,2,263,"zag","Provável",2.1,5.14,-0.34,1.5,"Botafogo",NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","Diego Terra Loureiro","diego","Diego","https://s.glbimg.com/es/sde/f/2019/03/22/0f3250424ddb09fc96bd674ce29f8082_FORMATO.png",99430,2,263,"gol","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","Gustavo Costa da Silva Machado","gustavo-bochecha","Gustavo Bochecha","https://s.glbimg.com/es/sde/f/2019/03/22/c6c604c007ddce9a6af2b1b8a98f99ff_FORMATO.png",95798,2,263,"mei","Provável",-0.2,7.94,-0.11,3.7,"Botafogo",NA,4,7,6,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","Fernando Peixoto Costanza","fernando","Fernando","https://s.glbimg.com/es/sde/f/2019/03/28/0e1597e7f7c233c1663c9739a327843b_FORMATO.png",99550,2,263,"lat","Dúvida",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","Wenderson da Silva Costa Ferreira","wenderson","Wenderson","https://s.glbimg.com/es/sde/f/2019/03/22/bf58078f6d1432c858880bcb9a3adcdc_FORMATO.png",99474,2,263,"mei","Nulo",0,3.4,0,2.9,"Botafogo",NA,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","Rhuan da Silveira Castro","rhuan","Rhuan","https://s.glbimg.com/es/sde/f/2019/03/28/4d88ed09bc75e94e5f255e63ec33d09c_FORMATO.png",102958,2,263,"ata","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","Helerson Mateus do Nascimento","helerson","Helerson","https://s.glbimg.com/es/sde/f/2019/03/22/4f209e6f74df9776da75f4a35ed2b28f_FORMATO.png",101073,2,263,"zag","Nulo",0,2,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","Igor Cássio Vieira dos Santos","igor-cassio","Igor Cássio","https://s.glbimg.com/es/sde/f/2019/03/22/7c87ddae633eb2c51a6c053054e56a1a_FORMATO.png",99661,2,263,"ata","Nulo",0,2,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","Alessandro Scheppa","alessandro","Alessandro","https://s.glbimg.com/es/sde/f/2019/03/22/ca58dd5dc7b75891e8aea6c26aea3064_FORMATO.png",104081,2,263,"mei","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","Andrew da Silva Ventura","andrew","Andrew","https://s.glbimg.com/es/sde/f/2019/03/28/6bb49f946fbf4eb4e9fa370948141d04_FORMATO.png",103183,2,263,"gol","Nulo",0,2,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","Rickson Barbosa Sá da Conceição","rickson","Rickson","https://s.glbimg.com/es/sde/f/2019/03/22/efd7fd2b10b650cb8eaf54baac765f67_FORMATO.png",100002,2,263,"mei","Nulo",0,2,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Jonathan Silva Vieira","jonathan","Jonathan","https://s.glbimg.com/es/sde/f/2019/03/22/3acc8b0f9bdee13970e84fee1d24648f_FORMATO.png",102597,2,263,"lat","Nulo",0,1.04,0,-2.5,"Botafogo",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","André Luiz Ribeiro da Silva","andre","André",NA,104080,2,263,"gol","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","Lucas Barros da Cunha","lucas-barros","Lucas Barros","https://s.glbimg.com/es/sde/f/2019/03/28/be4f63d854fc719f9e9072cf24e0d7f3_FORMATO.png",104650,2,263,"lat","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","Glauber Siqueira dos Santos Lima","glauber","Glauber","https://s.glbimg.com/es/sde/f/2019/03/28/3c290bfe8a6a5e1be791a5e6d2f2a13c_FORMATO.png",104610,2,263,"zag","Nulo",0,2,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Fernando Henrique dos Anjos","fernando-henrique","Fernando Henrique","https://s.glbimg.com/es/sde/f/2019/03/28/7ea4631a70a1da7be84a3480e80a9441_FORMATO.png",37717,2,354,"gol","Nulo",0,4,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","Edimo Ferreira Campos","edinho","Edinho","https://s.glbimg.com/es/sde/f/2019/03/28/a73e2e4e04ac38d68b05eb5ffc8d4e8e_FORMATO.png",37792,2,354,"mei","Nulo",0,4,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","Felipe de Oliveira Silva","felipe-baxola","Felipe Baxola","https://s.glbimg.com/es/sde/f/2019/03/28/24e6b367451f8861ad0b1a99cfd02895_FORMATO.png",71113,2,354,"mei","Contundido",0,6,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","Lucas Silva Alves","lucas-alves","Lucas Alves","https://s.glbimg.com/es/sde/f/2019/03/28/1ae8c43705f6dfd96f9cdfe68b4b8485_FORMATO.png",104651,2,263,"gol","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Wescley Gomes dos Santos","wescley","Wescley","https://s.glbimg.com/es/sde/f/2019/03/28/0323fda54c2149f1f78b04bb3c9dcb1f_FORMATO.png",70925,2,354,"mei","Contundido",0,5,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Ricardo Bueno da Silva","ricardo-bueno","Ricardo Bueno","https://s.glbimg.com/es/sde/f/2019/03/28/3d70fd82e49aca88abe94015a45abb9d_FORMATO.png",69141,2,354,"ata","Provável",-4.9,17.84,-0.68,8.9,"Ceará",2,1,3,1,1,NA,5,1,NA,NA,2,NA,NA,2,NA,NA,NA,1
"423","Thiago Carleto Alves","thiago-carleto","Thiago Carleto","https://s.glbimg.com/es/sde/f/2019/03/28/e6019b20be4192e66ea436db383a8d95_FORMATO.png",51700,2,354,"lat","Provável",-0.1,8.25,-1.05,2.65,"Ceará",NA,1,5,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"424","Tiago dos Santos Alves","tiago-alves","Tiago Alves","https://s.glbimg.com/es/sde/f/2019/03/28/d9cac4a21775ee745faf095781d51f77_FORMATO.png",51495,2,354,"zag","Provável",1.7,6.86,0.48,3.45,"Ceará",NA,1,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"425","Roger Rodrigues da Silva","roger","Roger","https://s.glbimg.com/es/sde/f/2019/03/28/30d5d16f9a6077ef8a3af4fd6df24dcc_FORMATO.png",38287,2,354,"ata","Nulo",3,5.64,-0.36,3,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","Pedro Ken Morimoto Moreira","pedro-ken","Pedro Ken","https://s.glbimg.com/es/sde/f/2019/03/28/7a6cecf56bf5b7d343a126ff05454101_FORMATO.png",50877,2,354,"mei","Nulo",0,4,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","Diogo José Gonçalves da Silva","diogo-silva","Diogo Silva","https://s.glbimg.com/es/sde/f/2019/03/28/124aa9812703927dd6cfd2001e5b1299_FORMATO.png",71882,2,354,"gol","Provável",3.7,9.44,1.81,5.85,"Ceará",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,NA,NA
"428","Pedro Julião Azevedo Junior","juninho-quixada","Juninho Quixadá","https://s.glbimg.com/es/sde/f/2019/03/28/290762becedf23c80b831f923f4b7b33_FORMATO.png",71787,2,354,"mei","Contundido",0,5,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2019/03/30/53ad5d19d960420d8a169d449092cfdf_FORMATO.png",78077,2,293,"lat","Contundido",0,4,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Luiz Otávio Anacleto Leandro","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2019/03/28/731bd0c1760d7e08394c9726255ba348_FORMATO.png",72359,2,354,"zag","Provável",2.7,12.12,0.74,6.05,"Ceará",NA,2,3,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"431","Samuel Xavier Brito","samuel-xavier","Samuel Xavier","https://s.glbimg.com/es/sde/f/2019/03/28/a19b59f7d716d5610181d660801756b6_FORMATO.png",73384,2,354,"lat","Provável",3.7,12.82,0.96,6.4,"Ceará",NA,3,5,2,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA
"432","Auremir Evangelista dos Santos","auremir","Auremir","https://s.glbimg.com/es/sde/f/2019/03/28/6abb09758933bfcad8f3734cd8fbe484_FORMATO.png",77570,2,354,"mei","Provável",-0.3,4.43,-0.08,2.1,"Ceará",NA,2,6,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Eduardo Schroeder Brock","eduardo-brock","Eduardo Brock","https://s.glbimg.com/es/sde/f/2019/03/28/27579304db4774273de16432633427c2_FORMATO.png",78654,2,354,"zag","Nulo",0,4,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Alex Broch Amado","alex-amado","Alex Amado","https://s.glbimg.com/es/sde/f/2019/03/28/baad423e3d4f7d7ca9067444675bd599_FORMATO.png",78475,2,354,"ata","Nulo",0,2,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","Francisco Hyun Sol Kim","chico","Chico","https://s.glbimg.com/es/sde/f/2019/03/28/591cde68116bac7ca7031a2f73847987_FORMATO.png",82407,2,354,"mei","Nulo",-0.8,5.01,-0.96,1.4,"Ceará",NA,2,4,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","Fábio Gonçalves","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2019/03/28/8130912c9c6386df9e0982c031fd0299_FORMATO.png",80393,2,354,"mei","Provável",1.2,6.11,-0.06,2.55,"Ceará",NA,NA,3,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","Richard de Oliveira da Costa","richard","Richard","https://s.glbimg.com/es/sde/f/2019/03/28/27b9b114a61039b0185e25a34be02245_FORMATO.png",78851,2,354,"gol","Nulo",0,6,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","Fernando Pereira do Nascimento","fernando-sobral","Fernando Sobral","https://s.glbimg.com/es/sde/f/2019/03/28/2036fe932766e953f14ef5fc5ed37a53_FORMATO.png",84428,2,354,"mei","Nulo",3.2,4.74,0.79,2.45,"Ceará",NA,NA,4,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Cristovam Roberto Ribeiro da Silva","cristovam","Cristovam","https://s.glbimg.com/es/sde/f/2019/03/28/65f57e09b155b5b3a44d895928edeeca_FORMATO.png",82930,2,354,"lat","Nulo",0,3,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","Romário Marques Rodrigues","romario-rodrigues","Romário Rodrigues","https://s.glbimg.com/es/sde/f/2019/03/28/8a5fe5aa3179c4ff1643804412e0050b_FORMATO.png",79336,2,354,"ata","Nulo",0,2,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Ricardo Dias Acosta","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2019/03/28/893813a02cea9d96daf288036733d24e_FORMATO.png",78577,2,354,"mei","Provável",-0.3,3.12,-1.25,0,"Ceará",NA,1,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Andrevaldo de Jesus Santos","valdo","Valdo","https://s.glbimg.com/es/sde/f/2019/03/28/45578b3cbd48709822cd22573ff790b6_FORMATO.png",84509,2,354,"zag","Nulo",0,3,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","João Lucas Cardoso","joao-lucas","João Lucas","https://s.glbimg.com/es/sde/f/2019/03/28/eb379c8f9ca40adb24afd4216819a3c1_FORMATO.png",86740,2,354,"lat","Nulo",0,12.49,0,13,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"444","Charles Luis Reiter","charles","Charles","https://s.glbimg.com/es/sde/f/2019/03/28/8a9cbcec424be180e39b85d96fb5ec47_FORMATO.png",84187,2,354,"zag","Nulo",0,4,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Leandro Carvalho da Silva","leandro-carvalho","Leandro Carvalho","https://s.glbimg.com/es/sde/f/2019/03/28/fc4419cd04d9eea90b1c482c0437bbca_FORMATO.jpeg",88669,2,354,"ata","Provável",3,12.04,0.59,5.75,"Ceará",1,1,6,2,NA,NA,1,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"446","William Oliveira dos Santos","william-oliveira","William Oliveira","https://s.glbimg.com/es/sde/f/2019/03/28/a3452277d99839a5fd7add732b5aa132_FORMATO.png",94297,2,354,"mei","Nulo",0,3,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","João Paulo Queiroz Moraes","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/03/28/0ef42614e95104aee3bc3ab5b2567018_FORMATO.png",91972,2,354,"ata","Nulo",0,3,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Vitor Correia da Silva","vitor-feijao","Vitor Feijão","https://s.glbimg.com/es/sde/f/2019/03/28/64f2765bef70bf7e6c6f09bd2d8e9a30_FORMATO.png",93005,2,354,"ata","Nulo",0,3,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Matheus Matias Ferreira","matheus-matias","Matheus Matias","https://s.glbimg.com/es/sde/f/2019/05/03/28f89debf526a526fd01a4e6002ae249_FORMATO.png",100430,2,314,"ata","Nulo",0,3,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Leonardo da Silva Vieira","leo","Leo","https://s.glbimg.com/es/sde/f/2018/03/01/5f4bc547ea7572a6909432c0c03d529b_FORMATO.png",71043,2,293,"gol","Nulo",0,3,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","Matheus Rossetto","matheus-rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2019/03/30/05eb59cd87f511f9e069941d777aa540_FORMATO.png",86766,2,293,"mei","Nulo",0,4,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Paulo Roberto Valoura Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2019/04/30/199fd043d747c68f3eb9ac7a9e21216f_FORMATO.png",71937,2,356,"mei","Nulo",0,6,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
