"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FS","G","PE","RB","SG","DD","GS","FF","CV","DP","A","I","PP","FT","GC"
"402","Jean Carlos de Souza Irmer","jean","Jean","https://s.glbimg.com/es/sde/f/2019/03/22/8384f77b74efecba7c81cb62ba4392f6_FORMATO.png",89150,21,263,"mei","Nulo",0,3.57,0,0.93,"Botafogo",NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"403","Everton Sousa Soares","everton","Everton","https://s.glbimg.com/es/sde/f/2019/07/01/ac71f3ebf82fb819599967ea8bff8513_FORMATO.png",86757,21,284,"ata","Nulo",6.9,17.48,-1.57,7.33,"Grêmio",2,11,7,11,8,28,22,NA,NA,NA,11,NA,NA,4,NA,NA,1,NA
"404","Richard Cândido Coelho","richard","Richard","https://s.glbimg.com/es/sde/f/2019/06/21/d18aac5064ae47e2d3442017e04c4736_FORMATO.png",86711,21,267,"mei","Nulo",0,3.67,0,1.56,"Vasco",4,17,1,15,NA,19,21,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"405","João Lucas Cardoso","joao-lucas","João Lucas","https://s.glbimg.com/es/sde/f/2019/03/28/eb379c8f9ca40adb24afd4216819a3c1_FORMATO.png",86740,21,354,"lat","Nulo",0,9.36,0,2.15,"Ceará",1,8,3,8,1,37,19,3,NA,NA,2,NA,NA,NA,4,NA,NA,1
"406","Danilo das Neves Pinheiro","tche-tche","Tchê Tchê","https://s.glbimg.com/es/sde/f/2019/05/06/fbb4319c2256b5cbf2fb558f6e3e9503_FORMATO.png",86686,21,276,"mei","Provável",1.2,4.94,0.05,2.04,"São Paulo",4,25,8,27,1,43,23,NA,NA,NA,9,NA,NA,NA,1,NA,NA,NA
"407","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2019/05/28/31576151f911825460540e32249a6735_FORMATO.png",89493,21,282,"zag","Provável",0,9.45,0,2.65,"Atlético-MG",NA,18,1,12,NA,24,27,3,NA,NA,5,1,NA,NA,1,NA,NA,NA
"408","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,21,263,"gol","Nulo",0,3,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","Antônio Josenildo Rodrigues de Oliveira","rodriguez","Rodriguez","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,21,284,"zag","Provável",0,5.01,0,6.94,"Grêmio",NA,1,NA,1,NA,7,11,3,NA,NA,1,NA,NA,1,1,NA,NA,NA
"410","Douglas Moreira Fagundes","dodi","Dodi","https://s.glbimg.com/es/sde/f/2019/09/16/470eb61e2a5cfe5b1cbe1bb955a0d0af_FORMATO.png",89883,21,266,"mei","Nulo",0,2.6,0,1.5,"Fluminense",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","Gustavo Henrique Ferrareis","gustavo-ferrareis","Gustavo Ferrareis","https://s.glbimg.com/es/sde/f/2019/07/02/fda6a393b916b8422ff410f559b39735_FORMATO.png",89815,21,314,"mei","Provável",4.1,3.21,0.74,0.74,"Avaí",2,8,4,10,NA,20,5,NA,NA,NA,11,1,NA,NA,1,NA,NA,NA
"412","Leonardo Felipe Valencia Rossel","leonardo-valencia","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2019/03/22/92598d9c96fb60c7bb5e624f97b32f21_FORMATO.png",91508,21,263,"mei","Nulo",0,3.67,0,0.67,"Botafogo",2,3,1,2,NA,9,2,NA,NA,NA,4,NA,NA,1,1,NA,NA,NA
"413","Yago da Silva Rocha","yago-rocha","Yago Rocha","https://s.glbimg.com/es/sde/f/2019/09/24/7e48547a37afdf9a28ba9dcfa09bec0a_FORMATO.png",90118,21,290,"lat","Provável",1.6,0.84,0.07,-0.36,"Goiás",1,5,NA,3,NA,11,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"414","Ronielson da Silva Barbosa","rony","Rony","https://s.glbimg.com/es/sde/f/2019/03/30/e3a2125216bf497937a96f974e95aacd_FORMATO.png",91607,21,293,"ata","Provável",6.6,13.16,1.74,5.05,"Athlético-PR",4,33,10,27,4,27,10,NA,NA,NA,19,NA,NA,3,5,NA,1,NA
"415","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2019/04/01/8b22d106ccba1278e3e4a6b89e76eab0_FORMATO.png",91573,21,276,"zag","Provável",-0.5,5.98,-1.22,1.77,"São Paulo",4,17,2,10,NA,31,13,3,NA,NA,3,NA,NA,1,1,NA,NA,NA
"416","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2018/05/26/5818d20df4c7c3248d9dc04c6864aa03_FORMATO.png",91260,21,276,"gol","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Marcílio Florêncio Mota Filho","nino","Nino","https://s.glbimg.com/es/sde/f/2019/09/16/32a99ea5b65d641f4552626c5369e377_FORMATO.png",91708,21,266,"zag","Provável",1.2,3.59,-0.2,2.46,"Fluminense",6,20,2,9,1,17,26,2,NA,NA,3,NA,NA,1,NA,NA,NA,NA
"418","Matheus Alves da Silva Cardoso","matheus-alves","Matheus Alves","https://s.glbimg.com/es/sde/f/2019/03/26/de03c48f1b1b556b4876bcb937977dfa_FORMATO.png",91712,21,290,"gol","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","Pedro Rocha Neves","pedro-rocha","Pedro Rocha","https://s.glbimg.com/es/sde/f/2019/08/10/ee42a8e4d56c93201de03d1c37091827_FORMATO.png",90302,21,283,"ata","Nulo",2.6,10.48,0.14,3.12,"Cruzeiro",1,14,9,25,2,46,13,NA,NA,NA,7,NA,NA,2,3,NA,NA,NA
"420","Bruno de Jesus Pacheco","bruno-pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2018/05/24/bcba131b890d61329d3dd3d53d25182e_FORMATO.png",90061,21,315,"lat","Provável",0,13.49,0,3.84,"Chapecoense",2,32,NA,42,NA,49,40,4,NA,NA,2,1,NA,2,NA,NA,NA,NA
"421","Crysan da Cruz Queiroz Barcelos","crysan","Crysan","https://s.glbimg.com/es/sde/f/2018/07/16/c97cfd12cf2775988f29481bc61824a1_FORMATO.png",90406,21,293,"ata","Nulo",0,3,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Caíque França Godoy","caique-franca","Caíque França","https://s.glbimg.com/es/sde/f/2019/05/23/2fe6e1e07de6a69ffa395b217210bff4_FORMATO.png",91808,21,264,"gol","Nulo",0,3,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Luiz Antonio Ferreira Rodrigues","felipe","Felipe","https://s.glbimg.com/es/sde/f/2019/03/22/4ef6aa2bd0c3f910bdb023b63225bec1_FORMATO.png",91733,21,356,"mei","Provável",0,6.45,0,2.94,"Fortaleza",6,32,2,17,NA,57,53,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"424","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2019/04/26/195ab3662b5fad11e635fd74d6a2f401_FORMATO.png",90285,21,262,"ata","Provável",9.6,20.27,1.27,6.27,"Flamengo",5,28,16,41,8,31,10,NA,NA,NA,25,NA,NA,2,4,NA,2,NA
"425","Leonardo de Souza Sena","leo-sena","Léo Sena","https://s.glbimg.com/es/sde/f/2019/03/26/dbb9320b8d6aae993c9a2f2f65c761ee_FORMATO.png",90572,21,290,"mei","Provável",0.6,7.77,-0.06,4.75,"Goiás",4,13,1,58,NA,42,46,NA,NA,NA,5,1,NA,1,NA,NA,NA,NA
"426","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2019/02/27/931ddb4d808eb623c3d496fb36bea54e_FORMATO.png",90444,21,265,"lat","Provável",13.8,15.29,1.46,5.99,"Bahia",4,32,4,9,NA,32,49,8,NA,NA,10,1,NA,2,1,NA,NA,NA
"427","David de Duarte Macedo","david-duarte","David Duarte","https://s.glbimg.com/es/sde/f/2019/03/26/cfafe9f57bd3c0e32edd4416b3449331_FORMATO.png",91772,21,290,"zag","Contundido",0,8.03,0,2.92,"Goiás",NA,2,NA,3,NA,10,7,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"428","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2018/05/18/9c8442508cec9bf9dc9f0af8f306e11b_FORMATO.png",90309,21,283,"ata","Provável",0.2,4.69,-0.26,1.4,"Cruzeiro",1,28,9,17,NA,25,9,NA,NA,NA,13,NA,NA,2,6,NA,NA,NA
"429","João Paulo Queiroz Moraes","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/05/28/671c3b3efc5261759fafb29e693464ce_FORMATO.jpeg",91972,21,354,"ata","Contundido",0,3,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Kevin Peterson dos Santos Silva","kevin","Kevin ","https://s.glbimg.com/es/sde/f/2019/03/26/c942f5741d6801ac46caaa38525ff433_FORMATO.png",91888,21,290,"lat","Nulo",0,6.04,0,1.97,"Goiás",1,1,NA,2,NA,13,5,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"431","Yuri Oliveira Lima","yuri-lima","Yuri Lima","https://s.glbimg.com/es/sde/f/2019/08/06/16f2189da0bf99090e0ae2773d4076eb_FORMATO.png",90569,21,266,"mei","Provável",4.7,2.51,1.02,0.23,"Fluminense",5,21,1,6,NA,17,15,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"432","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2018/05/17/555bb7e98091372b0b633a3623d5b40d_FORMATO.png",90715,21,263,"mei","Provável",0,3.56,0,1.31,"Botafogo",3,14,4,23,1,24,8,NA,NA,NA,7,NA,NA,NA,2,NA,1,NA
"433","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2019/02/04/d5a1e093c0e8dfd5ead943946e093661_FORMATO.png",90768,21,283,"zag","Provável",4.2,5.31,0.35,3.94,"Cruzeiro",1,3,NA,6,NA,8,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Giovanny Bariani Marques","giovanny","Giovanny ","https://s.glbimg.com/es/sde/f/2019/03/26/0622726518f8a75c36ac5bb8486510c4_FORMATO.png",92085,21,290,"ata","Nulo",0,1.24,0,-1.6,"Goiás",NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","Andre Luis da Costa Alfredo","andre-luis","André Luís","https://s.glbimg.com/es/sde/f/2019/06/14/e5185b4b8ca27b490315869d17077e90_FORMATO.png",92146,21,356,"ata","Dúvida",0,3.75,0,2.04,"Fortaleza",3,8,4,25,2,16,1,NA,NA,NA,3,NA,NA,NA,2,NA,1,NA
"436","Odair Hellmann","odair-hellmann","Odair Hellmann","https://s.glbimg.com/es/sde/f/2019/05/16/f54cba4fa38d6b6985012bc37f16a698_FORMATO.png",92273,21,285,"tec","Provável",1.47,10.84,-0.82,4.38,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","Willian Klaus","klaus","Klaus","https://s.glbimg.com/es/sde/f/2019/09/12/2328c5e0200e041d82285e028a362d33_FORMATO.png",90846,21,285,"zag","Provável",0.8,3.32,0.17,1.54,"Internacional",1,9,1,3,NA,21,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","José Carlos Ferreira Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2019/07/08/6bee46606625768114c3a7c4f48ecde5_FORMATO.png",92182,21,265,"zag","Provável",4.7,6.17,1.12,3.98,"Bahia",1,6,2,7,NA,20,8,7,NA,NA,3,NA,NA,NA,1,NA,NA,NA
"439","Carlos Eduardo Ferreira de Souza","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2019/01/14/065996f5e53a936d45d1b737405dfb27_FORMATO.jpeg",90917,21,275,"ata","Nulo",0,3.14,0,-0.1,"Palmeiras",1,2,NA,3,NA,2,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"440","Elias Martello Curzel","elias","Elias","https://s.glbimg.com/es/sde/f/2019/08/27/71c266576a9e933563a3edce07354030_FORMATO.png",90843,21,315,"gol","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Ramón Martínez López","ramon-martinez","Ramón Martínez","https://s.glbimg.com/es/sde/f/2019/06/14/f452299e051661e5307fd72b085fcdcc_FORMATO.png",92155,21,282,"mei","Dúvida",0,4.73,0,1.78,"Atlético-MG",1,5,NA,4,NA,6,11,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"442","Jean Paulo Fernandes Filho","jean","Jean","https://s.glbimg.com/es/sde/f/2019/04/01/0ed07c98bf47b8fa29fdb379eabb0c31_FORMATO.png",90933,21,276,"gol","Nulo",0,3.32,0,-2,"São Paulo",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Deyverson Brum Silva Acosta","deyverson","Deyverson","https://s.glbimg.com/es/sde/f/2019/01/14/3437ba3702c7494eee6e3469ceacfe97_FORMATO.jpeg",92708,21,275,"ata","Nulo",0,9.84,0,4.02,"Palmeiras",1,10,6,22,1,17,7,NA,NA,NA,10,NA,NA,2,13,NA,NA,NA
"444","José Marcos Alves Luis","ze-marcos","Zé Marcos","https://s.glbimg.com/es/sde/f/2019/09/15/c12ad68fb8f09f9fb0fa4be55d3cf4c2_FORMATO.png",90943,21,314,"zag","Nulo",-0.1,0.77,-0.23,-0.1,"Avaí",NA,2,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Fernando José Marques Maciel","fernandinho","Fernandinho","https://s.glbimg.com/es/sde/f/2019/03/29/062ea204ed60f2b4c3bdbcb2c506b6c1_FORMATO.png",91130,21,265,"ata","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Flávio Medeiros da Silva","flavio","Flávio","https://s.glbimg.com/es/sde/f/2019/03/29/b6aab56d50cf29e0e2a267d04614f4a1_FORMATO.png",91102,21,265,"mei","Provável",0,2.8,0.28,1.63,"Bahia",2,19,1,9,NA,19,23,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"447","Renato Kayzer de Souza","renato-kayzer","Renato Kayzer","https://s.glbimg.com/es/sde/f/2019/07/23/32064f0a35c4c96bb12531c867d36125_FORMATO.png",92696,21,315,"ata","Nulo",0,2.28,0,1.05,"Chapecoense",NA,9,1,5,1,3,1,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA
"448","Raul Lô Gonçalves","raul","Raul","https://s.glbimg.com/es/sde/f/2018/09/27/cff54b0c5b12cb5f18cd3ca9292e3511_FORMATO.png",92496,21,267,"mei","Provável",0,8.33,0,4.89,"Vasco",4,31,7,44,NA,33,47,NA,NA,NA,7,NA,NA,2,NA,NA,NA,NA
"449","Fernando Medeiros da Silva","fernando-medeiros","Fernando Medeiros","https://s.glbimg.com/es/sde/f/2019/02/27/d7d62e276bd5101031417c8ab4f7e691_FORMATO.png",92841,21,265,"mei","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Ronaldo da Silva Souza","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2019/07/19/83ab7827bcb96302e51df4217de3e45a_FORMATO.png",92981,21,265,"mei","Nulo",0,4.29,0,3.68,"Bahia",2,14,NA,7,NA,19,24,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA
"451","Mateus da Silva Vital Assumpção","mateus-vital","Mateus Vital","https://s.glbimg.com/es/sde/f/2019/05/23/3173cd42fd63f03aecc0aa9d2b3fb706_FORMATO.png",93108,21,264,"mei","Nulo",0,7.48,0,4.77,"Corinthians",1,4,6,29,1,14,15,NA,NA,NA,10,NA,NA,2,NA,NA,NA,NA
"452","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2018/05/07/6ac39bf60c88040543dee78fc133c427_FORMATO.png",91191,21,282,"mei","Contundido",0,9,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Everaldo Silva do Nascimento","everaldo","Everaldo ","https://s.glbimg.com/es/sde/f/2019/05/23/6fff5abfbfbd6b07376f8891759f2538_FORMATO.png",91151,21,264,"ata","Contundido",0,3.91,0,2.62,"Corinthians",2,15,2,15,1,7,8,NA,NA,NA,8,NA,NA,1,3,NA,NA,NA
"454","Thiago Nascimento dos Santos","thiago-santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2019/05/08/d6ea24feb54f6ea2b6f7eb5c8ed0c4da_FORMATO.png",93151,21,315,"ata","Contundido",0,3,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Gabriel José Ferreira Mesquita","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/08/23ead8e9977bf4883159480316b71e35_FORMATO.png",102290,21,293,"gol","Nulo",0,1,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,21,284,"ata","Provável",0,6.1,0,3.02,"Grêmio",1,7,5,7,4,19,7,NA,NA,NA,10,NA,NA,NA,7,NA,NA,NA
"457","Mauro Joel Carli","joel-carli","Joel Carli","https://s.glbimg.com/es/sde/f/2019/03/22/5b148a93fa4bc73fb9ad91009dde28c2_FORMATO.png",93414,21,263,"zag","Nulo",0,6.17,0,1.81,"Botafogo",5,13,1,10,NA,39,13,5,NA,NA,2,NA,NA,NA,NA,NA,1,NA
"458","Lucas Veríssimo da Silva","lucas-verissimo","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2019/05/09/77ef73e05fe5f4a5bcbf11b7577516d4_FORMATO.png",93368,21,277,"zag","Provável",-2.1,8.73,-0.26,3.93,"Santos",5,37,3,12,1,50,42,7,NA,NA,9,1,NA,NA,1,NA,2,1
"459","Bruno da Silva Costa Leite","bruno-leite","Bruno Leite","https://s.glbimg.com/es/sde/f/2018/03/05/37cc69ce211fa6a6c3fb2fa03e905809_FORMATO.png",102301,21,293,"mei","Contundido",0,2,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Alessandro Vinícius Gonçalves da Silva","alessandro-vinicius","Alessandro Vinícius","https://s.glbimg.com/es/sde/f/2019/03/30/ffa3db77225e133627999054dd742e50_FORMATO.png",94495,21,282,"mei","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Jobson Souza Santos","jobson","Jobson","https://s.glbimg.com/es/sde/f/2019/09/21/78ffca0f8c20a94cf8b5e9109bea47c6_FORMATO.png",93377,21,277,"mei","Nulo",0,4,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Michael Matias Fracaro","michael","Michael","https://s.glbimg.com/es/sde/f/2018/05/07/b00362ea5028e43dae1152d78fbf5ccc_FORMATO.png",93659,21,282,"gol","Contundido",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Rafael Elias da Silva","papagaio","Papagaio","https://s.glbimg.com/es/sde/f/2019/03/29/6cce9b5a37d0722657f590f8d01229f4_FORMATO.png",102302,21,282,"ata","Contundido",0,1.97,0,0.98,"Atlético-MG",NA,3,1,3,NA,3,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"464","Leandro Barcia Montero","leandro-barcia","Leandro Barcia","https://s.glbimg.com/es/sde/f/2019/03/26/eb34e430eaaff21dcd5c4c680505c910_FORMATO.png",91242,21,290,"ata","Provável",7.1,9.49,1.63,3.44,"Goiás",5,28,7,22,4,28,18,NA,NA,NA,12,NA,NA,1,3,NA,1,NA
"465","Caio Fernando de Oliveira","caio-paulista","Caio Paulista","https://s.glbimg.com/es/sde/f/2019/02/18/9a6fef900167a97e0492da10177e45b8_FORMATO.png",102318,21,314,"ata","Provável",5.4,4.64,0.09,3.27,"Avaí",NA,19,5,22,NA,25,27,NA,NA,NA,12,NA,NA,NA,2,NA,NA,NA
"466","Alisson Pelegrini Safira","alisson-safira","Alisson Safira","https://s.glbimg.com/es/sde/f/2019/09/06/a600a839f4c3df38a3428362b9adccb7_FORMATO.png",93782,21,341,"ata","Nulo",0,4.48,0,3.2,"CSA",NA,3,NA,4,NA,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"467","Alan Cardoso de Andrade","alan-cardoso","Alan Cardoso","https://s.glbimg.com/es/sde/f/2019/03/28/5f3fd4c09cb41da699f94b30e6bd4600_FORMATO.png",93785,21,277,"lat","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Carlos de Menezes Júnior","caca","Cacá","https://s.glbimg.com/es/sde/f/2018/05/18/9e847531623845ec5f88f060b157da00_FORMATO.png",102340,21,283,"zag","Nulo",0,2.49,0,2.66,"Cruzeiro",2,4,1,7,NA,2,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Andrey Ramos do Nascimento","andrey","Andrey","https://s.glbimg.com/es/sde/f/2018/09/27/8599b503c16e7576611774a756e2e106_FORMATO.png",93787,21,267,"mei","Provável",0,4.9,0,2.55,"Vasco",NA,10,3,5,1,15,14,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"470","Gustavo Costa da Silva Machado","gustavo-bochecha","Gustavo Bochecha","https://s.glbimg.com/es/sde/f/2019/03/22/c6c604c007ddce9a6af2b1b8a98f99ff_FORMATO.png",95798,21,263,"mei","Nulo",0.2,5.49,-1.22,1.41,"Botafogo",2,4,3,13,NA,43,15,NA,NA,NA,5,NA,NA,1,NA,NA,NA,NA
"471","Ángelo Giovanni Araos Llanos","araos","Araos","https://s.glbimg.com/es/sde/f/2019/05/23/cb5269062be03aa00e9d4c376cfa6cf9_FORMATO.png",102352,21,264,"mei","Nulo",0,4,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Márcio Rodrigues Velasco","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2019/03/26/f668b0e7484644c6732bfc57f72a5fdb_FORMATO.png",102380,21,314,"mei","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Márcio Almeida de Oliveira","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2019/03/22/73ff5646586a9145ea6768297b10ac7d_FORMATO.png",93797,21,263,"lat","Provável",1.1,6.81,-0.05,3.8,"Botafogo",2,19,5,11,1,37,13,5,NA,NA,10,NA,NA,2,1,NA,NA,NA
"474","Daniel Sampaio Simões","daniel","Daniel","https://s.glbimg.com/es/sde/f/2019/09/16/ee28ebd8f6c3887a9baa980792dd7d32_FORMATO.png",93791,21,266,"mei","Nulo",1.7,4.33,-0.25,1.49,"Fluminense",2,10,6,22,NA,41,11,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA
"475","Keiller da Silva Nunes","keiller","Keiller","https://s.glbimg.com/es/sde/f/2018/04/08/2b0ef7e6d3eca3c4d867a530c5f5993a_FORMATO.png",93834,21,285,"gol","Nulo",0,2,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","Lucas Oliveira de França","lucas-franca","Lucas França","https://s.glbimg.com/es/sde/f/2018/05/18/e628010513e2e9e40d44eb43c1387f0e_FORMATO.png",93869,21,354,"gol","Nulo",0,2.36,0,4,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"477","Johnatan Lucas da Silva Vital","vital","Vital","https://s.glbimg.com/es/sde/f/2019/03/23/fb790a1d32b257ad9a64d7752826981f_FORMATO.png",102452,21,341,"zag","Nulo",0,1,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Kaio Nunes Ferreira","kaio","Kaio","https://s.glbimg.com/es/sde/f/2019/08/17/1e8c1cee38c33b285f33645bdf013d49_FORMATO.png",102563,21,290,"mei","Nulo",-2.1,0.78,-1.2,1.45,"Goiás",NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"479","Hélio Júnio Nunes de Castro","helinho","Helinho","https://s.glbimg.com/es/sde/f/2019/04/01/a4da339bedf52e7e79df80fd1914f6da_FORMATO.png",102598,21,276,"ata","Nulo",-3.3,2.56,-0.71,-0.23,"São Paulo",1,6,1,6,NA,8,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"480","Miguel Ferreira Damasceno","miguel-figueira","Miguel Figueira","https://s.glbimg.com/es/sde/f/2019/03/26/7e19f3b4700aea39ef02fe83399dfc6c_FORMATO.png",102565,21,290,"mei","Nulo",0,0.86,0,0.5,"Goiás",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Thiago Beserra dos Santos","thiaguinho","Thiaguinho","https://s.glbimg.com/es/sde/f/2019/07/12/d211556427f0083ad39be91e9a62f628_FORMATO.png",102599,21,264,"mei","Nulo",0,3,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Cleiton Schwengber","cleiton","Cleiton","https://s.glbimg.com/es/sde/f/2018/05/07/8a0462ed1a379da917d8f4b4fa8cc04a_FORMATO.png",93882,21,282,"gol","Provável",0,3.68,0,2.59,"Atlético-MG",NA,NA,NA,NA,NA,7,NA,2,11,11,NA,NA,1,NA,NA,NA,NA,NA
