"Rodada","ClubeID","AtletaID","Participou","Pontos","PontosMedia","Preco","PrecoVariacao","FS","PE","A","FT","FD","FF","G","I","PP","RB","FC","GC","CA","CV","SG","DD","DP","GS"
4,294,86588,FALSE,0,3.1,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,294,86588,FALSE,0,3.1,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,294,86588,FALSE,0,3.1,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,294,86588,FALSE,0,3.1,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,294,86588,FALSE,0,3.1,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,294,86588,FALSE,0,3.1,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,294,86588,FALSE,0,3.1,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,294,86588,FALSE,0,3.1,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,294,86588,FALSE,0,3.1,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,294,86588,FALSE,0,3.1,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,294,86588,FALSE,0,3.1,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,294,86588,FALSE,0,3.1,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,294,86588,FALSE,0,3.1,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,294,86588,FALSE,0,3.1,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,294,86588,FALSE,0,3.1,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,294,86588,FALSE,0,3.1,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,294,86588,FALSE,0,3.1,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,294,86588,FALSE,0,3.1,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,294,86588,FALSE,0,3.1,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,294,86588,FALSE,0,3.1,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,294,86588,FALSE,0,3.1,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,294,86588,FALSE,0,3.1,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,294,86588,TRUE,2.2,2.65,3.51,-0.23,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27,294,86588,FALSE,0,2.65,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,294,86588,FALSE,0,2.65,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,294,86588,FALSE,0,2.65,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,294,86588,FALSE,0,2.65,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,294,86588,FALSE,0,2.65,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,294,86588,FALSE,0,2.65,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,294,86588,FALSE,0,2.65,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,294,86588,FALSE,0,2.65,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,294,86588,FALSE,0,2.65,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,294,86588,FALSE,0,2.65,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,294,86588,FALSE,0,2.65,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,294,86588,TRUE,-1.2,1.37,2.83,-0.68,0,4,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
3,316,90679,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,316,90679,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,316,90679,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,316,90679,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,316,90679,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,316,90679,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,316,90679,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,316,90679,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,316,90679,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,316,90679,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,316,90679,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,316,90679,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,316,90679,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,316,90679,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,316,90679,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,316,90679,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,316,90679,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,316,90679,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,316,90679,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,316,90679,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,316,90679,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,316,90679,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,316,90679,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,316,90679,TRUE,1.2,1.2,1.85,-0.15,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27,316,90679,FALSE,0,1.2,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,316,90679,FALSE,0,1.2,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,316,90679,FALSE,0,1.2,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,316,90679,FALSE,0,1.2,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,316,90679,FALSE,0,1.2,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,316,90679,FALSE,0,1.2,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,316,90679,FALSE,0,1.2,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,316,90679,FALSE,0,1.2,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,316,90679,FALSE,0,1.2,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,316,90679,FALSE,0,1.2,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,316,90679,FALSE,0,1.2,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,316,90679,FALSE,0,1.2,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,283,90768,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,283,90768,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,283,90768,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,283,90768,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,283,90768,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,283,90768,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,283,90768,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,283,90768,TRUE,-2,-2,1.07,-0.93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,283,90768,TRUE,2.8,0.4,1.96,0.89,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
9,283,90768,TRUE,-0.3,0.17,1.46,-0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,283,90768,TRUE,4.7,1.3,2.5,1.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11,283,90768,TRUE,0,1.04,1.79,-0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,283,90768,TRUE,10.2,2.57,3.88,2.09,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
13,283,90768,TRUE,2.1,2.5,2.8,-1.08,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
14,283,90768,FALSE,0,2.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,283,90768,FALSE,0,2.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,283,90768,FALSE,0,2.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,283,90768,FALSE,0,2.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,283,90768,FALSE,0,2.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,283,90768,FALSE,0,2.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,283,90768,FALSE,0,2.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,283,90768,FALSE,0,2.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,283,90768,FALSE,0,2.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,283,90768,FALSE,0,2.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,283,90768,FALSE,0,2.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,283,90768,FALSE,0,2.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,283,90768,FALSE,0,2.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,283,90768,FALSE,0,2.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,283,90768,FALSE,0,2.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,283,90768,FALSE,0,2.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,283,90768,FALSE,0,2.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,283,90768,FALSE,0,2.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,283,90768,FALSE,0,2.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,283,90768,FALSE,0,2.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,283,90768,FALSE,0,2.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,283,90768,FALSE,0,2.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,283,90768,FALSE,0,2.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,283,90768,FALSE,0,2.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,283,90768,FALSE,0,2.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,344,90942,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,344,90942,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,344,90942,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,344,90942,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,344,90942,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,344,90942,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,344,90942,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,344,90942,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,344,90942,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,344,90942,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,344,90942,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,344,90942,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,344,90942,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,344,90942,TRUE,3,3,2.19,0.19,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
14,344,90942,FALSE,0,3,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,344,90942,FALSE,0,3,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,344,90942,FALSE,0,3,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,344,90942,FALSE,0,3,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,344,90942,FALSE,0,3,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,344,90942,FALSE,0,3,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,344,90942,FALSE,0,3,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,344,90942,FALSE,0,3,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,344,90942,FALSE,0,3,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,344,90942,FALSE,0,3,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,344,90942,FALSE,0,3,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,344,90942,FALSE,0,3,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,344,90942,FALSE,0,3,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,344,90942,FALSE,0,3,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,344,90942,FALSE,0,3,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,344,90942,FALSE,0,3,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,344,90942,FALSE,0,3,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,344,90942,FALSE,0,3,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,344,90942,FALSE,0,3,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,344,90942,FALSE,0,3,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,344,90942,FALSE,0,3,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,344,90942,FALSE,0,3,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,344,90942,FALSE,0,3,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,344,90942,FALSE,0,3,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,344,90942,TRUE,1.4,2.2,2.03,-0.16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,263,93797,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,263,90336,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,263,90336,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,263,90336,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,263,90336,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,263,90336,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,263,90336,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,263,90336,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,263,90336,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,263,90336,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,263,90336,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,263,90336,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,263,90336,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,263,90336,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,266,80538,FALSE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,266,80538,FALSE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,266,80538,FALSE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,266,80538,FALSE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,266,80538,FALSE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,266,80538,FALSE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,266,80538,FALSE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,266,80538,FALSE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,266,80538,FALSE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,266,80538,FALSE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,266,80538,FALSE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,266,80538,FALSE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,266,80538,FALSE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,344,83434,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,344,83434,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,344,83434,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,344,83434,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,344,83434,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,344,83434,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,344,83434,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,264,90370,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,264,90370,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,264,90370,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,264,90370,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,264,90370,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,264,90370,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,264,90370,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,264,90370,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,264,90370,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,264,90370,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,264,90370,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,285,91917,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,285,91917,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,285,91917,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,285,91917,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,285,91917,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,285,91917,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,285,91917,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,285,91917,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
