"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FS","PE","RB","A","FF","I","SG","GC","FT","G","DD","GS","CV","PP","DP"
"411","Lucas Daniel Romero","lucas-romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2018/05/07/5afee43c79c6ee5a180385ef4550fd6c_FORMATO.png",84558,33,"CRU","mei","Provável",0.3,5.52,-0.69,3.33,"Cruzeiro",4,22,2,23,36,51,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","Agustín Lionel Allione","allione","Allione","https://s.glbimg.com/es/sde/f/2018/03/21/3c614f3fa77de55748fa8ddfdef2eecc_FORMATO.png",84585,33,"BAH","mei","Nulo",0,3.61,0,1.55,"Bahia",NA,6,2,5,8,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"413","Walter Kannemann","kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2018/05/21/7a4b8f949ed4d8b668d8c40a33e50edb_FORMATO.png",87342,33,"GRE","zag","Nulo",0,13.62,0,7.82,"Grêmio",4,17,1,23,15,61,NA,3,1,9,NA,NA,NA,NA,NA,1,NA,NA
"414","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2018/07/24/c9cda271bd6eed85cf205a243d3d2912_FORMATO.png",81677,33,"SAN","mei","Nulo",2.8,10.85,0.2,4.3,"Santos",2,21,4,35,55,11,3,9,2,NA,NA,1,3,NA,NA,NA,NA,NA
"415","Willian Marlon Ferreira Moraes","willian-maranhao","Willian Maranhão","https://s.glbimg.com/es/sde/f/2018/09/27/92d651fa08a85080370b0b2bfaddceb4_FORMATO.png",87262,33,"VAS","mei","Provável",1.1,2.15,0.35,0.96,"Vasco",5,25,3,7,16,12,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2018/04/09/d543e86d4cdf1a286b62859a71407114_FORMATO.png",88368,33,"INT","mei","Contundido",0,3.79,0,1.75,"Internacional",1,8,NA,9,4,9,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Denilson Pereira Junior","denilson","Denilson","https://s.glbimg.com/es/sde/f/2018/06/26/03cbfce3f32c6c7b881bed5eeebfa2a5_FORMATO.png",84718,33,"ATL","ata","Nulo",0,7.07,0,1.26,"Atlético-MG",2,13,1,6,13,4,NA,8,4,NA,NA,NA,2,NA,NA,NA,NA,NA
"418","Erik Nascimento Lima","erik","Erik","https://s.glbimg.com/es/sde/f/2018/08/24/4c8b627f6b5b437c8410b1aa659b69ae_FORMATO.png",84848,33,"BOT","ata","Provável",13.6,4.95,1.99,2.96,"Botafogo",2,23,6,27,28,14,3,10,7,NA,NA,NA,2,NA,NA,NA,NA,NA
"419","Claudinei dos Santos Oliveira","claudinei-oliveira","Claudinei Oliveira","https://s.glbimg.com/es/sde/f/2018/10/18/511e42c3263bd1f9a67e970fead7b065_FORMATO.png",84761,33,"CHA","tec","Provável",5.59,9.59,0.6,3.2,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","Ayrton Lucas Dantas de Medeiros","ayrton-lucas","Ayrton Lucas","https://s.glbimg.com/es/sde/f/2018/09/20/3ef4148b227a1f9167ea89b5a002eee3_FORMATO.png",88393,33,"FLU","lat","Provável",10.7,12.39,1.27,5.42,"Fluminense",3,24,8,53,56,53,NA,12,1,9,1,NA,NA,NA,NA,NA,NA,NA
"421","Santiago Tréllez Vivero","trellez","Tréllez","https://s.glbimg.com/es/sde/f/2018/08/22/915c56c34a9df8f498cac86eb7ef2f2e_FORMATO.png",87679,33,"SAO","ata","Dúvida",0,5.14,0,1.67,"São Paulo",1,24,4,10,9,2,NA,2,2,NA,NA,1,4,NA,NA,NA,NA,NA
"422","Andrevaldo de Jesus Santos","valdo","Valdo","https://s.glbimg.com/es/sde/f/2018/05/25/cf9d979ab326b302465984bc2feb021f_FORMATO.png",84509,33,"CEA","zag","Nulo",1.5,6.55,0.21,3.24,"Ceará",NA,5,NA,6,6,12,NA,3,NA,3,NA,NA,1,NA,NA,NA,NA,NA
"423","Lucas Cândido Silva","lucas-candido","Lucas Cândido","https://s.glbimg.com/es/sde/f/2018/05/07/19488c44e682165da72638af463246ff_FORMATO.png",84851,33,"ATL","mei","Nulo",0,2.61,0,1.24,"Atlético-MG",NA,2,1,4,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"424","Thaciano Mickael da Silva","thaciano","Thaciano","https://s.glbimg.com/es/sde/f/2018/05/21/8805a9e1e4f2ee609adb3d2576d5ff0a_FORMATO.png",87470,33,"GRE","mei","Nulo",0,3.25,0,2.06,"Grêmio",3,15,7,7,11,19,NA,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"425","Francisco Wellington Barbosa de Lisboa","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/10/19/7251fe12da7e8873dfe0f441592b66e4_FORMATO.png",88395,33,"CEA","ata","Nulo",0,1.67,0,0.5,"Ceará",NA,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","Juliano Silva Almeida","juliano","Juliano","https://s.glbimg.com/es/sde/f/2018/09/21/5bd2b1fee0796f7b54fa8e4f82276631_FORMATO.png",87696,33,"SAN","mei","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","Aderlan de Lima Silva","aderlan","Aderlan","https://s.glbimg.com/es/sde/f/2018/05/07/7d71b5fcfdd78c1cdddf4a15eff9200b_FORMATO.png",88423,33,"AME","lat","Nulo",0,4.86,0,3.5,"América-MG",8,30,1,20,57,47,2,6,NA,6,NA,NA,NA,NA,NA,1,NA,NA
"428","Antônio Francisco Moura Neto","neto-moura","Neto Moura","https://s.glbimg.com/es/sde/f/2018/05/24/af017e13e350ed632a40f953f3dd8d53_FORMATO.png",87742,33,"SPO","mei","Nulo",0,4.17,0.26,1.96,"Sport",3,12,7,13,14,22,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2018/05/24/c8acdd3d52f83d6831096e90f46b3d69_FORMATO.png",84855,33,"SPO","lat","Provável",5.6,8.71,0.03,2.98,"Sport",2,23,2,21,65,29,1,3,NA,6,NA,NA,NA,NA,NA,1,NA,NA
"430","Yago Felipe da Costa Rocha","yago","Yago","https://s.glbimg.com/es/sde/f/2018/03/21/54d2ff44a32a66affd7636aa9f2ae99f_FORMATO.png",87747,33,"VIT","mei","Nulo",2.3,8.82,-0.77,2.72,"Vitória",4,22,6,49,41,22,2,17,1,NA,NA,1,1,NA,NA,1,NA,NA
"431","Alberto Valentim do Carmo Neto","alberto-valentim","Alberto Valentim","https://s.glbimg.com/es/sde/f/2018/03/20/c6b54edc93e180bf641056650be46611_FORMATO.png",84863,33,"VAS","tec","Provável",2.06,9.44,-0.59,3.71,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Henrique Silva Milagres","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/09/27/b3280046d476aa241a694771fbe1b0cc_FORMATO.png",84893,33,"VAS","lat","Nulo",0,6.38,0,2.33,"Vasco",4,25,3,32,36,21,1,4,2,4,NA,NA,NA,NA,NA,1,NA,NA
"433","Lucas Perdomo Duarte Santos","lucas","Lucas","https://s.glbimg.com/es/sde/f/2018/03/28/e8c799411d6ba80da004148110333f35_FORMATO.png",88412,33,"VAS","mei","Nulo",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2018/07/01/4bacaa8c6112be8345d4e81006963e37_FORMATO.png",87863,33,"CRU","mei","Nulo",0.4,16.25,-1.48,7.34,"Cruzeiro",4,21,14,44,50,26,6,19,2,NA,NA,1,6,NA,NA,NA,NA,NA
"435","Leandro Carvalho da Silva","leandro-carvalho","Leandro Carvalho","https://s.glbimg.com/es/sde/f/2018/07/06/65f406a6d6a65a0cb26e2f660026f8f3_FORMATO.png",88669,33,"CEA","ata","Provável",3.7,6.89,-0.42,5.46,"Ceará",4,19,12,40,16,17,2,11,3,NA,NA,NA,4,NA,NA,1,NA,NA
"436","Messias Rodrigues da Silva Júnior","messias","Messias","https://s.glbimg.com/es/sde/f/2018/05/07/983eb7f70f612711ba14e031cb3cfefe_FORMATO.png",87402,33,"AME","zag","Suspenso",-6.8,6.9,-1.33,2.25,"América-MG",4,31,2,12,51,31,NA,4,1,10,NA,NA,1,NA,NA,1,NA,NA
"437","Luan Polli Gomes","luan-polli","Luan Polli ","https://s.glbimg.com/es/sde/f/2018/08/10/1306038e63aa5d939fba83b224eb91e1_FORMATO.png",88916,33,"SPO","gol","Nulo",0,2,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","Leandro Vilela Sales Teixeira","leandro-vilela","Leandro Vilela","https://s.glbimg.com/es/sde/f/2018/03/21/9a68c6d8db51f7e6b517b1b536fcfece_FORMATO.png",88687,33,"PAR","mei","Provável",-1,4.08,-0.22,1.74,"Paraná",8,54,3,30,63,53,1,11,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"439","Felipe Augusto Ferreira Batista","felipe-augusto","Felipe Augusto","https://s.glbimg.com/es/sde/f/2018/03/21/995978419e90d2d7e0b7b0f9ddb1960b_FORMATO.png",89370,33,"PAR","ata","Nulo",0,3.1,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","Jean Carlos de Souza Irmer","jean","Jean","https://s.glbimg.com/es/sde/f/2018/04/14/41df144dd9a7bef47baff80aaa56b97c_FORMATO.png",89150,33,"BOT","mei","Contundido",0,3.54,0,3.43,"Botafogo",4,33,NA,19,19,34,2,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"441","André Soares Jardine","andre-jardine","André Jardine","https://s.glbimg.com/es/sde/f/2018/11/12/193a1e51aca505ae0456c00be8c3902e_FORMATO.png",88898,33,"SAO","tec","Provável",0,12.41,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2018/05/17/abf9ba69358d2452db077b1bf905fa24_FORMATO.png",89493,33,"BOT","zag","Provável",0.6,10.55,-1.34,3.34,"Botafogo",4,23,3,27,65,45,NA,12,5,8,1,1,2,NA,NA,NA,NA,NA
"443","Gustavo Henrique Furtado Scarpa","gustavo-scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2018/01/30/1c8d05bc4c0ddfd177c66ab26b1a5deb_FORMATO.jpeg",87999,33,"PAL","mei","Nulo",2.5,8.16,0.43,1.98,"Palmeiras",1,6,2,11,21,8,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","Geremias Ribeiro Júnior","junior","Júnior","https://s.glbimg.com/es/sde/f/2018/03/21/5ee8b76a0676e5e5eba8d8aefac91636_FORMATO.png",87946,33,"VIT","ata","Nulo",0,2.55,0,1.5,"Vitória",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Júnior Nazareno Sornoza Moreira","sornoza","Sornoza","https://s.glbimg.com/es/sde/f/2018/05/18/a4885adc809e017894786b603d5a5d6b_FORMATO.png",87877,33,"FLU","mei","Provável",0,6.74,0,1.95,"Fluminense",6,16,15,15,66,25,1,21,NA,NA,NA,1,1,NA,NA,1,NA,NA
"446","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,33,"BOT","gol","Nulo",0,2.17,0,2.69,"Botafogo",1,NA,NA,4,8,NA,NA,NA,NA,4,NA,NA,NA,23,24,NA,NA,1
"447","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2018/05/07/211b2cfc9413080da0e36bac586628df_FORMATO.png",89226,33,"ATL","zag","Provável",-1,3.5,-0.11,1.84,"Atlético-MG",5,25,3,20,32,15,NA,6,1,6,1,NA,NA,NA,NA,NA,NA,NA
"448","Ânderson Balbino Assis","balbino","Balbino","https://s.glbimg.com/es/sde/f/2016/04/30/aa305ef16d18275ce438c74c73d54e15_FORMATO.png",89227,33,"GRE","mei","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Gustavo Bonatto Barreto","barreto","Barreto","https://s.glbimg.com/es/sde/f/2018/08/01/eb32b1122051c363c367c115b252a941_FORMATO.png",89224,33,"CHA","mei","Nulo",0,1.77,0,1.09,"Chapecoense",2,8,NA,8,10,14,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"450","Yuri Antonio Costa da Silva","yuri","Yuri","https://s.glbimg.com/es/sde/f/2017/04/18/8bac23f3df250a620bd6c580564b33ee_FORMATO.png",88125,33,"BOT","lat","Nulo",0,1.71,0,4.9,"Botafogo",NA,NA,NA,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"451","Bruno de Jesus Pacheco","bruno-pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2018/05/24/bcba131b890d61329d3dd3d53d25182e_FORMATO.png",90061,33,"CHA","lat","Provável",8.5,7.99,0.95,3.58,"Chapecoense",8,37,1,48,53,48,1,4,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"452","José Rodrigo Andrade Ramos","rodrigo-andrade","Rodrigo Andrade","https://s.glbimg.com/es/sde/f/2018/03/21/baa60af023a4a5978254d14457ae5de5_FORMATO.png",89646,33,"VIT","mei","Nulo",0,1.24,0,0.7,"Vitória",6,26,4,17,48,24,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Ramon Menezes Roma","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/03/21/64085a03b9eafec964b531667b296fe5_FORMATO.png",88087,33,"VIT","zag","Provável",1,4.38,-0.05,2.53,"Vitória",6,35,3,24,36,25,NA,6,NA,8,NA,NA,1,NA,NA,NA,NA,NA
"454","Rodolfo José da Silva Bardella","rodolfo","Rodolfo ","https://s.glbimg.com/es/sde/f/2018/07/07/97e8214fa02bce9d631f1fa7e0c70734_FORMATO.png",90264,33,"PAR","ata","Nulo",0,4.9,0,1.78,"Paraná",1,11,4,14,16,3,NA,7,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"455","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2018/07/16/81051a7f9755f0cb82bad01aee38823b_FORMATO.png",90285,33,"SAN","ata","Dúvida",1.3,8.79,0.35,1.46,"Santos",5,46,5,39,34,16,2,18,4,NA,1,1,1,NA,NA,NA,NA,NA
"456","Alex Sandro dos Santos Apolinario","alex","Alex","https://s.glbimg.com/es/sde/f/2018/05/08/b753c70507d39b4bd30ac8bc987d2fd6_FORMATO.png",90535,33,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Daniel Guedes da Silva","daniel-guedes","Daniel Guedes ","https://s.glbimg.com/es/sde/f/2018/05/23/aa6709d5100218ac013a36959e8e6ce4_FORMATO.png",88225,33,"SAN","lat","Nulo",-1.1,6,-0.68,2.5,"Santos",1,8,NA,3,15,8,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"458","Nickson Gabriel Reis Silva","nickson","Nickson","https://s.glbimg.com/es/sde/f/2018/03/21/adcd09b9b136e70edcb95ab81951f55b_FORMATO.png",89676,33,"VIT","mei","Nulo",0,1.57,0,0.97,"Vitória",NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Marlos Moreno Durán","marlos","Marlos","https://s.glbimg.com/es/sde/f/2018/05/04/71ca6ff6a0b867666327cb4eaa2cf01a_FORMATO.png",89827,33,"FLA","ata","Nulo",1.7,4.31,-0.92,2.04,"Flamengo",3,13,6,22,11,14,1,8,4,NA,NA,NA,1,NA,NA,NA,NA,NA
"460","Yuri Oliveira Lima","yuri","Yuri","https://s.glbimg.com/es/sde/f/2018/05/23/856314c68a6f7eba3ca8d400d6ad5828_FORMATO.png",90569,33,"SAN","mei","Dúvida",-3.1,2.21,-0.41,-1.98,"Santos",2,10,NA,1,11,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Ángel Rodrigo Romero Villamayor","angel-romero","Ángel Romero","https://s.glbimg.com/es/sde/f/2018/05/18/8b6faacdc8e5b7ca9a1b28fe294eb028_FORMATO.png",88323,33,"COR","ata","Provável",1.9,10.48,0.17,4.46,"Corinthians",7,26,7,76,74,27,3,13,4,NA,NA,1,6,NA,NA,1,NA,NA
"462","César Marcelo Meli","marcelo-meli","Marcelo Meli","https://s.glbimg.com/es/sde/f/2018/07/07/79d706cf00a68b31bd17a8ddd07eeb1d_FORMATO.png",89838,33,"VIT","mei","Nulo",0,4.17,0,-0.03,"Vitória",3,14,2,9,11,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Lincoln Henrique Oliveira dos Santos","lincoln","Lincoln","https://s.glbimg.com/es/sde/f/2018/09/11/1392e2ab47f6dfd6c05fb4ef7252b611_FORMATO.png",90303,33,"AME","mei","Nulo",0,3.56,0,1.23,"América-MG",NA,NA,NA,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Douglas Moreira Fagundes","dodi","Dodi","https://s.glbimg.com/es/sde/f/2018/04/20/9dae8b824d6d7c1a316a903af9b3740e_FORMATO.png",89883,33,"FLU","mei","Nulo",0,3.39,0,1.83,"Fluminense",4,17,2,10,10,25,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Crysan da Cruz Queiroz Barcelos","crysan","Crysan","https://s.glbimg.com/es/sde/f/2018/07/16/c97cfd12cf2775988f29481bc61824a1_FORMATO.png",90406,33,"ATL","ata","Nulo",0,3.21,0,0.6,"Atlético-PR",NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2018/05/18/9c8442508cec9bf9dc9f0af8f306e11b_FORMATO.png",90309,33,"CRU","ata","Dúvida",0,3.2,0,0.88,"Cruzeiro",1,9,4,22,23,5,1,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Leandro Alves de Carvalho","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2018/05/17/c707585981fdbf1f96e400538881eded_FORMATO.png",89885,33,"BOT","mei","Nulo",0,3,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Elias Martello Curzel","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/18/914d44f55072f4eb554217f96488b7ae_FORMATO.png",90843,33,"VIT","gol","Nulo",0,3.21,0,0.98,"Vitória",NA,NA,NA,3,2,NA,NA,NA,NA,2,NA,NA,NA,8,17,NA,NA,1
"469","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2018/05/17/555bb7e98091372b0b633a3623d5b40d_FORMATO.png",90715,33,"BOT","mei","Provável",-1.4,4.13,-0.16,2.19,"Botafogo",6,29,11,43,42,18,1,20,9,NA,NA,2,2,NA,NA,NA,NA,NA
"470","Lucas Fernandes","lucas-fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2018/05/01/99bb69dc32439752f0b3e496e9a523cc_FORMATO.png",90899,33,"VIT","ata","Provável",4.9,7.29,-0.77,4.09,"Vitória",2,18,9,81,48,25,NA,15,NA,NA,NA,3,3,NA,NA,NA,NA,NA
"471","Andrigo Oliveira de Araujo","andrigo","Andrigo","https://s.glbimg.com/es/sde/f/2018/04/09/eb909473a1499ceb91cd8c466f192cfd_FORMATO.png",89930,33,"SPO","mei","Nulo",-0.5,4.18,-0.06,1.32,"Sport",NA,11,6,9,24,11,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Willian Klaus","klaus","Klaus","https://s.glbimg.com/es/sde/f/2018/04/09/213245ee05c1b0ca97f32c728f20bd6b_FORMATO.png",90846,33,"INT","zag","Nulo",0,2.13,0,0.65,"Internacional",NA,2,NA,NA,10,4,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Flávio Medeiros da Silva","flavio","Flávio","https://s.glbimg.com/es/sde/f/2018/05/01/3c063c1b3d589634d699c80695341bff_FORMATO.png",91102,33,"BAH","mei","Nulo",1.5,3.09,0.3,1.43,"Bahia",2,16,2,12,15,20,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Jesiel Cardoso Miranda","jesiel","Jesiel","https://s.glbimg.com/es/sde/f/2018/10/10/412c785ccc5fdb367b6c19c1bb05a4bc_FORMATO.png",91156,33,"PAR","zag","Nulo",7,4.12,1.22,1.65,"Paraná",2,11,1,4,23,16,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"475","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2018/05/24/b41364754f72c0d7c128f0767c8e8ca0_FORMATO.png",90768,33,"CHA","zag","Provável",6.4,5.82,0.96,3.7,"Chapecoense",NA,2,NA,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"476","Everaldo Silva do Nascimento","everaldo","Everaldo ","https://s.glbimg.com/es/sde/f/2018/07/20/e1ce97d162a9419406447d05322336f8_FORMATO.png",91151,33,"FLU","ata","Provável",2.8,5.7,0.17,4.36,"Fluminense",NA,18,5,31,45,20,6,13,4,NA,NA,1,1,NA,NA,NA,NA,NA
"477","Fernando José Marques Maciel","fernandinho","Fernandinho","https://s.glbimg.com/es/sde/f/2018/06/05/50d5be5e02ead78433958ab1d1389752_FORMATO.png",91130,33,"BAH","ata","Nulo",0,1.56,0,0.35,"Bahia",NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2018/03/20/54a51f5d3bd850ab8a76126ee75399ed_FORMATO.png",90444,33,"BOT","lat","Provável",-0.5,7.24,-0.81,3.44,"Botafogo",2,42,6,26,44,47,NA,4,NA,5,NA,NA,NA,NA,NA,1,NA,NA
"479","Ronaldo de Oliveira Strada","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/03/21/841b5df0cdc6cf16eecd117560650d41_FORMATO.png",91101,33,"VIT","gol","Dúvida",-4.3,3.85,-0.37,3.28,"Vitória",1,NA,NA,4,11,NA,NA,NA,NA,7,NA,NA,NA,30,28,NA,NA,NA
"480","Thiago Rodrigues da Silva","thiago","Thiago","https://s.glbimg.com/es/sde/f/2018/05/04/d4092dd23800a9822421cf2f4c434434_FORMATO.png",91194,33,"FLA","gol","Nulo",0,4,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2018/05/07/6ac39bf60c88040543dee78fc133c427_FORMATO.png",91191,33,"ATL","mei","Contundido",0,19.53,0,8.86,"Atlético-MG",4,20,10,4,25,51,4,5,1,NA,NA,3,NA,NA,NA,NA,NA,NA
"482","Éder Ferreira Graminho","eder","Éder ","https://s.glbimg.com/es/sde/f/2018/04/25/9c24eef6db7bc6f134fefb1a2342e6f6_FORMATO.png",91203,33,"ATL","zag","Nulo",0,3,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Bruno Bispo dos Anjos","bruno-bispo","Bruno Bispo","https://s.glbimg.com/es/sde/f/2018/03/21/99884c41754fc82c033d202d4decfad3_FORMATO.png",91359,33,"VIT","zag","Nulo",-2,3.67,-1.17,2.78,"Vitória",2,7,NA,1,7,7,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"484","Evandro Lima de Oliveira Filho","evandro","Evandro","https://s.glbimg.com/es/sde/f/2018/05/24/cc89d0c16b42dd430daa29322584d1ac_FORMATO.png",91001,33,"SPO","lat","Nulo",0,3.12,0,4.45,"Sport",NA,1,NA,1,3,3,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"485","Jean Paulo Fernandes Filho","jean","Jean","https://s.glbimg.com/es/sde/f/2018/08/22/b48908b0700ad76a424232b0f6553c37_FORMATO.png",90933,33,"SAO","gol","Provável",4.2,6.13,-0.19,2.46,"São Paulo",NA,NA,NA,1,4,NA,NA,NA,NA,2,NA,NA,NA,6,5,1,NA,NA
"486","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,33,"GRE","ata","Nulo",0,3.67,0,2.42,"Grêmio",1,8,2,20,20,18,NA,5,4,NA,NA,1,2,NA,NA,NA,NA,NA
"487","Leonardo Campos Duarte da Silva","leo-duarte","Léo Duarte","https://s.glbimg.com/es/sde/f/2018/05/04/ee1f02d44cf27eea6302d6696a7ca975_FORMATO.png",94214,33,"FLA","zag","Provável",2.7,9.45,0.14,4.4,"Flamengo",3,27,3,16,26,37,NA,6,NA,15,NA,NA,1,NA,NA,NA,NA,NA
"488","Raphael Schorr Utzig","raphael-alemao","Raphael Alemão","https://s.glbimg.com/es/sde/f/2018/04/24/e72a3c4a24b0c21be12ae1fc78ee1755_FORMATO.jpeg",91206,33,"PAR","ata","Nulo",0,2.1,0,0.48,"Paraná",1,7,5,6,4,3,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"489","Cleiton Schwengber","cleiton","Cleiton","https://s.glbimg.com/es/sde/f/2018/05/07/8a0462ed1a379da917d8f4b4fa8cc04a_FORMATO.png",93882,33,"ATL","gol","Nulo",0,2,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2018/05/26/5818d20df4c7c3248d9dc04c6864aa03_FORMATO.png",91260,33,"SAO","gol","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
