"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FF","FS","I","PE","RB","A","G","SG","FT","CV","GC","DD","GS","PP","DP"
"400","Marcos Vinícius de Jesus Araújo","marcos-vinicius","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2018/05/17/d29916588c79c99dd0a20debd0ea12bd_FORMATO.png",73721,9,"BOT","mei","Nulo",1.5,3.8,0.06,1.67,"Botafogo",1,2,NA,3,5,NA,9,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"401","Diego Vicente Aguirre Camblor","diego-aguirre","Diego Aguirre","https://s.glbimg.com/es/sde/f/2018/05/26/dcbc37c3f6682ed7f7fe61f97e02ff48_FORMATO.png",73766,9,"SAO","tec","Nulo",0.93,10.88,-0.61,4.34,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","Héctor Canteros","canteros","Canteros","https://s.glbimg.com/es/sde/f/2018/05/24/fa9bf16f27c3383ff060fdf3c9113559_FORMATO.png",73918,9,"CHA","mei","Provável",0.9,8.03,-0.98,3.69,"Chapecoense",1,9,1,2,9,NA,42,14,1,2,NA,1,NA,NA,NA,NA,NA,NA
"403","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2018/05/04/5049d8a52c5a5f82e57248ab2ff94218_FORMATO.png",73992,9,"FLA","lat","Provável",8.9,13.5,0.57,6.52,"Flamengo",1,2,3,4,13,1,14,12,1,NA,6,NA,NA,NA,NA,NA,NA,NA
"404","Geuvânio Santos Silva","geuvanio","Geuvânio","https://s.glbimg.com/es/sde/f/2018/05/04/9268b435089ca4758bd26ab119d49db1_FORMATO.png",73896,9,"FLA","ata","Contundido",0,5.03,0,1.5,"Flamengo",2,6,1,1,1,1,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","Rayan Poltronieri Pereira","rayan","Rayan","https://s.glbimg.com/es/sde/f/2018/03/21/eafcee785dc021fd8811059271578111_FORMATO.png",73923,9,"PAR","zag","Provável",-0.1,1.87,-0.18,0.24,"Paraná",1,4,1,2,2,2,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","Luis Leandro Desábato","desabato","Desábato","https://s.glbimg.com/es/sde/f/2018/04/09/849b6dffedf69d16c97188a32027f6a9_FORMATO.png",73936,9,"VAS","mei","Provável",1.8,7.47,-0.13,3.32,"Vasco",NA,7,NA,2,7,NA,18,18,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"407","Walisson Moreira Farias Maia","walisson-maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2018/03/21/24015c9080aa3347098cfb88e90348e8_FORMATO.png",73991,9,"VIT","zag","Contundido",0,5.06,0,3.25,"Vitória",1,2,NA,NA,1,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","José Élber Pimentel da Silva","elber","Élber","https://s.glbimg.com/es/sde/f/2018/03/21/1b00098477bad4e60d3bc520dc464ab7_FORMATO.png",74140,9,"BAH","mei","Provável",0,5.27,0,3.47,"Bahia",3,4,6,NA,10,NA,18,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"409","Claudio Winck Neto","claudio-winck","Claudio Winck","https://s.glbimg.com/es/sde/f/2018/04/12/c30228fd68db0c7f81326317ddc62ba6_FORMATO.png",74074,9,"SPO","lat","Contundido",0,3.96,0,2.75,"Sport",1,11,2,2,8,NA,15,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"410","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2018/05/17/841f78d103e083bd0e8af280fcb5ffe8_FORMATO.png",74061,9,"BOT","gol","Contundido",0,14.65,0,8.05,"Botafogo",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,7,2,NA,NA
"411","Luiz Antonio de Souza Soares","luiz-antonio","Luiz Antonio ","https://s.glbimg.com/es/sde/f/2018/05/24/edf4dd094110043e058966b3cc9cc4c5_FORMATO.png",74060,9,"CHA","mei","Nulo",0,6.4,0,3.5,"Chapecoense",NA,1,NA,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","Edigar Junio Teixeira Lima ","edigar-junio","Edigar Junio","https://s.glbimg.com/es/sde/f/2018/03/21/9c46c9f1269d97acf20157efb70009cc_FORMATO.png",74271,9,"BAH","ata","Nulo",0,9.88,0,5.06,"Bahia",NA,7,3,1,7,1,7,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA
"413","Leonardo Fabiano da Silva e Silva","leonardo-silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2018/05/07/76bcd627f9b56262f6ad6cce8983b430_FORMATO.png",68925,9,"ATL","zag","Provável",0,9.37,0,1.9,"Atlético-MG",NA,NA,NA,1,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","Wanderson Ferreira de Oliveira","valdivia","Valdívia","https://s.glbimg.com/es/sde/f/2018/05/26/75c304a1f1cde884588ed6ddfc634cf1_FORMATO.png",85423,9,"SAO","mei","Nulo",0,5.66,0,1.4,"São Paulo",NA,4,NA,NA,6,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","Alejandro Abraham Guerra Morales","guerra","Guerra","https://s.glbimg.com/es/sde/f/2017/02/19/fa873321a36da270244cf230ac534a50_FORMATO.png",74213,9,"PAL","mei","Contundido",0,7.89,0,2.23,"Palmeiras",NA,5,1,1,1,NA,7,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"416","Osmar Loss","osmar-loss","Osmar Loss","https://s.glbimg.com/es/sde/f/2018/05/23/01c6dae8fee10d4a5a525a2c245e55a7_FORMATO.png",77552,9,"COR","tec","Provável",1.61,10.9,-0.81,3.68,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Eugenio Esteban Mena Reveco","mena","Mena","https://s.glbimg.com/es/sde/f/2018/03/21/9fbac764cee8990a10c184a750c868cd_FORMATO.png",77967,9,"BAH","lat","Nulo",0,7.91,0,3.43,"Bahia",NA,NA,NA,NA,1,NA,9,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"418","William de Oliveira Pottker","william-pottker","William Pottker","https://s.glbimg.com/es/sde/f/2018/04/08/06ddb3ee2ae6d52b98811b532e854970_FORMATO.png",77809,9,"INT","ata","Nulo",3.4,2.84,0.73,1,"Internacional",1,7,4,6,15,5,17,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"419","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2018/05/23/c1e09ae588439e79293d33881309f392_FORMATO.png",77959,9,"SAN","ata","Nulo",1.2,5.77,-0.16,0.53,"Santos",NA,2,NA,NA,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","Douglas Ricardo Grolli","douglas-grolli","Douglas Grolli","https://s.glbimg.com/es/sde/f/2018/03/21/ea4ba4bd9ed18698a6dad571dfdddbf9_FORMATO.png",78407,9,"BAH","zag","Nulo",0,2.89,0,0.2,"Bahia",NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Luiz Otávio Anacleto Leandro","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2018/05/25/415ca8e21d5dcca6c767a0485b2765a3_FORMATO.png",72359,9,"CEA","zag","Provável",0,7.04,0,2.83,"Ceará",3,5,NA,1,5,NA,9,17,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"422","Luis Oscar González","lucho-gonzalez","Lucho González","https://s.glbimg.com/es/sde/f/2018/05/08/8c609625e5588e4ad1fdcd2a6c478284_FORMATO.png",71479,9,"ATL","mei","Provável",-0.8,4.47,-0.82,1.11,"Atlético-PR",2,4,1,1,2,NA,19,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2018/05/23/600ec8ed7ab3b2e4b459743279ec4d6a_FORMATO.png",78248,9,"SAN","zag","Nulo",0,3.34,-0.16,0.33,"Santos",NA,3,NA,1,1,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","Renê Rodrigues Martins","rene","Renê","https://s.glbimg.com/es/sde/f/2018/05/04/d9cbd0281e5c54c7aeba457eb5b5c0b3_FORMATO.png",78445,9,"FLA","lat","Provável",4.4,12.37,-1.34,7.49,"Flamengo",1,10,1,1,7,1,32,21,2,NA,6,NA,NA,NA,NA,NA,NA,NA
"425","César Bernardo Dutra","cesar","César","https://s.glbimg.com/es/sde/f/2018/05/04/f71b2fc3dc540b79567e4897bc155101_FORMATO.png",78086,9,"FLA","gol","Nulo",0,3.35,0,-6.6,"Flamengo",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"426","Arnaldo Manoel de Almeida","arnaldo","Arnaldo","https://s.glbimg.com/es/sde/f/2018/04/12/b854b95f8d49d62715ce163bf535b942_FORMATO.png",78497,9,"CEA","lat","Nulo",0,4.42,0,1.57,"Ceará",1,3,NA,NA,3,NA,9,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"427","Douglas Alan Schuck Friedrich","douglas-friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2018/05/16/a263b1371bc6737cc4e274a26a816460_FORMATO.png",78584,9,"BAH","gol","Provável",6.7,3.93,1.57,1.4,"Bahia",2,NA,NA,NA,2,NA,4,NA,NA,NA,2,NA,NA,1,8,11,NA,1
"428","Jean Mota Oliveira de Sousa","jean-mota","Jean Mota","https://s.glbimg.com/es/sde/f/2018/05/23/e95e3279b90476741de13a56e388d9e2_FORMATO.png",78548,9,"SAN","mei","Provável",6.5,11.33,0.72,5.56,"Santos",NA,13,10,9,11,NA,29,16,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"429","Ricardo Dias Acosta","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2018/05/25/d1aa684a9cd6db81f6b731e89f9ae993_FORMATO.png",78577,9,"CEA","mei","Provável",0.1,4.39,-0.04,1.92,"Ceará",NA,7,1,1,6,1,15,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Willian Souza Arão da Silva","willian-arao","Willian Arão","https://s.glbimg.com/es/sde/f/2018/05/04/7eaa4c1c2e6b64b02a95ce12d0d027c4_FORMATO.png",78478,9,"FLA","mei","Nulo",0,4.58,0,1.45,"Flamengo",1,4,NA,NA,NA,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Alex Broch Amado","alex-amado","Alex Amado","https://s.glbimg.com/es/sde/f/2018/05/25/055b1d0fb6c075db8e35833a078cc79a_FORMATO.png",78475,9,"CEA","ata","Nulo",0,4,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Bryan Silva Garcia","bryan","Bryan","https://s.glbimg.com/es/sde/f/2018/03/21/a8f3ed5f7b584d647a494bae8c83e9f0_FORMATO.png",78632,9,"VIT","lat","Contundido",0,7,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Gabriel Girotto Franco","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/03/20/f7f3ef2aa7e013b4bf918f93353c9027_FORMATO.png",78605,9,"COR","mei","Provável",2.6,11.4,-0.42,4.91,"Corinthians",3,16,1,2,11,NA,13,24,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"434","Ramiro Moschen Benetti","ramiro","Ramiro","https://s.glbimg.com/es/sde/f/2018/05/21/b542f6b29859cc988c01d38d2b6e75b2_FORMATO.png",78715,9,"GRE","mei","Dúvida",1.2,4.74,0.25,0.6,"Grêmio",4,11,1,3,11,2,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","Jonatas Elias Belusso","jonatas-belusso","Jonatas Belusso","https://s.glbimg.com/es/sde/f/2018/03/21/155f4a413a5e54cbda24a44dd83b3e7d_FORMATO.png",78763,9,"VIT","ata","Contundido",0,5,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2018/05/21/59123042289044af192df7b66ec997d5_FORMATO.png",78077,9,"GRE","lat","Nulo",0,6.98,0,4.25,"Grêmio",NA,1,1,2,4,NA,6,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"437","Petros Mateus dos Santos Araújo","petros","Petros","https://s.glbimg.com/es/sde/f/2018/05/26/f4dc7e2a98ac687c63b75ab300484e6c_FORMATO.png",78891,9,"SAO","mei","Nulo",2.4,8.51,-0.35,4.28,"São Paulo",NA,6,NA,NA,6,NA,3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","Richard de Oliveira da Costa","richard","Richard","https://s.glbimg.com/es/sde/f/2018/03/21/dafe5b45d701a96a952c6fb9a210aff9_FORMATO.png",78851,9,"PAR","gol","Nulo",0,4.18,0,0.25,"Paraná",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA
"439","Thiago Martins Bueno","thiago-martins","Thiago Martins","https://s.glbimg.com/es/sde/f/2018/03/01/7d136da5ad6a68f1279a5a3bc3c16615_FORMATO.png",83615,9,"PAL","zag","Provável",0,5.3,0,2.7,"Palmeiras",NA,3,1,1,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"440","Marinaldo dos Santos Oliveira","naldo","Naldo","https://s.glbimg.com/es/sde/f/2018/05/25/f27f8c84b95126a4dcb1cffaf4630800_FORMATO.png",78897,9,"CEA","mei","Nulo",0,1.98,0,-0.8,"Ceará",1,2,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2018/04/08/d62e4f24b1b01196c8a645026d8091b2_FORMATO.png",78865,9,"INT","mei","Suspenso",-3.6,10.17,-1.59,4.09,"Internacional",3,20,2,1,12,1,13,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Thiago dos Santos","thiago-santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2018/03/21/bb96e12d42dead8632e9cf0a06183eec_FORMATO.png",78866,9,"PAR","ata","Provável",8.7,2.84,1.46,3.85,"Paraná",2,3,NA,1,3,2,2,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"443","Thiago dos Santos","thiago-santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2017/04/18/2d51cc56ccd1291d116060e00ca663b6_FORMATO.png",78855,9,"PAL","mei","Nulo",3,6.97,0.37,3.58,"Palmeiras",1,9,1,NA,5,NA,4,15,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"444","Moisés Ribeiro Santos","moises-ribeiro","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,9,"CHA","mei","Suspenso",0,4,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2018/05/23/eb04770f3da8a1f12c1c106ae49306e1_FORMATO.png",79035,9,"SAN","zag","Nulo",0,4,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Leandro Marcos Pereira","leandro-pereira","Leandro Pereira","https://s.glbimg.com/es/sde/f/2018/04/20/66bf3e845077a9349722635410bed305_FORMATO.png",78968,9,"CHA","ata","Suspenso",1.2,6.66,0.14,3.58,"Chapecoense",1,10,3,4,11,3,4,8,NA,2,NA,1,1,NA,NA,NA,NA,NA
"447","Tiago Pagnussat","tiago","Tiago ","https://s.glbimg.com/es/sde/f/2018/03/21/d0b3cd897f4a410323886fb6d92bd822_FORMATO.png",79042,9,"BAH","zag","Provável",7,8.5,0.51,5.6,"Bahia",NA,9,3,4,3,1,6,11,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"448","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2018/04/08/b6cd86f9590fd3e82cb545ac74dc8c41_FORMATO.png",79113,9,"INT","zag","Nulo",10.9,17.55,0.76,7.68,"Internacional",4,14,NA,1,7,1,18,32,1,NA,5,NA,NA,NA,NA,NA,NA,NA
"449","Nery Rubén Bareiro Zorrilla","nery-bareiro","Nery Bareiro","https://s.glbimg.com/es/sde/f/2018/05/24/0c06a4174eedc3d6995146e7fc6bd3b2_FORMATO.png",79276,9,"CHA","zag","Nulo",0,5,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Guilherme Bitencourt da Silva","guilherme-biteco","Guilherme Biteco","https://s.glbimg.com/es/sde/f/2018/03/21/99b739570272c9b1d4c9ce878c22407c_FORMATO.png",79064,9,"PAR","mei","Nulo",6,5.37,1.28,1.6,"Paraná",1,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"451","Joeliton Lima Santos","mansur","Mansur","https://s.glbimg.com/es/sde/f/2018/03/21/58740180fa39ea528e64aa42ba67215c_FORMATO.png",79553,9,"PAR","lat","Nulo",0,4.91,0,2.6,"Paraná",NA,11,2,2,5,NA,13,7,NA,NA,2,1,1,NA,NA,NA,NA,NA
"452","Ricardo César Dantas da Silva","ricardo-silva","Ricardo Silva","https://s.glbimg.com/es/sde/f/2018/04/20/295c4ab26ba72d42690b414ec721c2ea_FORMATO.png",79334,9,"AME","zag","Nulo",0,3,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Roger Machado Marques","roger-machado","Roger Machado ","https://s.glbimg.com/es/sde/f/2018/03/01/212d053449b688cbf5c418199f7d8e8d_FORMATO.png",79437,9,"PAL","tec","Provável",3.02,11.12,0.24,4.34,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Romário Marques Rodrigues","romario-rodrigues","Romário Rodrigues","https://s.glbimg.com/es/sde/f/2018/05/25/9437477289ccd352c97a67ca86f16f82_FORMATO.png",79336,9,"CEA","ata","Nulo",0,2,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Lucas Silva Borges","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2018/05/07/ca0ef33e042d0136838dfb74844f22a7_FORMATO.png",79701,9,"CRU","mei","Provável",1.5,5.27,0.36,2.98,"Cruzeiro",1,15,NA,6,11,NA,13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Fabiano Leissmann","fabiano","Fabiano","https://s.glbimg.com/es/sde/f/2018/03/21/80a060ad2737a4abce46a048d853c93e_FORMATO.png",79887,9,"INT","lat","Nulo",0,9.59,0,5.55,"Internacional",1,4,NA,1,1,NA,12,9,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"457","Antônio Carlos Cunha Capocasali Júnior","antonio-carlos","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",79702,9,"PAL","zag","Suspenso",-2.8,7.98,-0.3,3.32,"Palmeiras",3,10,1,1,5,1,14,8,NA,1,3,2,NA,NA,NA,NA,NA,NA
"458","Brenner Marlos Varanda de Oliveira","brenner","Brenner","https://s.glbimg.com/es/sde/f/2018/05/17/76f9aa43f58c549a5956db25ad0804f3_FORMATO.png",80080,9,"BOT","ata","Nulo",0,6.36,0,3.2,"Botafogo",NA,4,3,4,13,2,7,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"459","Nadson da Silva Almeida","nadson","Nadson","https://s.glbimg.com/es/sde/f/2017/04/25/9c0263cf980f89da4cca8b6bc120585f_FORMATO.png",80140,9,"CHA","mei","Nulo",0,1.61,0,0.07,"Chapecoense",NA,2,NA,NA,3,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Jadson Alves dos Santos","jadson","Jadson","https://s.glbimg.com/es/sde/f/2018/01/21/0c060ebb8aea4462398eb955f393f2b5_FORMATO.png",80129,9,"FLU","mei","Provável",2.6,8.98,-0.29,3.4,"Fluminense",2,16,3,4,13,NA,24,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Luiz Ricardo Alves","sassa","Sassá","https://s.glbimg.com/es/sde/f/2018/05/07/89b8e9b3d830ff681500c63572397636_FORMATO.png",79578,9,"CRU","ata","Suspenso",6.2,2.92,1.09,0.7,"Cruzeiro",3,17,1,6,12,7,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"462","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2018/04/09/abd9b0f5946442941bcc7ff393a5eee9_FORMATO.png",80196,9,"VAS","lat","Provável",10.6,17.32,-0.37,8.58,"Vasco",NA,4,9,6,26,2,20,8,1,3,1,1,NA,NA,NA,NA,NA,NA
"463","Odair Souza ","nenen","Nenén","https://s.glbimg.com/es/sde/f/2018/05/24/42f440f0883376df8bb747b658bbc47d_FORMATO.png",79892,9,"CHA","mei","Nulo",0,2.08,0,0.1,"Chapecoense",NA,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2018/03/21/5c1c52f3afc41a4404dd7b1c888f2124_FORMATO.png",80189,9,"BAH","zag","Provável",1.6,7.01,0.05,2.71,"Bahia",2,6,1,NA,7,NA,15,7,NA,NA,3,1,NA,NA,NA,NA,NA,NA
"465","Gilberto Moraes Júnior","gilberto","Gilberto ","https://s.glbimg.com/es/sde/f/2018/01/21/d231b19c8df41a4d02546bee8dad040b_FORMATO.png",80313,9,"FLU","lat","Provável",0,9.37,0,7.26,"Fluminense",NA,8,1,3,12,1,16,15,2,1,3,NA,1,NA,NA,NA,NA,NA
"466","Marcos Junio Lima dos Santos","marcos-junior","Marcos Junior","https://s.glbimg.com/es/sde/f/2018/01/21/9e2b3f7cad84245a7922f06c4731bcc0_FORMATO.png",80188,9,"FLU","ata","Contundido",0,6.65,-1.41,4.16,"Fluminense",NA,4,2,4,12,5,8,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"467","Gilsivan Soares da Silva ","ivan","Ivan","https://s.glbimg.com/es/sde/f/2018/05/24/1c2dd303026c2e02bbed35cfb1595918_FORMATO.png",80326,9,"CHA","gol","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Ezequiel Jacinto de Biasi","ezequiel","Ezequiel ","https://s.glbimg.com/es/sde/f/2018/05/18/579600b8688378c79b2d26c49843ed6e_FORMATO.png",80318,9,"CRU","lat","Nulo",0,4.41,0,4.1,"Cruzeiro",1,4,NA,NA,3,NA,6,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"469","Fábio Gonçalves","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2018/06/01/b5bd22d1ec76e9e69427e3be73aadced_FORMATO.png",80393,9,"CEA","mei","Nulo",5.2,3.87,0.98,1.93,"Ceará",NA,5,NA,1,6,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Norberto Pereira Marinho Neto","norberto","Norberto ","https://s.glbimg.com/es/sde/f/2018/05/07/f4e6cde34ab5662df2e3a0a657c5c30b_FORMATO.png",80374,9,"AME","lat","Provável",-0.1,10.66,-1.23,4.7,"América-MG",2,11,1,NA,8,NA,11,17,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"471","Arthur Caíke do Nascimento Cruz","arthur","Arthur ","https://s.glbimg.com/es/sde/f/2017/04/24/56939ae4c18f332e1a3bb20305de4f33_FORMATO.png",80337,9,"CHA","ata","Provável",8.2,10.97,-0.26,6.27,"Chapecoense",1,13,1,13,21,1,17,9,NA,4,NA,1,NA,NA,NA,NA,NA,NA
"472","Matheus Caldeira Vidotto de Oliveira","matheus-vidotto","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_FORMATO.png",80286,9,"COR","gol","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Edson Felipe da Cruz","edson","Edson","https://s.glbimg.com/es/sde/f/2018/03/21/4e079be2718f82735191cef518c39bb2_FORMATO.png",80370,9,"BAH","mei","Nulo",5.7,7.04,-0.1,6.95,"Bahia",NA,3,NA,NA,5,NA,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Renato Vieira Rodrigues","renatinho","Renatinho","https://s.glbimg.com/es/sde/f/2018/03/20/612e75f9bc41ddd0a161e522aaee90ef_FORMATO.png",80395,9,"BOT","mei","Nulo",0,5.23,0,3.45,"Botafogo",1,3,3,2,5,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Luiz Gustavo Tavares Conde","luiz-gustavo","Luiz Gustavo","https://s.glbimg.com/es/sde/f/2018/04/09/e1b71699a8daa2fdedb0782cd158c58b_FORMATO.png",80573,9,"VAS","zag","Provável",2.9,3.89,-0.02,3.6,"Vasco",1,4,NA,NA,1,NA,6,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"476","Lucas Rafael Araujo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2018/03/01/8596087ee3b876941e59b282b29cfcb2_FORMATO.png",80583,9,"PAL","mei","Nulo",0,7.07,0,1.75,"Palmeiras",2,15,NA,3,8,NA,13,10,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"477","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,9,"GRE","zag","Nulo",0,17.65,0,8.57,"Grêmio",1,1,NA,1,NA,NA,2,12,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"478","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",80692,9,"PAL","zag","Nulo",0,5,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Alejandro Ariel Cabral","ariel-cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2018/05/18/f33acc95e50fe26abc27ac1d525bb4a4_FORMATO.png",80363,9,"CRU","mei","Nulo",0,4.57,0,2.02,"Cruzeiro",2,5,NA,1,3,NA,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
