"player_slug","player_id","player_nickname","player_team","player_position","price_cartoletas","score_mean","score_no_cleansheets_mean","diff_home_away_s","n_games","score_mean_home","score_mean_away","shots_x_mean","fouls_mean","RB_mean","PE_mean","A_mean","I_mean","FS_mean","FF_mean","G_mean","DD_mean","DP_mean"
"diego",38909,"Diego","262","mei",10.12,4.02692307692308,4.02692307692308,2.14994011174246,26,6.10714285714286,1.41,1.42307692307692,1.84615384615385,1.19230769230769,3.65384615384615,0.115384615384615,0.307692307692308,3.15384615384615,0.846153846153846,0.230769230769231,0,0
"ricardo-oliveira",38910,"Ricardo Oliveira","282","ata",11.9,5.275,5.275,1.4783411819107,38,6.69411764705882,3.26470588235294,2.16666666666667,1.5,0.333333333333333,1.22222222222222,0.194444444444444,0.638888888888889,1.02777777777778,0.888888888888889,0.361111111111111,0,0
"nene",38913,"Nenê","276","mei",10.32,3.84,3.84,0.0942015783034407,35,4.46666666666667,3.65,1.37142857142857,1.05714285714286,0.714285714285714,3.11428571428571,0.142857142857143,0.285714285714286,2.02857142857143,0.628571428571429,0.228571428571429,0,0
"amaral",42232,"Amaral","315","mei",3.81,1.76086956521739,1.76086956521739,-0.547455606929442,23,1.56,1.95454545454545,0.391304347826087,1.78260869565217,1.65217391304348,0.91304347826087,0,0.0434782608695652,0.565217391304348,0.217391304347826,0,0,0
"cassio",42234,"Cássio","264","gol",9.22,3.37777777777778,3.48888888888889,-0.304140575478236,27,4.74615384615385,2.25833333333333,0,0.185185185185185,0.037037037037037,0.592592592592593,0,0,0.0740740740740741,0,0,1.2962962962963,0
"marcio-azevedo",42491,"Márcio Azevedo","293","lat",4.64,1.6,1.1,-0.476178201314381,10,2.06666666666667,0.66,0.2,0.8,0.9,1.5,0,0,1.4,0.1,0,0,0
"fagner",42500,"Fagner","264","lat",9.55,3.835,2.335,0.0206231753599655,20,5.1,2.75555555555556,0.3,1.2,1.85,4.4,0.2,0,1.15,0.2,0,0,0
"rhodolfo",42501,"Rhodolfo","262","zag",9.1,5.42727272727273,2.24545454545455,-0.576833456541055,11,4.28333333333333,4.73333333333333,0.272727272727273,0.272727272727273,1.36363636363636,1,0,0.0909090909090909,0.363636363636364,0.0909090909090909,0.0909090909090909,0,0
"ernando",49651,"Ernando","292","zag",5.18,2.59032258064516,1.13870967741936,-0.39116118665177,31,3.21875,1.51538461538462,0.193548387096774,0.709677419354839,1.03225806451613,1.09677419354839,0,0,0.548387096774194,0.0967741935483871,0,0,0
"julio-cesar",49673,"Júlio César","266","gol",8.7,3.66,4.03142857142857,0.150856948569917,35,5.76666666666667,0.4125,0,0.0857142857142857,0.0285714285714286,0.514285714285714,0,0,0.257142857142857,0,0,1.31428571428571,0.0285714285714286
"everton",50301,"Everton","276","mei",9.32,3.13461538461538,3.13461538461538,0.613623058282695,26,4.39,2.59285714285714,0.807692307692308,1.61538461538462,0.730769230769231,2.76923076923077,0.230769230769231,0.538461538461538,2,0.346153846153846,0.192307692307692,0,0
"adilson",50307,"Adilson","282","mei",6.33,2.57272727272727,2.57272727272727,-0.938839199022954,22,2.06666666666667,3.2,0.272727272727273,2,2.45454545454545,1.77272727272727,0,0,1.5,0.272727272727273,0,0,0
"elicarlos",50313,"Elicarlos","315","mei",6.09,3.16923076923077,3.16923076923077,0.224666891942236,26,3.75384615384615,2.69090909090909,0.615384615384615,1.46153846153846,1.65384615384615,1.30769230769231,0,0,1.69230769230769,0.307692307692308,0.0769230769230769,0,0
"hudson",50324,"Hudson","276","mei",9.85,3.79032258064516,3.79032258064516,1.35254993664318,31,5.43571428571429,2.24375,0.967741935483871,2.38709677419355,2.80645161290323,1.29032258064516,0,0.129032258064516,1.2258064516129,0.709677419354839,0.032258064516129,0,0
"kayke",50402,"Kayke","266","ata",3.58,0.418181818181818,0.418181818181818,0.329063840499014,11,0.94,-0.32,1,1.90909090909091,0.636363636363636,0.909090909090909,0,0.363636363636364,0.181818181818182,0.363636363636364,0,0,0
"eduardo",50645,"Eduardo","315","lat",7.18,3.70344827586207,2.32413793103448,0.661709374544831,29,4.86923076923077,2.15714285714286,0.275862068965517,1.48275862068966,1.79310344827586,2.96551724137931,0.137931034482759,0,0.96551724137931,0.206896551724138,0,0,0
"henrique",50856,"Henrique","264","zag",9.25,2.82285714285714,1.25142857142857,0.506067509132919,35,4.34705882352941,1.025,0.342857142857143,0.8,0.742857142857143,0.628571428571429,0,0.0285714285714286,0.514285714285714,0.257142857142857,0.0571428571428571,0,0
"everton-ribeiro",51772,"Éverton Ribeiro","262","mei",6.93,4.11428571428571,4.11428571428571,0.59897106320243,35,4.78125,3.01176470588235,1.37142857142857,1.54285714285714,1.51428571428571,3.88571428571429,0.142857142857143,0.0571428571428571,1.8,0.685714285714286,0.171428571428571,0,0
"victor",52950,"Victor","282","gol",11.31,4.05128205128205,4.71794871794872,0.489666131387004,41,5.77777777777778,2.35789473684211,0,0.0769230769230769,0,0.641025641025641,0,0,0.128205128205128,0,0,1.66666666666667,0
"elias",54395,"Elias","282","mei",6.32,3.30882352941177,3.30882352941177,0.919751259329236,36,4.725,2.35,0.882352941176471,1.38235294117647,1.44117647058824,2.08823529411765,0.117647058823529,0.147058823529412,1.08823529411765,0.529411764705882,0.147058823529412,0,0
"marquinhos",60788,"Marquinhos","327","ata",5.49,1.45,1.45,0.572755511047805,16,2.52,0.8,0.5625,0.4375,0.375,2.5,0.0625,0.125,1.125,0.1875,0.0625,0,0
"felipe-azevedo",60825,"Felipe Azevedo","204","ata",5.75,2.2,2.2,0.711377222193312,29,3.24166666666667,1.26,0.793103448275862,0.827586206896552,0.724137931034483,1.58620689655172,0.103448275862069,0.0344827586206897,1.06896551724138,0.413793103448276,0.0344827586206897,0,0
"luan",60834,"Luan","327","ata",6.98,1.63846153846154,1.63846153846154,-0.575907294825682,26,1.61538461538462,2.06363636363636,0.923076923076923,2.34615384615385,1.19230769230769,2.80769230769231,0.115384615384615,0.269230769230769,2.38461538461538,0.730769230769231,0.0384615384615385,0,0
"jael",60859,"Jael","284","ata",4.43,2.85,2.85,3.28803938170804,20,5.54545454545455,-1.3,0.95,1.4,0.35,2.35,0.1,0.1,1.15,0.35,0.3,0,0
"gilberto",61188,"Gilberto","265","ata",12.54,5.31578947368421,5.31578947368421,2.7459672203863,19,8.7,2.87777777777778,2,1,0.842105263157895,1.73684210526316,0,0.157894736842105,1.57894736842105,1.15789473684211,0.368421052631579,0,0
"camilo",62009,"Camilo","285","mei",3.71,2.07692307692308,2.07692307692308,0.6946013463222,13,3.3,1.35,0.846153846153846,0.461538461538462,0.384615384615385,1.76923076923077,0.153846153846154,0.153846153846154,0.615384615384615,0.692307692307692,0.0769230769230769,0,0
"edimar",62024,"Edimar","276","lat",4.41,3.66666666666667,1.33333333333333,0.194856833530115,15,4.44444444444445,2.66,0.2,0.933333333333333,1,1.2,0.0666666666666667,0,0.733333333333333,0.2,0,0,0
"para",62086,"Pará","262","lat",3.29,3.41111111111111,0.633333333333333,-0.537101118951578,18,4.3375,2.8375,0.222222222222222,1.77777777777778,1,2.33333333333333,0.0555555555555556,0.111111111111111,1.22222222222222,0.111111111111111,0,0,0
"vanderlei",62121,"Vanderlei","277","gol",14.43,3.70857142857143,3.82285714285714,-0.534763922622785,35,4.85,3.02941176470588,0,0,0,0.257142857142857,0,0,0.257142857142857,0,0,1.25714285714286,0
"wellington",62129,"Wellington","293","mei",1.97,0.875,0.875,0.253331597033012,20,1.55454545454545,0.4375,0.55,2,1.2,1.2,0,0,0.2,0.35,0.05,0,0
"werley",62974,"Werley","267","zag",5.95,2.99285714285714,1.20714285714286,-0.355089172470261,14,3.47142857142857,2.36,0.5,1.07142857142857,1.28571428571429,1.78571428571429,0,0,0.714285714285714,0.357142857142857,0,0,0
"willian-farias",63058,"Willian Farias","287","mei",4.24,1.93333333333333,1.93333333333333,0.718146435264112,21,3.05,1.05555555555556,0.428571428571429,1.14285714285714,1.42857142857143,1.19047619047619,0.0476190476190476,0.0476190476190476,0.571428571428571,0.380952380952381,0,0,0
"douglas",63128,"Douglas","315","zag",8.16,3.12258064516129,1.50967741935484,-1.16663793453595,31,2.63571428571429,3.41333333333333,0.32258064516129,1.38709677419355,1.32258064516129,0.67741935483871,0,0,0.645161290322581,0.258064516129032,0,0,0
"moises",63158,"Moisés","275","mei",5.89,2.45384615384615,2.45384615384615,0.407305982213676,26,3.10769230769231,1.7,0.615384615384615,1.34615384615385,1.61538461538462,2.19230769230769,0,0,1,0.307692307692308,0.0769230769230769,0,0
"paulao",63172,"Paulão","327","zag",4.25,1.075,0.241666666666667,-0.847013352149497,12,0.52,0.48,0.333333333333333,1.33333333333333,1.16666666666667,1.16666666666667,0,0.25,0.5,0.25,0,0,0
"carlinhos",63194,"Carlinhos","327","lat",11.01,4.15185185185185,2.85555555555556,0.978840376769995,27,5.9,2.70833333333333,0.851851851851852,2.25925925925926,2.03703703703704,2.88888888888889,0.0740740740740741,0.148148148148148,1.11111111111111,0.37037037037037,0.0740740740740741,0,0
"luan",63219,"Luan","282","ata",14.77,4.33513513513514,4.33513513513514,-0.327460758775524,39,4.33125,4.31052631578947,1.08108108108108,1.91891891891892,2.40540540540541,3.05405405405405,0.135135135135135,0.108108108108108,1.21621621621622,0.702702702702703,0.0810810810810811,0,0
"edenilson",63289,"Edenílson","285","mei",9.24,2.834375,2.834375,1.5838489018962,32,4.55,0.921428571428571,0.625,1.3125,1.375,2.28125,0.15625,0.0625,1.28125,0.375,0.09375,0,0
"rodrigo-moledo",63354,"Rodrigo Moledo","285","zag",12.74,5.776,3.176,0.964781241930643,25,7.27692307692308,3.74,0.72,1.16,1.84,1.2,0,0.08,1.2,0.48,0.08,0,0
"andre",68690,"André","284","ata",6.55,1.36086956521739,1.36086956521739,0.813557557044634,23,2.65454545454545,0.48,1.08695652173913,2.17391304347826,0.434782608695652,1.78260869565217,0,0.565217391304348,1.39130434782609,0.608695652173913,0.173913043478261,0,0
"camacho",68770,"Camacho","293","mei",4.51,2.09473684210526,2.09473684210526,-0.194961545264418,19,2.43333333333333,2.1625,0.421052631578947,1.78947368421053,1.89473684210526,1.94736842105263,0,0,0.736842105263158,0.263157894736842,0.0526315789473684,0,0
"maxi-lopez",68800,"Maxi López","267","ata",8.12,3.74210526315789,3.74210526315789,-0.251616915530894,19,4.375,4.21111111111111,1.57894736842105,3.36842105263158,0.263157894736842,1.94736842105263,0.315789473684211,0.368421052631579,1.15789473684211,0.789473684210526,0.368421052631579,0,0
"marcelo-lomba",68872,"Marcelo Lomba","285","gol",8.9,4.82916666666667,4.24583333333333,-1.72465654245927,24,3.76666666666667,6.2,0,0.0416666666666667,0.0416666666666667,0.291666666666667,0,0,0.208333333333333,0,0,1.41666666666667,0
"paulo-victor",68873,"Paulo Victor","284","gol",7.64,3.505,3.055,-1.95716429576065,20,2.58888888888889,3.08888888888889,0,0.1,0,0.4,0,0,0.15,0,0,1.1,0
"digao",68886,"Digão","266","zag",6.52,3.62916666666667,1.54583333333333,0.276087390379712,24,5.58333333333333,1.59,0.416666666666667,1.58333333333333,1.33333333333333,1.41666666666667,0,0,0.5,0.208333333333333,0.0416666666666667,0,0
"gum",68887,"Gum","266","zag",6.37,2.98518518518519,0.948148148148148,-0.0642461679624725,27,4.22666666666667,1.16363636363636,0.444444444444444,1.44444444444444,0.962962962962963,1.96296296296296,0.037037037037037,0.037037037037037,0.518518518518518,0.296296296296296,0.037037037037037,0,0
"rodrigo-pimpao",68901,"Rodrigo Pimpão","263","ata",3.49,1.22068965517241,1.22068965517241,-0.856851835743082,29,0.821428571428571,1.8,0.758620689655172,1.24137931034483,0.896551724137931,1.6551724137931,0,0,0.862068965517241,0.448275862068966,0.0344827586206897,0,0
"diego-souza",68911,"Diego Souza","276","mei",11.06,3.99354838709678,3.99354838709678,0.552574006240452,31,5.15333333333333,3.47142857142857,1.38709677419355,1.45161290322581,0.225806451612903,1.96774193548387,0.0967741935483871,0.483870967741935,1.38709677419355,0.580645161290323,0.387096774193548,0,0
"dudu",68920,"Dudu","275","ata",17.35,6.53,6.53,-0.613254765998075,30,6.13125,6.65,1.86666666666667,1.26666666666667,0.6,3.46666666666667,0.466666666666667,0.133333333333333,4.23333333333333,0.733333333333333,0.233333333333333,0,0
"leonardo-silva",68925,"Leonardo Silva","282","zag",9.98,4.584,2.584,-0.332820716597602,27,4.96666666666667,4.69090909090909,0.68,1.8,1.68,2.28,0,0.16,1.24,0.32,0.16,0,0
"kieza",68930,"Kieza","263","ata",7.09,3.98846153846154,3.98846153846154,0.507417889233999,26,4.78666666666667,3.19,1.34615384615385,1.11538461538462,0.307692307692308,1.5,0.0769230769230769,0.346153846153846,2.15384615384615,0.5,0.269230769230769,0,0
"manoel",69014,"Manoel","283","zag",4.95,2.42,0.42,-0.619508930248271,15,3.875,1.76666666666667,0.133333333333333,1.33333333333333,0.6,1.66666666666667,0,0.0666666666666667,0.866666666666667,0.0666666666666667,0.0666666666666667,0,0
"marcelo-cirino",69022,"Marcelo Cirino","293","ata",5.59,2.70666666666667,2.70666666666667,1.93071851577259,15,5.2,0.916666666666667,1,0.933333333333333,0.466666666666667,1.86666666666667,0,0.0666666666666667,0.733333333333333,0.533333333333333,0.266666666666667,0,0
"pablo",69138,"Pablo","293","ata",10.22,4.9,4.9,2.93285636386272,31,8.025,1.85,1.93548387096774,2.41935483870968,1.19354838709677,1.12903225806452,0.0645161290322581,0.774193548387097,0.806451612903226,0.870967741935484,0.354838709677419,0,0
"victor-ferraz",70046,"Victor Ferraz","277","lat",11.12,4.87333333333333,2.87333333333333,0.943590661882921,30,6.30769230769231,3.58,0.5,0.966666666666667,2,2.53333333333333,0,0.166666666666667,0.5,0.2,0.1,0,0
"fellipe-bastos",70116,"Fellipe Bastos","292","mei",9.73,3.66785714285714,3.66785714285714,0.171822750639415,28,3.98461538461539,3.02142857142857,1.71428571428571,1.42857142857143,1.85714285714286,3.17857142857143,0.0714285714285714,0.0357142857142857,1,1.07142857142857,0.0357142857142857,0,0
"wescley",70925,"Wescley","204","mei",4.07,2.51818181818182,2.51818181818182,-2.98991075947528,11,-0.28,4.725,0.909090909090909,1.45454545454545,0.727272727272727,1.72727272727273,0,0.0909090909090909,0.454545454545455,0.454545454545455,0.272727272727273,0,0
"bruno-henrique",70944,"Bruno Henrique","275","mei",12.26,4.69090909090909,4.69090909090909,1.47710766162606,33,6.29375,2.86666666666667,1.09090909090909,2.24242424242424,1.75757575757576,1.75757575757576,0.0909090909090909,0,1.18181818181818,0.606060606060606,0.272727272727273,0,0
"vinicius",71162,"Vinícius","265","mei",4.87,1.86896551724138,1.86896551724138,1.68281589662457,29,3.91538461538462,0.1,1.37931034482759,0.655172413793103,0.413793103448276,2.41379310344828,0.0344827586206897,0.103448275862069,0.551724137931034,0.862068965517241,0.137931034482759,0,0
"lucho-gonzalez",71479,"Lucho González","293","mei",6.18,1.9,1.9,0.886073373181964,26,2.64,0.328571428571429,0.384615384615385,1.11538461538462,1.5,2.15384615384615,0.115384615384615,0.192307692307692,0.230769230769231,0.153846153846154,0.0384615384615385,0,0
"kelvin",71549,"Kelvin","267","ata",5.38,2.11176470588235,2.11176470588235,0.800554246560805,17,3.03333333333333,0.883333333333333,0.588235294117647,0.529411764705882,0.470588235294118,1.23529411764706,0.117647058823529,0,1.05882352941176,0.235294117647059,0.0588235294117647,0,0
"fernando-miguel",71571,"Fernando Miguel","267","gol",7.37,3.16428571428571,4.16428571428572,-1.06245091596799,14,4.78333333333333,1.65,0,0.0714285714285714,0,0.285714285714286,0,0,0.0714285714285714,0,0,1.28571428571429,0.0714285714285714
"weverton",71631,"Weverton","275","gol",7.98,4.06086956521739,2.6695652173913,-0.799334547042125,23,4.53,3.44545454545455,0,0.0434782608695652,0,0.521739130434783,0,0,0.0869565217391304,0,0,0.956521739130435,0
"elton",71719,"Elton","265","mei",7.56,3.01785714285714,3.01785714285714,0.536795738845612,28,3.80666666666667,2.15454545454545,0.75,3.03571428571429,2.5,1.64285714285714,0.142857142857143,0.0357142857142857,0.464285714285714,0.464285714285714,0,0,0
"thiago-galhardo",71844,"Thiago Galhardo","267","mei",6.61,2.34545454545455,2.34545454545455,-0.616164457387204,22,2.30909090909091,2.83333333333333,0.681818181818182,1.63636363636364,0.954545454545455,2.63636363636364,0.0909090909090909,0.136363636363636,1.31818181818182,0.227272727272727,0.136363636363636,0,0
"michel",71920,"Michel ","284","mei",4.58,3.14,3.14,1.53339513987782,10,6.5,2.96666666666667,0.4,1.3,2.8,2.6,0.1,0.1,0.5,0.4,0,0,0
"juninho",71937,"Juninho","204","mei",6.02,4.03333333333333,4.03333333333333,-0.110136157871011,15,4.51666666666667,4.08571428571429,1.4,2.06666666666667,2.53333333333333,3.26666666666667,0,0,1.06666666666667,0.8,0.0666666666666667,0,0
"bruno-cortez",72079,"Bruno Cortez","284","lat",15.42,5.22307692307692,1.76153846153846,-0.454230814836384,26,4.73571428571429,5.24,0.115384615384615,1.53846153846154,1.76923076923077,2.23076923076923,0,0.0769230769230769,1.26923076923077,0.0384615384615385,0,0,0
"everson",72294,"Éverson","204","gol",12.65,5.54117647058824,5.83529411764706,-1.61980731826482,34,5.525,6.13125,0.0882352941176471,0.147058823529412,0.0294117647058824,0.411764705882353,0,0,0.294117647058824,0.0588235294117647,0.0294117647058824,1.91176470588235,0
"luiz-otavio",72359,"Luiz Otávio","204","zag",10.05,4.39,2.55666666666667,-0.505693652095135,30,4.40714285714286,3.91333333333333,0.366666666666667,1,1.9,0.8,0.0333333333333333,0,0.266666666666667,0.3,0.0333333333333333,0,0
"hernane",72386,"Hernane","292","ata",6.28,4.12352941176471,4.12352941176471,-1.12551811849097,17,3.31428571428571,4.8,1.17647058823529,1.64705882352941,1.17647058823529,1.35294117647059,0.117647058823529,0.235294117647059,2.41176470588235,0.529411764705882,0.117647058823529,0,0
"samuel-xavier",73384,"Samuel Xavier","204","lat",5.05,3.75833333333333,1.88333333333333,0.97633974013849,24,5.79090909090909,2.4,0.375,2.125,1.375,2.20833333333333,0.166666666666667,0.0416666666666667,1.83333333333333,0.291666666666667,0.0416666666666667,0,0
"gabriel",73515,"Gabriel","292","mei",6.74,2.90909090909091,3.03030303030303,1.34422506591014,33,4.72,1.29375,0.909090909090909,0.848484848484849,0.727272727272727,2.24242424242424,0.0909090909090909,0.0909090909090909,1.75757575757576,0.424242424242424,0.151515151515152,0,0
"rogerio",73540,"Rogério","292","ata",9.41,3.24615384615385,3.24615384615385,0.442284022997575,26,3.71538461538462,2.24166666666667,1.65384615384615,1.07692307692308,0.538461538461538,1.15384615384615,0.0769230769230769,0.384615384615385,1.92307692307692,0.923076923076923,0.115384615384615,0,0
"bruno-alves",73620,"Bruno Alves","276","zag",10.01,4.00357142857143,1.68214285714286,0.220966655374629,28,5.12142857142857,2.875,0.428571428571429,1.96428571428571,1.46428571428571,0.964285714285714,0,0.214285714285714,0.678571428571429,0.142857142857143,0.0714285714285714,0,0
"canteros",73918,"Canteros","315","mei",7.99,2.06060606060606,2.06060606060606,-0.611019114524023,33,1.60769230769231,2.12222222222222,0.545454545454545,1.48484848484848,1.60606060606061,4.3030303030303,0.121212121212121,0.0606060606060606,0.696969696969697,0.333333333333333,0.0606060606060606,0,0
"rayan",73923,"Rayan","217","zag",2.74,1.17368421052632,0.910526315789474,-0.703388309603833,19,1.08888888888889,1.22222222222222,0.421052631578947,1.68421052631579,1.21052631578947,1.05263157894737,0,0.105263157894737,1,0.368421052631579,0,0,0
"rodinei",73992,"Rodinei","262","lat",12.5,5.19259259259259,2.6,-1.13716129434137,27,5.71538461538462,4.91538461538462,0.62962962962963,0.740740740740741,1.11111111111111,1.14814814814815,0.0740740740740741,0.037037037037037,1.14814814814815,0.296296296296296,0.037037037037037,0,0
"edigar-junio",74271,"Edigar Junio","265","ata",9.2,3.97916666666667,3.97916666666667,0.758173086465362,24,5.02,2.95,1.41666666666667,1.54166666666667,0.625,1.125,0.0416666666666667,0.125,1.625,0.708333333333333,0.25,0,0
"copete",77959,"Copete","277","ata",6.22,2.07142857142857,2.07142857142857,-1.14485872726469,14,0.6,2.12222222222222,0.357142857142857,0.714285714285714,0.928571428571429,0.857142857142857,0,0.0714285714285714,1,0.214285714285714,0.0714285714285714,0,0
"cesar",78086,"César","262","gol",4.45,5.6,4.6,0.0390177760958344,14,8.125,4.1625,0,0.0714285714285714,0,0.857142857142857,0,0,0.428571428571429,0,0,1.42857142857143,0.0714285714285714
"gustavo-henrique",78248,"Gustavo Henrique","277","zag",5.37,3.25769230769231,0.95,0.966294854791193,26,4.08571428571429,2.48,0.692307692307692,1.73076923076923,0.884615384615385,1.19230769230769,0,0.153846153846154,0.576923076923077,0.307692307692308,0.0384615384615385,0,0
"douglas-grolli",78407,"Douglas Grolli","265","zag",3.1,2.34166666666667,0.675,-0.92118038231652,12,2.9,1.5,0.5,1.5,0.666666666666667,1,0,0.0833333333333333,0.583333333333333,0.166666666666667,0.0833333333333333,0,0
"uribe",78415,"Uribe","262","ata",8.33,4.49473684210526,4.49473684210526,1.28396435389944,19,6.5625,3.5,1.52631578947368,0.684210526315789,0.526315789473684,1.21052631578947,0.105263157894737,0.315789473684211,0.578947368421053,0.842105263157895,0.315789473684211,0,0
"vitinho",78435,"Vitinho","262","ata",15.28,6.07272727272727,6.07272727272727,-1.92505735629441,22,4.87777777777778,7.87272727272727,2.40909090909091,1.95454545454545,2.04545454545455,3.40909090909091,0.227272727272727,0.0909090909090909,1.22727272727273,1.36363636363636,0.136363636363636,0,0
"rene",78445,"Renê","262","lat",14.95,6.87058823529412,4.22352941176471,-0.00250641201238329,34,7.97333333333333,6.06470588235294,0.470588235294118,1.26470588235294,2.76470588235294,3.85294117647059,0.147058823529412,0.0294117647058824,1.11764705882353,0.176470588235294,0.0588235294117647,0,0
"willian-arao",78478,"Willian Arão","262","mei",4.3,2.89565217391304,2.89565217391304,-0.226600258530112,23,3.07777777777778,2.86666666666667,0.565217391304348,1.73913043478261,1.91304347826087,1.73913043478261,0.0869565217391304,0.0434782608695652,0.695652173913043,0.391304347826087,0.0869565217391304,0,0
"jean-mota",78548,"Jean Mota","277","mei",8.89,2.93157894736842,2.93157894736842,0.34760559804077,19,3.625,2.33,1.89473684210526,1.63157894736842,1.26315789473684,2.57894736842105,0,0,1.10526315789474,0.842105263157895,0.0526315789473684,0,0
"ricardinho",78577,"Ricardinho","204","mei",3.69,1.96818181818182,1.96818181818182,-0.152219182099981,22,2.33333333333333,1.98181818181818,0.954545454545455,1.09090909090909,1.04545454545455,2.04545454545455,0.0909090909090909,0.272727272727273,0.454545454545455,0.590909090909091,0.0454545454545455,0,0
"gabriel",78605,"Gabriel","264","mei",10.96,3.944,3.944,-1.20372144961947,25,3.23333333333333,4.86666666666667,0.36,2.16,3.16,1.88,0,0,1.2,0.24,0.04,0,0
"ramiro",78715,"Ramiro","284","mei",4.27,0.966666666666667,0.966666666666667,-0.966588768133065,21,0.114285714285714,1.3,0.857142857142857,2,1.47619047619048,3,0,0.142857142857143,1.23809523809524,0.523809523809524,0,0,0
"richard",78851,"Richard","217","gol",3.38,1.50869565217391,4.50869565217391,-3.5805981783055,23,-1.42,4.7,0,0.173913043478261,0,0.260869565217391,0,0,0.347826086956522,0,0,1.56521739130435,0
"marcao-silva",78856,"Marcão Silva","292","mei",4.63,1.98666666666667,1.98666666666667,-0.777387160564128,15,1.67142857142857,2.5,0.133333333333333,2.13333333333333,2.13333333333333,2.06666666666667,0,0,1.13333333333333,0.133333333333333,0,0,0
"leandro-pereira",78968,"Leandro Pereira","315","ata",9.17,4.365625,4.365625,-0.259094612047231,32,4.18823529411765,4.03846153846154,2.25,1.875,0.5625,0.6875,0,0.6875,1.375,1,0.3125,0,0
"luiz-felipe",79035,"Luiz Felipe","277","zag",3.77,2.18333333333333,0.516666666666667,-0.92118038231652,12,1.55,1.81666666666667,0.25,1.83333333333333,1.25,1.58333333333333,0,0.166666666666667,1.08333333333333,0.25,0,0,0
"victor-cuesta",79113,"Víctor Cuesta","285","zag",16.85,5.98484848484848,3.71212121212121,0.640079749741084,33,7.60625,4.61333333333333,0.272727272727273,1.84848484848485,2.90909090909091,2.15151515151515,0.0606060606060606,0.0909090909090909,1.21212121212121,0.121212121212121,0.0606060606060606,0,0
"fabiano",79244,"Fabiano","287","lat",6.9,3.85,2.6,-0.881448044727043,12,2.73333333333333,4.175,0.333333333333333,2.16666666666667,1.83333333333333,3.16666666666667,0.166666666666667,0,0.5,0.166666666666667,0.0833333333333333,0,0
"sassa",79578,"Sassá","283","ata",2.56,1.24375,1.24375,-0.660712835896617,16,0.716666666666667,1.325,1.0625,2.3125,0.3125,0.4375,0,0.4375,1.4375,0.75,0.125,0,0
"lucas-silva",79701,"Lucas Silva","283","mei",5.57,2.47142857142857,2.47142857142857,-0.411282049918235,21,2.275,2.4125,0.80952380952381,1.9047619047619,2.0952380952381,2.42857142857143,0,0,1.14285714285714,0.619047619047619,0,0,0
"antonio-carlos",79702,"Antônio Carlos ","275","zag",7.72,2.73181818181818,1.36818181818182,0.131606162781615,22,4.45454545454545,0.84,0.5,1.09090909090909,0.863636363636364,1.59090909090909,0.0454545454545455,0.0454545454545455,0.5,0.227272727272727,0.0454545454545455,0,0
"jadson",80129,"Jadson","266","mei",7.5,2.0030303030303,2.0030303030303,1.12216544582674,33,3.41333333333333,0.65625,0.575757575757576,1.45454545454545,1.45454545454545,3.18181818181818,0.0303030303030303,0.0909090909090909,1.60606060606061,0.272727272727273,0.0606060606060606,0,0
"marcos-junior",80188,"Marcos Junior","266","ata",5.98,2.60769230769231,2.60769230769231,-0.542777167178647,26,2.56428571428571,2.95,0.807692307692308,0.576923076923077,0.576923076923077,1.38461538461538,0.115384615384615,0.307692307692308,1.42307692307692,0.307692307692308,0.0769230769230769,0,0
"lucas-fonseca",80189,"Lucas Fonseca","265","zag",7.79,2.5125,0.6375,-0.418743099737074,32,3.45882352941176,1.05384615384615,0.3125,0.875,0.8125,2.09375,0,0,0.84375,0.21875,0,0,0
"luciano",80287,"Luciano","266","ata",6.94,3.77647058823529,3.77647058823529,-0.0811252447104404,17,3.8,3.31428571428571,1.70588235294118,1.23529411764706,0.764705882352941,1.58823529411765,0.0588235294117647,0.470588235294118,1.58823529411765,0.764705882352941,0.176470588235294,0,0
"ezequiel",80318,"Ezequiel ","283","lat",5.44,3.09333333333333,1.09333333333333,-0.0285271978062763,15,4.975,1.64,0.2,2.13333333333333,1.6,2,0,0.0666666666666667,1.26666666666667,0,0,0,0
"luiz-gustavo",80573,"Luiz Gustavo","267","zag",5.8,2.98076923076923,1.63461538461538,-0.649486873847527,26,2.87142857142857,3.03,0.346153846153846,1.26923076923077,1.76923076923077,2.38461538461538,0,0.0384615384615385,1.19230769230769,0.307692307692308,0,0,0
"lucas-lima",80583,"Lucas Lima","275","mei",8.22,3.16060606060606,3.16060606060606,0.846630402757004,33,4.44285714285714,2.20588235294118,0.787878787878788,2.06060606060606,1.54545454545455,2.39393939393939,0.0909090909090909,0.181818181818182,1.48484848484848,0.454545454545455,0.151515151515152,0,0
"marlone",80944,"Marlone","292","mei",8.49,2.42666666666667,2.42666666666667,-0.258974755825241,30,2.52857142857143,2.37857142857143,1.1,0.3,0.433333333333333,2.53333333333333,0.133333333333333,0.1,1.2,0.633333333333333,0.0666666666666667,0,0
"mayke",81150,"Mayke","275","lat",8.16,5.9421052631579,2.78421052631579,-0.630566713090633,19,5.82,5.72857142857143,0.0526315789473684,1.47368421052632,2.31578947368421,1.47368421052632,0.105263157894737,0.157894736842105,0.473684210526316,0.0526315789473684,0,0,0
"cazares",81682,"Cazares","282","mei",11.79,4.63125,4.63125,-0.671907264344446,34,4.11428571428571,4.74375,2.09375,0.9375,0.90625,4.40625,0.21875,0,0.5625,1.21875,0.25,0,0
