"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","FT","I","PE","RB","G","SG","CV","DD","GS","PP","GC","DP"
"411","Ânderson Balbino Assis","balbino","Balbino","https://s.glbimg.com/es/sde/f/2016/04/30/aa305ef16d18275ce438c74c73d54e15_FORMATO.png",89227,13,"GRE","mei","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,13,"BOT","gol","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Wanderson de Jesus Martins","caju","Caju","https://s.glbimg.com/es/sde/f/2018/05/23/d542d3f59d1525cd33fbcc9032b3f111_FORMATO.png",89342,13,"SAN","lat","Nulo",0,5,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2018/05/17/abf9ba69358d2452db077b1bf905fa24_FORMATO.png",89493,13,"BOT","zag","Provável",1.2,10.26,-0.69,3.08,"Botafogo",NA,1,11,2,3,10,NA,3,24,17,2,2,NA,NA,NA,NA,1,NA
"415","Nickson Gabriel Reis Silva","nickson","Nickson","https://s.glbimg.com/es/sde/f/2018/03/21/adcd09b9b136e70edcb95ab81951f55b_FORMATO.png",89676,13,"VIT","mei","Nulo",0,2.08,0,1.6,"Vitória",NA,NA,NA,NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"416","Leandro Damião da Silva dos Santos","leandro-damiao","Leandro Damião","https://s.glbimg.com/es/sde/f/2018/04/08/c1c8646acc0c6d9b787e0bcd4ce2303c_FORMATO.png",68953,13,"INT","ata","Contundido",0,7.83,0,3.25,"Internacional",1,3,15,8,13,10,NA,4,19,3,2,NA,NA,NA,NA,NA,NA,NA
"417","Luís Carlos Rocha da Silva","pilar","Pilar","https://s.glbimg.com/es/sde/f/2018/07/19/0ba295598199da7f2a0b6f02d774acda_FORMATO.png",91649,13,"AME","ata","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2018/06/30/f007da10d35b4b545c156bfef908cd6e_FORMATO.png",68952,13,"GRE","ata","Nulo",3.3,12.27,-1.73,3.3,"Grêmio",NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","Ronaldo Luiz Alves","ronaldo-alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2018/05/24/596fc62c2e66a9ab2b5119f565e42576_FORMATO.png",68950,13,"SPO","zag","Provável",0,6.79,0,3.33,"Sport",NA,3,11,1,6,14,NA,1,13,13,NA,4,NA,NA,NA,NA,NA,NA
"420","Marlos Moreno Durán","marlos","Marlos","https://s.glbimg.com/es/sde/f/2018/05/04/71ca6ff6a0b867666327cb4eaa2cf01a_FORMATO.png",89827,13,"FLA","ata","Provável",1.5,3.78,0.38,0.91,"Flamengo",NA,1,8,2,NA,8,NA,3,2,6,NA,NA,NA,NA,NA,NA,NA,NA
"421","José Rodrigo Andrade Ramos","rodrigo-andrade","Rodrigo Andrade","https://s.glbimg.com/es/sde/f/2018/03/21/baa60af023a4a5978254d14457ae5de5_FORMATO.png",89646,13,"VIT","mei","Contundido",0,1.12,0,0.36,"Vitória",NA,3,10,1,1,5,NA,NA,10,8,NA,NA,NA,NA,NA,NA,NA,NA
"422","Leandro Henrique do Nascimento","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2018/07/16/427506f9f329b3a83b0695351930c35f_FORMATO.png",91702,13,"ATL","ata","Nulo",0,3,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Adryelson Shawann Lima Silva","adryelson","Adryelson","https://s.glbimg.com/es/sde/f/2018/05/24/8993667474efcafb24e0734c9b403ebe_FORMATO.png",91664,13,"SPO","zag","Nulo",0,3,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","Caíque França Godoy","caique-franca","Caíque França","https://s.glbimg.com/es/sde/f/2018/03/19/930bb1645127cc2974dd8b133682b00a_FORMATO.png",91808,13,"COR","gol","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425"," João Pedro Heinen Silva","joao-pedro","João Pedro","https://s.glbimg.com/es/sde/f/2018/05/09/1be6fbe0e1aa54c749ed58a1213eff8b_FORMATO.png",91687,13,"BOT","mei","Nulo",1.4,1.92,0.14,0.16,"Botafogo",NA,NA,3,1,NA,3,NA,2,8,2,NA,NA,NA,NA,NA,NA,NA,NA
"426","Leandro Alves de Carvalho","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2018/05/17/c707585981fdbf1f96e400538881eded_FORMATO.png",89885,13,"BOT","mei","Nulo",0,3,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","César Marcelo Meli","marcelo-meli","Marcelo Meli","https://s.glbimg.com/es/sde/f/2018/07/07/79d706cf00a68b31bd17a8ddd07eeb1d_FORMATO.png",89838,13,"VIT","mei","Nulo",0,7,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Christian Sávio Machado","christian","Christian","https://s.glbimg.com/es/sde/f/2018/05/07/d01cfe5d2a8f27f7a2d70e9fdb8ea900_FORMATO.png",91928,13,"AME","mei","Provável",11.2,11.29,1.6,4.93,"América-MG",NA,NA,4,1,6,12,NA,NA,15,14,1,NA,NA,NA,NA,NA,NA,NA
"429","Andrigo Oliveira de Araujo","andrigo","Andrigo","https://s.glbimg.com/es/sde/f/2018/04/09/eb909473a1499ceb91cd8c466f192cfd_FORMATO.png",89930,13,"SPO","mei","Nulo",1.5,4.89,-0.71,1.65,"Sport",NA,NA,3,4,2,2,NA,1,11,3,NA,NA,NA,NA,NA,NA,NA,NA
"430","Marlon Rodrigues Xavier","marlon","Marlon","https://s.glbimg.com/es/sde/f/2018/05/18/957dc9c05196688e737761b957122b5e_FORMATO.png",91706,13,"FLU","lat","Nulo",0,4.7,-0.09,2,"Fluminense",NA,3,12,1,4,4,NA,1,33,16,NA,2,NA,NA,NA,NA,NA,NA
"431","Douglas Moreira Fagundes","dodi","Dodi","https://s.glbimg.com/es/sde/f/2018/04/20/9dae8b824d6d7c1a316a903af9b3740e_FORMATO.png",89883,13,"FLU","mei","Provável",0,2.64,-0.24,0.92,"Fluminense",NA,2,4,NA,NA,5,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA
"432","Bruno de Jesus Pacheco","bruno-pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2018/05/24/bcba131b890d61329d3dd3d53d25182e_FORMATO.png",90061,13,"CHA","lat","Provável",1.1,6.46,-0.75,4,"Chapecoense",NA,3,18,NA,4,21,NA,NA,24,25,NA,3,NA,NA,NA,NA,NA,NA
"433","Lucas Marques de Oliveira","lucas-marques","Lucas Marques","https://s.glbimg.com/es/sde/f/2018/03/21/8955207aa16c2c8401822064a40b374d_FORMATO.png",91973,13,"VIT","mei","Nulo",0,2.83,0,0.7,"Vitória",NA,1,10,NA,2,2,NA,NA,11,7,NA,NA,NA,NA,NA,NA,NA,NA
"434","Lincoln Henrique Oliveira dos Santos","lincoln","Lincoln","https://s.glbimg.com/es/sde/f/2018/07/09/6f23fe4142820e492d8419c0b9de3f03_FORMATO.png",90303,13,"GRE","mei","Nulo",0,4,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","Jaílson Marques Siqueira","jailson","Jailson","https://s.glbimg.com/es/sde/f/2018/05/18/4e64b752d2f135b28900d7f530851452_FORMATO.png",90290,13,"GRE","mei","Provável",1.2,4.08,-0.22,1.57,"Grêmio",NA,1,6,NA,NA,5,NA,NA,10,11,NA,NA,NA,NA,NA,NA,NA,NA
"436","Giovanny Bariani Marques","giovanny","Giovanny ","https://s.glbimg.com/es/sde/f/2018/03/01/72a50af56d0244ff54802620b95b68a1_FORMATO.png",92085,13,"ATL","ata","Nulo",0,4,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","Everson Bispo Pereira","everson","Everson","https://s.glbimg.com/es/sde/f/2018/03/02/0d1f27696ffa839add050783ad3a4202_FORMATO.png",91929,13,"BAH","zag","Nulo",0,4.01,0,2.67,"Bahia",NA,1,2,NA,2,2,1,1,8,4,NA,1,NA,NA,NA,NA,NA,NA
"438","Rodolfo José da Silva Bardella","rodolfo","Rodolfo ","https://s.glbimg.com/es/sde/f/2018/07/07/97e8214fa02bce9d631f1fa7e0c70734_FORMATO.png",90264,13,"PAR","ata","Provável",0,4,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2018/07/16/81051a7f9755f0cb82bad01aee38823b_FORMATO.png",90285,13,"SAN","ata","Provável",1,9.74,-0.91,1.71,"Santos",NA,2,8,NA,6,7,NA,1,6,4,1,NA,NA,NA,NA,NA,NA,NA
"440","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2018/05/18/9c8442508cec9bf9dc9f0af8f306e11b_FORMATO.png",90309,13,"CRU","ata","Nulo",0,4.02,0,-0.3,"Cruzeiro",NA,NA,NA,1,NA,1,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Gabriel Félix dos Santos","gabriel-felix","Gabriel Félix","https://s.glbimg.com/es/sde/f/2018/04/09/1d85c758ea942cdf25ad4709d3c7ccb8_FORMATO.png",92057,13,"VAS","gol","Nulo",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","José Ivaldo Almeida Silva","ze-ivaldo","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2018/03/01/b984cfe3c5aef05cca4e8856a06ad317_FORMATO.png",91866,13,"ATL","zag","Nulo",0,3.19,0,2.12,"Atlético-PR",NA,4,13,1,2,6,NA,1,18,12,NA,4,NA,NA,NA,NA,NA,NA
"443","Diogo Vitor da Cruz","diogo-vitor","Diogo Vitor","https://s.glbimg.com/es/sde/f/2018/05/23/764d925f9e1e8276fff1e15ec295a7ce_FORMATO.png",92094,13,"SAN","ata","Suspenso",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","Luis Henrique Farinhas Taffner","luis-henrique","Luis Henrique","https://s.glbimg.com/es/sde/f/2018/04/27/3c92f48086c4a177bd2fdf990769ca32_FORMATO.png",92128,13,"GRE","ata","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Arthur Mendonça Cabral","arthur","Arthur","https://s.glbimg.com/es/sde/f/2018/05/25/020b028810656cb9f99f810d14b34d24_FORMATO.png",92171,13,"CEA","ata","Provável",8.5,5.39,1.53,1.87,"Ceará",NA,1,9,3,6,1,NA,NA,6,3,1,NA,NA,NA,NA,NA,NA,NA
"446","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2018/03/20/54a51f5d3bd850ab8a76126ee75399ed_FORMATO.png",90444,13,"BOT","lat","Provável",0,8.19,0,5.33,"Botafogo",NA,1,11,2,2,10,NA,NA,19,21,NA,2,NA,NA,NA,NA,NA,NA
"447","Yuri Oliveira Lima","yuri","Yuri","https://s.glbimg.com/es/sde/f/2018/05/23/856314c68a6f7eba3ca8d400d6ad5828_FORMATO.png",90569,13,"SAN","mei","Nulo",0,4,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Alex Sandro dos Santos Apolinario","alex","Alex","https://s.glbimg.com/es/sde/f/2018/05/08/b753c70507d39b4bd30ac8bc987d2fd6_FORMATO.png",90535,13,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","José Carlos Ferreira Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/05/17/08bd6f4ff4e0bcf9dfe9b3dc010c2bb3_FORMATO.png",92182,13,"ATL","zag","Provável",-0.6,4.32,-0.46,0.4,"Atlético-MG",NA,NA,NA,NA,NA,1,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"450","Régis Ribeiro de Souza","regis","Régis","https://s.glbimg.com/es/sde/f/2018/05/26/4e5702dd50b18168075ddd81501b8974_FORMATO.png",68995,13,"SAO","lat","Nulo",0,6.86,0,2.82,"São Paulo",NA,2,7,1,1,2,NA,NA,12,10,NA,2,NA,NA,NA,NA,NA,NA
"451","Jair Ventura","jair-ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2018/05/23/ea8e4091e7b39be70135c664e035a5d7_FORMATO.png",92180,13,"SAN","tec","Provável",3.94,11.31,0.2,3.85,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Marcos Gabriel do Nascimento","marquinhos-gabriel","Marquinhos Gabriel","https://s.glbimg.com/es/sde/f/2018/03/20/e4194c2bbdf34fa12da281428a823667_FORMATO.png",68954,13,"COR","mei","Nulo",0,2.55,-0.3,0.1,"Corinthians",NA,1,7,NA,3,7,NA,NA,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"453","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2018/05/17/555bb7e98091372b0b633a3623d5b40d_FORMATO.png",90715,13,"BOT","mei","Nulo",1.6,3.83,-0.22,1.33,"Botafogo",NA,2,4,2,7,13,NA,3,9,6,NA,NA,NA,NA,NA,NA,NA,NA
"454","Odair Hellmann","odair-hellmann","Odair Hellmann","https://s.glbimg.com/es/sde/f/2018/03/20/e106ae4a3a04464c776be27a72b98b9e_FORMATO.png",92273,13,"INT","tec","Provável",1.56,10.99,-0.75,4.82,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2018/05/24/b41364754f72c0d7c128f0767c8e8ca0_FORMATO.png",90768,13,"CHA","zag","Contundido",0,6,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Jonatan Daniel Álvez Sagar","jonatan-alvez","Jonatan Álvez","https://s.glbimg.com/es/sde/f/2018/07/16/8b1421130c1ebf9cc2ff9bd2d84bd2a0_FORMATO.png",92377,13,"INT","ata","Nulo",0,8,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Elias Martello Curzel","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/18/914d44f55072f4eb554217f96488b7ae_FORMATO.png",90843,13,"VIT","gol","Provável",5,3.6,1.82,0.84,"Vitória",NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,2,NA,7,13,NA,NA,NA
"458","Willian Klaus","klaus","Klaus","https://s.glbimg.com/es/sde/f/2018/04/09/213245ee05c1b0ca97f32c728f20bd6b_FORMATO.png",90846,13,"INT","zag","Nulo",0,2.61,0,0.6,"Internacional",NA,NA,1,NA,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"459","Caíque Luiz Santos da Purificação","caique","Caíque","https://s.glbimg.com/es/sde/f/2018/03/21/bdbcd1c19e54ffed0f7410911018ef2e_FORMATO.png",92207,13,"VIT","gol","Nulo",0,3.5,0,1.62,"Vitória",NA,1,1,NA,NA,1,NA,NA,3,NA,NA,NA,NA,8,10,NA,NA,1
"460","Guillermo Rafael de Amores Ravelo","de-amores","De Amores","https://s.glbimg.com/es/sde/f/2018/05/18/bc46249219619faa719a9038f26a18fb_FORMATO.png",92197,13,"FLU","gol","Contundido",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Lucas Fernandes","lucas-fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2018/05/01/99bb69dc32439752f0b3e496e9a523cc_FORMATO.png",90899,13,"VIT","ata","Nulo",6.1,6.07,0.87,3.02,"Vitória",NA,NA,5,2,2,16,2,NA,18,6,1,NA,NA,NA,NA,NA,NA,NA
"462","Rodrigo Sebastián Aguirre Soto","aguirre","Aguirre","https://s.glbimg.com/es/sde/f/2018/03/20/9cd75343345103675cac81ed0919a099_FORMATO.png",92474,13,"BOT","ata","Dúvida",-3.3,0.77,0.02,-0.59,"Botafogo",NA,2,13,3,3,6,NA,NA,9,3,NA,NA,1,NA,NA,NA,NA,NA
"463","Crysan da Cruz Queiroz Barcelos","crysan","Crysan","https://s.glbimg.com/es/sde/f/2018/07/16/c97cfd12cf2775988f29481bc61824a1_FORMATO.png",90406,13,"ATL","ata","Nulo",0,4,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Raul Lô Gonçalves","raul","Raul","https://s.glbimg.com/es/sde/f/2018/06/05/3f7d7431cd8ea25054bb708fd59fdaaf_FORMATO.png",92496,13,"VAS","mei","Nulo",0,1.84,0,1.7,"Vasco",NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"465","Douglas Augusto Soares Gomes","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/07/20/1df3a690ca78a0ead14704816f86ad7e_FORMATO.png",92497,13,"COR","mei","Nulo",0,3.22,0,1.65,"Corinthians",1,2,11,2,4,2,NA,NA,9,7,NA,NA,NA,NA,NA,NA,NA,NA
"466","Evandro Lima de Oliveira Filho","evandro","Evandro","https://s.glbimg.com/es/sde/f/2018/05/24/cc89d0c16b42dd430daa29322584d1ac_FORMATO.png",91001,13,"SPO","lat","Nulo",0,3.86,0,7.7,"Sport",NA,NA,1,NA,NA,1,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA
"467","Marcelo dos Santos Rosa","marcelo","Marcelo","https://s.glbimg.com/es/sde/f/2018/05/08/38e74b2d891b77e8bf5e2528f09608c3_FORMATO.png",98874,13,"ATL","ata","Nulo",0,2,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Jean Paulo Fernandes Filho","jean","Jean","https://s.glbimg.com/es/sde/f/2018/05/26/f9ec7f3f4fd5bea0dad016fc4a611c1a_FORMATO.png",90933,13,"SAO","gol","Provável",0,8,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Ronaldo de Oliveira Strada","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/03/21/841b5df0cdc6cf16eecd117560650d41_FORMATO.png",91101,13,"VIT","gol","Nulo",0,4.03,0,8.5,"Vitória",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
"470","Flávio Medeiros da Silva","flavio","Flávio","https://s.glbimg.com/es/sde/f/2018/05/01/3c063c1b3d589634d699c80695341bff_FORMATO.png",91102,13,"BAH","mei","Nulo",-1,2.82,0.07,1.73,"Bahia",NA,2,4,1,1,4,NA,NA,3,10,NA,NA,NA,NA,NA,NA,NA,NA
"471","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2018/05/07/6ac39bf60c88040543dee78fc133c427_FORMATO.png",91191,13,"ATL","mei","Contundido",0,19.53,0,8.86,"Atlético-MG",4,4,20,10,5,4,3,1,25,51,NA,NA,NA,NA,NA,NA,NA,NA
"472","Michel Araújo Silvestre","michel","Michel","https://s.glbimg.com/es/sde/f/2018/05/07/a3e65215ad65c14fa220486bb806189a_FORMATO.png",92692,13,"AME","lat","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Deyverson Brum Silva Acosta","deyverson","Deyverson","https://s.glbimg.com/es/sde/f/2017/09/04/03b2e1a6f53171bc2a6aea4cea393821_FORMATO.jpeg",92708,13,"PAL","ata","Nulo",-0.8,1.57,-0.31,-0.45,"Palmeiras",NA,2,1,1,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"474","Jesiel Cardoso Miranda","jesiel","Jesiel","https://s.glbimg.com/es/sde/f/2018/04/24/8cdc1a9445b0b0ebf72f53be7212ceb2_FORMATO.png",91156,13,"PAR","zag","Nulo",0,3.27,0,1.71,"Paraná",NA,2,8,1,1,3,NA,NA,11,11,NA,1,NA,NA,NA,NA,NA,NA
"475","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2017/06/07/bd6f96fc4d6fbe29bd108c344db1e415_FORMATO.jpeg",91201,13,"GRE","ata","Nulo",0,1.91,0,0.63,"Grêmio",NA,1,4,NA,2,5,NA,1,6,4,NA,NA,NA,NA,NA,NA,NA,NA
"476","Everaldo Silva do Nascimento","everaldo","Everaldo ","https://s.glbimg.com/es/sde/f/2018/07/20/e1ce97d162a9419406447d05322336f8_FORMATO.png",91151,13,"FLU","ata","Nulo",0,2,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Thiago Rodrigues da Silva","thiago","Thiago","https://s.glbimg.com/es/sde/f/2018/05/04/d4092dd23800a9822421cf2f4c434434_FORMATO.png",91194,13,"FLA","gol","Nulo",0,4,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Fernando José Marques Maciel","fernandinho","Fernandinho","https://s.glbimg.com/es/sde/f/2018/06/05/50d5be5e02ead78433958ab1d1389752_FORMATO.png",91130,13,"BAH","ata","Nulo",0,1.56,0,0.35,"Bahia",NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Leonardo Costa Silva","leo-tilica","Léo Tilica","https://s.glbimg.com/es/sde/f/2017/05/04/74f74348921e923d86030ce27cda9081_FORMATO.jpeg",92617,13,"GRE","ata","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Raphael Schorr Utzig","raphael-alemao","Raphael Alemão","https://s.glbimg.com/es/sde/f/2018/04/24/e72a3c4a24b0c21be12ae1fc78ee1755_FORMATO.jpeg",91206,13,"PAR","ata","Nulo",-0.5,3.6,-0.85,3.07,"Paraná",NA,NA,4,4,2,3,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA
"481","Ronaldo da Silva Souza","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/05/04/4a712964d24db411eb2f071aaef4a483_FORMATO.png",92981,13,"FLA","mei","Nulo",0,3,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2018/05/26/5818d20df4c7c3248d9dc04c6864aa03_FORMATO.png",91260,13,"SAO","gol","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Mateus da Silva Vital Assumpção","mateus-vital","Mateus Vital","https://s.glbimg.com/es/sde/f/2018/03/20/737d7c44d8457c420b7d44f962dc43a2_FORMATO.png",93108,13,"COR","mei","Provável",-0.3,5.2,-0.24,2.4,"Corinthians",1,NA,4,4,4,12,NA,2,14,6,1,NA,NA,NA,NA,NA,NA,NA
"484","Éder Ferreira Graminho","eder","Éder ","https://s.glbimg.com/es/sde/f/2018/04/25/9c24eef6db7bc6f134fefb1a2342e6f6_FORMATO.png",91203,13,"ATL","zag","Nulo",0,3,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Marcelo David Báez Casco","baez","Báez","https://s.glbimg.com/es/sde/f/2018/03/21/9be3f44890b3185c67afbd3e71dd96b2_FORMATO.png",93050,13,"PAR","lat","Nulo",0,1.77,0,0,"Paraná",NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Matheus Gonçalves Savio","matheus-savio","Matheus Savio","https://s.glbimg.com/es/sde/f/2017/08/22/7da12c5b73385d17f5dae83cb6a45e75_FORMATO.jpeg",91264,13,"FLA","mei","Nulo",-0.3,2.93,-1.07,-0.3,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Alan Cardoso de Andrade","alan-cardoso","Alan Cardoso","https://s.glbimg.com/es/sde/f/2018/04/09/c02a60d91483f3c78c44dfe79e1c6347_FORMATO.png",93785,13,"VAS","lat","Nulo",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Yan Matheus Santos Souza","yan","Yan","https://s.glbimg.com/es/sde/f/2017/05/11/eb94eeb460306451c24553f35509e933_FORMATO.png",93146,13,"PAL","mei","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Leonardo Felipe Valencia Rossel","leonardo-valencia","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2018/05/17/fdfb5b9c1f58d363c8597c844f7302ba_FORMATO.png",91508,13,"BOT","mei","Provável",4.1,9.87,0.41,5.79,"Botafogo",3,1,5,6,13,17,1,NA,28,11,2,NA,NA,NA,NA,NA,NA,NA
"490","Charles Rigon Matos","charles","Charles","https://s.glbimg.com/es/sde/f/2018/04/09/5b69cf49021eaeb9e4ade25dc2614887_FORMATO.png",96342,13,"INT","mei","Nulo",0,5,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
