"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FF","FS","FT","G","GC","PE","RB","SG","DD","GS","A","I","DP","CV","PP"
"428","Lucas Perdomo Duarte Santos","lucas","Lucas","https://s.glbimg.com/es/sde/f/2018/03/28/e8c799411d6ba80da004148110333f35_FORMATO.png",88412,26,"VAS","mei","Nulo",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Francisco Wellington Barbosa de Lisboa","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/08/28/3ac29a32c9d95ea2d2a98d47597cf112_FORMATO.png",88395,26,"CEA","ata","Nulo",0,1.67,-0.34,0.5,"Ceará",NA,3,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"430","Leandro Carvalho da Silva","leandro-carvalho","Leandro Carvalho","https://s.glbimg.com/es/sde/f/2018/07/06/65f406a6d6a65a0cb26e2f660026f8f3_FORMATO.png",88669,26,"CEA","ata","Provável",-0.5,5.28,-1.05,3.75,"Ceará",2,14,8,3,22,NA,2,NA,10,9,NA,NA,NA,1,2,NA,1,NA
"431","Luan Polli Gomes","luan-polli","Luan Polli ","https://s.glbimg.com/es/sde/f/2018/08/10/1306038e63aa5d939fba83b224eb91e1_FORMATO.png",88916,26,"SPO","gol","Nulo",0,2,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Leandro Vilela Sales Teixeira","leandro-vilela","Leandro Vilela","https://s.glbimg.com/es/sde/f/2018/03/21/9a68c6d8db51f7e6b517b1b536fcfece_FORMATO.png",88687,26,"PAR","mei","Provável",4.8,5,0.76,2.14,"Paraná",6,44,2,9,25,NA,NA,NA,45,44,NA,NA,NA,1,NA,NA,1,NA
"433","Jorge Daniel González Marquet","torito-gonzalez","Torito González","https://s.glbimg.com/es/sde/f/2018/03/21/4a53af8bd51b42f968f3b584e1581274_FORMATO.png",73703,26,"PAR","mei","Nulo",0,4.64,0,2.75,"Paraná",5,23,2,9,31,NA,NA,NA,13,26,NA,NA,NA,NA,NA,NA,NA,NA
"434","Diego Vicente Aguirre Camblor","diego-aguirre","Diego Aguirre","https://s.glbimg.com/es/sde/f/2018/05/26/dcbc37c3f6682ed7f7fe61f97e02ff48_FORMATO.png",73766,26,"SAO","tec","Provável",3.32,12.41,-0.21,4.78,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","Marcos Vinícius de Jesus Araújo","marcos-vinicius","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2018/05/17/d29916588c79c99dd0a20debd0ea12bd_FORMATO.png",73721,26,"BOT","mei","Nulo",0,3.8,0,1.67,"Botafogo",1,2,NA,3,5,1,NA,NA,9,3,NA,NA,NA,NA,NA,NA,NA,NA
"436","Gustavo Bonatto Barreto","barreto","Barreto","https://s.glbimg.com/es/sde/f/2018/08/01/eb32b1122051c363c367c115b252a941_FORMATO.png",89224,26,"CHA","mei","Nulo",0,0.78,0,-2.4,"Chapecoense",2,4,NA,NA,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,1,NA
"437","Héctor Canteros","canteros","Canteros","https://s.glbimg.com/es/sde/f/2018/05/24/fa9bf16f27c3383ff060fdf3c9113559_FORMATO.png",73918,26,"CHA","mei","Nulo",-2.6,6.59,-0.91,1.95,"Chapecoense",2,32,3,5,19,1,2,NA,102,33,NA,NA,NA,2,NA,NA,NA,NA
"438","Geuvânio Santos Silva","geuvanio","Geuvânio","https://s.glbimg.com/es/sde/f/2018/05/04/9268b435089ca4758bd26ab119d49db1_FORMATO.png",73896,26,"FLA","ata","Nulo",0,4.2,0,1.54,"Flamengo",2,6,3,1,1,NA,NA,NA,7,7,NA,NA,NA,1,1,NA,NA,NA
"439","Yuri Antonio Costa da Silva","yuri","Yuri","https://s.glbimg.com/es/sde/f/2017/04/18/8bac23f3df250a620bd6c580564b33ee_FORMATO.png",88125,26,"BOT","lat","Nulo",0,1.71,0,4.9,"Botafogo",NA,NA,NA,NA,1,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"440","Jean Carlos de Souza Irmer","jean","Jean","https://s.glbimg.com/es/sde/f/2018/04/14/41df144dd9a7bef47baff80aaa56b97c_FORMATO.png",89150,26,"BOT","mei","Provável",-0.1,3.46,-0.32,3.55,"Botafogo",4,27,NA,2,15,NA,NA,NA,15,33,NA,NA,NA,2,NA,NA,NA,NA
"441","Rayan Poltronieri Pereira","rayan","Rayan","https://s.glbimg.com/es/sde/f/2018/03/21/eafcee785dc021fd8811059271578111_FORMATO.png",73923,26,"PAR","zag","Suspenso",-3.4,2.12,-0.64,1.13,"Paraná",6,21,1,6,15,NA,NA,NA,18,19,1,NA,NA,NA,2,NA,NA,NA
"442","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2018/05/07/211b2cfc9413080da0e36bac586628df_FORMATO.png",89226,26,"ATL","zag","Provável",-0.1,3.6,-0.83,2.14,"Atlético-MG",2,15,2,5,13,NA,NA,1,24,8,5,NA,NA,NA,1,NA,NA,NA
"443","Bruno da Silva Peres","bruno-peres","Bruno Peres","https://s.glbimg.com/es/sde/f/2018/08/21/069947a89a5c7a8dcdc37798d30597f0_FORMATO.png",73962,26,"SAO","lat","Dúvida",0,10.33,0,5.3,"São Paulo",2,9,NA,2,6,NA,1,NA,15,15,3,NA,NA,NA,NA,NA,NA,NA
"444","Ânderson Balbino Assis","balbino","Balbino","https://s.glbimg.com/es/sde/f/2016/04/30/aa305ef16d18275ce438c74c73d54e15_FORMATO.png",89227,26,"GRE","mei","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Rodrigo Caio Roquette Russo","rodrigo-caio","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2018/08/22/0f361078a3aa1c8a16c67a19bf698e52_FORMATO.png",73800,26,"SAO","zag","Dúvida",2.8,10.6,-2.16,5.3,"São Paulo",NA,3,NA,3,1,NA,NA,NA,5,4,2,NA,NA,NA,NA,NA,NA,NA
"446","Maurício Plenckauskas Cordeiro","mauricio-cordeiro","Maurício Cordeiro","https://s.glbimg.com/es/sde/f/2018/08/30/ee11039794974b96f58faf2d395dea71_FORMATO.png",73883,26,"VIT","ata","Dúvida",5.5,3.73,0.73,5.5,"Vitória",1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Artur Victor Guimarães","artur","Artur","https://s.glbimg.com/es/sde/f/2018/03/01/b80e29d5a991a85ea43bf6650fe5f1cd_FORMATO.png",95799,26,"PAL","ata","Contundido",0,2.44,0,1.52,"Palmeiras",NA,2,2,NA,8,NA,NA,NA,1,2,NA,NA,NA,NA,1,NA,NA,NA
"448","Felipe Augusto Ferreira Batista","felipe-augusto","Felipe Augusto","https://s.glbimg.com/es/sde/f/2018/03/21/995978419e90d2d7e0b7b0f9ddb1960b_FORMATO.png",89370,26,"PAR","ata","Nulo",0,3.1,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2018/05/23/3ee08dfe1559a120f4dcd89514b80775_FORMATO.png",73974,26,"SAN","mei","Provável",5.9,8.29,0.58,2.71,"Santos",8,25,NA,3,17,NA,NA,NA,26,46,NA,NA,NA,NA,NA,NA,NA,NA
"450","René Ferreira dos Santos","rene","René","https://s.glbimg.com/es/sde/f/2018/07/23/d6322968c7c6cca6de55d8c4fbb4c086_FORMATO.png",73978,26,"PAR","zag","Suspenso",-1.1,4.12,-1.09,2.15,"Paraná",3,10,1,3,10,NA,NA,NA,24,24,NA,NA,NA,NA,1,NA,NA,NA
"451","José Rodrigo Andrade Ramos","rodrigo-andrade","Rodrigo Andrade","https://s.glbimg.com/es/sde/f/2018/03/21/baa60af023a4a5978254d14457ae5de5_FORMATO.png",89646,26,"VIT","mei","Provável",0,0.78,0,0.21,"Vitória",6,23,4,3,9,NA,NA,NA,35,17,NA,NA,NA,NA,NA,NA,NA,NA
"452","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2018/05/04/5049d8a52c5a5f82e57248ab2ff94218_FORMATO.png",73992,26,"FLA","lat","Nulo",0,12.53,0,4.86,"Flamengo",2,16,7,6,27,NA,NA,NA,29,24,12,NA,NA,2,1,NA,NA,NA
"453","Walisson Moreira Farias Maia","walisson-maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2018/03/21/24015c9080aa3347098cfb88e90348e8_FORMATO.png",73991,26,"VIT","zag","Nulo",0,5.06,0,3.25,"Vitória",1,2,NA,NA,1,NA,NA,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA
"454","Nickson Gabriel Reis Silva","nickson","Nickson","https://s.glbimg.com/es/sde/f/2018/03/21/adcd09b9b136e70edcb95ab81951f55b_FORMATO.png",89676,26,"VIT","mei","Contundido",0,1.57,0,0.97,"Vitória",NA,NA,NA,NA,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"455","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2018/05/17/abf9ba69358d2452db077b1bf905fa24_FORMATO.png",89493,26,"BOT","zag","Provável",1.1,10.36,-0.9,3.23,"Botafogo",4,19,2,9,21,1,2,1,47,34,6,NA,NA,NA,5,NA,NA,NA
"456","Marlos Moreno Durán","marlos","Marlos","https://s.glbimg.com/es/sde/f/2018/05/04/71ca6ff6a0b867666327cb4eaa2cf01a_FORMATO.png",89827,26,"FLA","ata","Dúvida",0,3.85,-0.01,1.73,"Flamengo",2,11,6,6,19,NA,NA,NA,7,11,NA,NA,NA,1,4,NA,NA,NA
"457","Andrigo Oliveira de Araujo","andrigo","Andrigo","https://s.glbimg.com/es/sde/f/2018/04/09/eb909473a1499ceb91cd8c466f192cfd_FORMATO.png",89930,26,"SPO","mei","Nulo",0,4.4,0,1.81,"Sport",NA,9,6,5,9,NA,NA,NA,24,11,NA,NA,NA,NA,1,NA,NA,NA
"458","Douglas Moreira Fagundes","dodi","Dodi","https://s.glbimg.com/es/sde/f/2018/04/20/9dae8b824d6d7c1a316a903af9b3740e_FORMATO.png",89883,26,"FLU","mei","Dúvida",0,3.33,0,1.99,"Fluminense",3,13,2,3,8,NA,NA,NA,8,20,NA,NA,NA,NA,NA,NA,NA,NA
"459","Lincoln Henrique Oliveira dos Santos","lincoln","Lincoln","https://s.glbimg.com/es/sde/f/2018/09/11/1392e2ab47f6dfd6c05fb4ef7252b611_FORMATO.png",90303,26,"AME","mei","Nulo",0,3.56,0,1.23,"América-MG",NA,NA,NA,NA,5,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"460","César Marcelo Meli","marcelo-meli","Marcelo Meli","https://s.glbimg.com/es/sde/f/2018/07/07/79d706cf00a68b31bd17a8ddd07eeb1d_FORMATO.png",89838,26,"VIT","mei","Nulo",-0.8,3.41,-0.33,-0.46,"Vitória",3,13,2,2,6,NA,NA,NA,9,3,NA,NA,NA,NA,NA,NA,NA,NA
"461","Leandro Alves de Carvalho","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2018/05/17/c707585981fdbf1f96e400538881eded_FORMATO.png",89885,26,"BOT","mei","Nulo",0,3,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Rodolfo José da Silva Bardella","rodolfo","Rodolfo ","https://s.glbimg.com/es/sde/f/2018/07/07/97e8214fa02bce9d631f1fa7e0c70734_FORMATO.png",90264,26,"PAR","ata","Nulo",0,4.9,0,1.78,"Paraná",1,11,4,7,14,NA,1,NA,16,3,NA,NA,NA,NA,3,NA,NA,NA
"463","Bruno de Jesus Pacheco","bruno-pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2018/05/24/bcba131b890d61329d3dd3d53d25182e_FORMATO.png",90061,26,"CHA","lat","Provável",0.9,6.3,0.25,3.12,"Chapecoense",4,28,NA,4,36,NA,NA,NA,41,35,4,NA,NA,NA,NA,NA,NA,NA
"464","Crysan da Cruz Queiroz Barcelos","crysan","Crysan","https://s.glbimg.com/es/sde/f/2018/07/16/c97cfd12cf2775988f29481bc61824a1_FORMATO.png",90406,26,"ATL","ata","Nulo",0,3.21,0,0.6,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"465","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2018/07/16/81051a7f9755f0cb82bad01aee38823b_FORMATO.png",90285,26,"SAN","ata","Provável",0.9,8.84,0.24,1.54,"Santos",4,29,4,14,25,1,1,1,25,12,NA,NA,NA,1,3,NA,NA,NA
"466","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2018/05/18/9c8442508cec9bf9dc9f0af8f306e11b_FORMATO.png",90309,26,"CRU","ata","Provável",8.2,4.54,1.67,1.2,"Cruzeiro",1,5,3,2,16,NA,NA,NA,17,5,NA,NA,NA,1,8,NA,NA,NA
"467","Alex Sandro dos Santos Apolinario","alex","Alex","https://s.glbimg.com/es/sde/f/2018/05/08/b753c70507d39b4bd30ac8bc987d2fd6_FORMATO.png",90535,26,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2018/03/20/54a51f5d3bd850ab8a76126ee75399ed_FORMATO.png",90444,26,"BOT","lat","Provável",2,7.59,-0.41,3.71,"Botafogo",2,36,5,3,24,NA,NA,NA,37,43,4,NA,NA,NA,NA,NA,1,NA
"469","Willian Klaus","klaus","Klaus","https://s.glbimg.com/es/sde/f/2018/04/09/213245ee05c1b0ca97f32c728f20bd6b_FORMATO.png",90846,26,"INT","zag","Nulo",1.8,2.47,-0.02,1.05,"Internacional",NA,1,NA,2,NA,NA,NA,NA,8,4,NA,NA,NA,NA,1,NA,NA,NA
"470","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2018/05/17/555bb7e98091372b0b633a3623d5b40d_FORMATO.png",90715,26,"BOT","mei","Provável",3.2,4.54,0.14,2.04,"Botafogo",5,19,8,15,30,1,1,NA,28,16,NA,NA,NA,1,8,NA,NA,NA
"471","Luis Leandro Desábato","desabato","Desábato","https://s.glbimg.com/es/sde/f/2018/09/27/711f775d92f04e0e3e7030700985dae7_FORMATO.png",73936,26,"VAS","mei","Nulo",0,6.69,0,2.49,"Vasco",3,32,1,3,15,NA,NA,NA,48,50,NA,NA,NA,1,NA,NA,1,NA
"472","Lucas Fernandes","lucas-fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2018/05/01/99bb69dc32439752f0b3e496e9a523cc_FORMATO.png",90899,26,"VIT","ata","Provável",16.1,7.98,2.6,3.08,"Vitória",1,12,5,6,41,3,2,NA,31,13,NA,NA,NA,NA,NA,NA,NA,NA
"473","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2018/05/24/b41364754f72c0d7c128f0767c8e8ca0_FORMATO.png",90768,26,"CHA","zag","Nulo",0,6,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Yuri Oliveira Lima","yuri","Yuri","https://s.glbimg.com/es/sde/f/2018/05/23/856314c68a6f7eba3ca8d400d6ad5828_FORMATO.png",90569,26,"SAN","mei","Nulo",0,2.9,0.49,-1.85,"Santos",1,5,NA,1,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"475","Jean Paulo Fernandes Filho","jean","Jean","https://s.glbimg.com/es/sde/f/2018/08/22/b48908b0700ad76a424232b0f6553c37_FORMATO.png",90933,26,"SAO","gol","Nulo",0,5.73,0,-2,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"476","Evandro Lima de Oliveira Filho","evandro","Evandro","https://s.glbimg.com/es/sde/f/2018/05/24/cc89d0c16b42dd430daa29322584d1ac_FORMATO.png",91001,26,"SPO","lat","Provável",0,3.86,0,7.7,"Sport",NA,1,NA,NA,1,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA
"477","Everaldo Silva do Nascimento","everaldo","Everaldo ","https://s.glbimg.com/es/sde/f/2018/07/20/e1ce97d162a9419406447d05322336f8_FORMATO.png",91151,26,"FLU","ata","Provável",17.2,6.79,1.95,4.11,"Fluminense",NA,7,2,4,14,1,1,NA,26,15,NA,NA,NA,3,1,NA,NA,NA
"478","Elias Martello Curzel","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/18/914d44f55072f4eb554217f96488b7ae_FORMATO.png",90843,26,"VIT","gol","Nulo",0,3.21,0,0.98,"Vitória",NA,NA,NA,NA,3,NA,NA,NA,2,NA,2,8,17,NA,NA,1,NA,NA
"479","Ronaldo de Oliveira Strada","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/03/21/841b5df0cdc6cf16eecd117560650d41_FORMATO.png",91101,26,"VIT","gol","Provável",-2,4.57,-0.27,5.64,"Vitória",NA,NA,NA,NA,3,NA,NA,NA,4,NA,6,27,19,NA,NA,NA,NA,NA
"480","Fernando José Marques Maciel","fernandinho","Fernandinho","https://s.glbimg.com/es/sde/f/2018/06/05/50d5be5e02ead78433958ab1d1389752_FORMATO.png",91130,26,"BAH","ata","Nulo",0,1.56,0,0.35,"Bahia",NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Jesiel Cardoso Miranda","jesiel","Jesiel","https://s.glbimg.com/es/sde/f/2018/09/04/066878121bb8ec7d92bfe8b8489262de_FORMATO.png",91156,26,"PAR","zag","Provável",0,3.06,0,1.55,"Paraná",2,9,1,2,3,NA,NA,NA,11,11,1,NA,NA,NA,NA,NA,NA,NA
"482","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2018/05/07/6ac39bf60c88040543dee78fc133c427_FORMATO.png",91191,26,"ATL","mei","Contundido",0,19.53,0,8.86,"Atlético-MG",4,20,10,5,4,3,NA,NA,25,51,NA,NA,NA,4,1,NA,NA,NA
"483","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,26,"GRE","ata","Nulo",0.2,3.22,-0.46,2.79,"Grêmio",1,6,1,2,15,1,2,NA,18,16,NA,NA,NA,NA,2,NA,NA,NA
"484","Flávio Medeiros da Silva","flavio","Flávio","https://s.glbimg.com/es/sde/f/2018/05/01/3c063c1b3d589634d699c80695341bff_FORMATO.png",91102,26,"BAH","mei","Nulo",1.2,3.2,-0.68,2.16,"Bahia",2,8,1,2,10,NA,NA,NA,8,18,NA,NA,NA,NA,1,NA,NA,NA
"485","Thiago Rodrigues da Silva","thiago","Thiago","https://s.glbimg.com/es/sde/f/2018/05/04/d4092dd23800a9822421cf2f4c434434_FORMATO.png",91194,26,"FLA","gol","Nulo",0,4,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Éder Ferreira Graminho","eder","Éder ","https://s.glbimg.com/es/sde/f/2018/04/25/9c24eef6db7bc6f134fefb1a2342e6f6_FORMATO.png",91203,26,"ATL","zag","Nulo",0,3,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Matheus Gonçalves Savio","matheus-savio","Matheus Savio","https://s.glbimg.com/es/sde/f/2018/07/28/3a3a8b95d0a4f15553e2ab71957c0c0c_FORMATO.png",91264,26,"FLA","mei","Nulo",0.2,4.27,-0.18,2.26,"Flamengo",NA,4,2,3,1,NA,1,NA,10,2,NA,NA,NA,NA,NA,NA,NA,NA
"488","Antônio Josenildo Rodrigues de Oliveira","tonhao","Tonhão","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,26,"GRE","zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Leonardo Felipe Valencia Rossel","leonardo-valencia","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2018/05/17/fdfb5b9c1f58d363c8597c844f7302ba_FORMATO.png",91508,26,"BOT","mei","Contundido",0,9.09,0,4.32,"Botafogo",1,16,15,18,32,1,2,NA,52,20,NA,NA,NA,3,1,NA,NA,NA
"490","Raphael Schorr Utzig","raphael-alemao","Raphael Alemão","https://s.glbimg.com/es/sde/f/2018/04/24/e72a3c4a24b0c21be12ae1fc78ee1755_FORMATO.jpeg",91206,26,"PAR","ata","Nulo",0,3.18,0,1.48,"Paraná",1,6,5,2,6,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA
"491","Bruno Bispo dos Anjos","bruno-bispo","Bruno Bispo","https://s.glbimg.com/es/sde/f/2018/03/21/99884c41754fc82c033d202d4decfad3_FORMATO.png",91359,26,"VIT","zag","Nulo",0,4.84,0,4.6,"Vitória",1,7,NA,NA,1,NA,NA,NA,7,7,3,NA,NA,NA,NA,NA,NA,NA
"492","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2018/08/21/55c29ae10f4820c62eed75c6e8d1392f_FORMATO.png",91573,26,"SAO","zag","Suspenso",1,8.84,-0.53,3.17,"São Paulo",6,27,2,8,16,NA,NA,NA,22,25,5,NA,NA,1,3,NA,NA,NA
"493","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2018/05/26/5818d20df4c7c3248d9dc04c6864aa03_FORMATO.png",91260,26,"SAO","gol","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Adryelson Shawann Lima Silva","adryelson","Adryelson","https://s.glbimg.com/es/sde/f/2018/05/24/8993667474efcafb24e0734c9b403ebe_FORMATO.png",91664,26,"SPO","zag","Nulo",0,3,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Yimmi Javier Chará Zamora","chara","Chará","https://s.glbimg.com/es/sde/f/2018/06/12/141a8b4188cba969d63627e1e52b336e_FORMATO.png",99891,26,"ATL","ata","Provável",2,9.56,0.22,3.33,"Atlético-MG",1,11,2,2,27,NA,1,NA,27,11,NA,NA,NA,3,3,NA,NA,NA
"496","Ronielson da Silva Barbosa","rony","Rony","https://s.glbimg.com/es/sde/f/2018/09/03/554ff3fc561a0061ae57afba756706f4_FORMATO.png",91607,26,"ATL","ata","Nulo",2.4,7.6,-0.03,2.83,"Atlético-PR",NA,3,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"497","Marlon Rodrigues Xavier","marlon","Marlon","https://s.glbimg.com/es/sde/f/2018/05/18/957dc9c05196688e737761b957122b5e_FORMATO.png",91706,26,"FLU","lat","Nulo",0,3.38,0,1.34,"Fluminense",4,13,1,4,4,NA,NA,NA,40,16,2,NA,NA,NA,1,NA,NA,NA
"498","Paulo Victor da Silva","paulinho","Paulinho","https://s.glbimg.com/es/sde/f/2018/08/03/c2091fb8bfdc8a7323f23bbc3f328093_FORMATO.png",91626,26,"BAH","lat","Nulo",0,2.88,-1.13,2.93,"Bahia",NA,1,NA,NA,2,NA,NA,NA,4,3,1,NA,NA,NA,NA,NA,NA,NA
"499","Igor Aquino da Silva","igor","Igor","https://s.glbimg.com/es/sde/f/2018/03/21/95c075f33312c6b483847dc688deac80_FORMATO.png",91639,26,"PAR","lat","Contundido",0,2.3,0,2.19,"Paraná",4,18,1,9,5,NA,NA,NA,35,27,2,NA,NA,NA,2,NA,NA,NA
"500","José Ivaldo Almeida Silva","ze-ivaldo","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2018/03/01/b984cfe3c5aef05cca4e8856a06ad317_FORMATO.png",91866,26,"ATL","zag","Nulo",4.1,4.22,0.51,2.76,"Atlético-PR",5,20,2,3,7,NA,1,NA,25,14,7,NA,NA,NA,1,NA,NA,NA
"501","Diego Ferreira Matheus","diego-ferreira","Diego Ferreira","https://s.glbimg.com/es/sde/f/2018/03/01/5e300b254076f90bc73404c25d77cce8_FORMATO.png",91783,26,"ATL","lat","Dúvida",7.6,3.67,0.67,7.6,"Atlético-PR",NA,2,1,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA
"502"," João Pedro Heinen Silva","joao-pedro","João Pedro","https://s.glbimg.com/es/sde/f/2018/05/09/1be6fbe0e1aa54c749ed58a1213eff8b_FORMATO.png",91687,26,"BOT","mei","Nulo",0,1.56,0,0.04,"Botafogo",NA,4,1,NA,3,NA,NA,NA,8,2,NA,NA,NA,NA,2,NA,NA,NA
"503","Wesley Natã Wachholz","wesley-nata","Wesley Natã","https://s.glbimg.com/es/sde/f/2017/05/12/fce48bd03ed5fc3766df076094758576_FORMATO.png",91743,26,"CHA","ata","Nulo",-0.1,1.5,-0.5,-0.1,"Chapecoense",NA,2,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"504","Leandro Henrique do Nascimento","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2018/07/16/427506f9f329b3a83b0695351930c35f_FORMATO.png",91702,26,"ATL","ata","Nulo",0,2.62,0,1.5,"Atlético-MG",NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","Everson Bispo Pereira","everson","Everson","https://s.glbimg.com/es/sde/f/2018/03/02/0d1f27696ffa839add050783ad3a4202_FORMATO.png",91929,26,"BAH","zag","Nulo",-2.8,2.88,-0.32,2.13,"Bahia",2,8,NA,2,6,1,NA,NA,18,7,2,NA,NA,1,1,NA,NA,NA
"506","Christian Sávio Machado","christian","Christian","https://s.glbimg.com/es/sde/f/2018/05/07/d01cfe5d2a8f27f7a2d70e9fdb8ea900_FORMATO.png",91928,26,"AME","mei","Nulo",0,9.58,0,4.38,"América-MG",NA,4,1,7,12,NA,1,NA,16,14,NA,NA,NA,NA,NA,NA,NA,NA
"507","Luis Henrique Farinhas Taffner","luis-henrique","Luis Henrique","https://s.glbimg.com/es/sde/f/2018/04/27/3c92f48086c4a177bd2fdf990769ca32_FORMATO.png",92128,26,"GRE","ata","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
