"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","G","I","PE","RB","CV","FT","GC","SG","DD","GS","PP","DP"
"410","Javier Arley Reina Calvo","reina","Reina","https://s.glbimg.com/es/sde/f/2018/05/25/644b3e996f44835c5c708d4d081cf8d7_FORMATO.png",70118,18,"CEA","mei","Nulo",0,1.36,0,-0.31,"Ceará",NA,1,8,1,NA,4,NA,NA,9,2,NA,NA,NA,NA,NA,NA,NA,NA
"411","Fellipe Ramos Ignez Bastos","fellipe-bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2018/03/05/105c1b01950d04f72d197c2b080b62c2_FORMATO.png",70116,18,"SPO","mei","Provável",1.5,9.32,-1.07,4.65,"Sport",2,1,24,14,20,15,1,1,58,35,NA,NA,NA,NA,NA,NA,NA,NA
"412","Luis Manuel Seijas Gunther","seijas","Seijas","https://s.glbimg.com/es/sde/f/2018/04/20/91a8e5439b7ee43f7646d5a702d383cb_FORMATO.png",70742,18,"INT","mei","Nulo",0,2,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Marllon Gonçalves Jerônimo Borges","marllon","Marllon","https://s.glbimg.com/es/sde/f/2018/03/20/5302f545b04fee129a787fd002b3ca0f_FORMATO.png",70666,18,"COR","zag","Provável",0.7,5.52,-1.48,0.7,"Corinthians",NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"414","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2018/05/23/a1e5220c82575c4f297c1173ec07d58a_FORMATO.png",70360,18,"SAN","ata","Contundido",0,7.4,0,2.13,"Santos",3,1,16,1,7,19,NA,8,23,11,NA,1,NA,NA,NA,NA,NA,NA
"415","Fillipe Soutto Mayor Nogueira Ferreira","fillipe-soutto","Fillipe Soutto","https://s.glbimg.com/es/sde/f/2018/03/21/0daa49ddeceb2e945617b2f9a0df22b9_FORMATO.png",70581,18,"VIT","mei","Nulo",0,2.99,0,-0.25,"Vitória",NA,1,10,2,NA,3,NA,NA,8,3,NA,NA,NA,NA,NA,NA,NA,NA
"416","Luidy Viegas","luidy","Luidy","https://s.glbimg.com/es/sde/f/2018/05/25/5c3ab4d747e0c814e9da768d436cb193_FORMATO.png",94503,18,"CEA","ata","Nulo",0,3.24,0,1.35,"Ceará",NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"417","Rhayner Santos Nascimento","rhayner","Rhayner","https://s.glbimg.com/es/sde/f/2018/03/21/1c75f0c2bcf179c6d2dbb10dd5f8535f_FORMATO.png",70874,18,"VIT","ata","Contundido",0,8.58,0,3.25,"Vitória",1,4,24,9,6,20,NA,NA,26,20,NA,1,NA,NA,NA,NA,NA,NA
"418","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2018/03/01/0548d1925fd96270e520ea3b69e42e7b_FORMATO.png",70916,18,"PAL","lat","Nulo",0,9.47,0,3.12,"Palmeiras",2,4,22,NA,NA,7,NA,NA,24,20,NA,NA,NA,4,NA,NA,NA,NA
"419","Joao Robin Rojas Mendoza","joao-rojas","Joao Rojas","https://s.glbimg.com/es/sde/f/2018/06/26/eb77544d357fee2145df2f9d52c619d1_FORMATO.png",70784,18,"SAO","ata","Provável",8.3,10.41,0.11,6.8,"São Paulo",3,1,6,1,4,7,1,2,7,12,NA,NA,NA,NA,NA,NA,NA,NA
"420","Bryan Jafet Ruíz González","bryan-ruiz","Bryan Ruíz","https://s.glbimg.com/es/sde/f/2018/07/11/ef076ba265a7f7e961749ab3e573933e_FORMATO.png",71019,18,"SAN","mei","Nulo",0,15,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Wescley Gomes dos Santos","wescley","Wescley","https://s.glbimg.com/es/sde/f/2018/05/25/e26f5033484f9b036cf9109ee7829470_FORMATO.png",70925,18,"CEA","mei","Contundido",0,4.23,0,1.94,"Ceará",NA,1,13,2,5,4,2,1,18,5,NA,NA,NA,NA,NA,NA,NA,NA
"422","Federico Mancuello","mancuello","Mancuello","https://s.glbimg.com/es/sde/f/2018/05/07/0f1aad8b26fa5e7442bde1e17cfc4dfb_FORMATO.png",71066,18,"CRU","mei","Nulo",7.3,4.02,0.44,1.35,"Cruzeiro",NA,NA,12,6,5,7,NA,NA,13,10,1,NA,NA,NA,NA,NA,NA,NA
"423","Jackson de Souza","jackson","Jackson","https://s.glbimg.com/es/sde/f/2018/03/21/e56086be050e46bbe8c085917b5255c1_FORMATO.png",70934,18,"BAH","zag","Nulo",0,4,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","Bruno Henrique Corsini","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/09/04/f252554797209a70ab4bd0e0cf7e8692_FORMATO.jpeg",70944,18,"PAL","mei","Provável",-0.6,10.86,-0.41,6.08,"Palmeiras",2,3,42,1,10,26,5,NA,37,40,NA,1,NA,NA,NA,NA,NA,NA
"425","Vinícius Goes Barbosa de Souza","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2018/03/21/ee24f88a02643b2d857cc1e13777af46_FORMATO.png",71162,18,"BAH","mei","Provável",9.6,6.55,1.74,2.26,"Bahia",NA,2,10,10,17,8,2,3,43,12,NA,NA,NA,NA,NA,NA,1,NA
"426","Alexander Baumjohann","alex-baumjohann","Alex Baumjohann","https://s.glbimg.com/es/sde/f/2018/03/21/86d47b57857d02ac9b638604fe0da5bd_FORMATO.png",71389,18,"VIT","mei","Nulo",0,1.65,0,-0.1,"Vitória",NA,NA,5,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","Wesley Pacheco Gomes","wesley-pacheco","Wesley Pacheco","https://s.glbimg.com/es/sde/f/2018/08/03/ea270ab009fd58368038d269b29192ba_FORMATO.png",71121,18,"AME","ata","Nulo",0,3,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Kelvin Mateus de Oliveira","kelvin","Kelvin","https://s.glbimg.com/es/sde/f/2018/03/20/ce27034d4fd8068f72bbf69792b0ad46_FORMATO.png",71549,18,"VAS","ata","Nulo",0,5.65,0,2.01,"Vasco",2,1,4,NA,1,5,1,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"429","Leonardo Cittadini","leo-cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2018/05/23/94f8a60d067a1f1b2253bc082aaa653e_FORMATO.png",70986,18,"SAN","mei","Nulo",1,7.97,-0.17,2.18,"Santos",1,2,9,2,4,12,NA,1,3,13,NA,NA,NA,NA,NA,NA,NA,NA
"430","Luis Oscar González","lucho-gonzalez","Lucho González","https://s.glbimg.com/es/sde/f/2018/05/08/8c609625e5588e4ad1fdcd2a6c478284_FORMATO.png",71479,18,"ATL","mei","Nulo",1.5,4.27,-0.29,0.8,"Atlético-PR",NA,2,13,2,2,3,NA,3,32,21,1,NA,NA,NA,NA,NA,NA,NA
"431","Gabriel Rybar Blos","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/18/d0b143443c7fe342de877afaff95bb91_FORMATO.png",71572,18,"GRE","zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Fernando Miguel Kaufmann","fernando-miguel","Fernando Miguel","https://s.glbimg.com/es/sde/f/2018/05/08/b49a52f81f691127e1693a8fc8a73d1b_FORMATO.png",71571,18,"VAS","gol","Nulo",0,6.38,0,1.12,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,8,11,NA,NA
"433","Lucas Tolentino Coelho de Lima","lucas-paqueta","Lucas Paquetá","https://s.glbimg.com/es/sde/f/2018/05/04/a51d4ecef8c077c6114fcc199a9b40e4_FORMATO.png",94930,18,"FLA","mei","Provável",1.6,21.23,-0.53,7.49,"Flamengo",1,4,26,16,11,43,5,NA,56,40,NA,1,NA,NA,NA,NA,NA,NA
"434","Sidney Aparecido Ramos da Silva","sidao","Sidão","https://s.glbimg.com/es/sde/f/2018/05/26/dfb7fcc1e33bd344f55eb4005cebcecf_FORMATO.png",70222,18,"SAO","gol","Provável",-2.9,9.29,-0.83,3.44,"São Paulo",NA,3,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,7,20,15,NA,NA
"435","Deijair dos Santos Nunes","deijair","Deijair ","https://s.glbimg.com/es/sde/f/2018/03/21/f9f4e4a6a22fe72fe865c297f6ae648a_FORMATO.png",94966,18,"BAH","gol","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","Gustavo Leonardo Cuellar Gallego","cuellar","Cuéllar","https://s.glbimg.com/es/sde/f/2018/05/04/f29c0031ffc2adccbe51088049c2dea0_FORMATO.png",71709,18,"FLA","mei","Provável",0,9.43,0,4.18,"Flamengo",1,3,30,3,2,5,NA,NA,23,53,2,NA,NA,NA,NA,NA,NA,NA
"437","Luis Antônio da Rocha Júnior","juninho-capixaba","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2018/07/25/49d7d2f3cc1d0ef8b78666c591c1128d_FORMATO.png",94968,18,"GRE","lat","Nulo",0,4.56,0,0.05,"Grêmio",NA,1,3,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA
"438","Gustavo Raúl Gómez Portillo","gustavo-gomez","Gustavo Gómez","https://s.glbimg.com/es/sde/f/2018/08/03/5d359eca3a79a4be9605f9758a7d0144_FORMATO.png",71684,18,"PAL","zag","Provável",7.7,8.92,0.92,7.7,"Palmeiras",NA,NA,1,NA,NA,1,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA
"439","Weverton Pereira da Silva","weverton","Weverton","https://s.glbimg.com/es/sde/f/2018/03/01/1b14659ebbd67b4f5e8df68d552f08f5_FORMATO.png",71631,18,"PAL","gol","Dúvida",11,9.19,0.32,3.89,"Palmeiras",NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,4,5,4,NA,NA
"440","Lucas Fernandes da Silva","lucas-fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2018/05/26/eb692f4219a31e73d1b4d94b1ca6ec0e_FORMATO.png",94931,18,"SAO","mei","Nulo",0,3.63,0,0.42,"São Paulo",NA,NA,8,2,4,4,NA,NA,7,4,1,NA,NA,NA,NA,NA,NA,NA
"441","Pedro Julião Azevedo Junior","juninho-quixada","Juninho Quixadá","https://s.glbimg.com/es/sde/f/2018/07/24/34d35d4978723d245bf40e3566ce3e86_FORMATO.png",71787,18,"CEA","ata","Contundido",0.4,4.53,-1.07,5.03,"Ceará",1,1,4,NA,3,1,1,2,6,2,NA,1,NA,NA,NA,NA,NA,NA
"442","Thiago Galhardo do Nascimento Rocha","thiago-galhardo","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2018/04/09/75e3c902e55b9c23591335eee1054dc3_FORMATO.png",71844,18,"VAS","mei","Provável",0.9,6.93,-0.32,2.53,"Vasco",2,3,7,2,4,13,NA,1,13,6,NA,1,NA,NA,NA,NA,NA,NA
"443","Elton Junior Melo Ataíde","elton","Elton","https://s.glbimg.com/es/sde/f/2018/03/21/3c546811d33f612cacba3bdc1dace452_FORMATO.png",71719,18,"BAH","mei","Provável",5,9.53,0.3,3.72,"Bahia",2,1,47,2,8,7,NA,NA,26,47,NA,NA,NA,NA,NA,NA,NA,NA
"444","Silvio José Cardoso Reis Junior","silvinho","Silvinho","https://s.glbimg.com/es/sde/f/2018/04/24/7ceaf9ab1a9cc4e1cb61cdef960b1079_FORMATO.png",71799,18,"PAR","ata","Provável",2.9,8.81,-0.19,4.29,"Paraná",NA,1,20,12,13,35,3,1,45,20,NA,1,NA,NA,NA,NA,NA,NA
"445","Bruno Medeiros Grassi","bruno-grassi","Bruno Grassi","https://s.glbimg.com/es/sde/f/2017/04/23/d503f996169e9aafe30487a9921bed97_FORMATO.png",71818,18,"GRE","gol","Provável",0,4,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Marco Antônio Rosa Furtado Júnior","marco-antonio","Marco Antônio","https://s.glbimg.com/es/sde/f/2018/03/21/5bea6fd938bc4b34ea0ba52b788b8b3a_FORMATO.png",94975,18,"BAH","mei","Nulo",0,2.32,0,1.55,"Bahia",NA,1,1,NA,1,9,NA,1,7,4,NA,NA,NA,NA,NA,NA,NA,NA
"447","Luís Fernando Santos da Conceição","luis-fernando","Luís Fernando","https://s.glbimg.com/es/sde/f/2018/03/21/016423f7f0c067d4f9d7dd7e462ee84e_FORMATO.png",94971,18,"BAH","mei","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Michel Ferreira dos Santos","michel","Michel ","https://s.glbimg.com/es/sde/f/2018/05/21/85cd3dd4979fed2379f69e0aeeaee152_FORMATO.png",71920,18,"GRE","mei","Contundido",0,4.7,0,1.9,"Grêmio",NA,NA,NA,NA,NA,1,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA
"449","Geovane Santana Souza","geovane-itinga","Geovane Itinga","https://s.glbimg.com/es/sde/f/2018/03/15/85c557dab18f64f74140a33874f07054_FORMATO.png",94980,18,"BAH","ata","Nulo",0,1.6,0,0.5,"Bahia",NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Leonardo Rech Ortiz","leo-ortiz","Léo Ortiz","https://s.glbimg.com/es/sde/f/2018/03/23/0487d5333c622c87e5ad477567b7ee36_FORMATO.png",97867,18,"SPO","zag","Nulo",0,2.04,0,-0.3,"Sport",NA,1,2,NA,NA,NA,NA,NA,10,3,NA,NA,NA,NA,NA,NA,NA,NA
"451","Gregore de Magalhães da Silva","gregore","Gregore","https://s.glbimg.com/es/sde/f/2018/03/21/af5416a241ee4e356e66f4cd9d36df1a_FORMATO.png",95464,18,"BAH","mei","Provável",0,7.15,0,2.83,"Bahia",1,6,56,5,4,12,NA,NA,23,46,NA,NA,NA,NA,NA,NA,NA,NA
"452","Marcio Antonio de Sousa Júnior","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2018/03/01/0aa7dce50d239b820ad5a5461b488541_FORMATO.png",95332,18,"ATL","ata","Provável",2.4,3.92,0.11,3,"Atlético-PR",NA,NA,8,3,3,13,1,NA,15,4,NA,NA,NA,NA,NA,NA,NA,NA
"453","Ozealisson Santos Gomes","junior","Júnior","https://s.glbimg.com/es/sde/f/2018/03/21/6ba58fa136715046b220f0b851bb33bc_FORMATO.png",95210,18,"PAR","lat","Provável",4.1,7.95,-0.03,6.01,"Paraná",1,2,19,2,3,26,NA,NA,27,42,NA,NA,NA,4,NA,NA,NA,NA
"454","Wildson Silva de Melo","indio","Índio","https://s.glbimg.com/es/sde/f/2018/05/24/b6ae562eeabf7888ad604a5a1cec8fe1_FORMATO.png",95180,18,"SPO","ata","Nulo",0,2,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Marcelo da Conceição Benevenuto Malaquias","marcelo-benevenuto","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2018/05/17/581a756aea09480713008d94c61a6653_FORMATO.png",95638,18,"BOT","zag","Nulo",0,6.69,0,3.5,"Botafogo",NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"456","Lucas Kal Schenfeld Progioli","lucas-kal","Lucas Kal","https://s.glbimg.com/es/sde/f/2016/06/28/729e1834df2c58e399827dd968c022a1_FORMATO.jpeg",95662,18,"SAO","zag","Nulo",0,5.17,0,8,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA
"457","Paulo Roberto Valoura Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/05/25/c45bca15473040483b19685839de093e_FORMATO.png",71937,18,"CEA","mei","Nulo",0,6.22,0,3.67,"Ceará",NA,NA,14,4,7,7,NA,NA,33,24,NA,NA,NA,NA,NA,NA,NA,NA
"458","Gabriel Pereira Taliari","bill","Bill","https://s.glbimg.com/es/sde/f/2018/05/15/0617ee23d3f6f13fb4bfcdcb786601b9_FORMATO.png",95131,18,"ATL","ata","Nulo",0,1.43,0,0.73,"Atlético-PR",NA,NA,2,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"459","Miguel Ángel Trauco Saavedra","trauco","Trauco","https://s.glbimg.com/es/sde/f/2018/05/04/7ba9f406d5dbd031a1c8e7c4b0b262c3_FORMATO.png",95738,18,"FLA","lat","Nulo",5.8,6.45,0.74,6.3,"Flamengo",2,NA,5,1,NA,1,NA,NA,10,6,NA,NA,NA,2,NA,NA,NA,NA
"460","Jhony Douglas Santiago","jhony","Jhony","https://s.glbimg.com/es/sde/f/2018/04/24/8f516a5eac66593e51f9a47beba475a7_FORMATO.png",95484,18,"PAR","mei","Nulo",0,3,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Marcus Vinicius Aredes Duarte","vico","Vico","https://s.glbimg.com/es/sde/f/2018/05/21/8e861efae6f1b9924b64cb068b7855b8_FORMATO.png",95622,18,"GRE","ata","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Bruno Cortês Barbosa","bruno-cortez","Bruno Cortez","https://s.glbimg.com/es/sde/f/2018/05/18/0ba3c7d69167c8dcfafe511fc043e800_FORMATO.png",72079,18,"GRE","lat","Provável",4.3,15.59,-0.15,6.31,"Grêmio",NA,1,23,1,NA,19,NA,NA,36,28,NA,NA,NA,12,NA,NA,NA,NA
"463","José Ricardo Mannarino","ze-ricardo","Zé Ricardo","https://s.glbimg.com/es/sde/f/2018/08/07/00620626eff639c8dd52b70dfa6e5214_FORMATO.png",95780,18,"BOT","tec","Provável",1.72,8.46,-0.88,3.05,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Felipe Araruna Hoffman","araruna","Araruna","https://s.glbimg.com/es/sde/f/2018/05/26/b4b029a37fb26e03a4d839bdb8602416_FORMATO.png",95660,18,"SAO","mei","Nulo",0,3.1,0,2,"São Paulo",1,NA,4,NA,1,8,NA,NA,11,7,1,NA,NA,NA,NA,NA,NA,NA
"465","Victor Hugo Santana Carvalho","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2018/07/09/9ec6075e1704e0048942e10ba8fc41f5_FORMATO.jpeg",95770,18,"PAL","mei","Nulo",0,3,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Gustavo Costa da Silva Machado","gustavo-bochecha","Gustavo Bochecha","https://s.glbimg.com/es/sde/f/2018/05/17/52ed968cab083a8fa9f33af080a80bf4_FORMATO.png",95798,18,"BOT","mei","Nulo",0,4.17,0,1.7,"Botafogo",NA,2,5,NA,2,10,NA,NA,12,8,NA,NA,NA,NA,NA,NA,NA,NA
"467","Jailson Marcelino dos Santos","jailson","Jailson","https://s.glbimg.com/es/sde/f/2017/04/18/63a42550ea5f70d0bbc92287dd6ac259_FORMATO.png",72290,18,"PAL","gol","Dúvida",4.7,13.68,0.17,4.75,"Palmeiras",NA,1,NA,NA,NA,NA,NA,NA,10,NA,1,NA,NA,4,23,11,NA,NA
"468","Giovanni Palmieri dos Santos","giovanni","Giovanni","https://s.glbimg.com/es/sde/f/2018/05/07/bb4f1adb5bf49bba67eace97f861dea9_FORMATO.png",72097,18,"AME","lat","Nulo",0.8,7.72,-0.62,4.27,"América-MG",NA,3,7,1,5,11,3,1,17,14,NA,NA,NA,3,NA,NA,NA,NA
"469","Danilo Fernando Avelar","danilo-avelar","Danilo Avelar","https://s.glbimg.com/es/sde/f/2018/06/26/a77b90cda4d9d26c34f44befcf3a4f6d_FORMATO.png",72142,18,"COR","lat","Nulo",0,6.5,0,3.77,"Corinthians",NA,NA,9,3,NA,4,NA,1,15,4,NA,1,NA,2,NA,NA,NA,NA
"470","Rafael Santiago Gonçalves","rafael-grampola","Rafael Grampola","https://s.glbimg.com/es/sde/f/2018/08/02/cd538946a9fb6711e44baf4de32943e4_FORMATO.png",95803,18,"PAR","ata","Provável",0.2,1.93,-0.22,0.75,"Paraná",NA,NA,2,NA,2,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Artur Victor Guimarães","artur","Artur","https://s.glbimg.com/es/sde/f/2018/03/01/b80e29d5a991a85ea43bf6650fe5f1cd_FORMATO.png",95799,18,"PAL","ata","Dúvida",0,3.38,0,1.9,"Palmeiras",NA,NA,1,2,NA,7,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"472","João Paulo Mior","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/17/6b2d599609eccc7671f1c4a23739c2d7_FORMATO.png",72168,18,"BOT","mei","Contundido",0,10,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Leonardo Rodrigues dos Santos","leo-santos","Léo Santos","https://s.glbimg.com/es/sde/f/2018/03/20/9e024bd996bfcfe044fa0ceaca14d7ee_FORMATO.png",95820,18,"COR","zag","Provável",-1.1,1.72,-1.01,1.92,"Corinthians",NA,NA,3,1,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA
"474","Robert Ayrton Piris Da Motta","piris-da-motta","Piris da Motta","https://s.glbimg.com/es/sde/f/2018/08/02/0704358d01e3427f962818bd42cb2484_FORMATO.png",95802,18,"FLA","mei","Nulo",4.6,7.04,0.04,4.6,"Flamengo",NA,NA,1,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA
"475","Caique da Silva Maria","caique","Caíque","https://s.glbimg.com/es/sde/f/2018/05/26/79586d097d6ab61e5e4c7d92fe0616b0_FORMATO.png",95831,18,"SAO","ata","Nulo",0,1.15,0,2,"São Paulo",NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"476","Sander Henrique Bortolotto","sander","Sander","https://s.glbimg.com/es/sde/f/2018/05/24/53ffed7a90ef04e11377eb7816360dc4_FORMATO.png",95843,18,"SPO","lat","Provável",9.9,11.62,1.14,4.99,"Sport",NA,5,34,7,5,32,NA,2,39,54,NA,NA,NA,3,NA,NA,NA,NA
"477","Éverson Felipe Marques Pires","everson","Éverson","https://s.glbimg.com/es/sde/f/2018/08/14/7ab52b47d50462cc76be6f11092e2404_FORMATO.png",72294,18,"CEA","gol","Provável",7.7,11.44,-0.86,5.23,"Ceará",NA,1,1,NA,NA,5,NA,NA,7,NA,NA,NA,NA,6,33,19,NA,NA
"478","Luiz Otávio Anacleto Leandro","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2018/05/25/415ca8e21d5dcca6c767a0485b2765a3_FORMATO.png",72359,18,"CEA","zag","Provável",5,8.2,-0.14,3.33,"Ceará",NA,4,8,NA,2,7,NA,NA,14,24,NA,NA,NA,5,NA,NA,NA,NA
"479","Felipe Alves Raymundo","felipe-alves","Felipe Alves","https://s.glbimg.com/es/sde/f/2018/03/01/a4001473c0c581b61769bb3db00efcaa_FORMATO.png",72372,18,"ATL","gol","Nulo",0,1.8,0,0.55,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,1,3,NA,NA
"480","Hugo da Conceição Borges Alves","hugo-borges","Hugo Borges","https://s.glbimg.com/es/sde/f/2018/07/12/a2915e07f8614150b5d3d4343a9bb658_FORMATO.png",95875,18,"VAS","ata","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Walter Bou","walter-bou","Walter Bou","https://s.glbimg.com/es/sde/f/2018/07/16/a374e78aa31747574d81d4787b38531c_FORMATO.png",95853,18,"VIT","ata","Nulo",3.4,5.3,0.24,1.4,"Vitória",NA,1,8,5,1,4,NA,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA
"482","Rodrigo Oliveira Lindoso","rodrigo-lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2018/05/17/3988b3a7c7218ab5a3b8b242ad6f1b46_FORMATO.png",72362,18,"BOT","mei","Provável",13,11.3,1.95,4.34,"Botafogo",2,3,20,4,13,23,4,2,41,23,NA,NA,NA,NA,NA,NA,NA,NA
"483","Ruan Renato Bonifácio Augusto","ruan-renato","Ruan Renato","https://s.glbimg.com/es/sde/f/2018/06/16/cb9b1283653cdfca8e999187da879268_FORMATO.png",96047,18,"VIT","zag","Provável",-2,1.54,-0.46,0.38,"Vitória",NA,2,9,NA,NA,1,NA,NA,10,5,NA,NA,NA,1,NA,NA,NA,NA
"484","Felipe Gustavo Domingos","felipe","Felipe","https://s.glbimg.com/es/sde/f/2017/02/21/e708f975f303fd9301b35bbd18a258b2_FORMATO.png",95849,18,"BAH","gol","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Mauricio Caprini Pinto","caprini","Caprini","https://s.glbimg.com/es/sde/f/2018/05/18/974cf193c41e59553e84f947ddaab668_FORMATO.png",96049,18,"ATL","ata","Nulo",0,2,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Luiz Carlos Cirne Lima de Lorenzi","lisca","Lisca","https://s.glbimg.com/es/sde/f/2018/06/05/28dffdf0f5fa7f305e52bcd7ee449f9a_FORMATO.png",72588,18,"CEA","tec","Provável",4.18,7.47,0.19,4.05,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Ítalo Barbosa de Andrade","italo","Ítalo","https://s.glbimg.com/es/sde/f/2018/05/08/edabbe9d6fece85f1567311af9ca93e1_FORMATO.png",95958,18,"BAH","ata","Nulo",0,0.75,0,-2.9,"Bahia",NA,NA,3,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
"488","Matheus Simonete Bressanelli","bressan","Bressan","https://s.glbimg.com/es/sde/f/2018/05/18/89ef7379a0826a62657cb5948a315081_FORMATO.png",72491,18,"GRE","zag","Contundido",0,10.48,0,5.24,"Grêmio",NA,1,17,NA,2,8,1,NA,17,17,NA,NA,NA,10,NA,NA,NA,NA
"489","Renê dos Santos Júnior","rene-junior","Renê Júnior","https://s.glbimg.com/es/sde/f/2018/03/20/8b306efa7463aa34e658516c465f664e_FORMATO.png",73281,18,"COR","mei","Contundido",0,5.85,0,2.6,"Corinthians",NA,NA,12,NA,2,5,NA,NA,4,9,NA,NA,NA,NA,NA,NA,NA,NA
