"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FS","PE","RB","SG","CA","FD","FF","G","I","A","DD","GS","FT","CV","GC","PP","DP"
"398","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/02/19/6fc23a37c23198ad6b9da39da99ad82b_FORMATO.png",90285,5,"SAN","ata","Nulo",0,12.75,0,0.2,"Santos",1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2017/05/19/0c4040195eb2210f37198e62876f4dc1_FORMATO.png",81150,5,"PAL","lat","Nulo",0,7,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","Vitor Frezarin Bueno","vitor-bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2016/05/01/6a51ac71a5e8a928c9cf1b71c2db243b_FORMATO.png",87552,5,"SAN","mei","Provável",0.9,5.1,-0.12,0.03,"Santos",3,1,4,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","Messias Rodrigues da Silva Júnior","messias","Messias","https://s.glbimg.com/es/sde/f/2018/05/07/983eb7f70f612711ba14e031cb3cfefe_FORMATO.png",87402,5,"AME","zag","Provável",1,7.63,-0.47,2.2,"América-MG",5,2,10,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","Romário Guilherme dos Santos","romario","Romário ","https://s.glbimg.com/es/sde/f/2018/04/17/8ccd6c73e107d6537fe357bb0a4d139c_FORMATO.png",80975,5,"CEA","lat","Provável",0,2.41,0,-0.45,"Ceará",2,1,3,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"403","Thaciano Mickael da Silva","thaciano","Thaciano","https://s.glbimg.com/es/sde/f/2018/01/12/42e0c40a8c51eaf223c027548b5b0e18_FORMATO.png",87470,5,"GRE","mei","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","Jaílson Marques Siqueira","jailson","Jailson","https://s.glbimg.com/es/sde/f/2017/04/23/bbc1e20f5a841fe3d2fc8cbf1553e368_FORMATO.png",90290,5,"GRE","mei","Dúvida",0,4.07,0,0.7,"Grêmio",NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","Osman de Menezes Venâncio Junior","osman","Osman","https://s.glbimg.com/es/sde/f/2017/04/25/f608122b61891f2ab13ba0015367cfb5_FORMATO.png",81898,5,"CHA","ata","Nulo",0,4,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2018/05/18/9c8442508cec9bf9dc9f0af8f306e11b_FORMATO.png",90309,5,"CRU","ata","Contundido",0,4.02,0,-0.3,"Cruzeiro",NA,1,6,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"407","Santiago Tréllez Vivero","trellez","Tréllez","https://s.glbimg.com/es/sde/f/2018/03/11/d5b5b6a89764a87e0a097fe2b1db36a8_FORMATO.png",87679,5,"SAO","ata","Nulo",7.7,7.39,1.08,3.47,"São Paulo",2,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"408","Carlos Henrique Alves Pereira","carlos-henrique","Carlos Henrique","https://s.glbimg.com/es/sde/f/2018/04/27/b4784a166a08e0a628c13b326e4216ef_FORMATO.png",87732,5,"SPO","ata","Nulo",-1.6,1.94,-0.81,-0.3,"Sport",1,3,4,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"409","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2018/03/20/54a51f5d3bd850ab8a76126ee75399ed_FORMATO.png",90444,5,"BOT","lat","Nulo",0,7,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","Fabián Cornelio Balbuena González","balbuena","Balbuena","https://s.glbimg.com/es/sde/f/2018/03/19/8391694cbff5bcefdd87bc85cc615423_FORMATO.png",87887,5,"COR","zag","Nulo",6.7,17.41,-0.26,7.3,"Corinthians",1,3,12,14,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","Sidcley Ferreira Pereira","sidcley","Sidcley","https://s.glbimg.com/es/sde/f/2018/03/23/9db2d3b03abd4966fab935ec9672a2f8_FORMATO.png",86764,5,"COR","lat","Provável",15.2,16.41,3.05,9.18,"Corinthians",2,7,7,15,2,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"412","José Welison da Silva","jose-welison","José Welison","https://s.glbimg.com/es/sde/f/2018/03/21/9c9486bfe6d550bb373e1eb7553cbd91_FORMATO.png",86859,5,"VIT","mei","Nulo",-0.3,2.4,-0.32,-0.4,"Vitória",7,1,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2018/05/07/074f3b8960ae6ea7711fa17be1c27cac_FORMATO.png",86797,5,"CRU","ata","Nulo",1.5,5.4,-0.55,1.97,"Cruzeiro",6,4,2,4,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"414","Luís Vinícius da Silva Matos","vinicius","Vinicius","https://s.glbimg.com/es/sde/f/2018/04/20/41282578700a83d0c3505f577dfbac5c_FORMATO.png",86861,5,"VIT","zag","Nulo",0,3,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","Matheus Rossetto","matheus-rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2018/05/08/036cf29144ee81b7e52eaed8486c6718_FORMATO.png",86766,5,"ATL","mei","Provável",0,11.68,0,4.1,"Atlético-PR",3,2,14,8,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"416","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2018/05/17/555bb7e98091372b0b633a3623d5b40d_FORMATO.png",90715,5,"BOT","mei","Provável",2,3.57,0.48,0,"Botafogo",2,4,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"417","Felipe Rodrigues dos Santos","felipe-rodrigues","Felipe Rodrigues","https://s.glbimg.com/es/sde/f/2018/04/12/87e3a37e011724df37a413d4c636284e_FORMATO.png",87923,5,"SPO","lat","Nulo",0,2,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","Jean Paulo Fernandes Filho","jean","Jean","https://s.glbimg.com/es/sde/f/2018/03/11/1a43920af3ea4ad2f189d77f6480d4ec_FORMATO.png",90933,5,"SAO","gol","Nulo",0,8,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","Gustavo Cascardo de Assis","cascardo","Cascardo","https://s.glbimg.com/es/sde/f/2018/03/01/7cd306c8774f6e52b5c693cc87fb2102_FORMATO.png",90587,5,"ATL","lat","Nulo",0,4,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2017/04/24/c4a8873e3ad989db3e40b7149ed51789_FORMATO.png",90768,5,"CHA","zag","Dúvida",0,6,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Willian Klaus","klaus","Klaus","https://s.glbimg.com/es/sde/f/2018/04/09/213245ee05c1b0ca97f32c728f20bd6b_FORMATO.png",90846,5,"INT","zag","Nulo",0,3.11,0,0.7,"Internacional",1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Esteban Andrés Pavez Suazo","pavez","Pavez","https://s.glbimg.com/es/sde/f/2018/03/01/f06d28d32ef04ad8803fc57fe0d565e7_FORMATO.png",90959,5,"ATL","mei","Provável",2.2,6.36,-0.58,2.76,"Atlético-PR",4,4,8,10,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Lucas Fernandes","lucas-fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2018/05/01/99bb69dc32439752f0b3e496e9a523cc_FORMATO.png",90899,5,"VIT","ata","Nulo",10.9,6.27,2.27,6.15,"Vitória",NA,5,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"424","Geremias Ribeiro Júnior","junior","Júnior","https://s.glbimg.com/es/sde/f/2018/03/21/5ee8b76a0676e5e5eba8d8aefac91636_FORMATO.png",87946,5,"VIT","ata","Nulo",0,3,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Matheus Pereira da Silva","matheus-pereira","Matheus Pereira","https://s.glbimg.com/es/sde/f/2018/03/21/ad408da8f4100c9ef932e2e8a0936c71_FORMATO.png",90370,5,"PAR","mei","Nulo",0,4.39,0,2.05,"Paraná",NA,1,7,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","Evandro Lima de Oliveira Filho","evandro","Evandro","https://s.glbimg.com/es/sde/f/2017/05/01/44325047a16fc8c2d5d2dbee3907eb6a_FORMATO.png",91001,5,"SPO","lat","Nulo",0,3,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","Thiago Rodrigues da Silva","thiago","Thiago","https://s.glbimg.com/es/sde/f/2018/05/04/d4092dd23800a9822421cf2f4c434434_FORMATO.png",91194,5,"FLA","gol","Nulo",0,4,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Sergio Antonio Soler de Oliveira Junior","serginho","Serginho","https://s.glbimg.com/es/sde/f/2018/05/07/91dac514dd0507957d36fa511bb7b5e7_FORMATO.png",88002,5,"AME","mei","Provável",4.7,18.43,0.21,7.94,"América-MG",10,8,12,8,NA,NA,3,4,2,1,2,NA,NA,NA,NA,NA,NA,NA
"429","Adilson dos Anjos Oliveira","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/05/07/a121caba22a2560ebe0698009aa2a45f_FORMATO.png",82381,5,"AME","mei","Provável",3.4,7.17,0.01,3.72,"América-MG",7,5,10,14,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Ronaldo de Oliveira Strada","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/03/21/841b5df0cdc6cf16eecd117560650d41_FORMATO.png",91101,5,"VIT","gol","Nulo",0,3,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Christian Alberto Cueva Bravo","cueva","Cueva","https://s.glbimg.com/es/sde/f/2017/08/24/9ea34016bae7f001bbb849c8d907c1f4_FORMATO.png",82411,5,"SAO","mei","Nulo",0,12.56,0,4.93,"São Paulo",2,6,9,4,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA
"432","Jesiel Cardoso Miranda","jesiel","Jesiel","https://s.glbimg.com/es/sde/f/2018/04/24/8cdc1a9445b0b0ebf72f53be7212ceb2_FORMATO.png",91156,5,"PAR","zag","Provável",-0.6,3.37,-0.55,1.4,"Paraná",5,1,6,8,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2017/06/07/bd6f96fc4d6fbe29bd108c344db1e415_FORMATO.jpeg",91201,5,"GRE","ata","Nulo",0,2.35,0,0.7,"Grêmio",1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2018/05/07/6ac39bf60c88040543dee78fc133c427_FORMATO.png",91191,5,"ATL","mei","Suspenso",9.3,19.12,0.66,10.04,"Atlético-MG",15,1,9,26,NA,3,4,2,NA,1,3,NA,NA,2,NA,NA,NA,NA
"435","Yuri Antonio Costa da Silva","yuri","Yuri","https://s.glbimg.com/es/sde/f/2017/04/18/8bac23f3df250a620bd6c580564b33ee_FORMATO.png",88125,5,"BOT","lat","Contundido",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","Éder Ferreira Graminho","eder","Éder ","https://s.glbimg.com/es/sde/f/2018/04/25/9c24eef6db7bc6f134fefb1a2342e6f6_FORMATO.png",91203,5,"ATL","zag","Nulo",0,3,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","Ramon Menezes Roma","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/03/21/64085a03b9eafec964b531667b296fe5_FORMATO.png",88087,5,"VIT","zag","Nulo",0,2.89,0,0.93,"Vitória",6,2,3,6,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","Raphael Schorr Utzig","raphael-alemao","Raphael Alemão","https://s.glbimg.com/es/sde/f/2018/04/24/e72a3c4a24b0c21be12ae1fc78ee1755_FORMATO.jpeg",91206,5,"PAR","ata","Contundido",0,4.45,0,4.85,"Paraná",1,2,3,3,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Leonardo Felipe Valencia Rossel","leonardo-valencia","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2018/05/17/fdfb5b9c1f58d363c8597c844f7302ba_FORMATO.png",91508,5,"BOT","mei","Provável",0,7.47,0,3.15,"Botafogo",1,7,8,2,NA,NA,3,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"440","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2018/04/09/d543e86d4cdf1a286b62859a71407114_FORMATO.png",88368,5,"INT","mei","Nulo",2.4,4.24,-0.08,1.97,"Internacional",5,6,3,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Flávio Medeiros da Silva","flavio","Flávio","https://s.glbimg.com/es/sde/f/2018/05/01/3c063c1b3d589634d699c80695341bff_FORMATO.png",91102,5,"BAH","mei","Nulo",0,3,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2016/05/01/33edb005bdd244f616d094e71ba6c3a8_FORMATO.png",91260,5,"SAO","gol","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Ángel Rodrigo Romero Villamayor","angel-romero","Ángel Romero","https://s.glbimg.com/es/sde/f/2018/05/18/8b6faacdc8e5b7ca9a1b28fe294eb028_FORMATO.png",88323,5,"COR","ata","Nulo",2.3,8.47,-0.41,2.83,"Corinthians",9,15,18,5,NA,2,1,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"444","Daniel Guedes da Silva","daniel-guedes","Daniel Guedes ","https://s.glbimg.com/es/sde/f/2017/05/02/700b428f14849c2f8f5eb9286d7adf03_FORMATO.png",88225,5,"SAN","lat","Nulo",0,8.69,0,3.73,"Santos",1,NA,6,6,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"445","Hugo Gomes dos Santos Silva","jaja","Jajá","https://s.glbimg.com/es/sde/f/2018/05/04/b88fea981ca416ecb72190b914491149_FORMATO.png",91263,5,"FLA","mei","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Colin Kazim-Richards","kazim","Kazim","https://s.glbimg.com/es/sde/f/2018/03/20/2b1aef192298682a8f7aafb1efaf4147_FORMATO.png",91519,5,"COR","ata","Nulo",0,4,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Ayrton Lucas Dantas de Medeiros","ayrton-lucas","Ayrton Lucas","https://s.glbimg.com/es/sde/f/2018/01/24/d014e65ab8d78668e270fb0df555b349_FORMATO.png",88393,5,"FLU","lat","Contundido",0.7,10.43,-1.44,5.7,"Fluminense",5,15,5,9,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Bruno Bispo dos Anjos","bruno-bispo","Bruno Bispo","https://s.glbimg.com/es/sde/f/2018/03/21/99884c41754fc82c033d202d4decfad3_FORMATO.png",91359,5,"VIT","zag","Nulo",0,5,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Lucas Perdomo Duarte Santos","lucas","Lucas","https://s.glbimg.com/es/sde/f/2018/03/28/e8c799411d6ba80da004148110333f35_FORMATO.png",88412,5,"VAS","mei","Nulo",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Rafael dos Santos da Silva","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2018/03/15/c4478d4a2dd3cddeff0ae2f6e49a1d61_FORMATO.png",91644,5,"CEA","mei","Nulo",0,3,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2018/03/11/850c8b93c9700970ec1d30ac9c8107da_FORMATO.png",91573,5,"SAO","zag","Provável",4.4,10.06,0.47,3.6,"São Paulo",6,2,4,9,1,2,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"452","Adryelson Shawann Lima Silva","adryelson","Adryelson","https://s.glbimg.com/es/sde/f/2016/05/01/486323894355978b9458b0d2217d92bf_FORMATO.png",91664,5,"SPO","zag","Nulo",0,3,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Antônio Francisco Moura Neto","neto-moura","Neto Moura","https://s.glbimg.com/es/sde/f/2016/05/01/60b2f9caebf7a6d399c1ba73dff47b84_FORMATO.png",87742,5,"SPO","mei","Provável",1,3.72,-0.07,1.7,"Sport",6,3,4,5,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Márcio Augusto da Silva Barbosa","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2018/04/09/e98ae78571bf2f1d20592452a537cdee_FORMATO.png",90458,5,"INT","ata","Nulo",0,4,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Yago Felipe da Costa Rocha","yago","Yago","https://s.glbimg.com/es/sde/f/2018/03/21/54d2ff44a32a66affd7636aa9f2ae99f_FORMATO.png",87747,5,"VIT","mei","Nulo",0,10.97,0,4.15,"Vitória",7,8,19,9,NA,2,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"456","Igor Aquino da Silva","igor","Igor","https://s.glbimg.com/es/sde/f/2018/03/21/95c075f33312c6b483847dc688deac80_FORMATO.png",91639,5,"PAR","lat","Nulo",4.2,2.55,0.55,4.2,"Paraná",1,NA,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Aderlan de Lima Silva","aderlan","Aderlan","https://s.glbimg.com/es/sde/f/2018/05/07/7d71b5fcfdd78c1cdddf4a15eff9200b_FORMATO.png",88423,5,"AME","lat","Nulo",4.1,2.52,0.52,4.1,"América-MG",3,2,3,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Leandro Carvalho da Silva","leandro-carvalho","Leandro Carvalho","https://s.glbimg.com/es/sde/f/2018/05/17/9a0c78c491e9df3238a184a85312e3a4_FORMATO.png",88669,5,"BOT","ata","Contundido",0,5.86,0,5.5,"Botafogo",NA,4,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Alex Sandro dos Santos Apolinario","alex","Alex","https://s.glbimg.com/es/sde/f/2018/05/08/b753c70507d39b4bd30ac8bc987d2fd6_FORMATO.png",90535,5,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Arthur Henrique Ramos de Oliveira Melo","arthur","Arthur","https://s.glbimg.com/es/sde/f/2017/04/23/ad145ff7dd594174acc3863cb2569b83_FORMATO.png",90532,5,"GRE","mei","Contundido",4.2,16.8,-2.37,9.22,"Grêmio",2,17,3,11,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"461","Júnior Nazareno Sornoza Moreira","sornoza","Sornoza","https://s.glbimg.com/es/sde/f/2018/01/21/40443f559baf2dd666bfa225dc23f634_FORMATO.png",87877,5,"FLU","mei","Provável",8.8,9.17,1.11,4.04,"Fluminense",4,3,17,8,NA,1,7,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"462","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2018/05/18/78d71d802479a25898817edac97588a9_FORMATO.png",87863,5,"CRU","mei","Provável",23.2,20.98,3.43,12.1,"Cruzeiro",9,9,11,13,NA,1,7,6,1,NA,2,NA,NA,1,NA,NA,NA,NA
"463","Bruno Jacinto da Silva","bruno-paulista","Bruno Paulista","https://s.glbimg.com/es/sde/f/2018/04/09/bf8fd16b5067244310ac33ce26ccdd03_FORMATO.png",88933,5,"VAS","mei","Nulo",0,4,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Yuri Oliveira Lima","yuri","Yuri","https://s.glbimg.com/es/sde/f/2016/07/05/6918c687f15258af809e99a14e04318e_FORMATO.png",90569,5,"SAN","mei","Nulo",0,4,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Judivan Flor da Silva","judivan","Judivan ","https://s.glbimg.com/es/sde/f/2018/03/30/c14127206b6ba0991e38bc6d98f405c4_FORMATO.png",89190,5,"AME","ata","Provável",0,2.2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Everson Bispo Pereira","everson","Everson","https://s.glbimg.com/es/sde/f/2018/03/02/0d1f27696ffa839add050783ad3a4202_FORMATO.png",91929,5,"BAH","zag","Nulo",0.4,3.27,-0.36,2.33,"Bahia",1,2,7,3,1,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"467","Diego Ferreira Matheus","diego-ferreira","Diego Ferreira","https://s.glbimg.com/es/sde/f/2018/03/01/5e300b254076f90bc73404c25d77cce8_FORMATO.png",91783,5,"ATL","lat","Nulo",0,3,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Christian Sávio Machado","christian","Christian","https://s.glbimg.com/es/sde/f/2018/05/07/d01cfe5d2a8f27f7a2d70e9fdb8ea900_FORMATO.png",91928,5,"AME","mei","Contundido",0,11.21,0,7.2,"América-MG",2,6,3,7,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","José Ivaldo Almeida Silva","ze-ivaldo","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2018/03/01/b984cfe3c5aef05cca4e8856a06ad317_FORMATO.png",91866,5,"ATL","zag","Provável",1.1,2.64,-0.04,1.86,"Atlético-PR",5,4,9,3,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Jean Carlos de Souza Irmer","jean","Jean","https://s.glbimg.com/es/sde/f/2018/04/14/41df144dd9a7bef47baff80aaa56b97c_FORMATO.png",89150,5,"BOT","mei","Nulo",0,2.18,-0.82,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Douglas Augusto Soares Gomes","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/01/21/23fa033a58dbb6b9c2500f5a80893009_FORMATO.png",92497,5,"FLU","mei","Nulo",0,3.52,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Caíque França Godoy","caique-franca","Caíque França","https://s.glbimg.com/es/sde/f/2018/03/19/930bb1645127cc2974dd8b133682b00a_FORMATO.png",91808,5,"COR","gol","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2018/05/07/211b2cfc9413080da0e36bac586628df_FORMATO.png",89226,5,"ATL","zag","Nulo",0,4,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Raul Lô Gonçalves","raul","Raul","https://s.glbimg.com/es/sde/f/2015/08/25/bd344f2083d946aa34a8013e779ccfe9_FORMATO.jpeg",92496,5,"CEA","mei","Nulo",0,2,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Marlos Moreno Durán","marlos","Marlos","https://s.glbimg.com/es/sde/f/2018/05/04/71ca6ff6a0b867666327cb4eaa2cf01a_FORMATO.png",89827,5,"FLA","ata","Nulo",-0.3,3.82,-1.03,0.6,"Flamengo",4,4,1,3,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"476","Ânderson Balbino Assis","balbino","Balbino","https://s.glbimg.com/es/sde/f/2016/04/30/aa305ef16d18275ce438c74c73d54e15_FORMATO.png",89227,5,"GRE","mei","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,5,"BOT","gol","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
