"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","FT","G","I","PE","RB","SG","CV","DD","GS","PP","GC","DP"
"437","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/07/de5cc9b6be749402b257946886dea075_FORMATO.png",87393,38,"ATL","zag","Nulo",5.5,6.68,0.1,2.62,"Atlético-MG",NA,1,17,4,3,23,1,NA,NA,19,23,4,NA,NA,NA,NA,1,NA
"438","Messias Rodrigues da Silva Júnior","messias","Messias","https://s.glbimg.com/es/sde/f/2018/05/07/983eb7f70f612711ba14e031cb3cfefe_FORMATO.png",87402,38,"AME","zag","Dúvida",0,8.61,0,2.32,"América-MG",NA,4,33,2,4,12,NA,1,1,53,35,11,1,NA,NA,NA,NA,NA
"439","Lucas Perdomo Duarte Santos","lucas","Lucas","https://s.glbimg.com/es/sde/f/2018/03/28/e8c799411d6ba80da004148110333f35_FORMATO.png",88412,38,"VAS","mei","Nulo",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","Fábio Moreno","fabio-moreno","Fábio Moreno","https://s.glbimg.com/es/sde/f/2018/11/29/cb9636b82687b74801a5b39eb52a52aa_FORMATO.png",103746,38,"FLU","tec","Provável",6.48,11.23,0.61,6.48,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Gabriel Veron Fonseca de Souza","veron","Veron","https://s.glbimg.com/es/sde/f/2018/11/30/c499e5770419f38b55930e24444f025e_FORMATO.png",103764,38,"PAL","ata","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Raphael Schorr Utzig","raphael-alemao","Raphael Alemão","https://s.glbimg.com/es/sde/f/2018/04/24/e72a3c4a24b0c21be12ae1fc78ee1755_FORMATO.jpeg",91206,38,"PAR","ata","Nulo",0,2.1,0,0.48,"Paraná",NA,1,7,5,2,6,NA,NA,NA,4,3,NA,1,NA,NA,NA,NA,NA
"443","Thaciano Mickael da Silva","thaciano","Thaciano","https://s.glbimg.com/es/sde/f/2018/05/21/8805a9e1e4f2ee609adb3d2576d5ff0a_FORMATO.png",87470,38,"GRE","mei","Nulo",0,2.58,0,1.91,"Grêmio",NA,3,16,7,3,7,NA,1,2,11,19,NA,NA,NA,NA,NA,NA,NA
"444","Antônio Josenildo Rodrigues de Oliveira","tonhao","Tonhão","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,38,"GRE","zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Gabriel Silva Vieira","gabriel-silva","Gabriel Silva","https://s.glbimg.com/es/sde/f/2018/11/30/b5be7197489b8803ce3030e5b66d52cd_FORMATO.png",103766,38,"PAL","mei","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2018/05/26/5818d20df4c7c3248d9dc04c6864aa03_FORMATO.png",91260,38,"SAO","gol","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Leandro Vilela Sales Teixeira","leandro-vilela","Leandro Vilela","https://s.glbimg.com/es/sde/f/2018/03/21/9a68c6d8db51f7e6b517b1b536fcfece_FORMATO.png",88687,38,"PAR","mei","Suspenso",0,4.9,0,2.02,"Paraná",1,9,62,4,13,31,NA,NA,NA,72,67,NA,1,NA,NA,NA,NA,NA
"448","Matheus Gonçalves Savio","matheus-savio","Matheus Savio","https://s.glbimg.com/es/sde/f/2018/07/28/3a3a8b95d0a4f15553e2ab71957c0c0c_FORMATO.png",91264,38,"FLA","mei","Nulo",0,4.27,0,2.26,"Flamengo",NA,NA,4,2,3,1,NA,1,NA,10,2,NA,NA,NA,NA,NA,NA,NA
"449","André Soares Jardine","andre-jardine","André Jardine","https://s.glbimg.com/es/sde/f/2018/11/12/193a1e51aca505ae0456c00be8c3902e_FORMATO.png",88898,38,"SAO","tec","Provável",0.62,10.29,-0.74,2.72,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Gabriel Vinícius Menino","gabriel-menino","Gabriel Menino","https://s.glbimg.com/es/sde/f/2018/11/30/6f41adf35ac30a094a05a1f8ed71ffc2_FORMATO.png",103767,38,"PAL","mei","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","Santiago Tréllez Vivero","trellez","Tréllez","https://s.glbimg.com/es/sde/f/2018/08/22/915c56c34a9df8f498cac86eb7ef2f2e_FORMATO.png",87679,38,"SAO","ata","Nulo",0,5.39,0,1.64,"São Paulo",NA,1,31,6,4,13,2,4,3,10,2,NA,NA,NA,NA,NA,NA,NA
"452","Bruno Bispo dos Anjos","bruno-bispo","Bruno Bispo","https://s.glbimg.com/es/sde/f/2018/03/21/99884c41754fc82c033d202d4decfad3_FORMATO.png",91359,38,"VIT","zag","Provável",-0.4,3.84,-1.01,2.78,"Vitória",NA,2,10,NA,NA,1,NA,NA,NA,10,9,4,NA,NA,NA,NA,NA,NA
"453","Everton Morelli Casimiro","morelli","Morelli",NA,103772,38,"AME","mei","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Luan Polli Gomes","luan-polli","Luan Polli ","https://s.glbimg.com/es/sde/f/2018/08/10/1306038e63aa5d939fba83b224eb91e1_FORMATO.png",88916,38,"SPO","gol","Nulo",0,2,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Juliano Silva Almeida","juliano","Juliano","https://s.glbimg.com/es/sde/f/2018/09/21/5bd2b1fee0796f7b54fa8e4f82276631_FORMATO.png",87696,38,"SAN","mei","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Antônio Francisco Moura Neto","neto-moura","Neto Moura","https://s.glbimg.com/es/sde/f/2018/05/24/af017e13e350ed632a40f953f3dd8d53_FORMATO.png",87742,38,"SPO","mei","Dúvida",5,4.85,0.68,2.14,"Sport",NA,3,12,7,5,14,NA,NA,NA,14,25,NA,NA,NA,NA,NA,NA,NA
"457","Leonardo Felipe Valencia Rossel","leonardo-valencia","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2018/05/17/fdfb5b9c1f58d363c8597c844f7302ba_FORMATO.png",91508,38,"BOT","mei","Suspenso",0,9.23,0,4.39,"Botafogo",6,3,26,24,29,42,1,3,2,82,22,NA,NA,NA,NA,NA,NA,NA
"458","Fabricio do Nascimento Biato","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2018/11/30/09f85c2c1fe3a2f2b6838539c51afd95_FORMATO.png",103765,38,"PAL","ata","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Lucas Luan Martins Pinto","lucas-luan","Lucas Luan",NA,103773,38,"AME","lat","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Gustavo Bonatto Barreto","barreto","Barreto","https://s.glbimg.com/es/sde/f/2018/08/01/eb32b1122051c363c367c115b252a941_FORMATO.png",89224,38,"CHA","mei","Nulo",0,1.16,0,1.03,"Chapecoense",NA,2,8,NA,1,9,NA,NA,NA,10,14,NA,1,NA,NA,NA,NA,NA
"461","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2018/08/21/55c29ae10f4820c62eed75c6e8d1392f_FORMATO.png",91573,38,"SAO","zag","Provável",-0.4,8.98,-0.96,3.9,"São Paulo",2,7,31,5,11,27,NA,NA,5,41,39,9,NA,NA,NA,NA,NA,NA
"462","Alejandro Santana Viniegra","alejandro","Alejandro",NA,103776,38,"CRU","ata","Nulo",0,0.77,-0.23,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Ânderson Balbino Assis","balbino","Balbino","https://s.glbimg.com/es/sde/f/2016/04/30/aa305ef16d18275ce438c74c73d54e15_FORMATO.png",89227,38,"GRE","mei","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Márcio Adriano Corrêa da Silva Filho","marcio","Márcio",NA,103774,38,"AME","mei","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Ronielson da Silva Barbosa","rony","Rony","https://s.glbimg.com/es/sde/f/2018/09/03/554ff3fc561a0061ae57afba756706f4_FORMATO.png",91607,38,"ATL","ata","Provável",8.6,9.51,1.15,3.98,"Atlético-PR",1,1,16,8,8,22,NA,3,6,11,14,NA,1,NA,NA,NA,NA,NA
"466","Jean Carlos de Souza Irmer","jean","Jean","https://s.glbimg.com/es/sde/f/2018/04/14/41df144dd9a7bef47baff80aaa56b97c_FORMATO.png",89150,38,"BOT","mei","Contundido",0,3.54,0,3.43,"Botafogo",2,4,33,NA,4,19,NA,1,NA,19,34,NA,NA,NA,NA,NA,NA,NA
"467","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2018/07/01/4bacaa8c6112be8345d4e81006963e37_FORMATO.png",87863,38,"CRU","mei","Nulo",0,15.99,0,7.08,"Cruzeiro",6,4,22,14,21,45,1,6,2,53,27,NA,NA,NA,NA,NA,NA,NA
"468","Igor Aquino da Silva","igor","Igor","https://s.glbimg.com/es/sde/f/2018/03/21/95c075f33312c6b483847dc688deac80_FORMATO.png",91639,38,"PAR","lat","Provável",-0.3,2.7,-0.68,1.54,"Paraná",NA,7,24,1,10,9,NA,NA,4,52,38,2,NA,NA,NA,NA,NA,NA
"469","Yago Felipe da Costa Rocha","yago","Yago","https://s.glbimg.com/es/sde/f/2018/03/21/54d2ff44a32a66affd7636aa9f2ae99f_FORMATO.png",87747,38,"VIT","mei","Provável",8.9,9.78,1.3,2.91,"Vitória",2,4,23,8,20,57,1,2,1,52,24,NA,1,NA,NA,NA,NA,NA
"470","Júnior Nazareno Sornoza Moreira","sornoza","Sornoza","https://s.glbimg.com/es/sde/f/2018/05/18/a4885adc809e017894786b603d5a5d6b_FORMATO.png",87877,38,"FLU","mei","Nulo",0,7.24,0,1.89,"Fluminense",1,6,16,16,23,18,1,1,NA,71,26,NA,1,NA,NA,NA,NA,NA
"471","Adryelson Shawann Lima Silva","adryelson","Adryelson","https://s.glbimg.com/es/sde/f/2018/05/24/8993667474efcafb24e0734c9b403ebe_FORMATO.png",91664,38,"SPO","zag","Provável",2,3.31,-0.89,3.48,"Sport",NA,2,8,NA,5,7,NA,1,NA,9,9,4,NA,NA,NA,NA,NA,NA
"472","José Rodrigo Andrade Ramos","rodrigo-andrade","Rodrigo Andrade","https://s.glbimg.com/es/sde/f/2018/03/21/baa60af023a4a5978254d14457ae5de5_FORMATO.png",89646,38,"VIT","mei","Nulo",0,0.82,0,0.62,"Vitória",NA,6,28,4,6,17,NA,NA,NA,48,24,NA,NA,NA,NA,NA,NA,NA
"473","Felipe Augusto Ferreira Batista","felipe-augusto","Felipe Augusto","https://s.glbimg.com/es/sde/f/2018/03/21/995978419e90d2d7e0b7b0f9ddb1960b_FORMATO.png",89370,38,"PAR","ata","Dúvida",0.5,2.92,0.06,0.1,"Paraná",NA,NA,2,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,38,"BOT","gol","Nulo",0,2.17,0,2.69,"Botafogo",NA,1,NA,NA,NA,4,NA,NA,NA,8,NA,4,NA,23,24,NA,NA,1
"475","Luís Carlos Rocha da Silva","pilar","Pilar","https://s.glbimg.com/es/sde/f/2018/07/19/0ba295598199da7f2a0b6f02d774acda_FORMATO.png",91649,38,"AME","ata","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","Nickson Gabriel Reis Silva","nickson","Nickson","https://s.glbimg.com/es/sde/f/2018/03/21/adcd09b9b136e70edcb95ab81951f55b_FORMATO.png",89676,38,"VIT","mei","Nulo",0.5,1.55,0.02,0.72,"Vitória",NA,NA,NA,NA,NA,3,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA
"477","Rafael dos Santos da Silva","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2018/03/15/c4478d4a2dd3cddeff0ae2f6e49a1d61_FORMATO.png",91644,38,"CEA","mei","Nulo",0,3,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2018/05/17/abf9ba69358d2452db077b1bf905fa24_FORMATO.png",89493,38,"BOT","zag","Provável",5.2,11.25,0.47,3.5,"Botafogo",NA,4,29,3,13,29,1,2,6,73,56,10,NA,NA,NA,NA,1,NA
"479"," João Pedro Heinen Silva","joao-pedro","João Pedro","https://s.glbimg.com/es/sde/f/2018/05/09/1be6fbe0e1aa54c749ed58a1213eff8b_FORMATO.png",91687,38,"BOT","mei","Nulo",0,1.38,0,-0.03,"Botafogo",NA,NA,5,1,NA,3,NA,NA,2,8,2,NA,NA,NA,NA,NA,NA,NA
"480","Leandro Henrique do Nascimento","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2018/07/16/427506f9f329b3a83b0695351930c35f_FORMATO.png",91702,38,"ATL","ata","Nulo",0,2.29,0,1.03,"Atlético-MG",NA,NA,NA,1,1,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"481","Rodolfo José da Silva Bardella","rodolfo","Rodolfo ","https://s.glbimg.com/es/sde/f/2018/07/07/97e8214fa02bce9d631f1fa7e0c70734_FORMATO.png",90264,38,"PAR","ata","Nulo",0,4.9,0,1.78,"Paraná",NA,1,11,4,7,14,NA,1,3,16,3,NA,NA,NA,NA,NA,NA,NA
"482","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2018/05/18/9c8442508cec9bf9dc9f0af8f306e11b_FORMATO.png",90309,38,"CRU","ata","Provável",1.6,3.47,0.21,1.15,"Cruzeiro",1,1,16,5,9,23,NA,1,16,32,7,NA,NA,NA,NA,NA,NA,NA
"483","Lincoln Henrique Oliveira dos Santos","lincoln","Lincoln","https://s.glbimg.com/es/sde/f/2018/09/11/1392e2ab47f6dfd6c05fb4ef7252b611_FORMATO.png",90303,38,"AME","mei","Nulo",1.5,3.18,-0.38,1.3,"América-MG",NA,NA,NA,NA,NA,5,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA
"484","Caíque França Godoy","caique-franca","Caíque França","https://s.glbimg.com/es/sde/f/2018/03/19/930bb1645127cc2974dd8b133682b00a_FORMATO.png",91808,38,"COR","gol","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2018/07/16/81051a7f9755f0cb82bad01aee38823b_FORMATO.png",90285,38,"SAN","ata","Nulo",0,9.28,0,1.81,"Santos",3,6,50,7,18,44,1,1,4,39,21,NA,NA,NA,NA,NA,1,NA
"486","Marlos Moreno Durán","marlos","Marlos","https://s.glbimg.com/es/sde/f/2018/05/04/71ca6ff6a0b867666327cb4eaa2cf01a_FORMATO.png",89827,38,"FLA","ata","Nulo",0,4.23,0,2.02,"Flamengo",1,3,13,7,8,23,NA,1,4,11,14,NA,NA,NA,NA,NA,NA,NA
"487","César Marcelo Meli","marcelo-meli","Marcelo Meli","https://s.glbimg.com/es/sde/f/2018/07/07/79d706cf00a68b31bd17a8ddd07eeb1d_FORMATO.png",89838,38,"VIT","mei","Nulo",0,4.17,0,-0.03,"Vitória",NA,3,14,2,2,9,NA,NA,NA,11,5,NA,NA,NA,NA,NA,NA,NA
"488","Giovanny Bariani Marques","giovanny","Giovanny ","https://s.glbimg.com/es/sde/f/2018/03/01/72a50af56d0244ff54802620b95b68a1_FORMATO.png",92085,38,"ATL","ata","Nulo",0,4,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Marlon Rodrigues Xavier","marlon","Marlon","https://s.glbimg.com/es/sde/f/2018/05/18/957dc9c05196688e737761b957122b5e_FORMATO.png",91706,38,"FLU","lat","Provável",12.5,5.72,2.14,2.04,"Fluminense",1,5,17,2,5,6,NA,NA,1,48,19,3,NA,NA,NA,NA,NA,NA
"490","José Ivaldo Almeida Silva","ze-ivaldo","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2018/03/01/b984cfe3c5aef05cca4e8856a06ad317_FORMATO.png",91866,38,"ATL","zag","Provável",-2,3.15,-0.43,2.36,"Atlético-PR",NA,5,26,2,4,7,NA,1,1,28,15,7,NA,NA,NA,NA,NA,NA
"491","Leandro Alves de Carvalho","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2018/05/17/c707585981fdbf1f96e400538881eded_FORMATO.png",89885,38,"BOT","mei","Nulo",-0.6,2.22,-0.78,-0.6,"Botafogo",NA,NA,1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"492","Wesley Natã Wachholz","wesley-nata","Wesley Natã","https://s.glbimg.com/es/sde/f/2017/05/12/fce48bd03ed5fc3766df076094758576_FORMATO.png",91743,38,"CHA","ata","Nulo",0,1.5,0,-0.1,"Chapecoense",NA,NA,2,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"493","Douglas Moreira Fagundes","dodi","Dodi","https://s.glbimg.com/es/sde/f/2018/04/20/9dae8b824d6d7c1a316a903af9b3740e_FORMATO.png",89883,38,"FLU","mei","Nulo",-1,2.68,-0.71,1.66,"Fluminense",NA,4,19,2,5,10,NA,NA,NA,10,25,NA,NA,NA,NA,NA,NA,NA
"494","Christian Sávio Machado","christian","Christian","https://s.glbimg.com/es/sde/f/2018/05/07/d01cfe5d2a8f27f7a2d70e9fdb8ea900_FORMATO.png",91928,38,"AME","mei","Nulo",0,8.46,0,3.68,"América-MG",NA,1,8,2,7,15,1,1,1,19,15,NA,NA,NA,NA,NA,NA,NA
"495","Paulo Victor da Silva","paulinho","Paulinho","https://s.glbimg.com/es/sde/f/2018/08/03/c2091fb8bfdc8a7323f23bbc3f328093_FORMATO.png",91626,38,"BAH","lat","Nulo",0,4.13,0,3.91,"Bahia",NA,NA,5,3,1,4,NA,NA,1,10,8,3,NA,NA,NA,NA,NA,NA
"496","Raphael Cavalcante Veiga","raphael-veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2018/05/08/0d3ebad476e49da96d45503920efe53f_FORMATO.png",94509,38,"ATL","mei","Nulo",0,7.58,0,3.47,"Atlético-PR",6,7,32,16,19,30,1,6,3,55,12,NA,NA,NA,NA,NA,NA,NA
"497","Everson Bispo Pereira","everson","Everson","https://s.glbimg.com/es/sde/f/2018/03/02/0d1f27696ffa839add050783ad3a4202_FORMATO.png",91929,38,"BAH","zag","Nulo",0,2.88,0,2.13,"Bahia",1,2,8,NA,2,6,1,NA,1,18,7,2,NA,NA,NA,NA,NA,NA
"498","Bruno de Jesus Pacheco","bruno-pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2018/05/24/bcba131b890d61329d3dd3d53d25182e_FORMATO.png",90061,38,"CHA","lat","Provável",13.4,9.03,1.12,4.06,"Chapecoense",1,9,45,1,4,58,NA,NA,NA,58,62,9,NA,NA,NA,NA,NA,NA
"499","Diego Ferreira Matheus","diego-ferreira","Diego Ferreira","https://s.glbimg.com/es/sde/f/2018/03/01/5e300b254076f90bc73404c25d77cce8_FORMATO.png",91783,38,"ATL","lat","Provável",1.9,3.25,0.52,3.42,"Atlético-PR",1,NA,15,1,1,13,NA,NA,1,22,9,3,NA,NA,NA,NA,NA,NA
"500","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2018/03/20/54a51f5d3bd850ab8a76126ee75399ed_FORMATO.png",90444,38,"BOT","lat","Provável",6.4,8.77,-0.68,4.25,"Botafogo",2,2,49,7,7,31,NA,NA,1,62,62,7,1,NA,NA,NA,NA,NA
"501","Yuri Oliveira Lima","yuri","Yuri","https://s.glbimg.com/es/sde/f/2018/05/23/856314c68a6f7eba3ca8d400d6ad5828_FORMATO.png",90569,38,"SAN","mei","Nulo",0.5,2.52,0.6,-1.92,"Santos",NA,4,15,NA,4,1,NA,NA,NA,14,3,NA,NA,NA,NA,NA,NA,NA
"502","Alex Sandro dos Santos Apolinario","alex","Alex","https://s.glbimg.com/es/sde/f/2018/05/08/b753c70507d39b4bd30ac8bc987d2fd6_FORMATO.png",90535,38,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","José Carlos Ferreira Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/05/17/08bd6f4ff4e0bcf9dfe9b3dc010c2bb3_FORMATO.png",92182,38,"ATL","zag","Nulo",0,4.07,0,0.65,"Atlético-MG",NA,NA,5,NA,NA,3,NA,NA,NA,8,4,NA,NA,NA,NA,NA,NA,NA
"504","Guillermo Rafael de Amores Ravelo","de-amores","De Amores","https://s.glbimg.com/es/sde/f/2018/05/18/bc46249219619faa719a9038f26a18fb_FORMATO.png",92197,38,"FLU","gol","Contundido",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","Andrigo Oliveira de Araujo","andrigo","Andrigo","https://s.glbimg.com/es/sde/f/2018/04/09/eb909473a1499ceb91cd8c466f192cfd_FORMATO.png",89930,38,"SPO","mei","Provável",0.5,4.11,-0.17,1,"Sport",NA,2,17,6,6,9,NA,NA,2,33,16,NA,NA,NA,NA,NA,NA,NA
"506","Luis Henrique Farinhas Taffner","luis-henrique","Luis Henrique","https://s.glbimg.com/es/sde/f/2018/04/27/3c92f48086c4a177bd2fdf990769ca32_FORMATO.png",92128,38,"GRE","ata","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","Diogo Vitor da Cruz","diogo-vitor","Diogo Vitor","https://s.glbimg.com/es/sde/f/2018/05/23/764d925f9e1e8276fff1e15ec295a7ce_FORMATO.png",92094,38,"SAN","ata","Suspenso",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Arthur Mendonça Cabral","arthur","Arthur","https://s.glbimg.com/es/sde/f/2018/05/25/020b028810656cb9f99f810d14b34d24_FORMATO.png",92171,38,"CEA","ata","Provável",-0.9,4.38,-0.31,2.1,"Ceará",2,4,54,19,25,23,1,4,9,38,11,NA,NA,NA,NA,1,NA,NA
"509","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2018/05/17/555bb7e98091372b0b633a3623d5b40d_FORMATO.png",90715,38,"BOT","mei","Provável",0,4.86,0,2.35,"Botafogo",1,7,30,12,20,47,2,3,10,47,23,NA,NA,NA,NA,NA,NA,NA
"510","Caíque Luiz Santos da Purificação","caique","Caíque","https://s.glbimg.com/es/sde/f/2018/03/21/bdbcd1c19e54ffed0f7410911018ef2e_FORMATO.png",92207,38,"VIT","gol","Nulo",0,3.5,0,1.62,"Vitória",NA,1,1,NA,NA,1,NA,NA,NA,3,NA,NA,NA,8,10,NA,NA,1
"511","Pedro Guilherme Abreu dos Santos","pedro","Pedro","https://s.glbimg.com/es/sde/f/2018/09/20/c439d4a824c7f1fd8ec63ecd4e10983e_FORMATO.png",94583,38,"FLU","ata","Contundido",0,15.34,0,7.18,"Fluminense",2,1,26,11,23,40,NA,10,3,33,14,NA,NA,NA,NA,NA,NA,NA
"512","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2018/05/24/b41364754f72c0d7c128f0767c8e8ca0_FORMATO.png",90768,38,"CHA","zag","Provável",6.4,5.93,0.06,3.42,"Chapecoense",NA,NA,4,NA,2,9,NA,NA,NA,9,5,3,NA,NA,NA,NA,NA,NA
"513","Jonatan Daniel Álvez Sagar","jonatan-alvez","Jonatan Álvez","https://s.glbimg.com/es/sde/f/2018/07/16/8b1421130c1ebf9cc2ff9bd2d84bd2a0_FORMATO.png",92377,38,"INT","ata","Provável",6.7,6.69,0.33,1.62,"Internacional",NA,7,21,5,9,17,NA,4,6,30,9,NA,NA,NA,NA,NA,NA,NA
"514","Kaio Silva Mendes","kaio","Kaio","https://s.glbimg.com/es/sde/f/2016/04/30/a83b6e7bb6661dbbb2b8c85d3afc4b48_FORMATO.png",92574,38,"GRE","mei","Nulo",0,3.03,0,2.48,"Grêmio",NA,1,5,1,2,10,NA,NA,NA,8,11,NA,NA,NA,NA,NA,NA,NA
"515","Odair Hellmann","odair-hellmann","Odair Hellmann","https://s.glbimg.com/es/sde/f/2018/03/20/e106ae4a3a04464c776be27a72b98b9e_FORMATO.png",92273,38,"INT","tec","Provável",3.85,12.44,-0.45,4.67,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Douglas Augusto Soares Gomes","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/08/08/02f5f789d33b664db76199687303be3d_FORMATO.png",92497,38,"COR","mei","Nulo",1.2,4.05,0.22,2.7,"Corinthians",1,5,37,5,9,22,NA,1,NA,34,42,NA,1,NA,NA,NA,NA,NA
"517","Bryan Alfredo Cabezas Segura","cabezas","Cabezas","https://s.glbimg.com/es/sde/f/2018/09/20/259b65dec04b4e9b652a9df4d7d2437f_FORMATO.png",94785,38,"FLU","ata","Nulo",0,5.28,0,0.26,"Fluminense",NA,NA,4,1,NA,3,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA
"518","Rodrigo Sebastián Aguirre Soto","aguirre","Aguirre","https://s.glbimg.com/es/sde/f/2018/03/20/9cd75343345103675cac81ed0919a099_FORMATO.png",92474,38,"BOT","ata","Nulo",0,0.78,0,0.21,"Botafogo",NA,2,30,7,9,12,NA,1,NA,13,5,NA,2,NA,NA,NA,NA,NA
