"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FF","FS","PE","RB","SG","A","CV","FD","G","I","FT","DD","DP","GS","GC","PP"
"409","Thaciano Mickael da Silva","thaciano","Thaciano","https://s.glbimg.com/es/sde/f/2018/05/21/8805a9e1e4f2ee609adb3d2576d5ff0a_FORMATO.png",87470,30,"GRE","mei","Provável",0,2.87,0,1.96,"Grêmio",3,15,2,7,10,17,NA,NA,NA,7,1,2,NA,NA,NA,NA,NA,NA
"410","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",80692,30,"PAL","zag","Nulo",0,5.43,0,4.08,"Palmeiras",5,15,NA,13,24,20,9,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"411","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2018/07/01/4bacaa8c6112be8345d4e81006963e37_FORMATO.png",87863,30,"CRU","mei","Provável",13.7,17.9,2.11,7.31,"Cruzeiro",3,15,15,32,40,24,NA,6,NA,12,4,2,1,NA,NA,NA,NA,NA
"412","Vitor Frezarin Bueno","vitor-bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2018/05/23/f9fa972a30d4ba7d25cf62103a74f72c_FORMATO.png",87552,30,"SAN","mei","Nulo",0,4.46,0,0.4,"Santos",NA,3,2,2,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Juliano Silva Almeida","juliano","Juliano","https://s.glbimg.com/es/sde/f/2018/09/21/5bd2b1fee0796f7b54fa8e4f82276631_FORMATO.png",87696,30,"SAN","mei","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","Matheus Soares Thuler","thuler","Thuler","https://s.glbimg.com/es/sde/f/2018/05/04/092bb0f0452c36118decf2dba0e806a4_FORMATO.png",100125,30,"FLA","zag","Nulo",0,4.34,0,6.06,"Flamengo",1,6,2,2,9,13,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"415","Lucas Soares de Almeida","lucas-soares","Lucas Soares",NA,100158,30,"CRU","lat","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","Pedro Henrique de Oliveira Correia","pedrao","Pedrão","https://s.glbimg.com/es/sde/f/2017/09/14/f98ef7fba472b456f28c1888c9e392e5_FORMATO.jpeg",100322,30,"PAL","zag","Nulo",0,2,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Kleber Augusto Caetano Leite Filho","kleber","Kleber","https://s.glbimg.com/es/sde/f/2018/05/04/3c7fcc093b6dd915834a1c3c3231e0c0_FORMATO.png",100126,30,"FLA","lat","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","Yago Felipe da Costa Rocha","yago","Yago","https://s.glbimg.com/es/sde/f/2018/03/21/54d2ff44a32a66affd7636aa9f2ae99f_FORMATO.png",87747,30,"VIT","mei","Nulo",0,8.86,0,2.51,"Vitória",4,22,16,44,41,21,NA,1,1,6,1,1,1,NA,NA,NA,NA,NA
"419","Carlos Jamisson Teles dos Santos Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/09/21/1dde13a218685d496337e608c9b7b618_FORMATO.png",94935,30,"PAR","lat","Nulo",0,0.94,0,-0.4,"Paraná",1,4,1,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","Vander Tavares Silva","vander","Vander",NA,100159,30,"CRU","mei","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Pablo Carneiro Freitas","pablo-maldini","Pablo Maldini",NA,100127,30,"FLA","lat","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Paulo Henrique Pereira da Silva","paulinho","Paulinho","https://s.glbimg.com/es/sde/f/2018/05/26/755b69cb731efaf835f0b845f7693bbf_FORMATO.png",100333,30,"SAO","ata","Nulo",0,1.29,0,2.5,"São Paulo",NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"423","Weverton Almeida Silva","weverton-almeida","Weverton Almeida","https://s.glbimg.com/es/sde/f/2018/05/08/4c72622d78b8cfdc737c1eb48ea75370_FORMATO.png",100459,30,"ATL","zag","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","Gustavo Henrique Furtado Scarpa","gustavo-scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2018/01/30/1c8d05bc4c0ddfd177c66ab26b1a5deb_FORMATO.jpeg",87999,30,"PAL","mei","Nulo",0,9.08,0,2.23,"Palmeiras",1,5,8,8,18,7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"425","Antônio Francisco Moura Neto","neto-moura","Neto Moura","https://s.glbimg.com/es/sde/f/2018/05/24/af017e13e350ed632a40f953f3dd8d53_FORMATO.png",87742,30,"SPO","mei","Nulo",0,3.91,0,2.09,"Sport",3,12,5,13,14,22,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"426","Geremias Ribeiro Júnior","junior","Júnior","https://s.glbimg.com/es/sde/f/2018/03/21/5ee8b76a0676e5e5eba8d8aefac91636_FORMATO.png",87946,30,"VIT","ata","Nulo",0,2.55,0,1.5,"Vitória",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","Matheus Matias Ferreira","matheus-matias","Matheus Matias","https://s.glbimg.com/es/sde/f/2018/03/20/eb73de7fb8328542fb0438fdd1809c4b_FORMATO.png",100430,30,"COR","ata","Nulo",0,2.66,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Júnior Nazareno Sornoza Moreira","sornoza","Sornoza","https://s.glbimg.com/es/sde/f/2018/05/18/a4885adc809e017894786b603d5a5d6b_FORMATO.png",87877,30,"FLU","mei","Nulo",0.7,7.36,-0.41,2.13,"Fluminense",6,16,19,14,62,24,NA,1,NA,15,1,NA,1,NA,NA,NA,NA,NA
"429","Filipe Gonçalves dos Santos","filipe","Filipe","https://s.glbimg.com/es/sde/f/2018/03/19/27a5b03e54471091e2daf78e203363ef_FORMATO.png",100712,30,"COR","gol","Nulo",0,1,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Ramon Menezes Roma","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/03/21/64085a03b9eafec964b531667b296fe5_FORMATO.png",88087,30,"VIT","zag","Provável",0,5.02,0,2.72,"Vitória",6,34,6,21,33,23,8,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA
"431","Diogo Augusto Pereira Neto","diogo","Diogo","https://s.glbimg.com/es/sde/f/2018/01/21/14cbdb450d8081db2cd35451de9e77ef_FORMATO.png",100683,30,"FLU","lat","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Yuri Alberto Monteiro da Silva","yuri-alberto","Yuri Alberto","https://s.glbimg.com/es/sde/f/2018/05/23/c12302cb409beb75eb67f045028f774e_FORMATO.png",100652,30,"SAN","ata","Nulo",0,2.25,0,1.06,"Santos",1,2,3,3,NA,1,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,NA
"433","Yuri Antonio Costa da Silva","yuri","Yuri","https://s.glbimg.com/es/sde/f/2017/04/18/8bac23f3df250a620bd6c580564b33ee_FORMATO.png",88125,30,"BOT","lat","Nulo",0,1.71,0,4.9,"Botafogo",NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Daniel Guedes da Silva","daniel-guedes","Daniel Guedes ","https://s.glbimg.com/es/sde/f/2018/05/23/aa6709d5100218ac013a36959e8e6ce4_FORMATO.png",88225,30,"SAN","lat","Nulo",0,6.68,0,3.1,"Santos",1,7,NA,3,13,8,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"435","Guilherme Alecsander Guedes","guilherme-guedes","Guilherme Guedes",NA,100741,30,"GRE","lat","Nulo",0,0.95,0,1,"Grêmio",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","Paulo Ricardo Ferreira","paulo-ricardo","Paulo Ricardo","https://s.glbimg.com/es/sde/f/2018/08/07/40535dad7f23b1a420480a49910c5680_FORMATO.png",88224,30,"FLU","zag","Provável",4,4.32,-0.32,5.85,"Fluminense",1,1,NA,NA,NA,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"437","Raul Lô Gonçalves","raul","Raul","https://s.glbimg.com/es/sde/f/2018/09/27/cff54b0c5b12cb5f18cd3ca9292e3511_FORMATO.png",92496,30,"VAS","mei","Nulo",0,2.63,0,3.43,"Vasco",1,10,3,18,18,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","Francisco Wellington Barbosa de Lisboa","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/10/19/7251fe12da7e8873dfe0f441592b66e4_FORMATO.png",88395,30,"CEA","ata","Nulo",0,1.67,0,0.5,"Ceará",NA,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2018/04/09/d543e86d4cdf1a286b62859a71407114_FORMATO.png",88368,30,"INT","mei","Nulo",0,3.55,0,1.49,"Internacional",1,7,2,7,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","Gabriel Davi Gomes Sara","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/08/21/de4ebb4930052513099aefe26a7f4caa_FORMATO.png",100763,30,"SAO","mei","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Lucas Perdomo Duarte Santos","lucas","Lucas","https://s.glbimg.com/es/sde/f/2018/03/28/e8c799411d6ba80da004148110333f35_FORMATO.png",88412,30,"VAS","mei","Nulo",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Emerson Barbosa Rodrigues Dos Santos","emerson-barbosa","Emerson Barbosa","https://s.glbimg.com/es/sde/f/2018/03/21/412270f069daea4bf712a92e52a6a14e_FORMATO.png",100800,30,"SAN","lat","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Ayrton Lucas Dantas de Medeiros","ayrton-lucas","Ayrton Lucas","https://s.glbimg.com/es/sde/f/2018/09/20/3ef4148b227a1f9167ea89b5a002eee3_FORMATO.png",88393,30,"FLU","lat","Nulo",11.9,12.29,1.16,5.25,"Fluminense",3,22,9,50,49,48,8,NA,NA,7,NA,1,NA,NA,NA,NA,1,NA
"444","Ânderson Balbino Assis","balbino","Balbino","https://s.glbimg.com/es/sde/f/2016/04/30/aa305ef16d18275ce438c74c73d54e15_FORMATO.png",89227,30,"GRE","mei","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Ericson da Silva","ericson","Ericson",NA,100839,30,"GRE","zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Felipe Augusto Ferreira Batista","felipe-augusto","Felipe Augusto","https://s.glbimg.com/es/sde/f/2018/03/21/995978419e90d2d7e0b7b0f9ddb1960b_FORMATO.png",89370,30,"PAR","ata","Contundido",0,3.1,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Emanuel Leone Moura","emanuel","Emanuel","https://s.glbimg.com/es/sde/f/2017/12/01/e2a85d715ac397898197228bac470497_FORMATO.jpeg",100840,30,"GRE","zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Brenno Oliveira Fraga Costa","brenno","Brenno","https://s.glbimg.com/es/sde/f/2017/12/01/eb6549ddfa3b798b4e31af8c9473334b_FORMATO.jpeg",100830,30,"GRE","gol","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2018/05/17/abf9ba69358d2452db077b1bf905fa24_FORMATO.png",89493,30,"BOT","zag","Provável",1.9,10.65,-0.43,3.37,"Botafogo",4,22,11,25,59,42,7,NA,NA,3,2,5,1,NA,NA,NA,1,NA
"450","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,30,"BOT","gol","Provável",1,2.38,-1.45,2.88,"Botafogo",NA,NA,NA,4,7,NA,4,NA,NA,NA,NA,NA,NA,21,1,22,NA,NA
"451","Nickson Gabriel Reis Silva","nickson","Nickson","https://s.glbimg.com/es/sde/f/2018/03/21/adcd09b9b136e70edcb95ab81951f55b_FORMATO.png",89676,30,"VIT","mei","Nulo",0,1.57,0,0.97,"Vitória",NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Ruan Tressoldi Netto","ruan","Ruan",NA,100842,30,"GRE","zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Leonardo Costa Silva","leo-tilica","Léo Tilica","https://s.glbimg.com/es/sde/f/2017/05/04/74f74348921e923d86030ce27cda9081_FORMATO.jpeg",92617,30,"GRE","ata","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Marlos Moreno Durán","marlos","Marlos","https://s.glbimg.com/es/sde/f/2018/05/04/71ca6ff6a0b867666327cb4eaa2cf01a_FORMATO.png",89827,30,"FLA","ata","Nulo",0,4.17,0,1.73,"Flamengo",2,11,7,19,9,12,NA,1,NA,6,NA,4,NA,NA,NA,NA,NA,NA
"455","Kaio Silva Mendes","kaio","Kaio","https://s.glbimg.com/es/sde/f/2016/04/30/a83b6e7bb6661dbbb2b8c85d3afc4b48_FORMATO.png",92574,30,"GRE","mei","Provável",4.7,2.89,-0.03,2.08,"Grêmio",1,5,1,9,5,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"456","Aderlan de Lima Silva","aderlan","Aderlan","https://s.glbimg.com/es/sde/f/2018/05/07/7d71b5fcfdd78c1cdddf4a15eff9200b_FORMATO.png",88423,30,"AME","lat","Provável",6,5.31,0.28,3.75,"América-MG",7,27,4,20,52,44,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Leandro Vilela Sales Teixeira","leandro-vilela","Leandro Vilela","https://s.glbimg.com/es/sde/f/2018/03/21/9a68c6d8db51f7e6b517b1b536fcfece_FORMATO.png",88687,30,"PAR","mei","Nulo",0.5,4.33,-0.11,1.92,"Paraná",6,46,11,27,54,47,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"458","Ángel Rodrigo Romero Villamayor","angel-romero","Ángel Romero","https://s.glbimg.com/es/sde/f/2018/05/18/8b6faacdc8e5b7ca9a1b28fe294eb028_FORMATO.png",88323,30,"COR","ata","Provável",-1.2,9.98,0.15,4.82,"Corinthians",7,25,12,66,65,25,NA,3,1,6,6,2,1,NA,NA,NA,NA,NA
"459","Leandro Carvalho da Silva","leandro-carvalho","Leandro Carvalho","https://s.glbimg.com/es/sde/f/2018/07/06/65f406a6d6a65a0cb26e2f660026f8f3_FORMATO.png",88669,30,"CEA","ata","Provável",10.3,7.36,0.38,4.74,"Ceará",3,17,6,29,12,12,NA,2,1,8,3,2,NA,NA,NA,NA,NA,NA
"460","Matheus Henrique de Souza","matheus-henrique","Matheus Henrique","https://s.glbimg.com/es/sde/f/2018/09/25/46030666e126811406fd6e8bdccc980e_FORMATO.png",100742,30,"GRE","mei","Provável",2.8,1.44,0.4,1.32,"Grêmio",1,6,3,3,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Jean Carlos de Souza Irmer","jean","Jean","https://s.glbimg.com/es/sde/f/2018/04/14/41df144dd9a7bef47baff80aaa56b97c_FORMATO.png",89150,30,"BOT","mei","Dúvida",0.1,3.76,-1.48,3.75,"Botafogo",4,30,3,19,18,34,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"462","Matheus Gabriel Guedes Caetano","matheus-guedes","Matheus Guedes","https://s.glbimg.com/es/sde/f/2017/11/21/beea04b2739626d19d9a6c24da40762e_FORMATO.png",100746,30,"SAN","zag","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Guilherme Bissoli Campos ","bissoli","Bissoli","https://s.glbimg.com/es/sde/f/2018/08/21/22011257c0776df772761efd89a801d2_FORMATO.png",100762,30,"SAO","ata","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Luan Polli Gomes","luan-polli","Luan Polli ","https://s.glbimg.com/es/sde/f/2018/08/10/1306038e63aa5d939fba83b224eb91e1_FORMATO.png",88916,30,"SPO","gol","Nulo",0,2,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Igor Matheus Liziero Pereira ","liziero","Liziero","https://s.glbimg.com/es/sde/f/2018/08/22/5074326c849aa0f7702b74cfcf2be30f_FORMATO.png",100761,30,"SAO","lat","Nulo",4.7,7.07,-1.13,3.99,"São Paulo",3,18,6,23,23,30,9,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"466","Michel Araújo Silvestre","michel","Michel","https://s.glbimg.com/es/sde/f/2018/05/07/a3e65215ad65c14fa220486bb806189a_FORMATO.png",92692,30,"AME","lat","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2018/05/07/211b2cfc9413080da0e36bac586628df_FORMATO.png",89226,30,"ATL","zag","Provável",2.4,4.04,-0.65,2.16,"Atlético-MG",3,21,5,15,30,13,6,NA,NA,2,NA,1,NA,NA,NA,NA,1,NA
"468","Denilson dos Santos de Souza","denilson","Denilson","https://s.glbimg.com/es/sde/f/2017/06/07/a960f52cf5f9b283c91b4ed4eb49d4e6_FORMATO.jpeg",92662,30,"GRE","zag","Nulo",0,3,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Gustavo Bonatto Barreto","barreto","Barreto","https://s.glbimg.com/es/sde/f/2018/08/01/eb32b1122051c363c367c115b252a941_FORMATO.png",89224,30,"CHA","mei","Provável",3.2,1.36,0,0.5,"Chapecoense",2,5,1,5,6,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Ronaldo da Silva Souza","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/05/04/4a712964d24db411eb2f071aaef4a483_FORMATO.png",92981,30,"FLA","mei","Contundido",0,3,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","César Marcelo Meli","marcelo-meli","Marcelo Meli","https://s.glbimg.com/es/sde/f/2018/07/07/79d706cf00a68b31bd17a8ddd07eeb1d_FORMATO.png",89838,30,"VIT","mei","Nulo",0,4.17,0,-0.03,"Vitória",3,14,2,9,11,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"472","José Rodrigo Andrade Ramos","rodrigo-andrade","Rodrigo Andrade","https://s.glbimg.com/es/sde/f/2018/03/21/baa60af023a4a5978254d14457ae5de5_FORMATO.png",89646,30,"VIT","mei","Provável",1.1,1.02,-0.07,0.4,"Vitória",6,26,6,13,45,20,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"473","Douglas Moreira Fagundes","dodi","Dodi","https://s.glbimg.com/es/sde/f/2018/04/20/9dae8b824d6d7c1a316a903af9b3740e_FORMATO.png",89883,30,"FLU","mei","Provável",1.5,3.09,0.28,1.75,"Fluminense",4,15,4,9,9,23,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"474","Alan de Souza Guimarães","alanzinho","Alanzinho","https://s.glbimg.com/es/sde/f/2017/12/02/2f1ae5575738c09ceb9e0a585385faa1_FORMATO.png",100845,30,"PAL","mei","Nulo",0,3,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Rodrygo Silva de Goes","rodrygo","Rodrygo","https://s.glbimg.com/es/sde/f/2018/05/23/a4027e39ad5dea6e62cfafe8425bd637_FORMATO.png",100651,30,"SAN","ata","Provável",0.5,11.46,-0.27,4.35,"Santos",1,24,11,49,52,14,NA,3,NA,13,6,1,2,NA,NA,NA,NA,NA
"476","Mateus da Silva Vital Assumpção","mateus-vital","Mateus Vital","https://s.glbimg.com/es/sde/f/2018/03/20/737d7c44d8457c420b7d44f962dc43a2_FORMATO.png",93108,30,"COR","mei","Nulo",0,5.09,0,1.84,"Corinthians",NA,12,10,28,30,12,NA,1,NA,7,1,3,1,NA,NA,NA,NA,NA
"477","Andrigo Oliveira de Araujo","andrigo","Andrigo","https://s.glbimg.com/es/sde/f/2018/04/09/eb909473a1499ceb91cd8c466f192cfd_FORMATO.png",89930,30,"SPO","mei","Nulo",-0.5,4.24,-0.14,1.46,"Sport",NA,10,5,9,24,11,NA,NA,NA,6,NA,2,NA,NA,NA,NA,NA,NA
"478","Deyverson Brum Silva Acosta","deyverson","Deyverson","https://s.glbimg.com/es/sde/f/2018/10/18/be733c5ac82ae60e187e3ee15510b21b_FORMATO.png",92708,30,"PAL","ata","Suspenso",-5,3.35,-4.09,4.03,"Palmeiras",4,21,8,34,25,9,NA,2,1,10,7,6,NA,NA,NA,NA,NA,NA
"479","Douglas Augusto Soares Gomes","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/08/08/02f5f789d33b664db76199687303be3d_FORMATO.png",92497,30,"COR","mei","Provável",2.1,4.28,0.22,2.92,"Corinthians",5,30,7,21,29,34,NA,1,NA,5,1,NA,NA,NA,NA,NA,NA,NA
"480","Leandro Alves de Carvalho","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2018/05/17/c707585981fdbf1f96e400538881eded_FORMATO.png",89885,30,"BOT","mei","Nulo",0,3,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Marcelo David Báez Casco","baez","Báez","https://s.glbimg.com/es/sde/f/2018/03/21/9be3f44890b3185c67afbd3e71dd96b2_FORMATO.png",93050,30,"PAR","lat","Nulo",0,1.85,0,0.77,"Paraná",NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2018/07/16/81051a7f9755f0cb82bad01aee38823b_FORMATO.png",90285,30,"SAN","ata","Provável",1.7,8.9,-0.48,1.57,"Santos",5,43,16,37,33,16,NA,2,NA,4,1,4,1,NA,NA,NA,1,NA
"483","Lucas Araújo de Oliveira","lucas-araujo","Lucas Araújo",NA,100844,30,"GRE","mei","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Felipe Albuquerque Felippi","felipe","Felipe",NA,100843,30,"GRE","lat","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Yan Matheus Santos Souza","yan","Yan","https://s.glbimg.com/es/sde/f/2017/05/11/eb94eeb460306451c24553f35509e933_FORMATO.png",93146,30,"PAL","mei","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Aníbal Gabriel Vega da Silva","anibal","Aníbal","https://s.glbimg.com/es/sde/f/2017/12/02/fefa8b7d5270b00509e86279efdf2c9f_FORMATO.png",100847,30,"PAL","ata","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Bruno de Jesus Pacheco","bruno-pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2018/05/24/bcba131b890d61329d3dd3d53d25182e_FORMATO.png",90061,30,"CHA","lat","Provável",3.3,6.71,-0.08,3.01,"Chapecoense",6,33,4,43,49,40,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Rodolfo José da Silva Bardella","rodolfo","Rodolfo ","https://s.glbimg.com/es/sde/f/2018/07/07/97e8214fa02bce9d631f1fa7e0c70734_FORMATO.png",90264,30,"PAR","ata","Nulo",0,4.9,0,1.78,"Paraná",1,11,7,14,16,3,NA,NA,NA,4,1,3,NA,NA,NA,NA,NA,NA
"489","Lucas Veríssimo da Silva","lucas-verissimo","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2018/05/23/42fd835f340efe196b526b448bee4519_FORMATO.png",93368,30,"SAN","zag","Provável",0,8.17,0,1.98,"Santos",2,13,1,8,14,15,3,NA,1,3,NA,1,NA,NA,NA,NA,NA,NA
"490","Lucas Esteves de Souza","esteves","Esteves","https://s.glbimg.com/es/sde/f/2017/12/02/1506a1501f5670d8841c320d2456e45d_FORMATO.png",100846,30,"PAL","lat","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Aderllan Leandro de Jesus Santos","aderllan","Aderllan","https://s.glbimg.com/es/sde/f/2018/05/03/60b2990a0f82b23d2ecc835331dbb9a7_FORMATO.png",93296,30,"VIT","zag","Nulo",0.1,3.23,-0.59,2.96,"Vitória",2,21,6,8,21,13,7,NA,NA,4,1,NA,NA,NA,NA,NA,1,NA
