"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FF","FS","PE","RB","SG","G","CV","FD","FT","GC","I","A","DD","GS","DP","PP"
"422","Crysan da Cruz Queiroz Barcelos","crysan","Crysan","https://s.glbimg.com/es/sde/f/2018/07/16/c97cfd12cf2775988f29481bc61824a1_FORMATO.png",90406,31,"ATL","ata","Nulo",0,3.21,0,0.6,"Atlético-PR",NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Luiz Henrique Beserra dos Santos","luiz-henrique","Luiz Henrique","https://s.glbimg.com/es/sde/f/2018/09/04/8faa5c06d04fcf63cbbe6913818173e3_FORMATO.png",99627,31,"BAH","mei","Nulo",0,4,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","Yuri Oliveira Lima","yuri","Yuri","https://s.glbimg.com/es/sde/f/2018/05/23/856314c68a6f7eba3ca8d400d6ad5828_FORMATO.png",90569,31,"SAN","mei","Nulo",0,2.62,0,-1.6,"Santos",1,7,1,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Bruno Cosendey Lobo Pinto","bruno-cosendey","Bruno Cosendey","https://s.glbimg.com/es/sde/f/2018/09/27/fa6ad7ea560f7cfd705eed2799c9c148_FORMATO.png",99615,31,"VAS","mei","Nulo",0,3.35,0,1.53,"Vasco",NA,11,3,3,20,6,NA,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA
"426","Alex Sandro dos Santos Apolinario","alex","Alex","https://s.glbimg.com/es/sde/f/2018/05/08/b753c70507d39b4bd30ac8bc987d2fd6_FORMATO.png",90535,31,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","Patrick William Sá de Oliveira","patrick","Patrick","https://s.glbimg.com/es/sde/f/2018/05/25/a1c5d2208ca42adb18c95300079de72e_FORMATO.png",99595,31,"CEA","zag","Nulo",0,1.12,0,-0.3,"Ceará",1,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2018/05/24/b41364754f72c0d7c128f0767c8e8ca0_FORMATO.png",90768,31,"CHA","zag","Nulo",0,6,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Elias Martello Curzel","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/18/914d44f55072f4eb554217f96488b7ae_FORMATO.png",90843,31,"VIT","gol","Nulo",0,3.21,0,0.98,"Vitória",NA,NA,NA,3,2,NA,2,NA,NA,NA,NA,NA,NA,NA,8,17,1,NA
"430","Ezequiel Gonzalo Esperon","esperon","Esperon","https://s.glbimg.com/es/sde/f/2017/06/07/dfce0445c3144c43e2d3f33bb0dd4131_FORMATO.jpeg",99628,31,"GRE","mei","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Brenner Souza da Silva","brenner","Brenner","https://s.glbimg.com/es/sde/f/2018/08/21/993c919329907447bdfe72defc7eced9_FORMATO.png",99789,31,"SAO","ata","Nulo",0,2.24,0,0.97,"São Paulo",NA,1,2,2,3,1,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA
"432","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2018/05/17/555bb7e98091372b0b633a3623d5b40d_FORMATO.png",90715,31,"BOT","mei","Suspenso",-0.8,4.29,-0.56,2.32,"Botafogo",6,27,20,42,39,18,NA,2,NA,11,2,NA,9,1,NA,NA,NA,NA
"433","Leonardo da Silva Simas","leonardo-simas","Leonardo Simas","https://s.glbimg.com/es/sde/f/2018/05/08/9f9fa35de662c141a4b23af95f99f022_FORMATO.png",99832,31,"ATL","lat","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Willian Klaus","klaus","Klaus","https://s.glbimg.com/es/sde/f/2018/04/09/213245ee05c1b0ca97f32c728f20bd6b_FORMATO.png",90846,31,"INT","zag","Nulo",0,2.13,0,0.65,"Internacional",NA,2,3,NA,10,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"435","Jadson Ailton Oliveira Da Silva Vale","jadson","Jadson","https://s.glbimg.com/es/sde/f/2017/06/07/2e7afba6e715b27222707a3f207ad556_FORMATO.jpeg",99629,31,"GRE","ata","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","Evandro Lima de Oliveira Filho","evandro","Evandro","https://s.glbimg.com/es/sde/f/2018/05/24/cc89d0c16b42dd430daa29322584d1ac_FORMATO.png",91001,31,"SPO","lat","Nulo",0,3.12,0,4.45,"Sport",NA,1,1,1,3,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"437","Lucas Fernandes","lucas-fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2018/05/01/99bb69dc32439752f0b3e496e9a523cc_FORMATO.png",90899,31,"VIT","ata","Provável",5.9,7.13,0.4,3.79,"Vitória",2,17,13,63,43,22,NA,3,NA,7,3,NA,NA,NA,NA,NA,NA,NA
"438","Ricardo Queiroz de Alencastro Graça","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2018/09/27/8b63cdcb68dc035fb9be678fc9c4b4e7_FORMATO.png",99881,31,"VAS","zag","Nulo",0,4.55,0,1.78,"Vasco",5,11,NA,8,12,13,3,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA
"439","Jean Paulo Fernandes Filho","jean","Jean","https://s.glbimg.com/es/sde/f/2018/08/22/b48908b0700ad76a424232b0f6553c37_FORMATO.png",90933,31,"SAO","gol","Suspenso",6,6.32,-0.08,2.02,"São Paulo",NA,NA,NA,NA,3,NA,2,NA,1,NA,NA,NA,NA,NA,4,4,NA,NA
"440","Yimmi Javier Chará Zamora","chara","Chará","https://s.glbimg.com/es/sde/f/2018/06/12/141a8b4188cba969d63627e1e52b336e_FORMATO.png",99891,31,"ATL","ata","Provável",1.1,9.38,-0.07,3.13,"Atlético-MG",1,16,5,32,36,13,NA,1,NA,4,NA,NA,3,4,NA,NA,NA,NA
"441","José Francisco dos Santos Júnior","junior-brumado","Júnior Brumado","https://s.glbimg.com/es/sde/f/2018/03/21/bd18849356245d84cf422f076a8f1cdf_FORMATO.png",99894,31,"BAH","ata","Nulo",0.5,2.86,-0.09,1.05,"Bahia",2,12,7,8,6,4,NA,1,NA,1,NA,NA,5,NA,NA,NA,NA,NA
"442","Ronaldo de Oliveira Strada","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/03/21/841b5df0cdc6cf16eecd117560650d41_FORMATO.png",91101,31,"VIT","gol","Provável",3.7,5.27,1.25,4.03,"Vitória",1,NA,NA,4,8,NA,7,NA,NA,NA,NA,NA,NA,NA,30,25,NA,NA
"443","Lucas da Silva Ribeiro Campos","lucas-campos","Lucas Campos","https://s.glbimg.com/es/sde/f/2018/05/17/9790a9eb14c2629004e401eb258e2505_FORMATO.png",99903,31,"BOT","ata","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","Khevin Rodrigo Fraga","khevin","Khevin","https://s.glbimg.com/es/sde/f/2018/05/24/aa909d621dc61944afb0d68fa14e38af_FORMATO.png",99921,31,"CHA","mei","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Flávio Medeiros da Silva","flavio","Flávio","https://s.glbimg.com/es/sde/f/2018/05/01/3c063c1b3d589634d699c80695341bff_FORMATO.png",91102,31,"BAH","mei","Nulo",0,2.75,0,1.54,"Bahia",2,15,2,11,14,19,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA
"446","Fernando José Marques Maciel","fernandinho","Fernandinho","https://s.glbimg.com/es/sde/f/2018/06/05/50d5be5e02ead78433958ab1d1389752_FORMATO.png",91130,31,"BAH","ata","Nulo",0,1.56,0,0.35,"Bahia",NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Jesiel Cardoso Miranda","jesiel","Jesiel","https://s.glbimg.com/es/sde/f/2018/10/10/412c785ccc5fdb367b6c19c1bb05a4bc_FORMATO.png",91156,31,"PAR","zag","Provável",0.6,3.01,0.13,1.34,"Paraná",2,11,2,4,17,14,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"448","Ezequiel Santos da Silva","ezequiel","Ezequiel","https://s.glbimg.com/es/sde/f/2018/05/17/f4995e8da11ffe996033b0ebf06c4a13_FORMATO.png",99915,31,"BOT","ata","Nulo",0,4.56,0,1.96,"Botafogo",NA,3,3,8,3,5,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"449","Jhonny Lucas Flora Barboza ","jhonny-lucas","Jhonny Lucas","https://s.glbimg.com/es/sde/f/2018/03/21/1891e9e504ce289621d56cf6db5ba93d_FORMATO.png",99994,31,"PAR","mei","Provável",-2.9,3.04,-0.84,0.87,"Paraná",7,42,6,12,31,23,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"450","Everson Bispo Pereira","everson","Everson","https://s.glbimg.com/es/sde/f/2018/03/02/0d1f27696ffa839add050783ad3a4202_FORMATO.png",91929,31,"BAH","zag","Nulo",0,2.88,0,2.13,"Bahia",2,8,2,6,18,7,2,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA
"451","Matheus Soares Thuler","thuler","Thuler","https://s.glbimg.com/es/sde/f/2018/05/04/092bb0f0452c36118decf2dba0e806a4_FORMATO.png",100125,31,"FLA","zag","Nulo",0,4.34,0,6.06,"Flamengo",1,6,2,2,9,13,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Everaldo Silva do Nascimento","everaldo","Everaldo ","https://s.glbimg.com/es/sde/f/2018/07/20/e1ce97d162a9419406447d05322336f8_FORMATO.png",91151,31,"FLU","ata","Provável",0,5.98,0,4.59,"Fluminense",NA,16,9,27,39,20,NA,1,NA,2,1,NA,2,6,NA,NA,NA,NA
"453","Pablo Carneiro Freitas","pablo-maldini","Pablo Maldini",NA,100127,31,"FLA","lat","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Igor Silveira Gomes","igor-gomes","Igor Gomes","https://s.glbimg.com/es/sde/f/2018/08/22/151d1a25f1a557fbf4d66544c4d67e2a_FORMATO.png",100084,31,"SAO","mei","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Lincoln Corrêa dos Santos","lincoln","Lincoln","https://s.glbimg.com/es/sde/f/2018/05/04/26a67180b8114a860a9e6f9c54cdebd4_FORMATO.png",100065,31,"FLA","ata","Nulo",0,1.98,0,0.86,"Flamengo",NA,7,3,3,4,4,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA
"456","Lucas Soares de Almeida","lucas-soares","Lucas Soares",NA,100158,31,"CRU","lat","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Vander Tavares Silva","vander","Vander",NA,100159,31,"CRU","mei","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Kleber Augusto Caetano Leite Filho","kleber","Kleber","https://s.glbimg.com/es/sde/f/2018/05/04/3c7fcc093b6dd915834a1c3c3231e0c0_FORMATO.png",100126,31,"FLA","lat","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,31,"GRE","ata","Nulo",3,3.65,0.61,2.4,"Grêmio",1,8,4,19,20,17,NA,2,NA,2,1,NA,4,NA,NA,NA,NA,NA
"460","Pedro Henrique de Oliveira Correia","pedrao","Pedrão","https://s.glbimg.com/es/sde/f/2017/09/14/f98ef7fba472b456f28c1888c9e392e5_FORMATO.jpeg",100322,31,"PAL","zag","Nulo",0,2,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Matheus Matias Ferreira","matheus-matias","Matheus Matias","https://s.glbimg.com/es/sde/f/2018/03/20/eb73de7fb8328542fb0438fdd1809c4b_FORMATO.png",100430,31,"COR","ata","Nulo",0,2.66,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Thiago Rodrigues da Silva","thiago","Thiago","https://s.glbimg.com/es/sde/f/2018/05/04/d4092dd23800a9822421cf2f4c434434_FORMATO.png",91194,31,"FLA","gol","Nulo",0,4,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Weverton Almeida Silva","weverton-almeida","Weverton Almeida","https://s.glbimg.com/es/sde/f/2018/05/08/4c72622d78b8cfdc737c1eb48ea75370_FORMATO.png",100459,31,"ATL","zag","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Rodrygo Silva de Goes","rodrygo","Rodrygo","https://s.glbimg.com/es/sde/f/2018/05/23/a4027e39ad5dea6e62cfafe8425bd637_FORMATO.png",100651,31,"SAN","ata","Provável",3.1,11.9,0.44,4.3,"Santos",1,25,11,52,53,14,NA,6,NA,15,2,NA,1,3,NA,NA,NA,NA
"465","Éder Ferreira Graminho","eder","Éder ","https://s.glbimg.com/es/sde/f/2018/04/25/9c24eef6db7bc6f134fefb1a2342e6f6_FORMATO.png",91203,31,"ATL","zag","Nulo",0,3,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Paulo Henrique Pereira da Silva","paulinho","Paulinho","https://s.glbimg.com/es/sde/f/2018/05/26/755b69cb731efaf835f0b845f7693bbf_FORMATO.png",100333,31,"SAO","ata","Nulo",0,1.29,0,2.5,"São Paulo",NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"467","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2018/05/26/5818d20df4c7c3248d9dc04c6864aa03_FORMATO.png",91260,31,"SAO","gol","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Yuri Alberto Monteiro da Silva","yuri-alberto","Yuri Alberto","https://s.glbimg.com/es/sde/f/2018/05/23/c12302cb409beb75eb67f045028f774e_FORMATO.png",100652,31,"SAN","ata","Nulo",0,2.25,0,1.06,"Santos",1,2,3,3,NA,1,NA,NA,NA,5,NA,NA,2,NA,NA,NA,NA,NA
"469","Filipe Gonçalves dos Santos","filipe","Filipe","https://s.glbimg.com/es/sde/f/2018/03/19/27a5b03e54471091e2daf78e203363ef_FORMATO.png",100712,31,"COR","gol","Nulo",0,1,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Matheus Gonçalves Savio","matheus-savio","Matheus Savio","https://s.glbimg.com/es/sde/f/2018/07/28/3a3a8b95d0a4f15553e2ab71957c0c0c_FORMATO.png",91264,31,"FLA","mei","Nulo",0,4.27,0,2.26,"Flamengo",NA,4,3,1,10,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"471","Antônio Josenildo Rodrigues de Oliveira","tonhao","Tonhão","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,31,"GRE","zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Diogo Augusto Pereira Neto","diogo","Diogo","https://s.glbimg.com/es/sde/f/2018/01/21/14cbdb450d8081db2cd35451de9e77ef_FORMATO.png",100683,31,"FLU","lat","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Raphael Schorr Utzig","raphael-alemao","Raphael Alemão","https://s.glbimg.com/es/sde/f/2018/04/24/e72a3c4a24b0c21be12ae1fc78ee1755_FORMATO.jpeg",91206,31,"PAR","ata","Dúvida",0,2.1,0,0.48,"Paraná",1,7,2,6,4,3,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA
"474","Guilherme Alecsander Guedes","guilherme-guedes","Guilherme Guedes",NA,100741,31,"GRE","lat","Nulo",0,0.95,0,1,"Grêmio",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Bruno Bispo dos Anjos","bruno-bispo","Bruno Bispo","https://s.glbimg.com/es/sde/f/2018/03/21/99884c41754fc82c033d202d4decfad3_FORMATO.png",91359,31,"VIT","zag","Provável",0,4.84,0,4.6,"Vitória",1,7,NA,1,7,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","Matheus Gabriel Guedes Caetano","matheus-guedes","Matheus Guedes","https://s.glbimg.com/es/sde/f/2017/11/21/beea04b2739626d19d9a6c24da40762e_FORMATO.png",100746,31,"SAN","zag","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Leonardo Felipe Valencia Rossel","leonardo-valencia","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2018/05/17/fdfb5b9c1f58d363c8597c844f7302ba_FORMATO.png",91508,31,"BOT","mei","Provável",2.7,9.19,0.1,4.24,"Botafogo",1,22,19,34,53,22,NA,2,NA,16,1,NA,1,3,NA,NA,NA,NA
"478","Igor Matheus Liziero Pereira ","liziero","Liziero","https://s.glbimg.com/es/sde/f/2018/08/22/5074326c849aa0f7702b74cfcf2be30f_FORMATO.png",100761,31,"SAO","lat","Nulo",0,7.07,0,3.99,"São Paulo",3,18,6,23,23,30,9,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"479","Matheus Henrique de Souza","matheus-henrique","Matheus Henrique","https://s.glbimg.com/es/sde/f/2018/09/25/46030666e126811406fd6e8bdccc980e_FORMATO.png",100742,31,"GRE","mei","Provável",8.6,2.53,1.09,2.36,"Grêmio",1,7,3,4,8,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Ronielson da Silva Barbosa","rony","Rony","https://s.glbimg.com/es/sde/f/2018/09/03/554ff3fc561a0061ae57afba756706f4_FORMATO.png",91607,31,"ATL","ata","Nulo",8.5,9.02,0.7,4,"Atlético-PR",NA,7,3,6,3,4,NA,2,NA,5,NA,NA,2,NA,NA,NA,NA,NA
"481","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2018/08/21/55c29ae10f4820c62eed75c6e8d1392f_FORMATO.png",91573,31,"SAO","zag","Provável",8.3,10.07,0.54,3.61,"São Paulo",6,27,10,18,25,27,7,NA,NA,2,NA,NA,4,1,NA,NA,NA,NA
"482","Guilherme Bissoli Campos ","bissoli","Bissoli","https://s.glbimg.com/es/sde/f/2018/08/21/22011257c0776df772761efd89a801d2_FORMATO.png",100762,31,"SAO","ata","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Paulo Victor da Silva","paulinho","Paulinho","https://s.glbimg.com/es/sde/f/2018/08/03/c2091fb8bfdc8a7323f23bbc3f328093_FORMATO.png",91626,31,"BAH","lat","Nulo",0,4.11,0,3.97,"Bahia",NA,2,1,2,7,4,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"484","Emerson Barbosa Rodrigues Dos Santos","emerson-barbosa","Emerson Barbosa","https://s.glbimg.com/es/sde/f/2018/03/21/412270f069daea4bf712a92e52a6a14e_FORMATO.png",100800,31,"SAN","lat","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Gabriel Davi Gomes Sara","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/08/21/de4ebb4930052513099aefe26a7f4caa_FORMATO.png",100763,31,"SAO","mei","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Brenno Oliveira Fraga Costa","brenno","Brenno","https://s.glbimg.com/es/sde/f/2017/12/01/eb6549ddfa3b798b4e31af8c9473334b_FORMATO.jpeg",100830,31,"GRE","gol","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Luís Carlos Rocha da Silva","pilar","Pilar","https://s.glbimg.com/es/sde/f/2018/07/19/0ba295598199da7f2a0b6f02d774acda_FORMATO.png",91649,31,"AME","ata","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Rafael dos Santos da Silva","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2018/03/15/c4478d4a2dd3cddeff0ae2f6e49a1d61_FORMATO.png",91644,31,"CEA","mei","Nulo",0,3,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Anderson Luiz de Carvalho","nene","Nenê","https://s.glbimg.com/es/sde/f/2018/08/22/e820d84b4792435d04248685975216a2_FORMATO.png",38913,31,"SAO","mei","Provável",-0.8,9.98,-0.35,4.23,"São Paulo",7,24,17,56,91,21,NA,8,NA,10,3,NA,4,4,NA,NA,NA,NA
"490","Igor Aquino da Silva","igor","Igor","https://s.glbimg.com/es/sde/f/2018/03/21/95c075f33312c6b483847dc688deac80_FORMATO.png",91639,31,"PAR","lat","Provável",-1.6,2.52,-0.18,1.67,"Paraná",5,21,9,5,43,29,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA
"491"," João Pedro Heinen Silva","joao-pedro","João Pedro","https://s.glbimg.com/es/sde/f/2018/05/09/1be6fbe0e1aa54c749ed58a1213eff8b_FORMATO.png",91687,31,"BOT","mei","Nulo",0,1.38,0,-0.03,"Botafogo",NA,5,NA,3,8,2,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA
"492","Emanuel Leone Moura","emanuel","Emanuel","https://s.glbimg.com/es/sde/f/2017/12/01/e2a85d715ac397898197228bac470497_FORMATO.jpeg",100840,31,"GRE","zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Ericson da Silva","ericson","Ericson",NA,100839,31,"GRE","zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Adryelson Shawann Lima Silva","adryelson","Adryelson","https://s.glbimg.com/es/sde/f/2018/05/24/8993667474efcafb24e0734c9b403ebe_FORMATO.png",91664,31,"SPO","zag","Provável",-0.3,2.43,0.03,1.78,"Sport",NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Leandro Henrique do Nascimento","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2018/07/16/427506f9f329b3a83b0695351930c35f_FORMATO.png",91702,31,"ATL","ata","Nulo",0,2.57,0,1.55,"Atlético-MG",NA,NA,1,4,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"496","Lucas Araújo de Oliveira","lucas-araujo","Lucas Araújo",NA,100844,31,"GRE","mei","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Diego Ferreira Matheus","diego-ferreira","Diego Ferreira","https://s.glbimg.com/es/sde/f/2018/03/01/5e300b254076f90bc73404c25d77cce8_FORMATO.png",91783,31,"ATL","lat","Nulo",1.6,3.18,-1.61,5.5,"Atlético-PR",NA,7,1,5,10,6,2,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"498","Lucas Esteves de Souza","esteves","Esteves","https://s.glbimg.com/es/sde/f/2017/12/02/1506a1501f5670d8841c320d2456e45d_FORMATO.png",100846,31,"PAL","lat","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Marlon Rodrigues Xavier","marlon","Marlon","https://s.glbimg.com/es/sde/f/2018/05/18/957dc9c05196688e737761b957122b5e_FORMATO.png",91706,31,"FLU","lat","Nulo",-1.4,3.58,0.2,1.09,"Fluminense",5,14,4,5,43,17,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"500","Alan de Souza Guimarães","alanzinho","Alanzinho","https://s.glbimg.com/es/sde/f/2017/12/02/2f1ae5575738c09ceb9e0a585385faa1_FORMATO.png",100845,31,"PAL","mei","Nulo",0,3,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Felipe Albuquerque Felippi","felipe","Felipe",NA,100843,31,"GRE","lat","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Ruan Tressoldi Netto","ruan","Ruan",NA,100842,31,"GRE","zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Wesley Natã Wachholz","wesley-nata","Wesley Natã","https://s.glbimg.com/es/sde/f/2017/05/12/fce48bd03ed5fc3766df076094758576_FORMATO.png",91743,31,"CHA","ata","Nulo",0,1.5,0,-0.1,"Chapecoense",NA,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Christian Sávio Machado","christian","Christian","https://s.glbimg.com/es/sde/f/2018/05/07/d01cfe5d2a8f27f7a2d70e9fdb8ea900_FORMATO.png",91928,31,"AME","mei","Nulo",0,9.58,0,4.38,"América-MG",NA,4,7,12,16,14,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
