"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FS","G","PE","RB","SG","CV","FF","I","FD","DD","GS","DP","A","FT","GC","PP"
"427","Leandro Marcos Pereira","leandro-pereira","Leandro Pereira","https://s.glbimg.com/es/sde/f/2018/04/20/66bf3e845077a9349722635410bed305_FORMATO.png",78968,36,"CHA","ata","Provável",21.2,10.61,3.26,3.99,"Chapecoense",4,51,40,9,21,18,NA,1,28,19,23,NA,NA,NA,NA,3,NA,NA
"428","Rodrigo Jorge Medina Ancheta","rodrigo-ancheta","Rodrigo Ancheta",NA,101482,36,"GRE","mei","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Marcos Antônio Almeida Silva","marcao-silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2018/09/03/366221777b27d47b3dd23d5c81443e9c_FORMATO.png",78856,36,"SPO","mei","Provável",2,4.28,0.13,2.06,"Sport",2,25,13,NA,28,29,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Moisés Ribeiro Santos","moises-ribeiro","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,36,"CHA","mei","Suspenso",0,4,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2018/04/08/d62e4f24b1b01196c8a645026d8091b2_FORMATO.png",78865,36,"INT","mei","Dúvida",1.8,10.33,0.35,3.18,"Internacional",11,72,30,1,53,95,NA,NA,2,3,4,NA,NA,NA,1,NA,NA,NA
"432","João Gabriel da Silva Teles","joao-gabriel","João Gabriel","https://s.glbimg.com/es/sde/f/2018/07/18/cdb3198a3be8439cedd0ff7411245c64_FORMATO.png",78894,36,"VIT","gol","Provável",9,3.35,1.33,5.23,"Vitória",NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA
"433","Isaque Elias Brito","isaque","Isaque",NA,101483,36,"GRE","mei","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Mateus Felipe Santiago Dutra","santiago","Santiago",NA,101481,36,"GRE","zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","Thonny Anderson da Silva Carvalho","thonny-anderson","Thonny Anderson","https://s.glbimg.com/es/sde/f/2018/05/21/c953437a71c9cd2f1052eaf9d828bd6d_FORMATO.png",101484,36,"GRE","mei","Nulo",0,3.78,0,2.93,"Grêmio",NA,16,5,3,16,10,NA,NA,8,2,4,NA,NA,NA,1,NA,NA,NA
"436","Tiago Pagnussat","tiago","Tiago ","https://s.glbimg.com/es/sde/f/2018/03/21/d0b3cd897f4a410323886fb6d92bd822_FORMATO.png",79042,36,"BAH","zag","Provável",7.9,9.3,0.74,4.26,"Bahia",4,28,16,2,42,33,6,NA,9,2,5,NA,NA,NA,NA,NA,NA,NA
"437","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2018/03/21/5c1c52f3afc41a4404dd7b1c888f2124_FORMATO.png",80189,36,"BAH","zag","Provável",4.4,7.46,0.44,2.41,"Bahia",6,20,26,NA,63,24,11,NA,5,NA,2,NA,NA,NA,NA,1,NA,NA
"438","João Pedro Vilardi Pinto","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/03/17/e7607f8d20077dbbbeb1d032794914ca_FORMATO.png",101573,36,"FLA","mei","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2018/05/23/eb04770f3da8a1f12c1c106ae49306e1_FORMATO.png",79035,36,"SAN","zag","Provável",-3.9,2.4,-0.45,1.71,"Santos",5,15,10,NA,15,9,4,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"440","Laércio da Silva Carvalho","laercio","Laércio",NA,101524,36,"CRU","ata","Nulo",0.5,1.01,0.01,0.5,"Cruzeiro",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Fabiano da Silva Souza","fabiano","Fabiano","https://s.glbimg.com/es/sde/f/2018/09/04/dd622172f30483dda8563ef9249cdae1_FORMATO.png",79244,36,"VIT","lat","Nulo",0,6.17,0,3.31,"Vitória",2,22,5,1,35,19,2,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA
"442","Paulo Henrique Rolim de Genova","paulo-henrique","Paulo Henrique","https://s.glbimg.com/es/sde/f/2018/05/26/1aca13a72ed990c98e463349b3d14ef1_FORMATO.png",101531,36,"SAO","mei","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Hugo de Souza Nogueira","hugo-souza","Hugo Souza","https://s.glbimg.com/es/sde/f/2018/08/17/0d62f2b958751f0744942f9328f49c39_FORMATO.png",101574,36,"FLA","gol","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","Nery Rubén Bareiro Zorrilla","nery-bareiro","Nery Bareiro","https://s.glbimg.com/es/sde/f/2018/05/24/0c06a4174eedc3d6995146e7fc6bd3b2_FORMATO.png",79276,36,"CHA","zag","Nulo",0,4.32,0,1.1,"Chapecoense",NA,6,4,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Guilherme Bitencourt da Silva","guilherme-biteco","Guilherme Biteco","https://s.glbimg.com/es/sde/f/2018/03/21/99b739570272c9b1d4c9ce878c22407c_FORMATO.png",79064,36,"PAR","mei","Nulo",0,3.99,0,1.12,"Paraná",3,3,1,1,4,2,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"446","Wendel da Silva Costa","wendel","Wendel","https://s.glbimg.com/es/sde/f/2018/01/24/8b7334f12990c3776b07905876f0e801_FORMATO.png",101575,36,"FLA","ata","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Matheus Bezerra Lira","matheus-lira","Matheus Lira","https://s.glbimg.com/es/sde/f/2018/03/15/fb71264b7c77dff29719dcc9f6408bb5_FORMATO.png",102146,36,"CEA","mei","Nulo",0,1,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2018/04/08/b6cd86f9590fd3e82cb545ac74dc8c41_FORMATO.png",79113,36,"INT","zag","Provável",5.7,17.65,0.81,6.15,"Internacional",11,47,39,2,63,93,14,1,4,3,3,NA,NA,NA,2,NA,NA,NA
"449","Romário Marques Rodrigues","romario-rodrigues","Romário Rodrigues","https://s.glbimg.com/es/sde/f/2018/05/25/9437477289ccd352c97a67ca86f16f82_FORMATO.png",79336,36,"CEA","ata","Contundido",0,2,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Michael Rangel dos Santos de Almeida","michael","Michael",NA,101577,36,"FLA","lat","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","Leonardo Silva Gomes","leo-gomes","Léo Gomes","https://s.glbimg.com/es/sde/f/2018/04/13/e7bc35fcbe8659ecd0e18973caadf901_FORMATO.png",101585,36,"VIT","mei","Provável",0,0.9,0,0.44,"Vitória",5,37,13,NA,35,21,NA,NA,5,2,3,NA,NA,NA,1,NA,1,NA
"452","Ricardo César Dantas da Silva","ricardo-silva","Ricardo Silva","https://s.glbimg.com/es/sde/f/2018/04/20/295c4ab26ba72d42690b414ec721c2ea_FORMATO.png",79334,36,"AME","zag","Nulo",0,3.14,0,4.7,"América-MG",NA,1,2,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"453","Júnior Nazareno Sornoza Moreira","sornoza","Sornoza","https://s.glbimg.com/es/sde/f/2018/05/18/a4885adc809e017894786b603d5a5d6b_FORMATO.png",87877,36,"FLU","mei","Provável",1.7,7.24,0.02,1.89,"Fluminense",6,16,18,1,71,26,NA,1,23,NA,16,NA,NA,NA,1,1,NA,NA
"454","Lucas Silva Borges","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2018/05/07/ca0ef33e042d0136838dfb74844f22a7_FORMATO.png",79701,36,"CRU","mei","Provável",1.5,4.95,0.32,2.21,"Cruzeiro",4,35,23,NA,47,41,NA,NA,12,NA,3,NA,NA,NA,NA,NA,NA,NA
"455","Lucas Lourenço Andrade","lucas-lourenco","Lucas Lourenço","https://s.glbimg.com/es/sde/f/2018/03/21/f7982f701870b51a5c2699877f0f30c6_FORMATO.png",101580,36,"SAN","mei","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Luiz Ricardo Alves","sassa","Sassá","https://s.glbimg.com/es/sde/f/2018/05/07/89b8e9b3d830ff681500c63572397636_FORMATO.png",79578,36,"CRU","ata","Nulo",0,2.24,0,1.06,"Cruzeiro",4,28,19,2,6,5,NA,NA,10,7,1,NA,NA,NA,NA,NA,NA,NA
"457","Matheus de Jesus Dantas","matheus-dantas","Matheus Dantas","https://s.glbimg.com/es/sde/f/2018/04/19/e539077ea70369fa3f5d613f54e01ced_FORMATO.png",101592,36,"FLA","zag","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Antônio Carlos Cunha Capocasali Júnior","antonio-carlos","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",79702,36,"PAL","zag","Provável",0,7.28,0,2.74,"Palmeiras",5,18,11,1,33,17,6,NA,4,1,3,NA,NA,NA,1,2,NA,NA
"459","Fabiano Leissmann","fabiano","Fabiano","https://s.glbimg.com/es/sde/f/2018/03/21/80a060ad2737a4abce46a048d853c93e_FORMATO.png",79887,36,"INT","lat","Provável",-2.5,7.32,-1.01,2.51,"Internacional",6,23,5,NA,56,29,10,NA,4,NA,1,NA,NA,NA,1,NA,1,NA
"460","Odair Souza ","nenen","Nenén","https://s.glbimg.com/es/sde/f/2018/05/24/42f440f0883376df8bb747b658bbc47d_FORMATO.png",79892,36,"CHA","mei","Nulo",0,2.08,0,0.1,"Chapecoense",NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Vitor Gabriel Claudino Rego Ferreira","vitor-gabriel","Vitor Gabriel","https://s.glbimg.com/es/sde/f/2018/01/24/f5c608ed9476be6eccd246fca8b31683_FORMATO.png",101596,36,"FLA","ata","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Hugo Moura Arruda da Silva","hugo-moura","Hugo Moura","https://s.glbimg.com/es/sde/f/2018/01/24/eeb04c70e071375434b478d470e043cc_FORMATO.png",101594,36,"FLA","mei","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Ramon Ramos Lima","ramon","Ramon",NA,101597,36,"FLA","lat","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Caio Vinicius da Conceição","caio","Caio","https://s.glbimg.com/es/sde/f/2018/09/20/f970b4dfcb039c351e6e0f6bd9a64edb_FORMATO.png",101601,36,"FLU","mei","Nulo",0,2,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Patrick da Silva Ferreira Souza","patrick","Patrick",NA,101598,36,"FLA","zag","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Alerrandro Barra Mansa Realino de Souza","alerrandro","Alerrandro","https://s.glbimg.com/es/sde/f/2018/05/17/28dbb606b55029007f0519c4b90dcd6f_FORMATO.png",101715,36,"ATL","ata","Nulo",0,0.78,0,0.21,"Atlético-MG",NA,4,2,NA,2,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Felipe Jonatan Rocha Andrade","felipe-jonatan","Felipe Jonatan","https://s.glbimg.com/es/sde/f/2018/05/25/20eec38c9eb77921a12931832e9c6a93_FORMATO.png",101708,36,"CEA","lat","Provável",9.4,3.65,0.24,5.1,"Ceará",1,7,14,NA,25,26,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Demethryus Maciel Areias Nascimento","demethryus","Demethryus","https://s.glbimg.com/es/sde/f/2018/03/01/0f3f1131a4b2d04a041450038b87c286_FORMATO.png",101678,36,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Guilherme Ribeiro Rend","guilherme-ribeiro","Guilherme Ribeiro","https://s.glbimg.com/es/sde/f/2018/03/01/9477202e477dc732206a641b324c28dd_FORMATO.png",101686,36,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Alex de Oliveira Nascimento","alex","Alex",NA,101600,36,"FLU","zag","Nulo",0,0.78,0,-0.5,"Fluminense",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Luiz Eduardo Teodora da Silva","dudu","Dudu","https://s.glbimg.com/es/sde/f/2018/05/18/7b74c65bf803e82f16b311a50552621a_FORMATO.png",101627,36,"FLU","ata","Nulo",0,1.28,0,-1.1,"Fluminense",NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Lucas Halter","lucas-halter","Lucas Halter","https://s.glbimg.com/es/sde/f/2018/05/08/19a612b27e812d8d3695c4af8c78ea9a_FORMATO.png",102253,36,"ATL","zag","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","João Vitor Marques Matos","joao-vitor","João Vitor","https://s.glbimg.com/es/sde/f/2018/05/25/f7aa43a14e20e7aaba628ad5db52b438_FORMATO.png",101603,36,"FLU","lat","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Luan Silva dos Santos","luan","Luan","https://s.glbimg.com/es/sde/f/2018/04/13/062b30b6bd6dbb2d2494ef74b7fb3956_FORMATO.png",102295,36,"VIT","mei","Contundido",0,1.5,0,1.57,"Vitória",1,4,8,NA,2,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Bruno Roberto Pereira da Silva","bruninho","Bruninho","https://s.glbimg.com/es/sde/f/2018/05/17/4db250b451ffbbeb0a3e8ec81fe6023a_FORMATO.png",101716,36,"ATL","mei","Nulo",0,0.78,0,0.6,"Atlético-MG",1,2,3,NA,6,1,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA
"476","Marrony da Silva Liberato","marrony","Marrony","https://s.glbimg.com/es/sde/f/2018/09/27/e88201c8fd87512209d0c8292616dd3a_FORMATO.png",101717,36,"VAS","mei","Nulo",0,2.29,0,2.03,"Vasco",1,6,7,1,5,7,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"477","Bruno da Silva Costa Leite","bruno-leite","Bruno Leite","https://s.glbimg.com/es/sde/f/2018/03/05/37cc69ce211fa6a6c3fb2fa03e905809_FORMATO.png",102301,36,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Rafael de Carvalho França","rafael-franca","Rafael França","https://s.glbimg.com/es/sde/f/2018/09/27/58cbfa1d712490ae26a319b3d7c007e5_FORMATO.png",101719,36,"VAS","zag","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Gabriel José Ferreira Mesquita","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/08/23ead8e9977bf4883159480316b71e35_FORMATO.png",102290,36,"ATL","gol","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Mikael Filipe Viana","mikael","Mikael","https://s.glbimg.com/es/sde/f/2018/05/24/681f1987afa6a94cda5e9a9f643a0bc5_FORMATO.png",102299,36,"SPO","ata","Nulo",0,1,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Lucas Santos da Silva","lucas-santos","Lucas Santos","https://s.glbimg.com/es/sde/f/2018/07/17/3d354bb2faab384ce4d8a8fd0bf1d81d_FORMATO.png",101718,36,"VAS","mei","Nulo",0,0.81,0,0.75,"Vasco",NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","João Pedro Soares Borges","joao-pedro","João Pedro","https://s.glbimg.com/es/sde/f/2018/09/27/bdf3476e0782cb7e4f75819b1f8495cc_FORMATO.png",101721,36,"VAS","gol","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Rafael Elias da Silva","papagaio","Papagaio","https://s.glbimg.com/es/sde/f/2018/03/08/82641224cdb23ce7f862168d4a3374ad_FORMATO.png",102302,36,"PAL","ata","Nulo",0,1.23,0,-0.4,"Palmeiras",NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Luís Vinícius da Silva Matos","vinicius","Vinicius","https://s.glbimg.com/es/sde/f/2018/04/20/41282578700a83d0c3505f577dfbac5c_FORMATO.png",86861,36,"VIT","zag","Nulo",0,3,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Matheus dos Santos Miranda","miranda","Miranda","https://s.glbimg.com/es/sde/f/2018/09/27/0dec5ab486a566e8fbde05157bccb9cf_FORMATO.png",101720,36,"VAS","zag","Nulo",0,1.21,0,1.7,"Vasco",NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Marcelo Henrique de Sousa Cunha","marcelinho","Marcelinho","https://s.glbimg.com/es/sde/f/2018/01/24/f5e9ef1b825cb639cdb485ffd146192d_FORMATO.jpeg",101722,36,"GRE","ata","Nulo",0,4,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Matheus Santos Soares","matheus-santos","Matheus Santos","https://s.glbimg.com/es/sde/f/2018/05/07/26a01d4da14cce602b2663c4afced5ed_FORMATO.png",101725,36,"AME","ata","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Ronaldo dos Santos Ramos Filho","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/05/07/85248a66a7554e40dbdd397512117052_FORMATO.png",102336,36,"AME","lat","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Carlos de Menezes Júnior","caca","Cacá","https://s.glbimg.com/es/sde/f/2018/05/18/9e847531623845ec5f88f060b157da00_FORMATO.png",102340,36,"CRU","zag","Nulo",0,1.15,0,2.2,"Cruzeiro",NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Ángelo Giovanni Araos Llanos","araos","Araos","https://s.glbimg.com/es/sde/f/2018/08/08/02153cbcf3561df02154d9b68823fbbd_FORMATO.png",102352,36,"COR","mei","Nulo",1.5,5.18,0.19,1.2,"Corinthians",1,22,14,NA,23,15,NA,1,3,NA,5,NA,NA,NA,1,NA,NA,NA
"491","Miullen Natha Felicio Carvalho","miullen","Miullen","https://s.glbimg.com/es/sde/f/2018/08/03/785f495d0f7587ff409ca0a211d97fb7_FORMATO.png",101759,36,"CHA","ata","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Flávio Henrique Alves Almeida Souza","flavio","Flávio","https://s.glbimg.com/es/sde/f/2018/03/21/d5a366c24b1dac3e1fdd263d9980e24a_FORMATO.png",101758,36,"VIT","ata","Nulo",0,2,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Lucas Ribeiro De Oliveira","macula","Macula","https://s.glbimg.com/es/sde/f/2018/09/18/0816f9f507e897d0d000aab179631ecb_FORMATO.png",102384,36,"FLU","ata","Nulo",0,0.78,0,-3.6,"Fluminense",1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Gonzalo Rodrigo Carneiro Méndez","carneiro","Carneiro","https://s.glbimg.com/es/sde/f/2018/08/22/eebdb32875b11066f569a79c485ec615_FORMATO.png",101796,36,"SAO","ata","Contundido",0,2.88,0,1.12,"São Paulo",2,13,6,1,4,5,NA,NA,4,3,5,NA,NA,NA,NA,NA,NA,NA
"495","Marcelo de Souza dos Santos Júnior","marcelo","Marcelo","https://s.glbimg.com/es/sde/f/2018/08/15/93e4df8ab578a97af7862e555af261e7_FORMATO.png",102342,36,"CRU","ata","Nulo",0,0.75,0,-0.07,"Cruzeiro",NA,4,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Paulo Ricardo Fales","paulo-fales","Paulo Fales","https://s.glbimg.com/es/sde/f/2018/09/21/5d4b7dbbbe7fc4792115d2aa2174eaf0_FORMATO.png",102914,36,"PAR","zag","Nulo",0,2,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Natanael de Sousa Santos Júnior","junior-santos","Júnior Santos","https://s.glbimg.com/es/sde/f/2018/05/24/21b646566f07fc7201c839a9111aa7ff_FORMATO.png",101797,36,"CHA","ata","Nulo",0,0.88,0,0.65,"Chapecoense",NA,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","Carlos Augusto Zopalato Neves","carlos-augusto","Carlos Augusto","https://s.glbimg.com/es/sde/f/2018/03/19/d811d2472e0a8de265d64d5bb810d3ca_FORMATO.png",101803,36,"COR","lat","Provável",0,1.93,0,5.64,"Corinthians",NA,6,4,NA,7,14,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"499","Luis David da Conceição Martins","luis-david","Luis David",NA,102413,36,"CEA","ata","Nulo",0,1,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Leonardo Xavier da Silva","leo-xavier","Léo Xavier","https://s.glbimg.com/es/sde/f/2018/04/13/0e1b28895cd742c8eeb558bbec613ed4_FORMATO.png",102553,36,"VIT","zag","Nulo",0,1,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Mayksilvan da Silva Ferreira","mayk","Mayk","https://s.glbimg.com/es/sde/f/2018/08/05/8faaa2f4f04e9cbf051f57aa66b849d5_FORMATO.png",101820,36,"BAH","lat","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Brenner Alves Sabino","brenner","Brenner","https://s.glbimg.com/es/sde/f/2018/04/09/0c50419c1321d69b3d9b21dfd118cfb9_FORMATO.png",101857,36,"INT","ata","Contundido",0,0.77,0,-0.36,"Internacional",2,6,4,NA,NA,1,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA
"503","Tiago Cunha Rodrigues Serra","tiago-cunha","Tiago Cunha",NA,101877,36,"CEA","ata","Nulo",0,1,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Jonas Gabriel da Silva Nunes","toro","Toró",NA,101885,36,"SAO","ata","Nulo",0,3,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","Kevin Kesley De Souza","kevin","Kevin","https://s.glbimg.com/es/sde/f/2018/06/05/0dfbab426db713cedfdf9597abbc9791_FORMATO.png",102594,36,"ATL","lat","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Gabriel Calabres Nunes","gabriel-calabres","Gabriel Calabres","https://s.glbimg.com/es/sde/f/2018/05/23/ab2e89590be1e66768af1205a202b31c_FORMATO.png",101911,36,"SAN","mei","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","Hélio Júnio Nunes de Castro","helinho","Helinho","https://s.glbimg.com/es/sde/f/2018/11/05/59265b2cd2832615e32700bdbc4cc43a_FORMATO.jpeg",102598,36,"SAO","ata","Dúvida",5.4,3.89,0.57,6.03,"São Paulo",NA,1,3,1,4,5,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"508","Guilherme Nunes da Silva","guilherme-nunes","Guilherme Nunes","https://s.glbimg.com/es/sde/f/2018/05/23/7e91393fb9d0c73f8ae12e9e96c38308_FORMATO.png",101912,36,"SAN","mei","Nulo",0,0.78,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Vitor Hugo Naum Dos Santos","vitor-naum","Vitor Naum","https://s.glbimg.com/es/sde/f/2018/03/05/d3c9c0c04b38faa803a27c54ea474192_FORMATO.png",101960,36,"ATL","ata","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
