"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","SG","FS","FC","RB","FT","PE","A","CA","FD","FF","I","G","CV","DD","DP","GS","GC","PP"
"396","Luiz Carlos Cirne Lima de Lorenzi","lisca","Lisca","https://s.glbimg.com/es/sde/f/2018/06/05/28dffdf0f5fa7f305e52bcd7ee449f9a_FORMATO.png",72588,21,"CEA","tec","Provável",0.76,6.83,-0.36,3.57,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","Matheus Simonete Bressanelli","bressan","Bressan","https://s.glbimg.com/es/sde/f/2018/05/18/89ef7379a0826a62657cb5948a315081_FORMATO.png",72491,21,"GRE","zag","Nulo",1.2,9.56,-0.92,4.97,"Grêmio",10,10,19,18,NA,18,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA
"398","Luis Carlos Dallastella","luis-carlos","Luis Carlos","https://s.glbimg.com/es/sde/f/2018/03/21/327d9a5891939cc8940a99c68e11c26b_FORMATO.png",73413,21,"PAR","gol","Nulo",0,0.7,0,-4,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"399","Jailson Marcelino dos Santos","jailson","Jailson","https://s.glbimg.com/es/sde/f/2017/04/18/63a42550ea5f70d0bbc92287dd6ac259_FORMATO.png",72290,21,"PAL","gol","Nulo",0,13.68,0,4.75,"Palmeiras",4,NA,NA,NA,NA,10,NA,1,NA,NA,NA,NA,1,23,NA,11,NA,NA
"400","Samuel Xavier Brito","samuel-xavier","Samuel Xavier","https://s.glbimg.com/es/sde/f/2018/05/17/fd0c8a84c1faea5160f04ad242f45e3e_FORMATO.png",73384,21,"CEA","lat","Nulo",0,3.04,0,1.88,"Ceará",2,19,16,9,1,18,1,3,NA,1,1,NA,1,NA,NA,NA,NA,NA
"401","Renê dos Santos Júnior","rene-junior","Renê Júnior","https://s.glbimg.com/es/sde/f/2018/03/20/8b306efa7463aa34e658516c465f664e_FORMATO.png",73281,21,"COR","mei","Contundido",0,5.85,0,2.6,"Corinthians",NA,5,12,9,NA,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"402","Yago Fernando da Silva","yago","Yago","https://s.glbimg.com/es/sde/f/2018/03/20/13d6ab565918a4bad475a1569e05162d_FORMATO.png",77500,21,"BOT","zag","Nulo",0,4.5,0,4.25,"Botafogo",2,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","Rildo de Andrade Felicissimo","rildo","Rildo","https://s.glbimg.com/es/sde/f/2018/04/09/a194ce2c097d00d462468c507706916a_FORMATO.png",73635,21,"VAS","ata","Contundido",0,2.99,0,0.1,"Vasco",NA,8,1,NA,NA,8,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"404","Gabriel Santana Pinto","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/24/ba83d05d6577dcd62dcb5af3bb7ca5e1_FORMATO.png",73515,21,"SPO","mei","Provável",1.3,6.37,-0.47,3.03,"Sport",NA,32,14,19,1,41,1,1,6,9,2,2,NA,NA,NA,NA,NA,NA
"405","Diego Vicente Aguirre Camblor","diego-aguirre","Diego Aguirre","https://s.glbimg.com/es/sde/f/2018/05/26/dcbc37c3f6682ed7f7fe61f97e02ff48_FORMATO.png",73766,21,"SAO","tec","Provável",6.5,12.87,0.68,5.08,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","José Rogério de Oliveira","rogerio","Rogério","https://s.glbimg.com/es/sde/f/2018/05/24/949f9e1967150f934c921bedf13a0bba_FORMATO.png",73540,21,"SPO","ata","Provável",1.7,8.25,0.56,2.78,"Sport",NA,28,17,6,NA,19,1,NA,9,19,7,2,1,NA,NA,NA,NA,NA
"407","Rodrigo Caio Roquette Russo","rodrigo-caio","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2018/08/22/0f361078a3aa1c8a16c67a19bf698e52_FORMATO.png",73800,21,"SAO","zag","Nulo",0,12.76,0,6.55,"São Paulo",2,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","Marcos Vinícius de Jesus Araújo","marcos-vinicius","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2018/05/17/d29916588c79c99dd0a20debd0ea12bd_FORMATO.png",73721,21,"BOT","mei","Nulo",0,3.8,0,1.67,"Botafogo",NA,5,2,3,1,9,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"409","Rayan Poltronieri Pereira","rayan","Rayan","https://s.glbimg.com/es/sde/f/2018/03/21/eafcee785dc021fd8811059271578111_FORMATO.png",73923,21,"PAR","zag","Nulo",0,3.05,0,1.88,"Paraná",1,12,16,18,NA,12,NA,4,1,5,2,NA,NA,NA,NA,NA,NA,NA
"410","Jorge Daniel González Marquet","torito-gonzalez","Torito González","https://s.glbimg.com/es/sde/f/2018/03/21/4a53af8bd51b42f968f3b584e1581274_FORMATO.png",73703,21,"PAR","mei","Contundido",0,5.89,0,3,"Paraná",NA,30,20,26,NA,12,NA,5,2,8,NA,NA,NA,NA,NA,NA,NA,NA
"411","Geuvânio Santos Silva","geuvanio","Geuvânio","https://s.glbimg.com/es/sde/f/2018/05/04/9268b435089ca4758bd26ab119d49db1_FORMATO.png",73896,21,"FLA","ata","Nulo",0,4.2,0,1.54,"Flamengo",NA,1,6,7,NA,7,1,2,3,1,1,NA,NA,NA,NA,NA,NA,NA
"412","Héctor Canteros","canteros","Canteros","https://s.glbimg.com/es/sde/f/2018/05/24/fa9bf16f27c3383ff060fdf3c9113559_FORMATO.png",73918,21,"CHA","mei","Provável",0.6,7.42,-0.27,2.43,"Chapecoense",NA,16,25,30,1,86,2,2,2,5,NA,2,NA,NA,NA,NA,NA,NA
"413","Luis Leandro Desábato","desabato","Desábato","https://s.glbimg.com/es/sde/f/2018/04/09/849b6dffedf69d16c97188a32027f6a9_FORMATO.png",73936,21,"VAS","mei","Provável",2.5,7.98,-0.34,3.01,"Vasco",NA,15,26,49,NA,45,1,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA
"414","Bruno da Silva Peres","bruno-peres","Bruno Peres","https://s.glbimg.com/es/sde/f/2018/08/21/069947a89a5c7a8dcdc37798d30597f0_FORMATO.png",73962,21,"SAO","lat","Provável",16.9,12.6,3.2,5.87,"São Paulo",3,4,7,12,NA,13,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA
"415","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2018/05/23/3ee08dfe1559a120f4dcd89514b80775_FORMATO.png",73974,21,"SAN","mei","Provável",0,7.51,0,2.56,"Santos",NA,14,21,33,NA,16,NA,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"416","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2018/05/04/5049d8a52c5a5f82e57248ab2ff94218_FORMATO.png",73992,21,"FLA","lat","Provável",5.2,13.48,0.06,5.07,"Flamengo",11,27,14,23,NA,28,2,2,7,6,1,NA,NA,NA,NA,NA,NA,NA
"417","René Ferreira dos Santos","rene","René","https://s.glbimg.com/es/sde/f/2018/07/23/d6322968c7c6cca6de55d8c4fbb4c086_FORMATO.png",73978,21,"PAR","zag","Provável",2.5,3.92,0.47,1.47,"Paraná",NA,4,7,11,NA,14,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
"418","Walisson Moreira Farias Maia","walisson-maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2018/03/21/24015c9080aa3347098cfb88e90348e8_FORMATO.png",73991,21,"VIT","zag","Contundido",0,5.06,0,3.25,"Vitória",NA,1,2,7,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","Guilherme Costa Machado Silveira","guilherme-costa","Guilherme Costa","https://s.glbimg.com/es/sde/f/2018/03/21/4f92ef0e30740bc3960607bec48d3c00_FORMATO.png",74081,21,"VIT","mei","Nulo",0,2.27,0,0.72,"Vitória",NA,10,8,3,NA,4,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"420","Claudio Winck Neto","claudio-winck","Claudio Winck","https://s.glbimg.com/es/sde/f/2018/04/12/c30228fd68db0c7f81326317ddc62ba6_FORMATO.png",74074,21,"SPO","lat","Provável",0,3.87,0,2.53,"Sport",1,16,22,8,NA,29,1,3,4,4,1,2,NA,NA,NA,NA,NA,NA
"421","Hyoran Kaue Dalmoro","hyoran","Hyoran","https://s.glbimg.com/es/sde/f/2017/02/19/1ec83086a8ae2fe33a1e88113fff1ac1_FORMATO.png",85931,21,"PAL","mei","Nulo",3.8,5.48,-0.11,3.32,"Palmeiras",NA,16,21,7,1,19,5,2,8,9,2,1,NA,NA,NA,NA,NA,NA
"422","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2018/05/17/841f78d103e083bd0e8af280fcb5ffe8_FORMATO.png",74061,21,"BOT","gol","Nulo",0,14.65,0,8.05,"Botafogo",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,7,NA,2,NA,NA
"423","Pablo Felipe Teixeira","pablo","Pablo","https://s.glbimg.com/es/sde/f/2018/05/08/cf32acce95d925ec92b7e084202c7e06_FORMATO.png",69138,21,"ATL","ata","Provável",11.1,11.47,0.94,4.54,"Atlético-PR",NA,16,39,25,NA,21,1,4,9,17,15,6,NA,NA,NA,NA,NA,NA
"424","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2018/08/14/11a728603cfca7e8c71e3fadccee1148_FORMATO.png",75295,21,"INT","ata","Suspenso",0,11.23,0,3.9,"Internacional",NA,10,9,3,NA,4,1,NA,3,5,2,1,NA,NA,NA,NA,NA,NA
"425","Alejandro Abraham Guerra Morales","guerra","Guerra","https://s.glbimg.com/es/sde/f/2017/02/19/fa873321a36da270244cf230ac534a50_FORMATO.png",74213,21,"PAL","mei","Nulo",0,7.89,0,2.23,"Palmeiras",NA,1,5,2,NA,7,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA
"426","Cléber Janderson Pereira Reis","cleber-reis","Cléber Reis","https://s.glbimg.com/es/sde/f/2018/04/24/69768a9bda3441e7a742ff9d70ba8d95_FORMATO.png",72376,21,"PAR","zag","Provável",2.4,6.21,-0.49,3.8,"Paraná",3,9,6,23,NA,19,NA,1,1,4,2,NA,1,NA,NA,NA,NA,NA
"427","Edigar Junio Teixeira Lima ","edigar-junio","Edigar Junio","https://s.glbimg.com/es/sde/f/2018/03/21/9c46c9f1269d97acf20157efb70009cc_FORMATO.png",74271,21,"BAH","ata","Provável",3.3,8.25,0.46,3.38,"Bahia",NA,18,17,8,1,15,NA,NA,3,8,2,3,NA,NA,NA,NA,NA,NA
"428","Bruno Fabiano Alves","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2018/08/21/5ff03d7f1c17970fd5a348a979f50951_FORMATO.png",73620,21,"SAO","zag","Provável",6.8,10.89,0.71,4.47,"São Paulo",7,6,20,20,1,14,NA,4,1,2,3,1,NA,NA,NA,NA,NA,NA
"429","Osmar Loss","osmar-loss","Osmar Loss","https://s.glbimg.com/es/sde/f/2018/05/23/01c6dae8fee10d4a5a525a2c245e55a7_FORMATO.png",77552,21,"COR","tec","Provável",6.13,12.11,0.98,3.91,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2018/05/21/59123042289044af192df7b66ec997d5_FORMATO.png",78077,21,"GRE","lat","Nulo",0,6.27,0,3.9,"Grêmio",2,5,3,5,NA,7,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA
"431","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2018/05/23/600ec8ed7ab3b2e4b459743279ec4d6a_FORMATO.png",78248,21,"SAN","zag","Provável",4.7,5.73,0.19,4.02,"Santos",5,4,15,11,1,18,NA,2,6,5,1,1,NA,NA,NA,NA,NA,NA
"432","Willian Souza Arão da Silva","willian-arao","Willian Arão","https://s.glbimg.com/es/sde/f/2018/05/04/7eaa4c1c2e6b64b02a95ce12d0d027c4_FORMATO.png",78478,21,"FLA","mei","Nulo",1.5,3.88,0.2,1.68,"Flamengo",NA,NA,8,10,NA,7,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
"433","César Bernardo Dutra","cesar","César","https://s.glbimg.com/es/sde/f/2018/05/04/f71b2fc3dc540b79567e4897bc155101_FORMATO.png",78086,21,"FLA","gol","Nulo",0,3.7,0,-1.3,"Flamengo",NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,NA
"434","Douglas Ricardo Grolli","douglas-grolli","Douglas Grolli","https://s.glbimg.com/es/sde/f/2018/03/21/ea4ba4bd9ed18698a6dad571dfdddbf9_FORMATO.png",78407,21,"BAH","zag","Provável",-1.8,2,-1.33,1.05,"Bahia",NA,1,6,3,NA,6,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"435","Hernán Barcos","barcos","Barcos","https://s.glbimg.com/es/sde/f/2018/07/15/014627951a9b920652b82877cae3a55e_FORMATO.png",78379,21,"CRU","ata","Nulo",2.5,7.88,-0.06,2.65,"Cruzeiro",NA,5,10,6,NA,11,1,1,4,5,1,1,NA,NA,NA,NA,NA,1
"436","Renê Rodrigues Martins","rene","Renê","https://s.glbimg.com/es/sde/f/2018/05/04/d9cbd0281e5c54c7aeba457eb5b5c0b3_FORMATO.png",78445,21,"FLA","lat","Provável",9.2,14.1,0.45,6.21,"Flamengo",10,17,21,51,NA,71,3,3,4,2,1,NA,NA,NA,NA,NA,NA,NA
"437","Fernando Uribe Hincapié","uribe","Uribe","https://s.glbimg.com/es/sde/f/2018/06/26/45c70625ffaffe103edf398479ba754f_FORMATO.png",78415,21,"FLA","ata","Nulo",0,7.38,0,3.83,"Flamengo",NA,1,2,3,1,6,1,NA,1,7,4,1,NA,NA,NA,NA,NA,NA
"438","Arnaldo Manoel de Almeida","arnaldo","Arnaldo","https://s.glbimg.com/es/sde/f/2018/04/12/b854b95f8d49d62715ce163bf535b942_FORMATO.png",78497,21,"CEA","lat","Contundido",0,5.49,0,2.26,"Ceará",2,8,5,7,NA,14,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Alex Broch Amado","alex-amado","Alex Amado","https://s.glbimg.com/es/sde/f/2018/05/25/055b1d0fb6c075db8e35833a078cc79a_FORMATO.png",78475,21,"CEA","ata","Contundido",0,4,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2018/05/23/c1e09ae588439e79293d33881309f392_FORMATO.png",77959,21,"SAN","ata","Nulo",0,5.34,0,0.92,"Santos",NA,4,4,5,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"441","Ricardo Dias Acosta","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2018/05/25/d1aa684a9cd6db81f6b731e89f9ae993_FORMATO.png",78577,21,"CEA","mei","Provável",-2.9,3.98,-1.86,2.07,"Ceará",NA,9,14,17,NA,26,1,1,3,5,2,NA,NA,NA,NA,NA,NA,NA
"442","William de Oliveira Pottker","william-pottker","William Pottker","https://s.glbimg.com/es/sde/f/2018/04/08/06ddb3ee2ae6d52b98811b532e854970_FORMATO.png",77809,21,"INT","ata","Provável",0,5.3,0,3.88,"Internacional",NA,29,19,20,1,37,NA,3,12,14,7,4,1,NA,NA,NA,NA,NA
"443","Bryan Silva Garcia","bryan","Bryan","https://s.glbimg.com/es/sde/f/2018/03/21/a8f3ed5f7b584d647a494bae8c83e9f0_FORMATO.png",78632,21,"VIT","lat","Nulo",4.2,5.75,0.39,1.18,"Vitória",2,11,10,2,NA,20,1,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA
"444","Jean Mota Oliveira de Sousa","jean-mota","Jean Mota","https://s.glbimg.com/es/sde/f/2018/05/23/e95e3279b90476741de13a56e388d9e2_FORMATO.png",78548,21,"SAN","mei","Nulo",0,9.77,0,3.56,"Santos",NA,18,24,22,1,44,NA,3,17,14,NA,1,NA,NA,NA,NA,NA,NA
"445","Gabriel Girotto Franco","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/03/20/f7f3ef2aa7e013b4bf918f93353c9027_FORMATO.png",78605,21,"COR","mei","Provável",0,11.71,0,4.83,"Corinthians",NA,21,34,59,NA,28,NA,5,2,4,NA,1,NA,NA,NA,NA,NA,NA
"446","Victor Vinícius Coelho dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2018/07/27/9ec5f19c97f40e2971bc97aaad240504_FORMATO.png",78435,21,"FLA","ata","Provável",2.8,14.02,-1.45,5.94,"Flamengo",NA,8,9,15,1,16,NA,1,8,3,1,NA,NA,NA,NA,NA,NA,NA
"447","Eduardo Schroeder Brock","eduardo-brock","Eduardo Brock","https://s.glbimg.com/es/sde/f/2018/07/09/c423c8ca4d7c6cdc1082532652fa4d73_FORMATO.png",78654,21,"CEA","zag","Nulo",0,4.76,0,3.63,"Ceará",3,NA,3,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Douglas Alan Schuck Friedrich","douglas-friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2018/05/16/a263b1371bc6737cc4e274a26a816460_FORMATO.png",78584,21,"BAH","gol","Nulo",0,3.4,0,0.87,"Bahia",3,2,1,NA,NA,6,NA,2,NA,NA,NA,NA,NA,9,1,15,1,NA
"449","Reinaldo Manoel da Silva","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2018/08/22/8ff8975422f0d4acefd5a6051912fad9_FORMATO.png",78850,21,"SAO","lat","Provável",11.5,12.82,1.33,6.06,"São Paulo",6,13,25,29,NA,48,1,2,7,16,1,2,NA,NA,NA,NA,NA,NA
"450","Ramiro Moschen Benetti","ramiro","Ramiro","https://s.glbimg.com/es/sde/f/2018/05/21/b542f6b29859cc988c01d38d2b6e75b2_FORMATO.png",78715,21,"GRE","mei","Provável",0,3.38,0,0.33,"Grêmio",NA,17,17,13,NA,34,NA,7,4,6,2,NA,NA,NA,NA,NA,NA,NA
"451","Richard de Oliveira da Costa","richard","Richard","https://s.glbimg.com/es/sde/f/2018/03/21/dafe5b45d701a96a952c6fb9a210aff9_FORMATO.png",78851,21,"PAR","gol","Provável",7,4.61,1.57,1.64,"Paraná",NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,10,NA,8,NA,NA
"452","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2018/04/08/d62e4f24b1b01196c8a645026d8091b2_FORMATO.png",78865,21,"INT","mei","Provável",4.2,10.71,0.41,3.36,"Internacional",NA,20,50,61,NA,32,1,7,4,2,1,NA,NA,NA,NA,NA,NA,NA
"453","Thiago dos Santos","thiago-santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2017/04/18/2d51cc56ccd1291d116060e00ca663b6_FORMATO.png",78855,21,"PAL","mei","Nulo",16.9,10.28,2.37,4.83,"Palmeiras",NA,16,29,43,1,15,NA,2,1,2,1,1,NA,NA,NA,NA,NA,NA
"454","Leandro Marcos Pereira","leandro-pereira","Leandro Pereira","https://s.glbimg.com/es/sde/f/2018/04/20/66bf3e845077a9349722635410bed305_FORMATO.png",78968,21,"CHA","ata","Provável",13.7,8.19,2.43,2.73,"Chapecoense",NA,22,26,15,1,9,NA,2,7,9,10,3,1,NA,NA,NA,NA,NA
"455","Thiago dos Santos","thiago-santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2018/03/21/bb96e12d42dead8632e9cf0a06183eec_FORMATO.png",78866,21,"PAR","ata","Contundido",0,1.64,0,2.43,"Paraná",NA,8,11,1,2,9,1,2,NA,6,5,1,NA,NA,NA,NA,NA,NA
"456","Tiago Pagnussat","tiago","Tiago ","https://s.glbimg.com/es/sde/f/2018/03/21/d0b3cd897f4a410323886fb6d92bd822_FORMATO.png",79042,21,"BAH","zag","Provável",-0.9,7.58,-1.23,3.8,"Bahia",4,15,25,24,NA,27,NA,3,5,9,2,1,NA,NA,NA,NA,NA,NA
"457","Moisés Ribeiro Santos","moises-ribeiro","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,21,"CHA","mei","Suspenso",0,4,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","João Gabriel da Silva Teles","joao-gabriel","João Gabriel","https://s.glbimg.com/es/sde/f/2018/07/18/cdb3198a3be8439cedd0ff7411245c64_FORMATO.png",78894,21,"VIT","gol","Nulo",0,2,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2018/04/08/b6cd86f9590fd3e82cb545ac74dc8c41_FORMATO.png",79113,21,"INT","zag","Provável",10.8,18.96,1.13,7.73,"Internacional",11,16,22,58,NA,41,1,6,2,2,1,2,NA,NA,NA,NA,NA,NA
"460","Nery Rubén Bareiro Zorrilla","nery-bareiro","Nery Bareiro","https://s.glbimg.com/es/sde/f/2018/05/24/0c06a4174eedc3d6995146e7fc6bd3b2_FORMATO.png",79276,21,"CHA","zag","Dúvida",0,3.8,0,0,"Chapecoense",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2018/05/23/eb04770f3da8a1f12c1c106ae49306e1_FORMATO.png",79035,21,"SAN","zag","Contundido",0,2.98,0,0.23,"Santos",1,1,6,3,NA,6,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"462","Romário Marques Rodrigues","romario-rodrigues","Romário Rodrigues","https://s.glbimg.com/es/sde/f/2018/05/25/9437477289ccd352c97a67ca86f16f82_FORMATO.png",79336,21,"CEA","ata","Nulo",0,2,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Guilherme Bitencourt da Silva","guilherme-biteco","Guilherme Biteco","https://s.glbimg.com/es/sde/f/2018/03/21/99b739570272c9b1d4c9ce878c22407c_FORMATO.png",79064,21,"PAR","mei","Nulo",0,3.99,0,1.12,"Paraná",NA,1,3,2,NA,4,NA,3,1,2,NA,1,NA,NA,NA,NA,NA,NA
"464","Lucas Silva Borges","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2018/05/07/ca0ef33e042d0136838dfb74844f22a7_FORMATO.png",79701,21,"CRU","mei","Provável",3.7,5.04,0.67,1.85,"Cruzeiro",NA,14,26,25,NA,26,NA,3,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
"465","Neilton Meira Mestzk","neilton","Neilton","https://s.glbimg.com/es/sde/f/2018/03/21/a77d395d25e1b65d85306670c5ae5c09_FORMATO.png",83772,21,"VIT","ata","Provável",1.5,11.7,-0.37,4.74,"Vitória",NA,42,28,27,1,69,3,5,4,15,3,5,NA,NA,NA,NA,NA,NA
"466","Joeliton Lima Santos","mansur","Mansur","https://s.glbimg.com/es/sde/f/2018/03/21/58740180fa39ea528e64aa42ba67215c_FORMATO.png",79553,21,"PAR","lat","Nulo",0,3.43,0,1.27,"Paraná",3,8,19,8,1,29,NA,2,3,3,NA,NA,1,NA,NA,NA,NA,NA
"467","Nadson da Silva Almeida","nadson","Nadson","https://s.glbimg.com/es/sde/f/2018/07/13/57fe46961f3ba57ecb2e3e6368babd92_FORMATO.png",80140,21,"PAR","mei","Contundido",1,2.06,-0.12,1.38,"Paraná",NA,15,7,7,NA,22,NA,1,4,1,1,NA,NA,NA,NA,NA,NA,NA
"468","Fabiano Leissmann","fabiano","Fabiano","https://s.glbimg.com/es/sde/f/2018/03/21/80a060ad2737a4abce46a048d853c93e_FORMATO.png",79887,21,"INT","lat","Nulo",0,8.68,0,4.08,"Internacional",7,1,12,16,NA,36,1,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"469","Odair Souza ","nenen","Nenén","https://s.glbimg.com/es/sde/f/2018/05/24/42f440f0883376df8bb747b658bbc47d_FORMATO.png",79892,21,"CHA","mei","Nulo",0,2.08,0,0.1,"Chapecoense",NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Luiz Ricardo Alves","sassa","Sassá","https://s.glbimg.com/es/sde/f/2018/05/07/89b8e9b3d830ff681500c63572397636_FORMATO.png",79578,21,"CRU","ata","Contundido",0,2.31,0,0.83,"Cruzeiro",NA,17,19,4,NA,4,NA,3,1,6,7,1,NA,NA,NA,NA,NA,NA
"471","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2018/03/21/5c1c52f3afc41a4404dd7b1c888f2124_FORMATO.png",80189,21,"BAH","zag","Nulo",0,6.61,0,2.36,"Bahia",5,20,13,15,1,36,NA,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA
"472","Antônio Carlos Cunha Capocasali Júnior","antonio-carlos","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",79702,21,"PAL","zag","Provável",0,8.26,0,2.97,"Palmeiras",5,6,15,10,2,18,NA,4,3,3,1,1,NA,NA,NA,NA,NA,NA
"473","Marcos Junio Lima dos Santos","marcos-junior","Marcos Junior","https://s.glbimg.com/es/sde/f/2018/01/21/9e2b3f7cad84245a7922f06c4731bcc0_FORMATO.png",80188,21,"FLU","ata","Nulo",0,6.25,0,2.98,"Fluminense",NA,20,9,9,NA,18,2,NA,4,4,6,2,NA,NA,NA,NA,NA,NA
"474","Jadson Alves dos Santos","jadson","Jadson","https://s.glbimg.com/es/sde/f/2018/01/21/0c060ebb8aea4462398eb955f393f2b5_FORMATO.png",80129,21,"FLU","mei","Provável",-0.4,7.76,-0.45,2.12,"Fluminense",NA,27,25,34,NA,56,1,4,5,6,1,NA,NA,NA,NA,NA,NA,NA
"475","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2018/04/09/abd9b0f5946442941bcc7ff393a5eee9_FORMATO.png",80196,21,"VAS","lat","Provável",3.6,18.12,-0.94,8.26,"Vasco",3,64,10,20,1,40,1,1,22,15,7,7,NA,NA,NA,NA,NA,NA
"476","Francisco Edson Moreira da Silva","edinho","Edinho","https://s.glbimg.com/es/sde/f/2018/07/11/59b9a2e2576d1e0ad1c80d50c7478422_FORMATO.png",80193,21,"ATL","ata","Contundido",0,3.36,0,2.3,"Atlético-MG",NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
