"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FS","CA","FC","FF","PE","RB","SG","A","FD","G","I","FT","DD","GS","CV","GC","PP","DP"
"411","Nicolás Federico López Alonso","nico-lopez","Nico López","https://s.glbimg.com/es/sde/f/2018/04/08/5bb6e14f65a15709391b32e0e4332d8c_FORMATO.png",84709,22,"INT","ata","Provável",0.3,14.43,-0.44,5.35,"Internacional",15,3,17,9,36,16,NA,2,15,6,4,3,NA,NA,NA,NA,NA,NA
"412","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2018/03/01/8a057cef4a095e67d1314d0ff4bff05a_FORMATO.png",83528,22,"ATL","zag","Provável",8.5,4.3,1.7,3.97,"Atlético-PR",3,1,4,2,21,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Lucas Daniel Romero","lucas-romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2018/05/07/5afee43c79c6ee5a180385ef4550fd6c_FORMATO.png",84558,22,"CRU","mei","Contundido",0,6.45,0,3.34,"Cruzeiro",12,2,21,3,29,42,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"414","Agustín Lionel Allione","allione","Allione","https://s.glbimg.com/es/sde/f/2018/03/21/3c614f3fa77de55748fa8ddfdef2eecc_FORMATO.png",84585,22,"BAH","mei","Nulo",0,4.31,0,1.82,"Bahia",5,NA,6,NA,6,1,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"415","Henrique Silva Milagres","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/04/09/a2a38f9417ef984a6dc682daa29dbadd_FORMATO.png",84893,22,"VAS","lat","Provável",3.1,6.15,-0.22,2.26,"Vasco",23,4,22,3,31,21,3,1,2,NA,1,NA,NA,NA,1,NA,NA,NA
"416","Diego Barbosa Tavares","diego-tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2018/08/31/b99149d02e70403afe5bf3e8306aefc1_FORMATO.jpeg",83869,22,"PAR","lat","Nulo",0,3.92,0,4.5,"Paraná",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Neilton Meira Mestzk","neilton","Neilton","https://s.glbimg.com/es/sde/f/2018/03/21/a77d395d25e1b65d85306670c5ae5c09_FORMATO.png",83772,22,"VIT","ata","Suspenso",5.4,12.27,0.57,4.77,"Vitória",43,6,30,16,71,28,NA,4,5,5,3,1,NA,NA,NA,NA,NA,NA
"418","Erik Nascimento Lima","erik","Erik","https://s.glbimg.com/es/sde/f/2018/08/24/4c8b627f6b5b437c8410b1aa659b69ae_FORMATO.png",84848,22,"BOT","ata","Provável",1.3,1.71,0.43,-0.27,"Botafogo",8,NA,9,2,10,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"419","Denilson Pereira Junior","denilson","Denilson","https://s.glbimg.com/es/sde/f/2018/06/26/03cbfce3f32c6c7b881bed5eeebfa2a5_FORMATO.png",84718,22,"ATL","ata","Nulo",0,8.04,0,2.2,"Atlético-MG",6,NA,11,7,12,3,NA,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA
"420","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2018/05/24/c8acdd3d52f83d6831096e90f46b3d69_FORMATO.png",84855,22,"SPO","lat","Contundido",0,8.14,0,2.78,"Sport",15,2,15,2,42,24,3,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA
"421","Alberto Valentim do Carmo Neto","alberto-valentim","Alberto Valentim","https://s.glbimg.com/es/sde/f/2018/03/20/c6b54edc93e180bf641056650be46611_FORMATO.png",84863,22,"VAS","tec","Provável",1.67,9.02,-1.22,4.07,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Jeferson de Araújo de Carvalho","jeferson","Jeferson","https://s.glbimg.com/es/sde/f/2018/04/13/b82201ef35f9d51daf417ce9f8294859_FORMATO.png",84917,22,"VIT","lat","Provável",5.1,5.62,0.47,2.48,"Vitória",14,5,20,2,48,27,5,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"423","Carlos Alberto Carvalho da Silva Júnior","carlos","Carlos","https://s.glbimg.com/es/sde/f/2018/04/20/e4df417626fe465bd2a41d300e43856f_FORMATO.png",85027,22,"PAR","ata","Dúvida",3.5,5.55,-0.01,1.8,"Paraná",21,4,16,11,17,14,NA,NA,6,1,11,NA,NA,NA,NA,NA,NA,NA
"424","Vitor Frezarin Bueno","vitor-bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2018/05/23/f9fa972a30d4ba7d25cf62103a74f72c_FORMATO.png",87552,22,"SAN","mei","Nulo",0,4.46,0,0.4,"Santos",2,NA,3,2,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Orlando Enrique Berrío Meléndez","berrio","Berrío ","https://s.glbimg.com/es/sde/f/2018/05/04/1dca4f3eecabeea66a9817cd0722f76f_FORMATO.png",85300,22,"FLA","ata","Contundido",0,5,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","Marcos Felipe de Freitas Monteiro","marcos-felipe","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2018/05/18/72317ca5c12be51354f8792ab39b37d8_FORMATO.png",85004,22,"FLU","gol","Nulo",0,2,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","Marcelo Machado dos Santos ","marcelo","Marcelo","https://s.glbimg.com/es/sde/f/2018/03/20/05f475c48e922f2e6d24615603f85935_FORMATO.png",85400,22,"BOT","mei","Nulo",1.7,3.28,0.01,2.13,"Botafogo",5,1,4,2,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Wanderson Santos Pereira","wanderson","Wanderson","https://s.glbimg.com/es/sde/f/2018/05/08/ebbd8503f27be0857e0c6fbad5884636_FORMATO.png",86143,22,"ATL","zag","Nulo",0,4.39,0,1.95,"Atlético-PR",1,2,16,2,22,11,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"429","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2018/05/23/1ca235953ef1a22b3961956b96191dc1_FORMATO.png",85425,22,"SAN","gol","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Uilson Pedruzzi de Oliveira","uilson","Uilson","https://s.glbimg.com/es/sde/f/2018/05/07/9c69736d87e93ac80d7f38013cb1c1e7_FORMATO.png",85418,22,"ATL","gol","Contundido",0,2,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Rodrigo Sebastián Aguirre Soto","aguirre","Aguirre","https://s.glbimg.com/es/sde/f/2018/03/20/9cd75343345103675cac81ed0919a099_FORMATO.png",92474,22,"BOT","ata","Nulo",0.5,0.86,-1.23,0.2,"Botafogo",10,2,26,8,13,5,NA,NA,6,1,NA,NA,NA,NA,2,NA,NA,NA
"432","Alex Paulo Menezes Santana","alex-santana","Alex Santana","https://s.glbimg.com/es/sde/f/2018/03/21/0b541e5882ecfea594b9f526c908601d_FORMATO.png",85465,22,"PAR","mei","Provável",4.2,3.88,0.08,2.54,"Paraná",16,4,9,12,13,11,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"433","Andrew Erik Feitosa","morato","Morato","https://s.glbimg.com/es/sde/f/2018/08/10/f20dbfb85cf291b37dab5689f90e2f2c_FORMATO.png",86227,22,"SPO","ata","Nulo",0,1.97,0,1.3,"Sport",4,1,3,NA,3,3,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"434","Jandrei Chitolina Carniel","jandrei","Jandrei","https://s.glbimg.com/es/sde/f/2018/05/24/a6bbeb6a5b1860ac8642a8ba43cd525e_FORMATO.png",86508,22,"CHA","gol","Provável",-4,4.23,0.17,1.39,"Chapecoense",3,1,NA,NA,13,1,5,NA,NA,NA,NA,NA,23,31,NA,NA,NA,NA
"435","Victor Luis Chuab Zamblauskas","victor-luis","Victor Luis","https://s.glbimg.com/es/sde/f/2018/03/01/1bfd94d7a93e4d5f7f21981109f79c87_FORMATO.png",86410,22,"PAL","lat","Provável",0.3,7.43,-1.16,4.41,"Palmeiras",11,2,9,4,23,14,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","Leonardo de Sousa Pereira","leo-ceara","Léo Ceará","https://s.glbimg.com/es/sde/f/2018/08/31/5097d6c26b52561e75d1062f0c17c757_FORMATO.png",85607,22,"VIT","ata","Provável",8.9,7.33,1.4,7.17,"Vitória",10,2,8,4,2,3,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA
"437","Pablo Dyego da Silva Rosa","pablo-dyego","Pablo Dyego","https://s.glbimg.com/es/sde/f/2018/01/21/438b2556ee9ffdf26099d9eb3ecbe28a_FORMATO.png",86444,22,"FLU","ata","Nulo",0,5.75,0,3.29,"Fluminense",12,NA,4,6,14,3,NA,NA,4,2,NA,1,NA,NA,NA,NA,NA,NA
"438","Richardson Fernandes dos Santos","richardson","Richardson","https://s.glbimg.com/es/sde/f/2018/05/25/c51f78e8b84b9bb14c67fc3bcd7d69af_FORMATO.png",86536,22,"CEA","mei","Provável",0,7.02,0,3.27,"Ceará",40,5,32,4,25,32,NA,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"439","Leonardo Pinheiro da Conceição","leo","Léo","https://s.glbimg.com/es/sde/f/2018/03/21/c6572fbc65cb9ee9ad6f2d3e068ccbd1_FORMATO.png",85626,22,"BAH","lat","Provável",2.5,9.29,0.34,3.44,"Bahia",18,NA,25,4,42,31,4,1,4,NA,3,NA,NA,NA,NA,NA,NA,NA
"440","Bruno Gomes de Oliveira Conceição","bruno-gomes","Bruno Gomes","https://s.glbimg.com/es/sde/f/2018/07/10/f67ff2e9bd4eb7be0afc9c0c683d5e0f_FORMATO.png",86512,22,"VIT","ata","Nulo",0,3,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Malcoon Silva","malcoon","Malcoon","https://s.glbimg.com/es/sde/f/2015/05/07/69c5d890c1338b62d5a46963c3c32ab1_FORMATO.jpeg",86615,22,"AME","lat","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Matheus Rossetto","matheus-rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2018/05/08/036cf29144ee81b7e52eaed8486c6718_FORMATO.png",86766,22,"ATL","mei","Nulo",0,8.96,0,2.06,"Atlético-PR",4,1,10,3,21,15,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA
"443","Everton Sousa Soares","everton","Everton","https://s.glbimg.com/es/sde/f/2018/05/18/997feae679bb584848d2ef5197f0b406_FORMATO.png",86757,22,"GRE","ata","Nulo",10.5,17.41,0.72,8.25,"Grêmio",27,4,19,21,37,23,NA,3,14,7,2,3,NA,NA,NA,NA,NA,NA
"444","Richard Cândido Coelho","richard","Richard","https://s.glbimg.com/es/sde/f/2018/05/18/2e439bad8d914c893045a080a41aee13_FORMATO.png",86711,22,"FLU","mei","Dúvida",1.2,14.88,-0.54,4.37,"Fluminense",29,3,26,5,44,54,NA,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"445","Jordi Almeida","jordi","Jordi","https://s.glbimg.com/es/sde/f/2018/05/03/ed6a15c40c4b369e9b0852d3eca92739_FORMATO.png",86776,22,"VAS","gol","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2018/05/07/074f3b8960ae6ea7711fa17be1c27cac_FORMATO.png",86797,22,"CRU","ata","Provável",3.6,6.92,-1,3.16,"Cruzeiro",28,1,31,12,16,11,NA,1,8,3,5,NA,NA,NA,NA,NA,NA,NA
"447","Hyoran Kaue Dalmoro","hyoran","Hyoran","https://s.glbimg.com/es/sde/f/2017/02/19/1ec83086a8ae2fe33a1e88113fff1ac1_FORMATO.png",85931,22,"PAL","mei","Suspenso",13.8,7.33,1.85,3.98,"Palmeiras",18,3,23,11,20,8,NA,6,8,2,2,1,NA,NA,NA,NA,NA,NA
"448","Lucas Macanhan Ferreira","lucas-macanhan","Lucas Macanhan","https://s.glbimg.com/es/sde/f/2016/05/13/222c790995cc7292f07b0dc4db7cc5f4_FORMATO.png",86760,22,"ATL","gol","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Everton Felipe de Oliveira Silva","everton-felipe","Everton Felipe","https://s.glbimg.com/es/sde/f/2018/08/21/4d64454f19345aa1913dc5a20c3bd0d2_FORMATO.png",86519,22,"SAO","mei","Dúvida",0,5.33,0,2.56,"São Paulo",11,NA,5,1,22,7,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"450","Reginaldo Lopes de Jesus","reginaldo","Reginaldo ","https://s.glbimg.com/es/sde/f/2018/07/20/591136c613faa29b99fb60147d6e557c_FORMATO.png",86820,22,"ATL","lat","Nulo",0,3,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2018/07/20/c87125fb04d89c8e72a797a7b0ceeddb_FORMATO.png",86972,22,"INT","zag","Nulo",5,4.05,-0.95,8.4,"Internacional",2,NA,2,3,8,6,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Luís Vinícius da Silva Matos","vinicius","Vinicius","https://s.glbimg.com/es/sde/f/2018/04/20/41282578700a83d0c3505f577dfbac5c_FORMATO.png",86861,22,"VIT","zag","Nulo",0,3,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","José Welison da Silva","jose-welison","José Welison","https://s.glbimg.com/es/sde/f/2018/07/11/1d923ab86aabd29245dae5fd1338d9bd_FORMATO.png",86859,22,"ATL","mei","Provável",9.5,4.59,1.64,1.9,"Atlético-MG",12,4,30,3,35,35,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","David Rambo Becker","david","David","https://s.glbimg.com/es/sde/f/2018/05/15/306200d24584eb1c79eb0ea0c0fb6cf9_FORMATO.png",86928,22,"PAR","gol","Nulo",0,0.73,0,-3.2,"Paraná",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA
"455","Luiz Otávio da Silva Santos","luiz-otavio","Luiz Otávio ","https://s.glbimg.com/es/sde/f/2018/05/24/e8b83c81c541dabe3a815f0473d550fa_FORMATO.png",86863,22,"CHA","zag","Nulo",0,4.05,0,1.37,"Chapecoense",NA,1,3,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","José Carlos Cracco Neto","zeca","Zeca","https://s.glbimg.com/es/sde/f/2018/04/24/ef12015cf94f9b6c7ab39c4b092ba4a4_FORMATO.png",87192,22,"INT","lat","Provável",6.4,10.81,-0.57,5.57,"Internacional",6,NA,8,2,35,21,8,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"457","Nathan Allan de Souza","nathan","Nathan","https://s.glbimg.com/es/sde/f/2018/07/25/2ebd70cae4e549a49e708c60abbee23a_FORMATO.png",87009,22,"ATL","mei","Nulo",0,4.97,0,2.06,"Atlético-MG",NA,NA,2,7,15,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Nathan Gomes de Melo","nathan","Nathan",NA,86951,22,"VAS","ata","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Jadson Rodrigues da Silva","jadson","Jadson","https://s.glbimg.com/es/sde/f/2018/03/20/6abc8106b7c4341690dfaa6a5f4fbfdb_FORMATO.png",38315,22,"COR","mei","Provável",0,8.45,0,2.97,"Corinthians",4,NA,7,4,34,3,NA,4,3,2,NA,1,NA,NA,NA,NA,NA,NA
"460","Luan Guilherme de Jesus Vieira","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/21/c01a0fcc9657bf0df6cfde4356ece5bc_FORMATO.png",86759,22,"GRE","ata","Provável",6.2,15.37,1.29,4.84,"Grêmio",45,1,18,20,58,16,NA,5,10,NA,3,2,NA,NA,NA,NA,2,NA
"461","Leonardo Gomes da Conceição Silva","leonardo","Leonardo","https://s.glbimg.com/es/sde/f/2018/05/21/15d96549307788253f2aba10bff0c973_FORMATO.png",86973,22,"GRE","lat","Nulo",0,4,0,6.27,"Grêmio",6,1,10,2,17,16,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Fernando Leal Fonseca","fernando-leal","Fernando Leal","https://s.glbimg.com/es/sde/f/2018/03/20/6020709514f63ef3c8e066601ee521fd_FORMATO.png",38350,22,"AME","gol","Nulo",0,3,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Pedro Henrique Ribeiro Gonçalves","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2018/03/20/8fd39c1e3c30b0a5e0900d4c03b66984_FORMATO.png",87225,22,"COR","zag","Contundido",0,5.97,0,2.55,"Corinthians",9,4,10,3,15,12,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"464","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/07/de5cc9b6be749402b257946886dea075_FORMATO.png",87393,22,"ATL","zag","Nulo",0,6.06,0,2.25,"Atlético-MG",18,1,15,2,13,19,2,NA,2,NA,NA,1,NA,NA,NA,1,NA,NA
"465","Rodolfo Alves de Melo","rodolfo","Rodolfo","https://s.glbimg.com/es/sde/f/2018/05/18/5f872890e2cb0764d6ab01fa87c80a2b_FORMATO.png",63082,22,"FLU","gol","Nulo",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Messias Rodrigues da Silva Júnior","messias","Messias","https://s.glbimg.com/es/sde/f/2018/05/07/983eb7f70f612711ba14e031cb3cfefe_FORMATO.png",87402,22,"AME","zag","Provável",-0.8,7.87,-1.06,2.65,"América-MG",11,3,21,3,37,20,7,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"467","Walter Kannemann","kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2018/05/21/7a4b8f949ed4d8b668d8c40a33e50edb_FORMATO.png",87342,22,"GRE","zag","Nulo",6.4,13.41,0.44,7.71,"Grêmio",20,3,14,2,12,43,9,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA
"468","Thiago Heleno Henrique Ferreira","thiago-heleno","Thiago Heleno","https://s.glbimg.com/es/sde/f/2018/03/01/db4db4f56d8eb08a1b14d7d283c884e6_FORMATO.png",38394,22,"ATL","zag","Contundido",0,8.87,0,3.02,"Atlético-PR",8,1,13,3,11,9,3,NA,1,1,NA,1,NA,NA,NA,1,NA,NA
"469","Thaciano Mickael da Silva","thaciano","Thaciano","https://s.glbimg.com/es/sde/f/2018/05/21/8805a9e1e4f2ee609adb3d2576d5ff0a_FORMATO.png",87470,22,"GRE","mei","Nulo",0,2.57,0,1.68,"Grêmio",4,2,12,2,6,8,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA
"470","Rafael da Silva Francisco","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2018/05/07/0503b8716705d21bf6b86bfe04b6e00e_FORMATO.png",38421,22,"CRU","mei","Provável",1.7,7.09,0.08,2.35,"Cruzeiro",28,NA,10,2,17,13,NA,1,4,NA,4,NA,NA,NA,NA,NA,NA,NA
"471","Eder Luis de Oliveira","eder-luis","Eder Luis","https://s.glbimg.com/es/sde/f/2018/05/02/632e0449b03de2d0c40106ac608a3b24_FORMATO.png",38508,22,"CEA","ata","Contundido",0,3.67,0,0.93,"Ceará",10,NA,6,2,7,4,NA,NA,2,NA,5,NA,NA,NA,NA,NA,NA,NA
"472","Diego Alves Carreira","diego-alves","Diego Alves","https://s.glbimg.com/es/sde/f/2018/05/04/6c420bdf0f2609d2a1e1a2a3a3b453b4_FORMATO.png",38509,22,"FLA","gol","Provável",1.5,11.95,0.8,4.77,"Flamengo",6,2,NA,NA,25,NA,10,NA,NA,NA,NA,NA,22,12,NA,NA,NA,1
"473","Leandro Castan da Silva","leandro-castan","Leandro Castan","https://s.glbimg.com/es/sde/f/2018/08/14/452ba81de55e40e0d4dd5782c12f3bb0_FORMATO.png",38505,22,"VAS","zag","Nulo",0,7.28,0,0.45,"Vasco",2,NA,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Edílson Mendes Guimarães","edilson","Edílson","https://s.glbimg.com/es/sde/f/2018/05/18/44e434adf82fc311f1b839c8a9d7d38d_FORMATO.png",38523,22,"CRU","lat","Provável",4.6,7.33,0.44,2.12,"Cruzeiro",8,6,10,4,31,12,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Felipe Melo de Carvalho","felipe-melo","Felipe Melo","https://s.glbimg.com/es/sde/f/2017/04/18/d1031b5a0a0783e2fc55c0668ef4d8de_FORMATO.png",38545,22,"PAL","mei","Provável",9.9,4.4,1.24,1.54,"Palmeiras",7,8,25,6,30,28,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA
"476","Nílton Ferreira Júnior","nilton","Nilton","https://s.glbimg.com/es/sde/f/2018/03/21/138ff55a4e1498ee45e7daf2e1dbc2cc_FORMATO.png",38573,22,"BAH","mei","Nulo",0,5.32,0,-0.5,"Bahia",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Willian Lanes de Lima","lima","Lima","https://s.glbimg.com/es/sde/f/2018/05/07/dec8edfba101fd4ea107b0749fd0e6cf_FORMATO.png",38506,22,"AME","zag","Contundido",0,5,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Santiago Tréllez Vivero","trellez","Tréllez","https://s.glbimg.com/es/sde/f/2018/08/22/915c56c34a9df8f498cac86eb7ef2f2e_FORMATO.png",87679,22,"SAO","ata","Provável",4.7,6.07,0.64,2.63,"São Paulo",3,1,11,1,7,NA,NA,NA,1,4,NA,1,NA,NA,NA,NA,NA,NA
"479","Yago Felipe da Costa Rocha","yago","Yago","https://s.glbimg.com/es/sde/f/2018/03/21/54d2ff44a32a66affd7636aa9f2ae99f_FORMATO.png",87747,22,"VIT","mei","Nulo",0.8,8.55,-0.69,2.41,"Vitória",38,4,19,15,31,18,NA,NA,6,1,1,NA,NA,NA,1,NA,NA,NA
"480","Antônio Francisco Moura Neto","neto-moura","Neto Moura","https://s.glbimg.com/es/sde/f/2018/05/24/af017e13e350ed632a40f953f3dd8d53_FORMATO.png",87742,22,"SPO","mei","Nulo",4.2,4.81,0,2.5,"Sport",10,1,8,3,5,16,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Matheus Ferraz Pereira","matheus-ferraz","Matheus Ferraz","https://s.glbimg.com/es/sde/f/2018/05/07/8be1d1935e9015d3887fd33e59adab99_FORMATO.png",38632,22,"AME","zag","Provável",2,5.97,-0.17,2.72,"América-MG",8,2,15,2,21,21,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"482","Gustavo Henrique Furtado Scarpa","gustavo-scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2018/01/30/1c8d05bc4c0ddfd177c66ab26b1a5deb_FORMATO.jpeg",87999,22,"PAL","mei","Contundido",0,9.08,0,2.23,"Palmeiras",8,1,5,8,18,7,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2018/07/01/4bacaa8c6112be8345d4e81006963e37_FORMATO.png",87863,22,"CRU","mei","Nulo",0.1,16.37,-1.93,7.44,"Cruzeiro",31,3,15,14,35,24,NA,5,12,3,2,1,NA,NA,NA,NA,NA,NA
"484","Geremias Ribeiro Júnior","junior","Júnior","https://s.glbimg.com/es/sde/f/2018/03/21/5ee8b76a0676e5e5eba8d8aefac91636_FORMATO.png",87946,22,"VIT","ata","Nulo",0,2.55,0,1.5,"Vitória",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Yuri Antonio Costa da Silva","yuri","Yuri","https://s.glbimg.com/es/sde/f/2017/04/18/8bac23f3df250a620bd6c580564b33ee_FORMATO.png",88125,22,"BOT","lat","Nulo",0,1.71,0,4.9,"Botafogo",1,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2018/05/26/5818d20df4c7c3248d9dc04c6864aa03_FORMATO.png",91260,22,"SAO","gol","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Júnior Nazareno Sornoza Moreira","sornoza","Sornoza","https://s.glbimg.com/es/sde/f/2018/05/18/a4885adc809e017894786b603d5a5d6b_FORMATO.png",87877,22,"FLU","mei","Suspenso",-2.3,6.98,-0.49,2,"Fluminense",13,6,13,16,52,23,NA,1,12,NA,NA,1,NA,NA,NA,NA,NA,NA
"488","Ramon Menezes Roma","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/03/21/64085a03b9eafec964b531667b296fe5_FORMATO.png",88087,22,"VIT","zag","Provável",7,5,0.09,2.97,"Vitória",13,3,24,3,19,18,5,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"489","Paulo Ricardo Ferreira","paulo-ricardo","Paulo Ricardo","https://s.glbimg.com/es/sde/f/2018/08/07/40535dad7f23b1a420480a49910c5680_FORMATO.png",88224,22,"FLU","zag","Nulo",0,4,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","David França Oliveira e Silva","david","David","https://s.glbimg.com/es/sde/f/2018/03/17/5746a81b8edb0b0d8e9f7be41de663d1_FORMATO.png",38695,22,"AME","mei","Nulo",0,2.42,0,0.67,"América-MG",NA,NA,2,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Douglas dos Santos","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/05/18/1b23e7199fdc9a516412aeb4c4957a08_FORMATO.png",38738,22,"GRE","mei","Nulo",-0.4,4.98,0.01,0.92,"Grêmio",5,1,7,2,31,1,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA
