"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","FT","G","I","PE","RB","SG","GC","DD","GS","CV","PP","DP"
"437","Gabriel Santana Pinto","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/24/ba83d05d6577dcd62dcb5af3bb7ca5e1_FORMATO.png",73515,28,"SPO","mei","Provável",4.9,6.82,0.9,2.96,"Sport",2,2,18,7,10,35,1,3,3,51,20,NA,NA,NA,NA,NA,NA,NA
"438","Bruno Fabiano Alves","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2018/08/21/5ff03d7f1c17970fd5a348a979f50951_FORMATO.png",73620,28,"SAO","zag","Dúvida",4,10.39,0.53,4.05,"São Paulo",NA,6,33,4,4,16,1,1,5,20,28,9,NA,NA,NA,NA,NA,NA
"439","José Rogério de Oliveira","rogerio","Rogério","https://s.glbimg.com/es/sde/f/2018/05/24/949f9e1967150f934c921bedf13a0bba_FORMATO.png",73540,28,"SPO","ata","Contundido",0,8.42,0,3.15,"Sport",2,NA,26,13,22,43,NA,2,9,28,13,NA,NA,NA,NA,1,NA,NA
"440","Rildo de Andrade Felicissimo","rildo","Rildo","https://s.glbimg.com/es/sde/f/2018/09/27/1efc38e38866055fe84ec680c96da256_FORMATO.png",73635,28,"VAS","ata","Contundido",0,2.99,0,0.1,"Vasco",NA,1,1,NA,2,8,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA
"441","Pedro Henrique Ribeiro Gonçalves","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2018/03/20/8fd39c1e3c30b0a5e0900d4c03b66984_FORMATO.png",87225,28,"COR","zag","Provável",0,5.97,0,2.55,"Corinthians",NA,4,10,1,3,9,NA,NA,1,15,12,4,NA,NA,NA,NA,NA,NA
"442","Vitor Frezarin Bueno","vitor-bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2018/05/23/f9fa972a30d4ba7d25cf62103a74f72c_FORMATO.png",87552,28,"SAN","mei","Nulo",0,4.46,0,0.4,"Santos",NA,NA,3,NA,2,2,NA,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA
"443","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/07/de5cc9b6be749402b257946886dea075_FORMATO.png",87393,28,"ATL","zag","Nulo",3.2,6.31,0.25,2.31,"Atlético-MG",NA,1,16,3,3,19,1,NA,NA,14,20,2,1,NA,NA,NA,NA,NA
"444","Walter Kannemann","kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2018/05/21/7a4b8f949ed4d8b668d8c40a33e50edb_FORMATO.png",87342,28,"GRE","zag","Nulo",5.3,13.28,-1.24,7.9,"Grêmio",NA,4,16,1,3,22,NA,NA,1,12,56,9,NA,NA,NA,1,NA,NA
"445","Willian Marlon Ferreira Moraes","willian-maranhao","Willian Maranhão","https://s.glbimg.com/es/sde/f/2018/09/27/92d651fa08a85080370b0b2bfaddceb4_FORMATO.png",87262,28,"VAS","mei","Suspenso",1.9,1.37,0.59,-0.82,"Vasco",1,3,16,1,NA,2,NA,NA,NA,11,4,NA,NA,NA,NA,NA,NA,NA
"446","Juliano Silva Almeida","juliano","Juliano","https://s.glbimg.com/es/sde/f/2018/09/21/5bd2b1fee0796f7b54fa8e4f82276631_FORMATO.png",87696,28,"SAN","mei","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Marcos Vinícius de Jesus Araújo","marcos-vinicius","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2018/05/17/d29916588c79c99dd0a20debd0ea12bd_FORMATO.png",73721,28,"BOT","mei","Nulo",0,3.8,0,1.67,"Botafogo",NA,1,2,NA,3,5,1,NA,NA,9,3,NA,NA,NA,NA,NA,NA,NA
"448","Thaciano Mickael da Silva","thaciano","Thaciano","https://s.glbimg.com/es/sde/f/2018/05/21/8805a9e1e4f2ee609adb3d2576d5ff0a_FORMATO.png",87470,28,"GRE","mei","Nulo",0,3.16,0,1.98,"Grêmio",NA,3,15,7,2,6,NA,1,2,9,16,NA,NA,NA,NA,NA,NA,NA
"449","Antônio Francisco Moura Neto","neto-moura","Neto Moura","https://s.glbimg.com/es/sde/f/2018/05/24/af017e13e350ed632a40f953f3dd8d53_FORMATO.png",87742,28,"SPO","mei","Nulo",0,4.88,0,2.51,"Sport",NA,2,12,7,5,13,NA,NA,NA,14,22,NA,NA,NA,NA,NA,NA,NA
"450","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2018/07/01/4bacaa8c6112be8345d4e81006963e37_FORMATO.png",87863,28,"CRU","mei","Nulo",0,15.79,0,6.88,"Cruzeiro",5,3,15,12,14,31,1,3,2,38,24,NA,NA,NA,NA,NA,NA,NA
"451","Santiago Tréllez Vivero","trellez","Tréllez","https://s.glbimg.com/es/sde/f/2018/08/22/915c56c34a9df8f498cac86eb7ef2f2e_FORMATO.png",87679,28,"SAO","ata","Dúvida",-0.3,5.06,-0.24,1.8,"São Paulo",NA,1,17,2,2,7,1,4,1,9,NA,NA,NA,NA,NA,NA,NA,NA
"452","Rodrigo Caio Roquette Russo","rodrigo-caio","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2018/08/22/0f361078a3aa1c8a16c67a19bf698e52_FORMATO.png",73800,28,"SAO","zag","Dúvida",0,9.96,-0.25,3.18,"São Paulo",NA,1,5,NA,3,1,NA,NA,NA,5,6,2,NA,NA,NA,NA,NA,NA
"453","Messias Rodrigues da Silva Júnior","messias","Messias","https://s.glbimg.com/es/sde/f/2018/05/07/983eb7f70f612711ba14e031cb3cfefe_FORMATO.png",87402,28,"AME","zag","Provável",-0.3,8.02,-1.4,2.69,"América-MG",NA,4,24,2,3,12,NA,1,NA,44,28,9,NA,NA,NA,NA,NA,NA
"454","Maurício Plenckauskas Cordeiro","mauricio-cordeiro","Maurício Cordeiro","https://s.glbimg.com/es/sde/f/2018/08/30/ee11039794974b96f58faf2d395dea71_FORMATO.png",73883,28,"VIT","ata","Suspenso",-5.8,1.55,-2.18,-0.15,"Vitória",NA,1,3,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"455","Geuvânio Santos Silva","geuvanio","Geuvânio","https://s.glbimg.com/es/sde/f/2018/05/04/9268b435089ca4758bd26ab119d49db1_FORMATO.png",73896,28,"FLA","ata","Nulo",-1.3,3.67,-0.53,1.19,"Flamengo",1,2,8,3,1,1,NA,NA,1,8,7,NA,NA,NA,NA,NA,NA,NA
"456","Luis Leandro Desábato","desabato","Desábato","https://s.glbimg.com/es/sde/f/2018/09/27/711f775d92f04e0e3e7030700985dae7_FORMATO.png",73936,28,"VAS","mei","Nulo",0,6.69,0,2.49,"Vasco",1,3,32,1,3,15,NA,NA,NA,48,50,NA,NA,NA,NA,1,NA,NA
"457","Walisson Moreira Farias Maia","walisson-maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2018/03/21/24015c9080aa3347098cfb88e90348e8_FORMATO.png",73991,28,"VIT","zag","Nulo",0,5.06,0,3.25,"Vitória",NA,1,2,NA,NA,1,NA,NA,NA,5,7,NA,NA,NA,NA,NA,NA,NA
"458","Bruno da Silva Peres","bruno-peres","Bruno Peres","https://s.glbimg.com/es/sde/f/2018/08/21/069947a89a5c7a8dcdc37798d30597f0_FORMATO.png",73962,28,"SAO","lat","Provável",1.2,9.49,-0.03,4.23,"São Paulo",NA,2,16,NA,3,8,NA,1,NA,21,18,3,NA,NA,NA,NA,NA,NA
"459","Rayan Poltronieri Pereira","rayan","Rayan","https://s.glbimg.com/es/sde/f/2018/03/21/eafcee785dc021fd8811059271578111_FORMATO.png",73923,28,"PAR","zag","Nulo",0,2.12,0,1.13,"Paraná",NA,6,21,1,6,15,NA,NA,2,18,19,1,NA,NA,NA,NA,NA,NA
"460","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2018/05/23/3ee08dfe1559a120f4dcd89514b80775_FORMATO.png",73974,28,"SAN","mei","Suspenso",1.4,7.55,-0.31,2.62,"Santos",NA,9,29,NA,3,20,NA,NA,NA,30,51,NA,NA,NA,NA,NA,NA,NA
"461","Francisco Wellington Barbosa de Lisboa","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/08/28/3ac29a32c9d95ea2d2a98d47597cf112_FORMATO.png",88395,28,"CEA","ata","Nulo",0,1.67,0,0.5,"Ceará",NA,NA,3,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"462","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2018/05/04/5049d8a52c5a5f82e57248ab2ff94218_FORMATO.png",73992,28,"FLA","lat","Nulo",5,12.98,0.45,4.87,"Flamengo",2,2,16,7,6,27,NA,NA,1,29,24,13,NA,NA,NA,NA,NA,NA
"463","Claudio Winck Neto","claudio-winck","Claudio Winck","https://s.glbimg.com/es/sde/f/2018/04/12/c30228fd68db0c7f81326317ddc62ba6_FORMATO.png",74074,28,"SPO","lat","Nulo",0,3.55,0,2.17,"Sport",1,4,27,4,8,17,NA,2,2,38,9,2,NA,NA,NA,NA,NA,NA
"464","José Élber Pimentel da Silva","elber","Élber","https://s.glbimg.com/es/sde/f/2018/03/21/1b00098477bad4e60d3bc520dc464ab7_FORMATO.png",74140,28,"BAH","mei","Provável",20.6,9.01,3.03,3.62,"Bahia",4,7,14,14,1,34,NA,3,3,44,22,NA,NA,NA,NA,NA,NA,NA
"465","Hyoran Kaue Dalmoro","hyoran","Hyoran","https://s.glbimg.com/es/sde/f/2017/02/19/1ec83086a8ae2fe33a1e88113fff1ac1_FORMATO.png",85931,28,"PAL","mei","Nulo",-0.6,5.36,-1.68,3.65,"Palmeiras",6,4,29,8,15,21,1,3,4,30,14,NA,NA,NA,NA,NA,NA,NA
"466","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2018/05/17/841f78d103e083bd0e8af280fcb5ffe8_FORMATO.png",74061,28,"BOT","gol","Nulo",0,14.65,0,8.05,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,7,2,NA,NA,NA
"467","Héctor Canteros","canteros","Canteros","https://s.glbimg.com/es/sde/f/2018/05/24/fa9bf16f27c3383ff060fdf3c9113559_FORMATO.png",73918,28,"CHA","mei","Nulo",0,6.98,0,1.86,"Chapecoense",2,3,33,3,5,19,1,2,NA,104,35,NA,NA,NA,NA,NA,NA,NA
"468","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2018/08/01/32bbffbc4731c16e4700b820b4ccdb68_FORMATO.png",63172,28,"AME","zag","Nulo",0,4.79,0,1.13,"América-MG",NA,2,12,1,3,5,NA,NA,3,12,12,1,1,NA,NA,NA,NA,NA
"469","Douglas Alan Schuck Friedrich","douglas-friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2018/05/16/a263b1371bc6737cc4e274a26a816460_FORMATO.png",78584,28,"BAH","gol","Provável",5.2,3.73,1.64,1.41,"Bahia",NA,2,2,NA,NA,3,NA,NA,NA,8,1,4,1,16,19,1,NA,1
"470","Kennidy Caetano de Andrade","kennidy","Kennidy","https://s.glbimg.com/es/sde/f/2018/09/21/f9ac8c85f7c1f21c34243bf3a144a43b_FORMATO.png",103444,28,"PAR","lat","Nulo",0,2,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Ricardo Dias Acosta","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2018/05/25/d1aa684a9cd6db81f6b731e89f9ae993_FORMATO.png",78577,28,"CEA","mei","Nulo",0,4.4,0,2,"Ceará",1,1,14,4,6,9,NA,NA,2,27,18,NA,NA,NA,NA,NA,NA,NA
"472","Jean Mota Oliveira de Sousa","jean-mota","Jean Mota","https://s.glbimg.com/es/sde/f/2018/05/23/e95e3279b90476741de13a56e388d9e2_FORMATO.png",78548,28,"SAN","mei","Nulo",0,9.3,0,3.18,"Santos",NA,3,26,17,14,19,1,1,NA,45,23,NA,NA,NA,NA,NA,NA,NA
"473","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,28,"GRE","zag","Nulo",0,8.34,0,5.76,"Grêmio",NA,1,8,NA,4,12,NA,NA,NA,23,17,6,NA,NA,NA,NA,NA,NA
"474","Gustavo Raúl Gómez Portillo","gustavo-gomez","Gustavo Gómez","https://s.glbimg.com/es/sde/f/2018/08/03/5d359eca3a79a4be9605f9758a7d0144_FORMATO.png",71684,28,"PAL","zag","Nulo",13.2,12.42,0.91,7.28,"Palmeiras",NA,2,7,1,1,12,NA,2,1,15,16,6,NA,NA,NA,NA,NA,NA
"475","José Maria Ortigoza Ortiz","ortigoza","Ortigoza","https://s.glbimg.com/es/sde/f/2018/09/04/41be2f34aa1d86791db2dca10b9c6f91_FORMATO.png",68810,28,"PAR","ata","Provável",-0.8,3.6,-0.35,0.64,"Paraná",NA,NA,3,1,3,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"476","Luis Manuel Seijas Gunther","seijas","Seijas","https://s.glbimg.com/es/sde/f/2018/04/20/91a8e5439b7ee43f7646d5a702d383cb_FORMATO.png",70742,28,"INT","mei","Nulo",0,2,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Gabriel Girotto Franco","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/03/20/f7f3ef2aa7e013b4bf918f93353c9027_FORMATO.png",78605,28,"COR","mei","Nulo",-1.9,10.82,-1.2,4.1,"Corinthians",NA,5,43,2,4,26,NA,1,NA,43,72,NA,NA,NA,NA,NA,NA,NA
"478","Rhayner Santos Nascimento","rhayner","Rhayner","https://s.glbimg.com/es/sde/f/2018/03/21/1c75f0c2bcf179c6d2dbb10dd5f8535f_FORMATO.png",70874,28,"VIT","ata","Suspenso",3.9,8.27,0.58,3.04,"Vitória",1,6,28,10,8,25,1,NA,NA,36,27,NA,NA,NA,NA,NA,NA,NA
"479","Nicolás Federico López Alonso","nico-lopez","Nico López","https://s.glbimg.com/es/sde/f/2018/04/08/5bb6e14f65a15709391b32e0e4332d8c_FORMATO.png",84709,28,"INT","ata","Provável",13.3,16.73,0.87,5.63,"Internacional",3,4,24,17,16,30,3,8,6,51,25,NA,NA,NA,NA,NA,NA,NA
"480","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2018/08/21/2c1ebd16cc103b0bd5a7224c74e03f01_FORMATO.png",68911,28,"SAO","mei","Provável",0.1,11.55,-1.85,4.73,"São Paulo",3,NA,28,9,16,33,1,10,12,44,6,NA,NA,NA,NA,1,NA,NA
"481","Claudinei dos Santos Oliveira","claudinei-oliveira","Claudinei Oliveira","https://s.glbimg.com/es/sde/f/2018/08/16/7dc40b789dd80eefcd7d5ee365b95f95_FORMATO.png",84761,28,"PAR","tec","Provável",0.06,8.48,-0.64,3.19,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Denilson Pereira Junior","denilson","Denilson","https://s.glbimg.com/es/sde/f/2018/06/26/03cbfce3f32c6c7b881bed5eeebfa2a5_FORMATO.png",84718,28,"ATL","ata","Nulo",-1,7.01,0.02,1.48,"Atlético-MG",NA,2,13,1,8,6,NA,2,4,13,4,NA,NA,NA,NA,NA,NA,NA
"483","Gustavo Leonardo Cuellar Gallego","cuellar","Cuéllar","https://s.glbimg.com/es/sde/f/2018/05/04/f29c0031ffc2adccbe51088049c2dea0_FORMATO.png",71709,28,"FLA","mei","Provável",3.7,9.84,-0.48,3.91,"Flamengo",1,4,42,3,4,9,NA,NA,NA,30,74,NA,NA,NA,NA,3,NA,NA
"484","Luis Carlos Dallastella","luis-carlos","Luis Carlos","https://s.glbimg.com/es/sde/f/2018/03/21/327d9a5891939cc8940a99c68e11c26b_FORMATO.png",73413,28,"PAR","gol","Nulo",0,0.7,0,-4,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"485","Leandro Carvalho da Silva","leandro-carvalho","Leandro Carvalho","https://s.glbimg.com/es/sde/f/2018/07/06/65f406a6d6a65a0cb26e2f660026f8f3_FORMATO.png",88669,28,"CEA","ata","Provável",0,6.98,0,4.23,"Ceará",1,3,16,8,4,26,NA,3,2,11,10,NA,NA,NA,NA,1,NA,NA
"486","Elton Junior Melo Ataíde","elton","Elton","https://s.glbimg.com/es/sde/f/2018/03/21/3c546811d33f612cacba3bdc1dace452_FORMATO.png",71719,28,"BAH","mei","Nulo",3.5,8.7,0.41,2.84,"Bahia",2,5,67,5,10,11,NA,NA,NA,37,62,NA,NA,NA,NA,NA,NA,NA
"487","Yago Felipe da Costa Rocha","yago","Yago","https://s.glbimg.com/es/sde/f/2018/03/21/54d2ff44a32a66affd7636aa9f2ae99f_FORMATO.png",87747,28,"VIT","mei","Nulo",3.6,8.86,0.32,2.51,"Vitória",1,4,22,6,16,44,1,1,1,41,21,NA,NA,NA,NA,1,NA,NA
"488","Diego Vicente Aguirre Camblor","diego-aguirre","Diego Aguirre","https://s.glbimg.com/es/sde/f/2018/05/26/dcbc37c3f6682ed7f7fe61f97e02ff48_FORMATO.png",73766,28,"SAO","tec","Provável",2.48,12.15,-0.24,4.61,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Lucas Perdomo Duarte Santos","lucas","Lucas","https://s.glbimg.com/es/sde/f/2018/03/28/e8c799411d6ba80da004148110333f35_FORMATO.png",88412,28,"VAS","mei","Nulo",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","René Ferreira dos Santos","rene","René","https://s.glbimg.com/es/sde/f/2018/07/23/d6322968c7c6cca6de55d8c4fbb4c086_FORMATO.png",73978,28,"PAR","zag","Provável",3.2,4.74,0.62,2.23,"Paraná",NA,3,10,1,3,11,NA,NA,1,25,26,NA,NA,NA,NA,NA,NA,NA
"491","Leandro Vilela Sales Teixeira","leandro-vilela","Leandro Vilela","https://s.glbimg.com/es/sde/f/2018/03/21/9a68c6d8db51f7e6b517b1b536fcfece_FORMATO.png",88687,28,"PAR","mei","Dúvida",1,4.37,0.01,2,"Paraná",1,6,46,2,11,26,NA,NA,NA,54,46,NA,NA,NA,NA,1,NA,NA
"492","Aderlan de Lima Silva","aderlan","Aderlan","https://s.glbimg.com/es/sde/f/2018/05/07/7d71b5fcfdd78c1cdddf4a15eff9200b_FORMATO.png",88423,28,"AME","lat","Provável",0,5.57,0,3.51,"América-MG",2,7,23,NA,4,17,NA,NA,NA,45,38,5,NA,NA,NA,1,NA,NA
"493","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2018/05/07/211b2cfc9413080da0e36bac586628df_FORMATO.png",89226,28,"ATL","zag","Provável",0,3.07,0,1.74,"Atlético-MG",NA,3,19,2,5,13,NA,NA,1,26,9,5,1,NA,NA,NA,NA,NA
"494","Felipe Augusto Ferreira Batista","felipe-augusto","Felipe Augusto","https://s.glbimg.com/es/sde/f/2018/03/21/995978419e90d2d7e0b7b0f9ddb1960b_FORMATO.png",89370,28,"PAR","ata","Nulo",0,3.1,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Luan Polli Gomes","luan-polli","Luan Polli ","https://s.glbimg.com/es/sde/f/2018/08/10/1306038e63aa5d939fba83b224eb91e1_FORMATO.png",88916,28,"SPO","gol","Nulo",0,2,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Gustavo Bonatto Barreto","barreto","Barreto","https://s.glbimg.com/es/sde/f/2018/08/01/eb32b1122051c363c367c115b252a941_FORMATO.png",89224,28,"CHA","mei","Provável",5.9,1.52,0.74,-0.74,"Chapecoense",NA,2,4,NA,NA,2,NA,NA,NA,4,5,NA,NA,NA,NA,1,NA,NA
"497","Geremias Ribeiro Júnior","junior","Júnior","https://s.glbimg.com/es/sde/f/2018/03/21/5ee8b76a0676e5e5eba8d8aefac91636_FORMATO.png",87946,28,"VIT","ata","Nulo",0,2.55,0,1.5,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"498","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2018/05/17/555bb7e98091372b0b633a3623d5b40d_FORMATO.png",90715,28,"BOT","mei","Provável",11.8,6.07,1.81,2.4,"Botafogo",1,5,23,9,17,33,2,2,9,33,17,NA,NA,NA,NA,NA,NA,NA
"499","Jean Carlos de Souza Irmer","jean","Jean","https://s.glbimg.com/es/sde/f/2018/04/14/41df144dd9a7bef47baff80aaa56b97c_FORMATO.png",89150,28,"BOT","mei","Nulo",0,5.24,0,4.03,"Botafogo",2,4,29,NA,3,16,NA,1,NA,15,34,NA,NA,NA,NA,NA,NA,NA
"500","Gustavo Henrique Furtado Scarpa","gustavo-scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2018/01/30/1c8d05bc4c0ddfd177c66ab26b1a5deb_FORMATO.jpeg",87999,28,"PAL","mei","Nulo",0,9.08,0,2.23,"Palmeiras",NA,1,5,2,8,8,NA,NA,NA,18,7,NA,NA,NA,NA,NA,NA,NA
"501","Ramon Menezes Roma","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/03/21/64085a03b9eafec964b531667b296fe5_FORMATO.png",88087,28,"VIT","zag","Provável",-2.5,3.67,-0.97,2.58,"Vitória",NA,5,33,3,4,20,NA,1,NA,32,22,7,NA,NA,NA,NA,NA,NA
"502","Yuri Antonio Costa da Silva","yuri","Yuri","https://s.glbimg.com/es/sde/f/2017/04/18/8bac23f3df250a620bd6c580564b33ee_FORMATO.png",88125,28,"BOT","lat","Nulo",0,1.71,0,4.9,"Botafogo",NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA
"503","Ânderson Balbino Assis","balbino","Balbino","https://s.glbimg.com/es/sde/f/2016/04/30/aa305ef16d18275ce438c74c73d54e15_FORMATO.png",89227,28,"GRE","mei","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Ángel Rodrigo Romero Villamayor","angel-romero","Ángel Romero","https://s.glbimg.com/es/sde/f/2018/05/18/8b6faacdc8e5b7ca9a1b28fe294eb028_FORMATO.png",88323,28,"COR","ata","Suspenso",-2.7,9.83,-1.22,5.12,"Corinthians",3,6,24,6,12,64,1,6,2,61,24,NA,NA,NA,NA,1,NA,NA
"505","Daniel Guedes da Silva","daniel-guedes","Daniel Guedes ","https://s.glbimg.com/es/sde/f/2018/05/23/aa6709d5100218ac013a36959e8e6ce4_FORMATO.png",88225,28,"SAN","lat","Nulo",0,6.68,0,3.1,"Santos",NA,1,7,NA,NA,3,NA,NA,1,13,8,3,NA,NA,NA,NA,NA,NA
"506","Matheus Vieira Campos Peixoto","matheus-peixoto","Matheus Peixoto","https://s.glbimg.com/es/sde/f/2018/09/05/25292011418c30eca2ce3979525cf970_FORMATO.png",87098,28,"SPO","ata","Nulo",-3,1.99,-1.05,-0.9,"Sport",NA,1,4,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","Paulo Ricardo Ferreira","paulo-ricardo","Paulo Ricardo","https://s.glbimg.com/es/sde/f/2018/08/07/40535dad7f23b1a420480a49910c5680_FORMATO.png",88224,28,"FLU","zag","Nulo",7.7,4.64,0.64,7.7,"Fluminense",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"508","José Carlos Cracco Neto","zeca","Zeca","https://s.glbimg.com/es/sde/f/2018/04/24/ef12015cf94f9b6c7ab39c4b092ba4a4_FORMATO.png",87192,28,"INT","lat","Nulo",0,10.21,0,4.97,"Internacional",1,1,14,1,2,8,NA,NA,2,41,30,9,NA,NA,NA,NA,NA,NA
"509","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2018/04/09/d543e86d4cdf1a286b62859a71407114_FORMATO.png",88368,28,"INT","mei","Contundido",0,3.55,0,1.49,"Internacional",NA,1,7,NA,2,7,NA,NA,NA,4,8,NA,NA,NA,NA,NA,NA,NA
"510","Jorge Daniel González Marquet","torito-gonzalez","Torito González","https://s.glbimg.com/es/sde/f/2018/03/21/4a53af8bd51b42f968f3b584e1581274_FORMATO.png",73703,28,"PAR","mei","Nulo",2,5.09,-0.86,2.98,"Paraná",1,5,25,2,9,33,NA,NA,NA,14,29,NA,NA,NA,NA,NA,NA,NA
"511","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,28,"BOT","gol","Provável",4.2,2.56,-0.59,2.43,"Botafogo",NA,NA,NA,NA,NA,4,NA,NA,NA,7,NA,3,NA,18,21,NA,NA,1
"512","Júnior Nazareno Sornoza Moreira","sornoza","Sornoza","https://s.glbimg.com/es/sde/f/2018/05/18/a4885adc809e017894786b603d5a5d6b_FORMATO.png",87877,28,"FLU","mei","Nulo",0,7.77,0,2.19,"Fluminense",1,6,15,13,19,14,1,1,NA,58,24,NA,NA,NA,NA,NA,NA,NA
"513","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2018/05/24/b41364754f72c0d7c128f0767c8e8ca0_FORMATO.png",90768,28,"CHA","zag","Nulo",0,6,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Nickson Gabriel Reis Silva","nickson","Nickson","https://s.glbimg.com/es/sde/f/2018/03/21/adcd09b9b136e70edcb95ab81951f55b_FORMATO.png",89676,28,"VIT","mei","Nulo",0,1.57,0,0.97,"Vitória",NA,NA,NA,NA,NA,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA
"515","Luís Carlos Rocha da Silva","pilar","Pilar","https://s.glbimg.com/es/sde/f/2018/07/19/0ba295598199da7f2a0b6f02d774acda_FORMATO.png",91649,28,"AME","ata","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2018/05/17/abf9ba69358d2452db077b1bf905fa24_FORMATO.png",89493,28,"BOT","zag","Provável",6.1,11.12,0.34,3.34,"Botafogo",NA,4,20,3,11,24,1,2,5,54,39,6,1,NA,NA,NA,NA,NA
