"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FF","FS","PE","RB","SG","CV","FD","FT","GC","I","G","A","DD","GS","DP","PP"
"398","Luiz Otávio da Silva Santos","luiz-otavio","Luiz Otávio ","https://s.glbimg.com/es/sde/f/2018/05/24/e8b83c81c541dabe3a815f0473d550fa_FORMATO.png",86863,17,"CHA","zag","Nulo",0,4.05,0,1.37,"Chapecoense",1,3,1,NA,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","Geremias Ribeiro Júnior","junior","Júnior","https://s.glbimg.com/es/sde/f/2018/03/21/5ee8b76a0676e5e5eba8d8aefac91636_FORMATO.png",87946,17,"VIT","ata","Nulo",0,2.55,0,1.5,"Vitória",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","Luís Vinícius da Silva Matos","vinicius","Vinicius","https://s.glbimg.com/es/sde/f/2018/04/20/41282578700a83d0c3505f577dfbac5c_FORMATO.png",86861,17,"VIT","zag","Nulo",0,3,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2018/07/20/c87125fb04d89c8e72a797a7b0ceeddb_FORMATO.png",86972,17,"INT","zag","Dúvida",0,3.65,0,7.2,"Internacional",NA,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","David Rambo Becker","david","David","https://s.glbimg.com/es/sde/f/2018/05/15/306200d24584eb1c79eb0ea0c0fb6cf9_FORMATO.png",86928,17,"PAR","gol","Nulo",0,0.73,0,-3.2,"Paraná",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA
"403","Daniel Guedes da Silva","daniel-guedes","Daniel Guedes ","https://s.glbimg.com/es/sde/f/2018/05/23/aa6709d5100218ac013a36959e8e6ce4_FORMATO.png",88225,17,"SAN","lat","Nulo",0,7.38,0,2.65,"Santos",NA,2,NA,1,8,6,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"404","Yuri Antonio Costa da Silva","yuri","Yuri","https://s.glbimg.com/es/sde/f/2017/04/18/8bac23f3df250a620bd6c580564b33ee_FORMATO.png",88125,17,"BOT","lat","Nulo",4.9,1.71,0.71,4.9,"Botafogo",NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","Ramon Menezes Roma","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/03/21/64085a03b9eafec964b531667b296fe5_FORMATO.png",88087,17,"VIT","zag","Provável",0,2.94,0,2.48,"Vitória",3,18,3,10,15,11,3,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"406","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2018/07/01/4bacaa8c6112be8345d4e81006963e37_FORMATO.png",87863,17,"CRU","mei","Nulo",3.2,17.29,0.04,8.55,"Cruzeiro",2,11,11,22,25,17,NA,NA,9,1,NA,1,3,4,NA,NA,NA,NA
"407","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2018/05/07/211b2cfc9413080da0e36bac586628df_FORMATO.png",89226,17,"ATL","zag","Provável",2.2,3.59,0.37,1.9,"Atlético-MG",NA,5,NA,1,5,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","Reginaldo Lopes de Jesus","reginaldo","Reginaldo ","https://s.glbimg.com/es/sde/f/2018/07/20/591136c613faa29b99fb60147d6e557c_FORMATO.png",86820,17,"ATL","lat","Nulo",0,3,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","Sergio Antonio Soler de Oliveira Junior","serginho","Serginho","https://s.glbimg.com/es/sde/f/2018/05/07/91dac514dd0507957d36fa511bb7b5e7_FORMATO.png",88002,17,"AME","mei","Nulo",0,16.58,0,5.34,"América-MG",1,17,8,14,30,11,NA,NA,6,NA,NA,1,4,3,NA,NA,NA,NA
"410","Júnior Nazareno Sornoza Moreira","sornoza","Sornoza","https://s.glbimg.com/es/sde/f/2018/05/18/a4885adc809e017894786b603d5a5d6b_FORMATO.png",87877,17,"FLU","mei","Dúvida",0.6,7.76,-0.4,2.36,"Fluminense",4,9,14,10,38,19,NA,NA,10,NA,NA,NA,NA,1,NA,NA,NA,NA
"411","Ânderson Balbino Assis","balbino","Balbino","https://s.glbimg.com/es/sde/f/2016/04/30/aa305ef16d18275ce438c74c73d54e15_FORMATO.png",89227,17,"GRE","mei","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","Leonardo Gomes da Conceição Silva","leonardo","Leonardo","https://s.glbimg.com/es/sde/f/2018/05/21/15d96549307788253f2aba10bff0c973_FORMATO.png",86973,17,"GRE","lat","Provável",11.9,4.51,2.5,5.73,"Grêmio",1,8,1,4,7,8,2,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"413","José Welison da Silva","jose-welison","José Welison","https://s.glbimg.com/es/sde/f/2018/07/11/1d923ab86aabd29245dae5fd1338d9bd_FORMATO.png",86859,17,"ATL","mei","Provável",-2.2,2.7,-1.02,1.6,"Atlético-MG",2,21,2,10,30,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","José Rodrigo Andrade Ramos","rodrigo-andrade","Rodrigo Andrade","https://s.glbimg.com/es/sde/f/2018/03/21/baa60af023a4a5978254d14457ae5de5_FORMATO.png",89646,17,"VIT","mei","Nulo",0,1.12,0,0.36,"Vitória",3,10,1,5,10,8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,17,"BOT","gol","Provável",13.7,3.63,2.87,4.72,"Botafogo",NA,NA,NA,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA
"416","Paulo Ricardo Ferreira","paulo-ricardo","Paulo Ricardo","https://s.glbimg.com/es/sde/f/2018/08/07/40535dad7f23b1a420480a49910c5680_FORMATO.png",88224,17,"FLU","zag","Nulo",0,4,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Nathan Gomes de Melo","nathan","Nathan",NA,86951,17,"VAS","ata","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","Nickson Gabriel Reis Silva","nickson","Nickson","https://s.glbimg.com/es/sde/f/2018/03/21/adcd09b9b136e70edcb95ab81951f55b_FORMATO.png",89676,17,"VIT","mei","Contundido",0,2.08,0,1.6,"Vitória",NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","Fernando José Marques Maciel","fernandinho","Fernandinho","https://s.glbimg.com/es/sde/f/2018/06/05/50d5be5e02ead78433958ab1d1389752_FORMATO.png",91130,17,"BAH","ata","Nulo",0,1.56,0,0.35,"Bahia",NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","Marlos Moreno Durán","marlos","Marlos","https://s.glbimg.com/es/sde/f/2018/05/04/71ca6ff6a0b867666327cb4eaa2cf01a_FORMATO.png",89827,17,"FLA","ata","Dúvida",-1.2,3.51,-1.3,1.36,"Flamengo",2,10,3,10,3,6,NA,NA,3,NA,NA,3,NA,1,NA,NA,NA,NA
"421","Tiago Retzlaff Nunes","tiago-nunes","Tiago Nunes","https://s.glbimg.com/es/sde/f/2018/06/28/b5606c7af78b7724cc8806c65fce3f1e_FORMATO.png",98057,17,"ATL","tec","Provável",3.87,9.23,-0.11,4.11,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Everaldo Silva do Nascimento","everaldo","Everaldo ","https://s.glbimg.com/es/sde/f/2018/07/20/e1ce97d162a9419406447d05322336f8_FORMATO.png",91151,17,"FLU","ata","Nulo",-1,1.84,-0.72,0.95,"Fluminense",NA,2,1,3,5,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"423","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2018/05/17/abf9ba69358d2452db077b1bf905fa24_FORMATO.png",89493,17,"BOT","zag","Provável",7.5,11.7,0.99,3.68,"Botafogo",1,14,5,14,29,25,4,NA,2,NA,1,3,2,NA,NA,NA,NA,NA
"424","Ángel Rodrigo Romero Villamayor","angel-romero","Ángel Romero","https://s.glbimg.com/es/sde/f/2018/05/18/8b6faacdc8e5b7ca9a1b28fe294eb028_FORMATO.png",88323,17,"COR","ata","Nulo",1.9,11.14,-3.08,7.45,"Corinthians",5,15,9,43,38,14,NA,NA,3,NA,NA,1,6,2,NA,NA,NA,NA
"425","Nathan Allan de Souza","nathan","Nathan","https://s.glbimg.com/es/sde/f/2018/07/25/2ebd70cae4e549a49e708c60abbee23a_FORMATO.png",87009,17,"ATL","mei","Provável",1.2,4.24,-0.76,1.2,"Atlético-MG",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","Álvaro Vieira de Oliveira","alvaro","Álvaro","https://s.glbimg.com/es/sde/f/2018/07/20/a7d42e8d9df250812649327ffc9742f8_FORMATO.png",98097,17,"INT","ata","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","Jesiel Cardoso Miranda","jesiel","Jesiel","https://s.glbimg.com/es/sde/f/2018/04/24/8cdc1a9445b0b0ebf72f53be7212ceb2_FORMATO.png",91156,17,"PAR","zag","Contundido",0,3.27,0,1.71,"Paraná",2,8,1,3,11,11,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Ayrton Lucas Dantas de Medeiros","ayrton-lucas","Ayrton Lucas","https://s.glbimg.com/es/sde/f/2018/01/24/d014e65ab8d78668e270fb0df555b349_FORMATO.png",88393,17,"FLU","lat","Provável",4.4,10.07,0.3,4.24,"Fluminense",1,9,4,30,21,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","César Marcelo Meli","marcelo-meli","Marcelo Meli","https://s.glbimg.com/es/sde/f/2018/07/07/79d706cf00a68b31bd17a8ddd07eeb1d_FORMATO.png",89838,17,"VIT","mei","Provável",-2.4,3.8,-0.67,-1.67,"Vitória",2,7,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Pedro Henrique Ribeiro Gonçalves","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2018/03/20/8fd39c1e3c30b0a5e0900d4c03b66984_FORMATO.png",87225,17,"COR","zag","Suspenso",1.8,5.52,0.05,2.68,"Corinthians",3,6,3,7,12,8,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Walter Kannemann","kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2018/05/21/7a4b8f949ed4d8b668d8c40a33e50edb_FORMATO.png",87342,17,"GRE","zag","Nulo",0,13.09,0,7.73,"Grêmio",3,13,2,18,10,34,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Lucas Perdomo Duarte Santos","lucas","Lucas","https://s.glbimg.com/es/sde/f/2018/03/28/e8c799411d6ba80da004148110333f35_FORMATO.png",88412,17,"VAS","mei","Nulo",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Aderlan de Lima Silva","aderlan","Aderlan","https://s.glbimg.com/es/sde/f/2018/05/07/7d71b5fcfdd78c1cdddf4a15eff9200b_FORMATO.png",88423,17,"AME","lat","Suspenso",5.9,4.36,0.28,2.83,"América-MG",6,17,3,8,31,23,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"434","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2018/04/09/d543e86d4cdf1a286b62859a71407114_FORMATO.png",88368,17,"INT","mei","Nulo",0,3.57,0,1.4,"Internacional",NA,5,1,7,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","Éder Ferreira Graminho","eder","Éder ","https://s.glbimg.com/es/sde/f/2018/04/25/9c24eef6db7bc6f134fefb1a2342e6f6_FORMATO.png",91203,17,"ATL","zag","Nulo",0,3,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","Messias Rodrigues da Silva Júnior","messias","Messias","https://s.glbimg.com/es/sde/f/2018/05/07/983eb7f70f612711ba14e031cb3cfefe_FORMATO.png",87402,17,"AME","zag","Provável",7.7,9.45,0.59,2.94,"América-MG",1,17,3,11,33,18,5,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"437","Leandro Carvalho da Silva","leandro-carvalho","Leandro Carvalho","https://s.glbimg.com/es/sde/f/2018/07/06/65f406a6d6a65a0cb26e2f660026f8f3_FORMATO.png",88669,17,"CEA","ata","Nulo",-1.1,4.85,-1.41,4.27,"Ceará",NA,1,1,5,4,2,NA,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA
"438","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/07/de5cc9b6be749402b257946886dea075_FORMATO.png",87393,17,"ATL","zag","Nulo",0,6.38,0,2.43,"Atlético-MG",1,13,2,17,13,19,2,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA
"439","Luan Polli Gomes","luan-polli","Luan Polli ","https://s.glbimg.com/es/sde/f/2018/08/10/1306038e63aa5d939fba83b224eb91e1_FORMATO.png",88916,17,"SPO","gol","Nulo",0,2,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","Jean Carlos de Souza Irmer","jean","Jean","https://s.glbimg.com/es/sde/f/2018/04/14/41df144dd9a7bef47baff80aaa56b97c_FORMATO.png",89150,17,"BOT","mei","Nulo",0,3.73,0,3.42,"Botafogo",1,8,NA,11,8,10,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"441","Leandro Vilela Sales Teixeira","leandro-vilela","Leandro Vilela","https://s.glbimg.com/es/sde/f/2018/03/21/9a68c6d8db51f7e6b517b1b536fcfece_FORMATO.png",88687,17,"PAR","mei","Dúvida",3.7,4.95,-0.56,2.47,"Paraná",4,28,7,21,32,31,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Thaciano Mickael da Silva","thaciano","Thaciano","https://s.glbimg.com/es/sde/f/2018/05/21/8805a9e1e4f2ee609adb3d2576d5ff0a_FORMATO.png",87470,17,"GRE","mei","Provável",2,2.73,0.55,1.86,"Grêmio",2,11,2,3,5,7,NA,NA,4,NA,NA,1,1,NA,NA,NA,NA,NA
"443","Judivan Flor da Silva","judivan","Judivan ","https://s.glbimg.com/es/sde/f/2018/03/30/c14127206b6ba0991e38bc6d98f405c4_FORMATO.png",89190,17,"AME","ata","Nulo",0,2.9,0,2.14,"América-MG",NA,9,4,6,4,3,NA,NA,6,NA,NA,NA,NA,1,NA,NA,NA,NA
"444","Vitor Frezarin Bueno","vitor-bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2018/05/23/f9fa972a30d4ba7d25cf62103a74f72c_FORMATO.png",87552,17,"SAN","mei","Nulo",0,4.46,0,0.4,"Santos",NA,3,2,2,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Santiago Tréllez Vivero","trellez","Tréllez","https://s.glbimg.com/es/sde/f/2018/05/26/9ea86d3458c3893f6879083ccdfacc7f_FORMATO.png",87679,17,"SAO","ata","Nulo",6.7,6.09,1.02,1.71,"São Paulo",NA,9,NA,2,6,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA
"446","Antônio Francisco Moura Neto","neto-moura","Neto Moura","https://s.glbimg.com/es/sde/f/2018/05/24/af017e13e350ed632a40f953f3dd8d53_FORMATO.png",87742,17,"SPO","mei","Nulo",4,4.81,0.51,2.33,"Sport",1,8,3,10,4,13,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Gustavo Bonatto Barreto","barreto","Barreto","https://s.glbimg.com/es/sde/f/2018/08/01/eb32b1122051c363c367c115b252a941_FORMATO.png",89224,17,"CHA","mei","Nulo",0,0.9,0,-3,"Chapecoense",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Carlos Henrique Alves Pereira","carlos-henrique","Carlos Henrique","https://s.glbimg.com/es/sde/f/2018/04/27/b4784a166a08e0a628c13b326e4216ef_FORMATO.png",87732,17,"SPO","ata","Provável",9.4,4.4,1.75,1.48,"Sport",1,5,3,15,14,1,NA,NA,3,NA,NA,6,2,NA,NA,NA,NA,NA
"449","Estevão Renato Pereira Júnior","estevao","Estevão",NA,98215,17,"GRE","mei","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Bruno de Jesus Pacheco","bruno-pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2018/05/24/bcba131b890d61329d3dd3d53d25182e_FORMATO.png",90061,17,"CHA","lat","Provável",-0.8,6.4,-0.08,3.64,"Chapecoense",4,22,4,28,28,30,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","Ilson Cedric Borges de Accacio Lima","cedric","Cedric","https://s.glbimg.com/es/sde/f/2018/04/13/c08bc02fcc7613cf3c7510a566c68288_FORMATO.png",98221,17,"VIT","lat","Nulo",0,3.83,0,3.78,"Vitória",NA,1,NA,NA,8,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Andrigo Oliveira de Araujo","andrigo","Andrigo","https://s.glbimg.com/es/sde/f/2018/04/09/eb909473a1499ceb91cd8c466f192cfd_FORMATO.png",89930,17,"SPO","mei","Nulo",1.1,4.61,0.1,1.23,"Sport",NA,5,2,5,15,4,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA
"453","Raphael Schorr Utzig","raphael-alemao","Raphael Alemão","https://s.glbimg.com/es/sde/f/2018/04/24/e72a3c4a24b0c21be12ae1fc78ee1755_FORMATO.jpeg",91206,17,"PAR","ata","Nulo",0,3.54,0,2.3,"Paraná",NA,4,2,3,4,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Raul Lô Gonçalves","raul","Raul","https://s.glbimg.com/es/sde/f/2018/06/05/3f7d7431cd8ea25054bb708fd59fdaaf_FORMATO.png",92496,17,"VAS","mei","Dúvida",0,1.84,0,1.7,"Vasco",NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Rodolfo José da Silva Bardella","rodolfo","Rodolfo ","https://s.glbimg.com/es/sde/f/2018/07/07/97e8214fa02bce9d631f1fa7e0c70734_FORMATO.png",90264,17,"PAR","ata","Provável",4.5,6.42,1.12,4.25,"Paraná",1,6,5,12,6,1,NA,NA,4,NA,NA,1,1,NA,NA,NA,NA,NA
"456","Antônio Josenildo Rodrigues de Oliveira","tonhao","Tonhão","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,17,"GRE","zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","José Carlos Cracco Neto","zeca","Zeca","https://s.glbimg.com/es/sde/f/2018/04/24/ef12015cf94f9b6c7ab39c4b092ba4a4_FORMATO.png",87192,17,"INT","lat","Nulo",0,10.28,0,4.98,"Internacional",NA,6,2,5,30,15,5,NA,1,NA,NA,2,NA,1,NA,NA,NA,NA
"458","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2018/07/16/81051a7f9755f0cb82bad01aee38823b_FORMATO.png",90285,17,"SAN","ata","Provável",-0.2,9.15,-0.13,1.32,"Santos",2,19,12,14,16,9,NA,NA,1,NA,1,3,1,NA,NA,NA,NA,NA
"459","Giovanni Silva Tiepo","tiepo","Tiepo","https://s.glbimg.com/es/sde/f/2018/05/24/032ba79a6516fa519217f825972c92b9_FORMATO.png",98412,17,"CHA","gol","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Gabriel Batista de Souza","gabriel-batista","Gabriel Batista","https://s.glbimg.com/es/sde/f/2017/04/24/0bf67a6d877be0a2c761a714831fe092_FORMATO.png",98333,17,"FLA","gol","Nulo",0,3,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Jaílson Marques Siqueira","jailson","Jailson","https://s.glbimg.com/es/sde/f/2018/05/18/4e64b752d2f135b28900d7f530851452_FORMATO.png",90290,17,"GRE","mei","Provável",2.4,4.32,0.23,1.55,"Grêmio",2,11,NA,7,17,18,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2018/05/26/5818d20df4c7c3248d9dc04c6864aa03_FORMATO.png",91260,17,"SAO","gol","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Leonardo Felipe Valencia Rossel","leonardo-valencia","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2018/05/17/fdfb5b9c1f58d363c8597c844f7302ba_FORMATO.png",91508,17,"BOT","mei","Provável",2.5,9.63,0.7,4.88,"Botafogo",1,11,15,22,36,15,NA,NA,10,1,NA,NA,2,3,NA,NA,NA,NA
"464","Bruno Guimarães Rodriguez Moura","bruno-guimaraes","Bruno Guimarães","https://s.glbimg.com/es/sde/f/2018/03/01/4f1a90d49f776be0832268cf3981570f_FORMATO.png",98352,17,"ATL","mei","Provável",0,5.4,0,2.05,"Atlético-PR",3,16,2,34,13,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Bruno Bortolini Jackel","bruno","Bruno","https://s.glbimg.com/es/sde/f/2018/05/24/5343c806a41adb731a9e4da46f95fbb9_FORMATO.png",98420,17,"CHA","lat","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2018/05/26/623b0cc8357c9b8e5f3551ba40c06640_FORMATO.png",91573,17,"SAO","zag","Provável",1.8,9.34,0.16,3.35,"São Paulo",3,19,6,11,16,17,3,NA,2,NA,NA,2,NA,1,NA,NA,NA,NA
"467","Matheus Gonçalves Savio","matheus-savio","Matheus Savio","https://s.glbimg.com/es/sde/f/2018/07/28/3a3a8b95d0a4f15553e2ab71957c0c0c_FORMATO.png",91264,17,"FLA","mei","Nulo",0,5.3,0,3.67,"Flamengo",NA,1,NA,1,4,2,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"468","Bruno Bispo dos Anjos","bruno-bispo","Bruno Bispo","https://s.glbimg.com/es/sde/f/2018/03/21/99884c41754fc82c033d202d4decfad3_FORMATO.png",91359,17,"VIT","zag","Nulo",0,4.18,0,2.95,"Vitória",1,3,NA,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Kendy Tateishi Berbel","kendy","Kendy","https://s.glbimg.com/es/sde/f/2018/05/24/523e1089d0afe7b92de643fefef0ec55_FORMATO.png",98421,17,"CHA","ata","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Paulo Victor da Silva","paulinho","Paulinho","https://s.glbimg.com/es/sde/f/2018/08/03/c2091fb8bfdc8a7323f23bbc3f328093_FORMATO.png",91626,17,"BAH","lat","Provável",0.7,2.64,-0.36,0.7,"Bahia",NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Adryelson Shawann Lima Silva","adryelson","Adryelson","https://s.glbimg.com/es/sde/f/2018/05/24/8993667474efcafb24e0734c9b403ebe_FORMATO.png",91664,17,"SPO","zag","Nulo",0,3,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Rafael dos Santos da Silva","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2018/03/15/c4478d4a2dd3cddeff0ae2f6e49a1d61_FORMATO.png",91644,17,"CEA","mei","Nulo",0,3,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Victor Hugo Soares dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/05/17/2db8b29bbc16d8473f93bd1f8a0351dc_FORMATO.png",98484,17,"BOT","zag","Nulo",0,2,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Igor Aquino da Silva","igor","Igor","https://s.glbimg.com/es/sde/f/2018/03/21/95c075f33312c6b483847dc688deac80_FORMATO.png",91639,17,"PAR","lat","Provável",1.1,3,-0.28,2.7,"Paraná",2,6,6,4,14,11,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"475","Lucas da Silva de Jesus","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/24/685913465b4d1ad49e7160a89ef627fd_FORMATO.png",98515,17,"FLA","ata","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","Caio Felipe dos Santos Silva","caio","Caio","https://s.glbimg.com/es/sde/f/2017/02/14/a6f6b29df8097bacd2fc794872711c70_FORMATO.png",98035,17,"SPO","lat","Nulo",0,1,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Ronald Sant'anna Rodrigues","ronald","Ronald","https://s.glbimg.com/es/sde/f/2018/04/09/d8829876bb546c5fdeb9d31081f228cf_FORMATO.png",98593,17,"INT","ata","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Leandro Henrique do Nascimento","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2018/07/16/427506f9f329b3a83b0695351930c35f_FORMATO.png",91702,17,"ATL","ata","Nulo",0,3,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
