"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","DS","FC","FD","FF","FS","G","I","PI","CA","FT","SG","GC","GS","DD","DP","CV","PP"
"416","Gabriel Vinícius Menino","gabriel-menino","Gabriel Menino","https://s.glbimg.com/es/sde/f/2020/01/20/119d338ee09aacf08faae33fa7047de7_FORMATO.png",103767,30,275,"mei","Provável",0,5.4,0,3.01,21,"275",5,49,30,5,15,42,NA,4,168,8,NA,NA,NA,NA,NA,NA,NA,NA
"417","Luan Silva dos Santos","luan-silva","Luan Silva","https://s.glbimg.com/es/sde/f/2020/03/07/9323f3231e0e80378421c98fe7c6b795_FORMATO.png",102295,30,275,"ata","Contundido",0,2,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2020/09/11/8c1bbc63952b2e050b6b5662f996e79d_FORMATO.png",70916,30,284,"lat","Provável",0,9.71,0,3.78,18,"284",3,39,11,1,6,15,NA,1,113,1,NA,4,NA,NA,NA,NA,NA,NA
"419","Lucas Esteves de Souza","esteves","Esteves","https://s.glbimg.com/es/sde/f/2019/07/08/cd984c932e6f6d7e51df1e0963c5513e_FORMATO.jpeg",100846,30,275,"lat","Nulo",0,2.34,0,1,4,"275",NA,5,6,NA,NA,2,NA,NA,20,1,NA,1,NA,NA,NA,NA,NA,NA
"420","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2020/03/09/dcd863bb1e191c65dfdeac7713a01704_FORMATO.png",81677,30,277,"mei","Contundido",0,5.65,0,1.66,12,"Santos",1,15,11,6,7,18,NA,1,98,1,NA,NA,NA,NA,NA,NA,NA,1
"421","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2020/03/09/f29c869ccdfaa407340b9047dbf761fa_FORMATO.jpeg",80692,30,275,"zag","Provável",0,6.86,0,2.96,21,"275",NA,31,13,NA,4,11,NA,2,70,4,NA,9,NA,NA,NA,NA,NA,NA
"422","Lucas Rafael Araújo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2019/01/14/3629dc12c2a7c9f0e4c6c53a4a2cbb61_FORMATO.jpeg",80583,30,275,"mei","Nulo",0,3.73,0,0.99,21,"275",1,30,27,5,5,28,NA,2,147,6,1,NA,NA,NA,NA,NA,NA,NA
"423","Carlos Vinícius Santos de Jesus","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2020/08/17/5391bf0dc50dad3b0f7d2b294c2e38ad_FORMATO.png",87273,30,267,"mei","Nulo",0,3.79,0,1.57,18,"267",1,16,16,2,7,18,1,NA,78,1,NA,NA,NA,NA,NA,NA,NA,NA
"424","João Alves de Assis Silva","jo","Jô","https://s.glbimg.com/es/sde/f/2020/07/21/71eb3b59df93d002977cbc1dcaa52025_FORMATO.png",38138,30,264,"ata","Dúvida",0,10.06,0,2.75,15,"264",1,NA,13,7,6,18,4,8,64,NA,1,NA,NA,NA,NA,NA,NA,1
"425","Ronaldo Henrique Silva","ronaldo-silva","Ronaldo Silva","https://s.glbimg.com/es/sde/f/2020/07/19/6262a00677d1041e87f100faa6c04f45_FORMATO.png",71640,30,292,"ata","Nulo",0,0.81,0,-2.2,3,"292",NA,1,1,1,NA,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,1,NA
"426","Rosicley Pereira da Silva","rossi","Rossi","https://s.glbimg.com/es/sde/f/2020/02/28/d1a73b8fecfac4a570fdd44568d62e0f_FORMATO.png",81798,30,265,"ata","Nulo",0,4.97,0,1.61,22,"265",1,18,15,7,8,27,2,4,144,4,NA,NA,NA,NA,NA,NA,NA,NA
"427","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2019/01/14/44f0336a3733e2e3fb4fccc9cf275f3a_FORMATO.jpeg",81150,30,275,"lat","Nulo",0,5.61,0,2.08,13,"275",NA,28,13,NA,2,10,NA,1,65,2,NA,3,NA,NA,NA,NA,1,NA
"428","Muriel Gustavo Becker","muriel","Muriel","https://s.glbimg.com/es/sde/f/2020/08/11/37c640ec0cd77c476e2aeef745c5420f_FORMATO.png",69041,30,266,"gol","Nulo",0,4.62,0,2.36,19,"266",NA,NA,NA,NA,NA,6,NA,NA,140,NA,NA,4,NA,20,19,NA,NA,NA
"429","Gabriel Davi Gomes Sara","gabriel-sara","Gabriel Sara","https://s.glbimg.com/es/sde/f/2020/11/05/d6c6115b5a030607c5a349c3c7265105_FORMATO.png",100763,30,276,"mei","Dúvida",-1.7,4.06,-1.06,2.76,24,"276",1,29,27,7,24,28,4,5,156,5,NA,NA,NA,NA,NA,NA,NA,NA
"430","Guilherme da Silva Azevedo","guilherme-azevedo","Guilherme Azevedo","https://s.glbimg.com/es/sde/f/2020/07/19/756f7ee69aa8fccdfd44fbbf534a60a0_FORMATO.png",105837,30,284,"ata","Nulo",0,1.74,0,1.4,7,"284",NA,4,2,2,2,8,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Daniel Alves da Silva","daniel-alves","Daniel Alves","https://s.glbimg.com/es/sde/f/2020/03/09/9996d55cd79f9deac2e370cbb20e3d36_FORMATO.png",38939,30,276,"mei","Provável",-0.7,9.99,-0.15,1.49,19,"276",2,34,41,4,18,35,1,5,234,7,NA,NA,NA,NA,NA,NA,NA,NA
"432","Laércio Soldá","laercio","Laércio","https://s.glbimg.com/es/sde/f/2020/10/13/cc2746f464476a7f9908dbc251d225ff_FORMATO.png",82564,30,277,"zag","Dúvida",-0.8,2.24,-0.77,1.13,9,"Santos",NA,13,14,NA,4,2,NA,NA,30,1,NA,1,NA,NA,NA,NA,NA,NA
"433","Vanderlei Luxemburgo da Silva","vanderlei-luxemburgo","Vanderlei Luxemburgo","https://s.glbimg.com/es/sde/f/2020/12/31/a8308071841710b7b43c3c0f28ff6113_FORMATO.png",41327,30,267,"tec","Provável",0.53,9.77,-1.07,3.54,17,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Reinaldo Manoel da Silva","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2019/04/01/6d2d1a24cd6dbf9313e0b6efedc5c055_FORMATO.png",78850,30,276,"lat","Provável",4.5,14.08,0.73,4.82,23,"276",4,45,26,10,9,25,4,NA,289,3,NA,6,NA,NA,NA,NA,NA,NA
"435","Wanderley de Jesus Sousa","derley","Derley","https://s.glbimg.com/es/sde/f/2019/03/22/38fbbc852eaf7ac63811890c98f9ee2a_FORMATO.png",60791,30,356,"mei","Nulo",0,2.14,0,-0.44,5,"356",NA,2,2,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"436","Iago Pereira Mendonça","iago-mendonca","Iago Mendonça","https://s.glbimg.com/es/sde/f/2020/03/06/fbe3c389c73e71007b15dec8b347a229_FORMATO.png",105278,30,290,"zag","Nulo",0,0.78,0,2.5,3,"290",NA,8,6,1,2,NA,NA,NA,13,2,NA,1,NA,NA,NA,NA,NA,NA
"437","Igor Torres da Silva","igor-torres","Igor Torres","https://s.glbimg.com/es/sde/f/2020/10/18/52a78392e1a77e08ad5522dbd79cf15c_FORMATO.png",110303,30,356,"ata","Nulo",0,1.02,0,1.5,2,"356",NA,3,1,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","Vinicius Alessandro Mingotti","vinicius-mingotti","Vinicius Mingotti","https://s.glbimg.com/es/sde/f/2019/07/19/72e2c4c729775230ecaf6dc50d64db45_FORMATO.png",105909,30,293,"ata","Nulo",0,7.3,0,2.1,5,"293",1,3,2,NA,3,6,NA,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Marcos Antônio Almeida Silva","marcao-silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2020/02/27/79ca1f19561511f316107b776b58d2e4_FORMATO.png",78856,30,292,"mei","Provável",4.2,4.82,1.27,1.7,18,"292",NA,39,36,NA,8,15,1,NA,23,5,NA,NA,NA,NA,NA,NA,NA,NA
"440","Luccas Claro dos Santos","luccas-claro","Luccas Claro","https://s.glbimg.com/es/sde/f/2020/08/11/1062c554fc9540ac0e4184be2cd0a557_FORMATO.png",73465,30,266,"zag","Provável",2.7,6.49,-0.76,2.96,21,"266",NA,30,16,1,5,13,2,3,113,NA,NA,5,NA,NA,NA,NA,NA,NA
"441","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2020/08/18/3ca611370a41964d7e12a7d04a9474aa_FORMATO.png",80287,30,276,"ata","Provável",0,9.35,0,6.17,20,"276",1,25,23,5,11,33,11,5,90,3,1,NA,NA,NA,NA,NA,NA,NA
"442","Marcos da Silva França","keno","Keno","https://s.glbimg.com/es/sde/f/2020/08/31/1c7eb530ff0944a5fb26c266c76aac9c_FORMATO.png",86485,30,282,"ata","Provável",4.4,14.06,0.87,6.76,25,"282",5,40,32,26,29,43,10,22,248,4,4,NA,NA,NA,NA,NA,NA,1
"443","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2020/02/27/9cee4ad663339179015a63de55e0cde2_FORMATO.png",84855,30,292,"lat","Provável",0.9,4.68,0.3,3.12,8,"292",NA,10,5,1,NA,4,NA,NA,37,1,NA,4,NA,NA,NA,NA,NA,NA
"444","Ronielson da Silva Barbosa","rony","Rony","https://s.glbimg.com/es/sde/f/2020/02/28/084ca5caaf485fd3cbf303cda6bbd8bf_FORMATO.png",91607,30,275,"ata","Provável",0,9.63,0,3.41,17,"275",NA,22,32,10,13,26,4,9,68,2,NA,NA,NA,NA,NA,NA,NA,NA
"445","Heron Crespo da Silva","heron","Heron","https://s.glbimg.com/es/sde/f/2020/08/26/4c288b07196f199d01bf56867451c668_FORMATO.jpeg",105339,30,290,"zag","Provável",3.3,1.35,0.58,0.53,16,"290",NA,15,16,NA,1,9,NA,NA,57,4,NA,2,NA,NA,NA,NA,NA,NA
"446","Guilherme Oliveira Santos","guilherme-santos","Guilherme Santos","https://s.glbimg.com/es/sde/f/2020/03/01/6979e564242e4e6905c0118a015237b2_FORMATO.png",50346,30,263,"lat","Contundido",0,6.24,0,1.99,12,"263",1,15,17,NA,6,10,NA,1,59,3,NA,3,NA,NA,NA,NA,NA,NA
"447","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2019/11/14/7b85c924694c25ac9829f4379ef2b451_FORMATO.png",63172,30,356,"zag","Provável",-0.9,2.92,-0.74,1.85,23,"356",NA,24,28,2,3,12,NA,3,89,4,NA,8,NA,NA,NA,NA,NA,NA
"448","Igor de Carvalho Julião","igor-juliao","Igor Julião","https://s.glbimg.com/es/sde/f/2020/08/11/2b7fa1291409b9d4149ac8bd9c461eb7_FORMATO.png",81951,30,266,"lat","Nulo",0,5.11,0,2.94,17,"266",3,35,39,1,7,30,NA,2,113,5,NA,4,NA,NA,NA,NA,NA,NA
"449","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2020/07/19/41ce77506da0f68a1af80fc131b3ce50_FORMATO.png",89226,30,292,"zag","Provável",1.8,6.33,-0.41,2.26,26,"292",NA,37,30,2,8,16,3,NA,166,6,NA,5,NA,NA,NA,NA,NA,NA
"450","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2020/02/28/4d5c465a6fd405b025d4ca76e81d24a1_FORMATO.png",86972,30,275,"zag","Nulo",0,4.3,0,3.22,8,"275",NA,11,11,1,NA,5,NA,NA,44,2,NA,5,NA,NA,NA,NA,NA,NA
"451","José Rafael Vivian","ze-rafael","Zé Rafael","https://s.glbimg.com/es/sde/f/2020/03/09/ada4c949fbe8a7d69336cf1ccd4ad0e9_FORMATO.png",82455,30,275,"mei","Dúvida",0,9.91,0,2.92,20,"275",3,38,36,5,12,37,2,NA,65,5,NA,NA,NA,NA,NA,NA,2,NA
"452","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,30,284,"mei","Provável",0,10.34,0,5.04,16,"284",4,20,15,14,19,45,1,4,135,1,1,NA,NA,NA,NA,NA,NA,NA
"453","Raphael Cavalcante Veiga","raphael-veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2020/10/05/eba17da38b8f96bc0a8b648fa5aa7acc_FORMATO.png",94509,30,275,"mei","Provável",0,9.11,0,5.23,18,"275",1,17,18,7,12,26,8,1,93,2,NA,NA,NA,NA,NA,NA,NA,NA
"454","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2020/02/27/dab4d223e4d736b3877f27a6b24a7a0e_FORMATO.png",63289,30,285,"mei","Provável",-0.2,8.34,-1.16,3.08,25,"285",5,43,38,7,12,30,3,3,183,6,1,NA,NA,NA,NA,NA,NA,NA
"455","Guilherme Antonio Arana Lopes","guilherme-arana","Guilherme Arana","https://s.glbimg.com/es/sde/f/2020/08/31/cf251bf07d0350a8081b6b0e7bfb7950_FORMATO.png",87228,30,282,"lat","Provável",3.6,16.79,-0.52,5.28,26,"282",6,43,33,16,17,26,3,1,279,3,NA,9,NA,NA,NA,NA,NA,NA
"456","Roberto Pimenta Vinagre Filho","betinho","Betinho","https://s.glbimg.com/es/sde/f/2020/02/27/d7282d39e0f03cd1978cb07173ea3ead_FORMATO.png",82876,30,292,"mei","Provável",2.6,4.5,0.73,1.39,17,"292",1,39,33,NA,4,18,NA,NA,81,4,NA,NA,NA,NA,NA,NA,NA,NA
"457","Thiago Neves Augusto","thiago-neves","Thiago Neves","https://s.glbimg.com/es/sde/f/2020/09/19/e5c460787ad23defe1b6fa4efa97c721_FORMATO.png",38277,30,292,"mei","Provável",0,4.44,0,2.51,21,"292",2,9,10,10,12,11,4,NA,145,3,NA,NA,NA,NA,NA,NA,NA,NA
"458","Weverton Pereira da Silva","weverton","Weverton","https://s.glbimg.com/es/sde/f/2019/10/03/58aa0eddfe8c9c684344f4231a233ddf_FORMATO.png",71631,30,275,"gol","Provável",0,9.53,0,2.6,22,"275",NA,1,NA,NA,NA,1,NA,NA,191,NA,NA,9,NA,19,17,NA,NA,NA
"459","Leandro Castan da Silva","leandro-castan","Leandro Castan","https://s.glbimg.com/es/sde/f/2020/08/17/49c8817c8d46dc60dc7ed4af79fa9953_FORMATO.png",38505,30,267,"zag","Provável",-0.4,11.82,-0.59,2.84,20,"267",NA,39,23,1,1,19,NA,NA,84,2,NA,6,NA,NA,NA,NA,NA,NA
"460","Ronaldo Henrique Ferreira da Silva","ronaldo-henrique","Ronaldo Henrique","https://s.glbimg.com/es/sde/f/2020/02/28/49ff6a8c8384889f57c57e2f5f29f69c_FORMATO.png",85149,30,292,"mei","Dúvida",-1,2.46,-0.06,0.4,16,"292",NA,18,20,NA,4,12,NA,NA,49,3,NA,NA,NA,NA,NA,NA,NA,NA
"461","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2019/03/22/7da6584b8edbee8649acb25931c97e1e_FORMATO.png",63194,30,356,"lat","Provável",-5.3,5.08,-1.48,2.26,19,"356",NA,26,30,NA,3,23,NA,2,121,2,NA,8,1,NA,NA,NA,NA,NA
"462","Vinicius Silvestre da Costa","vinicius-silvestre","Vinicius Silvestre","https://s.glbimg.com/es/sde/f/2020/02/28/c700e89cfd0aa09a1bc96945a20848f3_FORMATO.png",85083,30,275,"gol","Nulo",0,3,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Leandro Barcia Montero","leandro-barcia","Leandro Barcia","https://s.glbimg.com/es/sde/f/2020/02/27/78521d3f41f6e49002ef62386b998bb7_FORMATO.png",91242,30,292,"ata","Contundido",0,7.56,0,2.94,16,"292",NA,26,19,6,6,20,3,6,86,2,NA,NA,NA,NA,NA,NA,NA,NA
"464","Leonardo Gomes da Conceição Silva","leonardo","Leonardo","https://s.glbimg.com/es/sde/f/2018/05/21/15d96549307788253f2aba10bff0c973_FORMATO.png",86973,30,284,"lat","Nulo",0,6,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Sander Henrique Bortolotto","sander","Sander","https://s.glbimg.com/es/sde/f/2020/02/27/a37c5329c7b02ddb15c081c9d02ebed3_FORMATO.png",86391,30,292,"lat","Provável",-0.4,7.86,-0.29,2.48,18,"292",NA,47,18,1,3,38,NA,NA,129,4,NA,2,NA,NA,NA,NA,1,NA
"466","Bruno Roberto Pereira da Silva","bruninho","Bruninho","https://s.glbimg.com/es/sde/f/2020/07/19/a8a4dd85c718d51ded9273e2453ecfd5_FORMATO.png",101716,30,292,"mei","Nulo",0,3.43,0,1.09,12,"292",NA,7,5,3,3,3,NA,1,23,1,2,NA,NA,NA,NA,NA,NA,NA
"467","Bruno Nunes de Barros","bruno-tubarao","Bruno Tubarão","https://s.glbimg.com/es/sde/f/2020/07/28/463ff91ecdd216754f963fbe0244e831_FORMATO.png",93637,30,280,"mei","Nulo",-0.5,3.45,-0.04,2.26,22,"280",1,33,16,5,12,13,1,2,96,3,2,NA,NA,NA,NA,NA,NA,NA
"468","Gustavo Raúl Gómez Portillo","gustavo-gomez","Gustavo Gómez","https://s.glbimg.com/es/sde/f/2020/03/09/d8945e5024344014b96d64adab91f4da_FORMATO.png",71684,30,275,"zag","Contundido",0,11.15,0,3.29,16,"275",1,27,21,2,5,15,1,9,52,3,NA,6,NA,NA,NA,NA,1,NA
"469","Adryelson Shawann Lima Silva","adryelson","Adryelson","https://s.glbimg.com/es/sde/f/2020/02/27/af95f24d59281d8062c7bb367417bce2_FORMATO.png",91664,30,292,"zag","Provável",0.1,3.44,0.11,1.28,27,"292",NA,30,38,2,8,19,NA,1,100,6,1,6,1,NA,NA,NA,NA,NA
"470","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2020/02/27/ff4cfd7c9d5ee3bf7c1f281c6a05c147_FORMATO.png",68872,30,285,"gol","Provável",-5.2,7.57,-2.53,1.02,29,"285",NA,1,NA,NA,NA,3,NA,NA,329,3,NA,12,NA,27,15,NA,NA,NA
"471","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2020/02/27/887c825f63637b345d17570bf49d66fa_FORMATO.png",63354,30,285,"zag","Contundido",0,7.37,0,4.04,18,"285",NA,26,13,1,1,25,1,NA,31,3,NA,9,NA,NA,NA,NA,1,NA
"472","Leonardo Natel Vieira","leo-natel","Léo Natel","https://s.glbimg.com/es/sde/f/2020/07/21/75fe8f637b732326ab10856c62020124_FORMATO.png",98952,30,264,"ata","Dúvida",0,3.75,0,1.66,18,"264",1,16,27,5,8,11,2,4,75,1,NA,NA,NA,NA,NA,NA,NA,NA
"473","Lucas Silva Borges","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2020/07/19/35677798312c58c5cc2c64f41b79a8dc_FORMATO.png",79701,30,284,"mei","Provável",0,5.16,0,1.79,24,"284",NA,31,21,6,9,31,1,NA,81,5,1,NA,NA,NA,NA,NA,NA,NA
"474","Rafael Thyere de Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2020/02/27/cd5877e8c279581d18c1826dd364a279_FORMATO.png",83048,30,292,"zag","Nulo",0,3,0,2.2,5,"292",NA,2,2,NA,NA,1,NA,NA,15,2,NA,3,NA,NA,NA,NA,NA,NA
"475","Claudio Luiz Rodrigues Parisi Leonel","claudinho","Claudinho","https://s.glbimg.com/es/sde/f/2020/07/28/552853b4ec9d01e9cfe52d7863da96fd_FORMATO.png",92630,30,280,"ata","Provável",17,16.83,2.68,6.04,26,"280",3,42,24,20,25,37,11,4,244,4,NA,NA,NA,NA,NA,NA,NA,1
"476","Sandro Diego de Moraes Bueno","sandrinho","Sandrinho","https://s.glbimg.com/es/sde/f/2020/10/19/14d518f6be4f84fbfafc67c540db981e_FORMATO.png",110373,30,290,"ata","Nulo",0.5,0.79,0.02,-1.25,2,"290",NA,NA,3,1,NA,1,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"477","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2020/02/27/874b64215923c64744352951788dc4b4_FORMATO.png",60852,30,285,"lat","Nulo",0,4.46,0,1.81,12,"285",1,22,19,1,NA,5,NA,NA,125,1,NA,3,NA,NA,NA,NA,NA,NA
"478","Alesandro dos Santos Pereira","ale-santos","Alê Santos","https://s.glbimg.com/es/sde/f/2020/02/27/5751271b660f08e0407f7ee70d3e829f_FORMATO.png",99256,30,292,"mei","Nulo",0,2,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","João Igor Oliveira de Santana","joao-igor","João Igor","https://s.glbimg.com/es/sde/f/2020/02/27/e7e17a777e58973a249cd30a2e3df0f0_FORMATO.png",104217,30,292,"mei","Nulo",0,1.93,0,-0.37,3,"292",NA,NA,3,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2020/07/28/add64224dcac666b23e193bb0505d8a5_FORMATO.png",62024,30,280,"lat","Provável",-0.3,3.94,-1.53,1.92,23,"280",NA,40,32,5,15,12,1,1,214,5,NA,4,NA,NA,NA,NA,NA,NA
"481","Thaciano Mickael da Silva","thaciano","Thaciano","https://s.glbimg.com/es/sde/f/2018/05/21/8805a9e1e4f2ee609adb3d2576d5ff0a_FORMATO.png",87470,30,284,"mei","Nulo",0,5.11,0,1.81,17,"284",NA,19,11,4,7,8,1,1,28,1,NA,NA,NA,NA,NA,NA,NA,NA
"482","Cleiton Schwengber","cleiton","Cleiton","https://s.glbimg.com/es/sde/f/2020/08/11/56999db7c665007bbfe8c1e1b0e76f8d_FORMATO.png",93882,30,280,"gol","Provável",1.7,0.86,0.09,-0.36,23,"280",NA,1,NA,NA,NA,3,NA,NA,167,NA,NA,4,NA,27,10,NA,NA,NA
"483","Luan Polli Gomes","luan-polli","Luan Polli ","https://s.glbimg.com/es/sde/f/2020/02/27/bd93895c12a44bedff2c8516452fc868_FORMATO.png",88916,30,292,"gol","Provável",-2.6,4.11,-0.61,1.5,22,"292",NA,NA,NA,NA,NA,2,NA,NA,240,3,NA,6,NA,28,22,NA,NA,NA
"484","Maílson Tenório dos Santos","mailson","Maílson","https://s.glbimg.com/es/sde/f/2018/05/24/d5727b385d03345fbbfcdc75ebcdbe7c_FORMATO.png",98034,30,292,"gol","Nulo",0,0.98,0,-0.4,7,"292",NA,1,1,NA,NA,1,NA,NA,58,1,NA,NA,NA,10,6,NA,NA,NA
"485","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2020/02/27/add8047ee0515010dccf6e0d204c3bb0_FORMATO.png",79113,30,285,"zag","Provável",3.8,10.65,0.01,2.57,28,"285",NA,45,35,2,2,25,NA,NA,188,8,1,12,NA,NA,NA,NA,NA,NA
"486","Henrique Vermudt","henrique-vermudt","Henrique Vermudt","https://s.glbimg.com/es/sde/f/2020/03/03/935e5497d5d03ac1eefea34e909731cf_FORMATO.png",104504,30,294,"mei","Nulo",0,1.52,-0.23,0.55,4,"Coritiba",NA,3,NA,NA,NA,1,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Thonny Anderson da Silva Carvalho","thonny-anderson","Thonny Anderson","https://s.glbimg.com/es/sde/f/2020/07/28/50ffd2282fd3da3693e850891d65327e_FORMATO.png",101484,30,280,"mei","Nulo",0,3.77,0,0.03,8,"280",NA,3,4,NA,1,2,1,NA,15,NA,NA,NA,NA,NA,NA,NA,1,1
"488","Gustavo Henrique Furtado Scarpa","gustavo-scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2019/10/03/47c21ed885c76c65fecede59c0ecf1e0_FORMATO.png",87999,30,275,"mei","Nulo",0,5.58,0,1.89,15,"275",2,9,9,7,11,14,NA,NA,94,2,1,NA,NA,NA,NA,NA,NA,NA
"489","Victor Hugo Soares dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/05/17/2db8b29bbc16d8473f93bd1f8a0351dc_FORMATO.png",98484,30,263,"zag","Provável",-0.7,4.98,-0.39,2.22,26,"263",1,40,25,3,5,27,NA,NA,76,4,NA,4,NA,NA,NA,NA,NA,NA
"490","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2020/07/20/8da72cb158360ebe2e1e03b6c12b81dd_FORMATO.png",60969,30,292,"lat","Provável",-5.7,7.18,-0.99,2.64,28,"292",5,41,36,4,15,35,1,8,260,2,1,5,1,NA,NA,NA,1,NA
"491","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2020/02/27/d6d33f8f9a956799465c508d4d9e4263_FORMATO.png",69051,30,285,"gol","Contundido",0,4.43,0,1.4,1,"285",NA,NA,NA,NA,NA,1,NA,NA,11,1,NA,NA,NA,1,1,NA,NA,NA
"492","Jean Pyerre Casagrande Silveira Correa","jean-pyerre","Jean Pyerre","https://s.glbimg.com/es/sde/f/2019/07/09/c0831db56540c4e253fdd6affa63d176_FORMATO.png",98832,30,284,"mei","Provável",0,10.5,0,3.87,10,"284",1,12,5,3,15,7,1,NA,59,NA,1,NA,NA,NA,NA,NA,NA,NA
"493","Júlio César de Souza Santos","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2020/07/28/d011e4a2fb177d4a8669f9d5c77ef25e_FORMATO.png",38133,30,280,"gol","Nulo",0,4.47,0,0.75,6,"280",NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,1,NA,9,4,1,NA,NA
"494","Aderlan de Lima Silva","aderlan","Aderlan","https://s.glbimg.com/es/sde/f/2020/07/28/10421e422ea8a27f59d89f98423c8dab_FORMATO.png",88423,30,280,"lat","Provável",0.9,8.72,-0.73,2.64,26,"280",1,74,54,4,11,25,NA,3,267,3,NA,5,NA,NA,NA,NA,NA,NA
"495","Alerrandro Barra Mansa Realino de Souza","alerrandro","Alerrandro","https://s.glbimg.com/es/sde/f/2020/07/28/e7ad33aff8b2ab2890e6f1e782d86362_FORMATO.png",101715,30,280,"ata","Nulo",0,9.76,0,4.34,16,"280",2,6,10,5,9,20,5,5,42,NA,2,NA,NA,NA,NA,NA,NA,1
"496","Luis Manuel Orejuela García","orejuela","Orejuela","https://s.glbimg.com/es/sde/f/2020/07/19/2277b33232bf3b6a9c2e569271b9f87d_FORMATO.png",95352,30,284,"lat","Contundido",0,10.1,0,5.19,17,"284",NA,49,27,3,7,23,1,1,164,1,1,8,NA,NA,NA,NA,NA,NA
"497","Everton Felipe de Oliveira Silva","everton-felipe","Everton Felipe","https://s.glbimg.com/es/sde/f/2020/07/16/8e57cefa124fc249fc9e07be0e3dc8bc_FORMATO.png",86519,30,373,"mei","Nulo",0,2.95,0,0.76,13,"373",1,10,6,4,2,17,NA,NA,79,2,NA,NA,NA,NA,NA,NA,1,NA
