"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FD","FF","FS","G","I","PI","A","DD","GS","SG","FT","PP","CV","DP","GC"
"395","Matheus Planelles Donelli","matheus-donelli","Matheus Donelli","https://s.glbimg.com/es/sde/f/2020/03/02/ecd88454276b6cf5879dc8ffe8ec8273_FORMATO.png",107179,29,264,"gol","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","Chrigor Flores Moraes","chrigor","Chrigor","https://s.glbimg.com/es/sde/f/2020/08/28/123262c1e7129d7e89de9867393d1cc5_FORMATO.png",101398,29,280,"ata","Nulo",-0.6,1.43,-0.15,0.08,4,"280",NA,2,4,NA,NA,2,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","Walter Leandro Capeloza Artune","walter","Walter","https://s.glbimg.com/es/sde/f/2020/07/21/d178a2c9aa56afb775c7a97c03fc4321_FORMATO.png",51413,29,264,"gol","Nulo",0,6.52,0,7.17,3,"264",2,NA,NA,NA,NA,NA,NA,NA,25,NA,4,NA,2,NA,NA,NA,NA,NA
"398","Ramon Ramos Lima","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/08/07/2658781d40904058494d16404f6c6608_FORMATO.png",101597,29,262,"lat","Nulo",0,1.25,0,-0.1,3,"Flamengo",NA,NA,1,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","Gustavo Luis Silva Aguiar","gustavinho","Gustavinho","https://s.glbimg.com/es/sde/f/2020/12/12/8f258c9cac6102644cea3e06dc4416ad_FORMATO.png",107252,29,290,"lat","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","Alex de Oliveira Nascimento","alex","Alex","https://s.glbimg.com/es/sde/f/2020/08/25/c7ba1be6aa6517cfd10dbc6c36264da4_FORMATO.png",101600,29,277,"zag","Nulo",4.8,2.93,0.14,2.45,9,"Santos",2,11,6,2,NA,7,NA,NA,28,NA,NA,NA,3,NA,NA,NA,NA,NA
"401","Roger de Carvalho","roger-carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2019/08/16/d8515ccddc1f7af2e574aa804762157c_FORMATO.png",51415,29,356,"zag","Nulo",0,2.77,0,2.1,5,"356",NA,2,3,NA,NA,2,NA,NA,10,NA,NA,NA,3,NA,NA,1,NA,NA
"402","Henrique Lordelo Souza de Oliveira","henrique-lordelo","Henrique Lordelo","https://s.glbimg.com/es/sde/f/2020/08/26/0ffd54648c0b345f87f9216be1906a0a_FORMATO.jpeg",107259,29,290,"mei","Nulo",0,0.78,0,0.03,3,"290",1,2,4,NA,NA,5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2020/08/26/07181c4e061a2e4a3daef524908f563b_FORMATO.png",62121,29,284,"gol","Nulo",0,6.55,0,1.86,20,"284",2,NA,NA,NA,NA,4,NA,NA,131,NA,14,17,6,NA,NA,NA,NA,NA
"404","Léo Matias Baiersdorf Linck","leo-linck","Léo Linck","https://s.glbimg.com/es/sde/f/2020/01/21/92721dbb7773acddb51581d786249881_FORMATO.png",107183,29,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","Eduardo Figueiredo da Cruz","indio","Índio","https://s.glbimg.com/es/sde/f/2020/12/07/684456d69e247c7d08f9ca26315f9e3c_FORMATO.png",107263,29,290,"ata","Nulo",2.2,1.08,0.3,0.23,3,"290",NA,NA,3,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,1,NA,NA,NA,NA
"406","Fabio Augusto Luciano da Silva","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2020/08/18/1e267a7ff59ae5084d7ab501dbd5b9b7_FORMATO.png",101729,29,293,"ata","Nulo",0,2.28,0,1.98,12,"293",NA,12,5,5,5,6,1,2,57,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","Francisco Tiago da Silva Santos","tiago-silva","Tiago Silva","https://s.glbimg.com/es/sde/f/2020/11/04/8afe0258fc6f94ae9cf5bed05d6d7252_FORMATO.png",107182,29,354,"mei","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","Mikael Filipe Viana","mikael","Mikael","https://s.glbimg.com/es/sde/f/2020/11/13/a73bd740adb93a9d3545c96e7c4d4c97_FORMATO.png",102299,29,292,"ata","Nulo",0,2.74,0,1.28,10,"292",NA,1,2,3,2,2,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","Gustavo Adolfo Torres Grueso","gustavo-torres","Gustavo Torres","https://s.glbimg.com/es/sde/f/2020/11/27/ace62345e6a036076f14fdccadcaf5c0_FORMATO.png",101413,29,267,"ata","Nulo",0,4.51,0,1.34,8,"267",1,8,12,2,7,3,NA,1,33,1,NA,NA,NA,NA,NA,NA,NA,NA
"410","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2020/08/31/4c0c31d702542c33340f28f8df3afae2_FORMATO.png",52950,29,282,"gol","Nulo",0,5.4,0,-9.2,1,"282",1,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,3,NA,NA,NA,NA,NA,NA
"411","Gonzalo Rodrigo Carneiro Méndez","gonzalo-carneiro","Gonzalo Carneiro","https://s.glbimg.com/es/sde/f/2019/04/01/504b1e2a808ffe49b9679b8e86de83b8_FORMATO.png",101796,29,276,"ata","Nulo",-1.5,2.49,-1.5,2.44,5,"276",NA,2,6,NA,NA,1,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"412","Pedro Henrique Marinho Maria","pedro-marinho","Pedro Marinho","https://s.glbimg.com/es/sde/f/2020/11/26/351af835f4c261329fd66f31d57e891b_FORMATO.png",107266,29,290,"ata","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Enderson Alves Moreira","enderson-moreira","Enderson Moreira","https://s.glbimg.com/es/sde/f/2021/01/09/5336a68c773385a330b61ee664795b87_FORMATO.png",62137,29,356,"tec","Provável",3.55,5.67,-0.06,2.62,9,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","Anderson Vieira Martins","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2020/09/23/1530da64b72d2b015a6177c0b41e132f_FORMATO.png",52618,29,265,"zag","Nulo",0,6.34,0,2.82,5,"265",1,4,6,NA,2,2,1,NA,5,NA,NA,NA,1,NA,NA,NA,NA,NA
"415","Matheus Bueno Batista","matheus-bueno","Matheus Bueno","https://s.glbimg.com/es/sde/f/2020/03/03/a159f5ccd62c81f4ada32db91977a6be_FORMATO.png",101832,29,294,"mei","Nulo",0,2.53,0,1.3,19,"Coritiba",1,26,16,3,3,16,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","Iago André Pires de Oliveira","iago","Iago","https://s.glbimg.com/es/sde/f/2020/11/27/fdc416852d3c5f69fd90f23f78d1806d_FORMATO.png",107194,29,293,"ata","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Orlando Arcanjo Valnier","orlando","Orlando","https://s.glbimg.com/es/sde/f/2020/11/27/fabedb9256b7e86724a18fbe62ad83b6_FORMATO.png",107184,29,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","Cayo Henrique Nascimento Ferreira","cayo-tenorio","Cayo Tenório","https://s.glbimg.com/es/sde/f/2020/08/17/415411430f758b61b7efedd588700ad9_FORMATO.png",107367,29,267,"lat","Nulo",5.5,4.73,0.87,3.33,9,"267",3,8,9,2,2,15,NA,NA,40,1,NA,NA,4,NA,NA,NA,NA,NA
"419","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2020/08/17/4dfbba68c3645f7379490067e0ce092d_FORMATO.png",62974,29,267,"zag","Provável",4.7,4.15,0.01,4.05,4,"267",NA,3,4,NA,1,2,NA,NA,16,NA,NA,NA,3,NA,NA,NA,NA,NA
"420","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2020/07/20/8da72cb158360ebe2e1e03b6c12b81dd_FORMATO.png",60969,29,292,"lat","Provável",0.8,8.17,-0.7,2.95,27,"292",2,41,35,4,15,32,1,7,248,5,NA,NA,5,1,NA,1,NA,NA
"421","Walter Henrique da Silva","walter","Walter","https://s.glbimg.com/es/sde/f/2020/07/11/e9da062d8d871c42bec83c2f50387e58_FORMATO.png",62128,29,293,"ata","Nulo",1.6,3.04,0.05,0.23,13,"293",1,1,7,2,5,9,NA,2,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Thonny Anderson da Silva Carvalho","thonny-anderson","Thonny Anderson","https://s.glbimg.com/es/sde/f/2020/07/28/50ffd2282fd3da3693e850891d65327e_FORMATO.png",101484,29,280,"mei","Nulo",0,3.77,0,0.03,8,"280",NA,3,4,NA,1,2,1,NA,15,NA,NA,NA,NA,NA,1,1,NA,NA
"423","Ytalo José Oliveira dos Santos","ytalo","Ytalo","https://s.glbimg.com/es/sde/f/2020/07/28/f5f19ab0ce1b02fc515f8bd18a88a815_FORMATO.png",53148,29,280,"ata","Provável",1.4,6.09,-1.38,3.38,21,"280",NA,17,17,11,12,14,2,5,37,4,NA,NA,NA,1,NA,NA,NA,NA
"424","Bruno da Silva Costa Leite","bruno-leite","Bruno Leite","https://s.glbimg.com/es/sde/f/2020/02/28/0b11aa48b3f2ef3b333a9cf52a39e44e_FORMATO.png",102301,29,293,"mei","Nulo",4,1.32,0.55,1.7,2,"293",NA,4,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Ramon Ricardo da Rocha","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/11/09/05e55b3e1fb2953c77a69b36a0a490af_FORMATO.png",107224,29,275,"lat","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","Caio Fernando de Oliveira","caio-paulista","Caio Paulista","https://s.glbimg.com/es/sde/f/2020/08/11/27269e07edef29d7ef1df8bb3900da5a_FORMATO.png",102318,29,266,"ata","Nulo",0,3.8,0,2.11,17,"266",1,15,11,2,5,13,2,3,43,1,NA,NA,NA,NA,NA,NA,NA,NA
"427","Gustavo Garcia dos Santos","garcia","Garcia","https://s.glbimg.com/es/sde/f/2021/01/08/dc543a39a60bdbe5a80d40a3c386493d_FORMATO.jpeg",107225,29,275,"lat","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Danilo dos Santos de Oliveira","danilo","Danilo","https://s.glbimg.com/es/sde/f/2020/09/02/e3f096d1affb1bfcebfbbfc6aa01f901_FORMATO.png",107231,29,275,"mei","Nulo",1.2,1.73,-0.1,1.14,13,"275",3,20,11,1,6,7,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Jurani Francisco Ferreira","ratinho","Ratinho","https://s.glbimg.com/es/sde/f/2020/08/26/6e025e8dfe1cf4c483ce1c8f215ff1f3_FORMATO.jpeg",101841,29,290,"mei","Nulo",0,2.26,0,1.04,7,"290",2,14,10,NA,2,4,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","João Pedro Vilardi Pinto","pepe","Pepê","https://s.glbimg.com/es/sde/f/2020/07/21/b1d7d69831818e53e0bb8c53abe1a2d1_FORMATO.png",101573,29,262,"mei","Nulo",0,1.73,0,1.2,4,"Flamengo",NA,2,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA
"431","Isaque Elias Brito","isaque","Isaque","https://s.glbimg.com/es/sde/f/2020/07/19/ab7cfc831a0762107f21b7bd866d6bf1_FORMATO.png",101483,29,284,"ata","Nulo",0,5.37,0,2.48,19,"284",NA,11,12,8,15,11,2,2,50,1,NA,NA,NA,NA,NA,NA,NA,NA
"432","Jair Diego Alves de Brito","jaja","Jajá","https://s.glbimg.com/es/sde/f/2020/02/28/d7b228fb1f0473cd8f5e68c71f5f2a95_FORMATO.png",107195,29,293,"ata","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Wanderley de Jesus Sousa","derley","Derley","https://s.glbimg.com/es/sde/f/2019/03/22/38fbbc852eaf7ac63811890c98f9ee2a_FORMATO.png",60791,29,356,"mei","Nulo",-2,2.14,-0.54,-0.44,5,"356",2,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Rodrigo Eduardo Costa Marinho","rodriguinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2020/07/19/53fbb01cb440a683d3d6cf3e622ea4dc_FORMATO.png",61033,29,265,"mei","Nulo",0,13.69,0,4.14,16,"265",2,12,12,10,10,29,4,3,88,1,NA,NA,NA,1,NA,NA,NA,NA
"435","Alyson Vinícius Almeida Neves","alyson","Alyson","https://s.glbimg.com/es/sde/f/2020/07/16/d2d8dba7990915f9cb778e454ae473a0_FORMATO.png",102330,29,354,"lat","Contundido",0,2.32,0,1.17,6,"354",3,13,9,NA,2,8,NA,2,51,NA,NA,NA,1,NA,NA,NA,NA,NA
"436","Felipe Jonatan Rocha Andrade","felipe-jonatan","Felipe Jonatan","https://s.glbimg.com/es/sde/f/2020/03/09/0b840af999aed1a7ec1a7a35dee46abc_FORMATO.png",101708,29,277,"lat","Provável",0,11.93,0,4.28,25,"Santos",6,82,27,4,15,28,2,1,205,1,NA,NA,4,NA,NA,NA,NA,NA
"437","Ángelo Giovanni Araos Llanos","araos","Araos","https://s.glbimg.com/es/sde/f/2020/07/21/e063b0d6307468bf5a905f24f53404ff_FORMATO.png",102352,29,264,"mei","Nulo",0,6.35,0,2.95,8,"264",2,7,8,2,4,9,1,NA,35,2,NA,NA,NA,NA,NA,NA,NA,NA
"438","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2020/02/27/874b64215923c64744352951788dc4b4_FORMATO.png",60852,29,285,"lat","Nulo",0,4.46,0,1.81,12,"285",1,22,19,1,NA,5,NA,NA,125,1,NA,NA,3,NA,NA,NA,NA,NA
"439","Hugo de Souza Nogueira","hugo-souza","Hugo Souza","https://s.glbimg.com/es/sde/f/2020/07/21/8797280aa7931393c0b38693520e8195_FORMATO.png",101574,29,262,"gol","Nulo",0,1.85,0,1.38,11,"Flamengo",NA,NA,NA,NA,NA,1,NA,NA,53,NA,11,17,2,NA,NA,NA,NA,NA
"440","Helderson Tavares Santos","helder","Helder","https://s.glbimg.com/es/sde/f/2020/11/17/cbb586aa88b4625db7eb4e394b179cb6_FORMATO.jpeg",107230,29,275,"zag","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Lucca Borges Brito","lucca","Lucca","https://s.glbimg.com/es/sde/f/2020/10/13/4e771210e49b104092cac2a09476bbd1_FORMATO.png",61149,29,266,"ata","Nulo",0,4.47,0,2.47,7,"266",NA,8,6,2,NA,9,1,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Marcelo da Conceição Benevenuto Malaquias","marcelo-benevenuto","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2019/03/22/0e2a859e1579e9ad52cd2edbc1297e88_FORMATO.png",95638,29,263,"zag","Provável",0,5.68,0,1.99,22,"263",6,32,21,1,10,15,NA,1,70,1,NA,NA,4,NA,NA,NA,NA,NA
"443","Leandro Matheus dos Anjos Conceição de Oliveira","leandro","Leandro","https://s.glbimg.com/es/sde/f/2020/11/17/72cf2c656a1a49ffafa38dfb958d87cc_FORMATO.jpeg",107222,29,275,"gol","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","Gilberto Oliveira Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2020/07/23/cfa56df3c36a70e02c751261d2b54d77_FORMATO.png",61188,29,265,"ata","Nulo",0,7.72,0,3.77,21,"265",5,12,25,20,20,31,5,6,65,1,NA,NA,NA,1,1,NA,NA,NA
"445","Bruno Roberto Pereira da Silva","bruninho","Bruninho","https://s.glbimg.com/es/sde/f/2020/07/19/a8a4dd85c718d51ded9273e2453ecfd5_FORMATO.png",101716,29,292,"mei","Nulo",0,3.43,0,1.09,12,"292",1,7,5,3,3,3,NA,1,23,NA,NA,NA,NA,2,NA,NA,NA,NA
"446","Vanderlan Barbosa da Silva","vanderlan","Vanderlan","https://s.glbimg.com/es/sde/f/2020/11/13/824abafe2a62f60ca700c03cd4b85b95_FORMATO.png",107236,29,275,"lat","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Lucas de Ramos Silveira","lucas-ramos","Lucas Ramos","https://s.glbimg.com/es/sde/f/2020/07/20/7b0e0156fc1cd2d84d7b0e0e46ddd001_FORMATO.png",106000,29,285,"mei","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Alerrandro Barra Mansa Realino de Souza","alerrandro","Alerrandro","https://s.glbimg.com/es/sde/f/2020/07/28/e7ad33aff8b2ab2890e6f1e782d86362_FORMATO.png",101715,29,280,"ata","Nulo",0,9.76,0,4.34,16,"280",NA,6,10,5,9,20,5,5,42,2,NA,NA,NA,2,1,NA,NA,NA
"449","Lucas Santos da Silva","lucas-santos","Lucas Santos","https://s.glbimg.com/es/sde/f/2020/08/17/9d1cc15782d0788c4ccb7f3cd9a12641_FORMATO.png",101718,29,267,"mei","Nulo",0,0.99,0,-1,3,"267",1,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Eric dos Santos Rodrigues","ramires","Ramires","https://s.glbimg.com/es/sde/f/2020/11/18/df8a0d80a74054663ff19ac2bd6c6799_FORMATO.png",103295,29,280,"mei","Nulo",-0.6,3.71,-0.19,-0.3,6,"280",NA,NA,4,NA,1,3,NA,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","Lucas Lourenço Andrade","lucas-lourenco","Lucas Lourenço","https://s.glbimg.com/es/sde/f/2018/03/21/f7982f701870b51a5c2699877f0f30c6_FORMATO.png",101580,29,277,"mei","Nulo",0,2.14,0,0.67,13,"Santos",2,11,10,1,2,12,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Ligger Moreira Malaquias","ligger","Ligger","https://s.glbimg.com/es/sde/f/2020/07/28/255a365d2d791e29f34e34db72b286f4_FORMATO.png",61141,29,280,"zag","Suspenso",-2.1,3.56,-0.41,2.1,21,"280",3,28,27,1,5,11,NA,NA,52,1,NA,NA,5,NA,NA,NA,NA,NA
"453","João Fernando Monteiro Siqueira","joao-fernando","João Fernando","https://s.glbimg.com/es/sde/f/2020/09/01/7263507a2ac5cfecff6f8e555a1932dc_FORMATO.png",104079,29,262,"gol","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Daniel Lima de Castro","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/09/05/6843fd79515e70cbbee0436b93ef2f14_FORMATO.png",107370,29,266,"lat","Nulo",0,1.02,0,1,1,"266",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Thiago Beserra dos Santos","thiaguinho","Thiaguinho","https://s.glbimg.com/es/sde/f/2020/03/05/d9e74309d644cc5e8eb0fafd0277e152_FORMATO.png",102599,29,264,"mei","Nulo",0,3,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2020/03/09/ebc79a97a8840c38c63b16446a1c84b5_FORMATO.png",63013,29,275,"lat","Nulo",0,8.11,0,2.9,16,"275",2,39,16,NA,1,13,NA,NA,131,NA,NA,NA,5,NA,NA,NA,NA,NA
"457","Abner Vinícius da Silva Santos","abner-vinicius","Abner Vinícius","https://s.glbimg.com/es/sde/f/2020/03/03/8152efe1ea15b6718521532a290b7451_FORMATO.png",104513,29,293,"lat","Provável",6.4,9.88,0.25,3.37,24,"293",3,40,32,5,8,11,1,1,224,2,NA,NA,10,NA,NA,NA,NA,NA
"458","Paulo Henrique Chagas de Lima","ganso","Ganso","https://s.glbimg.com/es/sde/f/2020/08/11/6065b1defc59b5a923da5fc98d24534c_FORMATO.png",62977,29,266,"mei","Contundido",0,3.86,0,1.65,17,"266",3,16,8,2,4,8,1,NA,54,2,NA,NA,NA,NA,NA,NA,NA,NA
"459","Jonas Gabriel da Silva Nunes","toro","Toró","https://s.glbimg.com/es/sde/f/2019/04/01/537547b0687a098437442f6632e753bc_FORMATO.png",101885,29,276,"ata","Nulo",0,3.15,0,1.43,6,"276",NA,2,NA,NA,2,1,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"460","Nathan Otávio Ribeiro","nathan-ribeiro","Nathan Ribeiro","https://s.glbimg.com/es/sde/f/2020/03/03/96fb7ded5758b12433b954935496405f_FORMATO.png",102607,29,294,"zag","Nulo",0,2.29,0,-0.2,1,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Pablo Thiago Ferreira Thomaz","pablo-thomaz","Pablo Thomaz","https://s.glbimg.com/es/sde/f/2020/09/30/a7b22d74d41827304b8a71b4c57641d3_FORMATO.png",102797,29,294,"ata","Nulo",1.6,1.13,0.28,0.72,9,"Coritiba",NA,3,2,2,1,5,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2019/11/14/7b85c924694c25ac9829f4379ef2b451_FORMATO.png",63172,29,356,"zag","Provável",4.2,3.66,0.59,1.97,22,"356",3,23,26,2,3,9,NA,3,85,NA,NA,NA,8,NA,NA,NA,NA,NA
"463","Nathan Uilian Fogaça","nathan","Nathan ","https://s.glbimg.com/es/sde/f/2020/03/03/e6e59b655c3cc3a36d2dd52bda9b59d7_FORMATO.png",102667,29,294,"ata","Nulo",0,0.78,0,0.12,8,"Coritiba",NA,1,4,2,NA,3,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Kaio Jorge Pinto Ramos","kaio-jorge","Kaio Jorge","https://s.glbimg.com/es/sde/f/2020/03/09/2863be83eb651b5fcae91f0fa484d0b1_FORMATO.png",103445,29,277,"ata","Provável",0.9,4.16,-0.13,1.61,23,"Santos",4,14,32,2,13,32,2,2,50,1,NA,NA,NA,1,NA,NA,NA,NA
"465","Kaio Nunes Ferreira","kaio","Kaio","https://s.glbimg.com/es/sde/f/2020/08/26/defba11bfc1c0574154c40932f23aefd_FORMATO.jpeg",102563,29,290,"mei","Nulo",0,3,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Luan Vinícius da Silva Santos ","luan","Luan","https://s.glbimg.com/es/sde/f/2019/04/01/d66903d72e2d84e1b6c05a8579691862_FORMATO.png",102909,29,276,"mei","Provável",0.1,3.18,0.38,0.85,16,"276",5,29,22,2,2,9,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Matheus Henrique Teixeira","matheus-teixeira","Matheus Teixeira","https://s.glbimg.com/es/sde/f/2020/02/28/0be52fce88dbd641cee3e966d4765bbb_FORMATO.png",102907,29,265,"gol","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Vinicius Moreira de Lima","lima","Lima","https://s.glbimg.com/es/sde/f/2020/08/31/9ee2c327a2b00392ebb233a1d11a401a_FORMATO.png",96340,29,354,"mei","Provável",-0.1,5.13,-0.23,2.5,22,"354",5,32,25,5,4,32,3,4,68,1,NA,NA,NA,NA,NA,NA,NA,NA
"469","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2019/03/22/7da6584b8edbee8649acb25931c97e1e_FORMATO.png",63194,29,356,"lat","Dúvida",4.3,6.56,0.63,2.68,18,"356",2,25,27,NA,3,21,NA,2,113,NA,NA,NA,8,NA,NA,NA,NA,NA
"470","Paulo Victor da Costa Miranda Alves","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2020/02/27/74ddc254a8569f1942f11d75089de911_FORMATO.png",107373,29,266,"mei","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Miguel Ferreira Damasceno","miguel-figueira","Miguel Figueira","https://s.glbimg.com/es/sde/f/2020/08/26/3fa464ee6de9c64f2d753dc0dc419801_FORMATO.jpeg",102565,29,290,"mei","Nulo",0.1,1.71,0.04,1.6,12,"290",2,9,17,1,5,14,1,NA,25,1,NA,NA,NA,NA,NA,NA,NA,NA
"472","André Luiz Ribeiro da Silva","andre","André","https://s.glbimg.com/es/sde/f/2021/01/07/11322c8a868b34a2756cc78de4edff18_FORMATO.png",104080,29,354,"gol","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Leonardo Rodrigues dos Santos","leo-santos","Léo Santos","https://s.glbimg.com/es/sde/f/2020/07/21/c10deb3a4469411c9e7ee2bee05fbeea_FORMATO.png",95820,29,264,"zag","Nulo",0,2,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Vitor Hugo Naum dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2019/08/09/4c1f2f2ebbf72fa37a797a53aababd3a_FORMATO.png",101960,29,293,"ata","Nulo",0,15.46,0,5.9,5,"293",1,5,13,4,2,11,2,NA,29,1,NA,NA,NA,1,NA,NA,NA,NA
"475","Yan Medeiros Sasse","yan-sasse","Yan Sasse","https://s.glbimg.com/es/sde/f/2020/08/18/02007417e97ff029ccbe7f0234bfffff_FORMATO.png",96055,29,294,"mei","Nulo",0,0.8,0,-0.04,16,"Coritiba",3,14,17,1,5,7,NA,1,33,NA,NA,NA,NA,NA,NA,1,NA,NA
