"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","CV","DS","FC","FD","FF","FS","G","GC","PI","SG","I","DD","GS","FT","DP","PP"
"410","Nathanael Ananias da Silva","nathan-silva","Nathan Silva","https://s.glbimg.com/es/sde/f/2020/03/03/b83d40e4104fc0cb62636da75ac2daaa_FORMATO.png",95794,32,294,"mei","Provável",-4.2,1.33,-1.04,0.63,14,"Coritiba",1,8,NA,24,35,NA,7,11,1,NA,56,NA,NA,NA,NA,NA,NA,NA
"411","Ronaldo Henrique Ferreira da Silva","ronaldo-henrique","Ronaldo Henrique","https://s.glbimg.com/es/sde/f/2020/02/28/49ff6a8c8384889f57c57e2f5f29f69c_FORMATO.png",85149,32,292,"mei","Provável",3.7,3.23,0.62,0.57,18,"292",NA,3,NA,21,21,NA,5,14,NA,NA,52,NA,NA,NA,NA,NA,NA,NA
"412","Sander Henrique Bortolotto","sander","Sander","https://s.glbimg.com/es/sde/f/2020/02/27/a37c5329c7b02ddb15c081c9d02ebed3_FORMATO.png",86391,32,292,"lat","Nulo",4.9,8.74,0.51,2.61,20,"292",NA,4,1,49,19,2,3,40,NA,NA,141,3,NA,NA,NA,NA,NA,NA
"413","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2020/02/27/9cee4ad663339179015a63de55e0cde2_FORMATO.png",84855,32,292,"lat","Provável",2.6,4.99,0.15,2.98,10,"292",NA,2,NA,13,6,1,NA,5,NA,NA,49,5,NA,NA,NA,NA,NA,NA
"414","Claudio Luiz Rodrigues Parisi Leonel","claudinho","Claudinho","https://s.glbimg.com/es/sde/f/2020/07/28/552853b4ec9d01e9cfe52d7863da96fd_FORMATO.png",92630,32,280,"ata","Provável",14.3,17.1,-0.92,6.95,28,"280",5,4,NA,43,24,21,26,43,14,NA,269,NA,4,NA,NA,NA,NA,1
"415","Luan Polli Gomes","luan-polli","Luan Polli ","https://s.glbimg.com/es/sde/f/2020/02/27/bd93895c12a44bedff2c8516452fc868_FORMATO.png",88916,32,292,"gol","Provável",4.7,5.18,1.43,1.41,24,"292",NA,3,NA,NA,1,NA,NA,2,NA,NA,256,7,NA,23,31,NA,NA,NA
"416","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2020/07/19/41ce77506da0f68a1af80fc131b3ce50_FORMATO.png",89226,32,292,"zag","Provável",18.1,9.17,3.25,2.74,28,"292",1,7,NA,42,34,2,8,16,4,NA,176,6,NA,NA,NA,NA,NA,NA
"417","Adryelson Shawann Lima Silva","adryelson","Adryelson","https://s.glbimg.com/es/sde/f/2020/02/27/af95f24d59281d8062c7bb367417bce2_FORMATO.png",91664,32,292,"zag","Provável",6.1,4.45,1.13,1.4,29,"292",NA,6,NA,31,39,3,8,19,NA,1,103,7,2,NA,NA,1,NA,NA
"418","Natanael Moreira Milouski","natanael","Natanael","https://s.glbimg.com/es/sde/f/2020/03/03/2c9e5951bc7a8dfb8ed3c7f7759e59f6_FORMATO.png",107554,32,294,"lat","Provável",2.7,3.03,-1.36,3.48,16,"Coritiba",NA,NA,1,34,23,1,3,17,1,NA,64,5,1,NA,NA,NA,NA,NA
"419","Leandro Barcia Montero","leandro-barcia","Leandro Barcia","https://s.glbimg.com/es/sde/f/2020/02/27/78521d3f41f6e49002ef62386b998bb7_FORMATO.png",91242,32,292,"ata","Contundido",0,7.56,0,2.94,16,"292",NA,2,NA,26,19,6,6,20,3,NA,86,NA,6,NA,NA,NA,NA,NA
"420","João Vitor Lopes da Silva","joao-lopes","João Lopes","https://s.glbimg.com/es/sde/f/2020/02/27/4012f0571b348cc8555fa38f0282b94b_FORMATO.png",105629,32,266,"gol","Nulo",0,2,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Bruno Nunes de Barros","bruno-tubarao","Bruno Tubarão","https://s.glbimg.com/es/sde/f/2020/07/28/463ff91ecdd216754f963fbe0244e831_FORMATO.png",93637,32,280,"mei","Nulo",0.7,3.6,0.14,2.1,24,"280",1,3,NA,34,17,5,12,15,1,NA,99,NA,3,NA,NA,2,NA,NA
"422","Henrique Vermudt","henrique-vermudt","Henrique Vermudt","https://s.glbimg.com/es/sde/f/2020/03/03/935e5497d5d03ac1eefea34e909731cf_FORMATO.png",104504,32,294,"mei","Provável",-0.5,1.46,-0.43,0.67,6,"Coritiba",NA,NA,NA,6,2,NA,1,2,NA,NA,28,NA,NA,NA,NA,NA,NA,NA
"423","Rodrigo dos Santos de Freitas","rodrigo-freitas","Rodrigo Freitas","https://s.glbimg.com/es/sde/f/2020/09/04/018d68fa1c6441d3b39970cfad8ee083_FORMATO.png",103261,32,276,"zag","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","Maílson Tenório dos Santos","mailson","Maílson","https://s.glbimg.com/es/sde/f/2018/05/24/d5727b385d03345fbbfcdc75ebcdbe7c_FORMATO.png",98034,32,292,"gol","Nulo",0,0.98,0,-0.4,7,"292",NA,1,NA,1,1,NA,NA,1,NA,NA,58,NA,NA,6,10,NA,NA,NA
"425","Vitor João Batista Santos","vitao","Vitão","https://s.glbimg.com/es/sde/f/2020/08/19/8d89e0782d31ffe143e665f63aca12a9_FORMATO.png",109318,32,354,"zag","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","Aderlan de Lima Silva","aderlan","Aderlan","https://s.glbimg.com/es/sde/f/2020/07/28/10421e422ea8a27f59d89f98423c8dab_FORMATO.png",88423,32,280,"lat","Provável",9.6,10.26,1.07,2.96,28,"280",1,4,NA,88,58,4,11,27,NA,NA,287,6,3,NA,NA,NA,NA,NA
"427","Lucas Braga Ribeiro","lucas-braga","Lucas Braga","https://s.glbimg.com/es/sde/f/2020/12/14/090143e69449bf205b8538d02b7a7981_FORMATO.png",99119,32,277,"ata","Nulo",13.8,5.38,2.37,2.1,25,"Santos",2,3,NA,27,32,6,5,42,2,NA,80,NA,5,NA,NA,NA,NA,NA
"428","Leonardo Rech Ortiz","leo-ortiz","Léo Ortiz","https://s.glbimg.com/es/sde/f/2020/07/28/090452058da707cf73facf6249235bfb_FORMATO.png",97867,32,280,"zag","Provável",7,9.09,0.75,3.12,30,"280",NA,4,NA,56,15,2,7,13,3,1,135,6,NA,NA,NA,1,NA,NA
"429","Bruno Roberto Pereira da Silva","bruninho","Bruninho","https://s.glbimg.com/es/sde/f/2020/07/19/a8a4dd85c718d51ded9273e2453ecfd5_FORMATO.png",101716,32,292,"mei","Nulo",0.5,3.5,-0.43,1.22,14,"292",NA,1,NA,8,6,6,3,4,NA,NA,29,NA,1,NA,NA,2,NA,NA
"430","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2020/08/07/30c87e07fe73b6315d5dd92b27e9ea12_FORMATO.png",90768,32,280,"zag","Nulo",0,1.03,0,1.1,10,"280",NA,2,1,18,11,NA,1,4,1,NA,33,NA,NA,NA,NA,NA,NA,NA
"431","Artur Victor Guimarães","artur","Artur","https://s.glbimg.com/es/sde/f/2020/07/28/e1784a425e398f05dd3d8f178a3ddaf6_FORMATO.png",95799,32,280,"ata","Provável",1.4,12.02,-1.13,3.73,27,"280",5,2,NA,34,19,15,33,54,1,NA,239,NA,5,NA,NA,2,NA,1
"432","Matheus Sousa de Jesus","matheus-jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2020/07/28/f6113500995af8a65418616d8f79fc39_FORMATO.png",95335,32,280,"mei","Nulo",0,4.03,0,0.95,11,"280",1,3,NA,9,13,3,7,9,NA,NA,43,NA,1,NA,NA,NA,NA,NA
"433","Chrigor Flores Moraes","chrigor","Chrigor","https://s.glbimg.com/es/sde/f/2020/08/28/123262c1e7129d7e89de9867393d1cc5_FORMATO.png",101398,32,280,"ata","Nulo",0,1.43,0,0.08,4,"280",NA,NA,NA,2,4,NA,NA,2,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"434","Thonny Anderson da Silva Carvalho","thonny-anderson","Thonny Anderson","https://s.glbimg.com/es/sde/f/2020/07/28/50ffd2282fd3da3693e850891d65327e_FORMATO.png",101484,32,280,"mei","Nulo",0,3.77,0,0.03,8,"280",NA,NA,1,3,4,NA,1,2,1,NA,15,NA,NA,NA,NA,NA,NA,1
"435","Leandro Henrique do Nascimento","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2020/08/21/0a104e26afc93ebbbf158e5bfc8a3400_FORMATO.png",91702,32,280,"ata","Nulo",0,2.02,-0.17,0.72,9,"280",NA,NA,NA,2,2,1,3,6,NA,NA,11,NA,NA,NA,NA,NA,NA,NA
"436","Mauricio Aníbal Isla Isla","isla","Isla","https://s.glbimg.com/es/sde/f/2020/08/28/bfa17ba766cfaa70d4c11c51304fc336_FORMATO.png",69345,32,262,"lat","Provável",-0.6,8.55,-0.72,3.52,22,"Flamengo",5,4,NA,45,27,NA,2,15,1,NA,147,6,7,NA,NA,NA,NA,NA
"437","Francisco Hyun Sol Kim","chico","Chico","https://s.glbimg.com/es/sde/f/2020/08/04/13893a6365a1a9dc6fc1d57912718f8d_FORMATO.png",82407,32,373,"ata","Dúvida",0,4.97,0,2.48,26,"373",3,2,NA,24,33,13,13,47,1,NA,168,NA,1,NA,NA,2,NA,NA
"438","Francisco Alves da Silva Melo","chico","Chico","https://s.glbimg.com/es/sde/f/2020/02/27/091e13c92c44ecc1214f5f2ecd1f2b5d_FORMATO.png",99253,32,292,"zag","Nulo",0,2.78,0,2.74,11,"292",NA,1,NA,18,6,NA,1,2,NA,NA,47,4,NA,NA,NA,NA,NA,NA
"439","Maxwell Lima Santos Silva","maxwell","Maxwell","https://s.glbimg.com/es/sde/f/2020/02/27/6dd964a64713673b192cdf5819becdb7_FORMATO.png",107092,32,292,"ata","Nulo",0,2.1,0,0.95,4,"292",NA,NA,NA,3,1,NA,1,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"440","Patryck Lanza dos Reis","patryck","Patryck","https://s.glbimg.com/es/sde/f/2019/12/07/16db10736ef6804934ecc4e13a0b35d3_FORMATO.png",106829,32,276,"lat","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Alan Steven Franco Palma","franco","Franco","https://s.glbimg.com/es/sde/f/2020/08/31/b9998b0398f68bde01652c40392cd3be_FORMATO.png",39656,32,282,"mei","Nulo",0,4.56,0,1.87,21,"282",NA,1,NA,23,30,4,5,15,3,NA,64,NA,1,NA,NA,NA,NA,NA
"442","Leonardo Javier Realpe Montaño","realpe","Realpe","https://s.glbimg.com/es/sde/f/2020/07/28/b2e83687d1e3ee5357f4fde25603a389_FORMATO.png",106299,32,280,"zag","Nulo",0,2.74,0,0.97,6,"280",NA,1,NA,9,1,NA,1,1,NA,NA,20,NA,NA,NA,NA,NA,NA,NA
"443","Cleiton Schwengber","cleiton","Cleiton","https://s.glbimg.com/es/sde/f/2020/08/11/56999db7c665007bbfe8c1e1b0e76f8d_FORMATO.png",93882,32,280,"gol","Provável",7,1.78,1,-0.16,25,"280",NA,NA,NA,1,NA,NA,NA,4,NA,NA,200,5,NA,11,28,NA,NA,NA
"444","Jean Pyerre Casagrande Silveira Correa","jean-pyerre","Jean Pyerre","https://s.glbimg.com/es/sde/f/2019/07/09/c0831db56540c4e253fdd6affa63d176_FORMATO.png",98832,32,284,"mei","Provável",8.8,11.98,1.56,3.99,12,"284",1,NA,NA,13,6,4,15,10,2,NA,80,NA,NA,NA,NA,1,NA,NA
"445","Pedro Henrique Naressi Machado","pedro-naressi","Pedro Naressi","https://s.glbimg.com/es/sde/f/2020/09/14/46ddb181165c7727e2b17d88bb13428e_FORMATO.png",98529,32,354,"mei","Nulo",0,1.13,0,1.42,10,"354",1,4,NA,14,15,NA,2,8,1,NA,29,NA,NA,NA,NA,NA,NA,NA
"446","Alerrandro Barra Mansa Realino de Souza","alerrandro","Alerrandro","https://s.glbimg.com/es/sde/f/2020/07/28/e7ad33aff8b2ab2890e6f1e782d86362_FORMATO.png",101715,32,280,"ata","Nulo",0,9.76,0,4.34,16,"280",2,NA,NA,6,10,5,9,20,5,NA,42,NA,5,NA,NA,2,NA,1
"447","Walter Kannemann","kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2018/05/21/7a4b8f949ed4d8b668d8c40a33e50edb_FORMATO.png",87342,32,284,"zag","Provável",3.2,9.76,0.47,3.33,12,"284",NA,4,1,32,26,2,3,17,NA,NA,44,5,NA,NA,NA,NA,NA,NA
"448","Leonardo Natel Vieira","leo-natel","Léo Natel","https://s.glbimg.com/es/sde/f/2020/07/21/75fe8f637b732326ab10856c62020124_FORMATO.png",98952,32,264,"ata","Nulo",-2.2,3.34,0.01,1.26,20,"264",1,3,NA,17,29,6,8,11,2,NA,84,NA,6,NA,NA,NA,NA,NA
"449","Danilo dos Santos de Oliveira","danilo","Danilo","https://s.glbimg.com/es/sde/f/2020/09/02/e3f096d1affb1bfcebfbbfc6aa01f901_FORMATO.png",107231,32,275,"mei","Nulo",0,2.28,0,1.35,14,"275",NA,3,NA,23,12,1,7,10,NA,NA,38,NA,NA,NA,NA,NA,NA,NA
"450","Victor Hugo Santana Carvalho","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/07/28/51d0ea8bb18b7deb239ab41038d9cf2a_FORMATO.png",95770,32,280,"mei","Nulo",0,2.29,0,0,1,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","Marcos Vinicius Serrato","marcos-serrato","Marcos Serrato","https://s.glbimg.com/es/sde/f/2020/09/23/0572f6d3ff5c4a259bb808efddb9cfda_FORMATO.png",88307,32,292,"mei","Nulo",0,2.3,0,-0.1,1,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"452","Fagner Conserva Lemos","fagner","Fagner","https://s.glbimg.com/es/sde/f/2020/07/21/86994a3b5f98e1f43ef23a09d56aa65c_FORMATO.png",42500,32,264,"lat","Nulo",0.2,10.64,-0.89,3.74,20,"264",NA,2,1,54,24,8,6,18,1,NA,237,7,2,NA,NA,NA,NA,NA
"453","Kevin Peterson dos Santos Silva","kevin","Kevin ","https://s.glbimg.com/es/sde/f/2020/07/22/3146ee098c41caa4d1ed2022bd3dc17e_FORMATO.png",91888,32,263,"lat","Nulo",1.4,3.01,0.11,1.15,24,"263",1,3,NA,57,30,3,1,20,NA,1,309,2,4,NA,NA,NA,NA,NA
"454","Paulo Henrique Pereira da Silva","paulinho-boia","Paulinho Bóia","https://s.glbimg.com/es/sde/f/2020/07/21/b835e53eaf060e493f1fdd092c0174c6_FORMATO.png",100333,32,276,"ata","Nulo",0,4.15,0,2.52,12,"276",NA,NA,NA,14,10,5,6,18,NA,NA,26,NA,4,NA,NA,2,NA,NA
"455","Victor Luis Chuab Zamblauskas","victor-luis","Victor Luis","https://s.glbimg.com/es/sde/f/2020/07/21/63b1b5162d56c5b17d785e530bc0fd50_FORMATO.png",86410,32,263,"lat","Nulo",-0.6,9.06,-0.56,3.37,23,"263",1,1,1,60,19,6,4,22,2,NA,193,3,NA,NA,NA,NA,NA,1
"456","Lucas Felipe Calegari","calegari","Calegari","https://s.glbimg.com/es/sde/f/2020/08/11/62173af2578274ecacd1dfb222a0b1ed_FORMATO.png",104276,32,266,"lat","Provável",5.4,6.2,0.42,5.31,15,"266",NA,2,NA,56,20,2,5,41,NA,NA,119,4,1,NA,NA,1,NA,NA
"457","Gabriel Rodrigues Noga","gabriel-noga","Gabriel Noga","https://s.glbimg.com/es/sde/f/2020/09/24/3fff46cdd51ae4c51550bdc35b8b98fe_FORMATO.png",107107,32,262,"zag","Nulo",0,0.78,0,-0.35,2,"Flamengo",NA,1,NA,2,1,NA,NA,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"458","Brenner Souza da Silva","brenner","Brenner","https://s.glbimg.com/es/sde/f/2020/07/23/08b2259246ad0fdc037dd11a4549d219_FORMATO.png",99789,32,276,"ata","Provável",0.5,6.51,0.41,4.68,23,"276",1,5,NA,12,17,16,18,32,8,NA,44,NA,6,NA,NA,1,NA,NA
"459","Maurício Nogueira Barbieri","mauricio-barbieri","Maurício Barbieri","https://s.glbimg.com/es/sde/f/2020/09/04/e02bb39b647e439b21dc457b3d833853_FORMATO.png",82792,32,280,"tec","Provável",6.39,8.63,0.15,3.65,24,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Ángelo Giovanni Araos Llanos","araos","Araos","https://s.glbimg.com/es/sde/f/2020/07/21/e063b0d6307468bf5a905f24f53404ff_FORMATO.png",102352,32,264,"mei","Nulo",0,6.35,0,2.95,8,"264",2,2,NA,7,8,2,4,9,1,NA,35,NA,NA,NA,NA,NA,NA,NA
"461","Ravanelli Ferreira dos Santos","ravanelli","Ravanelli","https://s.glbimg.com/es/sde/f/2020/09/05/08428ea1a04ba3d8819ad7117a72e492_FORMATO.png",92193,32,293,"mei","Nulo",0,3.76,0,2.21,11,"293",1,NA,NA,4,9,3,5,12,1,NA,38,NA,2,NA,NA,1,NA,NA
"462","Iván Darío Angulo Cortés","ivan-angulo","Iván Angulo","https://s.glbimg.com/es/sde/f/2020/10/31/2d48ba4a777a29e1dda705093ee62984_FORMATO.png",105841,32,263,"ata","Nulo",1.9,2.77,0.21,-0.93,3,"263",NA,NA,1,4,5,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"463","José Ítalo Monteiro Fidelis dos Santos","italo","Ítalo","https://s.glbimg.com/es/sde/f/2020/09/24/16dea88855a580e160fd2c0722019c6a_FORMATO.png",107108,32,262,"lat","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","João Fernando Monteiro Siqueira","joao-fernando","João Fernando","https://s.glbimg.com/es/sde/f/2020/09/01/7263507a2ac5cfecff6f8e555a1932dc_FORMATO.png",104079,32,262,"gol","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Gabriel Silva Vieira","gabriel-silva","Gabriel Silva","https://s.glbimg.com/es/sde/f/2020/08/31/0a2bee87b74c5aa4a5eb332b01b24185_FORMATO.png",103766,32,275,"mei","Nulo",1.4,0.9,0.12,0.22,10,"275",NA,1,NA,3,6,1,6,2,NA,NA,8,NA,4,NA,NA,NA,NA,NA
"466","Hugo Gonçalves Ferreira Neto","hugo","Hugo","https://s.glbimg.com/es/sde/f/2020/09/01/92a0fea7045605b2258385813fe03b68_FORMATO.png",109668,32,263,"lat","Nulo",0,2.01,0,4.9,1,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"467","Guilherme Henrique da Silva","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2020/09/15/3a237516c85f8d22f8b1a2ae1e636a1a_FORMATO.png",109689,32,266,"lat","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Guilherme Alecsander Guedes","guilherme-guedes","Guilherme Guedes","https://s.glbimg.com/es/sde/f/2020/07/19/3e492b4747eacc5d7e87267e97310fad_FORMATO.png",100741,32,284,"lat","Nulo",0,3,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Raul Gustavo Pereira Bicalho","raul-gustavo","Raul Gustavo","https://s.glbimg.com/es/sde/f/2020/09/07/6ef42a43a591123de1b0e724686af4fd_FORMATO.png",109389,32,264,"zag","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Marcelo Alves Santos","marcelo-alves","Marcelo Alves","https://s.glbimg.com/es/sde/f/2020/08/17/eb3ae31017de7743d4838a3e8d4412be_FORMATO.png",104050,32,267,"zag","Nulo",1.6,2.48,-0.47,2.87,8,"267",NA,NA,NA,13,8,NA,NA,2,NA,NA,20,3,NA,NA,NA,NA,NA,NA
"471","Rafael Forster","rafael-forster","Rafael Forster","https://s.glbimg.com/es/sde/f/2020/07/25/45f0a542e4a96e80e8787fdca06ccec8_FORMATO.png",82764,32,263,"zag","Nulo",-0.3,2.76,-0.15,0.92,18,"263",NA,3,1,20,20,1,6,16,NA,NA,103,3,2,NA,NA,NA,NA,NA
"472","Ygor de Oliveira Ferreira","ygor-catatau","Ygor Catatau","https://s.glbimg.com/es/sde/f/2020/08/17/fd7a0d6eccfebe7256b429fbca413830_FORMATO.png",100977,32,267,"ata","Nulo",0,2.39,0,1.64,10,"267",1,1,NA,5,6,NA,3,8,1,NA,25,NA,1,NA,NA,NA,NA,NA
"473","Mateus Eduardo Claus","mateus-claus","Mateus Claus","https://s.glbimg.com/es/sde/f/2020/07/20/20b5a80823c74d5c1a1dfcae3aca571b_FORMATO.png",90590,32,265,"gol","Contundido",0,3.77,0,7.9,2,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,6,4,NA,NA,NA
"474","Richard Rios Montoya","richard-rios","Richard Rios","https://s.glbimg.com/es/sde/f/2020/09/24/b167c28d9ebf8bdea4bdb2823aed2296_FORMATO.png",107111,32,262,"mei","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Roni Medeiros de Moura","roni","Roni","https://s.glbimg.com/es/sde/f/2020/03/02/0d00667bccf8242613bacd6efe6acf18_FORMATO.png",105585,32,264,"mei","Nulo",0,0.78,0,-1.77,3,"264",NA,2,NA,1,8,NA,1,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"476","Weverson Moreira da Costa","weverson","Weverson","https://s.glbimg.com/es/sde/f/2020/08/07/b2b35810b693ede75833b9de607b5ffd_FORMATO.png",109426,32,280,"lat","Nulo",0,0.78,0,0.14,14,"280",NA,1,1,13,9,1,1,1,NA,NA,61,1,2,NA,NA,NA,NA,NA
"477","Thiago Eduardo de Andrade","thiago-andrade","Thiago Andrade","https://s.glbimg.com/es/sde/f/2021/01/04/088106b3bde8cb0db9be7889fd3c61fe_FORMATO.png",109404,32,265,"ata","Provável",5.5,2.09,-0.62,4.88,4,"265",NA,1,NA,7,3,NA,6,8,1,NA,8,NA,NA,NA,NA,NA,NA,NA
"478","Aldemir dos Santos Ferreira","ferreira","Ferreira","https://s.glbimg.com/es/sde/f/2020/07/19/5e28328bd5d542110444e7c5562c21fe_FORMATO.png",101290,32,284,"ata","Nulo",0,4.72,-0.08,3.03,14,"284",NA,NA,NA,12,8,8,9,10,2,NA,30,NA,1,NA,NA,NA,NA,NA
"479","Vinicius Milani Bueno","milani","Milani","https://s.glbimg.com/es/sde/f/2020/09/24/2d3cd30922ec8cb50738decdc8bd86f1_FORMATO.png",110188,32,262,"zag","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Otávio Ataide da Silva","otavio","Otávio","https://s.glbimg.com/es/sde/f/2020/09/24/8cbc0bff17eaf390ffb3ae97064a3cd9_FORMATO.png",110189,32,262,"zag","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","João Vitor Xavier de Almeida","xavier","Xavier","https://s.glbimg.com/es/sde/f/2020/11/03/e415b179b0e3eb537290404e84501353_FORMATO.png",102067,32,264,"mei","Nulo",0,1.34,0,1.46,8,"264",1,2,NA,14,10,1,1,3,NA,NA,18,NA,NA,NA,NA,NA,NA,NA
"482","Derick Fernando da Silva","derick","Derick ","https://s.glbimg.com/es/sde/f/2020/09/08/24438480d9271c4a4a3cf8954098d02b_FORMATO.png",109830,32,277,"zag","Nulo",0,0.77,0,0,1,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Shaylon Kallyson Cardoso","shaylon","Shaylon","https://s.glbimg.com/es/sde/f/2020/10/09/595b0f8687c68ff0296dd3fc19261801_FORMATO.png",97520,32,290,"mei","Provável",3.8,4.09,0.9,2.87,16,"290",3,NA,NA,22,7,4,9,11,1,NA,129,NA,NA,NA,NA,NA,NA,NA
"484","Caio Alan Tem Catem Gonçalves","caio","Caio","https://s.glbimg.com/es/sde/f/2018/03/01/87be2dd051653cd0a7a8ee5d52f910c8_FORMATO.png",99460,32,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Yuri de Oliveira","yuri-de-oliveira","Yuri de Oliveira","https://s.glbimg.com/es/sde/f/2020/09/24/44a977be355ae4ac44c218ce35daa72a_FORMATO.png",110190,32,262,"mei","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Carlos Enrique Rentería Olaya","renteria","Rentería","https://s.glbimg.com/es/sde/f/2020/09/03/4ae8e1b8d3d89d5ea0410c49475f3c68_FORMATO.png",95356,32,263,"mei","Nulo",0,5.31,0,0.96,8,"263",NA,1,NA,10,8,2,1,4,NA,NA,15,NA,NA,NA,NA,NA,NA,NA
"487","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2020/09/01/c6c4761a2d57001c8a08954dca2c76c0_FORMATO.png",91260,32,276,"gol","Contundido",0,1.1,0,-2,0,"276",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","José Roberto Assunção de Araújo Filho","ze-roberto","Zé Roberto","https://s.glbimg.com/es/sde/f/2020/09/24/92e625f2f61fcc7b47312d5c8e899f76_FORMATO.png",80076,32,373,"ata","Provável",-1.3,4.85,-2.64,2.72,18,"373",2,4,NA,9,37,10,12,46,3,NA,85,NA,7,NA,NA,NA,NA,NA
"489","Danilo Gomes Magalhães","danilo-gomes","Danilo Gomes","https://s.glbimg.com/es/sde/f/2020/11/19/873fa1fcb351fcd70fb14f5d8cac13de_FORMATO.png",106826,32,373,"ata","Nulo",2.6,1.62,-0.82,2.28,8,"373",NA,1,NA,12,3,NA,3,7,1,NA,22,NA,4,NA,NA,NA,NA,NA
"490","Jaime Alberto Alvarado Hoyos","alvarado","Alvarado","https://s.glbimg.com/es/sde/f/2020/07/25/4a02063b707aa80eda6644030e78eaf9_FORMATO.png",107991,32,293,"mei","Nulo",-0.1,3.19,-0.07,0.41,12,"293",NA,2,NA,12,9,NA,NA,1,NA,NA,19,NA,NA,NA,NA,1,NA,NA
"491","Lázaro Vinicius Marques","lazaro","Lázaro","https://s.glbimg.com/es/sde/f/2020/09/24/37e5fc1f9ead239d4e673aadc291e8db_FORMATO.png",110193,32,262,"ata","Nulo",0,2.35,0,0,1,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
