"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FD","FF","FS","G","I","PI","A","SG","DD","DP","GS","FT","PP","CV","GC"
"408","Carlos Eduardo Barbosa da Silva","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2020/11/13/49a1d2e2ca5634f62915c578c786cac8_FORMATO.png",106965,25,275,"zag","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","Victor Hugo Santana Carvalho","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/07/28/51d0ea8bb18b7deb239ab41038d9cf2a_FORMATO.png",95770,25,280,"mei","Contundido",0,2.29,0,0,1,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","Leandro Barcia Montero","leandro-barcia","Leandro Barcia","https://s.glbimg.com/es/sde/f/2020/02/27/78521d3f41f6e49002ef62386b998bb7_FORMATO.png",91242,25,292,"ata","Contundido",0,7.56,0,2.94,16,"292",2,26,19,6,6,20,3,6,86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/08/31/2e785d81d79f8b578f35f2aa6d7fcf97_FORMATO.png",87393,25,282,"zag","Nulo",6.3,7.32,1.25,3.25,4,"282",2,4,5,NA,1,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA
"412","Matheus Rezende Assis","rezende","Rezende","https://s.glbimg.com/es/sde/f/2020/08/26/906a80a770a2e18eff41f8425cbd887a_FORMATO.jpeg",93798,25,290,"mei","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Márcio Almeida de Oliveira","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2020/03/01/80ca783f6c1ed5ef384d190eed6ccd34_FORMATO.png",93797,25,263,"lat","Nulo",0,4.79,0,0.2,2,"263",NA,2,NA,NA,NA,1,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","Daniel de Sousa Brito","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/02/27/222ec98ac489a4b1ce5063bdde3d208e_FORMATO.png",96468,25,285,"gol","Contundido",0,2,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","Éder Ferreira Graminho","eder","Éder ","https://s.glbimg.com/es/sde/f/2020/02/27/15b28caaa2392bbd4e619dee98680e8e_FORMATO.png",91203,25,373,"zag","Nulo",-2.5,3.08,-0.61,1.07,20,"373",3,15,25,1,2,11,NA,NA,82,NA,5,NA,NA,NA,NA,NA,NA,NA
"416","Nathanael Ananias da Silva","nathan-silva","Nathan Silva","https://s.glbimg.com/es/sde/f/2020/03/03/b83d40e4104fc0cb62636da75ac2daaa_FORMATO.png",95794,25,294,"mei","Nulo",0,1.78,0,0.39,9,"Coritiba",5,13,24,NA,4,8,1,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Marcos Antônio Cândido Ferreira Júnior","marcos-junior","Marcos Júnior","https://s.glbimg.com/es/sde/f/2020/08/17/36ea552764f49b731d549f23f44aee4d_FORMATO.png",93893,25,267,"mei","Provável",4.3,4.05,0.62,2.33,13,"267",NA,26,12,NA,2,15,NA,NA,37,1,NA,NA,NA,NA,NA,NA,NA,NA
"418","Vinicius Moreira de Lima","lima","Lima","https://s.glbimg.com/es/sde/f/2020/08/31/9ee2c327a2b00392ebb233a1d11a401a_FORMATO.png",96340,25,354,"mei","Provável",5.8,5.89,0.67,2.24,18,"354",4,27,19,4,2,21,2,4,50,1,NA,NA,NA,NA,NA,NA,NA,NA
"419","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2020/09/01/c6c4761a2d57001c8a08954dca2c76c0_FORMATO.png",91260,25,276,"gol","Contundido",0,1.1,0,-2,0,"276",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","Cleiton Schwengber","cleiton","Cleiton","https://s.glbimg.com/es/sde/f/2020/08/11/56999db7c665007bbfe8c1e1b0e76f8d_FORMATO.png",93882,25,280,"gol","Provável",-2.8,0.78,-0.77,-0.02,18,"280",NA,NA,NA,NA,NA,2,NA,NA,133,NA,4,8,NA,20,NA,NA,NA,NA
"421","Antônio Josenildo Rodrigues de Oliveira","rodrigues","Rodrigues","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,25,284,"zag","Provável",2.9,2.46,-0.57,1.74,10,"284",3,5,4,1,3,2,NA,NA,43,NA,4,NA,NA,NA,NA,NA,NA,NA
"422","José Brandão Gonçalves Júnior","junior-brandao","Júnior Brandão","https://s.glbimg.com/es/sde/f/2020/02/27/78f5c554409caf5d629476e7df23316d_FORMATO.png",93909,25,373,"ata","Nulo",0,2.07,0,0.46,11,"373",NA,4,8,2,4,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Sebastián Enrique Salazar Beltrán","salazar","Salazar","https://s.glbimg.com/es/sde/f/2020/10/01/d9e923eb01b5966eb5e072a26be58679_FORMATO.png",91415,25,290,"mei","Nulo",0,4,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","Thaciano Mickael da Silva","thaciano","Thaciano","https://s.glbimg.com/es/sde/f/2018/05/21/8805a9e1e4f2ee609adb3d2576d5ff0a_FORMATO.png",87470,25,284,"mei","Nulo",-0.5,4.66,-0.2,1.78,13,"284",1,13,9,3,5,8,1,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Artur Victor Guimarães","artur","Artur","https://s.glbimg.com/es/sde/f/2020/07/28/e1784a425e398f05dd3d8f178a3ddaf6_FORMATO.png",95799,25,280,"ata","Provável",11.8,13.44,1.28,3.5,21,"280",1,26,17,12,23,47,NA,4,184,4,NA,NA,NA,NA,2,1,NA,NA
"426","Yan Medeiros Sasse","yan-sasse","Yan Sasse","https://s.glbimg.com/es/sde/f/2020/08/18/02007417e97ff029ccbe7f0234bfffff_FORMATO.png",96055,25,294,"mei","Nulo",1.3,1.09,-0.06,-0.01,15,"Coritiba",3,14,16,1,5,7,NA,1,33,NA,NA,NA,NA,NA,NA,NA,1,NA
"427","Keiller da Silva Nunes","keiller","Keiller","https://s.glbimg.com/es/sde/f/2020/02/27/4d3e8df7f1ee40580d75e33e752dcff2_FORMATO.png",93834,25,285,"gol","Nulo",0,2,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Ezequiel Cerutti","cerutti","Cerutti","https://s.glbimg.com/es/sde/f/2020/10/20/4e7dc54de447fc159cc6c6d46dd571fe_FORMATO.png",91502,25,294,"ata","Contundido",0,6.01,0,-0.4,2,"Coritiba",NA,NA,3,NA,NA,3,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Edson Fernandes Botelho Júnior","edson-junior","Edson Júnior","https://s.glbimg.com/es/sde/f/2020/02/27/9d57e7ce2dd807fc1e2cd5ab58914a0d_FORMATO.png",93956,25,373,"ata","Nulo",0,1,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Santiago Tréllez Vivero","trellez","Tréllez","https://s.glbimg.com/es/sde/f/2020/03/09/a26febfd7e5fd4366d0dbe0997ee0521_FORMATO.png",87679,25,276,"ata","Nulo",0,2.82,0,0.25,4,"276",NA,NA,NA,NA,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2019/04/01/8b22d106ccba1278e3e4a6b89e76eab0_FORMATO.png",91573,25,276,"zag","Nulo",1.7,8.75,-0.11,3.43,8,"276",2,7,8,4,2,3,1,NA,24,NA,3,NA,NA,NA,NA,NA,NA,NA
"432","Leonardo Rodrigues dos Santos","leo-santos","Léo Santos","https://s.glbimg.com/es/sde/f/2020/07/21/c10deb3a4469411c9e7ee2bee05fbeea_FORMATO.png",95820,25,264,"zag","Nulo",0,2,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Breno Henrique Vasconcelos Lopes","breno-lopes","Breno Lopes","https://s.glbimg.com/es/sde/f/2020/11/11/302a126478ca4f8021cea45f7b024205_FORMATO.png",93988,25,275,"ata","Nulo",2,3.15,0.4,0.22,4,"275",NA,2,1,NA,NA,1,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Vitor Frezarin Bueno","vitor-bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2020/03/09/f3543ab5bcf3404b175e6b2745d02ac5_FORMATO.png",87552,25,276,"mei","Nulo",1.1,7.27,0.17,2.45,18,"276",2,11,6,8,9,20,2,2,67,1,NA,NA,NA,NA,NA,NA,NA,NA
"435","Carlos Vinícius Santos de Jesus","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2020/08/17/5391bf0dc50dad3b0f7d2b294c2e38ad_FORMATO.png",87273,25,267,"mei","Nulo",0.3,3.82,-0.19,1.35,15,"267",NA,13,11,1,7,14,NA,NA,61,1,NA,NA,NA,NA,NA,NA,NA,NA
"436","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2020/07/21/6ad752ca6185d76358f944dab95130fd_FORMATO.png",87863,25,262,"mei","Provável",0.4,16.56,-0.33,5.88,13,"Flamengo",NA,20,11,8,11,14,4,NA,133,3,NA,NA,NA,NA,1,NA,NA,NA
"437","Allan Rodrigues de Souza","allan","Allan","https://s.glbimg.com/es/sde/f/2020/08/31/5da528d4c6029f923a12da18ad0cf054_FORMATO.png",96652,25,282,"mei","Nulo",-1.2,5.87,-0.4,1.41,20,"282",3,38,28,2,11,16,NA,NA,120,NA,NA,NA,NA,NA,1,NA,NA,NA
"438","Rogério Ceni","rogerio-ceni","Rogério Ceni","https://s.glbimg.com/es/sde/f/2020/11/09/8879b35c72aef797d229636dbdf3dd4f_FORMATO.png",97341,25,262,"tec","Provável",4.31,7.99,0.08,3.36,22,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Janderson Santos de Souza","janderson","Janderson","https://s.glbimg.com/es/sde/f/2020/08/25/c027250715c7203ea603c6335609af2d_FORMATO.png",97245,25,373,"ata","Nulo",-1.3,5.05,-0.29,2.82,20,"373",1,21,18,6,12,23,2,1,123,3,NA,NA,NA,NA,NA,NA,NA,NA
"440","Gabriel Davi Gomes Sara","gabriel-sara","Gabriel Sara","https://s.glbimg.com/es/sde/f/2020/11/05/d6c6115b5a030607c5a349c3c7265105_FORMATO.png",100763,25,276,"mei","Nulo",4.9,5,0.39,2.96,20,"276",5,25,23,6,18,23,4,4,125,1,NA,NA,NA,NA,NA,NA,NA,NA
"441","Arthur Gomes Lourenço","arthur-gomes","Arthur Gomes","https://s.glbimg.com/es/sde/f/2020/02/28/1180152071b3a94086ee66e070352aab_FORMATO.png",96966,25,277,"ata","Nulo",0,3.83,0,1.17,14,"Santos",1,12,16,8,3,12,1,1,61,NA,NA,NA,NA,NA,NA,NA,1,NA
"442","Matheus Henrique de Souza","matheus-henrique","Matheus Henrique","https://s.glbimg.com/es/sde/f/2020/07/19/2e4d9048adfe4f9650ef110a2758b57e_FORMATO.png",100742,25,284,"mei","Provável",2.1,6.33,-1.02,1.67,18,"284",4,30,25,3,6,42,NA,NA,89,1,NA,NA,NA,NA,NA,NA,1,NA
"443","Matheus de Vargas","matheus-vargas","Matheus Vargas","https://s.glbimg.com/es/sde/f/2020/02/27/d38d61b7de44da63368bf0b140f95261_FORMATO.png",87929,25,373,"mei","Nulo",-2.2,2.44,-0.88,1.04,19,"373",3,10,21,2,12,29,NA,NA,52,1,NA,NA,NA,NA,NA,NA,NA,NA
"444","Juan Pablo Ramírez Velásquez","juan-ramirez","Juan Ramírez","https://s.glbimg.com/es/sde/f/2020/11/09/553d2db14c27c2687128bf0290f0347b_FORMATO.png",97062,25,265,"ata","Dúvida",-3,0.78,-1.22,-3,1,"265",1,NA,6,1,1,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Yago Felipe da Costa Rocha","yago-felipe","Yago Felipe","https://s.glbimg.com/es/sde/f/2020/08/11/547c3364c22efd6f4b6928ed120d64b9_FORMATO.png",87747,25,266,"mei","Nulo",0.4,3.79,-0.02,1.94,17,"266",3,29,21,3,6,21,1,1,58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Igor Matheus Liziero Pereira ","liziero","Liziero","https://s.glbimg.com/es/sde/f/2019/04/01/8423e58431d29d7700ba477367f59b3f_FORMATO.png",100761,25,276,"mei","Contundido",0,4.4,0,1.02,5,"276",1,9,7,2,2,4,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Caio Alan Tem Catem Gonçalves","caio","Caio","https://s.glbimg.com/es/sde/f/2018/03/01/87be2dd051653cd0a7a8ee5d52f910c8_FORMATO.png",99460,25,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Renzo Saravia","saravia","Saravia","https://s.glbimg.com/es/sde/f/2020/03/02/2adf4c12427d0fca9fe94f89118bd866_FORMATO.png",96725,25,285,"lat","Contundido",0,18.78,0,7.96,8,"285",1,37,12,1,2,15,NA,NA,56,1,5,NA,NA,NA,NA,NA,NA,NA
"449","Geovane Henrique Pereira de Souza","geovane","Geovane","https://s.glbimg.com/es/sde/f/2020/03/02/1b21e0ae30ac2e4a34078bfbda81e2f1_FORMATO.png",96349,25,294,"lat","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","João Pedro Vilardi Pinto","pepe","Pepê","https://s.glbimg.com/es/sde/f/2020/07/21/b1d7d69831818e53e0bb8c53abe1a2d1_FORMATO.png",101573,25,262,"mei","Nulo",4,2.12,0.59,1.9,2,"Flamengo",NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA
"451","Matheus Bueno Batista","matheus-bueno","Matheus Bueno","https://s.glbimg.com/es/sde/f/2020/03/03/a159f5ccd62c81f4ada32db91977a6be_FORMATO.png",101832,25,294,"mei","Nulo",0.2,2.17,-0.15,1.24,18,"Coritiba",1,23,15,3,3,16,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Guilherme Bissoli Campos","bissoli","Bissoli","https://s.glbimg.com/es/sde/f/2020/03/03/9afb408f4d0f07b2b83a6b6e179b3766_FORMATO.png",100762,25,293,"ata","Nulo",1.5,2.37,0.48,0.68,8,"293",NA,2,5,2,1,3,NA,2,8,NA,NA,NA,NA,NA,1,NA,NA,NA
"453","Hugo de Souza Nogueira","hugo-souza","Hugo Souza","https://s.glbimg.com/es/sde/f/2020/07/21/8797280aa7931393c0b38693520e8195_FORMATO.png",101574,25,262,"gol","Nulo",0,1.42,0,0.71,9,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,46,NA,1,9,NA,15,NA,NA,NA,NA
"454","Juan Sebastián Quintero Fletcher","quintero","Quintero","https://s.glbimg.com/es/sde/f/2019/03/22/df21f8c767acbe98de2f1a88be61c8e8_FORMATO.png",96382,25,356,"zag","Contundido",0,1.67,0,1.38,9,"356",3,5,6,NA,2,3,NA,NA,17,NA,4,NA,NA,NA,NA,NA,1,NA
"455","Ruan Tressoldi Netto","ruan","Ruan","https://s.glbimg.com/es/sde/f/2019/12/06/d2a238e1b58db291139f1714859cad33_FORMATO.png",100842,25,284,"zag","Nulo",0,0.77,0,0,2,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Alesson dos Santos Batista","alesson","Alesson","https://s.glbimg.com/es/sde/f/2020/02/28/a6c39298924cbf2f7ac0256ed7a67a55_FORMATO.png",97321,25,265,"mei","Nulo",0,0.96,0,0.49,8,"265",1,4,5,1,2,7,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Luís Eduardo Marques dos Santos","dudu","Dudu","https://s.glbimg.com/es/sde/f/2020/02/27/94657541c8cae30d9fa105e9c6215055_FORMATO.png",97133,25,373,"lat","Nulo",0.2,4.83,0.17,2.71,22,"373",2,55,24,2,6,26,NA,2,186,NA,5,NA,NA,NA,NA,NA,1,NA
"458","Brenno Oliveira Fraga Costa","brenno","Brenno","https://s.glbimg.com/es/sde/f/2020/07/19/1748daa635dc775b9136f10307a95ab1_FORMATO.png",100830,25,284,"gol","Nulo",0,1,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Thonny Anderson da Silva Carvalho","thonny-anderson","Thonny Anderson","https://s.glbimg.com/es/sde/f/2020/07/28/50ffd2282fd3da3693e850891d65327e_FORMATO.png",101484,25,280,"mei","Nulo",7.8,5.06,1.25,-0.02,6,"280",NA,3,3,NA,NA,1,1,NA,11,NA,NA,NA,NA,NA,NA,1,1,NA
"460","Hugo Moura Arruda da Silva","hugo-moura","Hugo Moura","https://s.glbimg.com/es/sde/f/2020/08/31/f47edb06171b8cc97b1c955c58ae682d_FORMATO.png",101594,25,294,"mei","Dúvida",1.3,2.68,-0.07,1,15,"Coritiba",3,28,30,1,3,18,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Luan Cândido de Almeida","luan-candido","Luan Cândido","https://s.glbimg.com/es/sde/f/2020/07/28/6e72b464ec47e25ee0d33c043677901a_FORMATO.png",100848,25,280,"lat","Suspenso",5.1,2.35,-0.19,2.42,6,"280",3,10,13,NA,3,2,1,NA,44,NA,2,NA,NA,NA,NA,NA,NA,NA
"462","Lucas Araújo de Oliveira","lucas-araujo","Lucas Araújo","https://s.glbimg.com/es/sde/f/2020/07/19/42424bcbcec84f88078917af7eaa872f_FORMATO.png",100844,25,284,"mei","Nulo",0,1,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Wellington Daniel Bueno","bueno","Bueno","https://s.glbimg.com/es/sde/f/2020/08/31/3f5160eda219c10021204248fc78195d_FORMATO.png",97425,25,282,"zag","Nulo",0,6.89,0,2.39,7,"282",NA,5,6,NA,1,1,NA,NA,16,NA,3,NA,NA,NA,NA,NA,NA,NA
"464","Lucas Lourenço Andrade","lucas-lourenco","Lucas Lourenço","https://s.glbimg.com/es/sde/f/2018/03/21/f7982f701870b51a5c2699877f0f30c6_FORMATO.png",101580,25,277,"mei","Nulo",0.8,2.27,0.32,0.63,11,"Santos",2,10,10,1,2,10,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Lucas Esteves de Souza","esteves","Esteves","https://s.glbimg.com/es/sde/f/2019/07/08/cd984c932e6f6d7e51df1e0963c5513e_FORMATO.jpeg",100846,25,275,"lat","Nulo",0,1.4,0,-0.57,3,"275",1,3,4,NA,NA,2,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Shaylon Kallyson Cardoso","shaylon","Shaylon","https://s.glbimg.com/es/sde/f/2020/10/09/595b0f8687c68ff0296dd3fc19261801_FORMATO.png",97520,25,290,"mei","Provável",4.2,3.84,-0.29,3.17,9,"290",NA,13,3,2,6,5,1,NA,57,1,NA,NA,NA,NA,NA,NA,NA,NA
"467","Gustavo Henric da Silva","gustavo-mosquito","Gustavo Mosquito","https://s.glbimg.com/es/sde/f/2020/08/20/81a5c782b9fc85b4c16836aa362f34b8_FORMATO.png",97450,25,264,"ata","Nulo",3.3,3.24,0.37,1.73,13,"264",NA,9,8,2,5,13,1,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Charles Rigon Mattos","charles","Charles","https://s.glbimg.com/es/sde/f/2020/03/02/2f897ea65a1bd1db59318a12e5c6d367_FORMATO.png",96342,25,354,"mei","Nulo",0,7.04,0,2.88,20,"354",4,54,37,3,8,15,2,NA,86,1,NA,NA,NA,NA,NA,NA,NA,NA
"469","Thiago Couto Wenceslau","thiago-couto","Thiago Couto","https://s.glbimg.com/es/sde/f/2017/05/25/dfcf4266572f7296e853252f68813195_FORMATO.png",97645,25,276,"gol","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Wanderson Felippe Cardoso dos Santos","felippe-cardoso","Felippe Cardoso","https://s.glbimg.com/es/sde/f/2020/08/11/65b773ef79fcc1056f7ae14cd0e7be82_FORMATO.png",100963,25,266,"ata","Nulo",0,1.75,0,0.54,15,"266",2,5,18,5,4,10,1,7,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Jurani Francisco Ferreira","ratinho","Ratinho","https://s.glbimg.com/es/sde/f/2020/08/26/6e025e8dfe1cf4c483ce1c8f215ff1f3_FORMATO.jpeg",101841,25,290,"mei","Provável",0,2.26,0,1.04,7,"290",2,14,10,NA,2,4,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Ronald dos Santos Lopes","ronald","Ronald","https://s.glbimg.com/es/sde/f/2020/08/11/efc2759a4d0d9b526fb58356150c1655_FORMATO.png",100969,25,356,"mei","Nulo",0.9,2.78,-0.25,1.84,15,"356",1,23,15,2,NA,18,NA,NA,23,1,NA,NA,NA,NA,NA,NA,NA,NA
"473","Wesley Frazan Bernardo","frazan","Frazan","https://s.glbimg.com/es/sde/f/2020/08/31/26157eb4d01c29438f7335acae2d0a72_FORMATO.png",97528,25,266,"zag","Nulo",0,3,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Matheus Sousa Pereira","pereira","Pereira","https://s.glbimg.com/es/sde/f/2020/11/13/9dbc967183974e31afd1cefae91b83a9_FORMATO.png",97711,25,373,"zag","Nulo",-2,3.49,-1.18,4.65,2,"373",1,1,NA,NA,NA,1,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA
"475","Aníbal Gabriel Vega da Silva","anibal","Aníbal","https://s.glbimg.com/es/sde/f/2020/11/13/5d86a6b2ee058b154f671d3ef3a2f161_FORMATO.png",100847,25,275,"ata","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","Kelvyn Ramos da Fonseca","kelvyn","Kelvyn","https://s.glbimg.com/es/sde/f/2020/08/07/02c22a8c5d9e06f0f869d0ea30ebb496_FORMATO.png",102464,25,354,"lat","Nulo",0,2.25,0,2.34,8,"354",NA,2,5,NA,1,4,1,NA,16,NA,2,NA,NA,NA,NA,NA,NA,NA
"477","Leonardo Rech Ortiz","leo-ortiz","Léo Ortiz","https://s.glbimg.com/es/sde/f/2020/07/28/090452058da707cf73facf6249235bfb_FORMATO.png",97867,25,280,"zag","Provável",2.9,8.35,-0.35,3.12,24,"280",3,42,15,1,7,11,3,NA,101,NA,5,NA,NA,NA,NA,NA,NA,1
"478","Guilherme Nunes da Silva","guilherme-nunes","Guilherme Nunes","https://s.glbimg.com/es/sde/f/2018/05/23/7e91393fb9d0c73f8ae12e9e96c38308_FORMATO.png",101912,25,277,"mei","Nulo",3.9,2.49,0.49,3.9,1,"Santos",NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Jonas Gabriel da Silva Nunes","toro","Toró","https://s.glbimg.com/es/sde/f/2019/04/01/537547b0687a098437442f6632e753bc_FORMATO.png",101885,25,276,"ata","Nulo",0,3.33,0,1.54,5,"276",NA,1,NA,NA,2,1,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"480","Maílton dos Santos de Sá","mailton","Maílton","https://s.glbimg.com/es/sde/f/2020/11/12/7baefdcac45915f2d98c0f57b44e3198_FORMATO.png",97898,25,294,"lat","Provável",2,3.12,-0.95,1.84,9,"Coritiba",1,9,5,2,3,9,NA,3,57,NA,2,NA,NA,NA,NA,NA,NA,NA
"481","Leonardo Roque Albano Gil","leo-gil","Léo Gil","https://s.glbimg.com/es/sde/f/2020/11/27/33347b97adda19ccd302fe1f7fa2a03c_FORMATO.png",102506,25,267,"mei","Suspenso",3.1,5.72,-0.28,3.08,7,"267",3,11,11,2,3,14,NA,NA,47,3,NA,NA,NA,NA,NA,NA,NA,NA
"482","Ygor de Oliveira Ferreira","ygor-catatau","Ygor Catatau","https://s.glbimg.com/es/sde/f/2020/08/17/fd7a0d6eccfebe7256b429fbca413830_FORMATO.png",100977,25,267,"ata","Nulo",0,2.39,0,1.64,10,"267",1,5,6,NA,3,8,1,1,25,1,NA,NA,NA,NA,NA,NA,NA,NA
"483","Arthur Henrique Bittencourt","arthur","Arthur","https://s.glbimg.com/es/sde/f/2019/01/25/5f0f0047f511d254fd9d18a7ef986daa_FORMATO.png",101173,25,294,"gol","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Aldemir dos Santos Ferreira","ferreira","Ferreira","https://s.glbimg.com/es/sde/f/2020/07/19/5e28328bd5d542110444e7c5562c21fe_FORMATO.png",101290,25,284,"ata","Nulo",3.1,5.12,-0.22,3.63,9,"284",NA,7,7,6,6,6,2,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Ramon Ramos Lima","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/08/07/2658781d40904058494d16404f6c6608_FORMATO.png",101597,25,262,"lat","Nulo",0,1.25,0,-0.1,3,"Flamengo",NA,NA,1,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Fernando Peixoto Costanza","fernando","Fernando","https://s.glbimg.com/es/sde/f/2019/03/28/0e1597e7f7c233c1663c9739a327843b_FORMATO.png",99550,25,263,"lat","Nulo",0,3.2,0,3.15,2,"263",1,4,1,NA,NA,1,NA,NA,7,NA,1,NA,NA,NA,NA,NA,NA,NA
"487","Vitor Hugo Naum dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2019/08/09/4c1f2f2ebbf72fa37a797a53aababd3a_FORMATO.png",101960,25,293,"ata","Contundido",0,15.46,0,5.9,5,"293",1,5,13,4,2,11,2,NA,29,1,NA,NA,NA,NA,1,NA,NA,NA
"488","Vivaldo Borges dos Santos Neto","neto-borges","Neto Borges","https://s.glbimg.com/es/sde/f/2020/08/17/41d8394a0ac3ed1a3309fad199f7520d_FORMATO.png",106411,25,267,"lat","Suspenso",1.5,4.31,0.14,2.82,13,"267",3,25,14,3,2,14,NA,1,71,1,3,NA,NA,NA,NA,NA,NA,NA
