"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CV","DD","FS","GS","PI","SG","CA","DS","FC","FD","FF","G","I","A","FT","DP","GC","PP"
"388","Marrony da Silva Liberato","marrony","Marrony","https://s.glbimg.com/es/sde/f/2020/08/31/0b8fc0d9df187526916b27cd3ddd43a6_FORMATO.png",101717,28,282,"ata","Nulo",0,9.23,0,2.74,20,"282",NA,NA,9,NA,19,NA,1,10,20,8,6,4,NA,1,1,NA,NA,NA
"389","Felipe Jonatan Rocha Andrade","felipe-jonatan","Felipe Jonatan","https://s.glbimg.com/es/sde/f/2020/03/09/0b840af999aed1a7ec1a7a35dee46abc_FORMATO.png",101708,28,277,"lat","Suspenso",0,11.93,0,4.28,25,"Santos",NA,NA,28,NA,205,4,6,82,27,4,15,2,1,1,NA,NA,NA,NA
"390","Luiz Henrique Araújo Silva","luiz-henrique","Luiz Henrique","https://s.glbimg.com/es/sde/f/2020/03/06/809a25003f6761d3bf3ea7e524986c59_FORMATO.png",101595,28,356,"mei","Nulo",0,1.66,0,0.5,1,"356",NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","Lucas Santos da Silva","lucas-santos","Lucas Santos","https://s.glbimg.com/es/sde/f/2020/08/17/9d1cc15782d0788c4ccb7f3cd9a12641_FORMATO.png",101718,28,267,"mei","Nulo",0,0.99,0,-1,3,"267",NA,NA,NA,NA,5,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","Alexandre de Almeida da Silva Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2020/03/13/7c86524fe7de88fe7eaf75ee5df21eb2_FORMATO.png",107677,28,267,"mei","Provável",3.9,3.31,0.17,1.91,9,"267",NA,NA,7,NA,29,NA,1,12,5,2,2,NA,NA,1,NA,NA,NA,NA
"393","Matheus dos Santos Miranda","miranda","Miranda","https://s.glbimg.com/es/sde/f/2020/08/17/1cbd279a52f1e6ab977c059e6068442a_FORMATO.png",101720,28,267,"zag","Nulo",0,3.34,0,1.56,17,"267",NA,NA,11,NA,91,2,1,30,18,NA,1,NA,NA,NA,NA,NA,NA,NA
"394","Alerrandro Barra Mansa Realino de Souza","alerrandro","Alerrandro","https://s.glbimg.com/es/sde/f/2020/07/28/e7ad33aff8b2ab2890e6f1e782d86362_FORMATO.png",101715,28,280,"ata","Nulo",0,9.76,0,4.34,16,"280",NA,NA,20,NA,42,NA,NA,6,10,5,9,5,5,2,2,NA,NA,1
"395","Bruno da Silva Costa Leite","bruno-leite","Bruno Leite","https://s.glbimg.com/es/sde/f/2020/02/28/0b11aa48b3f2ef3b333a9cf52a39e44e_FORMATO.png",102301,28,293,"mei","Nulo",0,0.77,0,-0.6,1,"293",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"396","Caio Fernando de Oliveira","caio-paulista","Caio Paulista","https://s.glbimg.com/es/sde/f/2020/08/11/27269e07edef29d7ef1df8bb3900da5a_FORMATO.png",102318,28,266,"ata","Nulo",0.5,3.8,-0.32,2.11,17,"266",NA,NA,13,NA,43,NA,1,15,11,2,5,2,3,1,NA,NA,NA,NA
"397","Matheus França Silva","matheuzinho","Matheuzinho","https://s.glbimg.com/es/sde/f/2020/11/03/51e9f9ba46d806d46d4d256d45ac95e6_FORMATO.png",101727,28,262,"lat","Nulo",0,2.31,0,1.96,9,"Flamengo",NA,NA,2,NA,26,1,1,8,4,3,2,NA,NA,1,NA,NA,NA,NA
"398","Bruno Roberto Pereira da Silva","bruninho","Bruninho","https://s.glbimg.com/es/sde/f/2020/07/19/a8a4dd85c718d51ded9273e2453ecfd5_FORMATO.png",101716,28,292,"mei","Nulo",0,3.43,0,1.09,12,"292",NA,NA,3,NA,23,NA,1,7,5,3,3,NA,1,NA,2,NA,NA,NA
"399","Caio Vidal Rocha","caio","Caio","https://s.glbimg.com/es/sde/f/2020/07/20/e986424fc26888b6bd9ec0673a9a6b5d_FORMATO.png",107745,28,285,"ata","Provável",13.1,4.69,2.97,3.22,5,"285",NA,NA,20,NA,26,NA,2,6,9,2,1,1,NA,NA,NA,NA,NA,NA
"400","Diego Henrique Costa Barbosa","diego","Diego","https://s.glbimg.com/es/sde/f/2020/08/31/f816dcd588832ba23a528a2a17f81b46_FORMATO.png",101728,28,276,"zag","Provável",-0.8,2.94,-0.86,2.35,15,"276",NA,NA,14,NA,65,4,2,27,30,3,4,NA,NA,NA,NA,NA,NA,NA
"401","Bruno Conceição Praxedes","praxedes","Praxedes","https://s.glbimg.com/es/sde/f/2020/07/20/521eb9012cf96bba8e8c3b08e79b3138_FORMATO.png",107744,28,285,"mei","Provável",1.2,0.78,0,-0.01,12,"285",NA,NA,8,NA,68,NA,3,15,18,NA,4,NA,1,NA,NA,NA,NA,NA
"402","Fabio Augusto Luciano da Silva","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2020/08/18/1e267a7ff59ae5084d7ab501dbd5b9b7_FORMATO.png",101729,28,293,"ata","Nulo",0,2.28,0,1.98,12,"293",NA,NA,6,NA,57,NA,NA,12,5,5,5,1,2,NA,NA,NA,NA,NA
"403","Emerson Fabiano Kerber Júnior","emerson-junior","Emerson Júnior","https://s.glbimg.com/es/sde/f/2020/11/24/761d9353281e11362a025a163d079687_FORMATO.png",107740,28,285,"gol","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","Lucas Henrique Mazetti","mazetti","Mazetti","https://s.glbimg.com/es/sde/f/2020/07/20/26ac5244263f4361626dec1a58304e3e_FORMATO.png",107741,28,285,"lat","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","César Coelho Campos Júnior","cesinha","Cesinha","https://s.glbimg.com/es/sde/f/2020/11/05/e2a81a7381cac3a02c6d73e7ba2e403c_FORMATO.png",107746,28,263,"mei","Nulo",-0.1,0.78,-0.22,-0.1,1,"263",NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","Matheus Bueno Batista","matheus-bueno","Matheus Bueno","https://s.glbimg.com/es/sde/f/2020/03/03/a159f5ccd62c81f4ada32db91977a6be_FORMATO.png",101832,28,294,"mei","Nulo",0,2.53,0,1.3,19,"Coritiba",NA,NA,16,NA,53,NA,1,26,16,3,3,NA,NA,NA,NA,NA,NA,NA
"407","Gonzalo Rodrigo Carneiro Méndez","gonzalo-carneiro","Gonzalo Carneiro","https://s.glbimg.com/es/sde/f/2019/04/01/504b1e2a808ffe49b9679b8e86de83b8_FORMATO.png",101796,28,276,"ata","Nulo",7.9,3.99,0.98,3.42,4,"276",NA,NA,NA,NA,3,NA,NA,2,2,NA,NA,1,NA,1,NA,NA,NA,NA
"408","Jonas Gabriel da Silva Nunes","toro","Toró","https://s.glbimg.com/es/sde/f/2019/04/01/537547b0687a098437442f6632e753bc_FORMATO.png",101885,28,276,"ata","Nulo",0,3.15,0,1.43,6,"276",NA,NA,1,NA,5,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,NA,NA
"409","Jurani Francisco Ferreira","ratinho","Ratinho","https://s.glbimg.com/es/sde/f/2020/08/26/6e025e8dfe1cf4c483ce1c8f215ff1f3_FORMATO.jpeg",101841,28,290,"mei","Nulo",0,2.26,0,1.04,7,"290",NA,NA,4,NA,13,NA,2,14,10,NA,2,NA,NA,NA,NA,NA,NA,NA
"410","Murilo Gomes Barreto Neto","murilo","Murilo","https://s.glbimg.com/es/sde/f/2020/11/24/2921071a7cd4ff8857a5a839aad0fa4f_FORMATO.png",107755,28,285,"mei","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","Ángelo Giovanni Araos Llanos","araos","Araos","https://s.glbimg.com/es/sde/f/2020/07/21/e063b0d6307468bf5a905f24f53404ff_FORMATO.png",102352,28,264,"mei","Nulo",0,6.35,0,2.95,8,"264",NA,NA,9,NA,35,NA,2,7,8,2,4,1,NA,2,NA,NA,NA,NA
"412","Nicolas Miguel Morsch","nicolas","Nicolas","https://s.glbimg.com/es/sde/f/2020/11/24/7e2bdadbf80e322a2565aa10af6d9082_FORMATO.png",107752,28,285,"mei","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Guilherme Nunes da Silva","guilherme-nunes","Guilherme Nunes","https://s.glbimg.com/es/sde/f/2018/05/23/7e91393fb9d0c73f8ae12e9e96c38308_FORMATO.png",101912,28,277,"mei","Nulo",0,2.49,0,3.9,1,"Santos",NA,NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","Vitor Hugo Naum dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2019/08/09/4c1f2f2ebbf72fa37a797a53aababd3a_FORMATO.png",101960,28,293,"ata","Nulo",0,15.46,0,5.9,5,"293",NA,NA,11,NA,29,NA,1,5,13,4,2,2,NA,1,1,NA,NA,NA
"415","Kelvyn Ramos da Fonseca","kelvyn","Kelvyn","https://s.glbimg.com/es/sde/f/2020/08/07/02c22a8c5d9e06f0f869d0ea30ebb496_FORMATO.png",102464,28,354,"lat","Nulo",0,1.59,0,2.17,9,"354",NA,NA,4,NA,16,2,NA,2,5,NA,2,1,NA,NA,NA,NA,NA,NA
"416","Leonardo Roque Albano Gil","leo-gil","Léo Gil","https://s.glbimg.com/es/sde/f/2020/11/27/33347b97adda19ccd302fe1f7fa2a03c_FORMATO.png",102506,28,267,"mei","Provável",1.7,5.39,0.02,2.73,9,"267",NA,NA,19,NA,67,NA,3,12,12,3,4,NA,NA,3,NA,NA,NA,NA
"417","Vanderson de Oliveira Campos","vanderson","Vanderson","https://s.glbimg.com/es/sde/f/2020/07/19/24a0d42c1091b86fce08bf917f0cb817_FORMATO.png",107750,28,284,"lat","Nulo",11.6,3.25,2.47,4.55,2,"284",NA,NA,1,NA,19,NA,1,6,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"418","Carlos Eduardo da Silva Rodrigues Lima","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2020/07/20/e4dbbf8866206bb1c0611baf30621efc_FORMATO.png",107756,28,285,"zag","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","Leonardo Ferreira Gonçalves","leo-ferreira","Léo Ferreira","https://s.glbimg.com/es/sde/f/2020/09/16/af972d3c671cad3d18f6cfdebf06700c_FORMATO.png",107760,28,285,"ata","Nulo",0,1.45,0,1.5,1,"285",NA,NA,1,NA,4,NA,NA,NA,1,NA,3,NA,1,NA,NA,NA,NA,NA
"420","Kaio Nunes Ferreira","kaio","Kaio","https://s.glbimg.com/es/sde/f/2020/08/26/defba11bfc1c0574154c40932f23aefd_FORMATO.jpeg",102563,28,290,"mei","Nulo",0,3,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Lucas Halter","lucas-halter","Lucas Halter","https://s.glbimg.com/es/sde/f/2019/05/18/8451dd8fd1ce139e8f57e002de068475_FORMATO.png",102253,28,293,"zag","Nulo",0,3.19,0,1.18,8,"293",NA,NA,4,NA,31,1,1,5,9,1,1,NA,NA,1,NA,NA,NA,NA
"422","João Vitor Xavier de Almeida","xavier","Xavier","https://s.glbimg.com/es/sde/f/2020/11/03/e415b179b0e3eb537290404e84501353_FORMATO.png",102067,28,264,"mei","Nulo",0,1.39,0,1.47,7,"264",NA,NA,2,NA,17,NA,2,13,10,1,1,NA,NA,1,NA,NA,NA,NA
"423","Alesson dos Santos Batista","alesson","Alesson","https://s.glbimg.com/es/sde/f/2020/02/28/a6c39298924cbf2f7ac0256ed7a67a55_FORMATO.png",97321,28,265,"mei","Nulo",0,1.51,0,0.71,9,"265",NA,NA,7,NA,17,NA,1,7,7,1,3,NA,1,NA,NA,NA,NA,NA
"424","Rokenedy dos Santos","rokenedy","Rokenedy ","https://s.glbimg.com/es/sde/f/2020/11/27/aac8321f06c7b18cef1c545fa597439b_FORMATO.png",107852,28,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Miguel Ferreira Damasceno","miguel-figueira","Miguel Figueira","https://s.glbimg.com/es/sde/f/2020/08/26/3fa464ee6de9c64f2d753dc0dc419801_FORMATO.jpeg",102565,28,290,"mei","Nulo",0,1.67,0,1.74,11,"290",NA,NA,13,NA,21,NA,2,9,17,1,5,1,NA,1,NA,NA,NA,NA
"426","Arthur Henrique Bittencourt","arthur","Arthur","https://s.glbimg.com/es/sde/f/2019/01/25/5f0f0047f511d254fd9d18a7ef986daa_FORMATO.png",101173,28,294,"gol","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","Hélio Júnio Nunes de Castro","helinho","Helinho","https://s.glbimg.com/es/sde/f/2020/11/20/7c0d041c984aed2ad0bddb5980390af3_FORMATO.png",102598,28,280,"ata","Contundido",0,3.2,0,1.14,5,"280",NA,NA,2,NA,15,NA,2,7,6,1,NA,NA,NA,1,NA,NA,NA,NA
"428","Pedro Henrique Nunes Silva","pedrao","Pedrão","https://s.glbimg.com/es/sde/f/2020/08/03/ab4d9a5eefa053f8078426da8a7517ee_FORMATO.png",107541,28,292,"zag","Nulo",0,1,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Alexander Lecaros Aragón","lecaros","Lecaros","https://s.glbimg.com/es/sde/f/2020/03/01/53edbb0ca79d3f3796591671f994f93b_FORMATO.png",102276,28,263,"ata","Nulo",0.5,2.3,-0.3,1.04,5,"263",NA,NA,5,NA,12,NA,NA,3,2,2,NA,NA,1,NA,NA,NA,NA,NA
"430","Francisco Vítor Silva Costa","victor-jacare","Victor Jacaré","https://s.glbimg.com/es/sde/f/2020/08/25/682aea868615c09c3571352b835cc394_FORMATO.png",101201,28,354,"ata","Nulo",0,5.81,0,1.6,7,"354",NA,NA,12,NA,15,NA,2,NA,8,2,6,1,1,NA,NA,NA,NA,NA
"431","Gabriel Batista de Souza","gabriel-batista","Gabriel Batista","https://s.glbimg.com/es/sde/f/2020/07/21/a0fe36e0e71a7d48c344eb5e7668b6f7_FORMATO.png",98333,28,262,"gol","Nulo",0,1.56,0,-0.9,3,"Flamengo",NA,2,1,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Wellington Daniel Bueno","bueno","Bueno","https://s.glbimg.com/es/sde/f/2020/08/31/3f5160eda219c10021204248fc78195d_FORMATO.png",97425,28,282,"zag","Nulo",0,6.89,0,2.39,7,"282",NA,NA,1,NA,16,3,NA,5,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"433","Felipe dos Reis Pereira Vizeu do Carmo","felipe-vizeu","Felipe Vizeu","https://s.glbimg.com/es/sde/f/2020/10/20/cb08a5c10db57cbbec091e022d47de94_FORMATO.png",94138,28,354,"ata","Nulo",0,5.94,0,2.43,4,"354",NA,NA,3,NA,3,NA,NA,NA,3,1,1,1,NA,NA,NA,NA,NA,NA
"434","Pedro Henrique Naressi Machado","pedro-naressi","Pedro Naressi","https://s.glbimg.com/es/sde/f/2020/09/14/46ddb181165c7727e2b17d88bb13428e_FORMATO.png",98529,28,354,"mei","Nulo",-3.6,0.78,-0.66,1.59,9,"354",NA,NA,8,NA,28,NA,4,14,15,NA,2,1,NA,1,NA,NA,NA,NA
"435","Marcos Vinícius Sousa Natividade","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2020/02/27/636794bd55317612f53a95fc4663618f_FORMATO.png",102292,28,292,"ata","Provável",6.5,7.37,0.7,3.05,24,"292",NA,NA,82,NA,120,NA,7,35,31,2,9,3,NA,1,NA,NA,NA,NA
"436","Gustavo Henric da Silva","gustavo-mosquito","Gustavo Mosquito","https://s.glbimg.com/es/sde/f/2020/08/20/81a5c782b9fc85b4c16836aa362f34b8_FORMATO.png",97450,28,264,"ata","Nulo",0,4.19,0,2.44,15,"264",NA,NA,18,NA,46,NA,NA,9,10,3,5,2,1,1,NA,NA,NA,NA
"437","Benjamín Kuscevic Jaramillo","kuscevic","Kuscevic","https://s.glbimg.com/es/sde/f/2020/11/05/474301b42de21f3723694c3a39533818_FORMATO.png",98619,28,275,"zag","Nulo",0,7.26,0,6,2,"275",NA,NA,2,NA,2,1,NA,3,2,1,NA,NA,NA,NA,1,NA,NA,NA
"438","Mikael Filipe Viana","mikael","Mikael","https://s.glbimg.com/es/sde/f/2020/11/13/a73bd740adb93a9d3545c96e7c4d4c97_FORMATO.png",102299,28,292,"ata","Nulo",0,2.74,0,1.28,10,"292",NA,NA,2,NA,9,NA,NA,1,2,3,2,1,1,NA,NA,NA,NA,NA
"439","Geilson Cerqueira Almeida","geilson","Geilson","https://s.glbimg.com/es/sde/f/2020/09/13/5207c4706aaf2d2b36e55db1e5a4a7ae_FORMATO.png",107882,28,356,"mei","Nulo",0,1,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","Renyer Luan de Oliveira Damasceno","renyer","Renyer","https://s.glbimg.com/es/sde/f/2020/07/16/a63e9e4595449a48f9b4160c4eec1045_FORMATO.png",107954,28,277,"ata","Nulo",0,3,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Luan Silva dos Santos","luan-silva","Luan Silva","https://s.glbimg.com/es/sde/f/2020/03/07/9323f3231e0e80378421c98fe7c6b795_FORMATO.png",102295,28,275,"ata","Contundido",0,2,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Thiago Beserra dos Santos","thiaguinho","Thiaguinho","https://s.glbimg.com/es/sde/f/2020/03/05/d9e74309d644cc5e8eb0fafd0277e152_FORMATO.png",102599,28,264,"mei","Nulo",0,3,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Nathan Otávio Ribeiro","nathan-ribeiro","Nathan Ribeiro","https://s.glbimg.com/es/sde/f/2020/03/03/96fb7ded5758b12433b954935496405f_FORMATO.png",102607,28,294,"zag","Provável",-0.2,2.29,-0.71,-0.2,1,"Coritiba",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","Pablo Thiago Ferreira Thomaz","pablo-thomaz","Pablo Thomaz","https://s.glbimg.com/es/sde/f/2020/09/30/a7b22d74d41827304b8a71b4c57641d3_FORMATO.png",102797,28,294,"ata","Nulo",0,0.85,-0.14,0.61,8,"Coritiba",NA,NA,5,NA,8,NA,NA,1,2,2,1,NA,NA,NA,NA,NA,NA,NA
"445","Nathan Uilian Fogaça","nathan","Nathan ","https://s.glbimg.com/es/sde/f/2020/03/03/e6e59b655c3cc3a36d2dd52bda9b59d7_FORMATO.png",102667,28,294,"ata","Nulo",-0.2,0.78,-0.01,0.12,8,"Coritiba",NA,NA,3,NA,14,NA,NA,1,4,2,NA,NA,1,NA,NA,NA,NA,NA
"446","Gustavo Henrique Santos","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2020/08/31/a66028d14e1ccfc443e22f7adb4afb0e_FORMATO.png",107963,28,282,"zag","Nulo",0,2,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Matheus Henrique Teixeira","matheus-teixeira","Matheus Teixeira","https://s.glbimg.com/es/sde/f/2020/02/28/0be52fce88dbd641cee3e966d4765bbb_FORMATO.png",102907,28,265,"gol","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Danilo Alves da Silva","danilo","Danilo","",107981,28,373,"zag","Nulo",0,1,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Rhuan Silveira Castro","rhuan","Rhuan","https://s.glbimg.com/es/sde/f/2019/03/28/4d88ed09bc75e94e5f255e63ec33d09c_FORMATO.png",102958,28,263,"ata","Nulo",0.9,2.95,-0.08,1.71,20,"263",NA,NA,27,NA,37,NA,2,9,7,5,12,NA,2,1,1,NA,NA,NA
"450","Lucas Ribeiro dos Santos","lucas-ribeiro","Lucas Ribeiro","https://s.glbimg.com/es/sde/f/2020/08/11/93a36fa67c35580ef4e99cac7a12dff1_FORMATO.png",103088,28,285,"zag","Nulo",0,3.86,0,2.5,3,"285",NA,NA,2,NA,8,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA
"451","Luan Vinícius da Silva Santos ","luan","Luan","https://s.glbimg.com/es/sde/f/2019/04/01/d66903d72e2d84e1b6c05a8579691862_FORMATO.png",102909,28,276,"mei","Provável",0,2.8,0,0.9,15,"276",NA,NA,7,NA,28,NA,5,29,19,2,1,NA,NA,NA,NA,NA,NA,NA
"452","Romildo Del Piage de Souza","romildo","Romildo","https://s.glbimg.com/es/sde/f/2020/09/30/adfe338d662135f7233e4762688716a1_FORMATO.png",107972,28,263,"mei","Nulo",0,1,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Gabriel de Sousa Barros","gabriel-barros","Gabriel Barros","https://s.glbimg.com/es/sde/f/2020/11/20/88a1c7013a8a5f9f253c6d68b994b80a_FORMATO.png",108352,28,262,"mei","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Jaime Alberto Alvarado Hoyos","alvarado","Alvarado","https://s.glbimg.com/es/sde/f/2020/07/25/4a02063b707aa80eda6644030e78eaf9_FORMATO.png",107991,28,293,"mei","Nulo",1.5,3.46,0.39,0.47,10,"293",NA,NA,1,NA,12,NA,2,10,7,NA,NA,NA,NA,NA,1,NA,NA,NA
"455","Éderson José dos Santos Lourenço da Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2020/07/21/f49e1a31b6d8b3c32d6aee8a8632243b_FORMATO.png",103099,28,264,"mei","Nulo",0,5.18,0,2.26,13,"264",NA,NA,15,NA,30,NA,NA,25,12,3,3,NA,NA,NA,NA,NA,NA,NA
"456","Gabriel Santos Cordeiro Lacerda","gabriel-lacerda","Gabriel Lacerda","https://s.glbimg.com/es/sde/f/2020/07/21/3dc2061d37b1f85d9dd8d9dd72cb35de_FORMATO.png",108176,28,354,"zag","Nulo",0,3.37,0,3.01,8,"354",NA,NA,3,NA,32,3,NA,6,3,1,NA,NA,NA,1,NA,NA,NA,NA
"457","Eric dos Santos Rodrigues","ramires","Ramires","https://s.glbimg.com/es/sde/f/2020/11/18/df8a0d80a74054663ff19ac2bd6c6799_FORMATO.png",103295,28,280,"mei","Nulo",0,3.9,-0.18,-0.24,5,"280",NA,NA,3,NA,10,NA,NA,NA,3,NA,1,NA,2,NA,NA,NA,NA,NA
"458","Mateus Gonçalves Martins","mateus-goncalves","Mateus Gonçalves","https://s.glbimg.com/es/sde/f/2020/03/02/0f8cdae2b0676e92c2ccef0b10c4f252_FORMATO.png",103076,28,354,"ata","Nulo",0,6.41,0,1.74,14,"354",NA,NA,2,NA,35,NA,1,14,6,5,6,1,2,NA,NA,NA,NA,NA
"459","César Rafael Haydar Villarreal","haydar","Haydar","https://s.glbimg.com/es/sde/f/2020/08/28/ba3142fb0b8e45fc8ea4206aff5b19ea_FORMATO.png",108385,28,280,"zag","Nulo",0,2,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Andrew da Silva Ventura","andrew","Andrew","https://s.glbimg.com/es/sde/f/2019/03/28/6bb49f946fbf4eb4e9fa370948141d04_FORMATO.png",103183,28,263,"gol","Nulo",0,1,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Guilherme Vicentini Castellani","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2020/07/21/bb5062302e06646e9b5f34217a68a349_FORMATO.png",108539,28,264,"gol","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Antonio Javier Galeano Ferreira","galeano","Galeano","https://s.glbimg.com/es/sde/f/2021/01/05/41cfb3f99bfa68692f9dc460876c6fa2_FORMATO.png",108713,28,276,"ata","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Ramon Rodrigo de Carvalho","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/03/01/96275404d7db5a1ad2bda2053ea034fd_FORMATO.png",103515,28,265,"mei","Provável",-2.9,0.78,-0.31,-0.27,6,"265",NA,NA,4,NA,18,NA,2,4,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"464","Leonardo Siqueira de Paiva Bezerra","leonardo","Leonardo","https://s.glbimg.com/es/sde/f/2020/10/29/58bd0e0b96262b9f0d74c0126f321e00_FORMATO.png",108424,28,373,"gol","Nulo",0,2,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Rodrigo dos Santos de Freitas","rodrigo-freitas","Rodrigo Freitas","https://s.glbimg.com/es/sde/f/2020/09/04/018d68fa1c6441d3b39970cfad8ee083_FORMATO.png",103261,28,276,"zag","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Kaio Jorge Pinto Ramos","kaio-jorge","Kaio Jorge","https://s.glbimg.com/es/sde/f/2020/03/09/2863be83eb651b5fcae91f0fa484d0b1_FORMATO.png",103445,28,277,"ata","Nulo",0,4.29,0,1.64,22,"Santos",NA,NA,31,NA,49,NA,4,13,31,2,13,2,2,1,1,NA,NA,NA
"467","André Luiz Ribeiro da Silva","andre","André","https://s.glbimg.com/es/sde/f/2021/01/07/11322c8a868b34a2756cc78de4edff18_FORMATO.png",104080,28,354,"gol","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Dênis de Oliveira Aguiar Júnior","junior","Júnior","https://s.glbimg.com/es/sde/f/2019/04/01/f8a36e8e52088ffa0e8b4469629c46fe_FORMATO.png",103662,28,276,"gol","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
