,atletas.nome,atletas.slug,atletas.apelido,atletas.foto,atletas.atleta_id,atletas.rodada_id,atletas.clube_id,atletas.posicao_id,atletas.status_id,atletas.pontos_num,atletas.preco_num,atletas.variacao_num,atletas.media_num,atletas.jogos_num,atletas.clube.id.full.name,CA,DS,FC,FD,FF,FS,G,I,PI,A,FT,SG,DD,GS,CV,DP,GC,PP
162,Severino do Ramo Clementino da Silva,nino-paraiba,Nino Paraíba,https://s.glbimg.com/es/sde/f/2020/07/23/73b5168e7153d03026f7793518fe9dd9_FORMATO.png,68808,10,265,lat,Nulo,-0.7,7.9,0.05,2.51,8,Bahia,2,25,8,1,1,5,NA,NA,64,NA,NA,1,NA,NA,NA,NA,NA,NA
163,Elton Júnior Melo Ataíde,elton,Elton,https://s.glbimg.com/es/sde/f/2020/07/23/6bddafb802eca51fa3ab23c76e52a1b1_FORMATO.png,71719,10,265,mei,Nulo,0,3.66,0,1.3,3,Bahia,NA,4,2,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,Matheus Isaías dos Santos,matheus-jussa,Matheus Jussa,https://s.glbimg.com/es/sde/f/2020/07/20/b6025d70931dcc81ed6357f0201f65e9_FORMATO.png,91689,10,285,zag,Provável,0,2.32,0,0.9,2,Internacional,2,4,5,NA,NA,1,NA,NA,12,NA,NA,1,NA,NA,NA,NA,NA,NA
165,Jaime Alberto Alvarado Hoyos,alvarado,Alvarado,https://s.glbimg.com/es/sde/f/2020/07/25/4a02063b707aa80eda6644030e78eaf9_FORMATO.png,107991,10,293,mei,Nulo,0,3.88,-0.36,0.87,3,Athlético-PR,NA,4,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,Matheus Nascimento de Paula,matheus-nascimento,Matheus Nascimento,https://s.glbimg.com/es/sde/f/2020/08/31/21f8af047c8476ce2fe45bfe2b91e4ea_FORMATO.png,109114,10,263,ata,Nulo,0,0.77,0,-0.5,1,Botafogo,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,Francisco Vítor Silva Costa,victor-jacare,Victor Jacaré,https://s.glbimg.com/es/sde/f/2020/08/25/682aea868615c09c3571352b835cc394_FORMATO.png,101201,10,354,ata,Nulo,0,7.41,0,2.6,4,Ceará,NA,NA,5,NA,4,7,1,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,Anderson Pedro Nunes da Silva Campos,anderson,Anderson,https://s.glbimg.com/es/sde/f/2020/07/23/d754afbf0688120fadf03222730e5233_FORMATO.png,38001,10,265,gol,Nulo,0,0.76,0,-1.23,4,Bahia,NA,NA,NA,NA,NA,1,NA,NA,34,NA,NA,NA,4,9,NA,NA,NA,NA
169,Tiago Barbosa Figueiredo,tiago-barbosa,Tiago Barbosa,https://s.glbimg.com/es/sde/f/2020/07/20/48e64443c43ff43fa1a705b9c5ee4534_FORMATO.png,107742,10,285,zag,Nulo,0,2,0,0,0,Internacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,Lucas Felipe Calegari,calegari,Calegari,https://s.glbimg.com/es/sde/f/2020/08/11/62173af2578274ecacd1dfb222a0b1ed_FORMATO.png,104276,10,266,lat,Provável,5.2,5.22,-0.08,5.28,6,Fluminense,NA,24,7,1,2,15,NA,1,36,NA,NA,1,NA,NA,NA,NA,NA,NA
171,Guilherme Alecsander Guedes,guilherme-guedes,Guilherme Guedes,https://s.glbimg.com/es/sde/f/2020/07/19/3e492b4747eacc5d7e87267e97310fad_FORMATO.png,100741,10,284,lat,Contundido,0,3,0,0,0,Grêmio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,Ernando Rodrigues Lopes,ernando,Ernando,https://s.glbimg.com/es/sde/f/2020/07/23/64f95e587c904e0e5980af5e1af88314_FORMATO.png,49651,10,265,zag,Nulo,-0.3,5.73,-0.46,2.43,7,Bahia,NA,4,2,2,1,1,1,NA,27,NA,NA,1,NA,NA,NA,NA,NA,NA
173,Luiz Otávio Alves Marcolino,luiz-otavio,Luiz Otávio,https://s.glbimg.com/es/sde/f/2020/03/01/c0d9bec2c3fec7a81266729603ed2582_FORMATO.png,94269,10,263,mei,Nulo,1.5,2.41,0.3,0.58,9,Botafogo,NA,5,3,1,NA,3,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,Douglas Alan Schuck Friedrich,douglas-friedrich,Douglas Friedrich,https://s.glbimg.com/es/sde/f/2020/07/23/8673aa3ad493dd8b6692cdcf7143b3e2_FORMATO.png,78584,10,265,gol,Nulo,1.6,9.12,-0.87,3.85,4,Bahia,NA,NA,NA,NA,NA,2,NA,NA,26,NA,NA,1,4,2,NA,NA,NA,NA
175,Matheus França Silva,matheuzinho,Matheuzinho,https://s.glbimg.com/es/sde/f/2020/03/03/c3634cab50166de94d02500e557e0be7_FORMATO.png,101727,10,262,lat,Nulo,1.3,2.32,0.11,2.13,4,Flamengo,1,4,2,2,NA,2,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA
176,Marcelo da Conceição Benevenuto Malaquias,marcelo-benevenuto,Marcelo Benevenuto,https://s.glbimg.com/es/sde/f/2019/03/22/0e2a859e1579e9ad52cd2edbc1297e88_FORMATO.png,95638,10,263,zag,Provável,1.7,6.55,-0.51,2.49,9,Botafogo,2,14,4,1,3,6,NA,NA,22,NA,NA,2,NA,NA,NA,NA,NA,NA
177,Rosicley Pereira da Silva,rossi,Rossi,https://s.glbimg.com/es/sde/f/2020/02/28/d1a73b8fecfac4a570fdd44568d62e0f_FORMATO.png,81798,10,265,ata,Nulo,-1.6,5.01,-0.44,1.52,9,Bahia,2,10,8,2,3,12,1,2,61,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,Guilherme Oliveira Santos,guilherme-santos,Guilherme Santos,https://s.glbimg.com/es/sde/f/2020/03/01/6979e564242e4e6905c0118a015237b2_FORMATO.png,50346,10,263,lat,Contundido,0,7.36,0,3.67,7,Botafogo,NA,13,10,NA,4,9,NA,1,45,1,NA,2,NA,NA,NA,NA,NA,NA
179,Leonardo Borges da Silva,leonardo-borges,Leonardo Borges,https://s.glbimg.com/es/sde/f/2020/07/26/c3a222558472978d707d1cf23e5f8139_FORMATO.png,105839,10,285,lat,Nulo,0,1,0,0,0,Internacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,Carlos Eduardo da Silva Rodrigues Lima,carlos-eduardo,Carlos Eduardo,https://s.glbimg.com/es/sde/f/2020/07/20/e4dbbf8866206bb1c0611baf30621efc_FORMATO.png,107756,10,285,zag,Nulo,0,1,0,0,0,Internacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,Robson José Brilhante Martins,robinho,Robinho,https://s.glbimg.com/es/sde/f/2020/07/28/24d96e13fa7243a3ebaa5bf8a94bcdfd_FORMATO.png,97461,10,280,ata,Nulo,-0.6,2.03,-0.44,1.46,5,Bragantino,NA,3,3,NA,1,1,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA
182,Alyson Vinícius Almeida Neves,alyson,Alyson,https://s.glbimg.com/es/sde/f/2020/07/16/d2d8dba7990915f9cb778e454ae473a0_FORMATO.png,102330,10,354,lat,Nulo,0,1.88,0,-0.8,2,Ceará,1,5,6,NA,1,2,NA,2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,Jadson Alves dos Santos,jadson,Jadson,https://s.glbimg.com/es/sde/f/2020/02/28/5db2e42db98f2ac9bc8d90e9636d8f9a_FORMATO.png,80129,10,265,mei,Nulo,0.4,2.82,-0.04,0.75,4,Bahia,NA,1,3,NA,2,5,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,Brenno Oliveira Fraga Costa,brenno,Brenno,https://s.glbimg.com/es/sde/f/2020/07/19/1748daa635dc775b9136f10307a95ab1_FORMATO.png,100830,10,284,gol,Nulo,0,1,0,0,0,Grêmio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,João Lucas de Almeida Carvalho,joao-lucas,João Lucas,https://s.glbimg.com/es/sde/f/2020/07/21/18411dbbf7fa68ca337d4cc0fba7b2d9_FORMATO.png,104257,10,262,lat,Contundido,0,4.17,0,3.55,2,Flamengo,1,4,6,NA,1,7,NA,NA,12,NA,NA,1,NA,NA,NA,NA,NA,NA
186,Clayson Henrique da Silva Vieira,clayson,Clayson,https://s.glbimg.com/es/sde/f/2020/02/28/d56707307468fee6760b2d5954c925f9_FORMATO.png,83817,10,265,ata,Nulo,0.9,4.72,0.22,1.72,6,Bahia,NA,2,4,1,2,5,1,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,Victor Hugo Santana Carvalho,vitinho,Vitinho,https://s.glbimg.com/es/sde/f/2020/07/28/51d0ea8bb18b7deb239ab41038d9cf2a_FORMATO.png,95770,10,280,mei,Contundido,0,3,0,0,0,Bragantino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,César Coelho Campos Júnior,cesinha,Cesinha,https://s.glbimg.com/es/sde/f/2020/07/20/9084acbdc2fa8f6a0f4cb02c41701033_FORMATO.png,107746,10,285,mei,Nulo,0,1,0,0,0,Internacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,Hugo Moura Arruda da Silva,hugo-moura,Hugo Moura,https://s.glbimg.com/es/sde/f/2020/08/31/f47edb06171b8cc97b1c955c58ae682d_FORMATO.png,101594,10,294,mei,Provável,1.5,2.56,0.15,0.7,4,Coritiba,1,4,5,NA,2,6,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,Victor Hugo Soares dos Santos,kanu,Kanu,https://s.glbimg.com/es/sde/f/2018/05/17/2db8b29bbc16d8473f93bd1f8a0351dc_FORMATO.png,98484,10,263,zag,Provável,6.3,5.71,1.06,3.42,9,Botafogo,NA,15,4,1,3,13,NA,NA,23,NA,NA,2,NA,NA,NA,NA,NA,NA
191,Charles Rigon Mattos,charles,Charles,https://s.glbimg.com/es/sde/f/2020/03/02/2f897ea65a1bd1db59318a12e5c6d367_FORMATO.png,96342,10,354,mei,Provável,10.4,7.83,1.95,3.27,10,Ceará,1,30,19,1,3,4,1,NA,44,1,NA,NA,NA,NA,NA,NA,NA,NA
192,Pedro Raul Garay da Silva,pedro-raul,Pedro Raul,https://s.glbimg.com/es/sde/f/2020/03/01/a9eff7e76be6852105bc805128846d3a_FORMATO.png,98225,10,263,ata,Nulo,-1.7,5.02,-0.8,1.2,5,Botafogo,1,2,11,NA,4,6,1,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,Wanderson Santos Pereira,wanderson,Wanderson,https://s.glbimg.com/es/sde/f/2020/07/23/dddef028f9e20a0ee451b41e0d30b74b_FORMATO.png,86143,10,265,zag,Nulo,0,4,0,0,0,Bahia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,Marco Antônio Rosa Furtado Júnior,marco-antonio,Marco Antônio,https://s.glbimg.com/es/sde/f/2020/07/23/9d019c35887c5b459155b29b81d6af85_FORMATO.png,94975,10,265,mei,Nulo,1.1,3.46,0.11,3.12,5,Bahia,NA,2,3,1,NA,3,1,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA
195,José Carlos Cracco Neto,zeca,Zeca,https://s.glbimg.com/es/sde/f/2020/02/28/63c70f39c75210a2afc1875bf96d34ec_FORMATO.png,87192,10,265,lat,Nulo,0,4.83,0,1.1,5,Bahia,1,3,3,NA,3,NA,NA,NA,14,NA,NA,1,NA,NA,NA,NA,NA,NA
196,Fernando Peixoto Costanza,fernando,Fernando,https://s.glbimg.com/es/sde/f/2019/03/28/0e1597e7f7c233c1663c9739a327843b_FORMATO.png,99550,10,263,lat,Nulo,0,2.55,0,1,1,Botafogo,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,Lucas da Silva Ribeiro Campos,lucas-campos,Lucas Campos,https://s.glbimg.com/es/sde/f/2019/08/23/de2cbd55d0f687fecdd4b8346fddf148_FORMATO.png,99903,10,263,ata,Nulo,0,2,0,0,0,Botafogo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,Gregore de Magalhães da Silva,gregore,Gregore,https://s.glbimg.com/es/sde/f/2020/07/23/d4779b1c4479f06f665d796b9eb346b7_FORMATO.png,95464,10,265,mei,Nulo,0,5.69,0,0.13,6,Bahia,4,21,16,NA,3,2,NA,NA,26,NA,NA,NA,NA,NA,1,NA,NA,NA
199,João Pedro Maturano dos Santos,joao-pedro,João Pedro ,https://s.glbimg.com/es/sde/f/2020/07/23/fea20088b9a54c3a580480216fc65053_FORMATO.png,89273,10,265,lat,Nulo,0,4.26,0,-0.8,1,Bahia,NA,1,2,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,Wescley Gomes dos Santos,wescley,Wescley,https://s.glbimg.com/es/sde/f/2020/08/31/f76d432cdaf8192dfc153e892b58c96c_FORMATO.png,70925,10,354,mei,Nulo,0,2.46,0,-0.3,2,Ceará,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,Guilherme de Aguiar Camacho,camacho,Camacho,https://s.glbimg.com/es/sde/f/2020/07/21/5b52e9c77ce07e75ed44e8584e771d63_FORMATO.png,68770,10,264,mei,Nulo,-0.7,2.68,-0.36,-0.12,5,Corinthians,1,6,7,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,Warley Leandro da Silva,warley,Warley,https://s.glbimg.com/es/sde/f/2020/03/01/d0a8e4730428e0cc54246ec2cbc1d50f_FORMATO.png,104646,10,263,ata,Nulo,0,3,0,0,0,Botafogo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,José Élber Pimentel da Silva,elber,Élber,https://s.glbimg.com/es/sde/f/2020/07/24/4a3f794325acc2d6bd02a0c556444c2d_FORMATO.png,74140,10,265,ata,Nulo,1.1,9.43,-0.24,4.41,9,Bahia,NA,10,5,6,5,26,1,4,61,1,1,NA,NA,NA,NA,NA,NA,NA
204,Rhuan Silveira Castro,rhuan,Rhuan,https://s.glbimg.com/es/sde/f/2019/03/28/4d88ed09bc75e94e5f255e63ec33d09c_FORMATO.png,102958,10,263,ata,Provável,1.4,2.31,-0.04,1.35,8,Botafogo,NA,2,1,1,1,8,NA,1,12,1,NA,NA,NA,NA,NA,NA,NA,NA
205,Luis Henrique Tomaz de Lima,luis-henrique,Luis Henrique ,https://s.glbimg.com/es/sde/f/2020/07/20/838de214e88e75dcdc13c78f44cb20d1_FORMATO.png,105049,10,263,ata,Nulo,0,4.76,0,2.1,5,Botafogo,NA,3,2,8,3,4,NA,3,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,Ronaldo da Silva Souza,ronaldo,Ronaldo,https://s.glbimg.com/es/sde/f/2020/07/20/dc33647201f8156e6ccfacd8ecd1cf1d_FORMATO.png,92981,10,265,mei,Nulo,1.5,3.29,-0.59,1.5,7,Bahia,3,17,16,NA,2,6,NA,NA,21,1,NA,NA,NA,NA,NA,NA,NA,NA
207,Felipe de Oliveira Silva,felipe-baxola,Felipe Baxola,https://s.glbimg.com/es/sde/f/2020/03/02/a6b441d755d11d4c4cee6850b8edddf7_FORMATO.png,71113,10,354,mei,Nulo,0,3.58,0,-0.1,2,Ceará,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,Caio Alexandre Souza e Silva,caio-alexandre,Caio Alexandre,https://s.glbimg.com/es/sde/f/2020/07/20/29f9587aac296561c6706ec75204ca92_FORMATO.png,106323,10,263,mei,Provável,-0.8,4.87,-0.67,2.05,8,Botafogo,3,13,9,NA,3,15,1,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,Mateus Gonçalves Martins,mateus-goncalves,Mateus Gonçalves,https://s.glbimg.com/es/sde/f/2020/03/02/0f8cdae2b0676e92c2ccef0b10c4f252_FORMATO.png,103076,10,354,ata,Nulo,0,7.6,-0.14,2.47,10,Ceará,NA,11,4,4,6,2,1,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,Lucas Barros da Cunha,lucas-barros,Lucas Barros,https://s.glbimg.com/es/sde/f/2019/03/28/be4f63d854fc719f9e9072cf24e0d7f3_FORMATO.png,104650,10,263,lat,Nulo,0,2,0,0,0,Botafogo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,Daniel Sampaio Simões,daniel,Daniel,https://s.glbimg.com/es/sde/f/2020/02/28/a0c1c9f69e5607f8a09bca2e4d7b6bc8_FORMATO.png,93791,10,265,mei,Nulo,0.1,3.93,-0.02,1.77,8,Bahia,1,7,8,NA,3,10,1,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,Diego Terra Loureiro,diego-loureiro,Diego Loureiro,https://s.glbimg.com/es/sde/f/2020/03/01/4aa545bef3f6f79e2004bcd20b92e8e7_FORMATO.png,99430,10,263,gol,Nulo,0,1,0,0,0,Botafogo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,Mauro Boselli,boselli,Boselli,https://s.glbimg.com/es/sde/f/2020/07/21/bfd90faeec9d1f1103e6bcc353b87e20_FORMATO.png,69161,10,264,ata,Nulo,0,6.1,0,-0.07,3,Corinthians,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,Rafael Augusto Sobis do Nascimento,rafael-sobis,Rafael Sobis,https://s.glbimg.com/es/sde/f/2020/03/01/07d469e7953e91ccc61088458f4c6397_FORMATO.png,37798,10,354,ata,Nulo,0,6.4,0,1.44,9,Ceará,NA,3,3,2,6,1,NA,1,18,NA,2,NA,NA,NA,NA,NA,NA,NA
215,Vinícius Goes Barbosa de Souza,vinicius,Vinícius,https://s.glbimg.com/es/sde/f/2020/07/16/66a1394a24c6d86ac402a7ad916cf196_FORMATO.png,71162,10,354,mei,Provável,13.1,9.93,2.57,5.69,7,Ceará,1,5,5,5,10,5,2,1,57,2,1,NA,NA,NA,NA,NA,NA,NA
216,Matheus Barcelos da Silva,matheus-babi,Matheus Babi,https://s.glbimg.com/es/sde/f/2020/07/20/bb2284f13a5e04e59749617f6cfd07bd_FORMATO.png,94444,10,263,ata,Provável,21.1,10.88,4.43,5.3,9,Botafogo,2,13,18,4,5,26,3,5,36,1,1,NA,NA,NA,NA,NA,NA,NA
217,Rick Jhonatan Lima Morais,rick,Rick,https://s.glbimg.com/es/sde/f/2020/08/31/66182e36104ff865242a7b388c3a2d6b_FORMATO.png,104459,10,354,ata,Nulo,0,0.77,0,-0.43,3,Ceará,NA,NA,3,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,Luis Antônio da Rocha Júnior,juninho-capixaba,Juninho Capixaba,https://s.glbimg.com/es/sde/f/2020/02/28/d95ca5159ff4c4c6749ff6b844ceadb0_FORMATO.png,94968,10,265,lat,Nulo,3.8,7.69,0.31,3.57,6,Bahia,1,17,7,2,2,5,NA,1,61,1,NA,1,NA,NA,NA,NA,NA,NA
219,Cléber Bomfim de Jesus,cleber,Cléber,https://s.glbimg.com/es/sde/f/2020/07/16/715ecd8cb7718372d50406be7b2b10d9_FORMATO.png,104125,10,354,ata,Provável,3.9,11.49,0.41,3.79,10,Ceará,NA,12,19,5,9,7,3,4,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,Carlos Eduardo Santos Oliveira,eduardo,Eduardo,https://s.glbimg.com/es/sde/f/2020/03/02/a44ce5150145201cb2e17e412ff95656_FORMATO.png,50645,10,354,lat,Nulo,0,3.71,0,1.4,2,Ceará,NA,5,2,NA,NA,1,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,Ricardo Dias Acosta,ricardinho,Ricardinho,https://s.glbimg.com/es/sde/f/2020/08/31/b0d32bee7d7194947d1c22e221afed3f_FORMATO.png,78577,10,354,mei,Dúvida,-0.3,2.47,-0.4,0.1,5,Ceará,1,6,3,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,Danilo Fernando Avelar,danilo-avelar,Danilo Avelar,https://s.glbimg.com/es/sde/f/2020/08/17/aad01ff8fba4f807ccfdca075fa0d581_FORMATO.png,72142,10,264,zag,Nulo,0,4.41,0,1.82,8,Corinthians,NA,8,13,5,1,2,1,NA,27,NA,NA,1,NA,NA,1,NA,NA,NA
223,Gabriel Girotto Franco,gabriel,Gabriel,https://s.glbimg.com/es/sde/f/2020/07/21/6007b8a8c3569c3a81dae7a64a598076_FORMATO.png,78605,10,264,mei,Suspenso,-0.5,4.19,-0.69,1.97,7,Corinthians,3,18,12,NA,2,8,NA,NA,28,1,NA,NA,NA,NA,NA,NA,NA,NA
224,João Alves de Assis Silva,jo,Jô,https://s.glbimg.com/es/sde/f/2020/07/21/71eb3b59df93d002977cbc1dcaa52025_FORMATO.png,38138,10,264,ata,Nulo,-1.7,11.62,-0.54,3.67,9,Corinthians,NA,NA,9,5,5,9,3,2,40,1,1,NA,NA,NA,NA,NA,NA,1
225,Sidcley Ferreira Pereira,sidcley,Sidcley,https://s.glbimg.com/es/sde/f/2020/03/02/d76b28f383366667813428ea01aaab63_FORMATO.png,86764,10,264,lat,Nulo,-0.1,6.58,-0.15,2.28,7,Corinthians,NA,11,4,1,1,9,NA,1,40,NA,NA,1,NA,NA,NA,NA,NA,NA
226,Diogo José Gonçalves da Silva,diogo-silva,Diogo Silva,https://s.glbimg.com/es/sde/f/2020/08/31/33ea3d05a9df2f933210bccd17b4083b_FORMATO.png,71882,10,354,gol,Nulo,0,4,0,0,0,Ceará,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,Bergson Gustavo Silveira da Silva,bergson,Bergson,https://s.glbimg.com/es/sde/f/2020/03/02/2da2700754fb23a9fcc3cbbe28cf447b_FORMATO.png,68696,10,354,ata,Nulo,1.8,1.92,0.26,0.45,4,Ceará,NA,1,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,Luiz Otávio Anacleto Leandro,luiz-otavio,Luiz Otávio,https://s.glbimg.com/es/sde/f/2020/08/31/03f318322bad08093324500b97948211_FORMATO.png,72359,10,354,zag,Provável,16.1,6.77,3.5,2.67,8,Ceará,3,11,10,NA,1,1,1,NA,29,NA,NA,3,NA,NA,NA,NA,NA,NA
229,Eduardo Schroeder Brock,eduardo-brock,Eduardo Brock,https://s.glbimg.com/es/sde/f/2020/08/31/edc31727f12d73f44cc5aa5c7e609151_FORMATO.png,78654,10,354,zag,Nulo,0,3,0,0,0,Ceará,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,Pedro Henrique Ribeiro Gonçalves,pedro-henrique,Pedro Henrique,https://s.glbimg.com/es/sde/f/2020/07/20/2e55ca8b5694bd4dc3fd1469cce872c2_FORMATO.png,87225,10,293,zag,Nulo,6.2,4.63,0.87,1.92,4,Athlético-PR,1,7,2,NA,NA,1,NA,NA,18,NA,NA,1,NA,NA,NA,NA,NA,NA
231,Alesson dos Santos Batista,alesson,Alesson,https://s.glbimg.com/es/sde/f/2020/02/28/a6c39298924cbf2f7ac0256ed7a67a55_FORMATO.png,97321,10,265,mei,Nulo,0,1.41,0,0.9,4,Bahia,NA,1,2,1,1,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,Ramiro Moschen Benetti,ramiro,Ramiro,https://s.glbimg.com/es/sde/f/2020/07/21/e0a5bdd5ef228e8a11c02f81d9776f1f_FORMATO.png,78715,10,264,mei,Nulo,3.1,6.73,0.51,2.69,8,Corinthians,2,21,13,1,4,5,1,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,Michel Macedo Rocha Machado,michel,Michel,https://s.glbimg.com/es/sde/f/2020/07/21/7e91aeb17ccdb9585d3febb0d345e0a4_FORMATO.png,80664,10,264,lat,Nulo,0,4.76,-0.31,2.7,4,Corinthians,NA,3,1,1,2,6,NA,1,20,NA,NA,1,NA,NA,NA,NA,NA,NA
234,Janderson Santos de Souza,janderson,Janderson,https://s.glbimg.com/es/sde/f/2020/08/25/c027250715c7203ea603c6335609af2d_FORMATO.png,97245,10,373,ata,Provável,3.2,4.05,0.35,1.3,6,Atlético-GO,NA,7,5,2,2,4,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,Patrick de Oliveira Vieira,patrick-vieira,Patrick Vieira,https://s.glbimg.com/es/sde/f/2020/03/02/1b0ea475d6d2bdd4a6d337fb781b4752_FORMATO.png,78635,10,294,lat,Nulo,0,4.64,0,1.55,4,Coritiba,1,5,5,2,1,3,NA,1,35,NA,NA,1,NA,NA,NA,NA,NA,NA
236,Everaldo Silva do Nascimento,everaldo,Everaldo ,https://s.glbimg.com/es/sde/f/2020/07/21/0f49a5ab71c0b39969f9233907e200b9_FORMATO.png,91151,10,264,ata,Nulo,2.8,4.48,-0.52,2.8,1,Corinthians,NA,1,2,1,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,Walter Leandro Capeloza Artune,walter,Walter,https://s.glbimg.com/es/sde/f/2020/07/21/d178a2c9aa56afb775c7a97c03fc4321_FORMATO.png,51413,10,264,gol,Nulo,-2,4.99,-2.01,-2,0,Corinthians,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,Samuel Xavier Brito,samuel-xavier,Samuel Xavier,https://s.glbimg.com/es/sde/f/2020/03/02/c130a3239b5a95d8a3a8b13ede4b4ad1_FORMATO.png,73384,10,354,lat,Provável,5.3,6.13,1.06,2.51,9,Ceará,2,21,18,1,1,15,NA,NA,99,NA,NA,4,NA,NA,1,NA,NA,NA
239,Éderson José dos Santos Lourenço da Silva,ederson,Éderson,https://s.glbimg.com/es/sde/f/2020/07/21/f49e1a31b6d8b3c32d6aee8a8632243b_FORMATO.png,103099,10,264,mei,Nulo,0.9,5.21,-0.07,1.92,8,Corinthians,NA,17,9,1,1,6,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,Fábio Gonçalves,fabinho,Fabinho,https://s.glbimg.com/es/sde/f/2020/08/31/481f6c89bdb858088d28d492b1b0c868_FORMATO.png,80393,10,354,mei,Nulo,0,3.38,0,1.66,8,Ceará,2,17,4,1,NA,6,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,Richard de Oliveira da Costa,richard,Richard,https://s.glbimg.com/es/sde/f/2020/08/31/b4171a404ece6ec54f9a350c1f02f874_FORMATO.png,78851,10,354,gol,Nulo,0,4,0,0,0,Ceará,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,Jefferson Gabriel Nascimento Brito,fessin,Fessin,https://s.glbimg.com/es/sde/f/2020/02/28/8a051de64c7323a88c66ee473c630560_FORMATO.png,97994,10,265,mei,Nulo,0,1.42,0,-0.5,1,Bahia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
