"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","DS","FC","FD","FF","FS","G","I","PI","CA","SG","DD","GS","A","CV","FT","DP","GC","PP"
"356","Heron Crespo da Silva","heron","Heron","https://s.glbimg.com/es/sde/f/2020/08/26/4c288b07196f199d01bf56867451c668_FORMATO.jpeg",105339,9,290,"zag","Nulo",0,0.75,0,0,3,"Goiás",4,5,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","Breno Washington Rodrigues da Silva","breno","Breno","https://s.glbimg.com/es/sde/f/2020/08/26/d2737704a379be01e8864b8345b30982_FORMATO.jpeg",106083,9,290,"mei","Nulo",-1.7,3.56,-0.73,2.32,5,"Goiás",13,7,NA,2,3,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","Maicon Thiago Pereira de Souza","maicon","Maicon","https://s.glbimg.com/es/sde/f/2018/05/21/34502d57cb34fa46bd51d3bd901d38bb_FORMATO.png",38196,9,284,"mei","Dúvida",0,3.72,0,-0.23,3,"Grêmio",2,3,NA,NA,1,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2019/08/16/e0a4857e8a29ebeabcb5c38571b22ce2_FORMATO.png",49673,9,284,"gol","Nulo",0,4,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","Marcelo Oliveira Ferreira","marcelo-oliveira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2018/05/21/cd9984e989967919e3ef170f9dab23b7_FORMATO.png",50328,9,284,"zag","Nulo",0,3,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","Lucas Silva Borges","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2020/07/19/35677798312c58c5cc2c64f41b79a8dc_FORMATO.png",79701,9,284,"mei","Dúvida",0,4.94,-0.67,1.51,8,"Grêmio",12,7,NA,4,14,NA,NA,26,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","David Braz de Oliveira Filho","david-braz","David Braz","https://s.glbimg.com/es/sde/f/2019/07/24/865c7c09e556e0fb58885e80a6591081_FORMATO.png",50317,9,284,"zag","Dúvida",5.4,8.68,0.92,3.63,6,"Grêmio",6,3,2,1,2,NA,NA,19,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"363","Samuel Xavier Brito","samuel-xavier","Samuel Xavier","https://s.glbimg.com/es/sde/f/2020/03/02/c130a3239b5a95d8a3a8b13ede4b4ad1_FORMATO.png",73384,9,354,"lat","Provável",0,5.07,0,2.16,8,"Ceará",19,17,1,1,14,NA,NA,82,2,3,NA,NA,NA,1,NA,NA,NA,NA
"364","Daniel de Sousa Brito","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/02/27/222ec98ac489a4b1ce5063bdde3d208e_FORMATO.png",96468,9,285,"gol","Nulo",0,2,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","Gabriel Boschilia","boschilia","Boschilia","https://s.glbimg.com/es/sde/f/2020/02/27/dbeea99042dc47fc247d3a724d62602b_FORMATO.png",86841,9,285,"mei","Nulo",15.2,10.33,3.11,5.28,8,"Internacional",27,15,8,3,11,1,NA,58,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"366","Marcos Guilherme de Almeida Santos Matos","marcos-guilherme","Marcos Guilherme ","https://s.glbimg.com/es/sde/f/2020/02/27/cface4b2faa10e1c22eb8e5dfb7971ad_FORMATO.png",83266,9,285,"mei","Provável",0,3.35,0,0.14,8,"Internacional",5,8,1,2,5,NA,3,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","Diogo José Gonçalves da Silva","diogo-silva","Diogo Silva","https://s.glbimg.com/es/sde/f/2020/08/31/33ea3d05a9df2f933210bccd17b4083b_FORMATO.png",71882,9,354,"gol","Nulo",0,4,0,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","Eduardo Schroeder Brock","eduardo-brock","Eduardo Brock","https://s.glbimg.com/es/sde/f/2020/08/31/edc31727f12d73f44cc5aa5c7e609151_FORMATO.png",78654,9,354,"zag","Nulo",0,3,0,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","José Rogério de Oliveira Melo","rogerio","Rogério","https://s.glbimg.com/es/sde/f/2020/08/31/ef8bbe5f855514c0e2f7ff55805eed3e_FORMATO.png",73540,9,292,"ata","Nulo",0.5,3.97,-1.03,0.5,1,"Sport",NA,1,NA,NA,3,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","Guilherme da Silva Azevedo","guilherme-azevedo","Guilherme Azevedo","https://s.glbimg.com/es/sde/f/2020/07/19/756f7ee69aa8fccdfd44fbbf534a60a0_FORMATO.png",105837,9,284,"ata","Provável",1.2,1.01,0.15,0.8,2,"Grêmio",NA,NA,1,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","Luiz Otávio Anacleto Leandro","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2020/08/31/03f318322bad08093324500b97948211_FORMATO.png",72359,9,354,"zag","Provável",0,3.27,0,0.75,7,"Ceará",7,9,NA,1,1,NA,NA,25,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"372","Natanael Batista Pimenta","natanael","Natanael","https://s.glbimg.com/es/sde/f/2020/02/27/8c94b7b57ccfc606991b1936105f5e1c_FORMATO.png",86264,9,285,"lat","Nulo",0,4,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","Damián Marcelo Musto","musto","Musto","https://s.glbimg.com/es/sde/f/2020/02/27/aa72a4508aad03611c623879b48a94c6_FORMATO.png",94838,9,285,"mei","Provável",0,6.8,0,3.6,5,"Internacional",12,5,NA,NA,7,1,NA,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","Keiller da Silva Nunes","keiller","Keiller","https://s.glbimg.com/es/sde/f/2020/02/27/4d3e8df7f1ee40580d75e33e752dcff2_FORMATO.png",93834,9,285,"gol","Nulo",0,2,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","Gustavo Nonato Santana","nonato","Nonato","https://s.glbimg.com/es/sde/f/2020/02/27/4fc30df934657cce0aecf53ef7dc9a8b_FORMATO.png",100987,9,285,"mei","Dúvida",1.5,4.62,-0.53,3.65,2,"Internacional",9,5,1,NA,5,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","Richard de Oliveira da Costa","richard","Richard","https://s.glbimg.com/es/sde/f/2020/08/31/b4171a404ece6ec54f9a350c1f02f874_FORMATO.png",78851,9,354,"gol","Nulo",0,4,0,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,9,284,"zag","Provável",5.1,3.45,0.45,5.1,1,"Grêmio",1,NA,NA,NA,NA,NA,NA,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"378","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,9,284,"gol","Provável",0,7.25,0,6.85,2,"Grêmio",NA,NA,NA,NA,NA,NA,NA,13,NA,1,3,1,NA,NA,NA,NA,NA,NA
"379","Ricardo Dias Acosta","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2020/08/31/b0d32bee7d7194947d1c22e221afed3f_FORMATO.png",78577,9,354,"mei","Provável",2,2.87,0.16,0.2,4,"Ceará",3,2,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","Fábio Gonçalves","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2020/08/31/481f6c89bdb858088d28d492b1b0c868_FORMATO.png",80393,9,354,"mei","Nulo",0,3.38,0,1.66,8,"Ceará",17,4,1,NA,6,NA,NA,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","Fernando Pereira do Nascimento","fernando-sobral","Fernando Sobral","https://s.glbimg.com/es/sde/f/2020/08/31/e0f18a0e8a5144558982a72313a13ef5_FORMATO.png",84428,9,354,"mei","Provável",2.8,12.44,-0.42,5.76,9,"Ceará",33,19,5,7,22,NA,3,58,1,NA,NA,NA,3,NA,NA,NA,NA,NA
"382","Tiago Pagnussat","tiago","Tiago ","https://s.glbimg.com/es/sde/f/2020/03/02/65eb6383d1eef941a4b0e88084a8b4f4_FORMATO.png",79042,9,354,"zag","Provável",2.9,6.12,0.12,3.6,5,"Ceará",12,5,NA,1,6,NA,NA,33,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"383","Bruno Cortês Barbosa","bruno-cortez","Bruno Cortez","https://s.glbimg.com/es/sde/f/2018/05/18/0ba3c7d69167c8dcfafe511fc043e800_FORMATO.png",72079,9,284,"lat","Provável",6.9,11.14,1.21,4.01,8,"Grêmio",20,10,NA,1,9,NA,1,57,1,4,NA,NA,NA,NA,NA,NA,NA,NA
"384","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2020/08/18/3ca611370a41964d7e12a7d04a9474aa_FORMATO.png",80287,9,276,"ata","Provável",10.2,9.46,0.67,6.15,7,"São Paulo",14,11,2,2,10,3,NA,24,2,NA,NA,NA,1,NA,1,NA,NA,NA
"385","Renzo Saravia","saravia","Saravia","https://s.glbimg.com/es/sde/f/2020/03/02/2adf4c12427d0fca9fe94f89118bd866_FORMATO.png",96725,9,285,"lat","Nulo",10.6,20.88,1.58,8.87,7,"Internacional",34,11,1,2,15,NA,NA,47,1,5,NA,NA,1,NA,NA,NA,NA,NA
"386","Ronielson da Silva Barbosa","rony","Rony","https://s.glbimg.com/es/sde/f/2020/02/28/084ca5caaf485fd3cbf303cda6bbd8bf_FORMATO.png",91607,9,275,"ata","Nulo",-0.5,9.52,-0.56,1.02,7,"Palmeiras",9,15,2,3,14,NA,3,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","Vinicius Silvestre da Costa","vinicius-silvestre","Vinicius Silvestre","https://s.glbimg.com/es/sde/f/2020/02/28/c700e89cfd0aa09a1bc96945a20848f3_FORMATO.png",85083,9,275,"gol","Nulo",0,3,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","Leandro Carvalho da Silva","leandro-carvalho","Leandro Carvalho","https://s.glbimg.com/es/sde/f/2020/08/31/d355aa18dec4d39dab3b5a38969dcf00_FORMATO.png",88669,9,354,"ata","Provável",0,4.82,0,1.65,6,"Ceará",10,6,2,4,9,NA,1,27,2,NA,NA,NA,1,1,NA,NA,NA,NA
"389","Gabriel Vinícius Menino","gabriel-menino","Gabriel Menino","https://s.glbimg.com/es/sde/f/2020/01/20/119d338ee09aacf08faae33fa7047de7_FORMATO.png",103767,9,275,"mei","Provável",5.2,6.47,-0.12,3.71,8,"Palmeiras",18,5,1,6,16,NA,4,58,1,NA,NA,NA,2,NA,NA,NA,NA,NA
"390","Bruno de Jesus Pacheco","bruno-pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2020/03/02/bb3a75a802b180cef8ecf48d9cc025fa_FORMATO.png",90061,9,354,"lat","Provável",0,6.36,0,2.93,7,"Ceará",19,15,NA,NA,9,NA,NA,55,NA,3,NA,NA,NA,1,NA,NA,NA,NA
"391","Martín Nicolás Sarrafiore","sarrafiore","Sarrafiore","https://s.glbimg.com/es/sde/f/2020/02/27/aa8eecdb34ba3f18a158a391960d4f2c_FORMATO.png",101315,9,285,"mei","Nulo",2.9,2.95,0.42,2,2,"Internacional",NA,1,1,3,4,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","Jean Pyerre Casagrande Silveira Correa","jean-pyerre","Jean Pyerre","https://s.glbimg.com/es/sde/f/2019/07/09/c0831db56540c4e253fdd6affa63d176_FORMATO.png",98832,9,284,"mei","Contundido",0,12.85,0,4.7,4,"Grêmio",8,3,2,8,6,NA,NA,25,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"393","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2020/02/28/4d5c465a6fd405b025d4ca76e81d24a1_FORMATO.png",86972,9,275,"zag","Nulo",0,4,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","Roberto Pinheiro da Rosa","roberto","Roberto","https://s.glbimg.com/es/sde/f/2020/02/28/1ec6450611506323ed42668a0277b699_FORMATO.png",104086,9,285,"zag","Nulo",0,2,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","Francisco Hyun Sol Kim","chico","Chico","https://s.glbimg.com/es/sde/f/2020/08/04/13893a6365a1a9dc6fc1d57912718f8d_FORMATO.png",82407,9,373,"ata","Provável",2.4,4.07,-0.43,3.52,6,"Atlético-GO",6,6,2,4,7,NA,NA,20,1,NA,NA,NA,2,NA,1,NA,NA,NA
"396","Diego Cavalieri","diego-cavalieri","Diego Cavalieri","https://s.glbimg.com/es/sde/f/2019/03/22/660661f23332e4ee9ccda585ec5cec21_FORMATO.png",38431,9,263,"gol","Nulo",1.4,5.72,-1.28,1.4,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,6,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"397","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2020/03/09/f29c869ccdfaa407340b9047dbf761fa_FORMATO.jpeg",80692,9,275,"zag","Provável",4.8,5.69,1.21,2.03,7,"Palmeiras",13,7,NA,2,4,NA,1,24,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"398","Alan Steven Franco Palma","franco","Franco","https://s.glbimg.com/es/sde/f/2020/08/31/b9998b0398f68bde01652c40392cd3be_FORMATO.png",39656,9,282,"mei","Provável",9.7,6.88,1.92,4.09,8,"Atlético-MG",9,10,1,3,8,3,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","Rodrigo Gomes dos Santos","rodrigao","Rodrigão","https://s.glbimg.com/es/sde/f/2020/03/02/2b9219cf2dd42545e6b9924980aa8718_FORMATO.png",90651,9,354,"ata","Contundido",0,6,0,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","Walter Kannemann","kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2018/05/21/7a4b8f949ed4d8b668d8c40a33e50edb_FORMATO.png",87342,9,284,"zag","Contundido",0,11.23,0,4.28,6,"Grêmio",20,18,2,1,9,NA,NA,20,3,3,NA,NA,NA,NA,NA,NA,NA,NA
"401","Wesley Ribeiro Silva","wesley","Wesley","https://s.glbimg.com/es/sde/f/2020/03/09/a109fbcc7f3230d816eba0d842c3c2fd_FORMATO.png",105811,9,275,"ata","Provável",1.7,2.4,0.02,0.6,5,"Palmeiras",2,5,4,NA,5,NA,1,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2019/01/14/44f0336a3733e2e3fb4fccc9cf275f3a_FORMATO.jpeg",81150,9,275,"lat","Provável",7.5,6.87,1.4,2.56,5,"Palmeiras",15,7,NA,NA,4,NA,NA,37,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"403","João Gabriel Martins Peglow","peglow","Peglow","https://s.glbimg.com/es/sde/f/2020/02/27/5c7fe67d54b296320092b526cff1e6bb_FORMATO.png",106821,9,285,"mei","Nulo",-1,1.74,-0.33,0.82,5,"Internacional",2,5,NA,1,1,NA,1,12,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"404","Heitor Rodrigues da Fonseca","heitor","Heitor","https://s.glbimg.com/es/sde/f/2020/02/27/46ea70366228afe849358bbedd6c18e1_FORMATO.png",104649,9,285,"lat","Nulo",0,4,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","José Rafael Vivian","ze-rafael","Zé Rafael","https://s.glbimg.com/es/sde/f/2020/03/09/ada4c949fbe8a7d69336cf1ccd4ad0e9_FORMATO.png",82455,9,275,"mei","Provável",1.9,10.18,-0.75,3.98,7,"Palmeiras",13,16,2,5,20,1,NA,25,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"406","José Marcos Costa Martins","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2020/08/31/f80b931ac45bd42717faafcefa816c42_FORMATO.png",98765,9,282,"ata","Nulo",-0.7,4.3,-0.31,1.81,8,"Atlético-MG",10,9,1,2,5,NA,3,28,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"407","Gustavo Henrique Furtado Scarpa","gustavo-scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2019/10/03/47c21ed885c76c65fecede59c0ecf1e0_FORMATO.png",87999,9,275,"mei","Nulo",0,6.76,0,1.2,4,"Palmeiras",1,3,2,1,NA,NA,NA,9,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"408","Luis Manuel Orejuela García","orejuela","Orejuela","https://s.glbimg.com/es/sde/f/2020/07/19/2277b33232bf3b6a9c2e569271b9f87d_FORMATO.png",95352,9,284,"lat","Dúvida",10.9,9.96,2.23,4.1,8,"Grêmio",17,16,2,5,12,NA,NA,96,1,4,NA,NA,NA,NA,1,NA,NA,NA
"409","João Lucas Souza Cardoso","johnny","Johnny ","https://s.glbimg.com/es/sde/f/2020/02/27/fd6f78bc8647dd5e9fc9090d28654546_FORMATO.png",106002,9,285,"mei","Nulo",3,2.55,0.61,2.43,3,"Internacional",7,1,NA,1,3,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","Rafael Navarro Leal","rafael-navarro","Rafael Navarro","https://s.glbimg.com/es/sde/f/2020/07/20/893ac0fe6c55a42b91ef4744f6ca7d4b_FORMATO.png",105770,9,263,"ata","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","Raphael Cavalcante Veiga","raphael-veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2019/01/14/e85d3259b80c8d878e2b07eae90749ee_FORMATO.jpeg",94509,9,275,"mei","Nulo",0,7.48,0,3.67,3,"Palmeiras",3,6,NA,3,3,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","Fagner Conserva Lemos","fagner","Fagner","https://s.glbimg.com/es/sde/f/2020/07/21/86994a3b5f98e1f43ef23a09d56aa65c_FORMATO.png",42500,9,264,"lat","Suspenso",-4.5,10.19,-2.58,2.13,6,"Corinthians",16,9,3,1,4,1,NA,61,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"413","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2020/02/27/874b64215923c64744352951788dc4b4_FORMATO.png",60852,9,285,"lat","Dúvida",0,4,0,4,1,"Internacional",5,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","Rodrigo Nestor Bertalia","rodrigo-nestor","Rodrigo Nestor","https://s.glbimg.com/es/sde/f/2019/12/07/0b3e5d02f629008714cf1410e53eb9b6_FORMATO.png",106822,9,276,"mei","Nulo",0,2,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","Wesley Pionteck Souza","wesley","Wesley","https://s.glbimg.com/es/sde/f/2020/08/07/70b200dbf6703aca6b5eee4008dbcad6_FORMATO.png",93376,9,280,"ata","Contundido",0,2,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","Leandro Henrique do Nascimento","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2020/08/21/0a104e26afc93ebbbf158e5bfc8a3400_FORMATO.png",91702,9,280,"ata","Contundido",0,2.39,0,0.67,3,"Bragantino",1,1,NA,NA,4,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Patrick de Paula Carreiro","patrick-de-paula","Patrick de Paula","https://s.glbimg.com/es/sde/f/2020/03/09/a9c14c249329965a83e2f3b2bda2642b_FORMATO.png",107172,9,275,"mei","Provável",5,5.55,0.29,3.84,8,"Palmeiras",20,12,1,3,12,1,NA,39,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"418","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2020/02/27/848601c752c8fa58a805d78e5bad50db_FORMATO.png",62023,9,285,"mei","Nulo",0,3.33,-0.71,0.7,7,"Internacional",3,1,3,1,5,NA,1,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","Matías Nicolás Viña Susperreguy","vina","Viña","https://s.glbimg.com/es/sde/f/2020/02/28/444cc845fe792b0fdd234c579e4c31de_FORMATO.png",98974,9,275,"lat","Provável",7.9,8.44,0.98,4.88,5,"Palmeiras",19,2,NA,3,6,NA,1,35,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"420","Bruno dos Santos Nazário","bruno-nazario","Bruno Nazário","https://s.glbimg.com/es/sde/f/2020/03/01/e075c585ee5c2d864db961025f9ac952_FORMATO.png",81776,9,263,"mei","Provável",2.4,6.99,-1,2.5,8,"Botafogo",8,13,7,4,10,1,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Salomon Armand Magloire Kalou","kalou","Kalou","https://s.glbimg.com/es/sde/f/2020/07/16/451a2fa76b49b01f7f7f2b384b1c4a58_FORMATO.png",69524,9,263,"ata","Nulo",-1.2,7.37,-1.59,3.6,3,"Botafogo",2,6,1,2,5,1,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2020/02/27/dab4d223e4d736b3877f27a6b24a7a0e_FORMATO.png",63289,9,285,"mei","Provável",4.8,8.64,0.64,2.31,8,"Internacional",11,13,4,3,8,1,1,57,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"423","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,9,263,"gol","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","Jonas Gabriel da Silva Nunes","toro","Toró","https://s.glbimg.com/es/sde/f/2019/04/01/537547b0687a098437442f6632e753bc_FORMATO.png",101885,9,276,"ata","Nulo",0,3.7,0,2.95,2,"São Paulo",1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"425","Gabriel Santos Cordeiro Lacerda","gabriel-lacerda","Gabriel Lacerda","https://s.glbimg.com/es/sde/f/2020/07/21/3dc2061d37b1f85d9dd8d9dd72cb35de_FORMATO.png",108176,9,354,"zag","Nulo",0.5,3.62,-0.58,4.02,6,"Ceará",5,3,1,NA,3,NA,NA,21,NA,3,NA,NA,1,NA,NA,NA,NA,NA
"426","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2020/09/01/cf5f5294d88ef4802b88069761c1c47d_FORMATO.png",90715,9,284,"ata","Provável",4,6.13,0.81,3.78,4,"Grêmio",2,NA,3,2,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","Mike dos Santos Nenatarvicius","mike","Mike","https://s.glbimg.com/es/sde/f/2020/08/26/358cf602cf5fba4ab21e7f61d2a02cf6_FORMATO.jpeg",72389,9,290,"ata","Nulo",-1.2,3.01,-0.37,1.14,5,"Goiás",3,3,1,3,7,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Márcio Almeida de Oliveira","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2020/03/01/80ca783f6c1ed5ef384d190eed6ccd34_FORMATO.png",93797,9,263,"lat","Nulo",0,6,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Joao Robin Rojas Mendoza","joao-rojas","Joao Rojas","https://s.glbimg.com/es/sde/f/2020/03/09/df53a31bb47d9ca7d71c5826b26910ea_FORMATO.png",70784,9,276,"ata","Contundido",0,6,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2020/02/27/d6d33f8f9a956799465c508d4d9e4263_FORMATO.png",69051,9,285,"gol","Dúvida",0,6,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Federico Barrandeguy Martino","barrandeguy","Barrandeguy","https://s.glbimg.com/es/sde/f/2020/03/01/04fe5f2fe33f10db51fc9d221a594ab8_FORMATO.png",91736,9,263,"lat","Nulo",0,3.48,0,1.74,5,"Botafogo",10,3,NA,NA,5,NA,NA,33,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"432","Thiago Galhardo do Nascimento Rocha","thiago-galhardo","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2020/02/27/58765e09575aeed485460352a0980dad_FORMATO.png",71844,9,285,"mei","Nulo",21.1,20.47,2.3,10.54,9,"Internacional",9,10,2,7,18,8,2,42,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"433","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2020/02/27/887c825f63637b345d17570bf49d66fa_FORMATO.png",63354,9,285,"zag","Provável",4.8,6.21,0.95,2.8,5,"Internacional",2,3,NA,NA,2,NA,NA,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"434","Luiz Otávio Alves Marcolino","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2020/03/01/c0d9bec2c3fec7a81266729603ed2582_FORMATO.png",94269,9,263,"mei","Nulo",-0.1,2.11,-0.07,0.46,8,"Botafogo",4,2,NA,NA,3,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
