"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CV","DD","FS","GS","PI","SG","CA","DS","FC","FD","FF","FT","G","I","A","GC","DP","PP"
"396","Leonardo de Matos Cruz","leo-matos","Léo Matos","https://s.glbimg.com/es/sde/f/2020/11/05/c691cbfaec7f0b947c51a8cf861340a1_FORMATO.png",37866,38,267,"lat","Provável",-3.1,4.5,-1.55,1.54,17,"267",NA,NA,9,NA,152,5,9,19,33,5,5,NA,1,1,2,NA,NA,NA
"397","Benjamín Kuscevic Jaramillo","kuscevic","Kuscevic","https://s.glbimg.com/es/sde/f/2020/11/05/474301b42de21f3723694c3a39533818_FORMATO.png",98619,38,275,"zag","Provável",0.6,5.93,-0.82,4.33,6,"275",NA,NA,7,NA,25,3,1,11,8,1,1,1,NA,NA,NA,NA,NA,NA
"398","Leandro Henrique do Nascimento","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2020/08/21/0a104e26afc93ebbbf158e5bfc8a3400_FORMATO.png",91702,38,280,"ata","Nulo",1.8,2.27,0.27,0.86,12,"280",NA,NA,7,NA,15,NA,NA,5,2,1,4,NA,NA,NA,NA,NA,NA,NA
"399","Daniel Cabral de Oliveira","daniel-cabral","Daniel Cabral","https://s.glbimg.com/es/sde/f/2020/10/26/bdf760a76845c8c7297360206a79edc1_FORMATO.png",110465,38,262,"mei","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","Brayan Diogo Ijorski Kruger","brayan","Brayan","https://s.glbimg.com/es/sde/f/2020/10/22/e9923abcd8ad10bf88a809bf02bbd405_FORMATO.png",110416,38,277,"ata","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","Pedro Henrique Naressi Machado","pedro-naressi","Pedro Naressi","https://s.glbimg.com/es/sde/f/2020/09/14/46ddb181165c7727e2b17d88bb13428e_FORMATO.png",98529,38,354,"mei","Provável",8.2,2.67,0.32,2.33,13,"354",NA,NA,8,NA,38,NA,5,21,17,NA,2,NA,2,NA,2,NA,NA,NA
"402","Everton Felipe de Oliveira Silva","everton-felipe","Everton Felipe","https://s.glbimg.com/es/sde/f/2020/07/16/8e57cefa124fc249fc9e07be0e3dc8bc_FORMATO.png",86519,38,373,"mei","Nulo",0,2.95,0,0.76,13,"373",1,NA,17,NA,79,NA,2,10,6,4,2,NA,NA,NA,1,NA,NA,NA
"403","Natanael Moreira Milouski","natanael","Natanael","https://s.glbimg.com/es/sde/f/2020/03/03/2c9e5951bc7a8dfb8ed3c7f7759e59f6_FORMATO.png",107554,38,294,"lat","Nulo",0,2.69,0,3.3,17,"Coritiba",1,NA,18,NA,70,5,NA,35,24,1,3,NA,1,1,NA,NA,NA,NA
"404","Nathanael Ananias da Silva","nathan-silva","Nathan Silva","https://s.glbimg.com/es/sde/f/2020/03/03/b83d40e4104fc0cb62636da75ac2daaa_FORMATO.png",95794,38,294,"mei","Nulo",0,1.82,0,0.42,18,"Coritiba",NA,NA,13,NA,68,NA,9,32,41,NA,8,NA,1,NA,1,1,NA,NA
"405","Bento Matheus Krepski","bento","Bento","https://s.glbimg.com/es/sde/f/2020/01/21/ab6dea8e1671b6a86c1c7321be69d347_FORMATO.png",105208,38,293,"gol","Nulo",0,0.94,0,1,1,"293",NA,2,NA,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","Luis Francisco Grando","chico","Chico","https://s.glbimg.com/es/sde/f/2020/10/29/ad8a8e68f1dce70d212df37ec08ea32a_FORMATO.png",50446,38,290,"zag","Nulo",0,2.84,0,-0.13,3,"290",NA,NA,2,NA,9,NA,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA
"407","Henrique Vermudt","henrique-vermudt","Henrique Vermudt","https://s.glbimg.com/es/sde/f/2020/03/03/935e5497d5d03ac1eefea34e909731cf_FORMATO.png",104504,38,294,"mei","Provável",0,1.58,0,0.51,8,"Coritiba",NA,NA,2,NA,37,NA,NA,7,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"408","Claudio Luiz Rodrigues Parisi Leonel","claudinho","Claudinho","https://s.glbimg.com/es/sde/f/2020/07/28/552853b4ec9d01e9cfe52d7863da96fd_FORMATO.png",92630,38,280,"ata","Provável",10.7,16.6,0.73,6.92,34,"280",NA,NA,53,NA,326,NA,4,51,30,26,35,1,16,6,6,NA,NA,1
"409","Matheus Bueno Batista","matheus-bueno","Matheus Bueno","https://s.glbimg.com/es/sde/f/2020/03/03/a159f5ccd62c81f4ada32db91977a6be_FORMATO.png",101832,38,294,"mei","Nulo",0,1.78,0,0.97,25,"Coritiba",NA,NA,17,NA,73,NA,1,28,19,3,4,NA,NA,NA,NA,NA,NA,NA
"410","Jemerson de Jesus Nascimento","jemerson","Jemerson","https://s.glbimg.com/es/sde/f/2020/11/06/e198e31fd420c974a4af352bc0fd0a4d_FORMATO.png",84263,38,264,"zag","Provável",8.1,7.37,0.38,6.45,4,"264",NA,NA,2,NA,15,4,NA,7,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"411","Victor Luis Chuab Zamblauskas","victor-luis","Victor Luis","https://s.glbimg.com/es/sde/f/2020/07/21/63b1b5162d56c5b17d785e530bc0fd50_FORMATO.png",86410,38,263,"lat","Nulo",0,9.06,0,3.37,23,"263",1,NA,22,NA,193,3,1,60,19,6,4,NA,2,NA,1,NA,NA,1
"412","Guilherme Nunes da Silva","guilherme-nunes","Guilherme Nunes","https://s.glbimg.com/es/sde/f/2018/05/23/7e91393fb9d0c73f8ae12e9e96c38308_FORMATO.png",101912,38,277,"mei","Nulo",0,1.46,0,1.03,3,"Santos",NA,NA,1,NA,7,NA,1,6,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"413","Aderlan de Lima Silva","aderlan","Aderlan","https://s.glbimg.com/es/sde/f/2020/07/28/10421e422ea8a27f59d89f98423c8dab_FORMATO.png",88423,38,280,"lat","Provável",5.8,9.88,0,3.44,33,"280",NA,NA,31,NA,358,10,5,105,65,5,15,NA,NA,3,1,NA,NA,NA
"414","Matheus Nascimento de Paula","matheus-nascimento","Matheus Nascimento","https://s.glbimg.com/es/sde/f/2020/08/31/21f8af047c8476ce2fe45bfe2b91e4ea_FORMATO.png",109114,38,263,"ata","Nulo",0,0.87,0,1.4,8,"263",NA,NA,10,NA,16,NA,NA,9,6,1,2,NA,NA,2,NA,NA,NA,NA
"415","Luan Patrick Wiedthauper","luan-patrick","Luan Patrick","https://s.glbimg.com/es/sde/f/2020/02/28/28c6a5315c325c2abe37899978a526e9_FORMATO.png",106835,38,293,"zag","Nulo",0,1.62,0,0.3,1,"293",NA,NA,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","Miguel Silveira dos Santos","miguel","Miguel","https://s.glbimg.com/es/sde/f/2020/08/11/d3bc0d5856387f3aab09b5c23bc2f805_FORMATO.png",105612,38,266,"mei","Nulo",0,1.75,0,0.43,4,"266",NA,NA,2,NA,6,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"417","Ytalo José Oliveira dos Santos","ytalo","Ytalo","https://s.glbimg.com/es/sde/f/2020/07/28/f5f19ab0ce1b02fc515f8bd18a88a815_FORMATO.png",53148,38,280,"ata","Provável",6.3,7.48,1.03,3.81,30,"280",NA,NA,21,NA,61,NA,1,24,25,18,22,1,4,7,6,NA,NA,NA
"418","Ramon Rodrigo de Carvalho","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/03/01/96275404d7db5a1ad2bda2053ea034fd_FORMATO.png",103515,38,265,"mei","Nulo",-0.6,0.77,-0.01,-0.39,12,"265",NA,NA,9,NA,44,NA,3,7,14,1,NA,NA,NA,NA,NA,NA,NA,NA
"419","Matheus Isaías dos Santos","matheus-jussa","Matheus Jussa","https://s.glbimg.com/es/sde/f/2020/07/20/b6025d70931dcc81ed6357f0201f65e9_FORMATO.png",91689,38,285,"zag","Nulo",0,2.32,0,0.9,2,"285",NA,NA,1,NA,12,1,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","Leonardo Natel Vieira","leo-natel","Léo Natel","https://s.glbimg.com/es/sde/f/2020/07/21/75fe8f637b732326ab10856c62020124_FORMATO.png",98952,38,264,"ata","Provável",1.2,4.14,0.17,1.93,25,"264",NA,NA,14,NA,106,NA,3,21,36,10,13,NA,4,9,1,NA,NA,NA
"421","Gustavo Adolfo Torres Grueso","gustavo-torres","Gustavo Torres","https://s.glbimg.com/es/sde/f/2020/11/27/ace62345e6a036076f14fdccadcaf5c0_FORMATO.png",101413,38,267,"ata","Nulo",0,4.51,0,1.34,8,"267",NA,NA,3,NA,33,NA,1,8,12,2,7,NA,NA,1,1,NA,NA,NA
"422","Artur Victor Guimarães","artur","Artur","https://s.glbimg.com/es/sde/f/2020/07/28/e1784a425e398f05dd3d8f178a3ddaf6_FORMATO.png",95799,38,280,"ata","Provável",2,11.81,-0.64,3.61,32,"280",NA,NA,63,NA,278,NA,2,40,23,21,37,2,1,6,5,NA,NA,1
"423","Lucas Felipe Calegari","calegari","Calegari","https://s.glbimg.com/es/sde/f/2020/08/11/62173af2578274ecacd1dfb222a0b1ed_FORMATO.png",104276,38,266,"lat","Provável",7.7,7.12,0.09,5.75,21,"266",NA,NA,53,NA,157,8,2,78,28,2,6,1,NA,1,NA,NA,NA,NA
"424","Guilherme Alecsander Guedes","guilherme-guedes","Guilherme Guedes","https://s.glbimg.com/es/sde/f/2020/07/19/3e492b4747eacc5d7e87267e97310fad_FORMATO.png",100741,38,284,"lat","Nulo",0,3,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Bruno Conceição Praxedes","praxedes","Praxedes","https://s.glbimg.com/es/sde/f/2020/07/20/521eb9012cf96bba8e8c3b08e79b3138_FORMATO.png",107744,38,285,"mei","Provável",-1,0.96,-0.78,1.07,22,"285",NA,NA,20,NA,107,NA,4,36,45,2,12,NA,1,2,NA,NA,NA,NA
"426","Leonardo Rech Ortiz","leo-ortiz","Léo Ortiz","https://s.glbimg.com/es/sde/f/2020/07/28/090452058da707cf73facf6249235bfb_FORMATO.png",97867,38,280,"zag","Dúvida",0,8.97,0,3.38,33,"280",NA,NA,14,NA,148,7,5,71,18,3,8,1,3,NA,NA,1,NA,NA
"427","Brenno Oliveira Fraga Costa","brenno","Brenno","https://s.glbimg.com/es/sde/f/2020/07/19/1748daa635dc775b9136f10307a95ab1_FORMATO.png",100830,38,284,"gol","Dúvida",0,1,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Thiago Eduardo de Andrade","thiago-andrade","Thiago Andrade","https://s.glbimg.com/es/sde/f/2021/01/04/088106b3bde8cb0db9be7889fd3c61fe_FORMATO.png",109404,38,265,"ata","Nulo",0,1.23,0.27,2.62,8,"265",NA,NA,11,NA,21,NA,2,10,4,NA,7,NA,1,NA,NA,NA,NA,NA
"429","Helber Ítalo dos Santos","italo","Ítalo","https://s.glbimg.com/es/sde/f/2020/08/03/e97b986421d4e4f78f7277bb663147fc_FORMATO.png",109395,38,292,"mei","Nulo",0,1,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Ligger Moreira Malaquias","ligger","Ligger","https://s.glbimg.com/es/sde/f/2020/07/28/255a365d2d791e29f34e34db72b286f4_FORMATO.png",61141,38,280,"zag","Provável",4.9,5.32,-0.48,3.13,28,"280",NA,NA,13,NA,77,10,3,51,41,3,7,NA,NA,NA,1,NA,NA,NA
"431","Ygor de Oliveira Ferreira","ygor-catatau","Ygor Catatau","https://s.glbimg.com/es/sde/f/2020/08/17/fd7a0d6eccfebe7256b429fbca413830_FORMATO.png",100977,38,267,"ata","Nulo",4.1,2.9,0.77,1.54,15,"267",NA,NA,14,NA,38,NA,1,8,8,3,3,NA,1,2,1,NA,NA,NA
"432","Roni Medeiros de Moura","roni","Roni","https://s.glbimg.com/es/sde/f/2020/03/02/0d00667bccf8242613bacd6efe6acf18_FORMATO.png",105585,38,264,"mei","Nulo",3,1.41,0.63,-1,5,"264",NA,NA,3,NA,13,NA,3,6,12,NA,1,NA,NA,NA,NA,NA,NA,NA
"433","Danilo Gomes Magalhães","danilo-gomes","Danilo Gomes","https://s.glbimg.com/es/sde/f/2020/11/19/873fa1fcb351fcd70fb14f5d8cac13de_FORMATO.png",106826,38,373,"ata","Provável",3.6,1.79,0.53,1.71,13,"373",NA,NA,10,NA,32,NA,1,14,3,1,4,NA,1,5,NA,NA,NA,NA
"434","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2020/07/28/add64224dcac666b23e193bb0505d8a5_FORMATO.png",62024,38,280,"lat","Provável",3,4.46,0.94,2.02,29,"280",NA,NA,16,NA,264,7,7,48,43,6,18,NA,1,1,NA,NA,NA,NA
"435","Marcelo Alves Santos","marcelo-alves","Marcelo Alves","https://s.glbimg.com/es/sde/f/2020/08/17/eb3ae31017de7743d4838a3e8d4412be_FORMATO.png",104050,38,267,"zag","Nulo",2.3,2.63,0.59,2.59,12,"267",NA,NA,4,NA,32,4,2,21,11,NA,1,NA,NA,NA,NA,NA,NA,NA
"436","Leonardo Javier Realpe Montaño","realpe","Realpe","https://s.glbimg.com/es/sde/f/2020/07/28/b2e83687d1e3ee5357f4fde25603a389_FORMATO.png",106299,38,280,"zag","Nulo",0,2.74,0,0.97,6,"280",NA,NA,1,NA,20,NA,1,9,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"437","Matheus Martinelli Lima","martinelli","Martinelli","https://s.glbimg.com/es/sde/f/2020/09/18/d91238c5e040d15b0c5835c7ca195014_FORMATO.png",109573,38,266,"mei","Nulo",0.8,1.83,-0.24,3.77,12,"266",NA,NA,10,NA,58,NA,2,26,12,3,3,NA,3,NA,NA,NA,NA,NA
"438","Francisco Vítor Silva Costa","victor-jacare","Victor Jacaré","https://s.glbimg.com/es/sde/f/2020/08/25/682aea868615c09c3571352b835cc394_FORMATO.png",101201,38,354,"ata","Nulo",0,5.39,0,1.42,9,"354",NA,NA,14,NA,22,NA,2,NA,8,3,6,NA,1,1,NA,NA,NA,NA
"439","Tiago Barbosa Figueiredo","tiago-barbosa","Tiago Barbosa","https://s.glbimg.com/es/sde/f/2020/07/20/48e64443c43ff43fa1a705b9c5ee4534_FORMATO.png",107742,38,285,"zag","Nulo",0,2,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","João Vitor Xavier de Almeida","xavier","Xavier","https://s.glbimg.com/es/sde/f/2020/11/03/e415b179b0e3eb537290404e84501353_FORMATO.png",102067,38,264,"mei","Nulo",1.8,1.47,-0.22,1.4,12,"264",NA,NA,5,NA,24,NA,2,19,13,2,1,NA,NA,NA,1,NA,NA,NA
"441","Uillian Correia Granemann","uillian-correia","Uillian Correia","https://s.glbimg.com/es/sde/f/2020/07/28/0e53aa2f143ac0e5e0db6e7dbe0fce14_FORMATO.png",72007,38,280,"mei","Nulo",0,2.21,0,-0.67,7,"280",NA,NA,NA,NA,5,NA,1,1,8,NA,1,NA,NA,NA,NA,NA,NA,NA
"442","Reinaldo Nascimento Satorno","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2020/03/03/12600160dfe6fed9a606921db8b0a862_FORMATO.png",104420,38,293,"ata","Nulo",0,2.25,0,0.86,10,"293",NA,NA,9,NA,28,NA,NA,10,11,NA,3,NA,NA,NA,NA,NA,NA,NA
"443","Leonardo Siqueira de Paiva Bezerra","leonardo","Leonardo","https://s.glbimg.com/es/sde/f/2020/10/29/58bd0e0b96262b9f0d74c0126f321e00_FORMATO.png",108424,38,373,"gol","Nulo",0,2,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","Marthã Fernando Gonçalves Pimenta","martha","Marthã","https://s.glbimg.com/es/sde/f/2020/01/16/9b5adea073467ee84f68436f0d462a6f_FORMATO.png",107400,38,354,"mei","Nulo",0,0.83,0,-0.47,3,"354",NA,NA,2,NA,4,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Abel Fernando Moreira Ferreira","abel-ferreira","Abel Ferreira","https://s.glbimg.com/es/sde/f/2020/11/03/183844106bb1f78efb7a628315b4b01a_FORMATO.png",110506,38,275,"tec","Provável",2.7,11.78,-0.14,4.37,14,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Thonny Anderson da Silva Carvalho","thonny-anderson","Thonny Anderson","https://s.glbimg.com/es/sde/f/2020/07/28/50ffd2282fd3da3693e850891d65327e_FORMATO.png",101484,38,280,"mei","Nulo",0,3.77,0,0.03,8,"280",1,NA,2,NA,15,NA,NA,3,4,NA,1,NA,1,NA,NA,NA,NA,1
"447","Túlio Galindo Bandeira de Melo","tulio","Túlio","https://s.glbimg.com/es/sde/f/2020/08/03/7db9b8bf5d4227af9e3c54b92119537c_FORMATO.png",109566,38,292,"gol","Nulo",0,1,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2020/08/07/30c87e07fe73b6315d5dd92b27e9ea12_FORMATO.png",90768,38,280,"zag","Dúvida",0.5,1.38,-0.84,1.74,13,"280",1,NA,4,NA,50,3,3,21,18,NA,2,NA,1,NA,NA,NA,NA,NA
"449","Francisco Alves da Silva Melo","chico","Chico","https://s.glbimg.com/es/sde/f/2020/02/27/091e13c92c44ecc1214f5f2ecd1f2b5d_FORMATO.png",99253,38,292,"zag","Nulo",0,2.23,0,2.43,12,"292",NA,NA,2,NA,57,4,1,18,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"450","Paulo Henrique Pereira da Silva","paulinho-boia","Paulinho Bóia","https://s.glbimg.com/es/sde/f/2020/07/21/b835e53eaf060e493f1fdd092c0174c6_FORMATO.png",100333,38,276,"ata","Nulo",0,4.15,0,2.52,12,"276",NA,NA,18,NA,26,NA,NA,14,10,5,6,2,NA,4,NA,NA,NA,NA
"451","Carlos Eduardo Soares Mota","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2020/02/27/3e68131e760ca1e4bc68e176dfd5b5ec_FORMATO.png",90416,38,292,"gol","Nulo",0,2,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Mariano Ferreira Filho","mariano","Mariano","https://s.glbimg.com/es/sde/f/2020/08/31/50061e6cc612276277686e788cb0ac4c_FORMATO.png",38877,38,282,"lat","Nulo",0,6.79,0,2.12,8,"282",NA,NA,7,NA,77,1,2,19,10,1,NA,NA,NA,NA,1,NA,NA,NA
"453","Mateus Eduardo Claus","mateus-claus","Mateus Claus","https://s.glbimg.com/es/sde/f/2020/07/20/20b5a80823c74d5c1a1dfcae3aca571b_FORMATO.png",90590,38,265,"gol","Nulo",0,3.76,0,7.2,3,"265",NA,8,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Weverton Guilherme da Silva Souza","weverton","Weverton","https://s.glbimg.com/es/sde/f/2020/07/28/98ed816e6bc98070a63fcc74d25eca77_FORMATO.png",104625,38,280,"lat","Nulo",0,0.79,0,-0.16,9,"280",NA,NA,1,NA,42,NA,NA,4,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"455","Ricardo Ryller Ribeiro Lino Silva","ricardo-ryller","Ricardo Ryller","https://s.glbimg.com/es/sde/f/2020/07/28/7d5cee8aae697360315651bbeec6ac0b_FORMATO.png",85856,38,280,"mei","Dúvida",1.2,4.26,-0.08,1.94,29,"280",NA,NA,26,NA,92,NA,9,62,67,7,16,NA,2,1,1,NA,NA,NA
"456","Luciano Batista da Silva Junior","luciano-juba","Luciano Juba","https://s.glbimg.com/es/sde/f/2020/02/27/31b914c6b9a40f145d57b7006f20116e_FORMATO.png",107093,38,292,"lat","Nulo",-0.6,2.46,-0.14,2.14,19,"292",NA,NA,1,NA,118,4,1,20,10,1,2,2,NA,NA,2,NA,NA,NA
"457","Carlos Eduardo da Silva Rodrigues Lima","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2020/07/20/e4dbbf8866206bb1c0611baf30621efc_FORMATO.png",107756,38,285,"zag","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Alerrandro Barra Mansa Realino de Souza","alerrandro","Alerrandro","https://s.glbimg.com/es/sde/f/2020/07/28/e7ad33aff8b2ab2890e6f1e782d86362_FORMATO.png",101715,38,280,"ata","Nulo",0,9.76,0,4.34,16,"280",NA,NA,20,NA,42,NA,NA,6,10,5,9,2,5,5,2,NA,NA,1
"459","Rodrigo Muniz Carvalho","rodrigo-muniz","Rodrigo Muniz","https://s.glbimg.com/es/sde/f/2020/11/20/9b79dad8501053b0a57fe5ff580c9d84_FORMATO.png",107112,38,262,"ata","Nulo",0,1.62,0,0.69,10,"Flamengo",NA,NA,8,NA,6,NA,1,1,8,1,1,NA,1,3,NA,NA,NA,NA
"460","Dênis de Oliveira Aguiar Júnior","junior","Júnior","https://s.glbimg.com/es/sde/f/2019/04/01/f8a36e8e52088ffa0e8b4469629c46fe_FORMATO.png",103662,38,276,"gol","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Sávio Moreira de Oliveira","savio","Sávio","https://s.glbimg.com/es/sde/f/2020/09/02/d3593dad92d54a666c9472d1db672cf0_FORMATO.png",109463,38,282,"ata","Nulo",0,0.78,0,0.74,7,"282",NA,NA,7,NA,22,NA,1,2,4,4,2,NA,NA,1,NA,NA,NA,NA
"462","Shaylon Kallyson Cardoso","shaylon","Shaylon","https://s.glbimg.com/es/sde/f/2020/10/09/595b0f8687c68ff0296dd3fc19261801_FORMATO.png",97520,38,290,"mei","Provável",-0.2,3.49,-0.09,2.5,22,"290",NA,NA,13,NA,188,NA,1,29,10,6,13,NA,1,NA,4,NA,NA,NA
"463","Gabriel Pereira dos Santos","gabriel-pereira","Gabriel Pereira","https://s.glbimg.com/es/sde/f/2020/08/07/d0c9572f69b00f883407c3d28c757240_FORMATO.png",109588,38,264,"mei","Provável",0,0.79,0,-0.4,5,"264",NA,NA,7,NA,15,NA,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Victor Hugo Santana Carvalho","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/07/28/51d0ea8bb18b7deb239ab41038d9cf2a_FORMATO.png",95770,38,280,"mei","Provável",4.3,2.92,0.1,2.22,4,"280",NA,NA,3,NA,15,NA,NA,5,1,1,4,NA,NA,NA,NA,NA,NA,NA
"465","Marcos Leonardo Santos Almeida","marcos-leonardo","Marcos Leonardo","https://s.glbimg.com/es/sde/f/2020/07/29/d6405e2f853358d16a3e6f9bcd899577_FORMATO.png",109497,38,277,"ata","Nulo",0,1.28,0,1.83,16,"Santos",NA,NA,20,NA,9,NA,2,4,18,1,5,NA,3,NA,NA,NA,NA,NA
"466","Diego Henrique Costa Barbosa","diego","Diego","https://s.glbimg.com/es/sde/f/2020/08/31/f816dcd588832ba23a528a2a17f81b46_FORMATO.png",101728,38,276,"zag","Provável",1.1,2.97,0.33,1.99,17,"276",NA,NA,14,NA,74,4,3,29,31,3,4,NA,NA,NA,NA,NA,NA,NA
"467","Matheus Bahia Santos","matheus-bahia","Matheus Bahia","https://s.glbimg.com/es/sde/f/2020/02/28/1a8f6f07fe040d69022f28f7575ba0a3_FORMATO.png",97899,38,265,"lat","Provável",9.5,3.29,1.55,3.88,12,"265",NA,NA,16,NA,85,3,2,35,21,3,5,NA,NA,2,1,NA,NA,NA
"468","Jair Diego Alves de Brito","jaja","Jajá","https://s.glbimg.com/es/sde/f/2020/02/28/d7b228fb1f0473cd8f5e68c71f5f2a95_FORMATO.png",107195,38,293,"ata","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Santiago Tréllez Vivero","trellez","Tréllez","https://s.glbimg.com/es/sde/f/2020/03/09/a26febfd7e5fd4366d0dbe0997ee0521_FORMATO.png",87679,38,276,"ata","Nulo",-0.5,2.48,-0.07,0.29,8,"276",NA,NA,2,NA,3,NA,NA,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA
"470","Tomás Esteban Cuello","cuello","Cuello","https://s.glbimg.com/es/sde/f/2020/07/28/1eeacbdffc5dd751f52728c41e6c3146_FORMATO.png",98909,38,280,"mei","Nulo",0.2,1.86,-0.04,0.99,18,"280",NA,NA,11,NA,67,NA,4,18,22,9,8,1,NA,NA,NA,NA,NA,NA
"471","Andrew Erik Feitosa","morato","Morato","https://s.glbimg.com/es/sde/f/2020/07/28/45ddb78d5fe4e30bced22de0add70650_FORMATO.png",86227,38,280,"ata","Nulo",0,2.04,0,0.29,18,"280",1,NA,11,NA,83,NA,1,12,19,5,10,NA,NA,3,NA,NA,NA,NA
"472","Luan Cândido de Almeida","luan-candido","Luan Cândido","https://s.glbimg.com/es/sde/f/2020/07/28/6e72b464ec47e25ee0d33c043677901a_FORMATO.png",100848,38,280,"lat","Nulo",0,3.3,0,3.53,10,"280",NA,NA,5,NA,69,5,3,15,18,2,6,NA,1,1,NA,NA,NA,NA
"473","Kevin Peterson dos Santos Silva","kevin","Kevin ","https://s.glbimg.com/es/sde/f/2020/07/22/3146ee098c41caa4d1ed2022bd3dc17e_FORMATO.png",91888,38,263,"lat","Provável",-2,2.57,-1.17,1.35,28,"263",NA,NA,20,NA,349,3,3,62,32,3,3,NA,NA,7,2,1,NA,NA
"474","Matheus Henrique Teixeira","matheus-teixeira","Matheus Teixeira","https://s.glbimg.com/es/sde/f/2020/02/28/0be52fce88dbd641cee3e966d4765bbb_FORMATO.png",102907,38,265,"gol","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","César Coelho Campos Júnior","cesinha","Cesinha","https://s.glbimg.com/es/sde/f/2020/11/05/e2a81a7381cac3a02c6d73e7ba2e403c_FORMATO.png",107746,38,263,"mei","Provável",-0.6,0.79,-0.27,1.46,5,"263",NA,NA,3,NA,19,NA,NA,2,5,2,1,NA,NA,NA,1,NA,NA,NA
"476","Neilton Meira Mestzk","neilton","Neilton","https://s.glbimg.com/es/sde/f/2020/07/30/cc647d1f9a8818aedd430516d1d61f68_FORMATO.png",83772,38,294,"ata","Nulo",0,6.38,0,3.55,23,"Coritiba",NA,NA,40,NA,107,NA,3,40,25,9,12,1,1,1,4,NA,NA,NA
"477","André Trindade da Costa Neto","andre","André","https://s.glbimg.com/es/sde/f/2020/08/11/8470af121134d1416824bede8711b287_FORMATO.png",107498,38,266,"mei","Nulo",0,0.79,0,0.22,10,"266",NA,NA,3,NA,8,NA,2,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
