Atleta,Rodada,Clube,Participou,Posicao,Jogos,Pontos,PontosMedia,Preco,PrecoVariacao,Partida,Mando,Titular,Substituido,TempoJogado,Nota,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS
75295,18,,0,,16,0,3.93,12.61,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75295,19,,0,,16,0,3.93,12.61,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75295,20,264,1,5,17,-0.6,3.66,11.43,-1.18,179899,1,0,1,0.322222222222222,6,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
75295,21,264,1,5,18,-0.9,3.41,11.21,-0.22,179916,0,1,0,1,6,4,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
75295,22,264,1,5,19,1.5,3.31,11.56,0.35,179941,1,1,0,1,5,4,9,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
75295,23,264,1,5,20,5.4,3.41,12.19,0.63,179964,1,1,1,1.02222222222222,8,3,2,0,0,1,0,1,2,0,0,3,0,1,0,0,0,0,0
75295,24,264,1,5,21,3.1,3.4,11.93,-0.26,180124,0,1,0,1,6.5,2,3,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0
75295,25,264,1,5,22,1,3.29,11.53,-0.4,180001,0,1,0,1,5.5,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
75295,26,264,1,5,23,11.1,3.63,13.37,1.84,180018,1,1,1,0.977777777777778,8,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
75295,27,,0,,23,0,3.63,13.37,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75295,28,,0,,23,0,3.63,13.37,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75295,29,264,1,5,24,2.7,3.59,12.03,-1.34,180252,0,1,0,1,7.5,3,6,0,0,0,0,1,1,0,0,5,0,1,0,0,0,0,0
75295,30,,0,,24,0,3.59,12.03,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75295,31,,0,,24,0,3.59,12.03,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75295,32,,0,,24,0,3.59,12.03,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75295,33,264,1,5,25,10.8,3.88,13.03,1,180212,1,1,0,1,8,6,3,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0
77529,0,,0,,0,0,0,5,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77529,1,316,1,2,1,-0.2,-0.2,3.64,-1.36,179873,0,1,0,1,4.5,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
77529,2,316,1,2,2,0.7,0.25,3.05,-0.59,179890,1,1,0,1,3,1,5,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0
77529,3,316,0,2,2,0,0.25,3.05,0,179906,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77529,4,316,1,2,3,-0.9,-0.13,2.37,-0.68,179923,1,0,1,0.5,5.5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77529,5,316,1,2,4,1.3,0.23,2.75,0.38,179930,0,1,0,1,6.5,0,3,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0
77529,6,316,1,2,5,1.8,0.54,2.97,0.22,179950,0,1,0,1,5.5,2,11,0,0,1,0,0,0,0,3,4,0,0,0,0,0,0,0
77529,7,316,1,2,6,4.2,1.15,3.68,0.71,179988,1,1,0,1,5,2,3,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
77529,8,316,1,2,7,4.1,1.57,3.9,0.22,179996,0,1,0,1,6,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
77529,9,316,1,2,8,5.1,2.01,4.46,0.56,180028,1,1,0,1,5.5,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0
77529,10,316,0,2,8,0,2.01,4.46,0,180037,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77529,11,,0,,8,0,2.01,4.46,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77529,12,316,1,2,9,0,1.79,3.72,-0.74,180059,0,0,1,0.122222222222222,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77529,13,316,1,2,10,7.7,2.38,5.33,1.61,180077,1,1,0,1,6,2,4,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0
77529,14,316,1,2,11,6.6,2.76,5.5,0.17,180093,0,1,0,1,5,0,1,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0
77529,15,316,1,2,12,2.9,2.77,5.06,-0.44,180108,1,1,0,1,4.5,2,4,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0
77529,16,316,1,2,13,5.9,3.01,5.67,0.61,180122,1,1,0,1,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
77529,17,316,1,2,14,7.3,3.32,6.28,0.61,180131,0,1,0,1,6.5,0,2,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0
77529,18,316,1,2,15,1,3.17,5.27,-1.01,180155,1,1,0,1,6,0,3,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
77529,19,316,1,2,16,1.7,3.08,5.34,0.07,180174,0,1,0,1,6,1,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
77529,20,316,1,2,17,-5.9,2.55,3.92,-1.42,179912,1,1,0,1,4,0,2,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0
77529,21,,0,,17,0,2.55,3.92,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77529,22,316,1,2,18,-1.4,2.33,4.45,0.53,179955,1,1,0,1,5,1,5,0,0,0,2,0,1,0,1,6,0,0,0,0,0,0,0
77529,23,316,1,2,19,1.6,2.29,4.9,0.45,179966,0,1,0,1,7,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
77529,24,316,1,2,20,3,2.33,5.22,0.32,180124,1,1,0,1,6,0,9,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0
77529,25,316,1,2,21,4.2,2.42,5.5,0.28,180009,1,1,0,1,6.5,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
77529,26,316,1,2,22,0.3,2.32,4.86,-0.64,180036,0,1,1,0.6,6,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
77529,27,,0,,22,0,2.32,4.86,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77529,28,,0,,22,0,2.32,4.86,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77529,29,,0,,22,0,2.32,4.86,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77529,30,,0,,22,0,2.32,4.86,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77529,31,,0,,22,0,2.32,4.86,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77529,32,,0,,22,0,2.32,4.86,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77529,33,316,1,2,23,5.1,2.44,5.44,0.58,180223,1,1,1,0.788888888888889,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
77556,0,,0,,0,0,0,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77556,1,288,1,1,1,-4,-4,0.76,-2.24,179880,1,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
77556,2,288,1,1,2,1,-1.5,0.77,0.01,179891,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
77556,3,288,1,1,3,5,0.67,1.79,1.02,179906,1,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
77556,4,288,0,1,3,0,0.67,1.79,0,179909,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77556,5,288,0,1,3,0,0.67,1.79,0,179943,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77556,6,,0,,3,0,0.67,1.79,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77556,7,,0,,3,0,0.67,1.79,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77556,8,,0,,3,0,0.67,1.79,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77556,9,,0,,3,0,0.67,1.79,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77556,10,288,0,1,3,0,0.67,1.79,0,180044,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77556,11,288,1,1,4,-1,0.25,1.18,-0.61,180047,0,1,0,1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
77556,12,288,0,1,4,0,0.25,1.18,0,180062,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77556,13,288,0,1,4,0,0.25,1.18,0,180067,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77556,14,,0,,4,0,0.25,1.18,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77556,15,,0,,4,0,0.25,1.18,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77556,16,,0,,4,0,0.25,1.18,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77556,17,288,0,1,4,0,0.25,1.18,0,180133,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77556,18,,0,,4,0,0.25,1.18,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77556,19,288,0,1,4,0,0.25,1.18,0,180176,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77556,20,288,0,1,4,0,0.25,1.18,0,179900,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77556,21,,0,,4,0,0.25,1.18,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77556,22,288,1,1,5,4.5,1.1,2.01,0.83,179955,0,1,0,1,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
77556,23,288,1,1,6,-2,0.58,0.91,-1.1,179972,1,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77556,24,288,1,1,7,10,1.93,3.12,2.21,179987,0,1,0,1,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3
77556,25,288,1,1,8,-2,1.44,1.15,-1.97,180011,0,1,0,1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77556,26,288,1,1,9,4.5,1.78,2.3,1.15,180032,1,1,0,1,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
77556,27,288,1,1,10,6.7,2.27,2.8,0.5,180076,0,1,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
77556,28,288,1,1,11,21,3.97,5.62,2.82,180112,1,1,0,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0
77556,29,288,1,1,12,1,3.72,2.53,-3.09,180246,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
77556,30,288,1,1,13,4,3.74,3.08,0.55,180237,1,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
77556,31,288,1,1,14,6,3.9,3.5,0.42,180159,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
77556,32,288,1,1,15,2,3.77,2.92,-0.58,180214,1,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
77556,33,288,1,1,16,14.7,4.45,5.18,2.26,180218,0,1,0,1,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3
77567,7,,0,,0,0,0,2,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77567,8,,0,,0,0,0,2,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77567,9,,0,,0,0,0,2,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77567,10,292,1,4,1,0.6,0.6,1.81,-0.19,180033,1,1,0,1,6,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
77567,11,292,1,4,2,1.5,1.05,2.1,0.29,180052,0,1,1,0.733333333333333,5.5,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
77567,12,292,1,4,3,-1.9,0.07,1.32,-0.78,180054,1,1,1,0.733333333333333,5,1,2,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0
77567,13,292,1,4,4,4.8,1.25,2.77,1.45,180077,0,1,1,0.644444444444444,4.5,2,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
77567,14,292,1,4,5,-1.3,0.74,1.72,-1.05,180082,0,0,1,0.377777777777778,5,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
77567,15,292,1,4,6,0,0.62,1.88,0.16,180098,1,0,1,0.211111111111111,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
77567,16,292,0,4,6,0,0.62,1.88,0,180115,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77567,17,292,1,4,7,2.4,0.87,2.36,0.48,180126,0,1,1,0.5,5.5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
77567,18,292,1,4,8,1,0.89,2.17,-0.19,180137,1,0,1,0.9,5.5,3,2,0,0,0,2,0,0,0,1,2,0,1,0,0,0,0,0
77567,19,,0,,8,0,0.89,2.17,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77567,20,,0,,8,0,0.89,2.17,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77567,21,292,1,4,9,-0.3,0.76,1.89,-0.28,179935,0,0,1,0.122222222222222,5.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77567,22,,0,,9,0,0.76,1.89,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77567,23,,0,,9,0,0.76,1.89,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77567,24,,0,,9,0,0.76,1.89,0,209,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77567,25,292,0,4,9,0,0.76,1.89,0,179993,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77567,26,292,1,4,10,3.9,1.07,2.6,0.71,180018,0,0,1,0.388888888888889,5.5,1,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
77567,27,292,0,4,10,0,1.07,2.6,0,180081,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77567,28,292,1,4,11,1.6,1.12,2.27,-0.33,180095,1,0,1,0.222222222222222,6.5,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
77567,29,292,1,4,12,-1.1,0.94,1.81,-0.46,180245,0,0,1,0.0888888888888889,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
77567,30,292,0,4,12,0,0.94,1.81,0,180228,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77567,31,292,1,4,13,-0.3,0.84,1.87,0.06,180156,0,0,1,0.0555555555555556,,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
77567,32,,0,,13,0,0.84,1.87,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77567,33,,0,,13,0,0.84,1.87,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77579,11,,0,,0,0,0,6,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77579,12,293,1,5,1,1.1,1.1,5.38,-0.62,180058,1,0,1,0.322222222222222,5.5,2,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
77579,13,293,1,5,2,1.5,1.3,5.44,0.06,180072,0,0,1,0.0888888888888889,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
77579,14,293,0,5,2,0,1.3,5.44,0,180088,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77579,15,293,1,5,3,0.2,0.93,4.97,-0.47,180098,0,0,1,0.0666666666666667,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77579,16,293,1,5,4,0.2,0.75,4.75,-0.22,180117,0,0,1,0.188888888888889,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77579,17,293,0,5,4,0,0.75,4.75,0,180129,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77579,18,293,0,5,4,0,0.75,4.75,0,180157,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77579,19,293,1,5,5,6.7,1.94,5.97,1.22,180169,1,1,0,1,7.5,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
77579,20,293,1,5,6,4.1,2.3,5.86,-0.11,179910,0,1,1,0.733333333333333,5.5,1,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0
77579,21,293,1,5,7,-1.5,1.76,4.81,-1.05,179926,1,1,1,0.6,6.5,0,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
77579,22,,0,,7,0,1.76,4.81,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77579,23,,0,,7,0,1.76,4.81,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77579,24,,0,,7,0,1.76,4.81,0,298,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77579,25,,0,,7,0,1.76,4.81,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77579,26,,0,,7,0,1.76,4.81,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77579,27,,0,,7,0,1.76,4.81,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77579,28,293,1,5,8,16.5,3.6,7.81,3,180103,1,0,1,0.5,8,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
77579,29,293,1,5,9,1.8,3.4,5.63,-2.18,180249,1,1,1,0.777777777777778,7,1,2,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0
77579,30,293,1,5,10,-1.5,2.91,4.99,-0.64,180237,0,1,1,0.655555555555556,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
77579,31,293,1,5,11,1.1,2.75,5.34,0.35,180140,0,1,1,0.744444444444444,6,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
77579,32,293,1,5,12,0.5,2.56,5.25,-0.09,180201,1,0,1,0.5,5,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
77579,33,293,1,5,13,5.7,2.8,6.11,0.86,180209,0,0,1,0.0444444444444445,6.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
77599,10,,0,,0,0,0,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77599,11,,0,,0,0,0,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77599,12,,0,,0,0,0,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77599,13,,0,,0,0,0,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77599,14,,0,,0,0,0,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77599,15,,0,,0,0,0,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77599,16,,0,,0,0,0,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77599,17,,0,,0,0,0,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77599,18,,0,,0,0,0,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77599,19,,0,,0,0,0,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77599,20,,0,,0,0,0,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77599,21,,0,,0,0,0,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77599,22,287,0,2,0,0,0,3,0,180057,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77599,23,287,0,2,0,0,0,3,0,179969,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77599,24,,0,,0,0,0,3,0,136,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77599,25,287,0,2,0,0,0,3,0,180003,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77599,26,287,0,2,0,0,0,3,0,180027,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77599,27,,0,,0,0,0,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77599,28,287,0,2,0,0,0,3,0,180095,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77599,29,,0,,0,0,0,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77599,30,,0,,0,0,0,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77599,31,,0,,0,0,0,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77599,32,,0,,0,0,0,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77599,33,,0,,0,0,0,3,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,0,,0,,0,0,0,1,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,1,285,0,4,0,0,0,1,0,179879,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,2,285,1,4,1,-1.9,-1.9,0.77,-0.23,179882,0,0,1,0.288888888888889,5,0,6,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
77670,3,,0,,1,0,-1.9,0.77,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,4,,0,,1,0,-1.9,0.77,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,5,,0,,1,0,-1.9,0.77,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,6,,0,,1,0,-1.9,0.77,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,7,,0,,1,0,-1.9,0.77,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,8,,0,,1,0,-1.9,0.77,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,9,,0,,1,0,-1.9,0.77,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,10,,0,,1,0,-1.9,0.77,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,11,,0,,1,0,-1.9,0.77,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,12,,0,,1,0,-1.9,0.77,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,13,,0,,1,0,-1.9,0.77,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,14,,0,,1,0,-1.9,0.77,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,15,,0,,1,0,-1.9,0.77,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,16,,0,,1,0,-1.9,0.77,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,17,,0,,1,0,-1.9,0.77,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,18,,0,,1,0,-1.9,0.77,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,19,,0,,1,0,-1.9,0.77,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,20,,0,,1,0,-1.9,0.77,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,21,,0,,1,0,-1.9,0.77,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,22,,0,,1,0,-1.9,0.77,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,23,,0,,1,0,-1.9,0.77,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,24,,0,,1,0,-1.9,0.77,0,158,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,25,,0,,1,0,-1.9,0.77,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,26,,0,,1,0,-1.9,0.77,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,27,285,0,4,1,0,-1.9,0.77,0,180087,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,28,,0,,1,0,-1.9,0.77,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,29,,0,,1,0,-1.9,0.77,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,30,,0,,1,0,-1.9,0.77,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77670,31,,0,,1,0,-1.9,0.77,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
